candidate,office,district,party,county,precinct,votes
Eric Burnette,U S House,2,DEM,Morrow,Precinct 1,13
Michael Byrne,U S House,2,DEM,Morrow,Precinct 1,6
Tim S White,U S House,2,DEM,Morrow,Precinct 1,6
Raz Mason,U S House,2,DEM,Morrow,Precinct 1,6
Jamie McLeod Skinner,U S House,2,DEM,Morrow,Precinct 1,27
James (Jim) Crary,U S House,2,DEM,Morrow,Precinct 1,6
Jen (Jenni) Neahring,U S House,2,DEM,Morrow,Precinct 1,32
Write In,U S House,2,DEM,Morrow,Precinct 1,4
Overvote,U S House,2,DEM,Morrow,Precinct 1,1
Undervote,U S House,2,DEM,Morrow,Precinct 1,25
Ed Jones,Governor,,DEM,Morrow,Precinct 1,19
Kate Brown,Governor,,DEM,Morrow,Precinct 1,65
Candace Neville,Governor,,DEM,Morrow,Precinct 1,14
Write-Ins,Governor,,DEM,Morrow,Precinct 1,11
Overvote,Governor,,DEM,Morrow,Precinct 1,0
Undervote,Governor,,DEM,Morrow,Precinct 1,17
Write In,State House,57,DEM,Morrow,Precinct 1,14
Overvote,State House,57,DEM,Morrow,Precinct 1,0
Undervote,State House,57,DEM,Morrow,Precinct 1,112
Mark R Roberts,U S House,2,IND,Morrow,Precinct 1,8
Write In,U S House,2,IND,Morrow,Precinct 1,6
Overvote,U S House,2,IND,Morrow,Precinct 1,0
Undervote,U S House,2,IND,Morrow,Precinct 1,6
Dan (Mr. P) Pistoresi ,Governor,,IND,Morrow,Precinct 1,2
Skye J Allen,Governor,,IND,Morrow,Precinct 1,5
Patrick Starnes,Governor,,IND,Morrow,Precinct 1,2
Write In,Governor,,IND,Morrow,Precinct 1,9
Overvote,Governor,,IND,Morrow,Precinct 1,0
Undervote,Governor,,IND,Morrow,Precinct 1,2
Write In,State House,57,IND,Morrow,Precinct 1,5
Overvote,State House,57,IND,Morrow,Precinct 1,0
Undervote,State House,57,IND,Morrow,Precinct 1,15
Randy Pollock,U S House,2,REP,Morrow,Precinct 1,19
Greg Walden,U S House,2,REP,Morrow,Precinct 1,135
Paul J Romero Jr,U S House,2,REP,Morrow,Precinct 1,48
Write In,U S House,2,REP,Morrow,Precinct 1,0
Overvote,U S House,2,REP,Morrow,Precinct 1,0
Undervote,U S House,2,REP,Morrow,Precinct 1,8
Knute Buehler,Governor,,REP,Morrow,Precinct 1,49
Keenen W Bohach,Governor,,REP,Morrow,Precinct 1,1
Greg C Wooldridge,Governor,,REP,Morrow,Precinct 1,54
Jonathan I Edwards III,Governor,,REP,Morrow,Precinct 1,0
David W Stauffer,Governor,,REP,Morrow,Precinct 1,1
Jeff Smith,Governor,,REP,Morrow,Precinct 1,12
Jack W Tacy ,Governor,,REP,Morrow,Precinct 1,2
Brett Hyland,Governor,,REP,Morrow,Precinct 1,0
Bruce Cuff,Governor,,REP,Morrow,Precinct 1,5
Sam Carpenter,Governor,,REP,Morrow,Precinct 1,78
Write In,Governor,,REP,Morrow,Precinct 1,0
Overvote,Governor,,REP,Morrow,Precinct 1,0
Undervote,Governor,,REP,Morrow,Precinct 1,8
Greg Smith,State House,57,REP,Morrow,Precinct 1,171
Write In,State House,57,REP,Morrow,Precinct 1,6
Overvote,State House,57,REP,Morrow,Precinct 1,0
Undervote,State House,57,REP,Morrow,Precinct 1,33
Lou Ogden,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 1,136
Val Hoyle,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 1,130
Jack Howard,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 1,78
Write In,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 1,2
Overvote,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 1,0
Undervote,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 1,102
Eric Burnette,U S House,2,DEM,Morrow,Precinct 2,13
Michael Byrne,U S House,2,DEM,Morrow,Precinct 2,6
Tim S White,U S House,2,DEM,Morrow,Precinct 2,9
Raz Mason,U S House,2,DEM,Morrow,Precinct 2,12
Jamie McLeod Skinner,U S House,2,DEM,Morrow,Precinct 2,29
James (Jim) Crary,U S House,2,DEM,Morrow,Precinct 2,15
Jen (Jenni) Neahring,U S House,2,DEM,Morrow,Precinct 2,32
Write In,U S House,2,DEM,Morrow,Precinct 2,8
Overvote,U S House,2,DEM,Morrow,Precinct 2,0
Undervote,U S House,2,DEM,Morrow,Precinct 2,12
Ed Jones,Governor,,DEM,Morrow,Precinct 2,33
Kate Brown,Governor,,DEM,Morrow,Precinct 2,72
Candace Neville,Governor,,DEM,Morrow,Precinct 2,19
Write-Ins,Governor,,DEM,Morrow,Precinct 2,8
Overvote,Governor,,DEM,Morrow,Precinct 2,0
Undervote,Governor,,DEM,Morrow,Precinct 2,4
Write In,State House,57,DEM,Morrow,Precinct 2,18
Overvote,State House,57,DEM,Morrow,Precinct 2,0
Undervote,State House,57,DEM,Morrow,Precinct 2,118
Mark R Roberts,U S House,2,IND,Morrow,Precinct 2,12
Write In,U S House,2,IND,Morrow,Precinct 2,10
Overvote,U S House,2,IND,Morrow,Precinct 2,0
Undervote,U S House,2,IND,Morrow,Precinct 2,18
Dan (Mr. P) Pistoresi ,Governor,,IND,Morrow,Precinct 2,3
Skye J Allen,Governor,,IND,Morrow,Precinct 2,6
Patrick Starnes,Governor,,IND,Morrow,Precinct 2,5
Write In,Governor,,IND,Morrow,Precinct 2,20
Overvote,Governor,,IND,Morrow,Precinct 2,0
Undervote,Governor,,IND,Morrow,Precinct 2,6
Write In,State House,57,IND,Morrow,Precinct 2,14
Overvote,State House,57,IND,Morrow,Precinct 2,0
Undervote,State House,57,IND,Morrow,Precinct 2,26
Randy Pollock,U S House,2,REP,Morrow,Precinct 2,25
Greg Walden,U S House,2,REP,Morrow,Precinct 2,234
Paul J Romero Jr,U S House,2,REP,Morrow,Precinct 2,48
Write In,U S House,2,REP,Morrow,Precinct 2,0
Overvote,U S House,2,REP,Morrow,Precinct 2,0
Undervote,U S House,2,REP,Morrow,Precinct 2,12
Knute Buehler,Governor,,REP,Morrow,Precinct 2,80
Keenen W Bohach,Governor,,REP,Morrow,Precinct 2,2
Greg C Wooldridge,Governor,,REP,Morrow,Precinct 2,97
Jonathan I Edwards III,Governor,,REP,Morrow,Precinct 2,1
David W Stauffer,Governor,,REP,Morrow,Precinct 2,2
Jeff Smith,Governor,,REP,Morrow,Precinct 2,13
Jack W Tacy ,Governor,,REP,Morrow,Precinct 2,0
Brett Hyland,Governor,,REP,Morrow,Precinct 2,0
Bruce Cuff,Governor,,REP,Morrow,Precinct 2,3
Sam Carpenter,Governor,,REP,Morrow,Precinct 2,109
Write In,Governor,,REP,Morrow,Precinct 2,0
Overvote,Governor,,REP,Morrow,Precinct 2,0
Undervote,Governor,,REP,Morrow,Precinct 2,12
Greg Smith,State House,57,REP,Morrow,Precinct 2,289
Write In,State House,57,REP,Morrow,Precinct 2,1
Overvote,State House,57,REP,Morrow,Precinct 2,0
Undervote,State House,57,REP,Morrow,Precinct 2,29
Lou Ogden,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 2,219
Val Hoyle,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 2,163
Jack Howard,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 2,119
Write In,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 2,0
Overvote,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 2,0
Undervote,Commissioner of the Bureau of Labor and Industry,,,Morrow,Precinct 2,117
Eric Burnette,U S House,2,DEM,Morrow,Precinct 3,0
Michael Byrne,U S House,2,DEM,Morrow,Precinct 3,2
Tim S White,U S House,2,DEM,Morrow,Precinct 3,3
Raz Mason,U S House,2,DEM,Morrow,Precinct 3,3
Jamie McLeod Skinner,U S House,2,DEM,Morrow,Precinct 3,6
James (Jim) Crary,U S House,2,DEM,Morrow,Precinct 3,2
Jen (Jenni) Neahring,U S House,2,DEM,Morrow,Precinct 3,9
Write In,U S House,2,DEM,Morrow,Precinct 3,4
Overvote,U S House,2,DEM,Morrow,Precinct 3,0
Undervote,U S House,2,DEM,Morrow,Precinct 3,6
Ed Jones,Governor,,DEM,Morrow,Precinct 3,12
Kate Brown,Governor,,DEM,Morrow,Precinct 3,11
Candace Neville,Governor,,DEM,Morrow,Precinct 3,4
Write-Ins,Governor,,DEM,Morrow,Precinct 3,5
Overvote,Governor,,DEM,Morrow,Precinct 3,0
Undervote,Governor,,DEM,Morrow,Precinct 3,3
Write In,State House,57,DEM,Morrow,Precinct 3,3
Overvote,State House,57,DEM,Morrow,Precinct 3,0
Undervote,State House,57,DEM,Morrow,Precinct 3,32
Mark R Roberts,U S House,2,IND,Morrow,Precinct 3,4
Write In,U S House,2,IND,Morrow,Precinct 3,3
Overvote,U S House,2,IND,Morrow,Precinct 3,0
Undervote,U S House,2,IND,Morrow,Precinct 3,3
Dan (Mr. P) Pistoresi ,Governor,,IND,Morrow,Precinct 3,0
Skye J Allen,Governor,,IND,Morrow,Precinct 3,1
Patrick Starnes,Governor,,IND,Morrow,Precinct 3,2
Write In,Governor,,IND,Morrow,Precinct 3,2
Overvote,Governor,,IND,Morrow,Precinct 3,0
Undervote,Governor,,IND,Morrow,Precinct 3,5
Write In,State House,57,IND,Morrow,Precinct 3,3
Overvote,State House,57,IND,Morrow,Precinct 3,0
Undervote,State House,57,IND,Morrow,Precinct 3,7
Randy Pollock,U S House,2,REP,Morrow,Precinct 3,11
Greg Walden,U S House,2,REP,Morrow,Precinct 3,104
Paul J Romero Jr,U S House,2,REP,Morrow,Precinct 3,13
Write In,U S House,2,REP,Morrow,Precinct 3,0
Overvote,U S House,2,REP,Morrow,Precinct 3,0
Undervote,U S House,2,REP,Morrow,Precinct 3,9
Knute Buehler,Governor,,REP,Morrow,Precinct 3,40
Keenen W Bohach,Governor,,REP,Morrow,Precinct 3,0
Greg C Wooldridge,Governor,,REP,Morrow,Precinct 3,24
