county,candidate,precinct,office,district,party,votes
Lake,Over Votes,VALLEY FALLS PREC.  P-18,State House,55,DEM,0
Lake,Over Votes,TOTAL,State House,55,DEM,0
Lake,Under Votes,SILVER LAKE P-1,State House,55,DEM,5
Lake,Under Votes,SUMMER LAKE P-2,State House,55,DEM,8
Lake,Under Votes,PAISLEY P-3,State House,55,DEM,8
Lake,Under Votes,CROOKED CREEK P-4,State House,55,DEM,2
Lake,Under Votes,CHRISTMAS VALLEY P-13,State House,55,DEM,28
Lake,Under Votes,FORT ROCK P-14,State House,55,DEM,9
Lake,Under Votes,VALLEY FALLS PREC.  P-18,State House,55,DEM,0
Lake,Under Votes,TOTAL,State House,55,DEM,60
Lake,Taylor Tupper,CROOKED CREEK P-4,State House,56,DEM,1
Lake,Taylor Tupper,NORTH LAKEVIEW P-7,State House,56,DEM,13
Lake,Taylor Tupper,SOUTH LAKEVIEW P-8,State House,56,DEM,16
Lake,Taylor Tupper,FREMONT P-9,State House,56,DEM,18
Lake,Taylor Tupper,GOOSE LAKE P-10,State House,56,DEM,5
Lake,Taylor Tupper,COGSWELL CREEK P-11,State House,56,DEM,21
Lake,Taylor Tupper,THOM.CRK. WESTSIDE P-12,State House,56,DEM,31
Lake,Taylor Tupper,WEST LAKEVIEW P-15,State House,56,DEM,10
Lake,Taylor Tupper,NO. CENTRAL LKVW.  P-20,State House,56,DEM,14
Lake,Taylor Tupper,SO. CENTRAL LKVW.   P-21,State House,56,DEM,21
Lake,Taylor Tupper,TOTAL,State House,56,DEM,150
Lake,Write-In,CROOKED CREEK P-4,State House,56,DEM,0
Lake,Write-In,NORTH LAKEVIEW P-7,State House,56,DEM,1
Lake,Write-In,SOUTH LAKEVIEW P-8,State House,56,DEM,0
Lake,Write-In,FREMONT P-9,State House,56,DEM,1
Lake,Write-In,GOOSE LAKE P-10,State House,56,DEM,0
Lake,Write-In,COGSWELL CREEK P-11,State House,56,DEM,0
Lake,Write-In,THOM.CRK. WESTSIDE P-12,State House,56,DEM,1
Lake,Write-In,WEST LAKEVIEW P-15,State House,56,DEM,3
Lake,Write-In,NO. CENTRAL LKVW.  P-20,State House,56,DEM,0
Lake,Write-In,SO. CENTRAL LKVW.   P-21,State House,56,DEM,0
Lake,Write-In,TOTAL,State House,56,DEM,6
Lake,Over Votes,CROOKED CREEK P-4,State House,56,DEM,0
Lake,Over Votes,NORTH LAKEVIEW P-7,State House,56,DEM,0
Lake,Over Votes,SOUTH LAKEVIEW P-8,State House,56,DEM,0
Lake,Over Votes,FREMONT P-9,State House,56,DEM,0
Lake,Over Votes,GOOSE LAKE P-10,State House,56,DEM,0
Lake,Over Votes,COGSWELL CREEK P-11,State House,56,DEM,0
Lake,Over Votes,THOM.CRK. WESTSIDE P-12,State House,56,DEM,0
Lake,Over Votes,WEST LAKEVIEW P-15,State House,56,DEM,0
Lake,Over Votes,NO. CENTRAL LKVW.  P-20,State House,56,DEM,0
Lake,Over Votes,SO. CENTRAL LKVW.   P-21,State House,56,DEM,0
Lake,Over Votes,TOTAL,State House,56,DEM,0
Lake,Under Votes,CROOKED CREEK P-4,State House,56,DEM,6
Lake,Under Votes,NORTH LAKEVIEW P-7,State House,56,DEM,5
Lake,Under Votes,SOUTH LAKEVIEW P-8,State House,56,DEM,13
Lake,Under Votes,FREMONT P-9,State House,56,DEM,10
Lake,Under Votes,GOOSE LAKE P-10,State House,56,DEM,5
Lake,Under Votes,COGSWELL CREEK P-11,State House,56,DEM,8
Lake,Under Votes,THOM.CRK. WESTSIDE P-12,State House,56,DEM,16
Lake,Under Votes,WEST LAKEVIEW P-15,State House,56,DEM,3
Lake,Under Votes,NO. CENTRAL LKVW.  P-20,State House,56,DEM,8
Lake,Under Votes,SO. CENTRAL LKVW.   P-21,State House,56,DEM,10
Lake,Under Votes,TOTAL,State House,56,DEM,84
Lake,Lynn Findley-Write In,CROOKED CREEK P-4,State House,60,DEM,1
Lake,Lynn Findley-Write In,NORTH WARNER P-5,State House,60,DEM,1
Lake,Lynn Findley-Write In,SOUTH WARNER P-6,State House,60,DEM,0
Lake,Lynn Findley-Write In,COGSWELL CREEK P-11,State House,60,DEM,0
Lake,Lynn Findley-Write In,NEW PINE CREEK P-16,State House,60,DEM,0
Lake,Lynn Findley-Write In,VALLEY FALLS PREC.  P-18,State House,60,DEM,0
Lake,Lynn Findley-Write In,TOTAL,State House,60,DEM,2
Lake,Write-In,CROOKED CREEK P-4,State House,60,DEM,0
Lake,Write-In,NORTH WARNER P-5,State House,60,DEM,0
Lake,Write-In,SOUTH WARNER P-6,State House,60,DEM,0
Lake,Write-In,COGSWELL CREEK P-11,State House,60,DEM,0
Lake,Write-In,NEW PINE CREEK P-16,State House,60,DEM,0
Lake,Write-In,VALLEY FALLS PREC.  P-18,State House,60,DEM,0
Lake,Write-In,TOTAL,State House,60,DEM,0
Lake,Over Votes,CROOKED CREEK P-4,State House,60,DEM,0
Lake,Over Votes,NORTH WARNER P-5,State House,60,DEM,0
Lake,Over Votes,SOUTH WARNER P-6,State House,60,DEM,0
Lake,Over Votes,COGSWELL CREEK P-11,State House,60,DEM,0
Lake,Over Votes,NEW PINE CREEK P-16,State House,60,DEM,0
Lake,Over Votes,VALLEY FALLS PREC.  P-18,State House,60,DEM,0
Lake,Over Votes,TOTAL,State House,60,DEM,0
Lake,Under Votes,CROOKED CREEK P-4,State House,60,DEM,9
Lake,Under Votes,NORTH WARNER P-5,State House,60,DEM,0
Lake,Under Votes,SOUTH WARNER P-6,State House,60,DEM,0
Lake,Under Votes,COGSWELL CREEK P-11,State House,60,DEM,6
Lake,Under Votes,NEW PINE CREEK P-16,State House,60,DEM,11
Lake,Under Votes,VALLEY FALLS PREC.  P-18,State House,60,DEM,2
Lake,Under Votes,TOTAL,State House,60,DEM,28
Lake,Randy Pollock,SILVER LAKE P-1,U.S. House,2,REP,6
Lake,Randy Pollock,SUMMER LAKE P-2,U.S. House,2,REP,1
Lake,Randy Pollock,PAISLEY P-3,U.S. House,2,REP,6
Lake,Randy Pollock,CROOKED CREEK P-4,U.S. House,2,REP,8
Lake,Randy Pollock,NORTH WARNER P-5,U.S. House,2,REP,1
Lake,Randy Pollock,SOUTH WARNER P-6,U.S. House,2,REP,0
Lake,Randy Pollock,NORTH LAKEVIEW P-7,U.S. House,2,REP,3
Lake,Randy Pollock,SOUTH LAKEVIEW P-8,U.S. House,2,REP,6
Lake,Randy Pollock,FREMONT P-9,U.S. House,2,REP,5
Lake,Randy Pollock,GOOSE LAKE P-10,U.S. House,2,REP,9
Lake,Randy Pollock,COGSWELL CREEK P-11,U.S. House,2,REP,7
Lake,Randy Pollock,THOM.CRK. WESTSIDE P-12,U.S. House,2,REP,7
Lake,Randy Pollock,CHRISTMAS VALLEY P-13,U.S. House,2,REP,22
Lake,Randy Pollock,FORT ROCK P-14,U.S. House,2,REP,7
Lake,Randy Pollock,WEST LAKEVIEW P-15,U.S. House,2,REP,4
Lake,Randy Pollock,NEW PINE CREEK P-16,U.S. House,2,REP,7
Lake,Randy Pollock,VALLEY FALLS PREC.  P-18,U.S. House,2,REP,3
Lake,Randy Pollock,NO. CENTRAL LKVW.  P-20,U.S. House,2,REP,4
Lake,Randy Pollock,SO. CENTRAL LKVW.   P-21,U.S. House,2,REP,5
Lake,Randy Pollock,TOTAL,U.S. House,2,REP,111
Lake,Greg Walden,SILVER LAKE P-1,U.S. House,2,REP,30
Lake,Greg Walden,SUMMER LAKE P-2,U.S. House,2,REP,22
Lake,Greg Walden,PAISLEY P-3,U.S. House,2,REP,79
Lake,Greg Walden,CROOKED CREEK P-4,U.S. House,2,REP,93
Lake,Greg Walden,NORTH WARNER P-5,U.S. House,2,REP,19
Lake,Greg Walden,SOUTH WARNER P-6,U.S. House,2,REP,26
Lake,Greg Walden,NORTH LAKEVIEW P-7,U.S. House,2,REP,52
Lake,Greg Walden,SOUTH LAKEVIEW P-8,U.S. House,2,REP,67
Lake,Greg Walden,FREMONT P-9,U.S. House,2,REP,96
Lake,Greg Walden,GOOSE LAKE P-10,U.S. House,2,REP,59
Lake,Greg Walden,COGSWELL CREEK P-11,U.S. House,2,REP,78
Lake,Greg Walden,THOM.CRK. WESTSIDE P-12,U.S. House,2,REP,158
Lake,Greg Walden,CHRISTMAS VALLEY P-13,U.S. House,2,REP,160
Lake,Greg Walden,FORT ROCK P-14,U.S. House,2,REP,33
Lake,Greg Walden,WEST LAKEVIEW P-15,U.S. House,2,REP,41
Lake,Greg Walden,NEW PINE CREEK P-16,U.S. House,2,REP,16
Lake,Greg Walden,VALLEY FALLS PREC.  P-18,U.S. House,2,REP,13
Lake,Greg Walden,NO. CENTRAL LKVW.  P-20,U.S. House,2,REP,50
Lake,Greg Walden,SO. CENTRAL LKVW.   P-21,U.S. House,2,REP,65
Lake,Greg Walden,TOTAL,U.S. House,2,REP,1157
Lake,Paul Romero,SILVER LAKE P-1,U.S. House,2,REP,11
Lake,Paul Romero,SUMMER LAKE P-2,U.S. House,2,REP,10
Lake,Paul Romero,PAISLEY P-3,U.S. House,2,REP,15
Lake,Paul Romero,CROOKED CREEK P-4,U.S. House,2,REP,13
Lake,Paul Romero,NORTH WARNER P-5,U.S. House,2,REP,5
Lake,Paul Romero,SOUTH WARNER P-6,U.S. House,2,REP,5
Lake,Paul Romero,NORTH LAKEVIEW P-7,U.S. House,2,REP,30
Lake,Paul Romero,SOUTH LAKEVIEW P-8,U.S. House,2,REP,13
Lake,Paul Romero,FREMONT P-9,U.S. House,2,REP,19
Lake,Paul Romero,GOOSE LAKE P-10,U.S. House,2,REP,24
Lake,Paul Romero,COGSWELL CREEK P-11,U.S. House,2,REP,14
Lake,Paul Romero,THOM.CRK. WESTSIDE P-12,U.S. House,2,REP,33
Lake,Paul Romero,CHRISTMAS VALLEY P-13,U.S. House,2,REP,60
Lake,Paul Romero,FORT ROCK P-14,U.S. House,2,REP,12
Lake,Paul Romero,WEST LAKEVIEW P-15,U.S. House,2,REP,10
Lake,Paul Romero,NEW PINE CREEK P-16,U.S. House,2,REP,2
Lake,Paul Romero,VALLEY FALLS PREC.  P-18,U.S. House,2,REP,2
Lake,Paul Romero,NO. CENTRAL LKVW.  P-20,U.S. House,2,REP,9
Lake,Paul Romero,SO. CENTRAL LKVW.   P-21,U.S. House,2,REP,16
Lake,Paul Romero,TOTAL,U.S. House,2,REP,303
Lake,Write-In,SILVER LAKE P-1,U.S. House,2,REP,0
Lake,Write-In,SUMMER LAKE P-2,U.S. House,2,REP,0
Lake,Write-In,PAISLEY P-3,U.S. House,2,REP,0
Lake,Write-In,CROOKED CREEK P-4,U.S. House,2,REP,0
Lake,Write-In,NORTH WARNER P-5,U.S. House,2,REP,0
Lake,Write-In,SOUTH WARNER P-6,U.S. House,2,REP,0
Lake,Write-In,NORTH LAKEVIEW P-7,U.S. House,2,REP,1
Lake,Write-In,SOUTH LAKEVIEW P-8,U.S. House,2,REP,0
Lake,Write-In,FREMONT P-9,U.S. House,2,REP,0
Lake,Write-In,GOOSE LAKE P-10,U.S. House,2,REP,0
Lake,Write-In,COGSWELL CREEK P-11,U.S. House,2,REP,0
Lake,Write-In,THOM.CRK. WESTSIDE P-12,U.S. House,2,REP,1
Lake,Write-In,CHRISTMAS VALLEY P-13,U.S. House,2,REP,2
Lake,Write-In,FORT ROCK P-14,U.S. House,2,REP,0
Lake,Write-In,WEST LAKEVIEW P-15,U.S. House,2,REP,0
Lake,Write-In,NEW PINE CREEK P-16,U.S. House,2,REP,0
Lake,Write-In,VALLEY FALLS PREC.  P-18,U.S. House,2,REP,0
Lake,Write-In,NO. CENTRAL LKVW.  P-20,U.S. House,2,REP,0
Lake,Write-In,SO. CENTRAL LKVW.   P-21,U.S. House,2,REP,1
Lake,Write-In,TOTAL,U.S. House,2,REP,5
Lake,Over Votes,SILVER LAKE P-1,U.S. House,2,REP,0
Lake,Over Votes,SUMMER LAKE P-2,U.S. House,2,REP,0
Lake,Over Votes,PAISLEY P-3,U.S. House,2,REP,0
Lake,Over Votes,CROOKED CREEK P-4,U.S. House,2,REP,0
Lake,Over Votes,NORTH WARNER P-5,U.S. House,2,REP,0
Lake,Over Votes,SOUTH WARNER P-6,U.S. House,2,REP,0
Lake,Over Votes,NORTH LAKEVIEW P-7,U.S. House,2,REP,0
Lake,Over Votes,SOUTH LAKEVIEW P-8,U.S. House,2,REP,0
Lake,Over Votes,FREMONT P-9,U.S. House,2,REP,1
Lake,Over Votes,GOOSE LAKE P-10,U.S. House,2,REP,0
Lake,Over Votes,COGSWELL CREEK P-11,U.S. House,2,REP,0
Lake,Over Votes,THOM.CRK. WESTSIDE P-12,U.S. House,2,REP,1
Lake,Over Votes,CHRISTMAS VALLEY P-13,U.S. House,2,REP,0
Lake,Over Votes,FORT ROCK P-14,U.S. House,2,REP,0
Lake,Over Votes,WEST LAKEVIEW P-15,U.S. House,2,REP,0
Lake,Over Votes,NEW PINE CREEK P-16,U.S. House,2,REP,0
Lake,Over Votes,VALLEY FALLS PREC.  P-18,U.S. House,2,REP,0
Lake,Over Votes,NO. CENTRAL LKVW.  P-20,U.S. House,2,REP,0
Lake,Over Votes,SO. CENTRAL LKVW.   P-21,U.S. House,2,REP,0
Lake,Over Votes,TOTAL,U.S. House,2,REP,2
Lake,Under Votes,SILVER LAKE P-1,U.S. House,2,REP,1
Lake,Under Votes,SUMMER LAKE P-2,U.S. House,2,REP,2
Lake,Under Votes,PAISLEY P-3,U.S. House,2,REP,5
Lake,Under Votes,CROOKED CREEK P-4,U.S. House,2,REP,6
Lake,Under Votes,NORTH WARNER P-5,U.S. House,2,REP,3
Lake,Under Votes,SOUTH WARNER P-6,U.S. House,2,REP,2
Lake,Under Votes,NORTH LAKEVIEW P-7,U.S. House,2,REP,1
Lake,Under Votes,SOUTH LAKEVIEW P-8,U.S. House,2,REP,6
Lake,Under Votes,FREMONT P-9,U.S. House,2,REP,7
Lake,Under Votes,GOOSE LAKE P-10,U.S. House,2,REP,7
Lake,Under Votes,COGSWELL CREEK P-11,U.S. House,2,REP,0
Lake,Under Votes,THOM.CRK. WESTSIDE P-12,U.S. House,2,REP,11
Lake,Under Votes,CHRISTMAS VALLEY P-13,U.S. House,2,REP,4
Lake,Under Votes,FORT ROCK P-14,U.S. House,2,REP,1
Lake,Under Votes,WEST LAKEVIEW P-15,U.S. House,2,REP,2
Lake,Under Votes,NEW PINE CREEK P-16,U.S. House,2,REP,2
Lake,Under Votes,VALLEY FALLS PREC.  P-18,U.S. House,2,REP,2
Lake,Under Votes,NO. CENTRAL LKVW.  P-20,U.S. House,2,REP,0
Lake,Under Votes,SO. CENTRAL LKVW.   P-21,U.S. House,2,REP,6
Lake,Under Votes,TOTAL,U.S. House,2,REP,68
Lake,Knute Buehler,SILVER LAKE P-1,Governor,,REP,19
Lake,Knute Buehler,SUMMER LAKE P-2,Governor,,REP,15
Lake,Knute Buehler,PAISLEY P-3,Governor,,REP,38
Lake,Knute Buehler,CROOKED CREEK P-4,Governor,,REP,56
Lake,Knute Buehler,NORTH WARNER P-5,Governor,,REP,12
Lake,Knute Buehler,SOUTH WARNER P-6,Governor,,REP,15
Lake,Knute Buehler,NORTH LAKEVIEW P-7,Governor,,REP,19
Lake,Knute Buehler,SOUTH LAKEVIEW P-8,Governor,,REP,45
Lake,Knute Buehler,FREMONT P-9,Governor,,REP,53
Lake,Knute Buehler,GOOSE LAKE P-10,Governor,,REP,27
Lake,Knute Buehler,COGSWELL CREEK P-11,Governor,,REP,40
Lake,Knute Buehler,THOM.CRK. WESTSIDE P-12,Governor,,REP,84
Lake,Knute Buehler,CHRISTMAS VALLEY P-13,Governor,,REP,88
Lake,Knute Buehler,FORT ROCK P-14,Governor,,REP,22
Lake,Knute Buehler,WEST LAKEVIEW P-15,Governor,,REP,24
Lake,Knute Buehler,NEW PINE CREEK P-16,Governor,,REP,8
Lake,Knute Buehler,VALLEY FALLS PREC.  P-18,Governor,,REP,3
Lake,Knute Buehler,NO. CENTRAL LKVW.  P-20,Governor,,REP,17
Lake,Knute Buehler,SO. CENTRAL LKVW.   P-21,Governor,,REP,43
Lake,Knute Buehler,TOTAL,Governor,,REP,628
Lake,Keenan Bohach,SILVER LAKE P-1,Governor,,REP,0
Lake,Keenan Bohach,SUMMER LAKE P-2,Governor,,REP,0
Lake,Keenan Bohach,PAISLEY P-3,Governor,,REP,0
Lake,Keenan Bohach,CROOKED CREEK P-4,Governor,,REP,0
Lake,Keenan Bohach,NORTH WARNER P-5,Governor,,REP,0
Lake,Keenan Bohach,SOUTH WARNER P-6,Governor,,REP,0
Lake,Keenan Bohach,NORTH LAKEVIEW P-7,Governor,,REP,1
Lake,Keenan Bohach,SOUTH LAKEVIEW P-8,Governor,,REP,0
Lake,Keenan Bohach,FREMONT P-9,Governor,,REP,2
Lake,Keenan Bohach,GOOSE LAKE P-10,Governor,,REP,0
Lake,Keenan Bohach,COGSWELL CREEK P-11,Governor,,REP,0
Lake,Keenan Bohach,THOM.CRK. WESTSIDE P-12,Governor,,REP,0
Lake,Keenan Bohach,CHRISTMAS VALLEY P-13,Governor,,REP,2
Lake,Keenan Bohach,FORT ROCK P-14,Governor,,REP,0
Lake,Keenan Bohach,WEST LAKEVIEW P-15,Governor,,REP,0
Lake,Keenan Bohach,NEW PINE CREEK P-16,Governor,,REP,0
Lake,Keenan Bohach,VALLEY FALLS PREC.  P-18,Governor,,REP,0
Lake,Keenan Bohach,NO. CENTRAL LKVW.  P-20,Governor,,REP,0
Lake,Keenan Bohach,SO. CENTRAL LKVW.   P-21,Governor,,REP,1
Lake,Keenan Bohach,TOTAL,Governor,,REP,6
Lake,Greg Wooldridge,SILVER LAKE P-1,Governor,,REP,6
Lake,Greg Wooldridge,SUMMER LAKE P-2,Governor,,REP,5
Lake,Greg Wooldridge,PAISLEY P-3,Governor,,REP,10
Lake,Greg Wooldridge,CROOKED CREEK P-4,Governor,,REP,11
Lake,Greg Wooldridge,NORTH WARNER P-5,Governor,,REP,0
Lake,Greg Wooldridge,SOUTH WARNER P-6,Governor,,REP,2
Lake,Greg Wooldridge,NORTH LAKEVIEW P-7,Governor,,REP,15
Lake,Greg Wooldridge,SOUTH LAKEVIEW P-8,Governor,,REP,8
Lake,Greg Wooldridge,FREMONT P-9,Governor,,REP,17
Lake,Greg Wooldridge,GOOSE LAKE P-10,Governor,,REP,7
Lake,Greg Wooldridge,COGSWELL CREEK P-11,Governor,,REP,9
Lake,Greg Wooldridge,THOM.CRK. WESTSIDE P-12,Governor,,REP,24
Lake,Greg Wooldridge,CHRISTMAS VALLEY P-13,Governor,,REP,33
Lake,Greg Wooldridge,FORT ROCK P-14,Governor,,REP,4
Lake,Greg Wooldridge,WEST LAKEVIEW P-15,Governor,,REP,12
Lake,Greg Wooldridge,NEW PINE CREEK P-16,Governor,,REP,8
Lake,Greg Wooldridge,VALLEY FALLS PREC.  P-18,Governor,,REP,0
Lake,Greg Wooldridge,NO. CENTRAL LKVW.  P-20,Governor,,REP,8
Lake,Greg Wooldridge,SO. CENTRAL LKVW.   P-21,Governor,,REP,8
Lake,Greg Wooldridge,TOTAL,Governor,,REP,187
Lake,Jonathan I Edwards III,SILVER LAKE P-1,Governor,,REP,0
Lake,Jonathan I Edwards III,SUMMER LAKE P-2,Governor,,REP,0
Lake,Jonathan I Edwards III,PAISLEY P-3,Governor,,REP,0
Lake,Jonathan I Edwards III,CROOKED CREEK P-4,Governor,,REP,0
Lake,Jonathan I Edwards III,NORTH WARNER P-5,Governor,,REP,0
Lake,Jonathan I Edwards III,SOUTH WARNER P-6,Governor,,REP,0
Lake,Jonathan I Edwards III,NORTH LAKEVIEW P-7,Governor,,REP,1
Lake,Jonathan I Edwards III,SOUTH LAKEVIEW P-8,Governor,,REP,0
Lake,Jonathan I Edwards III,FREMONT P-9,Governor,,REP,0
Lake,Jonathan I Edwards III,GOOSE LAKE P-10,Governor,,REP,0
Lake,Jonathan I Edwards III,COGSWELL CREEK P-11,Governor,,REP,0
Lake,Jonathan I Edwards III,THOM.CRK. WESTSIDE P-12,Governor,,REP,0
Lake,Jonathan I Edwards III,CHRISTMAS VALLEY P-13,Governor,,REP,0
Lake,Jonathan I Edwards III,FORT ROCK P-14,Governor,,REP,0
Lake,Jonathan I Edwards III,WEST LAKEVIEW P-15,Governor,,REP,0
Lake,Jonathan I Edwards III,NEW PINE CREEK P-16,Governor,,REP,0
Lake,Jonathan I Edwards III,VALLEY FALLS PREC.  P-18,Governor,,REP,0
Lake,Jonathan I Edwards III,NO. CENTRAL LKVW.  P-20,Governor,,REP,0
Lake,Jonathan I Edwards III,SO. CENTRAL LKVW.   P-21,Governor,,REP,0
Lake,Jonathan I Edwards III,TOTAL,Governor,,REP,1
Lake,David W Stauffer,SILVER LAKE P-1,Governor,,REP,0
Lake,David W Stauffer,SUMMER LAKE P-2,Governor,,REP,0
Lake,David W Stauffer,PAISLEY P-3,Governor,,REP,0
Lake,David W Stauffer,CROOKED CREEK P-4,Governor,,REP,1
Lake,David W Stauffer,NORTH WARNER P-5,Governor,,REP,0
Lake,David W Stauffer,SOUTH WARNER P-6,Governor,,REP,0
Lake,David W Stauffer,NORTH LAKEVIEW P-7,Governor,,REP,0
Lake,David W Stauffer,SOUTH LAKEVIEW P-8,Governor,,REP,1
Lake,David W Stauffer,FREMONT P-9,Governor,,REP,1
Lake,David W Stauffer,GOOSE LAKE P-10,Governor,,REP,0
Lake,David W Stauffer,COGSWELL CREEK P-11,Governor,,REP,1
Lake,David W Stauffer,THOM.CRK. WESTSIDE P-12,Governor,,REP,1
Lake,David W Stauffer,CHRISTMAS VALLEY P-13,Governor,,REP,0
Lake,David W Stauffer,FORT ROCK P-14,Governor,,REP,0
Lake,David W Stauffer,WEST LAKEVIEW P-15,Governor,,REP,0
Lake,David W Stauffer,NEW PINE CREEK P-16,Governor,,REP,0
Lake,David W Stauffer,VALLEY FALLS PREC.  P-18,Governor,,REP,0
Lake,David W Stauffer,NO. CENTRAL LKVW.  P-20,Governor,,REP,0
Lake,David W Stauffer,SO. CENTRAL LKVW.   P-21,Governor,,REP,0
Lake,David W Stauffer,TOTAL,Governor,,REP,5
Lake,Jeff Smith,SILVER LAKE P-1,Governor,,REP,1
Lake,Jeff Smith,SUMMER LAKE P-2,Governor,,REP,0
Lake,Jeff Smith,PAISLEY P-3,Governor,,REP,2
Lake,Jeff Smith,CROOKED CREEK P-4,Governor,,REP,1
Lake,Jeff Smith,NORTH WARNER P-5,Governor,,REP,0
Lake,Jeff Smith,SOUTH WARNER P-6,Governor,,REP,0
Lake,Jeff Smith,NORTH LAKEVIEW P-7,Governor,,REP,3
Lake,Jeff Smith,SOUTH LAKEVIEW P-8,Governor,,REP,1
Lake,Jeff Smith,FREMONT P-9,Governor,,REP,3
Lake,Jeff Smith,GOOSE LAKE P-10,Governor,,REP,0
Lake,Jeff Smith,COGSWELL CREEK P-11,Governor,,REP,2
Lake,Jeff Smith,THOM.CRK. WESTSIDE P-12,Governor,,REP,0
Lake,Jeff Smith,CHRISTMAS VALLEY P-13,Governor,,REP,2
Lake,Jeff Smith,FORT ROCK P-14,Governor,,REP,0
Lake,Jeff Smith,WEST LAKEVIEW P-15,Governor,,REP,1
Lake,Jeff Smith,NEW PINE CREEK P-16,Governor,,REP,0
Lake,Jeff Smith,VALLEY FALLS PREC.  P-18,Governor,,REP,0
Lake,Jeff Smith,NO. CENTRAL LKVW.  P-20,Governor,,REP,1
Lake,Jeff Smith,SO. CENTRAL LKVW.   P-21,Governor,,REP,1
Lake,Jeff Smith,TOTAL,Governor,,REP,18
Lake,Jack W Tacy,SILVER LAKE P-1,Governor,,REP,0
Lake,Jack W Tacy,SUMMER LAKE P-2,Governor,,REP,0
Lake,Jack W Tacy,PAISLEY P-3,Governor,,REP,1
Lake,Jack W Tacy,CROOKED CREEK P-4,Governor,,REP,0
Lake,Jack W Tacy,NORTH WARNER P-5,Governor,,REP,0
Lake,Jack W Tacy,SOUTH WARNER P-6,Governor,,REP,0
Lake,Jack W Tacy,NORTH LAKEVIEW P-7,Governor,,REP,0
Lake,Jack W Tacy,SOUTH LAKEVIEW P-8,Governor,,REP,0
Lake,Jack W Tacy,FREMONT P-9,Governor,,REP,0
Lake,Jack W Tacy,GOOSE LAKE P-10,Governor,,REP,0
Lake,Jack W Tacy,COGSWELL CREEK P-11,Governor,,REP,0
Lake,Jack W Tacy,THOM.CRK. WESTSIDE P-12,Governor,,REP,1
Lake,Jack W Tacy,CHRISTMAS VALLEY P-13,Governor,,REP,0
Lake,Jack W Tacy,FORT ROCK P-14,Governor,,REP,2
Lake,Jack W Tacy,WEST LAKEVIEW P-15,Governor,,REP,0
Lake,Jack W Tacy,NEW PINE CREEK P-16,Governor,,REP,0
Lake,Jack W Tacy,VALLEY FALLS PREC.  P-18,Governor,,REP,0
Lake,Jack W Tacy,NO. CENTRAL LKVW.  P-20,Governor,,REP,0
Lake,Jack W Tacy,SO. CENTRAL LKVW.   P-21,Governor,,REP,1
Lake,Jack W Tacy,TOTAL,Governor,,REP,5
Lake,Brett Hyland,SILVER LAKE P-1,Governor,,REP,0
Lake,Brett Hyland,SUMMER LAKE P-2,Governor,,REP,1
Lake,Brett Hyland,PAISLEY P-3,Governor,,REP,0
Lake,Brett Hyland,CROOKED CREEK P-4,Governor,,REP,0
Lake,Brett Hyland,NORTH WARNER P-5,Governor,,REP,0
Lake,Brett Hyland,SOUTH WARNER P-6,Governor,,REP,0
Lake,Brett Hyland,NORTH LAKEVIEW P-7,Governor,,REP,1
Lake,Brett Hyland,SOUTH LAKEVIEW P-8,Governor,,REP,0
Lake,Brett Hyland,FREMONT P-9,Governor,,REP,0
Lake,Brett Hyland,GOOSE LAKE P-10,Governor,,REP,0
Lake,Brett Hyland,COGSWELL CREEK P-11,Governor,,REP,0
Lake,Brett Hyland,THOM.CRK. WESTSIDE P-12,Governor,,REP,2
Lake,Brett Hyland,CHRISTMAS VALLEY P-13,Governor,,REP,1
Lake,Brett Hyland,FORT ROCK P-14,Governor,,REP,0
Lake,Brett Hyland,WEST LAKEVIEW P-15,Governor,,REP,0
Lake,Brett Hyland,NEW PINE CREEK P-16,Governor,,REP,0
Lake,Brett Hyland,VALLEY FALLS PREC.  P-18,Governor,,REP,0
Lake,Brett Hyland,NO. CENTRAL LKVW.  P-20,Governor,,REP,0
Lake,Brett Hyland,SO. CENTRAL LKVW.   P-21,Governor,,REP,0
Lake,Brett Hyland,TOTAL,Governor,,REP,5
Lake,Bruce Cuff,SILVER LAKE P-1,Governor,,REP,0
Lake,Bruce Cuff,SUMMER LAKE P-2,Governor,,REP,0
Lake,Bruce Cuff,PAISLEY P-3,Governor,,REP,2
Lake,Bruce Cuff,CROOKED CREEK P-4,Governor,,REP,3
Lake,Bruce Cuff,NORTH WARNER P-5,Governor,,REP,0
Lake,Bruce Cuff,SOUTH WARNER P-6,Governor,,REP,0
Lake,Bruce Cuff,NORTH LAKEVIEW P-7,Governor,,REP,2
Lake,Bruce Cuff,SOUTH LAKEVIEW P-8,Governor,,REP,0
Lake,Bruce Cuff,FREMONT P-9,Governor,,REP,0
Lake,Bruce Cuff,GOOSE LAKE P-10,Governor,,REP,0
Lake,Bruce Cuff,COGSWELL CREEK P-11,Governor,,REP,2
Lake,Bruce Cuff,THOM.CRK. WESTSIDE P-12,Governor,,REP,8
Lake,Bruce Cuff,CHRISTMAS VALLEY P-13,Governor,,REP,6
Lake,Bruce Cuff,FORT ROCK P-14,Governor,,REP,2
Lake,Bruce Cuff,WEST LAKEVIEW P-15,Governor,,REP,0
Lake,Bruce Cuff,NEW PINE CREEK P-16,Governor,,REP,1
Lake,Bruce Cuff,VALLEY FALLS PREC.  P-18,Governor,,REP,2
