county,office,district,party,candidate,precinct,votes
Marion,U.S. House,5,DEM,Peter Wright,580,21
Marion,U.S. House,5,DEM,Peter Wright,581,50
Marion,U.S. House,5,DEM,Peter Wright,582,12
Marion,U.S. House,5,DEM,Peter Wright,583,16
Marion,U.S. House,5,DEM,Peter Wright,584,0
Marion,U.S. House,5,DEM,Peter Wright,586,12
Marion,U.S. House,5,DEM,Peter Wright,587,1
Marion,U.S. House,5,DEM,Peter Wright,588,2
Marion,U.S. House,5,DEM,Peter Wright,589,0
Marion,U.S. House,5,DEM,Peter Wright,590,13
Marion,U.S. House,5,DEM,Peter Wright,615,6
Marion,U.S. House,5,DEM,Peter Wright,625,46
Marion,U.S. House,5,DEM,Peter Wright,635,74
Marion,U.S. House,5,DEM,Peter Wright,645,38
Marion,U.S. House,5,DEM,Peter Wright,655,77
Marion,U.S. House,5,DEM,Peter Wright,674,24
Marion,U.S. House,5,DEM,Peter Wright,676,6
Marion,U.S. House,5,DEM,Peter Wright,677,4
Marion,U.S. House,5,DEM,Peter Wright,678,38
Marion,U.S. House,5,DEM,Peter Wright,679,18
Marion,U.S. House,5,DEM,Peter Wright,680,4
Marion,U.S. House,5,DEM,Peter Wright,681,30
Marion,U.S. House,5,DEM,Peter Wright,682,48
Marion,U.S. House,5,DEM,Peter Wright,683,5
Marion,U.S. House,5,DEM,Peter Wright,684,6
Marion,U.S. House,5,DEM,Peter Wright,686,3
Marion,U.S. House,5,DEM,Peter Wright,687,2
Marion,U.S. House,5,DEM,Peter Wright,688,3
Marion,U.S. House,5,DEM,Peter Wright,689,0
Marion,U.S. House,5,DEM,Peter Wright,690,39
Marion,U.S. House,5,DEM,Peter Wright,691,96
Marion,U.S. House,5,DEM,Peter Wright,692,0
Marion,U.S. House,5,DEM,Peter Wright,694,14
Marion,U.S. House,5,DEM,Peter Wright,696,60
Marion,U.S. House,5,DEM,Peter Wright,697,38
Marion,U.S. House,5,DEM,Peter Wright,698,24
Marion,U.S. House,5,DEM,Peter Wright,705,16
Marion,U.S. House,5,DEM,Peter Wright,715,20
Marion,U.S. House,5,DEM,Peter Wright,725,19
Marion,U.S. House,5,DEM,Peter Wright,779,14
Marion,U.S. House,5,DEM,Peter Wright,780,11
Marion,U.S. House,5,DEM,Peter Wright,781,14
Marion,U.S. House,5,DEM,Peter Wright,782,2
Marion,U.S. House,5,DEM,Peter Wright,783,9
Marion,U.S. House,5,DEM,Peter Wright,784,2
Marion,U.S. House,5,DEM,Peter Wright,786,4
Marion,U.S. House,5,DEM,Peter Wright,787,53
Marion,U.S. House,5,DEM,Peter Wright,788,40
Marion,U.S. House,5,DEM,Peter Wright,789,37
Marion,U.S. House,5,DEM,Peter Wright,790,5
Marion,U.S. House,5,DEM,Peter Wright,815,31
Marion,U.S. House,5,DEM,Peter Wright,825,9
Marion,U.S. House,5,DEM,Peter Wright,835,22
Marion,U.S. House,5,DEM,Peter Wright,845,44
Marion,U.S. House,5,DEM,Peter Wright,855,29
Marion,U.S. House,5,DEM,Peter Wright,865,25
Marion,U.S. House,5,DEM,Peter Wright,905,3
Marion,U.S. House,5,DEM,Peter Wright,915,1
Marion,U.S. House,5,DEM,Peter Wright,925,3
Marion,U.S. House,5,DEM,Peter Wright,935,0
Marion,U.S. House,5,DEM,Peter Wright,981,13
Marion,U.S. House,5,DEM,Peter Wright,982,0
Marion,U.S. House,5,DEM,Kurt Schrader,310,378
Marion,U.S. House,5,DEM,Kurt Schrader,311,440
Marion,U.S. House,5,DEM,Kurt Schrader,312,435
Marion,U.S. House,5,DEM,Kurt Schrader,320,142
Marion,U.S. House,5,DEM,Kurt Schrader,321,161
Marion,U.S. House,5,DEM,Kurt Schrader,322,25
Marion,U.S. House,5,DEM,Kurt Schrader,323,601
Marion,U.S. House,5,DEM,Kurt Schrader,324,7
Marion,U.S. House,5,DEM,Kurt Schrader,325,241
Marion,U.S. House,5,DEM,Kurt Schrader,326,8
Marion,U.S. House,5,DEM,Kurt Schrader,330,359
Marion,U.S. House,5,DEM,Kurt Schrader,331,112
Marion,U.S. House,5,DEM,Kurt Schrader,332,76
Marion,U.S. House,5,DEM,Kurt Schrader,333,139
Marion,U.S. House,5,DEM,Kurt Schrader,334,20
Marion,U.S. House,5,DEM,Kurt Schrader,335,0
Marion,U.S. House,5,DEM,Kurt Schrader,336,0
Marion,U.S. House,5,DEM,Kurt Schrader,337,661
Marion,U.S. House,5,DEM,Kurt Schrader,340,307
Marion,U.S. House,5,DEM,Kurt Schrader,341,403
Marion,U.S. House,5,DEM,Kurt Schrader,342,0
Marion,U.S. House,5,DEM,Kurt Schrader,343,533
Marion,U.S. House,5,DEM,Kurt Schrader,344,630
Marion,U.S. House,5,DEM,Kurt Schrader,350,197
Marion,U.S. House,5,DEM,Kurt Schrader,351,41
Marion,U.S. House,5,DEM,Kurt Schrader,352,32
Marion,U.S. House,5,DEM,Kurt Schrader,353,149
Marion,U.S. House,5,DEM,Kurt Schrader,354,10
Marion,U.S. House,5,DEM,Kurt Schrader,355,6
Marion,U.S. House,5,DEM,Kurt Schrader,356,6
Marion,U.S. House,5,DEM,Kurt Schrader,357,163
Marion,U.S. House,5,DEM,Kurt Schrader,361,29
Marion,U.S. House,5,DEM,Kurt Schrader,362,149
Marion,U.S. House,5,DEM,Kurt Schrader,363,331
Marion,U.S. House,5,DEM,Kurt Schrader,364,202
Marion,U.S. House,5,DEM,Kurt Schrader,365,0
Marion,U.S. House,5,DEM,Kurt Schrader,370,513
Marion,U.S. House,5,DEM,Kurt Schrader,371,716
Marion,U.S. House,5,DEM,Kurt Schrader,372,199
Marion,U.S. House,5,DEM,Kurt Schrader,373,452
Marion,U.S. House,5,DEM,Kurt Schrader,374,211
Marion,U.S. House,5,DEM,Kurt Schrader,375,307
Marion,U.S. House,5,DEM,Kurt Schrader,376,0
Marion,U.S. House,5,DEM,Kurt Schrader,400,0
Marion,U.S. House,5,DEM,Kurt Schrader,401,357
Marion,U.S. House,5,DEM,Kurt Schrader,402,305
Marion,U.S. House,5,DEM,Kurt Schrader,403,401
Marion,U.S. House,5,DEM,Kurt Schrader,404,297
Marion,U.S. House,5,DEM,Kurt Schrader,405,212
Marion,U.S. House,5,DEM,Kurt Schrader,406,380
Marion,U.S. House,5,DEM,Kurt Schrader,407,299
Marion,U.S. House,5,DEM,Kurt Schrader,408,12
Marion,U.S. House,5,DEM,Kurt Schrader,505,25
Marion,U.S. House,5,DEM,Kurt Schrader,515,63
Marion,U.S. House,5,DEM,Kurt Schrader,525,92
Marion,U.S. House,5,DEM,Kurt Schrader,535,101
Marion,U.S. House,5,DEM,Kurt Schrader,545,37
Marion,U.S. House,5,DEM,Kurt Schrader,555,155
Marion,U.S. House,5,DEM,Kurt Schrader,577,45
Marion,U.S. House,5,DEM,Kurt Schrader,578,3
Marion,U.S. House,5,DEM,Kurt Schrader,579,21
Marion,U.S. House,5,DEM,Kurt Schrader,580,85
Marion,U.S. House,5,DEM,Kurt Schrader,581,242
Marion,U.S. House,5,DEM,Kurt Schrader,582,39
Marion,U.S. House,5,DEM,Kurt Schrader,583,73
Marion,U.S. House,5,DEM,Kurt Schrader,584,0
Marion,U.S. House,5,DEM,Kurt Schrader,586,51
Marion,U.S. House,5,DEM,Kurt Schrader,587,13
Marion,U.S. House,5,DEM,Kurt Schrader,588,3
Marion,U.S. House,5,DEM,Kurt Schrader,589,2
Marion,U.S. House,5,DEM,Kurt Schrader,590,41
Marion,U.S. House,5,DEM,Kurt Schrader,615,18
Marion,U.S. House,5,DEM,Kurt Schrader,625,275
Marion,U.S. House,5,DEM,Kurt Schrader,635,487
Marion,U.S. House,5,DEM,Kurt Schrader,645,168
Marion,U.S. House,5,DEM,Kurt Schrader,655,315
Marion,U.S. House,5,DEM,Kurt Schrader,674,74
Marion,U.S. House,5,DEM,Kurt Schrader,676,90
Marion,U.S. House,5,DEM,Kurt Schrader,677,34
Marion,U.S. House,5,DEM,Kurt Schrader,678,208
Marion,U.S. House,5,DEM,Kurt Schrader,679,92
Marion,U.S. House,5,DEM,Kurt Schrader,680,24
Marion,U.S. House,5,DEM,Kurt Schrader,681,145
Marion,U.S. House,5,DEM,Kurt Schrader,682,288
Marion,U.S. House,5,DEM,Kurt Schrader,683,11
Marion,U.S. House,5,DEM,Kurt Schrader,684,73
Marion,U.S. House,5,DEM,Kurt Schrader,686,6
Marion,U.S. House,5,DEM,Kurt Schrader,687,8
Marion,U.S. House,5,DEM,Kurt Schrader,688,28
Marion,U.S. House,5,DEM,Kurt Schrader,689,2
Marion,U.S. House,5,DEM,Kurt Schrader,690,259
Marion,U.S. House,5,DEM,Kurt Schrader,691,385
Marion,U.S. House,5,DEM,Kurt Schrader,692,5
Marion,U.S. House,5,DEM,Kurt Schrader,694,113
Marion,U.S. House,5,DEM,Kurt Schrader,696,236
Marion,U.S. House,5,DEM,Kurt Schrader,697,178
Marion,U.S. House,5,DEM,Kurt Schrader,698,97
Marion,U.S. House,5,DEM,Kurt Schrader,705,87
Marion,U.S. House,5,DEM,Kurt Schrader,715,122
Marion,U.S. House,5,DEM,Kurt Schrader,725,98
Marion,U.S. House,5,DEM,Kurt Schrader,779,104
Marion,U.S. House,5,DEM,Kurt Schrader,780,175
Marion,U.S. House,5,DEM,Kurt Schrader,781,93
Marion,U.S. House,5,DEM,Kurt Schrader,782,38
Marion,U.S. House,5,DEM,Kurt Schrader,783,54
Marion,U.S. House,5,DEM,Kurt Schrader,784,22
Marion,U.S. House,5,DEM,Kurt Schrader,786,26
Marion,U.S. House,5,DEM,Kurt Schrader,787,209
Marion,U.S. House,5,DEM,Kurt Schrader,788,190
Marion,U.S. House,5,DEM,Kurt Schrader,789,159
Marion,U.S. House,5,DEM,Kurt Schrader,790,10
Marion,U.S. House,5,DEM,Kurt Schrader,815,145
Marion,U.S. House,5,DEM,Kurt Schrader,825,89
Marion,U.S. House,5,DEM,Kurt Schrader,835,147
Marion,U.S. House,5,DEM,Kurt Schrader,845,365
Marion,U.S. House,5,DEM,Kurt Schrader,855,209
Marion,U.S. House,5,DEM,Kurt Schrader,865,72
Marion,U.S. House,5,DEM,Kurt Schrader,905,12
Marion,U.S. House,5,DEM,Kurt Schrader,915,20
Marion,U.S. House,5,DEM,Kurt Schrader,925,14
Marion,U.S. House,5,DEM,Kurt Schrader,935,0
Marion,U.S. House,5,DEM,Kurt Schrader,981,36
Marion,U.S. House,5,DEM,Kurt Schrader,982,0
Marion,U.S. House,5,DEM,Under Votes,310,40
Marion,U.S. House,5,DEM,Under Votes,311,49
Marion,U.S. House,5,DEM,Under Votes,312,44
Marion,U.S. House,5,DEM,Under Votes,320,12
Marion,U.S. House,5,DEM,Under Votes,321,22
Marion,U.S. House,5,DEM,Under Votes,322,1
Marion,U.S. House,5,DEM,Under Votes,323,46
Marion,U.S. House,5,DEM,Under Votes,324,1
Marion,U.S. House,5,DEM,Under Votes,325,23
Marion,U.S. House,5,DEM,Under Votes,326,0
Marion,U.S. House,5,DEM,Under Votes,330,43
Marion,U.S. House,5,DEM,Under Votes,331,23
Marion,U.S. House,5,DEM,Under Votes,332,3
Marion,U.S. House,5,DEM,Under Votes,333,7
Marion,U.S. House,5,DEM,Under Votes,334,1
Marion,U.S. House,5,DEM,Under Votes,335,0
Marion,U.S. House,5,DEM,Under Votes,336,0
Marion,U.S. House,5,DEM,Under Votes,337,58
Marion,U.S. House,5,DEM,Under Votes,340,37
Marion,U.S. House,5,DEM,Under Votes,341,33
Marion,U.S. House,5,DEM,Under Votes,342,0
Marion,U.S. House,5,DEM,Under Votes,343,44
Marion,U.S. House,5,DEM,Under Votes,344,52
Marion,U.S. House,5,DEM,Under Votes,350,25
Marion,U.S. House,5,DEM,Under Votes,351,3
Marion,U.S. House,5,DEM,Under Votes,352,4
Marion,U.S. House,5,DEM,Under Votes,353,15
Marion,U.S. House,5,DEM,Under Votes,354,6
Marion,U.S. House,5,DEM,Under Votes,355,0
Marion,U.S. House,5,DEM,Under Votes,356,4
Marion,U.S. House,5,DEM,Under Votes,357,18
Marion,U.S. House,5,DEM,Under Votes,361,7
Marion,U.S. House,5,DEM,Under Votes,362,13
Marion,U.S. House,5,DEM,Under Votes,363,27
Marion,U.S. House,5,DEM,Under Votes,364,17
Marion,U.S. House,5,DEM,Under Votes,365,0
Marion,U.S. House,5,DEM,Under Votes,370,38
Marion,U.S. House,5,DEM,Under Votes,371,82
Marion,U.S. House,5,DEM,Under Votes,372,20
Marion,U.S. House,5,DEM,Under Votes,373,63
Marion,U.S. House,5,DEM,Under Votes,374,34
Marion,U.S. House,5,DEM,Under Votes,375,23
Marion,U.S. House,5,DEM,Under Votes,376,0
Marion,U.S. House,5,DEM,Under Votes,400,0
Marion,U.S. House,5,DEM,Under Votes,401,38
Marion,U.S. House,5,DEM,Under Votes,402,33
Marion,U.S. House,5,DEM,Under Votes,403,41
Marion,U.S. House,5,DEM,Under Votes,404,34
Marion,U.S. House,5,DEM,Under Votes,405,21
Marion,U.S. House,5,DEM,Under Votes,406,57
Marion,U.S. House,5,DEM,Under Votes,407,24
Marion,U.S. House,5,DEM,Under Votes,408,1
Marion,U.S. House,5,DEM,Under Votes,505,1
Marion,U.S. House,5,DEM,Under Votes,515,0
Marion,U.S. House,5,DEM,Under Votes,525,8
Marion,U.S. House,5,DEM,Under Votes,535,7
Marion,U.S. House,5,DEM,Under Votes,545,2
Marion,U.S. House,5,DEM,Under Votes,555,6
Marion,U.S. House,5,DEM,Under Votes,577,1
Marion,U.S. House,5,DEM,Under Votes,578,1
Marion,U.S. House,5,DEM,Under Votes,579,1
Marion,U.S. House,5,DEM,Under Votes,580,3
Marion,U.S. House,5,DEM,Under Votes,581,21
Marion,U.S. House,5,DEM,Under Votes,582,3
Marion,U.S. House,5,DEM,Under Votes,583,3
Marion,U.S. House,5,DEM,Under Votes,584,0
Marion,U.S. House,5,DEM,Under Votes,586,2
Marion,U.S. House,5,DEM,Under Votes,587,1
Marion,U.S. House,5,DEM,Under Votes,588,1
Marion,U.S. House,5,DEM,Under Votes,589,1
Marion,U.S. House,5,DEM,Under Votes,590,4
Marion,U.S. House,5,DEM,Under Votes,615,0
Marion,U.S. House,5,DEM,Under Votes,625,24
Marion,U.S. House,5,DEM,Under Votes,635,23
Marion,U.S. House,5,DEM,Under Votes,645,10
Marion,U.S. House,5,DEM,Under Votes,655,15
Marion,U.S. House,5,DEM,Under Votes,674,6
Marion,U.S. House,5,DEM,Under Votes,676,2
Marion,U.S. House,5,DEM,Under Votes,677,2
Marion,U.S. House,5,DEM,Under Votes,678,11
Marion,U.S. House,5,DEM,Under Votes,679,10
Marion,U.S. House,5,DEM,Under Votes,680,5
Marion,U.S. House,5,DEM,Under Votes,681,8
Marion,U.S. House,5,DEM,Under Votes,682,31
Marion,U.S. House,5,DEM,Under Votes,683,2
Marion,U.S. House,5,DEM,Under Votes,684,3
Marion,U.S. House,5,DEM,Under Votes,686,2
Marion,U.S. House,5,DEM,Under Votes,687,0
Marion,U.S. House,5,DEM,Under Votes,688,3
Marion,U.S. House,5,DEM,Under Votes,689,0
Marion,U.S. House,5,DEM,Under Votes,690,28
Marion,U.S. House,5,DEM,Under Votes,691,34
Marion,U.S. House,5,DEM,Under Votes,692,3
Marion,U.S. House,5,DEM,Under Votes,694,12
Marion,U.S. House,5,DEM,Under Votes,696,14
Marion,U.S. House,5,DEM,Under Votes,697,19
Marion,U.S. House,5,DEM,Under Votes,698,11
Marion,U.S. House,5,DEM,Under Votes,705,10
Marion,U.S. House,5,DEM,Under Votes,715,6
Marion,U.S. House,5,DEM,Under Votes,725,6
Marion,U.S. House,5,DEM,Under Votes,779,28
Marion,U.S. House,5,DEM,Under Votes,780,9
Marion,U.S. House,5,DEM,Under Votes,781,7
Marion,U.S. House,5,DEM,Under Votes,782,1
Marion,U.S. House,5,DEM,Under Votes,783,7
Marion,U.S. House,5,DEM,Under Votes,784,4
Marion,U.S. House,5,DEM,Under Votes,786,0
Marion,U.S. House,5,DEM,Under Votes,787,17
Marion,U.S. House,5,DEM,Under Votes,788,14
Marion,U.S. House,5,DEM,Under Votes,789,10
Marion,U.S. House,5,DEM,Under Votes,790,0
Marion,U.S. House,5,DEM,Under Votes,815,16
Marion,U.S. House,5,DEM,Under Votes,825,13
Marion,U.S. House,5,DEM,Under Votes,835,8
Marion,U.S. House,5,DEM,Under Votes,845,18
Marion,U.S. House,5,DEM,Under Votes,855,14
Marion,U.S. House,5,DEM,Under Votes,865,2
Marion,U.S. House,5,DEM,Under Votes,905,0
Marion,U.S. House,5,DEM,Under Votes,915,1
Marion,U.S. House,5,DEM,Under Votes,925,0
Marion,U.S. House,5,DEM,Under Votes,935,0
Marion,U.S. House,5,DEM,Under Votes,981,2
Marion,U.S. House,5,DEM,Under Votes,982,0
Marion,U.S. House,5,DEM,Over Votes,310,0
Marion,U.S. House,5,DEM,Over Votes,311,0
Marion,U.S. House,5,DEM,Over Votes,312,0
Marion,U.S. House,5,DEM,Over Votes,320,0
Marion,U.S. House,5,DEM,Over Votes,321,0
Marion,U.S. House,5,DEM,Over Votes,322,0
Marion,U.S. House,5,DEM,Over Votes,323,0
Marion,U.S. House,5,DEM,Over Votes,324,0
Marion,U.S. House,5,DEM,Over Votes,325,0
Marion,U.S. House,5,DEM,Over Votes,326,0
Marion,U.S. House,5,DEM,Over Votes,330,0
Marion,U.S. House,5,DEM,Over Votes,331,0
Marion,U.S. House,5,DEM,Over Votes,332,0
Marion,U.S. House,5,DEM,Over Votes,333,0
Marion,U.S. House,5,DEM,Over Votes,334,0
Marion,U.S. House,5,DEM,Over Votes,335,0
Marion,U.S. House,5,DEM,Over Votes,336,0
Marion,U.S. House,5,DEM,Over Votes,337,0
Marion,U.S. House,5,DEM,Over Votes,340,0
Marion,U.S. House,5,DEM,Over Votes,341,0
Marion,U.S. House,5,DEM,Over Votes,342,0
Marion,U.S. House,5,DEM,Over Votes,343,0
Marion,U.S. House,5,DEM,Over Votes,344,0
Marion,U.S. House,5,DEM,Over Votes,350,0
Marion,U.S. House,5,DEM,Over Votes,351,0
Marion,U.S. House,5,DEM,Over Votes,352,0
Marion,U.S. House,5,DEM,Over Votes,353,0
Marion,U.S. House,5,DEM,Over Votes,354,0
Marion,U.S. House,5,DEM,Over Votes,355,0
Marion,U.S. House,5,DEM,Over Votes,356,0
Marion,U.S. House,5,DEM,Over Votes,357,0
Marion,U.S. House,5,DEM,Over Votes,361,0
Marion,U.S. House,5,DEM,Over Votes,362,0
Marion,U.S. House,5,DEM,Over Votes,363,0
Marion,U.S. House,5,DEM,Over Votes,364,1
Marion,U.S. House,5,DEM,Over Votes,365,0
Marion,U.S. House,5,DEM,Over Votes,370,0
Marion,U.S. House,5,DEM,Over Votes,371,0
Marion,U.S. House,5,DEM,Over Votes,372,0
Marion,U.S. House,5,DEM,Over Votes,373,0
Marion,U.S. House,5,DEM,Over Votes,374,0
Marion,U.S. House,5,DEM,Over Votes,375,0
Marion,U.S. House,5,DEM,Over Votes,376,0
Marion,U.S. House,5,DEM,Over Votes,400,0
Marion,U.S. House,5,DEM,Over Votes,401,0
Marion,U.S. House,5,DEM,Over Votes,402,0
Marion,U.S. House,5,DEM,Over Votes,403,0
Marion,U.S. House,5,DEM,Over Votes,404,0
Marion,U.S. House,5,DEM,Over Votes,405,0
Marion,U.S. House,5,DEM,Over Votes,406,0
Marion,U.S. House,5,DEM,Over Votes,407,0
Marion,U.S. House,5,DEM,Over Votes,408,0
Marion,U.S. House,5,DEM,Over Votes,505,0
Marion,U.S. House,5,DEM,Over Votes,515,0
Marion,U.S. House,5,DEM,Over Votes,525,0
Marion,U.S. House,5,DEM,Over Votes,535,0
Marion,U.S. House,5,DEM,Over Votes,545,0
Marion,U.S. House,5,DEM,Over Votes,555,0
Marion,U.S. House,5,DEM,Over Votes,577,0
Marion,U.S. House,5,DEM,Over Votes,578,0
Marion,U.S. House,5,DEM,Over Votes,579,0
Marion,U.S. House,5,DEM,Over Votes,580,0
Marion,U.S. House,5,DEM,Over Votes,581,0
Marion,U.S. House,5,DEM,Over Votes,582,0
Marion,U.S. House,5,DEM,Over Votes,583,0
Marion,U.S. House,5,DEM,Over Votes,584,0
Marion,U.S. House,5,DEM,Over Votes,586,0
Marion,U.S. House,5,DEM,Over Votes,587,0
Marion,U.S. House,5,DEM,Over Votes,588,0
Marion,U.S. House,5,DEM,Over Votes,589,0
Marion,U.S. House,5,DEM,Over Votes,590,0
Marion,U.S. House,5,DEM,Over Votes,615,0
Marion,U.S. House,5,DEM,Over Votes,625,0
Marion,U.S. House,5,DEM,Over Votes,635,0
Marion,U.S. House,5,DEM,Over Votes,645,0
Marion,U.S. House,5,DEM,Over Votes,655,0
Marion,U.S. House,5,DEM,Over Votes,674,0
Marion,U.S. House,5,DEM,Over Votes,676,0
Marion,U.S. House,5,DEM,Over Votes,677,0
Marion,U.S. House,5,DEM,Over Votes,678,0
Marion,U.S. House,5,DEM,Over Votes,679,0
Marion,U.S. House,5,DEM,Over Votes,680,0
Marion,U.S. House,5,DEM,Over Votes,681,0
Marion,U.S. House,5,DEM,Over Votes,682,0
Marion,U.S. House,5,DEM,Over Votes,683,0
Marion,U.S. House,5,DEM,Over Votes,684,0
Marion,U.S. House,5,DEM,Over Votes,686,0
Marion,U.S. House,5,DEM,Over Votes,687,0
Marion,U.S. House,5,DEM,Over Votes,688,0
Marion,U.S. House,5,DEM,Over Votes,689,0
Marion,U.S. House,5,DEM,Over Votes,690,0
Marion,U.S. House,5,DEM,Over Votes,691,0
Marion,U.S. House,5,DEM,Over Votes,692,0
Marion,U.S. House,5,DEM,Over Votes,694,0
Marion,U.S. House,5,DEM,Over Votes,696,0
Marion,U.S. House,5,DEM,Over Votes,697,0
Marion,U.S. House,5,DEM,Over Votes,698,0
Marion,U.S. House,5,DEM,Over Votes,705,0
Marion,U.S. House,5,DEM,Over Votes,715,0
Marion,U.S. House,5,DEM,Over Votes,725,0
Marion,U.S. House,5,DEM,Over Votes,779,0
Marion,U.S. House,5,DEM,Over Votes,780,0
Marion,U.S. House,5,DEM,Over Votes,781,0
Marion,U.S. House,5,DEM,Over Votes,782,0
Marion,U.S. House,5,DEM,Over Votes,783,0
Marion,U.S. House,5,DEM,Over Votes,784,0
Marion,U.S. House,5,DEM,Over Votes,786,0
Marion,U.S. House,5,DEM,Over Votes,787,0
Marion,U.S. House,5,DEM,Over Votes,788,0
Marion,U.S. House,5,DEM,Over Votes,789,0
Marion,U.S. House,5,DEM,Over Votes,790,0
Marion,U.S. House,5,DEM,Over Votes,815,0
Marion,U.S. House,5,DEM,Over Votes,825,0
Marion,U.S. House,5,DEM,Over Votes,835,0
Marion,U.S. House,5,DEM,Over Votes,845,0
Marion,U.S. House,5,DEM,Over Votes,855,0
Marion,U.S. House,5,DEM,Over Votes,865,0
Marion,U.S. House,5,DEM,Over Votes,905,0
Marion,U.S. House,5,DEM,Over Votes,915,0
Marion,U.S. House,5,DEM,Over Votes,925,0
Marion,U.S. House,5,DEM,Over Votes,935,0
Marion,U.S. House,5,DEM,Over Votes,981,0
Marion,U.S. House,5,DEM,Over Votes,982,0
Marion,U.S. House,5,DEM,Write-ins,310,3
Marion,U.S. House,5,DEM,Write-ins,311,4
Marion,U.S. House,5,DEM,Write-ins,312,2
Marion,U.S. House,5,DEM,Write-ins,320,4
Marion,U.S. House,5,DEM,Write-ins,321,2
Marion,U.S. House,5,DEM,Write-ins,322,0
Marion,U.S. House,5,DEM,Write-ins,323,3
Marion,U.S. House,5,DEM,Write-ins,324,0
Marion,U.S. House,5,DEM,Write-ins,325,2
Marion,U.S. House,5,DEM,Write-ins,326,0
Marion,U.S. House,5,DEM,Write-ins,330,2
Marion,U.S. House,5,DEM,Write-ins,331,0
Marion,U.S. House,5,DEM,Write-ins,332,2
Marion,U.S. House,5,DEM,Write-ins,333,0
Marion,U.S. House,5,DEM,Write-ins,334,0
Marion,U.S. House,5,DEM,Write-ins,335,0
Marion,U.S. House,5,DEM,Write-ins,336,0
Marion,U.S. House,5,DEM,Write-ins,337,5
Marion,U.S. House,5,DEM,Write-ins,340,1
Marion,U.S. House,5,DEM,Write-ins,341,2
Marion,U.S. House,5,DEM,Write-ins,342,0
Marion,U.S. House,5,DEM,Write-ins,343,4
Marion,U.S. House,5,DEM,Write-ins,344,2
Marion,U.S. House,5,DEM,Write-ins,350,6
Marion,U.S. House,5,DEM,Write-ins,351,1
Marion,U.S. House,5,DEM,Write-ins,352,0
