candidate,office,district,party,county,precinct,votes
,Ballots Cast,,DEM,Crook,1,59
,Ballots Cast,,REP,Crook,1,134
,Ballots Cast,,IND,Crook,1,7
,Ballots Cast,,Nonpartisan,Crook,1,21
Eric Burnette,U.S. House,2,DEM,Crook,1,3
Michael Byrne,U.S. House,2,DEM,Crook,1,3
Tim S White,U.S. House,2,DEM,Crook,1,2
Raz Mason,U.S. House,2,DEM,Crook,1,7
Jamie McLeod Skinner,U.S. House,2,DEM,Crook,1,15
James (Jim) Crary,U.S. House,2,DEM,Crook,1,8
Jennifer (Jenni) Neahring,U.S. House,2,DEM,Crook,1,8
Write Ins,U.S. House,2,DEM,Crook,1,1
Overvotes,U.S. House,2,DEM,Crook,1,0
Undervotes,U.S. House,2,DEM,Crook,1,12
Ed Jones,Governor,,DEM,Crook,1,9
Kate Brown,Governor,,DEM,Crook,1,31
Candace Neville,Governor,,DEM,Crook,1,9
Write Ins,Governor,,DEM,Crook,1,3
Overvotes,Governor,,DEM,Crook,1,0
Undervotes,Governor,,DEM,Crook,1,7
Karen Rippberger,State House,55,DEM,Crook,1,38
Write Ins,State House,55,DEM,Crook,1,2
Overvotes,State House,55,DEM,Crook,1,0
Undervotes,State House,55,DEM,Crook,1,19
Randy Pollock,U.S. House,2,REP,Crook,1,6
Greg Walden,U.S. House,2,REP,Crook,1,97
Paul J Romero Jr,U.S. House,2,REP,Crook,1,24
Write Ins,U.S. House,2,REP,Crook,1,1
Overvotes,U.S. House,2,REP,Crook,1,0
Undervotes,U.S. House,2,REP,Crook,1,6
Knute Buehler,Governor,,REP,Crook,1,59
Keenan W Bohach,Governor,,REP,Crook,1,0
Greg C Wooldridge,Governor,,REP,Crook,1,31
Jonathan I Edwards III,Governor,,REP,Crook,1,1
David W Stauffer,Governor,,REP,Crook,1,0
Jeff Smith,Governor,,REP,Crook,1,1
Jack W Tacy ,Governor,,REP,Crook,1,0
Brett Hyland,Governor,,REP,Crook,1,1
Bruce Cuff,Governor,,REP,Crook,1,2
Sam Carpenter,Governor,,REP,Crook,1,37
Write Ins,Governor,,REP,Crook,1,1
Overvotes,Governor,,REP,Crook,1,0
Undervotes,Governor,,REP,Crook,1,1
Mike McLane,State House,55,REP,Crook,1,111
Write Ins,State House,55,REP,Crook,1,0
Overvotes,State House,55,REP,Crook,1,0
Undervotes,State House,55,REP,Crook,1,23
Mark R Roberts,US House,2,IND,Crook,1,6
Write Ins,US House,2,IND,Crook,1,0
Overvotes,US House,2,IND,Crook,1,0
Undervotes,US House,2,IND,Crook,1,1
Dan (Mr P) Pistoresi,Governor,,IND,Crook,1,0
Skye J Allen,Governor,,IND,Crook,1,1
Patrick Starnes,Governor,,IND,Crook,1,3
Write Ins,Governor,,IND,Crook,1,3
Overvotes,Governor,,IND,Crook,1,0
Undervotes,Governor,,IND,Crook,1,0
Write Ins,State House,55,IND,Crook,1,2
Overvotes,State House,55,IND,Crook,1,0
Undervotes,State House,55,IND,Crook,1,5
