county,candidate,precinct,votes,office,party,district
Lane,Over Votes,0756 756,0,State House,D,11
Lane,Over Votes,0758 758,0,State House,D,11
Lane,Over Votes,1233,0,State House,D,11
Lane,Over Votes,1343,0,State House,D,11
Lane,Over Votes,1345,0,State House,D,11
Lane,Over Votes,1347,0,State House,D,11
Lane,Over Votes,2238,0,State House,D,11
Lane,Over Votes,2344,0,State House,D,11
Lane,Over Votes,4200,0,State House,D,11
Lane,Over Votes,4400,0,State House,D,11
Lane,Under Votes,0736 736,38,State House,D,11
Lane,Under Votes,0740 740,18,State House,D,11
Lane,Under Votes,0742 742,58,State House,D,11
Lane,Under Votes,0744 744,35,State House,D,11
Lane,Under Votes,0748 748,196,State House,D,11
Lane,Under Votes,0754 754,59,State House,D,11
Lane,Under Votes,0756 756,174,State House,D,11
Lane,Under Votes,0758 758,118,State House,D,11
Lane,Under Votes,1233,330,State House,D,11
Lane,Under Votes,1343,33,State House,D,11
Lane,Under Votes,1345,268,State House,D,11
Lane,Under Votes,1347,233,State House,D,11
Lane,Under Votes,2238,12,State House,D,11
Lane,Under Votes,2344,1,State House,D,11
Lane,Under Votes,4200,28,State House,D,11
Lane,Under Votes,4400,73,State House,D,11
Lane,Sandra L Mann,0738 738,112,State House,D,12
Lane,Sandra L Mann,2122,232,State House,D,12
Lane,Sandra L Mann,2234,118,State House,D,12
Lane,Sandra L Mann,2236,139,State House,D,12
Lane,Sandra L Mann,2340,50,State House,D,12
Lane,Sandra L Mann,2342,160,State House,D,12
Lane,Sandra L Mann,2456,158,State House,D,12
Lane,Sandra L Mann,2562,48,State House,D,12
Lane,Sandra L Mann,2564,146,State House,D,12
Lane,Sandra L Mann,2676,126,State House,D,12
Lane,Sandra L Mann,2678,56,State House,D,12
Lane,John Lively,0738 738,304,State House,D,12
Lane,John Lively,2122,422,State House,D,12
Lane,John Lively,2234,143,State House,D,12
Lane,John Lively,2236,370,State House,D,12
Lane,John Lively,2340,113,State House,D,12
Lane,John Lively,2342,229,State House,D,12
Lane,John Lively,2456,280,State House,D,12
Lane,John Lively,2562,97,State House,D,12
Lane,John Lively,2564,250,State House,D,12
Lane,John Lively,2676,329,State House,D,12
Lane,John Lively,2678,151,State House,D,12
Lane,Misc.,0738 738,0,State House,D,12
Lane,Misc.,2122,1,State House,D,12
Lane,Misc.,2234,0,State House,D,12
Lane,Misc.,2236,2,State House,D,12
Lane,Misc.,2340,0,State House,D,12
Lane,Misc.,2342,3,State House,D,12
Lane,Misc.,2456,1,State House,D,12
Lane,Misc.,2562,0,State House,D,12
Lane,Misc.,2564,1,State House,D,12
Lane,Misc.,2676,5,State House,D,12
Lane,Misc.,2678,2,State House,D,12
Lane,Over Votes,0738 738,1,State House,D,12
Lane,Over Votes,2122,2,State House,D,12
Lane,Over Votes,2234,0,State House,D,12
Lane,Over Votes,2236,1,State House,D,12
Lane,Over Votes,2340,0,State House,D,12
Lane,Over Votes,2342,0,State House,D,12
Lane,Over Votes,2456,0,State House,D,12
Lane,Over Votes,2562,0,State House,D,12
Lane,Over Votes,2564,0,State House,D,12
Lane,Over Votes,2676,0,State House,D,12
Lane,Over Votes,2678,0,State House,D,12
Lane,Under Votes,0738 738,84,State House,D,12
Lane,Under Votes,2122,108,State House,D,12
Lane,Under Votes,2234,35,State House,D,12
Lane,Under Votes,2236,59,State House,D,12
Lane,Under Votes,2340,22,State House,D,12
Lane,Under Votes,2342,66,State House,D,12
Lane,Under Votes,2456,70,State House,D,12
Lane,Under Votes,2562,20,State House,D,12
Lane,Under Votes,2564,50,State House,D,12
Lane,Under Votes,2676,77,State House,D,12
Lane,Under Votes,2678,21,State House,D,12
Lane,Nancy Nathanson,0730 730,804,State House,D,13
Lane,Nancy Nathanson,0732 732,374,State House,D,13
Lane,Nancy Nathanson,0734 734,72,State House,D,13
Lane,Nancy Nathanson,1123,292,State House,D,13
Lane,Nancy Nathanson,1341,25,State House,D,13
Lane,Nancy Nathanson,1451,576,State House,D,13
Lane,Nancy Nathanson,1453,429,State House,D,13
Lane,Nancy Nathanson,1455,191,State House,D,13
Lane,Nancy Nathanson,1457,509,State House,D,13
Lane,Nancy Nathanson,1561,570,State House,D,13
Lane,Nancy Nathanson,1563,480,State House,D,13
Lane,Nancy Nathanson,1565,261,State House,D,13
Lane,Nancy Nathanson,1567,261,State House,D,13
Lane,Nancy Nathanson,1569,186,State House,D,13
Lane,Nancy Nathanson,1781,214,State House,D,13
Lane,Nancy Nathanson,1783,431,State House,D,13
Lane,Misc.,0730 730,9,State House,D,13
Lane,Misc.,0732 732,0,State House,D,13
Lane,Misc.,0734 734,0,State House,D,13
Lane,Misc.,1123,1,State House,D,13
Lane,Misc.,1341,0,State House,D,13
Lane,Misc.,1451,2,State House,D,13
Lane,Misc.,1453,8,State House,D,13
Lane,Misc.,1455,0,State House,D,13
Lane,Misc.,1457,2,State House,D,13
Lane,Misc.,1561,3,State House,D,13
Lane,Misc.,1563,2,State House,D,13
Lane,Misc.,1565,2,State House,D,13
Lane,Misc.,1567,0,State House,D,13
Lane,Misc.,1569,3,State House,D,13
Lane,Misc.,1781,2,State House,D,13
Lane,Misc.,1783,4,State House,D,13
Lane,Over Votes,0730 730,0,State House,D,13
Lane,Over Votes,0732 732,0,State House,D,13
Lane,Over Votes,0734 734,0,State House,D,13
Lane,Over Votes,1123,0,State House,D,13
Lane,Over Votes,1341,0,State House,D,13
Lane,Over Votes,1451,0,State House,D,13
Lane,Over Votes,1453,0,State House,D,13
Lane,Over Votes,1455,0,State House,D,13
Lane,Over Votes,1457,0,State House,D,13
Lane,Over Votes,1561,0,State House,D,13
Lane,Over Votes,1563,1,State House,D,13
Lane,Over Votes,1565,0,State House,D,13
Lane,Over Votes,1567,0,State House,D,13
Lane,Over Votes,1569,0,State House,D,13
Lane,Over Votes,1781,0,State House,D,13
Lane,Over Votes,1783,0,State House,D,13
Lane,Under Votes,0730 730,324,State House,D,13
Lane,Under Votes,0732 732,125,State House,D,13
Lane,Under Votes,0734 734,30,State House,D,13
Lane,Under Votes,1123,125,State House,D,13
Lane,Under Votes,1341,9,State House,D,13
Lane,Under Votes,1451,179,State House,D,13
Lane,Under Votes,1453,130,State House,D,13
Lane,Under Votes,1455,48,State House,D,13
Lane,Under Votes,1457,147,State House,D,13
Lane,Under Votes,1561,169,State House,D,13
Lane,Under Votes,1563,146,State House,D,13
Lane,Under Votes,1565,106,State House,D,13
Lane,Under Votes,1567,68,State House,D,13
Lane,Under Votes,1569,74,State House,D,13
Lane,Under Votes,1781,88,State House,D,13
Lane,Under Votes,1783,203,State House,D,13
Lane,Val Hoyle,0712 712,248,State House,D,14
Lane,Val Hoyle,0726 726,529,State House,D,14
Lane,Val Hoyle,0728 728,215,State House,D,14
Lane,Val Hoyle,1121,48,State House,D,14
Lane,Val Hoyle,1671,169,State House,D,14
Lane,Val Hoyle,1673,407,State House,D,14
Lane,Val Hoyle,1675,418,State House,D,14
Lane,Val Hoyle,1677,201,State House,D,14
Lane,Val Hoyle,1785,324,State House,D,14
Lane,Val Hoyle,1787,397,State House,D,14
Lane,Val Hoyle,1891,221,State House,D,14
Lane,Val Hoyle,1893,91,State House,D,14
Lane,Val Hoyle,1899,548,State House,D,14
Lane,Val Hoyle,4700,266,State House,D,14
Lane,Misc.,0712 712,4,State House,D,14
Lane,Misc.,0726 726,2,State House,D,14
Lane,Misc.,0728 728,3,State House,D,14
Lane,Misc.,1121,1,State House,D,14
Lane,Misc.,1671,2,State House,D,14
Lane,Misc.,1673,7,State House,D,14
Lane,Misc.,1675,2,State House,D,14
Lane,Misc.,1677,3,State House,D,14
Lane,Misc.,1785,1,State House,D,14
Lane,Misc.,1787,2,State House,D,14
Lane,Misc.,1891,3,State House,D,14
Lane,Misc.,1893,0,State House,D,14
Lane,Misc.,1899,3,State House,D,14
Lane,Misc.,4700,3,State House,D,14
Lane,Over Votes,0712 712,0,State House,D,14
Lane,Over Votes,0726 726,0,State House,D,14
Lane,Over Votes,0728 728,0,State House,D,14
Lane,Over Votes,1121,0,State House,D,14
Lane,Over Votes,1671,0,State House,D,14
Lane,Over Votes,1673,0,State House,D,14
Lane,Over Votes,1675,0,State House,D,14
Lane,Over Votes,1677,0,State House,D,14
Lane,Over Votes,1785,0,State House,D,14
Lane,Over Votes,1787,0,State House,D,14
Lane,Over Votes,1891,0,State House,D,14
Lane,Over Votes,1893,0,State House,D,14
Lane,Over Votes,1899,0,State House,D,14
Lane,Over Votes,4700,0,State House,D,14
Lane,Under Votes,0712 712,140,State House,D,14
Lane,Under Votes,0726 726,257,State House,D,14
Lane,Under Votes,0728 728,141,State House,D,14
Lane,Under Votes,1121,18,State House,D,14
Lane,Under Votes,1671,76,State House,D,14
Lane,Under Votes,1673,197,State House,D,14
Lane,Under Votes,1675,153,State House,D,14
Lane,Under Votes,1677,110,State House,D,14
Lane,Under Votes,1785,134,State House,D,14
Lane,Under Votes,1787,180,State House,D,14
Lane,Under Votes,1891,120,State House,D,14
Lane,Under Votes,1893,54,State House,D,14
Lane,Under Votes,1899,245,State House,D,14
Lane,Under Votes,4700,130,State House,D,14
Lane,Rick Santorum,0702 702,40,President,R,
Lane,Rick Santorum,0704 704,14,President,R,
Lane,Rick Santorum,0706 706,20,President,R,
Lane,Rick Santorum,0708 708,39,President,R,
Lane,Rick Santorum,0710 710,18,President,R,
Lane,Rick Santorum,0712 712,56,President,R,
Lane,Rick Santorum,0714 714,53,President,R,
Lane,Rick Santorum,0716 716,34,President,R,
Lane,Rick Santorum,0718 718,12,President,R,
Lane,Rick Santorum,0720 720,7,President,R,
Lane,Rick Santorum,0722 722,14,President,R,
Lane,Rick Santorum,0724 724,10,President,R,
Lane,Rick Santorum,0726 726,61,President,R,
Lane,Rick Santorum,0728 728,13,President,R,
Lane,Rick Santorum,0730 730,38,President,R,
Lane,Rick Santorum,0732 732,37,President,R,
Lane,Rick Santorum,0734 734,9,President,R,
Lane,Rick Santorum,0736 736,19,President,R,
Lane,Rick Santorum,0738 738,27,President,R,
Lane,Rick Santorum,0740 740,4,President,R,
Lane,Rick Santorum,0742 742,14,President,R,
Lane,Rick Santorum,0744 744,16,President,R,
Lane,Rick Santorum,0746 746,40,President,R,
Lane,Rick Santorum,0748 748,45,President,R,
Lane,Rick Santorum,0750 750,15,President,R,
Lane,Rick Santorum,0752 752,16,President,R,
Lane,Rick Santorum,0754 754,20,President,R,
Lane,Rick Santorum,0756 756,49,President,R,
Lane,Rick Santorum,0758 758,33,President,R,
Lane,Rick Santorum,0760 760,27,President,R,
Lane,Rick Santorum,0762 762,7,President,R,
Lane,Rick Santorum,0764 764,18,President,R,
Lane,Rick Santorum,0766 766,12,President,R,
Lane,Rick Santorum,1121,3,President,R,
Lane,Rick Santorum,1123,3,President,R,
Lane,Rick Santorum,1125,10,President,R,
Lane,Rick Santorum,1127,1,President,R,
Lane,Rick Santorum,1129,17,President,R,
Lane,Rick Santorum,1231,15,President,R,
Lane,Rick Santorum,1233,7,President,R,
Lane,Rick Santorum,1235,20,President,R,
Lane,Rick Santorum,1237,16,President,R,
Lane,Rick Santorum,1341,0,President,R,
Lane,Rick Santorum,1343,2,President,R,
Lane,Rick Santorum,1345,5,President,R,
Lane,Rick Santorum,1347,4,President,R,
Lane,Rick Santorum,1349,0,President,R,
Lane,Rick Santorum,1451,46,President,R,
Lane,Rick Santorum,1453,18,President,R,
Lane,Rick Santorum,1455,8,President,R,
Lane,Rick Santorum,1457,48,President,R,
Lane,Rick Santorum,1561,68,President,R,
Lane,Rick Santorum,1563,37,President,R,
Lane,Rick Santorum,1565,13,President,R,
Lane,Rick Santorum,1567,31,President,R,
Lane,Rick Santorum,1569,9,President,R,
Lane,Rick Santorum,1671,21,President,R,
Lane,Rick Santorum,1673,38,President,R,
Lane,Rick Santorum,1675,47,President,R,
Lane,Rick Santorum,1677,31,President,R,
Lane,Rick Santorum,1781,15,President,R,
Lane,Rick Santorum,1783,9,President,R,
Lane,Rick Santorum,1785,28,President,R,
Lane,Rick Santorum,1787,47,President,R,
Lane,Rick Santorum,1891,26,President,R,
Lane,Rick Santorum,1893,3,President,R,
Lane,Rick Santorum,1895,0,President,R,
Lane,Rick Santorum,1897,42,President,R,
Lane,Rick Santorum,1899,40,President,R,
Lane,Rick Santorum,2122,38,President,R,
Lane,Rick Santorum,2234,14,President,R,
Lane,Rick Santorum,2236,18,President,R,
Lane,Rick Santorum,2238,1,President,R,
Lane,Rick Santorum,2340,14,President,R,
Lane,Rick Santorum,2342,20,President,R,
Lane,Rick Santorum,2344,1,President,R,
Lane,Rick Santorum,2456,36,President,R,
Lane,Rick Santorum,2562,16,President,R,
Lane,Rick Santorum,2564,38,President,R,
Lane,Rick Santorum,2676,43,President,R,
Lane,Rick Santorum,2678,28,President,R,
Lane,Rick Santorum,4200,13,President,R,
Lane,Rick Santorum,4301,21,President,R,
Lane,Rick Santorum,4302,25,President,R,
Lane,Rick Santorum,4400,39,President,R,
Lane,Rick Santorum,4500,20,President,R,
Lane,Rick Santorum,4601,36,President,R,
Lane,Rick Santorum,4602,35,President,R,
Lane,Rick Santorum,4700,60,President,R,
Lane,Rick Santorum,4800,22,President,R,
Lane,Rick Santorum,4900,36,President,R,
Lane,Ron Paul,0702 702,60,President,R,
Lane,Ron Paul,0704 704,13,President,R,
Lane,Ron Paul,0706 706,22,President,R,
Lane,Ron Paul,0708 708,43,President,R,
Lane,Ron Paul,0710 710,15,President,R,
Lane,Ron Paul,0712 712,51,President,R,
Lane,Ron Paul,0714 714,33,President,R,
Lane,Ron Paul,0716 716,46,President,R,
Lane,Ron Paul,0718 718,24,President,R,
Lane,Ron Paul,0720 720,21,President,R,
Lane,Ron Paul,0722 722,12,President,R,
Lane,Ron Paul,0724 724,3,President,R,
Lane,Ron Paul,0726 726,67,President,R,
Lane,Ron Paul,0728 728,25,President,R,
Lane,Ron Paul,0730 730,53,President,R,
Lane,Ron Paul,0732 732,46,President,R,
Lane,Ron Paul,0734 734,11,President,R,
Lane,Ron Paul,0736 736,15,President,R,
Lane,Ron Paul,0738 738,45,President,R,
Lane,Ron Paul,0740 740,5,President,R,
Lane,Ron Paul,0742 742,17,President,R,
Lane,Ron Paul,0744 744,17,President,R,
Lane,Ron Paul,0746 746,65,President,R,
Lane,Ron Paul,0748 748,67,President,R,
Lane,Ron Paul,0750 750,16,President,R,
Lane,Ron Paul,0752 752,43,President,R,
Lane,Ron Paul,0754 754,28,President,R,
Lane,Ron Paul,0756 756,55,President,R,
Lane,Ron Paul,0758 758,31,President,R,
Lane,Ron Paul,0760 760,21,President,R,
Lane,Ron Paul,0762 762,30,President,R,
Lane,Ron Paul,0764 764,20,President,R,
Lane,Ron Paul,0766 766,11,President,R,
Lane,Ron Paul,1121,5,President,R,
Lane,Ron Paul,1123,24,President,R,
Lane,Ron Paul,1125,33,President,R,
Lane,Ron Paul,1127,22,President,R,
Lane,Ron Paul,1129,51,President,R,
Lane,Ron Paul,1231,34,President,R,
Lane,Ron Paul,1233,31,President,R,
Lane,Ron Paul,1235,48,President,R,
Lane,Ron Paul,1237,32,President,R,
Lane,Ron Paul,1341,1,President,R,
Lane,Ron Paul,1343,7,President,R,
Lane,Ron Paul,1345,34,President,R,
Lane,Ron Paul,1347,19,President,R,
Lane,Ron Paul,1349,6,President,R,
Lane,Ron Paul,1451,60,President,R,
Lane,Ron Paul,1453,40,President,R,
Lane,Ron Paul,1455,14,President,R,
Lane,Ron Paul,1457,47,President,R,
Lane,Ron Paul,1561,61,President,R,
Lane,Ron Paul,1563,38,President,R,
Lane,Ron Paul,1565,25,President,R,
Lane,Ron Paul,1567,26,President,R,
Lane,Ron Paul,1569,18,President,R,
Lane,Ron Paul,1671,21,President,R,
Lane,Ron Paul,1673,48,President,R,
Lane,Ron Paul,1675,61,President,R,
Lane,Ron Paul,1677,31,President,R,
Lane,Ron Paul,1781,27,President,R,
Lane,Ron Paul,1783,20,President,R,
Lane,Ron Paul,1785,42,President,R,
Lane,Ron Paul,1787,44,President,R,
Lane,Ron Paul,1891,26,President,R,
Lane,Ron Paul,1893,3,President,R,
Lane,Ron Paul,1895,4,President,R,
Lane,Ron Paul,1897,38,President,R,
Lane,Ron Paul,1899,57,President,R,
Lane,Ron Paul,2122,54,President,R,
Lane,Ron Paul,2234,21,President,R,
Lane,Ron Paul,2236,34,President,R,
Lane,Ron Paul,2238,2,President,R,
Lane,Ron Paul,2340,14,President,R,
Lane,Ron Paul,2342,28,President,R,
Lane,Ron Paul,2344,0,President,R,
Lane,Ron Paul,2456,44,President,R,
Lane,Ron Paul,2562,11,President,R,
Lane,Ron Paul,2564,33,President,R,
Lane,Ron Paul,2676,55,President,R,
Lane,Ron Paul,2678,29,President,R,
Lane,Ron Paul,4200,16,President,R,
Lane,Ron Paul,4301,25,President,R,
Lane,Ron Paul,4302,42,President,R,
Lane,Ron Paul,4400,33,President,R,
Lane,Ron Paul,4500,21,President,R,
Lane,Ron Paul,4601,35,President,R,
Lane,Ron Paul,4602,35,President,R,
Lane,Ron Paul,4700,56,President,R,
Lane,Ron Paul,4800,40,President,R,
Lane,Ron Paul,4900,51,President,R,
Lane,Newt Gingrich,0702 702,21,President,R,
Lane,Newt Gingrich,0704 704,5,President,R,
Lane,Newt Gingrich,0706 706,8,President,R,
Lane,Newt Gingrich,0708 708,12,President,R,
Lane,Newt Gingrich,0710 710,8,President,R,
Lane,Newt Gingrich,0712 712,21,President,R,
Lane,Newt Gingrich,0714 714,22,President,R,
Lane,Newt Gingrich,0716 716,11,President,R,
Lane,Newt Gingrich,0718 718,12,President,R,
Lane,Newt Gingrich,0720 720,7,President,R,
Lane,Newt Gingrich,0722 722,1,President,R,
Lane,Newt Gingrich,0724 724,1,President,R,
Lane,Newt Gingrich,0726 726,24,President,R,
Lane,Newt Gingrich,0728 728,7,President,R,
Lane,Newt Gingrich,0730 730,27,President,R,
Lane,Newt Gingrich,0732 732,14,President,R,
Lane,Newt Gingrich,0734 734,2,President,R,
Lane,Newt Gingrich,0736 736,9,President,R,
Lane,Newt Gingrich,0738 738,16,President,R,
Lane,Newt Gingrich,0740 740,1,President,R,
Lane,Newt Gingrich,0742 742,8,President,R,
Lane,Newt Gingrich,0744 744,9,President,R,
Lane,Newt Gingrich,0746 746,26,President,R,
Lane,Newt Gingrich,0748 748,24,President,R,
Lane,Newt Gingrich,0750 750,7,President,R,
Lane,Newt Gingrich,0752 752,4,President,R,
Lane,Newt Gingrich,0754 754,7,President,R,
Lane,Newt Gingrich,0756 756,31,President,R,
Lane,Newt Gingrich,0758 758,29,President,R,
Lane,Newt Gingrich,0760 760,16,President,R,
Lane,Newt Gingrich,0762 762,11,President,R,
Lane,Newt Gingrich,0764 764,4,President,R,
Lane,Newt Gingrich,0766 766,4,President,R,
Lane,Newt Gingrich,1121,1,President,R,
Lane,Newt Gingrich,1123,1,President,R,
Lane,Newt Gingrich,1125,4,President,R,
Lane,Newt Gingrich,1127,1,President,R,
Lane,Newt Gingrich,1129,7,President,R,
Lane,Newt Gingrich,1231,9,President,R,
Lane,Newt Gingrich,1233,14,President,R,
Lane,Newt Gingrich,1235,12,President,R,
Lane,Newt Gingrich,1237,11,President,R,
Lane,Newt Gingrich,1341,0,President,R,
Lane,Newt Gingrich,1343,0,President,R,
Lane,Newt Gingrich,1345,5,President,R,
Lane,Newt Gingrich,1347,7,President,R,
Lane,Newt Gingrich,1349,0,President,R,
Lane,Newt Gingrich,1451,17,President,R,
Lane,Newt Gingrich,1453,18,President,R,
Lane,Newt Gingrich,1455,6,President,R,
Lane,Newt Gingrich,1457,16,President,R,
Lane,Newt Gingrich,1561,31,President,R,
Lane,Newt Gingrich,1563,9,President,R,
Lane,Newt Gingrich,1565,7,President,R,
Lane,Newt Gingrich,1567,10,President,R,
Lane,Newt Gingrich,1569,6,President,R,
Lane,Newt Gingrich,1671,9,President,R,
Lane,Newt Gingrich,1673,14,President,R,
Lane,Newt Gingrich,1675,21,President,R,
Lane,Newt Gingrich,1677,12,President,R,
Lane,Newt Gingrich,1781,5,President,R,
Lane,Newt Gingrich,1783,3,President,R,
Lane,Newt Gingrich,1785,11,President,R,
Lane,Newt Gingrich,1787,17,President,R,
Lane,Newt Gingrich,1891,9,President,R,
Lane,Newt Gingrich,1893,1,President,R,
Lane,Newt Gingrich,1895,5,President,R,
Lane,Newt Gingrich,1897,15,President,R,
Lane,Newt Gingrich,1899,15,President,R,
Lane,Newt Gingrich,2122,19,President,R,
Lane,Newt Gingrich,2234,8,President,R,
Lane,Newt Gingrich,2236,15,President,R,
Lane,Newt Gingrich,2238,0,President,R,
Lane,Newt Gingrich,2340,4,President,R,
Lane,Newt Gingrich,2342,9,President,R,
Lane,Newt Gingrich,2344,0,President,R,
Lane,Newt Gingrich,2456,24,President,R,
Lane,Newt Gingrich,2562,9,President,R,
Lane,Newt Gingrich,2564,9,President,R,
Lane,Newt Gingrich,2676,18,President,R,
Lane,Newt Gingrich,2678,10,President,R,
Lane,Newt Gingrich,4200,3,President,R,
Lane,Newt Gingrich,4301,9,President,R,
Lane,Newt Gingrich,4302,12,President,R,
Lane,Newt Gingrich,4400,11,President,R,
Lane,Newt Gingrich,4500,14,President,R,
Lane,Newt Gingrich,4601,13,President,R,
Lane,Newt Gingrich,4602,29,President,R,
Lane,Newt Gingrich,4700,22,President,R,
Lane,Newt Gingrich,4800,9,President,R,
Lane,Newt Gingrich,4900,11,President,R,
Lane,Mitt Romney,0702 702,497,President,R,
Lane,Mitt Romney,0704 704,87,President,R,
Lane,Mitt Romney,0706 706,99,President,R,
Lane,Mitt Romney,0708 708,233,President,R,
Lane,Mitt Romney,0710 710,156,President,R,
Lane,Mitt Romney,0712 712,337,President,R,
Lane,Mitt Romney,0714 714,309,President,R,
Lane,Mitt Romney,0716 716,208,President,R,
Lane,Mitt Romney,0718 718,190,President,R,
Lane,Mitt Romney,0720 720,144,President,R,
Lane,Mitt Romney,0722 722,66,President,R,
Lane,Mitt Romney,0724 724,53,President,R,
Lane,Mitt Romney,0726 726,348,President,R,
Lane,Mitt Romney,0728 728,113,President,R,
Lane,Mitt Romney,0730 730,222,President,R,
Lane,Mitt Romney,0732 732,200,President,R,
Lane,Mitt Romney,0734 734,70,President,R,
Lane,Mitt Romney,0736 736,137,President,R,
Lane,Mitt Romney,0738 738,217,President,R,
Lane,Mitt Romney,0740 740,17,President,R,
Lane,Mitt Romney,0742 742,100,President,R,
Lane,Mitt Romney,0744 744,84,President,R,
Lane,Mitt Romney,0746 746,416,President,R,
Lane,Mitt Romney,0748 748,355,President,R,
Lane,Mitt Romney,0750 750,98,President,R,
Lane,Mitt Romney,0752 752,186,President,R,
Lane,Mitt Romney,0754 754,83,President,R,
Lane,Mitt Romney,0756 756,398,President,R,
Lane,Mitt Romney,0758 758,273,President,R,
Lane,Mitt Romney,0760 760,223,President,R,
Lane,Mitt Romney,0762 762,132,President,R,
Lane,Mitt Romney,0764 764,149,President,R,
Lane,Mitt Romney,0766 766,94,President,R,
Lane,Mitt Romney,1121,3,President,R,
Lane,Mitt Romney,1123,20,President,R,
Lane,Mitt Romney,1125,62,President,R,
Lane,Mitt Romney,1127,52,President,R,
Lane,Mitt Romney,1129,185,President,R,
Lane,Mitt Romney,1231,91,President,R,
Lane,Mitt Romney,1233,181,President,R,
Lane,Mitt Romney,1235,203,President,R,
Lane,Mitt Romney,1237,213,President,R,
Lane,Mitt Romney,1341,6,President,R,
Lane,Mitt Romney,1343,15,President,R,
Lane,Mitt Romney,1345,101,President,R,
Lane,Mitt Romney,1347,50,President,R,
Lane,Mitt Romney,1349,8,President,R,
Lane,Mitt Romney,1451,506,President,R,
Lane,Mitt Romney,1453,182,President,R,
Lane,Mitt Romney,1455,74,President,R,
Lane,Mitt Romney,1457,355,President,R,
Lane,Mitt Romney,1561,586,President,R,
Lane,Mitt Romney,1563,296,President,R,
Lane,Mitt Romney,1565,256,President,R,
Lane,Mitt Romney,1567,204,President,R,
Lane,Mitt Romney,1569,133,President,R,
Lane,Mitt Romney,1671,106,President,R,
Lane,Mitt Romney,1673,299,President,R,
Lane,Mitt Romney,1675,281,President,R,
Lane,Mitt Romney,1677,212,President,R,
Lane,Mitt Romney,1781,71,President,R,
Lane,Mitt Romney,1783,36,President,R,
Lane,Mitt Romney,1785,177,President,R,
Lane,Mitt Romney,1787,410,President,R,
Lane,Mitt Romney,1891,132,President,R,
Lane,Mitt Romney,1893,13,President,R,
Lane,Mitt Romney,1895,52,President,R,
Lane,Mitt Romney,1897,315,President,R,
Lane,Mitt Romney,1899,246,President,R,
Lane,Mitt Romney,2122,331,President,R,
Lane,Mitt Romney,2234,74,President,R,
Lane,Mitt Romney,2236,183,President,R,
Lane,Mitt Romney,2238,12,President,R,
Lane,Mitt Romney,2340,118,President,R,
Lane,Mitt Romney,2342,147,President,R,
Lane,Mitt Romney,2344,10,President,R,
Lane,Mitt Romney,2456,233,President,R,
Lane,Mitt Romney,2562,80,President,R,
Lane,Mitt Romney,2564,237,President,R,
Lane,Mitt Romney,2676,308,President,R,
Lane,Mitt Romney,2678,181,President,R,
Lane,Mitt Romney,4200,67,President,R,
Lane,Mitt Romney,4301,179,President,R,
Lane,Mitt Romney,4302,241,President,R,
Lane,Mitt Romney,4400,265,President,R,
Lane,Mitt Romney,4500,165,President,R,
Lane,Mitt Romney,4601,319,President,R,
Lane,Mitt Romney,4602,489,President,R,
Lane,Mitt Romney,4700,325,President,R,
Lane,Mitt Romney,4800,132,President,R,
Lane,Mitt Romney,4900,199,President,R,
Lane,Misc.,0702 702,7,President,R,
Lane,Misc.,0704 704,0,President,R,
Lane,Misc.,0706 706,2,President,R,
Lane,Misc.,0708 708,5,President,R,
Lane,Misc.,0710 710,1,President,R,
Lane,Misc.,0712 712,8,President,R,
Lane,Misc.,0714 714,2,President,R,
Lane,Misc.,0716 716,7,President,R,
Lane,Misc.,0718 718,4,President,R,
Lane,Misc.,0720 720,2,President,R,
Lane,Misc.,0722 722,0,President,R,
Lane,Misc.,0724 724,0,President,R,
Lane,Misc.,0726 726,4,President,R,
Lane,Misc.,0728 728,2,President,R,
Lane,Misc.,0730 730,8,President,R,
Lane,Misc.,0732 732,5,President,R,
Lane,Misc.,0734 734,1,President,R,
Lane,Misc.,0736 736,1,President,R,
Lane,Misc.,0738 738,4,President,R,
Lane,Misc.,0740 740,0,President,R,
Lane,Misc.,0742 742,4,President,R,
Lane,Misc.,0744 744,1,President,R,
Lane,Misc.,0746 746,10,President,R,
Lane,Misc.,0748 748,7,President,R,
Lane,Misc.,0750 750,1,President,R,
Lane,Misc.,0752 752,3,President,R,
Lane,Misc.,0754 754,1,President,R,
Lane,Misc.,0756 756,5,President,R,
Lane,Misc.,0758 758,2,President,R,
Lane,Misc.,0760 760,3,President,R,
Lane,Misc.,0762 762,3,President,R,
Lane,Misc.,0764 764,2,President,R,
Lane,Misc.,0766 766,1,President,R,
Lane,Misc.,1121,0,President,R,
Lane,Misc.,1123,0,President,R,
Lane,Misc.,1125,1,President,R,
Lane,Misc.,1127,6,President,R,
Lane,Misc.,1129,2,President,R,
Lane,Misc.,1231,9,President,R,
Lane,Misc.,1233,7,President,R,
Lane,Misc.,1235,3,President,R,
Lane,Misc.,1237,6,President,R,
Lane,Misc.,1341,0,President,R,
Lane,Misc.,1343,0,President,R,
Lane,Misc.,1345,3,President,R,
Lane,Misc.,1347,3,President,R,
Lane,Misc.,1349,2,President,R,
Lane,Misc.,1451,9,President,R,
Lane,Misc.,1453,1,President,R,
Lane,Misc.,1455,1,President,R,
Lane,Misc.,1457,6,President,R,
Lane,Misc.,1561,13,President,R,
Lane,Misc.,1563,10,President,R,
Lane,Misc.,1565,8,President,R,
Lane,Misc.,1567,1,President,R,
Lane,Misc.,1569,2,President,R,
