county,precinct,office,district,candidate,votes
clackamas,134,U.S. House,5,Christina Jean Lugo,31
clackamas,134,U.S. House,5,Write-ins,2
clackamas,134,U.S. House,5,Over Votes,0
clackamas,134,U.S. House,5,Under Votes,117
clackamas,135,U.S. House,5,Kurt Schrader,1346
clackamas,135,U.S. House,5,Fred Thompson,863
clackamas,135,U.S. House,5,Raymond Baldwin,10
clackamas,135,U.S. House,5,Christina Jean Lugo,31
clackamas,135,U.S. House,5,Write-ins,0
clackamas,135,U.S. House,5,Over Votes,1
clackamas,135,U.S. House,5,Under Votes,144
clackamas,151,U.S. House,5,Kurt Schrader,1394
clackamas,151,U.S. House,5,Fred Thompson,796
clackamas,151,U.S. House,5,Raymond Baldwin,7
clackamas,151,U.S. House,5,Christina Jean Lugo,31
clackamas,151,U.S. House,5,Write-ins,2
clackamas,151,U.S. House,5,Over Votes,0
clackamas,151,U.S. House,5,Under Votes,133
clackamas,152,U.S. House,5,Kurt Schrader,1555
clackamas,152,U.S. House,5,Fred Thompson,853
clackamas,152,U.S. House,5,Raymond Baldwin,11
clackamas,152,U.S. House,5,Christina Jean Lugo,46
clackamas,152,U.S. House,5,Write-ins,1
clackamas,152,U.S. House,5,Over Votes,0
clackamas,152,U.S. House,5,Under Votes,160
clackamas,153,U.S. House,5,Kurt Schrader,1350
clackamas,153,U.S. House,5,Fred Thompson,815
clackamas,153,U.S. House,5,Raymond Baldwin,7
clackamas,153,U.S. House,5,Christina Jean Lugo,31
clackamas,153,U.S. House,5,Write-ins,1
clackamas,153,U.S. House,5,Over Votes,0
clackamas,153,U.S. House,5,Under Votes,170
clackamas,154,U.S. House,5,Kurt Schrader,370
clackamas,154,U.S. House,5,Fred Thompson,226
clackamas,154,U.S. House,5,Raymond Baldwin,1
clackamas,154,U.S. House,5,Christina Jean Lugo,3
clackamas,154,U.S. House,5,Write-ins,0
clackamas,154,U.S. House,5,Over Votes,1
clackamas,154,U.S. House,5,Under Votes,57
clackamas,155,U.S. House,5,Kurt Schrader,1554
clackamas,155,U.S. House,5,Fred Thompson,1006
clackamas,155,U.S. House,5,Raymond Baldwin,11
clackamas,155,U.S. House,5,Christina Jean Lugo,35
clackamas,155,U.S. House,5,Write-ins,3
clackamas,155,U.S. House,5,Over Votes,0
clackamas,155,U.S. House,5,Under Votes,184
clackamas,156,U.S. House,5,Kurt Schrader,1641
clackamas,156,U.S. House,5,Fred Thompson,1114
clackamas,156,U.S. House,5,Raymond Baldwin,10
clackamas,156,U.S. House,5,Christina Jean Lugo,26
clackamas,156,U.S. House,5,Write-ins,1
clackamas,156,U.S. House,5,Over Votes,0
clackamas,156,U.S. House,5,Under Votes,179
clackamas,157,U.S. House,5,Kurt Schrader,1251
clackamas,157,U.S. House,5,Fred Thompson,842
clackamas,157,U.S. House,5,Raymond Baldwin,4
clackamas,157,U.S. House,5,Christina Jean Lugo,15
clackamas,157,U.S. House,5,Write-ins,0
clackamas,157,U.S. House,5,Over Votes,2
clackamas,157,U.S. House,5,Under Votes,124
clackamas,158,U.S. House,5,Kurt Schrader,967
clackamas,158,U.S. House,5,Fred Thompson,604
clackamas,158,U.S. House,5,Raymond Baldwin,7
clackamas,158,U.S. House,5,Christina Jean Lugo,25
clackamas,158,U.S. House,5,Write-ins,1
clackamas,158,U.S. House,5,Over Votes,2
clackamas,158,U.S. House,5,Under Votes,103
clackamas,159,U.S. House,5,Kurt Schrader,1985
clackamas,159,U.S. House,5,Fred Thompson,991
clackamas,159,U.S. House,5,Raymond Baldwin,22
clackamas,159,U.S. House,5,Christina Jean Lugo,48
clackamas,159,U.S. House,5,Write-ins,3
clackamas,159,U.S. House,5,Over Votes,0
clackamas,159,U.S. House,5,Under Votes,213
clackamas,160,U.S. House,5,Kurt Schrader,187
clackamas,160,U.S. House,5,Fred Thompson,149
clackamas,160,U.S. House,5,Raymond Baldwin,4
clackamas,160,U.S. House,5,Christina Jean Lugo,5
clackamas,160,U.S. House,5,Write-ins,1
clackamas,160,U.S. House,5,Over Votes,0
clackamas,160,U.S. House,5,Under Votes,31
clackamas,201,U.S. House,5,Kurt Schrader,1346
clackamas,201,U.S. House,5,Fred Thompson,1094
clackamas,201,U.S. House,5,Raymond Baldwin,22
clackamas,201,U.S. House,5,Christina Jean Lugo,58
clackamas,201,U.S. House,5,Write-ins,0
clackamas,201,U.S. House,5,Over Votes,0
clackamas,201,U.S. House,5,Under Votes,170
clackamas,202,U.S. House,5,Kurt Schrader,1845
clackamas,202,U.S. House,5,Fred Thompson,1571
clackamas,202,U.S. House,5,Raymond Baldwin,38
clackamas,202,U.S. House,5,Christina Jean Lugo,82
clackamas,202,U.S. House,5,Write-ins,2
clackamas,202,U.S. House,5,Over Votes,0
clackamas,202,U.S. House,5,Under Votes,277
clackamas,203,U.S. House,5,Kurt Schrader,953
clackamas,203,U.S. House,5,Fred Thompson,903
clackamas,203,U.S. House,5,Raymond Baldwin,8
clackamas,203,U.S. House,5,Christina Jean Lugo,19
clackamas,203,U.S. House,5,Write-ins,3
clackamas,203,U.S. House,5,Over Votes,0
clackamas,203,U.S. House,5,Under Votes,98
clackamas,251,U.S. House,5,Kurt Schrader,1
clackamas,251,U.S. House,5,Fred Thompson,1
clackamas,251,U.S. House,5,Raymond Baldwin,0
clackamas,251,U.S. House,5,Christina Jean Lugo,0
clackamas,251,U.S. House,5,Write-ins,0
clackamas,251,U.S. House,5,Over Votes,0
clackamas,251,U.S. House,5,Under Votes,0
clackamas,252,U.S. House,5,Kurt Schrader,822
clackamas,252,U.S. House,5,Fred Thompson,717
clackamas,252,U.S. House,5,Raymond Baldwin,9
clackamas,252,U.S. House,5,Christina Jean Lugo,15
clackamas,252,U.S. House,5,Write-ins,2
clackamas,252,U.S. House,5,Over Votes,0
clackamas,252,U.S. House,5,Under Votes,110
clackamas,280,U.S. House,5,Kurt Schrader,721
clackamas,280,U.S. House,5,Fred Thompson,367
clackamas,280,U.S. House,5,Raymond Baldwin,11
clackamas,280,U.S. House,5,Christina Jean Lugo,33
clackamas,280,U.S. House,5,Write-ins,1
clackamas,280,U.S. House,5,Over Votes,0
clackamas,280,U.S. House,5,Under Votes,57
clackamas,281,U.S. House,5,Kurt Schrader,842
clackamas,281,U.S. House,5,Fred Thompson,418
clackamas,281,U.S. House,5,Raymond Baldwin,7
clackamas,281,U.S. House,5,Christina Jean Lugo,18
clackamas,281,U.S. House,5,Write-ins,2
clackamas,281,U.S. House,5,Over Votes,0
clackamas,281,U.S. House,5,Under Votes,76
clackamas,282,U.S. House,5,Kurt Schrader,228
clackamas,282,U.S. House,5,Fred Thompson,148
clackamas,282,U.S. House,5,Raymond Baldwin,3
clackamas,282,U.S. House,5,Christina Jean Lugo,8
clackamas,282,U.S. House,5,Write-ins,0
clackamas,282,U.S. House,5,Over Votes,0
clackamas,282,U.S. House,5,Under Votes,27
clackamas,283,U.S. House,5,Kurt Schrader,261
clackamas,283,U.S. House,5,Fred Thompson,196
clackamas,283,U.S. House,5,Raymond Baldwin,1
clackamas,283,U.S. House,5,Christina Jean Lugo,2
clackamas,283,U.S. House,5,Write-ins,1
clackamas,283,U.S. House,5,Over Votes,0
clackamas,283,U.S. House,5,Under Votes,19
clackamas,320,U.S. House,5,Kurt Schrader,547
clackamas,320,U.S. House,5,Fred Thompson,477
clackamas,320,U.S. House,5,Raymond Baldwin,8
clackamas,320,U.S. House,5,Christina Jean Lugo,14
clackamas,320,U.S. House,5,Write-ins,0
clackamas,320,U.S. House,5,Over Votes,0
clackamas,320,U.S. House,5,Under Votes,65
clackamas,321,U.S. House,5,Kurt Schrader,585
clackamas,321,U.S. House,5,Fred Thompson,783
clackamas,321,U.S. House,5,Raymond Baldwin,13
clackamas,321,U.S. House,5,Christina Jean Lugo,14
clackamas,321,U.S. House,5,Write-ins,2
clackamas,321,U.S. House,5,Over Votes,0
clackamas,321,U.S. House,5,Under Votes,105
clackamas,322,U.S. House,5,Kurt Schrader,451
clackamas,322,U.S. House,5,Fred Thompson,555
clackamas,322,U.S. House,5,Raymond Baldwin,8
clackamas,322,U.S. House,5,Christina Jean Lugo,12
clackamas,322,U.S. House,5,Write-ins,0
clackamas,322,U.S. House,5,Over Votes,0
clackamas,322,U.S. House,5,Under Votes,46
clackamas,323,U.S. House,5,Kurt Schrader,609
clackamas,323,U.S. House,5,Fred Thompson,651
clackamas,323,U.S. House,5,Raymond Baldwin,4
clackamas,323,U.S. House,5,Christina Jean Lugo,14
clackamas,323,U.S. House,5,Write-ins,3
clackamas,323,U.S. House,5,Over Votes,1
clackamas,323,U.S. House,5,Under Votes,77
clackamas,330,U.S. House,5,Kurt Schrader,1028
clackamas,330,U.S. House,5,Fred Thompson,1334
clackamas,330,U.S. House,5,Raymond Baldwin,36
clackamas,330,U.S. House,5,Christina Jean Lugo,37
clackamas,330,U.S. House,5,Write-ins,1
clackamas,330,U.S. House,5,Over Votes,1
clackamas,330,U.S. House,5,Under Votes,118
clackamas,331,U.S. House,5,Kurt Schrader,252
clackamas,331,U.S. House,5,Fred Thompson,310
clackamas,331,U.S. House,5,Raymond Baldwin,7
clackamas,331,U.S. House,5,Christina Jean Lugo,11
clackamas,331,U.S. House,5,Write-ins,0
clackamas,331,U.S. House,5,Over Votes,0
clackamas,331,U.S. House,5,Under Votes,42
clackamas,332,U.S. House,5,Kurt Schrader,88
clackamas,332,U.S. House,5,Fred Thompson,130
clackamas,332,U.S. House,5,Raymond Baldwin,5
clackamas,332,U.S. House,5,Christina Jean Lugo,3
clackamas,332,U.S. House,5,Write-ins,0
clackamas,332,U.S. House,5,Over Votes,0
clackamas,332,U.S. House,5,Under Votes,13
clackamas,333,U.S. House,5,Kurt Schrader,573
clackamas,333,U.S. House,5,Fred Thompson,651
clackamas,333,U.S. House,5,Raymond Baldwin,10
clackamas,333,U.S. House,5,Christina Jean Lugo,15
clackamas,333,U.S. House,5,Write-ins,0
clackamas,333,U.S. House,5,Over Votes,0
clackamas,333,U.S. House,5,Under Votes,50
clackamas,351,U.S. House,5,Kurt Schrader,1078
clackamas,351,U.S. House,5,Fred Thompson,1363
clackamas,351,U.S. House,5,Raymond Baldwin,44
clackamas,351,U.S. House,5,Christina Jean Lugo,59
clackamas,351,U.S. House,5,Write-ins,3
clackamas,351,U.S. House,5,Over Votes,1
clackamas,351,U.S. House,5,Under Votes,155
clackamas,352,U.S. House,5,Kurt Schrader,595
clackamas,352,U.S. House,5,Fred Thompson,960
clackamas,352,U.S. House,5,Raymond Baldwin,20
clackamas,352,U.S. House,5,Christina Jean Lugo,31
clackamas,352,U.S. House,5,Write-ins,1
clackamas,352,U.S. House,5,Over Votes,1
clackamas,352,U.S. House,5,Under Votes,79
clackamas,361,U.S. House,5,Kurt Schrader,34
clackamas,361,U.S. House,5,Fred Thompson,20
clackamas,361,U.S. House,5,Raymond Baldwin,3
clackamas,361,U.S. House,5,Christina Jean Lugo,1
clackamas,361,U.S. House,5,Write-ins,0
clackamas,361,U.S. House,5,Over Votes,0
clackamas,361,U.S. House,5,Under Votes,4
clackamas,410,U.S. House,5,Kurt Schrader,658
clackamas,410,U.S. House,5,Fred Thompson,501
clackamas,410,U.S. House,5,Raymond Baldwin,8
clackamas,410,U.S. House,5,Christina Jean Lugo,33
clackamas,410,U.S. House,5,Write-ins,3
clackamas,410,U.S. House,5,Over Votes,0
clackamas,410,U.S. House,5,Under Votes,102
clackamas,411,U.S. House,5,Kurt Schrader,1266
clackamas,411,U.S. House,5,Fred Thompson,997
clackamas,411,U.S. House,5,Raymond Baldwin,20
clackamas,411,U.S. House,5,Christina Jean Lugo,42
clackamas,411,U.S. House,5,Write-ins,1
clackamas,411,U.S. House,5,Over Votes,0
clackamas,411,U.S. House,5,Under Votes,212
clackamas,413,U.S. House,5,Kurt Schrader,803
clackamas,413,U.S. House,5,Fred Thompson,582
clackamas,413,U.S. House,5,Raymond Baldwin,30
clackamas,413,U.S. House,5,Christina Jean Lugo,57
clackamas,413,U.S. House,5,Write-ins,4
clackamas,413,U.S. House,5,Over Votes,0
clackamas,413,U.S. House,5,Under Votes,99
clackamas,417,U.S. House,5,Kurt Schrader,22
clackamas,417,U.S. House,5,Fred Thompson,10
clackamas,417,U.S. House,5,Raymond Baldwin,0
clackamas,417,U.S. House,5,Christina Jean Lugo,3
clackamas,417,U.S. House,5,Write-ins,1
clackamas,417,U.S. House,5,Over Votes,0
clackamas,417,U.S. House,5,Under Votes,3
clackamas,418,U.S. House,5,Kurt Schrader,1691
clackamas,418,U.S. House,5,Fred Thompson,1066
clackamas,418,U.S. House,5,Raymond Baldwin,29
clackamas,418,U.S. House,5,Christina Jean Lugo,82
clackamas,418,U.S. House,5,Write-ins,9
clackamas,418,U.S. House,5,Over Votes,1
clackamas,418,U.S. House,5,Under Votes,257
clackamas,419,U.S. House,5,Kurt Schrader,366
clackamas,419,U.S. House,5,Fred Thompson,223
clackamas,419,U.S. House,5,Raymond Baldwin,12
clackamas,419,U.S. House,5,Christina Jean Lugo,18
clackamas,419,U.S. House,5,Write-ins,1
clackamas,419,U.S. House,5,Over Votes,0
clackamas,419,U.S. House,5,Under Votes,50
clackamas,420,U.S. House,5,Kurt Schrader,313
clackamas,420,U.S. House,5,Fred Thompson,143
clackamas,420,U.S. House,5,Raymond Baldwin,7
clackamas,420,U.S. House,5,Christina Jean Lugo,23
clackamas,420,U.S. House,5,Write-ins,2
clackamas,420,U.S. House,5,Over Votes,0
clackamas,420,U.S. House,5,Under Votes,30
clackamas,421,U.S. House,5,Kurt Schrader,1271
clackamas,421,U.S. House,5,Fred Thompson,793
clackamas,421,U.S. House,5,Raymond Baldwin,26
clackamas,421,U.S. House,5,Christina Jean Lugo,30
clackamas,421,U.S. House,5,Write-ins,1
clackamas,421,U.S. House,5,Over Votes,1
clackamas,421,U.S. House,5,Under Votes,141
clackamas,422,U.S. House,5,Kurt Schrader,1733
clackamas,422,U.S. House,5,Fred Thompson,829
clackamas,422,U.S. House,5,Raymond Baldwin,36
clackamas,422,U.S. House,5,Christina Jean Lugo,117
clackamas,422,U.S. House,5,Write-ins,7
clackamas,422,U.S. House,5,Over Votes,1
clackamas,422,U.S. House,5,Under Votes,208
clackamas,500,U.S. House,5,Kurt Schrader,1621
clackamas,500,U.S. House,5,Fred Thompson,987
clackamas,500,U.S. House,5,Raymond Baldwin,26
clackamas,500,U.S. House,5,Christina Jean Lugo,59
clackamas,500,U.S. House,5,Write-ins,4
clackamas,500,U.S. House,5,Over Votes,2
clackamas,500,U.S. House,5,Under Votes,170
clackamas,501,U.S. House,5,Kurt Schrader,1560
clackamas,501,U.S. House,5,Fred Thompson,649
clackamas,501,U.S. House,5,Raymond Baldwin,28
clackamas,501,U.S. House,5,Christina Jean Lugo,63
clackamas,501,U.S. House,5,Write-ins,4
clackamas,501,U.S. House,5,Over Votes,1
clackamas,501,U.S. House,5,Under Votes,136
clackamas,502,U.S. House,5,Kurt Schrader,1903
clackamas,502,U.S. House,5,Fred Thompson,911
clackamas,502,U.S. House,5,Raymond Baldwin,23
clackamas,502,U.S. House,5,Christina Jean Lugo,83
clackamas,502,U.S. House,5,Write-ins,3
clackamas,502,U.S. House,5,Over Votes,0
clackamas,502,U.S. House,5,Under Votes,189
clackamas,503,U.S. House,5,Kurt Schrader,1726
clackamas,503,U.S. House,5,Fred Thompson,1121
clackamas,503,U.S. House,5,Raymond Baldwin,21
clackamas,503,U.S. House,5,Christina Jean Lugo,49
clackamas,503,U.S. House,5,Write-ins,3
clackamas,503,U.S. House,5,Over Votes,1
clackamas,503,U.S. House,5,Under Votes,191
clackamas,504,U.S. House,5,Kurt Schrader,1035
clackamas,504,U.S. House,5,Fred Thompson,607
clackamas,504,U.S. House,5,Raymond Baldwin,24
clackamas,504,U.S. House,5,Christina Jean Lugo,42
clackamas,504,U.S. House,5,Write-ins,3
clackamas,504,U.S. House,5,Over Votes,0
clackamas,504,U.S. House,5,Under Votes,104
clackamas,505,U.S. House,5,Kurt Schrader,885
clackamas,505,U.S. House,5,Fred Thompson,489
clackamas,505,U.S. House,5,Raymond Baldwin,17
clackamas,505,U.S. House,5,Christina Jean Lugo,37
clackamas,505,U.S. House,5,Write-ins,6
clackamas,505,U.S. House,5,Over Votes,0
clackamas,505,U.S. House,5,Under Votes,108
clackamas,506,U.S. House,5,Kurt Schrader,1159
clackamas,506,U.S. House,5,Fred Thompson,722
clackamas,506,U.S. House,5,Raymond Baldwin,30
clackamas,506,U.S. House,5,Christina Jean Lugo,47
clackamas,506,U.S. House,5,Write-ins,0
clackamas,506,U.S. House,5,Over Votes,0
clackamas,506,U.S. House,5,Under Votes,137
clackamas,510,U.S. House,5,Kurt Schrader,422
clackamas,510,U.S. House,5,Fred Thompson,355
clackamas,510,U.S. House,5,Raymond Baldwin,6
clackamas,510,U.S. House,5,Christina Jean Lugo,18
clackamas,510,U.S. House,5,Write-ins,0
clackamas,510,U.S. House,5,Over Votes,0
clackamas,510,U.S. House,5,Under Votes,44
clackamas,511,U.S. House,5,Kurt Schrader,962
clackamas,511,U.S. House,5,Fred Thompson,978
clackamas,511,U.S. House,5,Raymond Baldwin,22
clackamas,511,U.S. House,5,Christina Jean Lugo,33
clackamas,511,U.S. House,5,Write-ins,4
clackamas,511,U.S. House,5,Over Votes,0
clackamas,511,U.S. House,5,Under Votes,90
clackamas,512,U.S. House,5,Kurt Schrader,620
clackamas,512,U.S. House,5,Fred Thompson,437
clackamas,512,U.S. House,5,Raymond Baldwin,13
clackamas,512,U.S. House,5,Christina Jean Lugo,28
clackamas,512,U.S. House,5,Write-ins,1
clackamas,512,U.S. House,5,Over Votes,0
clackamas,512,U.S. House,5,Under Votes,69
clackamas,519,U.S. House,5,Kurt Schrader,316
clackamas,519,U.S. House,5,Fred Thompson,311
clackamas,519,U.S. House,5,Raymond Baldwin,6
clackamas,519,U.S. House,5,Christina Jean Lugo,14
clackamas,519,U.S. House,5,Write-ins,0
clackamas,519,U.S. House,5,Over Votes,0
clackamas,519,U.S. House,5,Under Votes,47
clackamas,001,Secretary of State,,Seth Woolley,77
clackamas,001,Secretary of State,,Robert Wolfe,50
clackamas,001,Secretary of State,,Bruce Alexander Knight,34
clackamas,001,Secretary of State,,Kate Brown,1497
clackamas,001,Secretary of State,,Knute Buehler,1243
clackamas,001,Secretary of State,,Write-ins,4
clackamas,001,Secretary of State,,Over Votes,1
clackamas,001,Secretary of State,,Under Votes,231
clackamas,002,Secretary of State,,Seth Woolley,69
clackamas,002,Secretary of State,,Robert Wolfe,43
clackamas,002,Secretary of State,,Bruce Alexander Knight,55
clackamas,002,Secretary of State,,Kate Brown,1175
clackamas,002,Secretary of State,,Knute Buehler,1017
clackamas,002,Secretary of State,,Write-ins,0
clackamas,002,Secretary of State,,Over Votes,0
clackamas,002,Secretary of State,,Under Votes,155
clackamas,003,Secretary of State,,Seth Woolley,37
clackamas,003,Secretary of State,,Robert Wolfe,19
clackamas,003,Secretary of State,,Bruce Alexander Knight,28
clackamas,003,Secretary of State,,Kate Brown,915
clackamas,003,Secretary of State,,Knute Buehler,726
clackamas,003,Secretary of State,,Write-ins,2
clackamas,003,Secretary of State,,Over Votes,0
clackamas,003,Secretary of State,,Under Votes,142
clackamas,004,Secretary of State,,Seth Woolley,3
clackamas,004,Secretary of State,,Robert Wolfe,0
clackamas,004,Secretary of State,,Bruce Alexander Knight,0
clackamas,004,Secretary of State,,Kate Brown,9
clackamas,004,Secretary of State,,Knute Buehler,15
clackamas,004,Secretary of State,,Write-ins,0
clackamas,004,Secretary of State,,Over Votes,0
clackamas,004,Secretary of State,,Under Votes,2
clackamas,005,Secretary of State,,Seth Woolley,49
clackamas,005,Secretary of State,,Robert Wolfe,45
clackamas,005,Secretary of State,,Bruce Alexander Knight,37
clackamas,005,Secretary of State,,Kate Brown,1297
clackamas,005,Secretary of State,,Knute Buehler,1162
clackamas,005,Secretary of State,,Write-ins,5
clackamas,005,Secretary of State,,Over Votes,0
clackamas,005,Secretary of State,,Under Votes,234
clackamas,006,Secretary of State,,Seth Woolley,17
clackamas,006,Secretary of State,,Robert Wolfe,19
clackamas,006,Secretary of State,,Bruce Alexander Knight,14
clackamas,006,Secretary of State,,Kate Brown,825
clackamas,006,Secretary of State,,Knute Buehler,1058
clackamas,006,Secretary of State,,Write-ins,0
clackamas,006,Secretary of State,,Over Votes,0
clackamas,006,Secretary of State,,Under Votes,112
clackamas,007,Secretary of State,,Seth Woolley,41
clackamas,007,Secretary of State,,Robert Wolfe,27
clackamas,007,Secretary of State,,Bruce Alexander Knight,22
clackamas,007,Secretary of State,,Kate Brown,977
clackamas,007,Secretary of State,,Knute Buehler,983
clackamas,007,Secretary of State,,Write-ins,1
clackamas,007,Secretary of State,,Over Votes,0
clackamas,007,Secretary of State,,Under Votes,196
clackamas,010,Secretary of State,,Seth Woolley,0
clackamas,010,Secretary of State,,Robert Wolfe,0
clackamas,010,Secretary of State,,Bruce Alexander Knight,0
clackamas,010,Secretary of State,,Kate Brown,1
clackamas,010,Secretary of State,,Knute Buehler,11
clackamas,010,Secretary of State,,Write-ins,0
clackamas,010,Secretary of State,,Over Votes,0
clackamas,010,Secretary of State,,Under Votes,2
clackamas,031,Secretary of State,,Seth Woolley,37
clackamas,031,Secretary of State,,Robert Wolfe,23
clackamas,031,Secretary of State,,Bruce Alexander Knight,20
clackamas,031,Secretary of State,,Kate Brown,845
clackamas,031,Secretary of State,,Knute Buehler,700
clackamas,031,Secretary of State,,Write-ins,2
clackamas,031,Secretary of State,,Over Votes,1
clackamas,031,Secretary of State,,Under Votes,117
clackamas,032,Secretary of State,,Seth Woolley,48
clackamas,032,Secretary of State,,Robert Wolfe,28
clackamas,032,Secretary of State,,Bruce Alexander Knight,21
clackamas,032,Secretary of State,,Kate Brown,934
clackamas,032,Secretary of State,,Knute Buehler,628
clackamas,032,Secretary of State,,Write-ins,1
clackamas,032,Secretary of State,,Over Votes,0
clackamas,032,Secretary of State,,Under Votes,149
clackamas,033,Secretary of State,,Seth Woolley,25
clackamas,033,Secretary of State,,Robert Wolfe,20
clackamas,033,Secretary of State,,Bruce Alexander Knight,21
clackamas,033,Secretary of State,,Kate Brown,903
clackamas,033,Secretary of State,,Knute Buehler,823
clackamas,033,Secretary of State,,Write-ins,1
clackamas,033,Secretary of State,,Over Votes,0
clackamas,033,Secretary of State,,Under Votes,145
clackamas,051,Secretary of State,,Seth Woolley,89
clackamas,051,Secretary of State,,Robert Wolfe,27
clackamas,051,Secretary of State,,Bruce Alexander Knight,30
clackamas,051,Secretary of State,,Kate Brown,1266
clackamas,051,Secretary of State,,Knute Buehler,610
clackamas,051,Secretary of State,,Write-ins,3
clackamas,051,Secretary of State,,Over Votes,1
clackamas,051,Secretary of State,,Under Votes,149
clackamas,052,Secretary of State,,Seth Woolley,79
clackamas,052,Secretary of State,,Robert Wolfe,36
clackamas,052,Secretary of State,,Bruce Alexander Knight,33
clackamas,052,Secretary of State,,Kate Brown,1249
clackamas,052,Secretary of State,,Knute Buehler,627
clackamas,052,Secretary of State,,Write-ins,1
clackamas,052,Secretary of State,,Over Votes,0
clackamas,052,Secretary of State,,Under Votes,157
clackamas,053,Secretary of State,,Seth Woolley,67
clackamas,053,Secretary of State,,Robert Wolfe,26
clackamas,053,Secretary of State,,Bruce Alexander Knight,26
clackamas,053,Secretary of State,,Kate Brown,948
clackamas,053,Secretary of State,,Knute Buehler,563
clackamas,053,Secretary of State,,Write-ins,2
clackamas,053,Secretary of State,,Over Votes,0
clackamas,053,Secretary of State,,Under Votes,132
clackamas,054,Secretary of State,,Seth Woolley,50
clackamas,054,Secretary of State,,Robert Wolfe,24
clackamas,054,Secretary of State,,Bruce Alexander Knight,22
clackamas,054,Secretary of State,,Kate Brown,995
clackamas,054,Secretary of State,,Knute Buehler,658
clackamas,054,Secretary of State,,Write-ins,2
clackamas,054,Secretary of State,,Over Votes,2
clackamas,054,Secretary of State,,Under Votes,139
clackamas,055,Secretary of State,,Seth Woolley,67
clackamas,055,Secretary of State,,Robert Wolfe,40
clackamas,055,Secretary of State,,Bruce Alexander Knight,25
clackamas,055,Secretary of State,,Kate Brown,1116
clackamas,055,Secretary of State,,Knute Buehler,706
clackamas,055,Secretary of State,,Write-ins,3
clackamas,055,Secretary of State,,Over Votes,1
clackamas,055,Secretary of State,,Under Votes,129
clackamas,070,Secretary of State,,Seth Woolley,0
clackamas,070,Secretary of State,,Robert Wolfe,0
clackamas,070,Secretary of State,,Bruce Alexander Knight,0
clackamas,070,Secretary of State,,Kate Brown,1
clackamas,070,Secretary of State,,Knute Buehler,4
clackamas,070,Secretary of State,,Write-ins,0
clackamas,070,Secretary of State,,Over Votes,0
clackamas,070,Secretary of State,,Under Votes,0
clackamas,071,Secretary of State,,Seth Woolley,3
clackamas,071,Secretary of State,,Robert Wolfe,0
clackamas,071,Secretary of State,,Bruce Alexander Knight,1
clackamas,071,Secretary of State,,Kate Brown,67
clackamas,071,Secretary of State,,Knute Buehler,69
clackamas,071,Secretary of State,,Write-ins,0
clackamas,071,Secretary of State,,Over Votes,0
clackamas,071,Secretary of State,,Under Votes,7
clackamas,072,Secretary of State,,Seth Woolley,2
clackamas,072,Secretary of State,,Robert Wolfe,1
clackamas,072,Secretary of State,,Bruce Alexander Knight,3
clackamas,072,Secretary of State,,Kate Brown,58
clackamas,072,Secretary of State,,Knute Buehler,22
clackamas,072,Secretary of State,,Write-ins,0
clackamas,072,Secretary of State,,Over Votes,0
clackamas,072,Secretary of State,,Under Votes,10
clackamas,073,Secretary of State,,Seth Woolley,2
clackamas,073,Secretary of State,,Robert Wolfe,1
clackamas,073,Secretary of State,,Bruce Alexander Knight,3
clackamas,073,Secretary of State,,Kate Brown,71
clackamas,073,Secretary of State,,Knute Buehler,55
clackamas,073,Secretary of State,,Write-ins,0
clackamas,073,Secretary of State,,Over Votes,0
clackamas,073,Secretary of State,,Under Votes,6
clackamas,074,Secretary of State,,Seth Woolley,1
clackamas,074,Secretary of State,,Robert Wolfe,0
clackamas,074,Secretary of State,,Bruce Alexander Knight,0
clackamas,074,Secretary of State,,Kate Brown,15
clackamas,074,Secretary of State,,Knute Buehler,34
clackamas,074,Secretary of State,,Write-ins,0
clackamas,074,Secretary of State,,Over Votes,0
clackamas,074,Secretary of State,,Under Votes,6
clackamas,100,Secretary of State,,Seth Woolley,6
clackamas,100,Secretary of State,,Robert Wolfe,4
clackamas,100,Secretary of State,,Bruce Alexander Knight,2
clackamas,100,Secretary of State,,Kate Brown,127
clackamas,100,Secretary of State,,Knute Buehler,197
clackamas,100,Secretary of State,,Write-ins,0
clackamas,100,Secretary of State,,Over Votes,0
clackamas,100,Secretary of State,,Under Votes,27
clackamas,101,Secretary of State,,Seth Woolley,38
clackamas,101,Secretary of State,,Robert Wolfe,27
clackamas,101,Secretary of State,,Bruce Alexander Knight,35
clackamas,101,Secretary of State,,Kate Brown,1185
clackamas,101,Secretary of State,,Knute Buehler,1421
clackamas,101,Secretary of State,,Write-ins,1
clackamas,101,Secretary of State,,Over Votes,1
clackamas,101,Secretary of State,,Under Votes,232
clackamas,102,Secretary of State,,Seth Woolley,5
clackamas,102,Secretary of State,,Robert Wolfe,4
clackamas,102,Secretary of State,,Bruce Alexander Knight,0
clackamas,102,Secretary of State,,Kate Brown,94
clackamas,102,Secretary of State,,Knute Buehler,89
clackamas,102,Secretary of State,,Write-ins,0
clackamas,102,Secretary of State,,Over Votes,0
clackamas,102,Secretary of State,,Under Votes,15
clackamas,103,Secretary of State,,Seth Woolley,31
clackamas,103,Secretary of State,,Robert Wolfe,25
clackamas,103,Secretary of State,,Bruce Alexander Knight,25
clackamas,103,Secretary of State,,Kate Brown,892
clackamas,103,Secretary of State,,Knute Buehler,1294
clackamas,103,Secretary of State,,Write-ins,2
