county,precinct,office,district,candidate,party,votes
Malheur,1 - Ontario 1,President,,Donald J. Trump,REP,639
Malheur,2 - Ontario 2,President,,Donald J. Trump,REP,492
Malheur,3 - Ontario 3,President,,Donald J. Trump,REP,475
Malheur,4 - Ontario 4,President,,Donald J. Trump,REP,594
Malheur,5 - Applegate,President,,Donald J. Trump,REP,324
Malheur,6 - Fair/Ontario Heights,President,,Donald J. Trump,REP,663
Malheur,7 - Butte/Cairo,President,,Donald J. Trump,REP,505
Malheur,8 - City of Nyssa,President,,Donald J. Trump,REP,525
Malheur,9 - Rural Nyssa,President,,Donald J. Trump,REP,705
Malheur,10 - City of Adrian,President,,Donald J. Trump,REP,56
Malheur,11 - Rural Adrian,President,,Donald J. Trump,REP,493
Malheur,12 - City of Vale,President,,Donald J. Trump,REP,567
Malheur,13 - South Rural Vale,President,,Donald J. Trump,REP,447
Malheur,14 - North Rural Vale,President,,Donald J. Trump,REP,643
Malheur,15 - Willowcreek,President,,Donald J. Trump,REP,243
Malheur,16 - Brogan,President,,Donald J. Trump,REP,51
Malheur,17 - Ironside,President,,Donald J. Trump,REP,36
Malheur,18 - Harper,President,,Donald J. Trump,REP,160
Malheur,19 - Juntura,President,,Donald J. Trump,REP,69
Malheur,20 - City of Jordan Valley,President,,Donald J. Trump,REP,97
Malheur,21 - Rural Jordan Valley,President,,Donald J. Trump,REP,154
Malheur,22 - Arock,President,,Donald J. Trump,REP,90
Malheur,23 - McDermitt,President,,Donald J. Trump,REP,27
Malheur,24 - Annex/Huntington/Farewell Bend,President,,Donald J. Trump,REP,132
Malheur,1 - Ontario 1,President,,Joseph R. Biden,DEM,386
Malheur,2 - Ontario 2,President,,Joseph R. Biden,DEM,543
Malheur,3 - Ontario 3,President,,Joseph R. Biden,DEM,388
Malheur,4 - Ontario 4,President,,Joseph R. Biden,DEM,358
Malheur,5 - Applegate,President,,Joseph R. Biden,DEM,73
Malheur,6 - Fair/Ontario Heights,President,,Joseph R. Biden,DEM,230
Malheur,7 - Butte/Cairo,President,,Joseph R. Biden,DEM,159
Malheur,8 - City of Nyssa,President,,Joseph R. Biden,DEM,363
Malheur,9 - Rural Nyssa,President,,Joseph R. Biden,DEM,131
Malheur,10 - City of Adrian,President,,Joseph R. Biden,DEM,26
Malheur,11 - Rural Adrian,President,,Joseph R. Biden,DEM,85
Malheur,12 - City of Vale,President,,Joseph R. Biden,DEM,198
Malheur,13 - South Rural Vale,President,,Joseph R. Biden,DEM,90
Malheur,14 - North Rural Vale,President,,Joseph R. Biden,DEM,117
Malheur,15 - Willowcreek,President,,Joseph R. Biden,DEM,16
Malheur,16 - Brogan,President,,Joseph R. Biden,DEM,25
Malheur,17 - Ironside,President,,Joseph R. Biden,DEM,2
Malheur,18 - Harper,President,,Joseph R. Biden,DEM,7
Malheur,19 - Juntura,President,,Joseph R. Biden,DEM,0
Malheur,20 - City of Jordan Valley,President,,Joseph R. Biden,DEM,3
Malheur,21 - Rural Jordan Valley,President,,Joseph R. Biden,DEM,7
Malheur,22 - Arock,President,,Joseph R. Biden,DEM,1
Malheur,23 - McDermitt,President,,Joseph R. Biden,DEM,2
Malheur,24 - Annex/Huntington/Farewell Bend,President,,Joseph R. Biden,DEM,50
Malheur,1 - Ontario 1,President,,Jo Jorgensen,LBT,21
Malheur,2 - Ontario 2,President,,Jo Jorgensen,LBT,32
Malheur,3 - Ontario 3,President,,Jo Jorgensen,LBT,47
Malheur,4 - Ontario 4,President,,Jo Jorgensen,LBT,11
Malheur,5 - Applegate,President,,Jo Jorgensen,LBT,3
Malheur,6 - Fair/Ontario Heights,President,,Jo Jorgensen,LBT,10
Malheur,7 - Butte/Cairo,President,,Jo Jorgensen,LBT,20
Malheur,8 - City of Nyssa,President,,Jo Jorgensen,LBT,14
Malheur,9 - Rural Nyssa,President,,Jo Jorgensen,LBT,10
Malheur,10 - City of Adrian,President,,Jo Jorgensen,LBT,4
Malheur,11 - Rural Adrian,President,,Jo Jorgensen,LBT,5
Malheur,12 - City of Vale,President,,Jo Jorgensen,LBT,16
Malheur,13 - South Rural Vale,President,,Jo Jorgensen,LBT,4
Malheur,14 - North Rural Vale,President,,Jo Jorgensen,LBT,13
Malheur,15 - Willowcreek,President,,Jo Jorgensen,LBT,5
Malheur,16 - Brogan,President,,Jo Jorgensen,LBT,1
Malheur,17 - Ironside,President,,Jo Jorgensen,LBT,0
Malheur,18 - Harper,President,,Jo Jorgensen,LBT,1
Malheur,19 - Juntura,President,,Jo Jorgensen,LBT,0
Malheur,20 - City of Jordan Valley,President,,Jo Jorgensen,LBT,0
Malheur,21 - Rural Jordan Valley,President,,Jo Jorgensen,LBT,0
Malheur,22 - Arock,President,,Jo Jorgensen,LBT,0
Malheur,23 - McDermitt,President,,Jo Jorgensen,LBT,1
Malheur,24 - Annex/Huntington/Farewell Bend,President,,Jo Jorgensen,LBT,3
Malheur,1 - Ontario 1,President,,Howie Hawkins,PGP,5
Malheur,2 - Ontario 2,President,,Howie Hawkins,PGP,7
Malheur,3 - Ontario 3,President,,Howie Hawkins,PGP,3
Malheur,4 - Ontario 4,President,,Howie Hawkins,PGP,6
Malheur,5 - Applegate,President,,Howie Hawkins,PGP,2
Malheur,6 - Fair/Ontario Heights,President,,Howie Hawkins,PGP,7
Malheur,7 - Butte/Cairo,President,,Howie Hawkins,PGP,5
Malheur,8 - City of Nyssa,President,,Howie Hawkins,PGP,8
Malheur,9 - Rural Nyssa,President,,Howie Hawkins,PGP,3
Malheur,10 - City of Adrian,President,,Howie Hawkins,PGP,1
Malheur,11 - Rural Adrian,President,,Howie Hawkins,PGP,3
Malheur,12 - City of Vale,President,,Howie Hawkins,PGP,2
Malheur,13 - South Rural Vale,President,,Howie Hawkins,PGP,2
Malheur,14 - North Rural Vale,President,,Howie Hawkins,PGP,2
Malheur,15 - Willowcreek,President,,Howie Hawkins,PGP,0
Malheur,16 - Brogan,President,,Howie Hawkins,PGP,0
Malheur,17 - Ironside,President,,Howie Hawkins,PGP,0
Malheur,18 - Harper,President,,Howie Hawkins,PGP,0
Malheur,19 - Juntura,President,,Howie Hawkins,PGP,0
Malheur,20 - City of Jordan Valley,President,,Howie Hawkins,PGP,0
Malheur,21 - Rural Jordan Valley,President,,Howie Hawkins,PGP,0
Malheur,22 - Arock,President,,Howie Hawkins,PGP,0
Malheur,23 - McDermitt,President,,Howie Hawkins,PGP,0
Malheur,24 - Annex/Huntington/Farewell Bend,President,,Howie Hawkins,PGP,0
Malheur,1 - Ontario 1,President,,Dario Hunter,PRO,4
Malheur,2 - Ontario 2,President,,Dario Hunter,PRO,4
Malheur,3 - Ontario 3,President,,Dario Hunter,PRO,4
Malheur,4 - Ontario 4,President,,Dario Hunter,PRO,2
Malheur,5 - Applegate,President,,Dario Hunter,PRO,1
Malheur,6 - Fair/Ontario Heights,President,,Dario Hunter,PRO,0
Malheur,7 - Butte/Cairo,President,,Dario Hunter,PRO,0
Malheur,8 - City of Nyssa,President,,Dario Hunter,PRO,3
