county,precinct,office,district,candidate,party,votes,,
Lincoln,01 Waldport,State House,10,David Gomberg,DEM,799,,
Lincoln,01 Waldport,State House,10,Max Sherman,REP,578,,
Lincoln,01 Waldport,State House,10,Write-In,,2,,
Lincoln,01 Waldport,State House,10,Over Votes,,0,,
Lincoln,01 Waldport,State House,10,Under Votes,,74,,
Lincoln,02 Alsea,Registered Voters,,,,794,,
Lincoln,02 Alsea,Ballots Cast,,,,619,,
Lincoln,02 Alsea,Ballots Cast Blank,,,,1,,
Lincoln,02 Alsea,President,,Donald J. Trump,REP,309,,
Lincoln,02 Alsea,President,,Joseph R. Biden,DEM,297,,
Lincoln,02 Alsea,President,,Jo Jorgensen,LBT,7,,
Lincoln,02 Alsea,President,,Howie Hawkins,PGP,2,,
Lincoln,02 Alsea,President,,Dario Hunter,PRO,1,,
Lincoln,02 Alsea,President,,Write-In,,0,,
Lincoln,02 Alsea,President,,Over Votes,,0,,
Lincoln,02 Alsea,President,,Under Votes,,3,,
Lincoln,02 Alsea,U.S. Senate,,Jo Rae Perkins,REP,298,,
Lincoln,02 Alsea,U.S. Senate,,Jeff Merkley,DEM,293,,
Lincoln,02 Alsea,U.S. Senate,,Ibrahim A. Taher,PGP,4,,
Lincoln,02 Alsea,U.S. Senate,,Gary Dye,LBT,12,,
Lincoln,02 Alsea,U.S. Senate,,Write-In,,1,,
Lincoln,02 Alsea,U.S. Senate,,Over Votes,,0,,
Lincoln,02 Alsea,U.S. Senate,,Under Votes,,11,,
Lincoln,02 Alsea,U.S. House,5,Matthew James Rix,LBT,22,,
Lincoln,02 Alsea,U.S. House,5,Amy Ryan Courser,REP,298,,
Lincoln,02 Alsea,U.S. House,5,Kurt Schrader,DEM,279,,
Lincoln,02 Alsea,U.S. House,5,Write-In,,2,,
Lincoln,02 Alsea,U.S. House,5,Over Votes,,0,,
Lincoln,02 Alsea,U.S. House,5,Under Votes,,18,,
Lincoln,02 Alsea,Secretary of State,,Nathalie Paravicini,PGP,14,,
Lincoln,02 Alsea,Secretary of State,,Kyle Markley,LBT,24,,
Lincoln,02 Alsea,Secretary of State,,Kim Thatcher,REP,308,,
Lincoln,02 Alsea,Secretary of State,,Shemia Fagan,DEM,248,,
Lincoln,02 Alsea,Secretary of State,,Write-In,,0,,
Lincoln,02 Alsea,Secretary of State,,Over Votes,,0,,
Lincoln,02 Alsea,Secretary of State,,Under Votes,,25,,
Lincoln,02 Alsea,State Treasurer,,Michael P. Marsh,CON,24,,
Lincoln,02 Alsea,State Treasurer,,Tobias Read,DEM,259,,
Lincoln,02 Alsea,State Treasurer,,Chris Henry,IND,22,,
Lincoln,02 Alsea,State Treasurer,,Jeff Gudman,REP,286,,
Lincoln,02 Alsea,State Treasurer,,Write-In,,0,,
Lincoln,02 Alsea,State Treasurer,,Over Votes,,0,,
Lincoln,02 Alsea,State Treasurer,,Under Votes,,28,,
Lincoln,02 Alsea,Attorney General,,Ellen Rosenblum,DEM,284,,
Lincoln,02 Alsea,Attorney General,,Lars D.H. Hedbor,LBT,11,,
Lincoln,02 Alsea,Attorney General,,Michael Cross,REP,297,,
Lincoln,02 Alsea,Attorney General,,Write-In,,0,,
Lincoln,02 Alsea,Attorney General,,Over Votes,,0,,
Lincoln,02 Alsea,Attorney General,,Under Votes,,27,,
Lincoln,02 Alsea,State Senate,5,Dick Anderson,REP,309,,
Lincoln,02 Alsea,State Senate,5,Shauleen Higgins,PGP,16,,
Lincoln,02 Alsea,State Senate,5,Melissa T. Cribbins,DEM,267,,
Lincoln,02 Alsea,State Senate,5,Write-In,,0,,
Lincoln,02 Alsea,State Senate,5,Over Votes,,0,,
Lincoln,02 Alsea,State Senate,5,Under Votes,,27,,
Lincoln,02 Alsea,State House,9,Cal Mukumoto,DEM,,,
Lincoln,02 Alsea,State House,9,Boomer Wright,REP,,,
Lincoln,02 Alsea,State House,9,Write-In,,,,
Lincoln,02 Alsea,State House,9,Over Votes,,,,
Lincoln,02 Alsea,State House,9,Under Votes,,,,
Lincoln,02 Alsea,State House,10,David Gomberg,DEM,279,,
Lincoln,02 Alsea,State House,10,Max Sherman,REP,302,,
Lincoln,02 Alsea,State House,10,Write-In,,1,,
Lincoln,02 Alsea,State House,10,Over Votes,,0,,
Lincoln,02 Alsea,State House,10,Under Votes,,37,,
Lincoln,03 Seaview,Registered Voters,,,,978,,
Lincoln,03 Seaview,Ballots Cast,,,,811,,
Lincoln,03 Seaview,Ballots Cast Blank,,,,1,,
Lincoln,03 Seaview,President,,Donald J. Trump,REP,321,,
Lincoln,03 Seaview,President,,Joseph R. Biden,DEM,455,,
Lincoln,03 Seaview,President,,Jo Jorgensen,LBT,13,,
Lincoln,03 Seaview,President,,Howie Hawkins,PGP,7,,
Lincoln,03 Seaview,President,,Dario Hunter,PRO,2,,
Lincoln,03 Seaview,President,,Write-In,,5,,
Lincoln,03 Seaview,President,,Over Votes,,0,,
Lincoln,03 Seaview,President,,Under Votes,,8,,
Lincoln,03 Seaview,U.S. Senate,,Jo Rae Perkins,REP,301,,
Lincoln,03 Seaview,U.S. Senate,,Jeff Merkley,DEM,462,,
Lincoln,03 Seaview,U.S. Senate,,Ibrahim A. Taher,PGP,13,,
Lincoln,03 Seaview,U.S. Senate,,Gary Dye,LBT,12,,
Lincoln,03 Seaview,U.S. Senate,,Write-In,,0,,
Lincoln,03 Seaview,U.S. Senate,,Over Votes,,0,,
Lincoln,03 Seaview,U.S. Senate,,Under Votes,,23,,
Lincoln,03 Seaview,U.S. House,5,Matthew James Rix,LBT,22,,
Lincoln,03 Seaview,U.S. House,5,Amy Ryan Courser,REP,310,,
Lincoln,03 Seaview,U.S. House,5,Kurt Schrader,DEM,451,,
Lincoln,03 Seaview,U.S. House,5,Write-In,,0,,
Lincoln,03 Seaview,U.S. House,5,Over Votes,,0,,
Lincoln,03 Seaview,U.S. House,5,Under Votes,,28,,
Lincoln,03 Seaview,Secretary of State,,Nathalie Paravicini,PGP,33,,
Lincoln,03 Seaview,Secretary of State,,Kyle Markley,LBT,21,,
Lincoln,03 Seaview,Secretary of State,,Kim Thatcher,REP,325,,
Lincoln,03 Seaview,Secretary of State,,Shemia Fagan,DEM,400,,
Lincoln,03 Seaview,Secretary of State,,Write-In,,0,,
Lincoln,03 Seaview,Secretary of State,,Over Votes,,0,,
Lincoln,03 Seaview,Secretary of State,,Under Votes,,32,,
Lincoln,03 Seaview,State Treasurer,,Michael P. Marsh,CON,17,,
Lincoln,03 Seaview,State Treasurer,,Tobias Read,DEM,406,,
Lincoln,03 Seaview,State Treasurer,,Chris Henry,IND,50,,
Lincoln,03 Seaview,State Treasurer,,Jeff Gudman,REP,302,,
Lincoln,03 Seaview,State Treasurer,,Write-In,,0,,
Lincoln,03 Seaview,State Treasurer,,Over Votes,,0,,
Lincoln,03 Seaview,State Treasurer,,Under Votes,,36,,
Lincoln,03 Seaview,Attorney General,,Ellen Rosenblum,DEM,439,,
Lincoln,03 Seaview,Attorney General,,Lars D.H. Hedbor,LBT,22,,
Lincoln,03 Seaview,Attorney General,,Michael Cross,REP,306,,
Lincoln,03 Seaview,Attorney General,,Write-In,,4,,
Lincoln,03 Seaview,Attorney General,,Over Votes,,0,,
Lincoln,03 Seaview,Attorney General,,Under Votes,,40,,
Lincoln,03 Seaview,State Senate,5,Dick Anderson,REP,321,,
Lincoln,03 Seaview,State Senate,5,Shauleen Higgins,PGP,35,,
Lincoln,03 Seaview,State Senate,5,Melissa T. Cribbins,DEM,420,,
Lincoln,03 Seaview,State Senate,5,Write-In,,0,,
Lincoln,03 Seaview,State Senate,5,Over Votes,,0,,
Lincoln,03 Seaview,State Senate,5,Under Votes,,35,,
Lincoln,03 Seaview,State House,9,Cal Mukumoto,DEM,,,
Lincoln,03 Seaview,State House,9,Boomer Wright,REP,,,
Lincoln,03 Seaview,State House,9,Write-In,,,,
Lincoln,03 Seaview,State House,9,Over Votes,,,,
Lincoln,03 Seaview,State House,9,Under Votes,,,,
Lincoln,03 Seaview,State House,10,David Gomberg,DEM,426,,
Lincoln,03 Seaview,State House,10,Max Sherman,REP,330,,
Lincoln,03 Seaview,State House,10,Write-In,,1,,
Lincoln,03 Seaview,State House,10,Over Votes,,0,,
Lincoln,03 Seaview,State House,10,Under Votes,,54,,
Lincoln,04 Tidewater,Registered Voters,,,,584,,
Lincoln,04 Tidewater,Ballots Cast,,,,497,,
Lincoln,04 Tidewater,Ballots Cast Blank,,,,0,,
Lincoln,04 Tidewater,President,,Donald J. Trump,REP,262,,
Lincoln,04 Tidewater,President,,Joseph R. Biden,DEM,217,,
Lincoln,04 Tidewater,President,,Jo Jorgensen,LBT,11,,
Lincoln,04 Tidewater,President,,Howie Hawkins,PGP,2,,
Lincoln,04 Tidewater,President,,Dario Hunter,PRO,0,,
Lincoln,04 Tidewater,President,,Write-In,,1,,
Lincoln,04 Tidewater,President,,Over Votes,,0,,
Lincoln,04 Tidewater,President,,Under Votes,,4,,
Lincoln,04 Tidewater,U.S. Senate,,Jo Rae Perkins,REP,256,,
Lincoln,04 Tidewater,U.S. Senate,,Jeff Merkley,DEM,222,,
Lincoln,04 Tidewater,U.S. Senate,,Ibrahim A. Taher,PGP,3,,
Lincoln,04 Tidewater,U.S. Senate,,Gary Dye,LBT,5,,
Lincoln,04 Tidewater,U.S. Senate,,Write-In,,0,,
Lincoln,04 Tidewater,U.S. Senate,,Over Votes,,0,,
Lincoln,04 Tidewater,U.S. Senate,,Under Votes,,11,,
Lincoln,04 Tidewater,U.S. House,5,Matthew James Rix,LBT,12,,
Lincoln,04 Tidewater,U.S. House,5,Amy Ryan Courser,REP,254,,
Lincoln,04 Tidewater,U.S. House,5,Kurt Schrader,DEM,215,,
Lincoln,04 Tidewater,U.S. House,5,Write-In,,0,,
Lincoln,04 Tidewater,U.S. House,5,Over Votes,,0,,
Lincoln,04 Tidewater,U.S. House,5,Under Votes,,16,,
Lincoln,04 Tidewater,Secretary of State,,Nathalie Paravicini,PGP,10,,
Lincoln,04 Tidewater,Secretary of State,,Kyle Markley,LBT,14,,
Lincoln,04 Tidewater,Secretary of State,,Kim Thatcher,REP,262,,
Lincoln,04 Tidewater,Secretary of State,,Shemia Fagan,DEM,191,,
Lincoln,04 Tidewater,Secretary of State,,Write-In,,0,,
Lincoln,04 Tidewater,Secretary of State,,Over Votes,,0,,
Lincoln,04 Tidewater,Secretary of State,,Under Votes,,20,,
Lincoln,04 Tidewater,State Treasurer,,Michael P. Marsh,CON,11,,
Lincoln,04 Tidewater,State Treasurer,,Tobias Read,DEM,203,,
Lincoln,04 Tidewater,State Treasurer,,Chris Henry,IND,19,,
Lincoln,04 Tidewater,State Treasurer,,Jeff Gudman,REP,242,,
Lincoln,04 Tidewater,State Treasurer,,Write-In,,0,,
Lincoln,04 Tidewater,State Treasurer,,Over Votes,,0,,
Lincoln,04 Tidewater,State Treasurer,,Under Votes,,22,,
Lincoln,04 Tidewater,Attorney General,,Ellen Rosenblum,DEM,210,,
Lincoln,04 Tidewater,Attorney General,,Lars D.H. Hedbor,LBT,10,,
Lincoln,04 Tidewater,Attorney General,,Michael Cross,REP,254,,
Lincoln,04 Tidewater,Attorney General,,Write-In,,0,,
Lincoln,04 Tidewater,Attorney General,,Over Votes,,0,,
Lincoln,04 Tidewater,Attorney General,,Under Votes,,23,,
Lincoln,04 Tidewater,State Senate,5,Dick Anderson,REP,264,,
Lincoln,04 Tidewater,State Senate,5,Shauleen Higgins,PGP,13,,
Lincoln,04 Tidewater,State Senate,5,Melissa T. Cribbins,DEM,199,,
Lincoln,04 Tidewater,State Senate,5,Write-In,,1,,
Lincoln,04 Tidewater,State Senate,5,Over Votes,,0,,
Lincoln,04 Tidewater,State Senate,5,Under Votes,,20,,
Lincoln,04 Tidewater,State House,9,Cal Mukumoto,DEM,,,
Lincoln,04 Tidewater,State House,9,Boomer Wright,REP,,,
Lincoln,04 Tidewater,State House,9,Write-In,,,,
Lincoln,04 Tidewater,State House,9,Over Votes,,,,
Lincoln,04 Tidewater,State House,9,Under Votes,,,,
Lincoln,04 Tidewater,State House,10,David Gomberg,DEM,205,,
Lincoln,04 Tidewater,State House,10,Max Sherman,REP,266,,
Lincoln,04 Tidewater,State House,10,Write-In,,2,,
Lincoln,04 Tidewater,State House,10,Over Votes,,0,,
Lincoln,04 Tidewater,State House,10,Under Votes,,24,,
Lincoln,05 Yachats,Registered Voters,,,,1233,,
Lincoln,05 Yachats,Ballots Cast,,,,1086,,
Lincoln,05 Yachats,Ballots Cast Blank,,,,1,,
Lincoln,05 Yachats,President,,Donald J. Trump,REP,228,,
Lincoln,05 Yachats,President,,Joseph R. Biden,DEM,826,,
Lincoln,05 Yachats,President,,Jo Jorgensen,LBT,8,,
Lincoln,05 Yachats,President,,Howie Hawkins,PGP,7,,
Lincoln,05 Yachats,President,,Dario Hunter,PRO,3,,
Lincoln,05 Yachats,President,,Write-In,,7,,
Lincoln,05 Yachats,President,,Over Votes,,1,,
Lincoln,05 Yachats,President,,Under Votes,,6,,
Lincoln,05 Yachats,U.S. Senate,,Jo Rae Perkins,REP,227,,
Lincoln,05 Yachats,U.S. Senate,,Jeff Merkley,DEM,817,,
Lincoln,05 Yachats,U.S. Senate,,Ibrahim A. Taher,PGP,12,,
Lincoln,05 Yachats,U.S. Senate,,Gary Dye,LBT,11,,
Lincoln,05 Yachats,U.S. Senate,,Write-In,,0,,
Lincoln,05 Yachats,U.S. Senate,,Over Votes,,0,,
Lincoln,05 Yachats,U.S. Senate,,Under Votes,,19,,
Lincoln,05 Yachats,U.S. House,5,Matthew James Rix,LBT,22,,
Lincoln,05 Yachats,U.S. House,5,Amy Ryan Courser,REP,237,,
Lincoln,05 Yachats,U.S. House,5,Kurt Schrader,DEM,792,,
Lincoln,05 Yachats,U.S. House,5,Write-In,,5,,
Lincoln,05 Yachats,U.S. House,5,Over Votes,,0,,
Lincoln,05 Yachats,U.S. House,5,Under Votes,,30,,
Lincoln,05 Yachats,Secretary of State,,Nathalie Paravicini,PGP,43,,
Lincoln,05 Yachats,Secretary of State,,Kyle Markley,LBT,14,,
Lincoln,05 Yachats,Secretary of State,,Kim Thatcher,REP,249,,
Lincoln,05 Yachats,Secretary of State,,Shemia Fagan,DEM,736,,
Lincoln,05 Yachats,Secretary of State,,Write-In,,1,,
Lincoln,05 Yachats,Secretary of State,,Over Votes,,0,,
Lincoln,05 Yachats,Secretary of State,,Under Votes,,43,,
Lincoln,05 Yachats,State Treasurer,,Michael P. Marsh,CON,22,,
Lincoln,05 Yachats,State Treasurer,,Tobias Read,DEM,736,,
Lincoln,05 Yachats,State Treasurer,,Chris Henry,IND,48,,
Lincoln,05 Yachats,State Treasurer,,Jeff Gudman,REP,235,,
Lincoln,05 Yachats,State Treasurer,,Write-In,,1,,
Lincoln,05 Yachats,State Treasurer,,Over Votes,,0,,
Lincoln,05 Yachats,State Treasurer,,Under Votes,,44,,
Lincoln,05 Yachats,Attorney General,,Ellen Rosenblum,DEM,801,,
Lincoln,05 Yachats,Attorney General,,Lars D.H. Hedbor,LBT,22,,
Lincoln,05 Yachats,Attorney General,,Michael Cross,REP,228,,
Lincoln,05 Yachats,Attorney General,,Write-In,,0,,
Lincoln,05 Yachats,Attorney General,,Over Votes,,0,,
Lincoln,05 Yachats,Attorney General,,Under Votes,,35,,
Lincoln,05 Yachats,State Senate,5,Dick Anderson,REP,254,,
Lincoln,05 Yachats,State Senate,5,Shauleen Higgins,PGP,47,,
Lincoln,05 Yachats,State Senate,5,Melissa T. Cribbins,DEM,749,,
Lincoln,05 Yachats,State Senate,5,Write-In,,0,,
Lincoln,05 Yachats,State Senate,5,Over Votes,,0,,
Lincoln,05 Yachats,State Senate,5,Under Votes,,36,,
Lincoln,05 Yachats,State House,9,Cal Mukumoto,DEM,539,,
Lincoln,05 Yachats,State House,9,Boomer Wright,REP,169,,
Lincoln,05 Yachats,State House,9,Write-In,,0,,
Lincoln,05 Yachats,State House,9,Over Votes,,0,,
Lincoln,05 Yachats,State House,9,Under Votes,,38,,
Lincoln,05 Yachats,State House,10,David Gomberg,DEM,227,,
Lincoln,05 Yachats,State House,10,Max Sherman,REP,95,,
Lincoln,05 Yachats,State House,10,Write-In,,0,,
Lincoln,05 Yachats,State House,10,Over Votes,,0,,
Lincoln,05 Yachats,State House,10,Under Votes,,18,,
Lincoln,06 Bayview,Registered Voters,,,,1396,,
Lincoln,06 Bayview,Ballots Cast,,,,1235,,
Lincoln,06 Bayview,Ballots Cast Blank,,,,0,,
Lincoln,06 Bayview,President,,Donald J. Trump,REP,457,,
Lincoln,06 Bayview,President,,Joseph R. Biden,DEM,751,,
Lincoln,06 Bayview,President,,Jo Jorgensen,LBT,9,,
Lincoln,06 Bayview,President,,Howie Hawkins,PGP,9,,
Lincoln,06 Bayview,President,,Dario Hunter,PRO,1,,
Lincoln,06 Bayview,President,,Write-In,,5,,
Lincoln,06 Bayview,President,,Over Votes,,0,,
Lincoln,06 Bayview,President,,Under Votes,,3,,
Lincoln,06 Bayview,U.S. Senate,,Jo Rae Perkins,REP,427,,
Lincoln,06 Bayview,U.S. Senate,,Jeff Merkley,DEM,743,,
Lincoln,06 Bayview,U.S. Senate,,Ibrahim A. Taher,PGP,20,,
Lincoln,06 Bayview,U.S. Senate,,Gary Dye,LBT,19,,
Lincoln,06 Bayview,U.S. Senate,,Write-In,,0,,
Lincoln,06 Bayview,U.S. Senate,,Over Votes,,0,,
Lincoln,06 Bayview,U.S. Senate,,Under Votes,,26,,
Lincoln,06 Bayview,U.S. House,5,Matthew James Rix,LBT,30,,
Lincoln,06 Bayview,U.S. House,5,Amy Ryan Courser,REP,441,,
Lincoln,06 Bayview,U.S. House,5,Kurt Schrader,DEM,726,,
Lincoln,06 Bayview,U.S. House,5,Write-In,,0,,
Lincoln,06 Bayview,U.S. House,5,Over Votes,,0,,
Lincoln,06 Bayview,U.S. House,5,Under Votes,,38,,
Lincoln,06 Bayview,Secretary of State,,Nathalie Paravicini,PGP,40,,
Lincoln,06 Bayview,Secretary of State,,Kyle Markley,LBT,31,,
Lincoln,06 Bayview,Secretary of State,,Kim Thatcher,REP,454,,
Lincoln,06 Bayview,Secretary of State,,Shemia Fagan,DEM,666,,
Lincoln,06 Bayview,Secretary of State,,Write-In,,0,,
Lincoln,06 Bayview,Secretary of State,,Over Votes,,0,,
Lincoln,06 Bayview,Secretary of State,,Under Votes,,44,,
Lincoln,06 Bayview,State Treasurer,,Michael P. Marsh,CON,18,,
Lincoln,06 Bayview,State Treasurer,,Tobias Read,DEM,678,,
Lincoln,06 Bayview,State Treasurer,,Chris Henry,IND,51,,
Lincoln,06 Bayview,State Treasurer,,Jeff Gudman,REP,441,,
Lincoln,06 Bayview,State Treasurer,,Write-In,,0,,
Lincoln,06 Bayview,State Treasurer,,Over Votes,,0,,
Lincoln,06 Bayview,State Treasurer,,Under Votes,,47,,
Lincoln,06 Bayview,Attorney General,,Ellen Rosenblum,DEM,724,,
Lincoln,06 Bayview,Attorney General,,Lars D.H. Hedbor,LBT,27,,
Lincoln,06 Bayview,Attorney General,,Michael Cross,REP,439,,
Lincoln,06 Bayview,Attorney General,,Write-In,,1,,
Lincoln,06 Bayview,Attorney General,,Over Votes,,0,,
Lincoln,06 Bayview,Attorney General,,Under Votes,,44,,
Lincoln,06 Bayview,State Senate,5,Dick Anderson,REP,479,,
Lincoln,06 Bayview,State Senate,5,Shauleen Higgins,PGP,38,,
Lincoln,06 Bayview,State Senate,5,Melissa T. Cribbins,DEM,674,,
Lincoln,06 Bayview,State Senate,5,Write-In,,1,,
Lincoln,06 Bayview,State Senate,5,Over Votes,,0,,
Lincoln,06 Bayview,State Senate,5,Under Votes,,43,,
Lincoln,06 Bayview,State House,9,Cal Mukumoto,DEM,,,
Lincoln,06 Bayview,State House,9,Boomer Wright,REP,,,
Lincoln,06 Bayview,State House,9,Write-In,,,,
Lincoln,06 Bayview,State House,9,Over Votes,,,,
Lincoln,06 Bayview,State House,9,Under Votes,,,,
Lincoln,06 Bayview,State House,10,David Gomberg,DEM,704,,
Lincoln,06 Bayview,State House,10,Max Sherman,REP,473,,
Lincoln,06 Bayview,State House,10,Write-In,,1,,
Lincoln,06 Bayview,State House,10,Over Votes,,0,,
Lincoln,06 Bayview,State House,10,Under Votes,,57,,
Lincoln,07 Seal Rock,Registered Voters,,,,1362,,
Lincoln,07 Seal Rock,Ballots Cast,,,,1161,,
Lincoln,07 Seal Rock,Ballots Cast Blank,,,,0,,
Lincoln,07 Seal Rock,President,,Donald J. Trump,REP,424,,
Lincoln,07 Seal Rock,President,,Joseph R. Biden,DEM,697,,
Lincoln,07 Seal Rock,President,,Jo Jorgensen,LBT,20,,
Lincoln,07 Seal Rock,President,,Howie Hawkins,PGP,10,,
Lincoln,07 Seal Rock,President,,Dario Hunter,PRO,2,,
Lincoln,07 Seal Rock,President,,Write-In,,1,,
Lincoln,07 Seal Rock,President,,Over Votes,,1,,
Lincoln,07 Seal Rock,President,,Under Votes,,6,,
Lincoln,07 Seal Rock,U.S. Senate,,Jo Rae Perkins,REP,397,,
Lincoln,07 Seal Rock,U.S. Senate,,Jeff Merkley,DEM,693,,
Lincoln,07 Seal Rock,U.S. Senate,,Ibrahim A. Taher,PGP,28,,
Lincoln,07 Seal Rock,U.S. Senate,,Gary Dye,LBT,20,,
Lincoln,07 Seal Rock,U.S. Senate,,Write-In,,0,,
Lincoln,07 Seal Rock,U.S. Senate,,Over Votes,,0,,
Lincoln,07 Seal Rock,U.S. Senate,,Under Votes,,23,,
Lincoln,07 Seal Rock,U.S. House,5,Matthew James Rix,LBT,28,,
Lincoln,07 Seal Rock,U.S. House,5,Amy Ryan Courser,REP,411,,
Lincoln,07 Seal Rock,U.S. House,5,Kurt Schrader,DEM,686,,
Lincoln,07 Seal Rock,U.S. House,5,Write-In,,0,,
Lincoln,07 Seal Rock,U.S. House,5,Over Votes,,0,,
Lincoln,07 Seal Rock,U.S. House,5,Under Votes,,36,,
Lincoln,07 Seal Rock,Secretary of State,,Nathalie Paravicini,PGP,51,,
Lincoln,07 Seal Rock,Secretary of State,,Kyle Markley,LBT,25,,
Lincoln,07 Seal Rock,Secretary of State,,Kim Thatcher,REP,429,,
Lincoln,07 Seal Rock,Secretary of State,,Shemia Fagan,DEM,620,,
Lincoln,07 Seal Rock,Secretary of State,,Write-In,,0,,
Lincoln,07 Seal Rock,Secretary of State,,Over Votes,,0,,
Lincoln,07 Seal Rock,Secretary of State,,Under Votes,,36,,
Lincoln,07 Seal Rock,State Treasurer,,Michael P. Marsh,CON,12,,
Lincoln,07 Seal Rock,State Treasurer,,Tobias Read,DEM,637,,
Lincoln,07 Seal Rock,State Treasurer,,Chris Henry,IND,60,,
Lincoln,07 Seal Rock,State Treasurer,,Jeff Gudman,REP,409,,
Lincoln,07 Seal Rock,State Treasurer,,Write-In,,0,,
Lincoln,07 Seal Rock,State Treasurer,,Over Votes,,0,,
Lincoln,07 Seal Rock,State Treasurer,,Under Votes,,43,,
Lincoln,07 Seal Rock,Attorney General,,Ellen Rosenblum,DEM,679,,
Lincoln,07 Seal Rock,Attorney General,,Lars D.H. Hedbor,LBT,14,,
Lincoln,07 Seal Rock,Attorney General,,Michael Cross,REP,421,,
Lincoln,07 Seal Rock,Attorney General,,Write-In,,3,,
Lincoln,07 Seal Rock,Attorney General,,Over Votes,,0,,
Lincoln,07 Seal Rock,Attorney General,,Under Votes,,44,,
Lincoln,07 Seal Rock,State Senate,5,Dick Anderson,REP,426,,
Lincoln,07 Seal Rock,State Senate,5,Shauleen Higgins,PGP,53,,
Lincoln,07 Seal Rock,State Senate,5,Melissa T. Cribbins,DEM,643,,
Lincoln,07 Seal Rock,State Senate,5,Write-In,,0,,
Lincoln,07 Seal Rock,State Senate,5,Over Votes,,0,,
Lincoln,07 Seal Rock,State Senate,5,Under Votes,,39,,
Lincoln,07 Seal Rock,State House,9,Cal Mukumoto,DEM,,,
Lincoln,07 Seal Rock,State House,9,Boomer Wright,REP,,,
Lincoln,07 Seal Rock,State House,9,Write-In,,,,
