county,precinct,office,district,party,candidate,votes,notes
Lane,0072 3 EUGENE 723,U.S. Senate,,LIB,Dan Fitzgerald,129,
Lane,0072 3 EUGENE 723,U.S. Senate,,DEM,Ron Wyden,3489,
Lane,0072 3 EUGENE 723,U.S. Senate,,CON,David Brownlow,27,
Lane,0072 3 EUGENE 723,U.S. Senate,,,Over Votes,1,
Lane,0072 3 EUGENE 723,U.S. Senate,,,Under Votes,178,
Lane,0006 8 COAST FORK,U.S. Senate,,PGN,Teresa Keane,24,
Lane,0006 8 COAST FORK,U.S. Senate,,REP,Al King,750,
Lane,0006 8 COAST FORK,U.S. Senate,,LIB,Dan Fitzgerald,20,
Lane,0006 8 COAST FORK,U.S. Senate,,DEM,Ron Wyden,894,
Lane,0006 8 COAST FORK,U.S. Senate,,CON,David Brownlow,18,
Lane,0006 8 COAST FORK,U.S. Senate,,,Over Votes,0,
Lane,0006 8 COAST FORK,U.S. Senate,,,Under Votes,44,
Lane,0023 1 PLEASANT HILL 1,U.S. Senate,,PGN,Teresa Keane,61,
Lane,0023 1 PLEASANT HILL 1,U.S. Senate,,REP,Al King,1408,
Lane,0023 1 PLEASANT HILL 1,U.S. Senate,,LIB,Dan Fitzgerald,50,
Lane,0023 1 PLEASANT HILL 1,U.S. Senate,,DEM,Ron Wyden,1798,
Lane,0023 1 PLEASANT HILL 1,U.S. Senate,,CON,David Brownlow,20,
Lane,0023 1 PLEASANT HILL 1,U.S. Senate,,,Over Votes,0,
Lane,0023 1 PLEASANT HILL 1,U.S. Senate,,,Under Votes,145,
Lane,0009 0 ELMIRA,U.S. Senate,,PGN,Teresa Keane,61,
Lane,0009 0 ELMIRA,U.S. Senate,,REP,Al King,864,
Lane,0009 0 ELMIRA,U.S. Senate,,LIB,Dan Fitzgerald,45,
Lane,0009 0 ELMIRA,U.S. Senate,,DEM,Ron Wyden,1271,
Lane,0009 0 ELMIRA,U.S. Senate,,CON,David Brownlow,18,
Lane,0009 0 ELMIRA,U.S. Senate,,,Over Votes,1,
Lane,0009 0 ELMIRA,U.S. Senate,,,Under Votes,88,
Lane,0025 6 RIVER ROAD,U.S. Senate,,PGN,Teresa Keane,199,
Lane,0025 6 RIVER ROAD,U.S. Senate,,REP,Al King,948,
Lane,0025 6 RIVER ROAD,U.S. Senate,,LIB,Dan Fitzgerald,73,
Lane,0025 6 RIVER ROAD,U.S. Senate,,DEM,Ron Wyden,3209,
Lane,0025 6 RIVER ROAD,U.S. Senate,,CON,David Brownlow,24,
Lane,0025 6 RIVER ROAD,U.S. Senate,,,Over Votes,0,
Lane,0025 6 RIVER ROAD,U.S. Senate,,,Under Votes,155,
Lane,0066 3 EUGENE 623,U.S. Senate,,PGN,Teresa Keane,64,
Lane,0066 3 EUGENE 623,U.S. Senate,,REP,Al King,1040,
Lane,0066 3 EUGENE 623,U.S. Senate,,LIB,Dan Fitzgerald,72,
Lane,0066 3 EUGENE 623,U.S. Senate,,DEM,Ron Wyden,1933,
Lane,0066 3 EUGENE 623,U.S. Senate,,CON,David Brownlow,25,
Lane,0066 3 EUGENE 623,U.S. Senate,,,Over Votes,0,
Lane,0066 3 EUGENE 623,U.S. Senate,,,Under Votes,158,
Lane,0022 7 MOSBY,U.S. Senate,,PGN,Teresa Keane,82,
Lane,0022 7 MOSBY,U.S. Senate,,REP,Al King,1365,
Lane,0022 7 MOSBY,U.S. Senate,,LIB,Dan Fitzgerald,65,
Lane,0022 7 MOSBY,U.S. Senate,,DEM,Ron Wyden,1576,
Lane,0022 7 MOSBY,U.S. Senate,,CON,David Brownlow,23,
Lane,0022 7 MOSBY,U.S. Senate,,,Over Votes,1,
Lane,0022 7 MOSBY,U.S. Senate,,,Under Votes,118,
Lane,0054 5 EUGENE 315,U.S. Senate,,PGN,Teresa Keane,244,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,U.S. Senate,,REP,Al King,373,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,U.S. Senate,,LIB,Dan Fitzgerald,81,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,U.S. Senate,,DEM,Ron Wyden,3089,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,U.S. Senate,,CON,David Brownlow,11,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,U.S. Senate,,,Over Votes,3,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0054 5 EUGENE 315,U.S. Senate,,,Under Votes,193,"144 ballots were counted in precinct 101315 that should have been counted in precinct 101313. Same ballot styles, therefore no impact to contest results."
Lane,0020 3 MAPLETON,U.S. Senate,,PGN,Teresa Keane,34,
Lane,0020 3 MAPLETON,U.S. Senate,,REP,Al King,291,
Lane,0020 3 MAPLETON,U.S. Senate,,LIB,Dan Fitzgerald,12,
Lane,0020 3 MAPLETON,U.S. Senate,,DEM,Ron Wyden,509,
Lane,0020 3 MAPLETON,U.S. Senate,,CON,David Brownlow,10,
Lane,0020 3 MAPLETON,U.S. Senate,,,Over Votes,0,
Lane,0020 3 MAPLETON,U.S. Senate,,,Under Votes,33,
Lane,0001 1 ALVADORE,U.S. Senate,,PGN,Teresa Keane,31,
Lane,0001 1 ALVADORE,U.S. Senate,,REP,Al King,624,
Lane,0001 1 ALVADORE,U.S. Senate,,LIB,Dan Fitzgerald,32,
Lane,0001 1 ALVADORE,U.S. Senate,,DEM,Ron Wyden,886,
Lane,0001 1 ALVADORE,U.S. Senate,,CON,David Brownlow,4,
Lane,0001 1 ALVADORE,U.S. Senate,,,Over Votes,1,
Lane,0001 1 ALVADORE,U.S. Senate,,,Under Votes,53,
Lane,0056 1 EUGENE 431,U.S. Senate,,PGN,Teresa Keane,53,
Lane,0056 1 EUGENE 431,U.S. Senate,,REP,Al King,364,
Lane,0056 1 EUGENE 431,U.S. Senate,,LIB,Dan Fitzgerald,39,
Lane,0056 1 EUGENE 431,U.S. Senate,,DEM,Ron Wyden,1113,
Lane,0056 1 EUGENE 431,U.S. Senate,,CON,David Brownlow,6,
Lane,0056 1 EUGENE 431,U.S. Senate,,,Over Votes,1,
Lane,0056 1 EUGENE 431,U.S. Senate,,,Under Votes,103,
Lane,0047 9 EUGENE 109,U.S. Senate,,PGN,Teresa Keane,8,
Lane,0047 9 EUGENE 109,U.S. Senate,,REP,Al King,14,
Lane,0047 9 EUGENE 109,U.S. Senate,,LIB,Dan Fitzgerald,0,
Lane,0047 9 EUGENE 109,U.S. Senate,,DEM,Ron Wyden,78,
Lane,0047 9 EUGENE 109,U.S. Senate,,CON,David Brownlow,0,
Lane,0047 9 EUGENE 109,U.S. Senate,,,Over Votes,0,
Lane,0047 9 EUGENE 109,U.S. Senate,,,Under Votes,4,
Lane,0015 1 GROVEDALE,U.S. Senate,,PGN,Teresa Keane,23,
Lane,0015 1 GROVEDALE,U.S. Senate,,REP,Al King,341,
Lane,0015 1 GROVEDALE,U.S. Senate,,LIB,Dan Fitzgerald,16,
Lane,0015 1 GROVEDALE,U.S. Senate,,DEM,Ron Wyden,634,
Lane,0015 1 GROVEDALE,U.S. Senate,,CON,David Brownlow,7,
Lane,0015 1 GROVEDALE,U.S. Senate,,,Over Votes,1,
Lane,0015 1 GROVEDALE,U.S. Senate,,,Under Votes,25,
Lane,0081 4 SPRINGFIELD 504,U.S. Senate,,PGN,Teresa Keane,73,
Lane,0081 4 SPRINGFIELD 504,U.S. Senate,,REP,Al King,1174,
Lane,0081 4 SPRINGFIELD 504,U.S. Senate,,LIB,Dan Fitzgerald,93,
Lane,0081 4 SPRINGFIELD 504,U.S. Senate,,DEM,Ron Wyden,2307,
Lane,0081 4 SPRINGFIELD 504,U.S. Senate,,CON,David Brownlow,25,
Lane,0081 4 SPRINGFIELD 504,U.S. Senate,,,Over Votes,1,
Lane,0081 4 SPRINGFIELD 504,U.S. Senate,,,Under Votes,140,
Lane,0068 3 EUGENE 713,U.S. Senate,,PGN,Teresa Keane,35,
Lane,0068 3 EUGENE 713,U.S. Senate,,REP,Al King,1013,
Lane,0068 3 EUGENE 713,U.S. Senate,,LIB,Dan Fitzgerald,29,
Lane,0068 3 EUGENE 713,U.S. Senate,,DEM,Ron Wyden,1271,
Lane,0068 3 EUGENE 713,U.S. Senate,,CON,David Brownlow,10,
Lane,0068 3 EUGENE 713,U.S. Senate,,,Over Votes,0,
Lane,0068 3 EUGENE 713,U.S. Senate,,,Under Votes,92,
Lane,0082 6 SPRINGFIELD 606,U.S. Senate,,PGN,Teresa Keane,48,
Lane,0082 6 SPRINGFIELD 606,U.S. Senate,,REP,Al King,1225,
Lane,0082 6 SPRINGFIELD 606,U.S. Senate,,LIB,Dan Fitzgerald,44,
Lane,0082 6 SPRINGFIELD 606,U.S. Senate,,DEM,Ron Wyden,1917,
Lane,0082 6 SPRINGFIELD 606,U.S. Senate,,CON,David Brownlow,16,
Lane,0082 6 SPRINGFIELD 606,U.S. Senate,,,Over Votes,2,
Lane,0082 6 SPRINGFIELD 606,U.S. Senate,,,Under Votes,138,
Lane,0043 1 EUGENE 101,U.S. Senate,,PGN,Teresa Keane,208,
Lane,0043 1 EUGENE 101,U.S. Senate,,REP,Al King,723,
Lane,0043 1 EUGENE 101,U.S. Senate,,LIB,Dan Fitzgerald,71,
Lane,0043 1 EUGENE 101,U.S. Senate,,DEM,Ron Wyden,3079,
Lane,0043 1 EUGENE 101,U.S. Senate,,CON,David Brownlow,24,
Lane,0043 1 EUGENE 101,U.S. Senate,,,Over Votes,1,
Lane,0043 1 EUGENE 101,U.S. Senate,,,Under Votes,133,
Lane,0005 7 BLUE RIVER,U.S. Senate,,PGN,Teresa Keane,34,
Lane,0005 7 BLUE RIVER,U.S. Senate,,REP,Al King,486,
Lane,0005 7 BLUE RIVER,U.S. Senate,,LIB,Dan Fitzgerald,26,
Lane,0005 7 BLUE RIVER,U.S. Senate,,DEM,Ron Wyden,824,
Lane,0005 7 BLUE RIVER,U.S. Senate,,CON,David Brownlow,9,
Lane,0005 7 BLUE RIVER,U.S. Senate,,,Over Votes,0,
Lane,0005 7 BLUE RIVER,U.S. Senate,,,Under Votes,47,
Lane,0007 9 CAMAS,U.S. Senate,,PGN,Teresa Keane,15,
Lane,0007 9 CAMAS,U.S. Senate,,REP,Al King,190,
Lane,0007 9 CAMAS,U.S. Senate,,LIB,Dan Fitzgerald,11,
Lane,0007 9 CAMAS,U.S. Senate,,DEM,Ron Wyden,221,
Lane,0007 9 CAMAS,U.S. Senate,,CON,David Brownlow,0,
Lane,0007 9 CAMAS,U.S. Senate,,,Over Votes,0,
Lane,0007 9 CAMAS,U.S. Senate,,,Under Votes,11,
Lane,0079 4 SPRINGFIELD 304,U.S. Senate,,PGN,Teresa Keane,107,
Lane,0079 4 SPRINGFIELD 304,U.S. Senate,,REP,Al King,1055,
Lane,0079 4 SPRINGFIELD 304,U.S. Senate,,LIB,Dan Fitzgerald,91,
Lane,0079 4 SPRINGFIELD 304,U.S. Senate,,DEM,Ron Wyden,2550,
Lane,0079 4 SPRINGFIELD 304,U.S. Senate,,CON,David Brownlow,37,
Lane,0079 4 SPRINGFIELD 304,U.S. Senate,,,Over Votes,6,
Lane,0079 4 SPRINGFIELD 304,U.S. Senate,,,Under Votes,135,
Lane,0036 0 CRESWELL,U.S. Senate,,PGN,Teresa Keane,30,
Lane,0036 0 CRESWELL,U.S. Senate,,REP,Al King,825,
Lane,0036 0 CRESWELL,U.S. Senate,,LIB,Dan Fitzgerald,23,
Lane,0036 0 CRESWELL,U.S. Senate,,DEM,Ron Wyden,947,
Lane,0036 0 CRESWELL,U.S. Senate,,CON,David Brownlow,13,
Lane,0036 0 CRESWELL,U.S. Senate,,,Over Votes,2,
Lane,0036 0 CRESWELL,U.S. Senate,,,Under Votes,69,
Lane,0012 6 GARDEN WAY,U.S. Senate,,PGN,Teresa Keane,28,
Lane,0012 6 GARDEN WAY,U.S. Senate,,REP,Al King,71,
Lane,0012 6 GARDEN WAY,U.S. Senate,,LIB,Dan Fitzgerald,11,
Lane,0012 6 GARDEN WAY,U.S. Senate,,DEM,Ron Wyden,271,
Lane,0012 6 GARDEN WAY,U.S. Senate,,CON,David Brownlow,5,
Lane,0012 6 GARDEN WAY,U.S. Senate,,,Over Votes,1,
Lane,0012 6 GARDEN WAY,U.S. Senate,,,Under Votes,12,
Lane,0032 3 WILKINS,U.S. Senate,,PGN,Teresa Keane,31,
Lane,0032 3 WILKINS,U.S. Senate,,REP,Al King,573,
Lane,0032 3 WILKINS,U.S. Senate,,LIB,Dan Fitzgerald,31,
Lane,0032 3 WILKINS,U.S. Senate,,DEM,Ron Wyden,875,
Lane,0032 3 WILKINS,U.S. Senate,,CON,David Brownlow,8,
Lane,0032 3 WILKINS,U.S. Senate,,,Over Votes,0,
Lane,0032 3 WILKINS,U.S. Senate,,,Under Votes,63,
Lane,0040 0 JUNCTION CITY,U.S. Senate,,PGN,Teresa Keane,42,
Lane,0040 0 JUNCTION CITY,U.S. Senate,,REP,Al King,872,
Lane,0040 0 JUNCTION CITY,U.S. Senate,,LIB,Dan Fitzgerald,37,
Lane,0040 0 JUNCTION CITY,U.S. Senate,,DEM,Ron Wyden,1082,
Lane,0040 0 JUNCTION CITY,U.S. Senate,,CON,David Brownlow,21,
Lane,0040 0 JUNCTION CITY,U.S. Senate,,,Over Votes,1,
Lane,0040 0 JUNCTION CITY,U.S. Senate,,,Under Votes,87,
Lane,0057 3 EUGENE 433,U.S. Senate,,PGN,Teresa Keane,44,
Lane,0057 3 EUGENE 433,U.S. Senate,,REP,Al King,532,
Lane,0057 3 EUGENE 433,U.S. Senate,,LIB,Dan Fitzgerald,46,
Lane,0057 3 EUGENE 433,U.S. Senate,,DEM,Ron Wyden,1512,
Lane,0057 3 EUGENE 433,U.S. Senate,,CON,David Brownlow,11,
Lane,0057 3 EUGENE 433,U.S. Senate,,,Over Votes,1,
Lane,0057 3 EUGENE 433,U.S. Senate,,,Under Votes,82,
Lane,0044 3 EUGENE 103,U.S. Senate,,PGN,Teresa Keane,283,
Lane,0044 3 EUGENE 103,U.S. Senate,,REP,Al King,281,
Lane,0044 3 EUGENE 103,U.S. Senate,,LIB,Dan Fitzgerald,83,
Lane,0044 3 EUGENE 103,U.S. Senate,,DEM,Ron Wyden,3478,
Lane,0044 3 EUGENE 103,U.S. Senate,,CON,David Brownlow,16,
Lane,0044 3 EUGENE 103,U.S. Senate,,,Over Votes,2,
Lane,0044 3 EUGENE 103,U.S. Senate,,,Under Votes,137,
Lane,0041 0 OAKRIDGE,U.S. Senate,,PGN,Teresa Keane,25,
Lane,0041 0 OAKRIDGE,U.S. Senate,,REP,Al King,419,
Lane,0041 0 OAKRIDGE,U.S. Senate,,LIB,Dan Fitzgerald,18,
Lane,0041 0 OAKRIDGE,U.S. Senate,,DEM,Ron Wyden,864,
Lane,0041 0 OAKRIDGE,U.S. Senate,,CON,David Brownlow,15,
Lane,0041 0 OAKRIDGE,U.S. Senate,,,Over Votes,2,
Lane,0041 0 OAKRIDGE,U.S. Senate,,,Under Votes,37,
Lane,0033 5 MCKENZIE,U.S. House,4,DEM,Peter A. Defazio,1768,
Lane,0033 5 MCKENZIE,U.S. House,4,REP,Jim Feldkamp,1267,
Lane,0033 5 MCKENZIE,U.S. House,4,CON,Michael Paul Marsh,9,
Lane,0033 5 MCKENZIE,U.S. House,4,LIB,Jacob Boone,22,
Lane,0033 5 MCKENZIE,U.S. House,4,,Over Votes,0,
Lane,0033 5 MCKENZIE,U.S. House,4,,Under Votes,63,
Lane,0078 6 SPRINGFIELD 206,U.S. House,4,DEM,Peter A. Defazio,2855,
Lane,0078 6 SPRINGFIELD 206,U.S. House,4,REP,Jim Feldkamp,1046,
Lane,0078 6 SPRINGFIELD 206,U.S. House,4,CON,Michael Paul Marsh,14,
Lane,0078 6 SPRINGFIELD 206,U.S. House,4,LIB,Jacob Boone,26,
Lane,0078 6 SPRINGFIELD 206,U.S. House,4,,Over Votes,0,
Lane,0078 6 SPRINGFIELD 206,U.S. House,4,,Under Votes,97,
Lane,0026 9 SALMON CREEK,U.S. House,4,DEM,Peter A. Defazio,420,
Lane,0026 9 SALMON CREEK,U.S. House,4,REP,Jim Feldkamp,268,
Lane,0026 9 SALMON CREEK,U.S. House,4,CON,Michael Paul Marsh,3,
Lane,0026 9 SALMON CREEK,U.S. House,4,LIB,Jacob Boone,3,
Lane,0026 9 SALMON CREEK,U.S. House,4,,Over Votes,1,
Lane,0026 9 SALMON CREEK,U.S. House,4,,Under Votes,12,
Lane,0080 2 SPRINGFIELD 402,U.S. House,4,DEM,Peter A. Defazio,2626,
Lane,0080 2 SPRINGFIELD 402,U.S. House,4,REP,Jim Feldkamp,1456,
Lane,0080 2 SPRINGFIELD 402,U.S. House,4,CON,Michael Paul Marsh,22,
Lane,0080 2 SPRINGFIELD 402,U.S. House,4,LIB,Jacob Boone,41,
Lane,0080 2 SPRINGFIELD 402,U.S. House,4,,Over Votes,1,
Lane,0080 2 SPRINGFIELD 402,U.S. House,4,,Under Votes,113,
Lane,0013 7 GLENADA,U.S. House,4,DEM,Peter A. Defazio,731,
Lane,0013 7 GLENADA,U.S. House,4,REP,Jim Feldkamp,385,
Lane,0013 7 GLENADA,U.S. House,4,CON,Michael Paul Marsh,6,
Lane,0013 7 GLENADA,U.S. House,4,LIB,Jacob Boone,6,
Lane,0013 7 GLENADA,U.S. House,4,,Over Votes,1,
Lane,0013 7 GLENADA,U.S. House,4,,Under Votes,25,
Lane,0028 4 SANTA CLARA 4,U.S. House,4,DEM,Peter A. Defazio,2432,
Lane,0028 4 SANTA CLARA 4,U.S. House,4,REP,Jim Feldkamp,1453,
Lane,0028 4 SANTA CLARA 4,U.S. House,4,CON,Michael Paul Marsh,8,
Lane,0028 4 SANTA CLARA 4,U.S. House,4,LIB,Jacob Boone,17,
Lane,0028 4 SANTA CLARA 4,U.S. House,4,,Over Votes,0,
Lane,0028 4 SANTA CLARA 4,U.S. House,4,,Under Votes,97,
Lane,0010 2 FERNRIDGE,U.S. House,4,DEM,Peter A. Defazio,1129,
Lane,0010 2 FERNRIDGE,U.S. House,4,REP,Jim Feldkamp,794,
Lane,0010 2 FERNRIDGE,U.S. House,4,CON,Michael Paul Marsh,11,
Lane,0010 2 FERNRIDGE,U.S. House,4,LIB,Jacob Boone,11,
Lane,0010 2 FERNRIDGE,U.S. House,4,,Over Votes,0,
Lane,0010 2 FERNRIDGE,U.S. House,4,,Under Votes,46,
Lane,0002 3 ARMITAGE,U.S. House,4,DEM,Peter A. Defazio,598,
Lane,0002 3 ARMITAGE,U.S. House,4,REP,Jim Feldkamp,362,
Lane,0002 3 ARMITAGE,U.S. House,4,CON,Michael Paul Marsh,0,
Lane,0002 3 ARMITAGE,U.S. House,4,LIB,Jacob Boone,3,
Lane,0002 3 ARMITAGE,U.S. House,4,,Over Votes,0,
Lane,0002 3 ARMITAGE,U.S. House,4,,Under Votes,15,
Lane,0030 0 SIUSLAW,U.S. House,4,DEM,Peter A. Defazio,1140,
Lane,0030 0 SIUSLAW,U.S. House,4,REP,Jim Feldkamp,758,
Lane,0030 0 SIUSLAW,U.S. House,4,CON,Michael Paul Marsh,9,
Lane,0030 0 SIUSLAW,U.S. House,4,LIB,Jacob Boone,24,
Lane,0030 0 SIUSLAW,U.S. House,4,,Over Votes,0,
Lane,0030 0 SIUSLAW,U.S. House,4,,Under Votes,46,
Lane,0052 7 EUGENE 237,U.S. House,4,DEM,Peter A. Defazio,2203,
Lane,0052 7 EUGENE 237,U.S. House,4,REP,Jim Feldkamp,550,
Lane,0052 7 EUGENE 237,U.S. House,4,CON,Michael Paul Marsh,2,
Lane,0052 7 EUGENE 237,U.S. House,4,LIB,Jacob Boone,13,
Lane,0052 7 EUGENE 237,U.S. House,4,,Over Votes,0,
Lane,0052 7 EUGENE 237,U.S. House,4,,Under Votes,63,
Lane,0070 7 EUGENE 717,U.S. House,4,DEM,Peter A. Defazio,209,
Lane,0070 7 EUGENE 717,U.S. House,4,REP,Jim Feldkamp,30,
Lane,0070 7 EUGENE 717,U.S. House,4,CON,Michael Paul Marsh,1,
Lane,0070 7 EUGENE 717,U.S. House,4,LIB,Jacob Boone,4,
Lane,0070 7 EUGENE 717,U.S. House,4,,Over Votes,0,
Lane,0070 7 EUGENE 717,U.S. House,4,,Under Votes,10,
Lane,0004 5 BLACHLY,U.S. House,4,DEM,Peter A. Defazio,776,
Lane,0004 5 BLACHLY,U.S. House,4,REP,Jim Feldkamp,420,
Lane,0004 5 BLACHLY,U.S. House,4,CON,Michael Paul Marsh,4,
Lane,0004 5 BLACHLY,U.S. House,4,LIB,Jacob Boone,14,
Lane,0004 5 BLACHLY,U.S. House,4,,Over Votes,1,
Lane,0004 5 BLACHLY,U.S. House,4,,Under Votes,33,
Lane,0063 3 EUGENE 523,U.S. House,4,DEM,Peter A. Defazio,1917,
Lane,0063 3 EUGENE 523,U.S. House,4,REP,Jim Feldkamp,1508,
Lane,0063 3 EUGENE 523,U.S. House,4,CON,Michael Paul Marsh,12,
Lane,0063 3 EUGENE 523,U.S. House,4,LIB,Jacob Boone,12,
Lane,0063 3 EUGENE 523,U.S. House,4,,Over Votes,0,
Lane,0063 3 EUGENE 523,U.S. House,4,,Under Votes,83,
Lane,0035 0 COTTAGE GROVE,U.S. House,4,DEM,Peter A. Defazio,2337,
Lane,0035 0 COTTAGE GROVE,U.S. House,4,REP,Jim Feldkamp,1529,
Lane,0035 0 COTTAGE GROVE,U.S. House,4,CON,Michael Paul Marsh,17,
Lane,0035 0 COTTAGE GROVE,U.S. House,4,LIB,Jacob Boone,39,
Lane,0035 0 COTTAGE GROVE,U.S. House,4,,Over Votes,0,
Lane,0035 0 COTTAGE GROVE,U.S. House,4,,Under Votes,96,
Lane,0069 5 EUGENE 715,U.S. House,4,DEM,Peter A. Defazio,224,
Lane,0069 5 EUGENE 715,U.S. House,4,REP,Jim Feldkamp,46,
Lane,0069 5 EUGENE 715,U.S. House,4,CON,Michael Paul Marsh,3,
Lane,0069 5 EUGENE 715,U.S. House,4,LIB,Jacob Boone,5,
Lane,0069 5 EUGENE 715,U.S. House,4,,Over Votes,0,
Lane,0069 5 EUGENE 715,U.S. House,4,,Under Votes,19,
Lane,0062 1 EUGENE 511,U.S. House,4,DEM,Peter A. Defazio,2789,
Lane,0062 1 EUGENE 511,U.S. House,4,REP,Jim Feldkamp,1481,
Lane,0062 1 EUGENE 511,U.S. House,4,CON,Michael Paul Marsh,6,
Lane,0062 1 EUGENE 511,U.S. House,4,LIB,Jacob Boone,18,
Lane,0062 1 EUGENE 511,U.S. House,4,,Over Votes,1,
Lane,0062 1 EUGENE 511,U.S. House,4,,Under Votes,111,
Lane,0037 0 DUNES CITY,U.S. House,4,DEM,Peter A. Defazio,516,
Lane,0037 0 DUNES CITY,U.S. House,4,REP,Jim Feldkamp,380,
Lane,0037 0 DUNES CITY,U.S. House,4,CON,Michael Paul Marsh,3,
Lane,0037 0 DUNES CITY,U.S. House,4,LIB,Jacob Boone,5,
Lane,0037 0 DUNES CITY,U.S. House,4,,Over Votes,0,
Lane,0037 0 DUNES CITY,U.S. House,4,,Under Votes,15,
Lane,0042 0 VENETA,U.S. House,4,DEM,Peter A. Defazio,871,
Lane,0042 0 VENETA,U.S. House,4,REP,Jim Feldkamp,613,
Lane,0042 0 VENETA,U.S. House,4,CON,Michael Paul Marsh,35,
Lane,0042 0 VENETA,U.S. House,4,LIB,Jacob Boone,3,
Lane,0042 0 VENETA,U.S. House,4,,Over Votes,1,
Lane,0042 0 VENETA,U.S. House,4,,Under Votes,40,
Lane,0031 2 WALTERVILLE,U.S. House,4,DEM,Peter A. Defazio,1234,
Lane,0031 2 WALTERVILLE,U.S. House,4,REP,Jim Feldkamp,965,
Lane,0031 2 WALTERVILLE,U.S. House,4,CON,Michael Paul Marsh,2,
Lane,0031 2 WALTERVILLE,U.S. House,4,LIB,Jacob Boone,7,
Lane,0031 2 WALTERVILLE,U.S. House,4,,Over Votes,0,
Lane,0031 2 WALTERVILLE,U.S. House,4,,Under Votes,46,
Lane,0045 5 EUGENE 105,U.S. House,4,DEM,Peter A. Defazio,713,
Lane,0045 5 EUGENE 105,U.S. House,4,REP,Jim Feldkamp,126,
Lane,0045 5 EUGENE 105,U.S. House,4,CON,Michael Paul Marsh,1,
Lane,0045 5 EUGENE 105,U.S. House,4,LIB,Jacob Boone,17,
Lane,0045 5 EUGENE 105,U.S. House,4,,Over Votes,1,
Lane,0045 5 EUGENE 105,U.S. House,4,,Under Votes,34,
Lane,0075 7 EUGENE 807,U.S. House,4,DEM,Peter A. Defazio,2734,
Lane,0075 7 EUGENE 807,U.S. House,4,REP,Jim Feldkamp,1436,
Lane,0075 7 EUGENE 807,U.S. House,4,CON,Michael Paul Marsh,9,
Lane,0075 7 EUGENE 807,U.S. House,4,LIB,Jacob Boone,16,
Lane,0075 7 EUGENE 807,U.S. House,4,,Over Votes,0,
Lane,0075 7 EUGENE 807,U.S. House,4,,Under Votes,93,
Lane,0065 7 EUGENE 617,U.S. House,4,DEM,Peter A. Defazio,2117,
Lane,0065 7 EUGENE 617,U.S. House,4,REP,Jim Feldkamp,1401,
Lane,0065 7 EUGENE 617,U.S. House,4,CON,Michael Paul Marsh,11,
Lane,0065 7 EUGENE 617,U.S. House,4,LIB,Jacob Boone,30,
Lane,0065 7 EUGENE 617,U.S. House,4,,Over Votes,0,
Lane,0065 7 EUGENE 617,U.S. House,4,,Under Votes,90,
Lane,0073 3 EUGENE 803,U.S. House,4,DEM,Peter A. Defazio,1531,
Lane,0073 3 EUGENE 803,U.S. House,4,REP,Jim Feldkamp,354,
Lane,0073 3 EUGENE 803,U.S. House,4,CON,Michael Paul Marsh,14,
Lane,0073 3 EUGENE 803,U.S. House,4,LIB,Jacob Boone,17,
Lane,0073 3 EUGENE 803,U.S. House,4,,Over Votes,0,
Lane,0073 3 EUGENE 803,U.S. House,4,,Under Votes,54,
Lane,0024 2 PLEASANT HILL 2,U.S. House,4,DEM,Peter A. Defazio,314,
Lane,0024 2 PLEASANT HILL 2,U.S. House,4,REP,Jim Feldkamp,167,
Lane,0024 2 PLEASANT HILL 2,U.S. House,4,CON,Michael Paul Marsh,4,
Lane,0024 2 PLEASANT HILL 2,U.S. House,4,LIB,Jacob Boone,5,
Lane,0024 2 PLEASANT HILL 2,U.S. House,4,,Over Votes,1,
Lane,0024 2 PLEASANT HILL 2,U.S. House,4,,Under Votes,15,
Lane,0064 3 EUGENE 613,U.S. House,4,DEM,Peter A. Defazio,2235,
Lane,0064 3 EUGENE 613,U.S. House,4,REP,Jim Feldkamp,990,
Lane,0064 3 EUGENE 613,U.S. House,4,CON,Michael Paul Marsh,11,
Lane,0064 3 EUGENE 613,U.S. House,4,LIB,Jacob Boone,28,
Lane,0064 3 EUGENE 613,U.S. House,4,,Over Votes,0,
Lane,0064 3 EUGENE 613,U.S. House,4,,Under Votes,75,
Lane,0050 3 EUGENE 223,U.S. House,4,DEM,Peter A. Defazio,2291,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
Lane,0050 3 EUGENE 223,U.S. House,4,REP,Jim Feldkamp,474,"421 ballots were counted in precinct 101215 that should have been counted in precinct 101223. Same ballot styles, therefore no impact to contest results."
