county,precinct,office,party,district,candidate,votes
Harney,Burns #21,State Treasurer,D,,Write-ins,3
Harney,Hines #25,State Treasurer,D,,Write-ins,1
Harney,Rural Harney #26,State Treasurer,D,,Write-ins,4
Harney,Burns #21,State Treasurer,D,,Over Votes,0
Harney,Hines #25,State Treasurer,D,,Over Votes,0
Harney,Rural Harney #26,State Treasurer,D,,Over Votes,0
Harney,Burns #21,State Treasurer,D,,Under Votes,98
Harney,Hines #25,State Treasurer,D,,Under Votes,75
Harney,Rural Harney #26,State Treasurer,D,,Under Votes,76
Harney,Burns #21,Attorney General,D,,Hardy Myers,247
Harney,Hines #25,Attorney General,D,,Hardy Myers,180
Harney,Rural Harney #26,Attorney General,D,,Hardy Myers,154
Harney,Burns #21,Attorney General,D,,Write-ins,3
Harney,Hines #25,Attorney General,D,,Write-ins,1
Harney,Rural Harney #26,Attorney General,D,,Write-ins,7
Harney,Burns #21,Attorney General,D,,Over Votes,0
Harney,Hines #25,Attorney General,D,,Over Votes,0
Harney,Rural Harney #26,Attorney General,D,,Over Votes,0
Harney,Burns #21,Attorney General,D,,Under Votes,78
Harney,Hines #25,Attorney General,D,,Under Votes,58
Harney,Rural Harney #26,Attorney General,D,,Under Votes,64
Harney,Burns #21,State Senate,D,30,Write-ins,21
Harney,Hines #25,State Senate,D,30,Write-ins,19
Harney,Rural Harney #26,State Senate,D,30,Write-ins,21
Harney,Burns #21,State Senate,D,30,Over Votes,0
Harney,Hines #25,State Senate,D,30,Over Votes,0
Harney,Rural Harney #26,State Senate,D,30,Over Votes,0
Harney,Burns #21,State Senate,D,30,Under Votes,307
Harney,Hines #25,State Senate,D,30,Under Votes,220
Harney,Rural Harney #26,State Senate,D,30,Under Votes,204
Harney,Burns #21,State House,D,60,Write-ins,20
Harney,Hines #25,State House,D,60,Write-ins,25
Harney,Rural Harney #26,State House,D,60,Write-ins,29
Harney,Burns #21,State House,D,60,Over Votes,0
Harney,Hines #25,State House,D,60,Over Votes,0
Harney,Rural Harney #26,State House,D,60,Over Votes,0
Harney,Burns #21,State House,D,60,Under Votes,308
Harney,Hines #25,State House,D,60,Under Votes,214
Harney,Rural Harney #26,State House,D,60,Under Votes,196
Harney,Burns #21,President,R,,George W. Bush,383
Harney,Hines #25,President,R,,George W. Bush,221
Harney,Rural Harney #26,President,R,,George W. Bush,816
Harney,Burns #21,President,R,,Write-ins,19
Harney,Hines #25,President,R,,Write-ins,8
Harney,Rural Harney #26,President,R,,Write-ins,10
Harney,Burns #21,President,R,,Over Votes,0
Harney,Hines #25,President,R,,Over Votes,0
Harney,Rural Harney #26,President,R,,Over Votes,0
Harney,Burns #21,President,R,,Under Votes,34
Harney,Hines #25,President,R,,Under Votes,31
Harney,Rural Harney #26,President,R,,Under Votes,51
Harney,Burns #21,U.S. Senate,R,,Pavel Goberman,18
Harney,Hines #25,U.S. Senate,R,,Pavel Goberman,16
Harney,Rural Harney #26,U.S. Senate,R,,Pavel Goberman,27
Harney,Burns #21,U.S. Senate,R,,Al King,92
Harney,Hines #25,U.S. Senate,R,,Al King,41
Harney,Rural Harney #26,U.S. Senate,R,,Al King,235
Harney,Burns #21,U.S. Senate,R,,Bruce Broussard,63
Harney,Hines #25,U.S. Senate,R,,Bruce Broussard,38
Harney,Rural Harney #26,U.S. Senate,R,,Bruce Broussard,110
Harney,Burns #21,U.S. Senate,R,,E. Bowerman,26
Harney,Hines #25,U.S. Senate,R,,E. Bowerman,11
Harney,Rural Harney #26,U.S. Senate,R,,E. Bowerman,38
Harney,Burns #21,U.S. Senate,R,,Philip Petrie,14
Harney,Hines #25,U.S. Senate,R,,Philip Petrie,9
Harney,Rural Harney #26,U.S. Senate,R,,Philip Petrie,20
Harney,Burns #21,U.S. Senate,R,,Thomas Lee Abshier,43
Harney,Hines #25,U.S. Senate,R,,Thomas Lee Abshier,21
Harney,Rural Harney #26,U.S. Senate,R,,Thomas Lee Abshier,70
Harney,Burns #21,U.S. Senate,R,,Write-ins,11
Harney,Hines #25,U.S. Senate,R,,Write-ins,5
Harney,Rural Harney #26,U.S. Senate,R,,Write-ins,15
Harney,Burns #21,U.S. Senate,R,,Over Votes,0
Harney,Hines #25,U.S. Senate,R,,Over Votes,0
Harney,Rural Harney #26,U.S. Senate,R,,Over Votes,0
Harney,Burns #21,U.S. Senate,R,,Under Votes,169
Harney,Hines #25,U.S. Senate,R,,Under Votes,119
Harney,Rural Harney #26,U.S. Senate,R,,Under Votes,362
Harney,Burns #21,U.S. House,R,2,Greg Walden,386
Harney,Hines #25,U.S. House,R,2,Greg Walden,226
Harney,Rural Harney #26,U.S. House,R,2,Greg Walden,786
Harney,Burns #21,U.S. House,R,2,Write-ins,3
Harney,Hines #25,U.S. House,R,2,Write-ins,0
Harney,Rural Harney #26,U.S. House,R,2,Write-ins,4
Harney,Burns #21,U.S. House,R,2,Over Votes,0
Harney,Hines #25,U.S. House,R,2,Over Votes,0
Harney,Rural Harney #26,U.S. House,R,2,Over Votes,0
Harney,Burns #21,U.S. House,R,2,Under Votes,47
Harney,Hines #25,U.S. House,R,2,Under Votes,34
Harney,Rural Harney #26,U.S. House,R,2,Under Votes,87
Harney,Burns #21,Secretary of State,R,,Fred Granum,156
Harney,Hines #25,Secretary of State,R,,Fred Granum,79
Harney,Rural Harney #26,Secretary of State,R,,Fred Granum,275
Harney,Burns #21,Secretary of State,R,,Betsy L. Close,154
Harney,Hines #25,Secretary of State,R,,Betsy L. Close,88
Harney,Rural Harney #26,Secretary of State,R,,Betsy L. Close,322
Harney,Burns #21,Secretary of State,R,,Write-ins,10
Harney,Hines #25,Secretary of State,R,,Write-ins,5
Harney,Rural Harney #26,Secretary of State,R,,Write-ins,6
Harney,Burns #21,Secretary of State,R,,Over Votes,0
Harney,Hines #25,Secretary of State,R,,Over Votes,0
Harney,Rural Harney #26,Secretary of State,R,,Over Votes,1
Harney,Burns #21,Secretary of State,R,,Under Votes,116
Harney,Hines #25,Secretary of State,R,,Under Votes,88
Harney,Rural Harney #26,Secretary of State,R,,Under Votes,273
Harney,Burns #21,State Treasurer,R,,Jeff Caton,283
Harney,Hines #25,State Treasurer,R,,Jeff Caton,164
Harney,Rural Harney #26,State Treasurer,R,,Jeff Caton,563
Harney,Burns #21,State Treasurer,R,,Write-ins,4
Harney,Hines #25,State Treasurer,R,,Write-ins,2
Harney,Rural Harney #26,State Treasurer,R,,Write-ins,5
Harney,Burns #21,State Treasurer,R,,Over Votes,0
Harney,Hines #25,State Treasurer,R,,Over Votes,0
Harney,Rural Harney #26,State Treasurer,R,,Over Votes,0
Harney,Burns #21,State Treasurer,R,,Under Votes,149
Harney,Hines #25,State Treasurer,R,,Under Votes,94
Harney,Rural Harney #26,State Treasurer,R,,Under Votes,309
Harney,Burns #21,Attorney General,R,,Paul Connolly,278
Harney,Hines #25,Attorney General,R,,Paul Connolly,162
Harney,Rural Harney #26,Attorney General,R,,Paul Connolly,557
Harney,Burns #21,Attorney General,R,,Write-ins,6
Harney,Hines #25,Attorney General,R,,Write-ins,4
Harney,Rural Harney #26,Attorney General,R,,Write-ins,6
Harney,Burns #21,Attorney General,R,,Over Votes,0
Harney,Hines #25,Attorney General,R,,Over Votes,0
Harney,Rural Harney #26,Attorney General,R,,Over Votes,0
Harney,Burns #21,Attorney General,R,,Under Votes,152
Harney,Hines #25,Attorney General,R,,Under Votes,94
Harney,Rural Harney #26,Attorney General,R,,Under Votes,314
Harney,Burns #21,State Senate,R,30,Ted Ferrioli,342
Harney,Hines #25,State Senate,R,30,Ted Ferrioli,207
Harney,Rural Harney #26,State Senate,R,30,Ted Ferrioli,721
Harney,Burns #21,State Senate,R,30,Write-ins,2
Harney,Hines #25,State Senate,R,30,Write-ins,0
Harney,Rural Harney #26,State Senate,R,30,Write-ins,2
Harney,Burns #21,State Senate,R,30,Over Votes,0
Harney,Hines #25,State Senate,R,30,Over Votes,0
Harney,Rural Harney #26,State Senate,R,30,Over Votes,0
Harney,Burns #21,State Senate,R,30,Under Votes,92
Harney,Hines #25,State Senate,R,30,Under Votes,53
Harney,Rural Harney #26,State Senate,R,30,Under Votes,154
Harney,Burns #21,State House,R,60,R. Thomas (Tom) Butler,337
Harney,Hines #25,State House,R,60,R. Thomas (Tom) Butler,199
Harney,Rural Harney #26,State House,R,60,R. Thomas (Tom) Butler,721
Harney,Burns #21,State House,R,60,Write-ins,2
Harney,Hines #25,State House,R,60,Write-ins,1
Harney,Rural Harney #26,State House,R,60,Write-ins,2
Harney,Burns #21,State House,R,60,Over Votes,0
Harney,Hines #25,State House,R,60,Over Votes,0
Harney,Rural Harney #26,State House,R,60,Over Votes,0
Harney,Burns #21,State House,R,60,Under Votes,97
Harney,Hines #25,State House,R,60,Under Votes,60
Harney,Rural Harney #26,State House,R,60,Under Votes,154
