county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,military,provisional,emergency
Jefferson,2 Crooked River Ranch,U.S. Senate,,Jo Rae Perkins,Republican,9,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Jo Rae Perkins,Republican,1,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Jo Rae Perkins,Republican,0,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Jo Rae Perkins,Republican,1,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Jo Rae Perkins,Republican,1,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Jo Rae Perkins,Republican,7,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Jo Rae Perkins,Republican,2,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Jo Rae Perkins,Republican,1,,,,,,
Jefferson,17 Culver,U.S. Senate,,Jo Rae Perkins,Republican,0,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Jo Rae Perkins,Republican,3,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Jo Rae Perkins,Republican,5,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Jo Rae Perkins,Republican,0,,,,,,
Jefferson,21 Central,U.S. Senate,,Jo Rae Perkins,Republican,9,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Jo Rae Perkins,Republican,1,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Mark Callahan,Republican,7,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Mark Callahan,Republican,22,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Mark Callahan,Republican,1,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Mark Callahan,Republican,2,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Mark Callahan,Republican,1,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Mark Callahan,Republican,5,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Mark Callahan,Republican,10,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Mark Callahan,Republican,2,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Mark Callahan,Republican,0,,,,,,
Jefferson,17 Culver,U.S. Senate,,Mark Callahan,Republican,11,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Mark Callahan,Republican,2,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Mark Callahan,Republican,8,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Mark Callahan,Republican,2,,,,,,
Jefferson,21 Central,U.S. Senate,,Mark Callahan,Republican,13,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Mark Callahan,Republican,4,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Timothy I. Crawley,Republican,3,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Timothy I. Crawley,Republican,6,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Timothy I. Crawley,Republican,0,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Timothy I. Crawley,Republican,1,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Timothy I. Crawley,Republican,0,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Timothy I. Crawley,Republican,1,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Timothy I. Crawley,Republican,3,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Timothy I. Crawley,Republican,1,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Timothy I. Crawley,Republican,0,,,,,,
Jefferson,17 Culver,U.S. Senate,,Timothy I. Crawley,Republican,3,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Timothy I. Crawley,Republican,0,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Timothy I. Crawley,Republican,6,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Timothy I. Crawley,Republican,0,,,,,,
Jefferson,21 Central,U.S. Senate,,Timothy I. Crawley,Republican,1,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Timothy I. Crawley,Republican,4,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Jason Conger,Republican,101,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Jason Conger,Republican,246,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Jason Conger,Republican,4,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Jason Conger,Republican,26,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Jason Conger,Republican,11,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Jason Conger,Republican,15,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Jason Conger,Republican,120,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Jason Conger,Republican,9,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Jason Conger,Republican,17,,,,,,
Jefferson,17 Culver,U.S. Senate,,Jason Conger,Republican,40,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Jason Conger,Republican,37,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Jason Conger,Republican,36,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Jason Conger,Republican,14,,,,,,
Jefferson,21 Central,U.S. Senate,,Jason Conger,Republican,90,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Jason Conger,Republican,79,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Write-ins,Republican,3,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Write-ins,Republican,1,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,17 Culver,U.S. Senate,,Write-ins,Republican,1,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Write-ins,Republican,1,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,21 Central,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Write-ins,Republican,0,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Over Votes,Republican,1,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,17 Culver,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,21 Central,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Over Votes,Republican,0,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Under Votes,Republican,13,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Under Votes,Republican,12,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Under Votes,Republican,0,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Under Votes,Republican,5,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Under Votes,Republican,2,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Under Votes,Republican,3,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Under Votes,Republican,18,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Under Votes,Republican,0,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Under Votes,Republican,0,,,,,,
Jefferson,17 Culver,U.S. Senate,,Under Votes,Republican,1,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Under Votes,Republican,3,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Under Votes,Republican,6,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Under Votes,Republican,3,,,,,,
Jefferson,21 Central,U.S. Senate,,Under Votes,Republican,11,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Under Votes,Republican,8,,,,,,
Jefferson,1 Haystack,U.S. House,2,Greg Walden,Republican,202,,,,,,
Jefferson,2 Crooked River Ranch,U.S. House,2,Greg Walden,Republican,416,,,,,,
Jefferson,5 Ashwood,U.S. House,2,Greg Walden,Republican,7,,,,,,
Jefferson,6 Kutcher,U.S. House,2,Greg Walden,Republican,60,,,,,,
Jefferson,8 Lyle Gap,U.S. House,2,Greg Walden,Republican,19,,,,,,
Jefferson,11 Metolius,U.S. House,2,Greg Walden,Republican,29,,,,,,
Jefferson,13 East Madras,U.S. House,2,Greg Walden,Republican,161,,,,,,
Jefferson,14 Warm Springs,U.S. House,2,Greg Walden,Republican,12,,,,,,
Jefferson,16 Camp Sherman,U.S. House,2,Greg Walden,Republican,23,,,,,,
Jefferson,17 Culver,U.S. House,2,Greg Walden,Republican,49,,,,,,
Jefferson,18 Round Butte,U.S. House,2,Greg Walden,Republican,55,,,,,,
Jefferson,19 West Madras,U.S. House,2,Greg Walden,Republican,74,,,,,,
Jefferson,20 Circle M,U.S. House,2,Greg Walden,Republican,30,,,,,,
Jefferson,21 Central,U.S. House,2,Greg Walden,Republican,153,,,,,,
Jefferson,22 Sunset,U.S. House,2,Greg Walden,Republican,146,,,,,,
Jefferson,1 Haystack,U.S. House,2,Dennis B. Linthicum,Republican,49,,,,,,
Jefferson,2 Crooked River Ranch,U.S. House,2,Dennis B. Linthicum,Republican,109,,,,,,
Jefferson,5 Ashwood,U.S. House,2,Dennis B. Linthicum,Republican,5,,,,,,
Jefferson,6 Kutcher,U.S. House,2,Dennis B. Linthicum,Republican,10,,,,,,
Jefferson,8 Lyle Gap,U.S. House,2,Dennis B. Linthicum,Republican,4,,,,,,
Jefferson,11 Metolius,U.S. House,2,Dennis B. Linthicum,Republican,8,,,,,,
Jefferson,13 East Madras,U.S. House,2,Dennis B. Linthicum,Republican,48,,,,,,
Jefferson,14 Warm Springs,U.S. House,2,Dennis B. Linthicum,Republican,4,,,,,,
Jefferson,16 Camp Sherman,U.S. House,2,Dennis B. Linthicum,Republican,11,,,,,,
