county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,military,provisional,emergency
Jefferson,1 Haystack,U.S. Senate,,Pavel Goberman,Democratic,4,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Pavel Goberman,Democratic,9,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Pavel Goberman,Democratic,0,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Pavel Goberman,Democratic,2,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Pavel Goberman,Democratic,0,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Pavel Goberman,Democratic,1,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Pavel Goberman,Democratic,7,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Pavel Goberman,Democratic,1,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Pavel Goberman,Democratic,0,,,,,,
Jefferson,17 Culver,U.S. Senate,,Pavel Goberman,Democratic,3,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Pavel Goberman,Democratic,1,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Pavel Goberman,Democratic,4,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Pavel Goberman,Democratic,1,,,,,,
Jefferson,21 Central,U.S. Senate,,Pavel Goberman,Democratic,9,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Pavel Goberman,Democratic,4,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Jeff Merkley,Democratic,77,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Jeff Merkley,Democratic,262,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Jeff Merkley,Democratic,4,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Jeff Merkley,Democratic,32,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Jeff Merkley,Democratic,10,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Jeff Merkley,Democratic,19,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Jeff Merkley,Democratic,143,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Jeff Merkley,Democratic,39,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Jeff Merkley,Democratic,39,,,,,,
Jefferson,17 Culver,U.S. Senate,,Jeff Merkley,Democratic,46,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Jeff Merkley,Democratic,25,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Jeff Merkley,Democratic,64,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Jeff Merkley,Democratic,21,,,,,,
Jefferson,21 Central,U.S. Senate,,Jeff Merkley,Democratic,128,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Jeff Merkley,Democratic,57,,,,,,
Jefferson,1 Haystack,U.S. Senate,,William Bryk,Democratic,5,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,William Bryk,Democratic,21,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,William Bryk,Democratic,0,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,William Bryk,Democratic,2,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,William Bryk,Democratic,0,,,,,,
Jefferson,11 Metolius,U.S. Senate,,William Bryk,Democratic,5,,,,,,
Jefferson,13 East Madras,U.S. Senate,,William Bryk,Democratic,12,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,William Bryk,Democratic,2,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,William Bryk,Democratic,1,,,,,,
Jefferson,17 Culver,U.S. Senate,,William Bryk,Democratic,3,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,William Bryk,Democratic,9,,,,,,
Jefferson,19 West Madras,U.S. Senate,,William Bryk,Democratic,9,,,,,,
Jefferson,20 Circle M,U.S. Senate,,William Bryk,Democratic,4,,,,,,
Jefferson,21 Central,U.S. Senate,,William Bryk,Democratic,12,,,,,,
Jefferson,22 Sunset,U.S. Senate,,William Bryk,Democratic,9,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Write-ins,Democratic,3,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Write-ins,Democratic,5,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Write-ins,Democratic,1,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Write-ins,Democratic,2,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Write-ins,Democratic,0,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Write-ins,Democratic,0,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Write-ins,Democratic,3,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Write-ins,Democratic,0,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Write-ins,Democratic,0,,,,,,
Jefferson,17 Culver,U.S. Senate,,Write-ins,Democratic,0,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Write-ins,Democratic,1,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Write-ins,Democratic,0,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Write-ins,Democratic,0,,,,,,
Jefferson,21 Central,U.S. Senate,,Write-ins,Democratic,1,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Write-ins,Democratic,2,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,17 Culver,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Over Votes,Democratic,1,,,,,,
Jefferson,21 Central,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Over Votes,Democratic,0,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Under Votes,Democratic,14,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Under Votes,Democratic,13,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Under Votes,Democratic,4,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Under Votes,Democratic,2,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Under Votes,Democratic,1,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Under Votes,Democratic,4,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Under Votes,Democratic,16,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Under Votes,Democratic,0,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Under Votes,Democratic,1,,,,,,
Jefferson,17 Culver,U.S. Senate,,Under Votes,Democratic,7,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Under Votes,Democratic,11,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Under Votes,Democratic,7,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Under Votes,Democratic,4,,,,,,
Jefferson,21 Central,U.S. Senate,,Under Votes,Democratic,16,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Under Votes,Democratic,13,,,,,,
Jefferson,1 Haystack,U.S. House,2,C.F. (Frank) Vulliet,Democratic,2,,,,,,
Jefferson,2 Crooked River Ranch,U.S. House,2,C.F. (Frank) Vulliet,Democratic,46,,,,,,
Jefferson,5 Ashwood,U.S. House,2,C.F. (Frank) Vulliet,Democratic,0,,,,,,
Jefferson,6 Kutcher,U.S. House,2,C.F. (Frank) Vulliet,Democratic,1,,,,,,
Jefferson,8 Lyle Gap,U.S. House,2,C.F. (Frank) Vulliet,Democratic,0,,,,,,
Jefferson,11 Metolius,U.S. House,2,C.F. (Frank) Vulliet,Democratic,0,,,,,,
Jefferson,13 East Madras,U.S. House,2,C.F. (Frank) Vulliet,Democratic,12,,,,,,
Jefferson,14 Warm Springs,U.S. House,2,C.F. (Frank) Vulliet,Democratic,5,,,,,,
Jefferson,16 Camp Sherman,U.S. House,2,C.F. (Frank) Vulliet,Democratic,6,,,,,,
Jefferson,17 Culver,U.S. House,2,C.F. (Frank) Vulliet,Democratic,5,,,,,,
Jefferson,18 Round Butte,U.S. House,2,C.F. (Frank) Vulliet,Democratic,4,,,,,,
Jefferson,19 West Madras,U.S. House,2,C.F. (Frank) Vulliet,Democratic,7,,,,,,
Jefferson,20 Circle M,U.S. House,2,C.F. (Frank) Vulliet,Democratic,4,,,,,,
Jefferson,21 Central,U.S. House,2,C.F. (Frank) Vulliet,Democratic,17,,,,,,
Jefferson,22 Sunset,U.S. House,2,C.F. (Frank) Vulliet,Democratic,10,,,,,,
Jefferson,1 Haystack,U.S. House,2,Aelea Christofferson,Democratic,41,,,,,,
Jefferson,2 Crooked River Ranch,U.S. House,2,Aelea Christofferson,Democratic,136,,,,,,
Jefferson,5 Ashwood,U.S. House,2,Aelea Christofferson,Democratic,2,,,,,,
Jefferson,6 Kutcher,U.S. House,2,Aelea Christofferson,Democratic,22,,,,,,
Jefferson,8 Lyle Gap,U.S. House,2,Aelea Christofferson,Democratic,5,,,,,,
Jefferson,11 Metolius,U.S. House,2,Aelea Christofferson,Democratic,17,,,,,,
Jefferson,13 East Madras,U.S. House,2,Aelea Christofferson,Democratic,76,,,,,,
Jefferson,14 Warm Springs,U.S. House,2,Aelea Christofferson,Democratic,19,,,,,,
Jefferson,16 Camp Sherman,U.S. House,2,Aelea Christofferson,Democratic,24,,,,,,
Jefferson,17 Culver,U.S. House,2,Aelea Christofferson,Democratic,24,,,,,,
Jefferson,18 Round Butte,U.S. House,2,Aelea Christofferson,Democratic,20,,,,,,
Jefferson,19 West Madras,U.S. House,2,Aelea Christofferson,Democratic,44,,,,,,
Jefferson,20 Circle M,U.S. House,2,Aelea Christofferson,Democratic,7,,,,,,
Jefferson,21 Central,U.S. House,2,Aelea Christofferson,Democratic,76,,,,,,
Jefferson,22 Sunset,U.S. House,2,Aelea Christofferson,Democratic,33,,,,,,
Jefferson,1 Haystack,U.S. House,2,Barney Spera,Democratic,20,,,,,,
Jefferson,2 Crooked River Ranch,U.S. House,2,Barney Spera,Democratic,41,,,,,,
Jefferson,5 Ashwood,U.S. House,2,Barney Spera,Democratic,0,,,,,,
Jefferson,6 Kutcher,U.S. House,2,Barney Spera,Democratic,3,,,,,,
Jefferson,8 Lyle Gap,U.S. House,2,Barney Spera,Democratic,2,,,,,,
Jefferson,11 Metolius,U.S. House,2,Barney Spera,Democratic,4,,,,,,
Jefferson,13 East Madras,U.S. House,2,Barney Spera,Democratic,22,,,,,,
Jefferson,14 Warm Springs,U.S. House,2,Barney Spera,Democratic,7,,,,,,
Jefferson,16 Camp Sherman,U.S. House,2,Barney Spera,Democratic,2,,,,,,
Jefferson,17 Culver,U.S. House,2,Barney Spera,Democratic,12,,,,,,
Jefferson,18 Round Butte,U.S. House,2,Barney Spera,Democratic,2,,,,,,
Jefferson,19 West Madras,U.S. House,2,Barney Spera,Democratic,7,,,,,,
Jefferson,20 Circle M,U.S. House,2,Barney Spera,Democratic,8,,,,,,
Jefferson,21 Central,U.S. House,2,Barney Spera,Democratic,13,,,,,,
Jefferson,22 Sunset,U.S. House,2,Barney Spera,Democratic,11,,,,,,
Jefferson,1 Haystack,U.S. House,2,Write-ins,Democratic,4,,,,,,
Jefferson,2 Crooked River Ranch,U.S. House,2,Write-ins,Democratic,5,,,,,,
Jefferson,5 Ashwood,U.S. House,2,Write-ins,Democratic,1,,,,,,
Jefferson,6 Kutcher,U.S. House,2,Write-ins,Democratic,0,,,,,,
Jefferson,8 Lyle Gap,U.S. House,2,Write-ins,Democratic,0,,,,,,
Jefferson,11 Metolius,U.S. House,2,Write-ins,Democratic,0,,,,,,
Jefferson,13 East Madras,U.S. House,2,Write-ins,Democratic,5,,,,,,
Jefferson,14 Warm Springs,U.S. House,2,Write-ins,Democratic,0,,,,,,
Jefferson,16 Camp Sherman,U.S. House,2,Write-ins,Democratic,0,,,,,,
Jefferson,17 Culver,U.S. House,2,Write-ins,Democratic,1,,,,,,
Jefferson,18 Round Butte,U.S. House,2,Write-ins,Democratic,1,,,,,,
Jefferson,19 West Madras,U.S. House,2,Write-ins,Democratic,0,,,,,,
Jefferson,20 Circle M,U.S. House,2,Write-ins,Democratic,0,,,,,,
Jefferson,21 Central,U.S. House,2,Write-ins,Democratic,0,,,,,,
Jefferson,22 Sunset,U.S. House,2,Write-ins,Democratic,0,,,,,,
Jefferson,1 Haystack,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,2 Crooked River Ranch,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,5 Ashwood,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,6 Kutcher,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,8 Lyle Gap,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,11 Metolius,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,13 East Madras,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,14 Warm Springs,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,16 Camp Sherman,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,17 Culver,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,18 Round Butte,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,19 West Madras,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,20 Circle M,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,21 Central,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,22 Sunset,U.S. House,2,Over Votes,Democratic,0,,,,,,
Jefferson,1 Haystack,U.S. House,2,Under Votes,Democratic,36,,,,,,
Jefferson,2 Crooked River Ranch,U.S. House,2,Under Votes,Democratic,82,,,,,,
Jefferson,5 Ashwood,U.S. House,2,Under Votes,Democratic,6,,,,,,
Jefferson,6 Kutcher,U.S. House,2,Under Votes,Democratic,14,,,,,,
Jefferson,8 Lyle Gap,U.S. House,2,Under Votes,Democratic,4,,,,,,
Jefferson,11 Metolius,U.S. House,2,Under Votes,Democratic,8,,,,,,
Jefferson,13 East Madras,U.S. House,2,Under Votes,Democratic,66,,,,,,
Jefferson,14 Warm Springs,U.S. House,2,Under Votes,Democratic,11,,,,,,
Jefferson,16 Camp Sherman,U.S. House,2,Under Votes,Democratic,9,,,,,,
Jefferson,17 Culver,U.S. House,2,Under Votes,Democratic,17,,,,,,
Jefferson,18 Round Butte,U.S. House,2,Under Votes,Democratic,20,,,,,,
Jefferson,19 West Madras,U.S. House,2,Under Votes,Democratic,26,,,,,,
Jefferson,20 Circle M,U.S. House,2,Under Votes,Democratic,12,,,,,,
Jefferson,21 Central,U.S. House,2,Under Votes,Democratic,60,,,,,,
Jefferson,22 Sunset,U.S. House,2,Under Votes,Democratic,31,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Monica Wehby,Republican,128,,,,,,
Jefferson,2 Crooked River Ranch,U.S. Senate,,Monica Wehby,Republican,246,,,,,,
Jefferson,5 Ashwood,U.S. Senate,,Monica Wehby,Republican,5,,,,,,
Jefferson,6 Kutcher,U.S. Senate,,Monica Wehby,Republican,38,,,,,,
Jefferson,8 Lyle Gap,U.S. Senate,,Monica Wehby,Republican,10,,,,,,
Jefferson,11 Metolius,U.S. Senate,,Monica Wehby,Republican,12,,,,,,
Jefferson,13 East Madras,U.S. Senate,,Monica Wehby,Republican,64,,,,,,
Jefferson,14 Warm Springs,U.S. Senate,,Monica Wehby,Republican,3,,,,,,
Jefferson,16 Camp Sherman,U.S. Senate,,Monica Wehby,Republican,19,,,,,,
Jefferson,17 Culver,U.S. Senate,,Monica Wehby,Republican,18,,,,,,
Jefferson,18 Round Butte,U.S. Senate,,Monica Wehby,Republican,31,,,,,,
Jefferson,19 West Madras,U.S. Senate,,Monica Wehby,Republican,43,,,,,,
Jefferson,20 Circle M,U.S. Senate,,Monica Wehby,Republican,17,,,,,,
Jefferson,21 Central,U.S. Senate,,Monica Wehby,Republican,82,,,,,,
Jefferson,22 Sunset,U.S. Senate,,Monica Wehby,Republican,94,,,,,,
Jefferson,1 Haystack,U.S. Senate,,Jo Rae Perkins,Republican,8,,,,,,
