county,candidate,party,office,district,precinct,votes
Multnomah,Jason Levin,PAC,Governor,,4406,119
Multnomah,Write-ins,,Governor,,4406,28
Multnomah,Over Votes,,Governor,,4406,1
Multnomah,Under Votes,,Governor,,4406,138
Multnomah,Dennis Richardson,REP,Governor,,4407,284
Multnomah,Chris Henry,PRO,Governor,,4407,27
Multnomah,Aaron Auer,CON,Governor,,4407,7
Multnomah,John Kitzhaber,DEM,Governor,,4407,2001
Multnomah,Paul Grad,LBT,Governor,,4407,19
Multnomah,Jason Levin,PAC,Governor,,4407,103
Multnomah,Write-ins,,Governor,,4407,15
Multnomah,Over Votes,,Governor,,4407,0
Multnomah,Under Votes,,Governor,,4407,93
Multnomah,Dennis Richardson,REP,Governor,,4408,585
Multnomah,Chris Henry,PRO,Governor,,4408,46
Multnomah,Aaron Auer,CON,Governor,,4408,18
Multnomah,John Kitzhaber,DEM,Governor,,4408,2159
Multnomah,Paul Grad,LBT,Governor,,4408,34
Multnomah,Jason Levin,PAC,Governor,,4408,78
Multnomah,Write-ins,,Governor,,4408,17
Multnomah,Over Votes,,Governor,,4408,1
Multnomah,Under Votes,,Governor,,4408,121
Multnomah,Dennis Richardson,REP,Governor,,4409,264
Multnomah,Chris Henry,PRO,Governor,,4409,21
Multnomah,Aaron Auer,CON,Governor,,4409,10
Multnomah,John Kitzhaber,DEM,Governor,,4409,808
Multnomah,Paul Grad,LBT,Governor,,4409,29
Multnomah,Jason Levin,PAC,Governor,,4409,43
Multnomah,Write-ins,,Governor,,4409,6
Multnomah,Over Votes,,Governor,,4409,0
Multnomah,Under Votes,,Governor,,4409,65
Multnomah,Dennis Richardson,REP,Governor,,4501,531
Multnomah,Chris Henry,PRO,Governor,,4501,33
Multnomah,Aaron Auer,CON,Governor,,4501,8
Multnomah,John Kitzhaber,DEM,Governor,,4501,2868
Multnomah,Paul Grad,LBT,Governor,,4501,30
Multnomah,Jason Levin,PAC,Governor,,4501,88
Multnomah,Write-ins,,Governor,,4501,19
Multnomah,Over Votes,,Governor,,4501,0
Multnomah,Under Votes,,Governor,,4501,114
Multnomah,Dennis Richardson,REP,Governor,,4502,507
Multnomah,Chris Henry,PRO,Governor,,4502,46
Multnomah,Aaron Auer,CON,Governor,,4502,19
Multnomah,John Kitzhaber,DEM,Governor,,4502,2410
Multnomah,Paul Grad,LBT,Governor,,4502,51
Multnomah,Jason Levin,PAC,Governor,,4502,108
Multnomah,Write-ins,,Governor,,4502,30
Multnomah,Over Votes,,Governor,,4502,4
Multnomah,Under Votes,,Governor,,4502,138
Multnomah,Dennis Richardson,REP,Governor,,4503,394
Multnomah,Chris Henry,PRO,Governor,,4503,31
Multnomah,Aaron Auer,CON,Governor,,4503,8
Multnomah,John Kitzhaber,DEM,Governor,,4503,2577
Multnomah,Paul Grad,LBT,Governor,,4503,29
Multnomah,Jason Levin,PAC,Governor,,4503,89
Multnomah,Write-ins,,Governor,,4503,20
Multnomah,Over Votes,,Governor,,4503,0
Multnomah,Under Votes,,Governor,,4503,138
Multnomah,Dennis Richardson,REP,Governor,,4504,530
Multnomah,Chris Henry,PRO,Governor,,4504,31
Multnomah,Aaron Auer,CON,Governor,,4504,6
Multnomah,John Kitzhaber,DEM,Governor,,4504,2916
Multnomah,Paul Grad,LBT,Governor,,4504,21
Multnomah,Jason Levin,PAC,Governor,,4504,59
Multnomah,Write-ins,,Governor,,4504,29
Multnomah,Over Votes,,Governor,,4504,0
Multnomah,Under Votes,,Governor,,4504,126
Multnomah,Dennis Richardson,REP,Governor,,4505,380
Multnomah,Chris Henry,PRO,Governor,,4505,21
Multnomah,Aaron Auer,CON,Governor,,4505,10
Multnomah,John Kitzhaber,DEM,Governor,,4505,1588
Multnomah,Paul Grad,LBT,Governor,,4505,42
Multnomah,Jason Levin,PAC,Governor,,4505,64
Multnomah,Write-ins,,Governor,,4505,12
Multnomah,Over Votes,,Governor,,4505,1
Multnomah,Under Votes,,Governor,,4505,103
Multnomah,Dennis Richardson,REP,Governor,,4506,561
Multnomah,Chris Henry,PRO,Governor,,4506,20
Multnomah,Aaron Auer,CON,Governor,,4506,10
Multnomah,John Kitzhaber,DEM,Governor,,4506,1336
Multnomah,Paul Grad,LBT,Governor,,4506,34
Multnomah,Jason Levin,PAC,Governor,,4506,66
Multnomah,Write-ins,,Governor,,4506,13
Multnomah,Over Votes,,Governor,,4506,1
Multnomah,Under Votes,,Governor,,4506,113
Multnomah,Dennis Richardson,REP,Governor,,4507,445
Multnomah,Chris Henry,PRO,Governor,,4507,38
Multnomah,Aaron Auer,CON,Governor,,4507,9
Multnomah,John Kitzhaber,DEM,Governor,,4507,2552
Multnomah,Paul Grad,LBT,Governor,,4507,39
Multnomah,Jason Levin,PAC,Governor,,4507,75
Multnomah,Write-ins,,Governor,,4507,34
Multnomah,Over Votes,,Governor,,4507,0
Multnomah,Under Votes,,Governor,,4507,134
Multnomah,Dennis Richardson,REP,Governor,,4508,468
Multnomah,Chris Henry,PRO,Governor,,4508,43
Multnomah,Aaron Auer,CON,Governor,,4508,17
Multnomah,John Kitzhaber,DEM,Governor,,4508,1957
Multnomah,Paul Grad,LBT,Governor,,4508,39
Multnomah,Jason Levin,PAC,Governor,,4508,99
Multnomah,Write-ins,,Governor,,4508,16
Multnomah,Over Votes,,Governor,,4508,0
Multnomah,Under Votes,,Governor,,4508,124
Multnomah,Dennis Richardson,REP,Governor,,4509,529
Multnomah,Chris Henry,PRO,Governor,,4509,23
Multnomah,Aaron Auer,CON,Governor,,4509,21
Multnomah,John Kitzhaber,DEM,Governor,,4509,895
Multnomah,Paul Grad,LBT,Governor,,4509,24
Multnomah,Jason Levin,PAC,Governor,,4509,39
Multnomah,Write-ins,,Governor,,4509,7
Multnomah,Over Votes,,Governor,,4509,1
Multnomah,Under Votes,,Governor,,4509,76
Multnomah,Dennis Richardson,REP,Governor,,4510,552
Multnomah,Chris Henry,PRO,Governor,,4510,12
Multnomah,Aaron Auer,CON,Governor,,4510,6
Multnomah,John Kitzhaber,DEM,Governor,,4510,850
Multnomah,Paul Grad,LBT,Governor,,4510,22
Multnomah,Jason Levin,PAC,Governor,,4510,27
Multnomah,Write-ins,,Governor,,4510,8
Multnomah,Over Votes,,Governor,,4510,1
Multnomah,Under Votes,,Governor,,4510,64
Multnomah,Dennis Richardson,REP,Governor,,4511,456
Multnomah,Chris Henry,PRO,Governor,,4511,17
Multnomah,Aaron Auer,CON,Governor,,4511,20
Multnomah,John Kitzhaber,DEM,Governor,,4511,873
Multnomah,Paul Grad,LBT,Governor,,4511,43
Multnomah,Jason Levin,PAC,Governor,,4511,60
Multnomah,Write-ins,,Governor,,4511,5
Multnomah,Over Votes,,Governor,,4511,0
Multnomah,Under Votes,,Governor,,4511,56
Multnomah,Dennis Richardson,REP,Governor,,4512,131
Multnomah,Chris Henry,PRO,Governor,,4512,7
Multnomah,Aaron Auer,CON,Governor,,4512,2
Multnomah,John Kitzhaber,DEM,Governor,,4512,246
Multnomah,Paul Grad,LBT,Governor,,4512,11
Multnomah,Jason Levin,PAC,Governor,,4512,6
Multnomah,Write-ins,,Governor,,4512,2
Multnomah,Over Votes,,Governor,,4512,0
Multnomah,Under Votes,,Governor,,4512,21
Multnomah,Dennis Richardson,REP,Governor,,4601,478
Multnomah,Chris Henry,PRO,Governor,,4601,46
Multnomah,Aaron Auer,CON,Governor,,4601,16
Multnomah,John Kitzhaber,DEM,Governor,,4601,2661
Multnomah,Paul Grad,LBT,Governor,,4601,43
Multnomah,Jason Levin,PAC,Governor,,4601,123
Multnomah,Write-ins,,Governor,,4601,21
Multnomah,Over Votes,,Governor,,4601,1
Multnomah,Under Votes,,Governor,,4601,155
Multnomah,Dennis Richardson,REP,Governor,,4602,463
Multnomah,Chris Henry,PRO,Governor,,4602,26
Multnomah,Aaron Auer,CON,Governor,,4602,4
Multnomah,John Kitzhaber,DEM,Governor,,4602,2248
Multnomah,Paul Grad,LBT,Governor,,4602,26
Multnomah,Jason Levin,PAC,Governor,,4602,55
Multnomah,Write-ins,,Governor,,4602,29
Multnomah,Over Votes,,Governor,,4602,0
Multnomah,Under Votes,,Governor,,4602,91
Multnomah,Dennis Richardson,REP,Governor,,4603,528
Multnomah,Chris Henry,PRO,Governor,,4603,29
Multnomah,Aaron Auer,CON,Governor,,4603,11
Multnomah,John Kitzhaber,DEM,Governor,,4603,2931
Multnomah,Paul Grad,LBT,Governor,,4603,32
Multnomah,Jason Levin,PAC,Governor,,4603,92
Multnomah,Write-ins,,Governor,,4603,25
Multnomah,Over Votes,,Governor,,4603,0
Multnomah,Under Votes,,Governor,,4603,121
Multnomah,Dennis Richardson,REP,Governor,,4604,605
Multnomah,Chris Henry,PRO,Governor,,4604,41
Multnomah,Aaron Auer,CON,Governor,,4604,28
Multnomah,John Kitzhaber,DEM,Governor,,4604,1719
Multnomah,Paul Grad,LBT,Governor,,4604,44
Multnomah,Jason Levin,PAC,Governor,,4604,103
Multnomah,Write-ins,,Governor,,4604,14
Multnomah,Over Votes,,Governor,,4604,1
Multnomah,Under Votes,,Governor,,4604,139
Multnomah,Dennis Richardson,REP,Governor,,4605,598
Multnomah,Chris Henry,PRO,Governor,,4605,63
Multnomah,Aaron Auer,CON,Governor,,4605,8
Multnomah,John Kitzhaber,DEM,Governor,,4605,2545
Multnomah,Paul Grad,LBT,Governor,,4605,46
Multnomah,Jason Levin,PAC,Governor,,4605,119
Multnomah,Write-ins,,Governor,,4605,25
Multnomah,Over Votes,,Governor,,4605,0
Multnomah,Under Votes,,Governor,,4605,168
Multnomah,Dennis Richardson,REP,Governor,,4606,551
Multnomah,Chris Henry,PRO,Governor,,4606,56
Multnomah,Aaron Auer,CON,Governor,,4606,23
Multnomah,John Kitzhaber,DEM,Governor,,4606,2286
Multnomah,Paul Grad,LBT,Governor,,4606,69
Multnomah,Jason Levin,PAC,Governor,,4606,159
Multnomah,Write-ins,,Governor,,4606,22
Multnomah,Over Votes,,Governor,,4606,0
Multnomah,Under Votes,,Governor,,4606,148
Multnomah,Dennis Richardson,REP,Governor,,4607,723
Multnomah,Chris Henry,PRO,Governor,,4607,14
Multnomah,Aaron Auer,CON,Governor,,4607,19
Multnomah,John Kitzhaber,DEM,Governor,,4607,1272
Multnomah,Paul Grad,LBT,Governor,,4607,32
Multnomah,Jason Levin,PAC,Governor,,4607,67
Multnomah,Write-ins,,Governor,,4607,11
Multnomah,Over Votes,,Governor,,4607,1
Multnomah,Under Votes,,Governor,,4607,107
Multnomah,Dennis Richardson,REP,Governor,,4608,327
Multnomah,Chris Henry,PRO,Governor,,4608,24
Multnomah,Aaron Auer,CON,Governor,,4608,24
Multnomah,John Kitzhaber,DEM,Governor,,4608,948
Multnomah,Paul Grad,LBT,Governor,,4608,46
Multnomah,Jason Levin,PAC,Governor,,4608,61
Multnomah,Write-ins,,Governor,,4608,16
Multnomah,Over Votes,,Governor,,4608,1
Multnomah,Under Votes,,Governor,,4608,46
Multnomah,Dennis Richardson,REP,Governor,,4609,518
Multnomah,Chris Henry,PRO,Governor,,4609,46
Multnomah,Aaron Auer,CON,Governor,,4609,23
Multnomah,John Kitzhaber,DEM,Governor,,4609,2474
Multnomah,Paul Grad,LBT,Governor,,4609,57
Multnomah,Jason Levin,PAC,Governor,,4609,124
Multnomah,Write-ins,,Governor,,4609,25
Multnomah,Over Votes,,Governor,,4609,1
Multnomah,Under Votes,,Governor,,4609,164
Multnomah,Dennis Richardson,REP,Governor,,4701,557
Multnomah,Chris Henry,PRO,Governor,,4701,12
Multnomah,Aaron Auer,CON,Governor,,4701,9
Multnomah,John Kitzhaber,DEM,Governor,,4701,942
Multnomah,Paul Grad,LBT,Governor,,4701,22
Multnomah,Jason Levin,PAC,Governor,,4701,24
Multnomah,Write-ins,,Governor,,4701,5
Multnomah,Over Votes,,Governor,,4701,0
Multnomah,Under Votes,,Governor,,4701,74
Multnomah,Dennis Richardson,REP,Governor,,4702,174
Multnomah,Chris Henry,PRO,Governor,,4702,3
Multnomah,Aaron Auer,CON,Governor,,4702,5
Multnomah,John Kitzhaber,DEM,Governor,,4702,270
Multnomah,Paul Grad,LBT,Governor,,4702,8
Multnomah,Jason Levin,PAC,Governor,,4702,16
Multnomah,Write-ins,,Governor,,4702,1
Multnomah,Over Votes,,Governor,,4702,0
Multnomah,Under Votes,,Governor,,4702,22
Multnomah,Dennis Richardson,REP,Governor,,4703,601
Multnomah,Chris Henry,PRO,Governor,,4703,14
Multnomah,Aaron Auer,CON,Governor,,4703,21
Multnomah,John Kitzhaber,DEM,Governor,,4703,768
Multnomah,Paul Grad,LBT,Governor,,4703,21
Multnomah,Jason Levin,PAC,Governor,,4703,24
Multnomah,Write-ins,,Governor,,4703,10
Multnomah,Over Votes,,Governor,,4703,1
Multnomah,Under Votes,,Governor,,4703,66
Multnomah,Dennis Richardson,REP,Governor,,4704,945
Multnomah,Chris Henry,PRO,Governor,,4704,28
Multnomah,Aaron Auer,CON,Governor,,4704,27
Multnomah,John Kitzhaber,DEM,Governor,,4704,1444
Multnomah,Paul Grad,LBT,Governor,,4704,41
Multnomah,Jason Levin,PAC,Governor,,4704,40
Multnomah,Write-ins,,Governor,,4704,19
Multnomah,Over Votes,,Governor,,4704,1
Multnomah,Under Votes,,Governor,,4704,116
Multnomah,Dennis Richardson,REP,Governor,,4705,802
Multnomah,Chris Henry,PRO,Governor,,4705,47
Multnomah,Aaron Auer,CON,Governor,,4705,48
Multnomah,John Kitzhaber,DEM,Governor,,4705,1689
Multnomah,Paul Grad,LBT,Governor,,4705,35
Multnomah,Jason Levin,PAC,Governor,,4705,104
Multnomah,Write-ins,,Governor,,4705,11
Multnomah,Over Votes,,Governor,,4705,2
Multnomah,Under Votes,,Governor,,4705,113
Multnomah,Dennis Richardson,REP,Governor,,4706,737
Multnomah,Chris Henry,PRO,Governor,,4706,28
Multnomah,Aaron Auer,CON,Governor,,4706,38
Multnomah,John Kitzhaber,DEM,Governor,,4706,1010
Multnomah,Paul Grad,LBT,Governor,,4706,54
Multnomah,Jason Levin,PAC,Governor,,4706,59
Multnomah,Write-ins,,Governor,,4706,11
Multnomah,Over Votes,,Governor,,4706,1
Multnomah,Under Votes,,Governor,,4706,83
Multnomah,Dennis Richardson,REP,Governor,,4707,273
Multnomah,Chris Henry,PRO,Governor,,4707,9
Multnomah,Aaron Auer,CON,Governor,,4707,9
Multnomah,John Kitzhaber,DEM,Governor,,4707,645
Multnomah,Paul Grad,LBT,Governor,,4707,26
Multnomah,Jason Levin,PAC,Governor,,4707,35
Multnomah,Write-ins,,Governor,,4707,10
Multnomah,Over Votes,,Governor,,4707,0
Multnomah,Under Votes,,Governor,,4707,45
Multnomah,Dennis Richardson,REP,Governor,,4708,709
Multnomah,Chris Henry,PRO,Governor,,4708,25
Multnomah,Aaron Auer,CON,Governor,,4708,27
Multnomah,John Kitzhaber,DEM,Governor,,4708,1275
Multnomah,Paul Grad,LBT,Governor,,4708,26
Multnomah,Jason Levin,PAC,Governor,,4708,56
Multnomah,Write-ins,,Governor,,4708,14
Multnomah,Over Votes,,Governor,,4708,2
Multnomah,Under Votes,,Governor,,4708,74
Multnomah,Dennis Richardson,REP,Governor,,4709,434
Multnomah,Chris Henry,PRO,Governor,,4709,15
Multnomah,Aaron Auer,CON,Governor,,4709,11
Multnomah,John Kitzhaber,DEM,Governor,,4709,627
Multnomah,Paul Grad,LBT,Governor,,4709,26
Multnomah,Jason Levin,PAC,Governor,,4709,36
Multnomah,Write-ins,,Governor,,4709,9
Multnomah,Over Votes,,Governor,,4709,1
Multnomah,Under Votes,,Governor,,4709,60
Multnomah,Dennis Richardson,REP,Governor,,4710,891
Multnomah,Chris Henry,PRO,Governor,,4710,33
Multnomah,Aaron Auer,CON,Governor,,4710,49
Multnomah,John Kitzhaber,DEM,Governor,,4710,1310
Multnomah,Paul Grad,LBT,Governor,,4710,54
Multnomah,Jason Levin,PAC,Governor,,4710,75
Multnomah,Write-ins,,Governor,,4710,16
Multnomah,Over Votes,,Governor,,4710,0
Multnomah,Under Votes,,Governor,,4710,132
Multnomah,Dennis Richardson,REP,Governor,,4801,383
Multnomah,Chris Henry,PRO,Governor,,4801,5
Multnomah,Aaron Auer,CON,Governor,,4801,2
Multnomah,John Kitzhaber,DEM,Governor,,4801,392
Multnomah,Paul Grad,LBT,Governor,,4801,16
Multnomah,Jason Levin,PAC,Governor,,4801,14
Multnomah,Write-ins,,Governor,,4801,4
Multnomah,Over Votes,,Governor,,4801,0
Multnomah,Under Votes,,Governor,,4801,40
Multnomah,Dennis Richardson,REP,Governor,,4802,596
Multnomah,Chris Henry,PRO,Governor,,4802,45
Multnomah,Aaron Auer,CON,Governor,,4802,26
Multnomah,John Kitzhaber,DEM,Governor,,4802,1546
Multnomah,Paul Grad,LBT,Governor,,4802,42
Multnomah,Jason Levin,PAC,Governor,,4802,110
Multnomah,Write-ins,,Governor,,4802,21
Multnomah,Over Votes,,Governor,,4802,2
Multnomah,Under Votes,,Governor,,4802,104
Multnomah,Dennis Richardson,REP,Governor,,4803,346
Multnomah,Chris Henry,PRO,Governor,,4803,29
Multnomah,Aaron Auer,CON,Governor,,4803,17
Multnomah,John Kitzhaber,DEM,Governor,,4803,813
Multnomah,Paul Grad,LBT,Governor,,4803,22
Multnomah,Jason Levin,PAC,Governor,,4803,53
Multnomah,Write-ins,,Governor,,4803,14
Multnomah,Over Votes,,Governor,,4803,1
Multnomah,Under Votes,,Governor,,4803,69
Multnomah,Dennis Richardson,REP,Governor,,4804,210
Multnomah,Chris Henry,PRO,Governor,,4804,12
Multnomah,Aaron Auer,CON,Governor,,4804,13
Multnomah,John Kitzhaber,DEM,Governor,,4804,531
Multnomah,Paul Grad,LBT,Governor,,4804,20
Multnomah,Jason Levin,PAC,Governor,,4804,33
Multnomah,Write-ins,,Governor,,4804,6
Multnomah,Over Votes,,Governor,,4804,1
Multnomah,Under Votes,,Governor,,4804,33
Multnomah,Dennis Richardson,REP,Governor,,4805,141
Multnomah,Chris Henry,PRO,Governor,,4805,6
Multnomah,Aaron Auer,CON,Governor,,4805,14
Multnomah,John Kitzhaber,DEM,Governor,,4805,258
Multnomah,Paul Grad,LBT,Governor,,4805,4
Multnomah,Jason Levin,PAC,Governor,,4805,19
Multnomah,Write-ins,,Governor,,4805,3
Multnomah,Over Votes,,Governor,,4805,0
Multnomah,Under Votes,,Governor,,4805,13
Multnomah,Dennis Richardson,REP,Governor,,4806,419
Multnomah,Chris Henry,PRO,Governor,,4806,8
Multnomah,Aaron Auer,CON,Governor,,4806,13
Multnomah,John Kitzhaber,DEM,Governor,,4806,500
Multnomah,Paul Grad,LBT,Governor,,4806,21
Multnomah,Jason Levin,PAC,Governor,,4806,19
Multnomah,Write-ins,,Governor,,4806,1
Multnomah,Over Votes,,Governor,,4806,1
Multnomah,Under Votes,,Governor,,4806,33
Multnomah,Dennis Richardson,REP,Governor,,4807,511
Multnomah,Chris Henry,PRO,Governor,,4807,25
Multnomah,Aaron Auer,CON,Governor,,4807,29
Multnomah,John Kitzhaber,DEM,Governor,,4807,900
Multnomah,Paul Grad,LBT,Governor,,4807,30
Multnomah,Jason Levin,PAC,Governor,,4807,27
Multnomah,Write-ins,,Governor,,4807,4
Multnomah,Over Votes,,Governor,,4807,2
Multnomah,Under Votes,,Governor,,4807,57
Multnomah,Dennis Richardson,REP,Governor,,4901,26
Multnomah,Chris Henry,PRO,Governor,,4901,0
Multnomah,Aaron Auer,CON,Governor,,4901,0
Multnomah,John Kitzhaber,DEM,Governor,,4901,8
Multnomah,Paul Grad,LBT,Governor,,4901,0
Multnomah,Jason Levin,PAC,Governor,,4901,1
Multnomah,Write-ins,,Governor,,4901,0
Multnomah,Over Votes,,Governor,,4901,0
Multnomah,Under Votes,,Governor,,4901,0
Multnomah,Dennis Richardson,REP,Governor,,4902,13
Multnomah,Chris Henry,PRO,Governor,,4902,0
Multnomah,Aaron Auer,CON,Governor,,4902,0
Multnomah,John Kitzhaber,DEM,Governor,,4902,10
Multnomah,Paul Grad,LBT,Governor,,4902,0
Multnomah,Jason Levin,PAC,Governor,,4902,0
Multnomah,Write-ins,,Governor,,4902,0
Multnomah,Over Votes,,Governor,,4902,0
Multnomah,Under Votes,,Governor,,4902,0
Multnomah,Dennis Richardson,REP,Governor,,4903,1164
Multnomah,Chris Henry,PRO,Governor,,4903,31
Multnomah,Aaron Auer,CON,Governor,,4903,29
Multnomah,John Kitzhaber,DEM,Governor,,4903,1345
Multnomah,Paul Grad,LBT,Governor,,4903,39
Multnomah,Jason Levin,PAC,Governor,,4903,47
Multnomah,Write-ins,,Governor,,4903,15
Multnomah,Over Votes,,Governor,,4903,1
Multnomah,Under Votes,,Governor,,4903,118
Multnomah,Dennis Richardson,REP,Governor,,4904,1128
Multnomah,Chris Henry,PRO,Governor,,4904,31
Multnomah,Aaron Auer,CON,Governor,,4904,28
Multnomah,John Kitzhaber,DEM,Governor,,4904,1058
Multnomah,Paul Grad,LBT,Governor,,4904,36
Multnomah,Jason Levin,PAC,Governor,,4904,47
Multnomah,Write-ins,,Governor,,4904,15
Multnomah,Over Votes,,Governor,,4904,1
Multnomah,Under Votes,,Governor,,4904,108
Multnomah,Dennis Richardson,REP,Governor,,4905,1461
Multnomah,Chris Henry,PRO,Governor,,4905,25
Multnomah,Aaron Auer,CON,Governor,,4905,30
Multnomah,John Kitzhaber,DEM,Governor,,4905,1261
Multnomah,Paul Grad,LBT,Governor,,4905,39
Multnomah,Jason Levin,PAC,Governor,,4905,39
Multnomah,Write-ins,,Governor,,4905,11
Multnomah,Over Votes,,Governor,,4905,0
Multnomah,Under Votes,,Governor,,4905,125
Multnomah,Dennis Richardson,REP,Governor,,4906,303
Multnomah,Chris Henry,PRO,Governor,,4906,11
Multnomah,Aaron Auer,CON,Governor,,4906,17
Multnomah,John Kitzhaber,DEM,Governor,,4906,338
Multnomah,Paul Grad,LBT,Governor,,4906,7
Multnomah,Jason Levin,PAC,Governor,,4906,17
Multnomah,Write-ins,,Governor,,4906,7
Multnomah,Over Votes,,Governor,,4906,0
Multnomah,Under Votes,,Governor,,4906,47
Multnomah,Dennis Richardson,REP,Governor,,4907,90
Multnomah,Chris Henry,PRO,Governor,,4907,0
Multnomah,Aaron Auer,CON,Governor,,4907,2
Multnomah,John Kitzhaber,DEM,Governor,,4907,123
Multnomah,Paul Grad,LBT,Governor,,4907,1
Multnomah,Jason Levin,PAC,Governor,,4907,3
Multnomah,Write-ins,,Governor,,4907,0
Multnomah,Over Votes,,Governor,,4907,0
Multnomah,Under Votes,,Governor,,4907,7
Multnomah,Dennis Richardson,REP,Governor,,4908,607
Multnomah,Chris Henry,PRO,Governor,,4908,16
Multnomah,Aaron Auer,CON,Governor,,4908,13
Multnomah,John Kitzhaber,DEM,Governor,,4908,614
Multnomah,Paul Grad,LBT,Governor,,4908,21
Multnomah,Jason Levin,PAC,Governor,,4908,26
Multnomah,Write-ins,,Governor,,4908,16
Multnomah,Over Votes,,Governor,,4908,0
Multnomah,Under Votes,,Governor,,4908,89
Multnomah,Dennis Richardson,REP,Governor,,4909,1064
Multnomah,Chris Henry,PRO,Governor,,4909,30
Multnomah,Aaron Auer,CON,Governor,,4909,42
Multnomah,John Kitzhaber,DEM,Governor,,4909,1291
Multnomah,Paul Grad,LBT,Governor,,4909,50
Multnomah,Jason Levin,PAC,Governor,,4909,48
Multnomah,Write-ins,,Governor,,4909,19
Multnomah,Over Votes,,Governor,,4909,2
Multnomah,Under Votes,,Governor,,4909,122
Multnomah,Dennis Richardson,REP,Governor,,4910,833
Multnomah,Chris Henry,PRO,Governor,,4910,28
Multnomah,Aaron Auer,CON,Governor,,4910,19
Multnomah,John Kitzhaber,DEM,Governor,,4910,1040
Multnomah,Paul Grad,LBT,Governor,,4910,34
Multnomah,Jason Levin,PAC,Governor,,4910,24
Multnomah,Write-ins,,Governor,,4910,7
Multnomah,Over Votes,,Governor,,4910,0
Multnomah,Under Votes,,Governor,,4910,89
Multnomah,Dennis Richardson,REP,Governor,,4911,955
Multnomah,Chris Henry,PRO,Governor,,4911,34
Multnomah,Aaron Auer,CON,Governor,,4911,30
Multnomah,John Kitzhaber,DEM,Governor,,4911,1221
Multnomah,Paul Grad,LBT,Governor,,4911,50
Multnomah,Jason Levin,PAC,Governor,,4911,45
Multnomah,Write-ins,,Governor,,4911,18
Multnomah,Over Votes,,Governor,,4911,0
Multnomah,Under Votes,,Governor,,4911,112
Multnomah,Dennis Richardson,REP,Governor,,5001,757
Multnomah,Chris Henry,PRO,Governor,,5001,20
Multnomah,Aaron Auer,CON,Governor,,5001,46
Multnomah,John Kitzhaber,DEM,Governor,,5001,1159
Multnomah,Paul Grad,LBT,Governor,,5001,41
Multnomah,Jason Levin,PAC,Governor,,5001,66
Multnomah,Write-ins,,Governor,,5001,19
Multnomah,Over Votes,,Governor,,5001,2
Multnomah,Under Votes,,Governor,,5001,82
Multnomah,Dennis Richardson,REP,Governor,,5002,1413
Multnomah,Chris Henry,PRO,Governor,,5002,13
Multnomah,Aaron Auer,CON,Governor,,5002,38
Multnomah,John Kitzhaber,DEM,Governor,,5002,1161
Multnomah,Paul Grad,LBT,Governor,,5002,46
Multnomah,Jason Levin,PAC,Governor,,5002,48
Multnomah,Write-ins,,Governor,,5002,30
Multnomah,Over Votes,,Governor,,5002,0
Multnomah,Under Votes,,Governor,,5002,116
Multnomah,Dennis Richardson,REP,Governor,,5003,1108
Multnomah,Chris Henry,PRO,Governor,,5003,25
Multnomah,Aaron Auer,CON,Governor,,5003,30
Multnomah,John Kitzhaber,DEM,Governor,,5003,1327
Multnomah,Paul Grad,LBT,Governor,,5003,53
Multnomah,Jason Levin,PAC,Governor,,5003,43
Multnomah,Write-ins,,Governor,,5003,13
Multnomah,Over Votes,,Governor,,5003,0
Multnomah,Under Votes,,Governor,,5003,116
Multnomah,Dennis Richardson,REP,Governor,,5004,1146
Multnomah,Chris Henry,PRO,Governor,,5004,16
Multnomah,Aaron Auer,CON,Governor,,5004,15
Multnomah,John Kitzhaber,DEM,Governor,,5004,1012
Multnomah,Paul Grad,LBT,Governor,,5004,24
Multnomah,Jason Levin,PAC,Governor,,5004,21
Multnomah,Write-ins,,Governor,,5004,14
Multnomah,Over Votes,,Governor,,5004,0
Multnomah,Under Votes,,Governor,,5004,83
Multnomah,Dennis Richardson,REP,Governor,,5005,567
Multnomah,Chris Henry,PRO,Governor,,5005,19
Multnomah,Aaron Auer,CON,Governor,,5005,22
Multnomah,John Kitzhaber,DEM,Governor,,5005,691
Multnomah,Paul Grad,LBT,Governor,,5005,34
Multnomah,Jason Levin,PAC,Governor,,5005,33
Multnomah,Write-ins,,Governor,,5005,13
Multnomah,Over Votes,,Governor,,5005,1
Multnomah,Under Votes,,Governor,,5005,77
Multnomah,Dennis Richardson,REP,Governor,,5006,1145
Multnomah,Chris Henry,PRO,Governor,,5006,25
Multnomah,Aaron Auer,CON,Governor,,5006,25
Multnomah,John Kitzhaber,DEM,Governor,,5006,918
Multnomah,Paul Grad,LBT,Governor,,5006,40
Multnomah,Jason Levin,PAC,Governor,,5006,46
Multnomah,Write-ins,,Governor,,5006,17
Multnomah,Over Votes,,Governor,,5006,2
Multnomah,Under Votes,,Governor,,5006,122
Multnomah,Dennis Richardson,REP,Governor,,5007,1085
Multnomah,Chris Henry,PRO,Governor,,5007,24
Multnomah,Aaron Auer,CON,Governor,,5007,28
Multnomah,John Kitzhaber,DEM,Governor,,5007,1047
Multnomah,Paul Grad,LBT,Governor,,5007,23
Multnomah,Jason Levin,PAC,Governor,,5007,51
Multnomah,Write-ins,,Governor,,5007,7
Multnomah,Over Votes,,Governor,,5007,0
Multnomah,Under Votes,,Governor,,5007,95
Multnomah,Dennis Richardson,REP,Governor,,5008,1178
