county,office,district,party,candidate,votes
Baker ,U.S. Senate,,L,Mike Montchalin,148
Benton ,U.S. Senate,,L,Mike Montchalin,952
Clackamas ,U.S. Senate,,L,Mike Montchalin,4810
Clatsop ,U.S. Senate,,L,Mike Montchalin,404
Columbia ,U.S. Senate,,L,Mike Montchalin,823
Coos ,U.S. Senate,,L,Mike Montchalin,830
Crook ,U.S. Senate,,L,Mike Montchalin,334
Curry ,U.S. Senate,,L,Mike Montchalin,339
Deschutes ,U.S. Senate,,L,Mike Montchalin,2153
Douglas ,U.S. Senate,,L,Mike Montchalin,1365
Gilliam ,U.S. Senate,,L,Mike Montchalin,31
Grant ,U.S. Senate,,L,Mike Montchalin,99
Harney ,U.S. Senate,,L,Mike Montchalin,105
Hood River ,U.S. Senate,,L,Mike Montchalin,213
Jackson ,U.S. Senate,,L,Mike Montchalin,2655
Jefferson ,U.S. Senate,,L,Mike Montchalin,224
Josephine ,U.S. Senate,,L,Mike Montchalin,1344
Klamath ,U.S. Senate,,L,Mike Montchalin,797
Lake ,U.S. Senate,,L,Mike Montchalin,101
Lane ,U.S. Senate,,L,Mike Montchalin,3760
Lincoln ,U.S. Senate,,L,Mike Montchalin,601
Linn ,U.S. Senate,,L,Mike Montchalin,1617
Malheur ,U.S. Senate,,L,Mike Montchalin,274
Marion ,U.S. Senate,,L,Mike Montchalin,3064
Morrow ,U.S. Senate,,L,Mike Montchalin,98
Multnomah ,U.S. Senate,,L,Mike Montchalin,7256
Polk ,U.S. Senate,,L,Mike Montchalin,923
Sherman ,U.S. Senate,,L,Mike Montchalin,22
Tillamook ,U.S. Senate,,L,Mike Montchalin,317
Umatilla ,U.S. Senate,,L,Mike Montchalin,638
Union ,U.S. Senate,,L,Mike Montchalin,331
Wallowa ,U.S. Senate,,L,Mike Montchalin,83
Wasco ,U.S. Senate,,L,Mike Montchalin,330
Washington ,U.S. Senate,,L,Mike Montchalin,6383
Wheeler ,U.S. Senate,,L,Mike Montchalin,22
Yamhill ,U.S. Senate,,L,Mike Montchalin,1470
