county,office,district,party,candidate,votes
Jackson,State Senate,3,D,Alan Bates,14155
Klamath,State Senate,3,D,Alan Bates,0
Jackson,State Senate,3,D,Misc.,172
Klamath,State Senate,3,D,Misc.,0
Jackson,State Senate,3,R,Dave Dotterer,10531
Klamath,State Senate,3,R,Dave Dotterer,0
Jackson,State Senate,3,R,Misc.,88
Klamath,State Senate,3,R,Misc.,0
Douglas,State Senate,4,D,Floyd Prozanski,1666
Lane,State Senate,4,D,Floyd Prozanski,8748
Douglas,State Senate,4,D,Misc.,46
Lane,State Senate,4,D,Misc.,116
Douglas,State Senate,4,R,Cheryl Mueller,2615
Lane,State Senate,4,R,Cheryl Mueller,3569
Douglas,State Senate,4,R,Misc.,30
Lane,State Senate,4,R,Misc.,63
Lane,State Senate,6,D,Lee Beyer,6112
Linn,State Senate,6,D,Lee Beyer,512
Lane,State Senate,6,D,Misc.,53
Linn,State Senate,6,D,Misc.,10
Lane,State Senate,6,R,Michael P. Spasaro,2855
Linn,State Senate,6,R,Michael P. Spasaro,917
Lane,State Senate,6,R,Misc.,38
Linn,State Senate,6,R,Misc.,10
Lane,State Senate,7,D,Chris Edwards,7914
Lane,State Senate,7,D,Misc.,75
Lane,State Senate,7,R,Gary Williams,66
Lane,State Senate,7,R,Misc.,242
Benton,State Senate,8,D,Sara A. Gelser,6008
Linn,State Senate,8,D,Sara A. Gelser,2232
Benton,State Senate,8,D,Misc.,42
Linn,State Senate,8,D,Misc.,56
Benton,State Senate,8,R,Betsy L. Close,3116
Linn,State Senate,8,R,Betsy L. Close,3221
Benton,State Senate,8,R,Misc.,35
Linn,State Senate,8,R,Misc.,40
Marion,State Senate,10,D,Jackie Winters,111
Polk,State Senate,10,D,Jackie Winters,25
Marion,State Senate,10,D,Misc.,239
Polk,State Senate,10,D,Misc.,86
Marion,State Senate,10,R,Jackie Winters,5694
Polk,State Senate,10,R,Jackie Winters,2602
Marion,State Senate,10,R,Misc.,70
Polk,State Senate,10,R,Misc.,29
Marion,State Senate,11,D,Peter Courtney,4769
Marion,State Senate,11,D,Misc.,100
Marion,State Senate,11,R,Patricia Milne,3838
Marion,State Senate,11,R,Tom M. Chereck Jr.,736
Marion,State Senate,11,R,Misc.,34
Clackamas,State Senate,13,D,Ryan Howard,694
Marion,State Senate,13,D,Ryan Howard,1398
Washington,State Senate,13,D,Ryan Howard,1806
Yamhill,State Senate,13,D,Ryan Howard,1059
Clackamas,State Senate,13,D,Misc.,14
Marion,State Senate,13,D,Misc.,43
Washington,State Senate,13,D,Misc.,19
Yamhill,State Senate,13,D,Misc.,19
Clackamas,State Senate,13,R,Kim Thatcher,794
Marion,State Senate,13,R,Kim Thatcher,3265
Washington,State Senate,13,R,Kim Thatcher,2352
Yamhill,State Senate,13,R,Kim Thatcher,2233
Clackamas,State Senate,13,R,Misc.,8
Marion,State Senate,13,R,Misc.,41
Washington,State Senate,13,R,Misc.,21
Yamhill,State Senate,13,R,Misc.,13
Washington,State Senate,15,D,Chuck Riley,4658
Washington,State Senate,15,D,Misc.,71
Washington,State Senate,15,R,Bruce Starr,5173
Washington,State Senate,15,R,Misc.,54
Clatsop,State Senate,16,D,Betsy Johnson,3225
Columbia,State Senate,16,D,Betsy Johnson,4128
Multnomah,State Senate,16,D,Betsy Johnson,417
Tillamook,State Senate,16,D,Betsy Johnson,1326
Washington,State Senate,16,D,Betsy Johnson,869
Yamhill,State Senate,16,D,Betsy Johnson,0
Clatsop,State Senate,16,D,Misc.,62
Columbia,State Senate,16,D,Misc.,138
Multnomah,State Senate,16,D,Misc.,20
Tillamook,State Senate,16,D,Misc.,13
Washington,State Senate,16,D,Misc.,19
Yamhill,State Senate,16,D,Misc.,0
Clatsop,State Senate,16,R,Betsy Johnson,197
Columbia,State Senate,16,R,Betsy Johnson,166
Multnomah,State Senate,16,R,Betsy Johnson,8
Tillamook,State Senate,16,R,Betsy Johnson,64
Washington,State Senate,16,R,Betsy Johnson,14
Yamhill,State Senate,16,R,Betsy Johnson,0
Clatsop,State Senate,16,R,Misc.,36
Columbia,State Senate,16,R,Misc.,79
Multnomah,State Senate,16,R,Misc.,2
Tillamook,State Senate,16,R,Misc.,20
Washington,State Senate,16,R,Misc.,53
Yamhill,State Senate,16,R,Misc.,0
Multnomah,State Senate,17,D,Elizabeth Steiner Hayward,1794
Washington,State Senate,17,D,Elizabeth Steiner Hayward,6462
Multnomah,State Senate,17,D,Misc.,7
Washington,State Senate,17,D,Misc.,55
Multnomah,State Senate,17,R,John Verbeek,280
Washington,State Senate,17,R,John Verbeek,4018
Multnomah,State Senate,17,R,Misc.,1
Washington,State Senate,17,R,Misc.,41
Clackamas,State Senate,19,D,Richard Devlin,5922
Multnomah,State Senate,19,D,Richard Devlin,3052
Washington,State Senate,19,D,Richard Devlin,1209
Clackamas,State Senate,19,D,Misc.,45
Multnomah,State Senate,19,D,Misc.,19
Washington,State Senate,19,D,Misc.,7
Clackamas,State Senate,19,R,Richard Devlin,146
Multnomah,State Senate,19,R,Richard Devlin,28
Washington,State Senate,19,R,Richard Devlin,38
Clackamas,State Senate,19,R,Misc.,328
Multnomah,State Senate,19,R,Misc.,17
Washington,State Senate,19,R,Misc.,56
Clackamas,State Senate,20,D,Jamie Damon,6413
Marion,State Senate,20,D,Jamie Damon,4
Clackamas,State Senate,20,D,Misc.,181
Marion,State Senate,20,D,Misc.,0
Clackamas,State Senate,20,R,Alan R. Olsen,7100
Marion,State Senate,20,R,Alan R. Olsen,6
Clackamas,State Senate,20,R,Misc.,131
Marion,State Senate,20,R,Misc.,0
Multnomah,State Senate,23,D,Michael Dembrow,11189
Multnomah,State Senate,23,D,Misc.,95
Multnomah,State Senate,23,R,Michael Dembrow,12
Multnomah,State Senate,23,R,Misc.,76
Clackamas,State Senate,24,D,Rod Monroe,1247
Multnomah,State Senate,24,D,Rod Monroe,3703
Clackamas,State Senate,24,D,Misc.,19
Multnomah,State Senate,24,D,Misc.,71
Clackamas,State Senate,24,R,Rod Monroe,70
Multnomah,State Senate,24,R,Rod Monroe,135
Clackamas,State Senate,24,R,Misc.,66
Multnomah,State Senate,24,R,Misc.,76
Clackamas,State Senate,26,D,Robert R. Bruce,2427
Hood River,State Senate,26,D,Robert R. Bruce,974
Multnomah,State Senate,26,D,Robert R. Bruce,1466
Clackamas,State Senate,26,D,Misc.,75
Hood River,State Senate,26,D,Misc.,23
Multnomah,State Senate,26,D,Misc.,33
Clackamas,State Senate,26,R,Chuck Thomsen,2883
Hood River,State Senate,26,R,Chuck Thomsen,1175
Multnomah,State Senate,26,R,Chuck Thomsen,1209
Clackamas,State Senate,26,R,Misc.,64
Hood River,State Senate,26,R,Misc.,9
Multnomah,State Senate,26,R,Misc.,20
