county,precinct,office,district,party,candidate,votes,,,
Linn,25,Governor,,DEM,Ifeanyichukwu C. Diru,15,,,
Linn,26,Governor,,DEM,Ifeanyichukwu C. Diru,6,,,
Linn,27,Governor,,DEM,Ifeanyichukwu C. Diru,13,,,
Linn,28,Governor,,DEM,Ifeanyichukwu C. Diru,3,,,
Linn,29,Governor,,DEM,Ifeanyichukwu C. Diru,34,,,
Linn,30,Governor,,DEM,Ifeanyichukwu C. Diru,1,,,
Linn,31,Governor,,DEM,Ifeanyichukwu C. Diru,7,,,
Linn,32,Governor,,DEM,Ifeanyichukwu C. Diru,26,,,
Linn,33,Governor,,DEM,Ifeanyichukwu C. Diru,4,,,
Linn,34,Governor,,DEM,Ifeanyichukwu C. Diru,5,,,
Linn,35,Governor,,DEM,Ifeanyichukwu C. Diru,26,,,
Linn,36,Governor,,DEM,Ifeanyichukwu C. Diru,5,,,
Linn,37,Governor,,DEM,Ifeanyichukwu C. Diru,16,,,
Linn,38,Governor,,DEM,Ifeanyichukwu C. Diru,13,,,
Linn,39,Governor,,DEM,Ifeanyichukwu C. Diru,7,,,
Linn,41,Governor,,DEM,Ifeanyichukwu C. Diru,8,,,
Linn,42,Governor,,DEM,Ifeanyichukwu C. Diru,15,,,
Linn,43,Governor,,DEM,Ifeanyichukwu C. Diru,14,,,
Linn,44,Governor,,DEM,Ifeanyichukwu C. Diru,13,,,
Linn,45,Governor,,DEM,Ifeanyichukwu C. Diru,16,,,
Linn,46,Governor,,DEM,Ifeanyichukwu C. Diru,13,,,
Linn,47,Governor,,DEM,Ifeanyichukwu C. Diru,6,,,
Linn,48,Governor,,DEM,Ifeanyichukwu C. Diru,12,,,
Linn,49,Governor,,DEM,Ifeanyichukwu C. Diru,0,,,
Linn,50,Governor,,DEM,Ifeanyichukwu C. Diru,16,,,
Linn,51,Governor,,DEM,Ifeanyichukwu C. Diru,3,,,
Linn,52,Governor,,DEM,Ifeanyichukwu C. Diru,13,,,
Linn,53,Governor,,DEM,Ifeanyichukwu C. Diru,38,,,
Linn,54,Governor,,DEM,Ifeanyichukwu C. Diru,4,,,
Linn,55,Governor,,DEM,Ifeanyichukwu C. Diru,13,,,
Linn,56,Governor,,DEM,Ifeanyichukwu C. Diru,16,,,
Linn,57,Governor,,DEM,Ifeanyichukwu C. Diru,0,,,
Linn,58,Governor,,DEM,Ifeanyichukwu C. Diru,5,,,
Linn,59,Governor,,DEM,Ifeanyichukwu C. Diru,16,,,
Linn,60,Governor,,DEM,Ifeanyichukwu C. Diru,12,,,
Linn,61,Governor,,DEM,Ifeanyichukwu C. Diru,3,,,
Linn,62,Governor,,DEM,Ifeanyichukwu C. Diru,14,,,
Linn,63,Governor,,DEM,Ifeanyichukwu C. Diru,31,,,
Linn,65,Governor,,DEM,Ifeanyichukwu C. Diru,0,,,
Linn,66,Governor,,DEM,Ifeanyichukwu C. Diru,10,,,
Linn,67,Governor,,DEM,Ifeanyichukwu C. Diru,12,,,
Linn,68,Governor,,DEM,Ifeanyichukwu C. Diru,1,,,
Linn,70,Governor,,DEM,Ifeanyichukwu C. Diru,22,,,
Linn,71,Governor,,DEM,Ifeanyichukwu C. Diru,2,,,
Linn,73,Governor,,DEM,Ifeanyichukwu C. Diru,18,,,
Linn,74,Governor,,DEM,Ifeanyichukwu C. Diru,20,,,
Linn,75,Governor,,DEM,Ifeanyichukwu C. Diru,13,,,
Linn,76,Governor,,DEM,Ifeanyichukwu C. Diru,18,,,
Linn,77,Governor,,DEM,Ifeanyichukwu C. Diru,11,,,
Linn,78,Governor,,DEM,Ifeanyichukwu C. Diru,17,,,
Linn,79,Governor,,DEM,Ifeanyichukwu C. Diru,19,,,
Linn,80,Governor,,DEM,Ifeanyichukwu C. Diru,16,,,
Linn,82,Governor,,DEM,Ifeanyichukwu C. Diru,11,,,
Linn,83,Governor,,DEM,Ifeanyichukwu C. Diru,0,,,
Linn,84,Governor,,DEM,Ifeanyichukwu C. Diru,15,,,
Linn,86,Governor,,DEM,Ifeanyichukwu C. Diru,23,,,
Linn,87,Governor,,DEM,Ifeanyichukwu C. Diru,7,,,
Linn,88,Governor,,DEM,Ifeanyichukwu C. Diru,14,,,
Linn,89,Governor,,DEM,Ifeanyichukwu C. Diru,7,,,
Linn,91,Governor,,DEM,Ifeanyichukwu C. Diru,11,,,
Linn,92,Governor,,DEM,Ifeanyichukwu C. Diru,23,,,
Linn,93,Governor,,DEM,Ifeanyichukwu C. Diru,25,,,
Linn,94,Governor,,DEM,Ifeanyichukwu C. Diru,18,,,
Linn,95,Governor,,DEM,Ifeanyichukwu C. Diru,25,,,
Linn,96,Governor,,DEM,Ifeanyichukwu C. Diru,11,,,
Linn,97,Governor,,DEM,Ifeanyichukwu C. Diru,22,,,
Linn,99,Governor,,DEM,Ifeanyichukwu C. Diru,5,,,
Linn,100,Governor,,DEM,Ifeanyichukwu C. Diru,21,,,
Linn,101,Governor,,DEM,Ifeanyichukwu C. Diru,11,,,
Linn,102,Governor,,DEM,Ifeanyichukwu C. Diru,32,,,
Linn,103,Governor,,DEM,Ifeanyichukwu C. Diru,12,,,
Linn,104,Governor,,DEM,Ifeanyichukwu C. Diru,18,,,
Linn,105,Governor,,DEM,Ifeanyichukwu C. Diru,11,,,
Linn,106,Governor,,DEM,Ifeanyichukwu C. Diru,12,,,
Linn,107,Governor,,DEM,Ifeanyichukwu C. Diru,28,,,
Linn,108,Governor,,DEM,Ifeanyichukwu C. Diru,31,,,
Linn,1,Governor,,DEM,John Kitzhaber,97,,,
Linn,3,Governor,,DEM,John Kitzhaber,91,,,
Linn,5,Governor,,DEM,John Kitzhaber,75,,,
Linn,8,Governor,,DEM,John Kitzhaber,49,,,
Linn,11,Governor,,DEM,John Kitzhaber,61,,,
Linn,14,Governor,,DEM,John Kitzhaber,42,,,
Linn,15,Governor,,DEM,John Kitzhaber,16,,,
Linn,16,Governor,,DEM,John Kitzhaber,87,,,
Linn,18,Governor,,DEM,John Kitzhaber,195,,,
Linn,19,Governor,,DEM,John Kitzhaber,81,,,
Linn,20,Governor,,DEM,John Kitzhaber,43,,,
Linn,21,Governor,,DEM,John Kitzhaber,22,,,
Linn,22,Governor,,DEM,John Kitzhaber,8,,,
Linn,23,Governor,,DEM,John Kitzhaber,60,,,
Linn,25,Governor,,DEM,John Kitzhaber,66,,,
Linn,26,Governor,,DEM,John Kitzhaber,19,,,
Linn,27,Governor,,DEM,John Kitzhaber,48,,,
Linn,28,Governor,,DEM,John Kitzhaber,3,,,
Linn,29,Governor,,DEM,John Kitzhaber,119,,,
Linn,30,Governor,,DEM,John Kitzhaber,14,,,
Linn,31,Governor,,DEM,John Kitzhaber,40,,,
Linn,32,Governor,,DEM,John Kitzhaber,51,,,
Linn,33,Governor,,DEM,John Kitzhaber,3,,,
Linn,34,Governor,,DEM,John Kitzhaber,14,,,
Linn,35,Governor,,DEM,John Kitzhaber,95,,,
Linn,36,Governor,,DEM,John Kitzhaber,83,,,
Linn,37,Governor,,DEM,John Kitzhaber,74,,,
Linn,38,Governor,,DEM,John Kitzhaber,44,,,
Linn,39,Governor,,DEM,John Kitzhaber,53,,,
Linn,41,Governor,,DEM,John Kitzhaber,48,,,
Linn,42,Governor,,DEM,John Kitzhaber,30,,,
Linn,43,Governor,,DEM,John Kitzhaber,56,,,
Linn,44,Governor,,DEM,John Kitzhaber,113,,,
Linn,45,Governor,,DEM,John Kitzhaber,37,,,
Linn,46,Governor,,DEM,John Kitzhaber,59,,,
Linn,47,Governor,,DEM,John Kitzhaber,29,,,
Linn,48,Governor,,DEM,John Kitzhaber,143,,,
Linn,49,Governor,,DEM,John Kitzhaber,0,,,
Linn,50,Governor,,DEM,John Kitzhaber,24,,,
Linn,51,Governor,,DEM,John Kitzhaber,10,,,
Linn,52,Governor,,DEM,John Kitzhaber,24,,,
Linn,53,Governor,,DEM,John Kitzhaber,55,,,
Linn,54,Governor,,DEM,John Kitzhaber,19,,,
Linn,55,Governor,,DEM,John Kitzhaber,42,,,
Linn,56,Governor,,DEM,John Kitzhaber,52,,,
Linn,57,Governor,,DEM,John Kitzhaber,2,,,
Linn,58,Governor,,DEM,John Kitzhaber,3,,,
Linn,59,Governor,,DEM,John Kitzhaber,34,,,
Linn,60,Governor,,DEM,John Kitzhaber,46,,,
Linn,61,Governor,,DEM,John Kitzhaber,30,,,
Linn,62,Governor,,DEM,John Kitzhaber,63,,,
Linn,63,Governor,,DEM,John Kitzhaber,90,,,
Linn,65,Governor,,DEM,John Kitzhaber,0,,,
Linn,66,Governor,,DEM,John Kitzhaber,17,,,
Linn,67,Governor,,DEM,John Kitzhaber,42,,,
Linn,68,Governor,,DEM,John Kitzhaber,8,,,
Linn,70,Governor,,DEM,John Kitzhaber,44,,,
Linn,71,Governor,,DEM,John Kitzhaber,2,,,
Linn,73,Governor,,DEM,John Kitzhaber,62,,,
Linn,74,Governor,,DEM,John Kitzhaber,57,,,
Linn,75,Governor,,DEM,John Kitzhaber,82,,,
Linn,76,Governor,,DEM,John Kitzhaber,65,,,
Linn,77,Governor,,DEM,John Kitzhaber,26,,,
Linn,78,Governor,,DEM,John Kitzhaber,48,,,
Linn,79,Governor,,DEM,John Kitzhaber,113,,,
Linn,80,Governor,,DEM,John Kitzhaber,66,,,
Linn,82,Governor,,DEM,John Kitzhaber,27,,,
Linn,83,Governor,,DEM,John Kitzhaber,2,,,
Linn,84,Governor,,DEM,John Kitzhaber,54,,,
Linn,86,Governor,,DEM,John Kitzhaber,69,,,
Linn,87,Governor,,DEM,John Kitzhaber,23,,,
Linn,88,Governor,,DEM,John Kitzhaber,43,,,
Linn,89,Governor,,DEM,John Kitzhaber,72,,,
Linn,91,Governor,,DEM,John Kitzhaber,61,,,
Linn,92,Governor,,DEM,John Kitzhaber,121,,,
Linn,93,Governor,,DEM,John Kitzhaber,83,,,
Linn,94,Governor,,DEM,John Kitzhaber,53,,,
Linn,95,Governor,,DEM,John Kitzhaber,59,,,
Linn,96,Governor,,DEM,John Kitzhaber,127,,,
Linn,97,Governor,,DEM,John Kitzhaber,39,,,
Linn,99,Governor,,DEM,John Kitzhaber,19,,,
Linn,100,Governor,,DEM,John Kitzhaber,116,,,
Linn,101,Governor,,DEM,John Kitzhaber,35,,,
Linn,102,Governor,,DEM,John Kitzhaber,80,,,
Linn,103,Governor,,DEM,John Kitzhaber,17,,,
Linn,104,Governor,,DEM,John Kitzhaber,46,,,
Linn,105,Governor,,DEM,John Kitzhaber,36,,,
Linn,106,Governor,,DEM,John Kitzhaber,55,,,
Linn,107,Governor,,DEM,John Kitzhaber,93,,,
Linn,108,Governor,,DEM,John Kitzhaber,137,,,
Linn,1,Governor,,DEM,Write-ins,2,,,
Linn,3,Governor,,DEM,Write-ins,0,,,
Linn,5,Governor,,DEM,Write-ins,0,,,
Linn,8,Governor,,DEM,Write-ins,2,,,
Linn,11,Governor,,DEM,Write-ins,1,,,
Linn,14,Governor,,DEM,Write-ins,1,,,
Linn,15,Governor,,DEM,Write-ins,0,,,
Linn,16,Governor,,DEM,Write-ins,5,,,
Linn,18,Governor,,DEM,Write-ins,3,,,
Linn,19,Governor,,DEM,Write-ins,5,,,
Linn,20,Governor,,DEM,Write-ins,0,,,
Linn,21,Governor,,DEM,Write-ins,1,,,
Linn,22,Governor,,DEM,Write-ins,0,,,
Linn,23,Governor,,DEM,Write-ins,4,,,
Linn,25,Governor,,DEM,Write-ins,0,,,
Linn,26,Governor,,DEM,Write-ins,0,,,
Linn,27,Governor,,DEM,Write-ins,2,,,
Linn,28,Governor,,DEM,Write-ins,1,,,
Linn,29,Governor,,DEM,Write-ins,3,,,
Linn,30,Governor,,DEM,Write-ins,0,,,
Linn,31,Governor,,DEM,Write-ins,0,,,
Linn,32,Governor,,DEM,Write-ins,2,,,
Linn,33,Governor,,DEM,Write-ins,0,,,
Linn,34,Governor,,DEM,Write-ins,1,,,
Linn,35,Governor,,DEM,Write-ins,2,,,
Linn,36,Governor,,DEM,Write-ins,2,,,
Linn,37,Governor,,DEM,Write-ins,3,,,
Linn,38,Governor,,DEM,Write-ins,1,,,
Linn,39,Governor,,DEM,Write-ins,3,,,
Linn,41,Governor,,DEM,Write-ins,1,,,
Linn,42,Governor,,DEM,Write-ins,2,,,
Linn,43,Governor,,DEM,Write-ins,1,,,
Linn,44,Governor,,DEM,Write-ins,4,,,
Linn,45,Governor,,DEM,Write-ins,2,,,
Linn,46,Governor,,DEM,Write-ins,4,,,
Linn,47,Governor,,DEM,Write-ins,2,,,
Linn,48,Governor,,DEM,Write-ins,6,,,
Linn,49,Governor,,DEM,Write-ins,0,,,
Linn,50,Governor,,DEM,Write-ins,2,,,
Linn,51,Governor,,DEM,Write-ins,1,,,
Linn,52,Governor,,DEM,Write-ins,0,,,
Linn,53,Governor,,DEM,Write-ins,2,,,
Linn,54,Governor,,DEM,Write-ins,0,,,
Linn,55,Governor,,DEM,Write-ins,0,,,
Linn,56,Governor,,DEM,Write-ins,2,,,
Linn,57,Governor,,DEM,Write-ins,0,,,
Linn,58,Governor,,DEM,Write-ins,0,,,
Linn,59,Governor,,DEM,Write-ins,0,,,
Linn,60,Governor,,DEM,Write-ins,1,,,
Linn,61,Governor,,DEM,Write-ins,1,,,
Linn,62,Governor,,DEM,Write-ins,4,,,
Linn,63,Governor,,DEM,Write-ins,7,,,
Linn,65,Governor,,DEM,Write-ins,0,,,
Linn,66,Governor,,DEM,Write-ins,0,,,
Linn,67,Governor,,DEM,Write-ins,1,,,
Linn,68,Governor,,DEM,Write-ins,1,,,
Linn,70,Governor,,DEM,Write-ins,1,,,
Linn,71,Governor,,DEM,Write-ins,0,,,
Linn,73,Governor,,DEM,Write-ins,3,,,
Linn,74,Governor,,DEM,Write-ins,2,,,
Linn,75,Governor,,DEM,Write-ins,1,,,
Linn,76,Governor,,DEM,Write-ins,4,,,
Linn,77,Governor,,DEM,Write-ins,2,,,
Linn,78,Governor,,DEM,Write-ins,0,,,
Linn,79,Governor,,DEM,Write-ins,3,,,
Linn,80,Governor,,DEM,Write-ins,6,,,
Linn,82,Governor,,DEM,Write-ins,0,,,
Linn,83,Governor,,DEM,Write-ins,0,,,
Linn,84,Governor,,DEM,Write-ins,4,,,
Linn,86,Governor,,DEM,Write-ins,4,,,
Linn,87,Governor,,DEM,Write-ins,0,,,
Linn,88,Governor,,DEM,Write-ins,1,,,
Linn,89,Governor,,DEM,Write-ins,2,,,
Linn,91,Governor,,DEM,Write-ins,1,,,
Linn,92,Governor,,DEM,Write-ins,4,,,
Linn,93,Governor,,DEM,Write-ins,8,,,
Linn,94,Governor,,DEM,Write-ins,1,,,
Linn,95,Governor,,DEM,Write-ins,3,,,
Linn,96,Governor,,DEM,Write-ins,2,,,
Linn,97,Governor,,DEM,Write-ins,5,,,
Linn,99,Governor,,DEM,Write-ins,2,,,
Linn,100,Governor,,DEM,Write-ins,3,,,
Linn,101,Governor,,DEM,Write-ins,3,,,
Linn,102,Governor,,DEM,Write-ins,1,,,
Linn,103,Governor,,DEM,Write-ins,0,,,
Linn,104,Governor,,DEM,Write-ins,1,,,
Linn,105,Governor,,DEM,Write-ins,1,,,
Linn,106,Governor,,DEM,Write-ins,1,,,
Linn,107,Governor,,DEM,Write-ins,2,,,
Linn,108,Governor,,DEM,Write-ins,0,,,
Linn,1,Governor,,DEM,Over Votes,0,,,
Linn,3,Governor,,DEM,Over Votes,0,,,
Linn,5,Governor,,DEM,Over Votes,0,,,
Linn,8,Governor,,DEM,Over Votes,0,,,
Linn,11,Governor,,DEM,Over Votes,0,,,
Linn,14,Governor,,DEM,Over Votes,0,,,
Linn,15,Governor,,DEM,Over Votes,0,,,
Linn,16,Governor,,DEM,Over Votes,0,,,
Linn,18,Governor,,DEM,Over Votes,0,,,
Linn,19,Governor,,DEM,Over Votes,0,,,
Linn,20,Governor,,DEM,Over Votes,0,,,
Linn,21,Governor,,DEM,Over Votes,0,,,
Linn,22,Governor,,DEM,Over Votes,0,,,
Linn,23,Governor,,DEM,Over Votes,0,,,
Linn,25,Governor,,DEM,Over Votes,0,,,
Linn,26,Governor,,DEM,Over Votes,0,,,
Linn,27,Governor,,DEM,Over Votes,0,,,
Linn,28,Governor,,DEM,Over Votes,0,,,
Linn,29,Governor,,DEM,Over Votes,0,,,
Linn,30,Governor,,DEM,Over Votes,0,,,
Linn,31,Governor,,DEM,Over Votes,0,,,
Linn,32,Governor,,DEM,Over Votes,0,,,
Linn,33,Governor,,DEM,Over Votes,0,,,
Linn,34,Governor,,DEM,Over Votes,0,,,
Linn,35,Governor,,DEM,Over Votes,0,,,
Linn,36,Governor,,DEM,Over Votes,0,,,
Linn,37,Governor,,DEM,Over Votes,0,,,
Linn,38,Governor,,DEM,Over Votes,0,,,
Linn,39,Governor,,DEM,Over Votes,0,,,
Linn,41,Governor,,DEM,Over Votes,0,,,
Linn,42,Governor,,DEM,Over Votes,0,,,
Linn,43,Governor,,DEM,Over Votes,0,,,
Linn,44,Governor,,DEM,Over Votes,0,,,
Linn,45,Governor,,DEM,Over Votes,0,,,
Linn,46,Governor,,DEM,Over Votes,0,,,
Linn,47,Governor,,DEM,Over Votes,0,,,
Linn,48,Governor,,DEM,Over Votes,0,,,
Linn,49,Governor,,DEM,Over Votes,0,,,
Linn,50,Governor,,DEM,Over Votes,0,,,
Linn,51,Governor,,DEM,Over Votes,0,,,
Linn,52,Governor,,DEM,Over Votes,0,,,
Linn,53,Governor,,DEM,Over Votes,0,,,
Linn,54,Governor,,DEM,Over Votes,0,,,
Linn,55,Governor,,DEM,Over Votes,0,,,
Linn,56,Governor,,DEM,Over Votes,0,,,
Linn,57,Governor,,DEM,Over Votes,0,,,
Linn,58,Governor,,DEM,Over Votes,0,,,
Linn,59,Governor,,DEM,Over Votes,0,,,
Linn,60,Governor,,DEM,Over Votes,0,,,
Linn,61,Governor,,DEM,Over Votes,0,,,
Linn,62,Governor,,DEM,Over Votes,0,,,
Linn,63,Governor,,DEM,Over Votes,0,,,
Linn,65,Governor,,DEM,Over Votes,0,,,
Linn,66,Governor,,DEM,Over Votes,0,,,
Linn,67,Governor,,DEM,Over Votes,0,,,
Linn,68,Governor,,DEM,Over Votes,0,,,
Linn,70,Governor,,DEM,Over Votes,0,,,
Linn,71,Governor,,DEM,Over Votes,0,,,
Linn,73,Governor,,DEM,Over Votes,0,,,
Linn,74,Governor,,DEM,Over Votes,0,,,
Linn,75,Governor,,DEM,Over Votes,0,,,
Linn,76,Governor,,DEM,Over Votes,0,,,
Linn,77,Governor,,DEM,Over Votes,0,,,
Linn,78,Governor,,DEM,Over Votes,0,,,
Linn,79,Governor,,DEM,Over Votes,0,,,
Linn,80,Governor,,DEM,Over Votes,0,,,
Linn,82,Governor,,DEM,Over Votes,0,,,
Linn,83,Governor,,DEM,Over Votes,0,,,
Linn,84,Governor,,DEM,Over Votes,0,,,
Linn,86,Governor,,DEM,Over Votes,0,,,
Linn,87,Governor,,DEM,Over Votes,0,,,
Linn,88,Governor,,DEM,Over Votes,0,,,
Linn,89,Governor,,DEM,Over Votes,0,,,
Linn,91,Governor,,DEM,Over Votes,0,,,
Linn,92,Governor,,DEM,Over Votes,0,,,
Linn,93,Governor,,DEM,Over Votes,0,,,
Linn,94,Governor,,DEM,Over Votes,0,,,
Linn,95,Governor,,DEM,Over Votes,0,,,
Linn,96,Governor,,DEM,Over Votes,0,,,
Linn,97,Governor,,DEM,Over Votes,0,,,
Linn,99,Governor,,DEM,Over Votes,0,,,
Linn,100,Governor,,DEM,Over Votes,0,,,
Linn,101,Governor,,DEM,Over Votes,0,,,
Linn,102,Governor,,DEM,Over Votes,0,,,
Linn,103,Governor,,DEM,Over Votes,0,,,
Linn,104,Governor,,DEM,Over Votes,0,,,
Linn,105,Governor,,DEM,Over Votes,0,,,
Linn,106,Governor,,DEM,Over Votes,0,,,
Linn,107,Governor,,DEM,Over Votes,0,,,
Linn,108,Governor,,DEM,Over Votes,0,,,
Linn,1,Governor,,DEM,Under Votes,6,,,
Linn,3,Governor,,DEM,Under Votes,11,,,
Linn,5,Governor,,DEM,Under Votes,8,,,
Linn,8,Governor,,DEM,Under Votes,14,,,
Linn,11,Governor,,DEM,Under Votes,12,,,
Linn,14,Governor,,DEM,Under Votes,7,,,
Linn,15,Governor,,DEM,Under Votes,2,,,
Linn,16,Governor,,DEM,Under Votes,8,,,
Linn,18,Governor,,DEM,Under Votes,19,,,
Linn,19,Governor,,DEM,Under Votes,12,,,
Linn,20,Governor,,DEM,Under Votes,6,,,
Linn,21,Governor,,DEM,Under Votes,4,,,
Linn,22,Governor,,DEM,Under Votes,0,,,
Linn,23,Governor,,DEM,Under Votes,9,,,
Linn,25,Governor,,DEM,Under Votes,11,,,
Linn,26,Governor,,DEM,Under Votes,2,,,
Linn,27,Governor,,DEM,Under Votes,15,,,
Linn,28,Governor,,DEM,Under Votes,1,,,
Linn,29,Governor,,DEM,Under Votes,28,,,
Linn,30,Governor,,DEM,Under Votes,4,,,
Linn,31,Governor,,DEM,Under Votes,6,,,
Linn,32,Governor,,DEM,Under Votes,10,,,
Linn,33,Governor,,DEM,Under Votes,2,,,
Linn,34,Governor,,DEM,Under Votes,3,,,
Linn,35,Governor,,DEM,Under Votes,12,,,
Linn,36,Governor,,DEM,Under Votes,5,,,
Linn,37,Governor,,DEM,Under Votes,13,,,
Linn,38,Governor,,DEM,Under Votes,8,,,
Linn,39,Governor,,DEM,Under Votes,3,,,
Linn,41,Governor,,DEM,Under Votes,6,,,
Linn,42,Governor,,DEM,Under Votes,5,,,
Linn,43,Governor,,DEM,Under Votes,8,,,
Linn,44,Governor,,DEM,Under Votes,7,,,
Linn,45,Governor,,DEM,Under Votes,11,,,
Linn,46,Governor,,DEM,Under Votes,23,,,
Linn,47,Governor,,DEM,Under Votes,4,,,
Linn,48,Governor,,DEM,Under Votes,13,,,
Linn,49,Governor,,DEM,Under Votes,0,,,
Linn,50,Governor,,DEM,Under Votes,2,,,
Linn,51,Governor,,DEM,Under Votes,1,,,
Linn,52,Governor,,DEM,Under Votes,6,,,
Linn,53,Governor,,DEM,Under Votes,14,,,
Linn,54,Governor,,DEM,Under Votes,1,,,
Linn,55,Governor,,DEM,Under Votes,9,,,
Linn,56,Governor,,DEM,Under Votes,4,,,
Linn,57,Governor,,DEM,Under Votes,0,,,
Linn,58,Governor,,DEM,Under Votes,2,,,
Linn,59,Governor,,DEM,Under Votes,11,,,
Linn,60,Governor,,DEM,Under Votes,7,,,
Linn,61,Governor,,DEM,Under Votes,9,,,
Linn,62,Governor,,DEM,Under Votes,10,,,
Linn,63,Governor,,DEM,Under Votes,18,,,
Linn,65,Governor,,DEM,Under Votes,0,,,
Linn,66,Governor,,DEM,Under Votes,0,,,
Linn,67,Governor,,DEM,Under Votes,12,,,
Linn,68,Governor,,DEM,Under Votes,1,,,
Linn,70,Governor,,DEM,Under Votes,3,,,
Linn,71,Governor,,DEM,Under Votes,1,,,
Linn,73,Governor,,DEM,Under Votes,10,,,
Linn,74,Governor,,DEM,Under Votes,13,,,
Linn,75,Governor,,DEM,Under Votes,11,,,
Linn,76,Governor,,DEM,Under Votes,14,,,
Linn,77,Governor,,DEM,Under Votes,3,,,
Linn,78,Governor,,DEM,Under Votes,3,,,
Linn,79,Governor,,DEM,Under Votes,14,,,
Linn,80,Governor,,DEM,Under Votes,8,,,
Linn,82,Governor,,DEM,Under Votes,5,,,
Linn,83,Governor,,DEM,Under Votes,0,,,
Linn,84,Governor,,DEM,Under Votes,4,,,
Linn,86,Governor,,DEM,Under Votes,8,,,
Linn,87,Governor,,DEM,Under Votes,4,,,
Linn,88,Governor,,DEM,Under Votes,16,,,
Linn,89,Governor,,DEM,Under Votes,12,,,
Linn,91,Governor,,DEM,Under Votes,10,,,
Linn,92,Governor,,DEM,Under Votes,15,,,
Linn,93,Governor,,DEM,Under Votes,14,,,
Linn,94,Governor,,DEM,Under Votes,5,,,
Linn,95,Governor,,DEM,Under Votes,15,,,
Linn,96,Governor,,DEM,Under Votes,10,,,
Linn,97,Governor,,DEM,Under Votes,9,,,
Linn,99,Governor,,DEM,Under Votes,5,,,
Linn,100,Governor,,DEM,Under Votes,13,,,
Linn,101,Governor,,DEM,Under Votes,5,,,
Linn,102,Governor,,DEM,Under Votes,24,,,
Linn,103,Governor,,DEM,Under Votes,11,,,
Linn,104,Governor,,DEM,Under Votes,10,,,
Linn,105,Governor,,DEM,Under Votes,3,,,
Linn,106,Governor,,DEM,Under Votes,7,,,
Linn,107,Governor,,DEM,Under Votes,15,,,
Linn,108,Governor,,DEM,Under Votes,12,,,
Linn,1,State Senate,8,DEM,Sara A Gelser,94,,,
Linn,3,State Senate,8,DEM,Sara A Gelser,88,,,
Linn,5,State Senate,8,DEM,Sara A Gelser,66,,,
Linn,8,State Senate,8,DEM,Sara A Gelser,56,,,
Linn,11,State Senate,8,DEM,Sara A Gelser,60,,,
Linn,14,State Senate,8,DEM,Sara A Gelser,38,,,
Linn,15,State Senate,8,DEM,Sara A Gelser,14,,,
Linn,16,State Senate,8,DEM,Sara A Gelser,84,,,
Linn,18,State Senate,8,DEM,Sara A Gelser,169,,,
Linn,19,State Senate,8,DEM,Sara A Gelser,75,,,
Linn,22,State Senate,8,DEM,Sara A Gelser,6,,,
Linn,26,State Senate,8,DEM,Sara A Gelser,14,,,
Linn,34,State Senate,8,DEM,Sara A Gelser,15,,,
Linn,44,State Senate,8,DEM,Sara A Gelser,98,,,
Linn,47,State Senate,8,DEM,Sara A Gelser,33,,,
Linn,48,State Senate,8,DEM,Sara A Gelser,122,,,
Linn,51,State Senate,8,DEM,Sara A Gelser,9,,,
Linn,58,State Senate,8,DEM,Sara A Gelser,2,,,
Linn,60,State Senate,8,DEM,Sara A Gelser,47,,,
Linn,63,State Senate,8,DEM,Sara A Gelser,91,,,
Linn,65,State Senate,8,DEM,Sara A Gelser,0,,,
Linn,76,State Senate,8,DEM,Sara A Gelser,72,,,
Linn,84,State Senate,8,DEM,Sara A Gelser,50,,,
Linn,89,State Senate,8,DEM,Sara A Gelser,55,,,
Linn,91,State Senate,8,DEM,Sara A Gelser,54,,,
Linn,92,State Senate,8,DEM,Sara A Gelser,102,,,
Linn,93,State Senate,8,DEM,Sara A Gelser,85,,,
Linn,94,State Senate,8,DEM,Sara A Gelser,62,,,
Linn,95,State Senate,8,DEM,Sara A Gelser,61,,,
Linn,96,State Senate,8,DEM,Sara A Gelser,110,,,
Linn,97,State Senate,8,DEM,Sara A Gelser,36,,,
Linn,100,State Senate,8,DEM,Sara A Gelser,108,,,
Linn,102,State Senate,8,DEM,Sara A Gelser,86,,,
Linn,105,State Senate,8,DEM,Sara A Gelser,35,,,
Linn,106,State Senate,8,DEM,Sara A Gelser,42,,,
Linn,107,State Senate,8,DEM,Sara A Gelser,93,,,
Linn,1,State Senate,8,DEM,Write-ins,0,,,
Linn,3,State Senate,8,DEM,Write-ins,0,,,
Linn,5,State Senate,8,DEM,Write-ins,0,,,
Linn,8,State Senate,8,DEM,Write-ins,3,,,
Linn,11,State Senate,8,DEM,Write-ins,1,,,
Linn,14,State Senate,8,DEM,Write-ins,1,,,
Linn,15,State Senate,8,DEM,Write-ins,0,,,
Linn,16,State Senate,8,DEM,Write-ins,4,,,
Linn,18,State Senate,8,DEM,Write-ins,1,,,
Linn,19,State Senate,8,DEM,Write-ins,3,,,
Linn,22,State Senate,8,DEM,Write-ins,0,,,
Linn,26,State Senate,8,DEM,Write-ins,0,,,
Linn,34,State Senate,8,DEM,Write-ins,1,,,
Linn,44,State Senate,8,DEM,Write-ins,1,,,
Linn,47,State Senate,8,DEM,Write-ins,1,,,
Linn,48,State Senate,8,DEM,Write-ins,2,,,
Linn,51,State Senate,8,DEM,Write-ins,1,,,
