county,office,district,party,candidate,votes
Coos,State House,1,R,Wayne Krieger,6832
Curry,State House,1,R,Wayne Krieger,6301
Douglas,State House,1,R,Wayne Krieger,4724
Josephine,State House,1,R,Wayne Krieger,1034
Coos,State House,1,D,Jim Klahr,3019
Curry,State House,1,D,Jim Klahr,2960
Douglas,State House,1,D,Jim Klahr,1497
Josephine,State House,1,D,Jim Klahr,528
Coos,State House,1,,Misc.,33
Curry,State House,1,,Misc.,35
Douglas,State House,1,,Misc.,36
Josephine,State House,1,,Misc.,13
Douglas,State House,2,R,Dallas Heard,11525
Jackson,State House,2,R,Dallas Heard,400
Josephine,State House,2,R,Dallas Heard,1412
Douglas,State House,2,L,Jeff Adams,995
Jackson,State House,2,L,Jeff Adams,49
Josephine,State House,2,L,Jeff Adams,159
Douglas,State House,2,D,Kerry Atherton,5842
Jackson,State House,2,D,Kerry Atherton,200
Josephine,State House,2,D,Kerry Atherton,634
Douglas,State House,2,,Misc.,57
Jackson,State House,2,,Misc.,3
Josephine,State House,2,,Misc.,8
Josephine,State House,3,D,Tom Johnson,6476
Josephine,State House,3,C,Barbara L. Gonzalez,657
Josephine,State House,3,L,Mark J. Seligman,1597
Josephine,State House,3,R,Carl Wilson,15765
Josephine,State House,3,,Misc.,85
Jackson,State House,4,D,Darlene V. Taylor,5914
Josephine,State House,4,D,Darlene V. Taylor,1149
Jackson,State House,4,R,Duane A. Stark,12890
Josephine,State House,4,R,Duane A. Stark,2681
Jackson,State House,4,,Misc.,67
Josephine,State House,4,,Misc.,20
Jackson,State House,5,R,Nick Card,10557
Klamath,State House,5,R,Nick Card,0
Jackson,State House,5,D,Peter Buckley,18942
Klamath,State House,5,D,Peter Buckley,0
Jackson,State House,5,,Misc.,52
Klamath,State House,5,,Misc.,0
Jackson,State House,6,R,Sal Esquivel,15329
Jackson,State House,6,,Misc.,661
Douglas,State House,7,R,Cedric Hayden,8665
Lane,State House,7,R,Cedric Hayden,8060
Douglas,State House,7,L,Brandon M. Boertje,1721
Lane,State House,7,L,Brandon M. Boertje,2006
Douglas,State House,7,,Misc.,142
Lane,State House,7,,Misc.,392
Lane,State House,8,D,Paul R. Holvey,19202
Lane,State House,8,,Misc.,674
Coos,State House,9,D,Caddy McKeown,7829
Douglas,State House,9,D,Caddy McKeown,1066
Lane,State House,9,D,Caddy McKeown,4538
Lincoln,State House,9,D,Caddy McKeown,313
Coos,State House,9,L,Guy S. Rosinbaum,576
Douglas,State House,9,L,Guy S. Rosinbaum,91
Lane,State House,9,L,Guy S. Rosinbaum,352
