id,county,precinct,office,district,party,candidate,votes
2765,Polk,178,State House,20,,Over Votes,2
2766,Polk,178,State House,20,,Under Votes,200
2769,Polk,178,Judge of the Supreme Court Position 4,,,Christopher L Garrett,3110
2770,Polk,178,Judge of the Supreme Court Position 4,,,Write-In Totals,65
2772,Polk,178,Judge of the Supreme Court Position 4,,,Over Votes,3
2773,Polk,178,Judge of the Supreme Court Position 4,,,Under Votes,1532
2776,Polk,178,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,3109
2777,Polk,178,Judge of the Court of Appeals Position 9,,,Write-In Totals,50
2779,Polk,178,Judge of the Court of Appeals Position 9,,,Over Votes,0
2780,Polk,178,Judge of the Court of Appeals Position 9,,,Under Votes,1551
2784,Polk,178,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,1715
2785,Polk,178,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,2256
2786,Polk,178,Polk County Commissioner Position 1 POLK,,,Write-In Totals,15
2788,Polk,178,Polk County Commissioner Position 1 POLK,,,Over Votes,1
2789,Polk,178,Polk County Commissioner Position 1 POLK,,,Under Votes,723
2792,Polk,178,Polk County Clerk POLK,,,Valerie Unger,3363
2793,Polk,178,Polk County Clerk POLK,,,Write-In Totals,28
2795,Polk,178,Polk County Clerk POLK,,,Over Votes,0
2796,Polk,178,Polk County Clerk POLK,,,Under Votes,1319
2799,Polk,178,Polk County Sheriff POLK,,,Mark Garton,3302
2800,Polk,178,Polk County Sheriff POLK,,,Write-In Totals,55
2802,Polk,178,Polk County Sheriff POLK,,,Over Votes,0
2803,Polk,178,Polk County Sheriff POLK,,,Under Votes,1353
2806,Polk,178,Polk County Treasurer POLK,,,Steve Milligan,3186
2807,Polk,178,Polk County Treasurer POLK,,,Write-In Totals,68
2809,Polk,178,Polk County Treasurer POLK,,,Over Votes,0
2810,Polk,178,Polk County Treasurer POLK,,,Under Votes,1456
2814,Polk,178,City of Monmouth Mayor City of Monmouth,,,Cecelia Koontz,2301
2815,Polk,178,City of Monmouth Mayor City of Monmouth,,,Lisa Scheirman,1848
2816,Polk,178,City of Monmouth Mayor City of Monmouth,,,Write-In Totals,30
2818,Polk,178,City of Monmouth Mayor City of Monmouth,,,Over Votes,4
2819,Polk,178,City of Monmouth Mayor City of Monmouth,,,Under Votes,527
2823,Polk,178,City of Monmouth Council Members City of Monmouth,,,Carol McKiel,1993
2824,Polk,178,City of Monmouth Council Members City of Monmouth,,,Jason Branske,1073
2825,Polk,178,City of Monmouth Council Members City of Monmouth,,,Jason Ridgeway,947
2826,Polk,178,City of Monmouth Council Members City of Monmouth,,,Seth Rogers,901
2827,Polk,178,City of Monmouth Council Members City of Monmouth,,,Adam Jefferson,716
2828,Polk,178,City of Monmouth Council Members City of Monmouth,,,John Oberst,1427
2829,Polk,178,City of Monmouth Council Members City of Monmouth,,,Rebecca Salinas-Oliveros,2111
2830,Polk,178,City of Monmouth Council Members City of Monmouth,,,Darin E Silbernagel,828
2831,Polk,178,City of Monmouth Council Members City of Monmouth,,,Byron Shinkle,1188
2832,Polk,178,City of Monmouth Council Members City of Monmouth,,,Write-In Totals,62
2834,Polk,178,City of Monmouth Council Members City of Monmouth,,,Over Votes,72
2835,Polk,178,City of Monmouth Council Members City of Monmouth,,,Under Votes,2812
2838,Polk,178,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,3078
2839,Polk,178,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,25
2841,Polk,178,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,0
2842,Polk,178,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,1607
2845,Polk,178,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,3061
2846,Polk,178,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,31
2848,Polk,178,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,0
2849,Polk,178,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,1618
2853,Polk,178,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,3064
2854,Polk,178,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,22
2856,Polk,178,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
2857,Polk,178,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,1624
2860,Polk,178,State Measure 107,,,Yes,3492
2861,Polk,178,State Measure 107,,,No,996
2863,Polk,178,State Measure 107,,,Over Votes,0
2864,Polk,178,State Measure 107,,,Under Votes,222
2867,Polk,178,State Measure 108,,,Yes,3061
2868,Polk,178,State Measure 108,,,No,1516
2870,Polk,178,State Measure 108,,,Over Votes,0
2871,Polk,178,State Measure 108,,,Under Votes,133
2874,Polk,178,State Measure 109,,,Yes,2474
2875,Polk,178,State Measure 109,,,No,2048
2877,Polk,178,State Measure 109,,,Over Votes,2
2878,Polk,178,State Measure 109,,,Under Votes,186
2881,Polk,178,State Measure 110,,,Yes,2686
2882,Polk,178,State Measure 110,,,No,1840
2884,Polk,178,State Measure 110,,,Over Votes,3
2885,Polk,178,State Measure 110,,,Under Votes,181
2888,Polk,182,Registered Voters,,,,5921
2889,Polk,182,Ballots Cast,,,,4430
2890,Polk,182,Ballots Cast - Blank,,,,0
2893,Polk,182,President,,REP,Donald J Trump / Michael R,1753
2894,Polk,182,President,,DEM,Joseph R Biden / Kamala D,2476
2895,Polk,182,President,,LBT,Jo Jorgensen / Jeremy (Spike),104
2896,Polk,182,President,,PGP,Howie Hawkins / Angela Walker,25
2897,Polk,182,President,,PRO,Dario Hunter / Dawn Neptune,10
2898,Polk,182,President,,,Write-In Totals,29
2900,Polk,182,President,,,Over Votes,3
2901,Polk,182,President,,,Under Votes,30
2904,Polk,182,U.S. Senate,,REP,Jo Rae Perkins,1683
2905,Polk,182,U.S. Senate,,DEM,Jeff Merkley,2436
2906,Polk,182,U.S. Senate,,PGP,Ibrahim A Taher,116
2907,Polk,182,U.S. Senate,,LBT,Gary Dye,73
2908,Polk,182,U.S. Senate,,,Write-In Totals,7
2910,Polk,182,U.S. Senate,,,Over Votes,0
2911,Polk,182,U.S. Senate,,,Under Votes,115
2914,Polk,182,U.S. House,5,LBT,Matthew James Rix,156
2915,Polk,182,U.S. House,5,REP,Amy Ryan Courser,1779
2916,Polk,182,U.S. House,5,DEM,Kurt Schrader,2346
2917,Polk,182,U.S. House,5,,Write-In Totals,6
2919,Polk,182,U.S. House,5,,Over Votes,1
2920,Polk,182,U.S. House,5,,Under Votes,142
2924,Polk,182,Secretary of State,,PGP,Nathalie Paravicini,177
2925,Polk,182,Secretary of State,,LBT,Kyle Markley,130
2926,Polk,182,Secretary of State,,REP,Kim Thatcher,1818
2927,Polk,182,Secretary of State,,DEM,Shemia Fagan,2120
2928,Polk,182,Secretary of State,,,Write-In Totals,2
2930,Polk,182,Secretary of State,,,Over Votes,0
2931,Polk,182,Secretary of State,,,Under Votes,183
2934,Polk,182,State Treasurer,,CON,Michael P Marsh,121
2935,Polk,182,State Treasurer,,DEM,Tobias Read,2220
2936,Polk,182,State Treasurer,,IND,Chris Henry,231
2937,Polk,182,State Treasurer,,REP,Jeff Gudman,1654
2938,Polk,182,State Treasurer,,,Write-In Totals,3
2940,Polk,182,State Treasurer,,,Over Votes,0
2941,Polk,182,State Treasurer,,,Under Votes,201
2944,Polk,182,Attorney General,,DEM,Ellen Rosenblum,2388
2945,Polk,182,Attorney General,,LBT,Lars D H Hedbor,109
2946,Polk,182,Attorney General,,REP,Michael Cross,1711
2947,Polk,182,Attorney General,,,Write-In Totals,17
2949,Polk,182,Attorney General,,,Over Votes,0
2950,Polk,182,Attorney General,,,Under Votes,205
2954,Polk,182,State Senate,10,DEM,Deb Patterson,2336
2955,Polk,182,State Senate,10,REP,Denyc Boles,1740
2956,Polk,182,State Senate,10,LBT,Taylor A Rickey,162
2957,Polk,182,State Senate,10,,Write-In Totals,10
2959,Polk,182,State Senate,10,,Over Votes,0
2960,Polk,182,State Senate,10,,Under Votes,182
2963,Polk,182,State House,20,REP,Selma Pierce,1863
2964,Polk,182,State House,20,DEM,Paul Evans,2388
2965,Polk,182,State House,20,,Write-In Totals,18
2967,Polk,182,State House,20,,Over Votes,0
2968,Polk,182,State House,20,,Under Votes,161
2971,Polk,182,Judge of the Supreme Court Position 4,,,Christopher L Garrett,2977
2972,Polk,182,Judge of the Supreme Court Position 4,,,Write-In Totals,43
2974,Polk,182,Judge of the Supreme Court Position 4,,,Over Votes,2
2975,Polk,182,Judge of the Supreme Court Position 4,,,Under Votes,1408
2978,Polk,182,Judge of the Court of Appeals Position 9,,,Jacqueline S Kamins,2976
2979,Polk,182,Judge of the Court of Appeals Position 9,,,Write-In Totals,30
2981,Polk,182,Judge of the Court of Appeals Position 9,,,Over Votes,0
2982,Polk,182,Judge of the Court of Appeals Position 9,,,Under Votes,1424
2986,Polk,182,Polk County Commissioner Position 1 POLK,,,Lyle R Mordhorst,1636
2987,Polk,182,Polk County Commissioner Position 1 POLK,,,Danny Jaffer,2049
2988,Polk,182,Polk County Commissioner Position 1 POLK,,,Write-In Totals,19
2990,Polk,182,Polk County Commissioner Position 1 POLK,,,Over Votes,1
2991,Polk,182,Polk County Commissioner Position 1 POLK,,,Under Votes,725
2994,Polk,182,Polk County Clerk POLK,,,Valerie Unger,3156
2995,Polk,182,Polk County Clerk POLK,,,Write-In Totals,20
2997,Polk,182,Polk County Clerk POLK,,,Over Votes,5
2998,Polk,182,Polk County Clerk POLK,,,Under Votes,1249
3001,Polk,182,Polk County Sheriff POLK,,,Mark Garton,3111
3002,Polk,182,Polk County Sheriff POLK,,,Write-In Totals,47
3004,Polk,182,Polk County Sheriff POLK,,,Over Votes,0
3005,Polk,182,Polk County Sheriff POLK,,,Under Votes,1272
3008,Polk,182,Polk County Treasurer POLK,,,Steve Milligan,3009
3009,Polk,182,Polk County Treasurer POLK,,,Write-In Totals,24
3011,Polk,182,Polk County Treasurer POLK,,,Over Votes,0
3012,Polk,182,Polk County Treasurer POLK,,,Under Votes,1397
3016,Polk,182,City of Independence Mayor City of Independence,,,John McArdle,2530
3017,Polk,182,City of Independence Mayor City of Independence,,,Jack Waddell,1541
3018,Polk,182,City of Independence Mayor City of Independence,,,Write-In Totals,16
3020,Polk,182,City of Independence Mayor City of Independence,,,Over Votes,0
3021,Polk,182,City of Independence Mayor City of Independence,,,Under Votes,343
3024,Polk,182,City of Independence Council Member Position 3 City of Independence,,,Michael Hicks,1817
3025,Polk,182,City of Independence Council Member Position 3 City of Independence,,,Dawn Hedrick-Roden,1818
3026,Polk,182,City of Independence Council Member Position 3 City of Independence,,,Write-In Totals,12
3028,Polk,182,City of Independence Council Member Position 3 City of Independence,,,Over Votes,1
3029,Polk,182,City of Independence Council Member Position 3 City of Independence,,,Under Votes,782
3032,Polk,182,City of Independence Council Member Position 5 City of Independence,,,Kelie McWilliams,1776
3033,Polk,182,City of Independence Council Member Position 5 City of Independence,,,Sarah Jobe,1797
3034,Polk,182,City of Independence Council Member Position 5 City of Independence,,,Write-In Totals,16
3036,Polk,182,City of Independence Council Member Position 5 City of Independence,,,Over Votes,0
3037,Polk,182,City of Independence Council Member Position 5 City of Independence,,,Under Votes,841
3040,Polk,182,City of Independence Council Member Position 6 City of Independence,,,Kathy Martin-Willis,2215
3041,Polk,182,City of Independence Council Member Position 6 City of Independence,,,David Ramcharan,1370
3042,Polk,182,City of Independence Council Member Position 6 City of Independence,,,Write-In Totals,11
3044,Polk,182,City of Independence Council Member Position 6 City of Independence,,,Over Votes,1
3045,Polk,182,City of Independence Council Member Position 6 City of Independence,,,Under Votes,833
3049,Polk,182,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Pryor Garnett,2928
3050,Polk,182,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Write-In Totals,21
3052,Polk,182,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Over Votes,3
3053,Polk,182,Polk Soil and Water Conservation District Director Zone 1 Polk Soil and Water Conservation District,,,Under Votes,1478
3056,Polk,182,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,John (Jock) Dalton,2932
3057,Polk,182,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Write-In Totals,22
3059,Polk,182,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Over Votes,0
3060,Polk,182,Polk Soil and Water Conservation District Director Zone 4 Polk Soil and Water Conservation District,,,Under Votes,1476
3063,Polk,182,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Chad Woods,2921
3064,Polk,182,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Write-In Totals,21
3066,Polk,182,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Over Votes,0
3067,Polk,182,Polk Soil and Water Conservation District Director At Large 1 Polk Soil and Water Conservation District,,,Under Votes,1488
3070,Polk,182,State Measure 107,,,Yes,3210
3071,Polk,182,State Measure 107,,,No,1004
3073,Polk,182,State Measure 107,,,Over Votes,1
3074,Polk,182,State Measure 107,,,Under Votes,215
3077,Polk,182,State Measure 108,,,Yes,2810
3078,Polk,182,State Measure 108,,,No,1489
3080,Polk,182,State Measure 108,,,Over Votes,0
3081,Polk,182,State Measure 108,,,Under Votes,131
3085,Polk,182,State Measure 109,,,Yes,2335
3086,Polk,182,State Measure 109,,,No,1913
3088,Polk,182,State Measure 109,,,Over Votes,3
3089,Polk,182,State Measure 109,,,Under Votes,179
3092,Polk,182,State Measure 110,,,Yes,2493
3093,Polk,182,State Measure 110,,,No,1778
3095,Polk,182,State Measure 110,,,Over Votes,1
3096,Polk,182,State Measure 110,,,Under Votes,158
