county,precinct,office,district,party,candidate,votes,BallotsWith Contest,Overvoted WithVote for this Choice,Undervoted WithoutVote for this Choice
Multnomah,5001,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,1886,4188,0,1047
Multnomah,5002,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,3332,7448,1,2149
Multnomah,5003,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,502,1157,0,339
Multnomah,5004,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,2845,6510,1,1937
Multnomah,5006,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,1708,3784,2,1079
Multnomah,5007,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,1668,3733,0,1059
Multnomah,5008,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,1652,3573,0,1060
Multnomah,5009,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,535,1105,0,272
Multnomah,5101,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,320,799,0,217
Multnomah,5102,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,2025,4780,1,1307
Multnomah,5103,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,1164,2742,0,751
Multnomah,5104,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,1659,3914,0,1171
Multnomah,5105,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,166,396,0,132
Multnomah,5106,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,767,1708,0,464
Multnomah,5107,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,597,1296,1,389
Multnomah,5202,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,1137,2673,0,927
Multnomah,5203,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,885,2073,1,763
Multnomah,5204,"Judge of the Circuit Court, 4th District, Position 12",,,Adrian L Brown,1578,3526,1,1113
Multnomah,2701,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,151,641,0,148
Multnomah,2702,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,197,879,0,278
Multnomah,3101,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,426,1409,0,343
Multnomah,3102,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,486,2007,0,683
Multnomah,3103,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,142,627,0,182
Multnomah,3301,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,4205,12981,2,2981
Multnomah,3303,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1028,3865,0,966
Multnomah,3304,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,164,614,0,168
Multnomah,3501,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,310,1019,1,298
Multnomah,3502,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1591,5004,0,1174
Multnomah,3602,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1880,5837,0,1303
Multnomah,3603,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2745,8038,0,1910
Multnomah,3604,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,36,172,0,51
Multnomah,3605,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,682,2477,0,625
Multnomah,3606,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,689,1882,0,378
Multnomah,3607,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1777,5906,0,1381
Multnomah,3608,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1754,5173,0,1202
Multnomah,3609,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,143,535,0,132
Multnomah,3610,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1093,3729,0,904
Multnomah,3611,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1830,5498,0,1322
Multnomah,3612,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1834,5211,0,1216
Multnomah,3801,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,14,66,0,24
Multnomah,3802,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2797,9234,0,2338
Multnomah,3803,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2122,6140,1,1395
Multnomah,3804,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,460,1308,0,308
Multnomah,3805,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,265,830,0,204
Multnomah,3806,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,592,2070,0,571
Multnomah,3807,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,269,1151,0,335
Multnomah,3808,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,44,135,0,25
Multnomah,4101,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3015,9451,1,2158
Multnomah,4102,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1582,5001,0,1332
Multnomah,4103,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,955,3795,0,926
Multnomah,4203,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,4130,10532,1,2314
Multnomah,4204,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3129,8637,0,1765
Multnomah,4205,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1576,4313,1,861
Multnomah,4207,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1846,5101,0,1171
Multnomah,4208,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1164,3255,0,714
Multnomah,4209,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2979,7803,1,1686
Multnomah,4210,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3741,10552,0,2436
Multnomah,4301,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3509,9496,0,2029
Multnomah,4302,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,4023,10872,0,2273
Multnomah,4304,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2597,7642,0,1452
Multnomah,4305,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3345,9892,1,2219
Multnomah,4306,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,575,1851,0,349
Multnomah,4310,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2978,8431,0,1710
Multnomah,4401,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3542,9797,1,2221
Multnomah,4402,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3436,10062,1,2379
Multnomah,4403,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2977,8039,0,1818
Multnomah,4404,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3343,9503,0,2134
Multnomah,4409,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,741,2183,1,559
Multnomah,4501,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2823,10148,1,2183
Multnomah,4502,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1482,4559,0,1145
Multnomah,4503,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1200,4078,0,807
Multnomah,4505,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2375,7579,0,1733
Multnomah,4506,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1087,3478,0,947
Multnomah,4508,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1524,4311,0,1100
Multnomah,4509,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,809,2787,0,783
Multnomah,4510,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,725,2377,1,651
Multnomah,4511,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,788,2578,0,666
Multnomah,4512,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,229,598,0,147
Multnomah,4601,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3502,9856,2,2239
Multnomah,4602,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,977,3771,0,801
Multnomah,4604,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2008,5994,0,1588
Multnomah,4605,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1741,5130,3,1277
Multnomah,4606,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,3653,10570,2,2668
Multnomah,4607,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1090,3700,0,1120
Multnomah,4608,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,514,1472,0,385
Multnomah,4701,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,762,2831,0,772
Multnomah,4702,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,210,818,0,244
Multnomah,4703,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,617,2178,0,616
Multnomah,4704,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1075,4035,1,1164
Multnomah,4705,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1645,5451,0,1404
Multnomah,4706,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,920,3364,0,926
Multnomah,4707,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,531,1762,0,482
Multnomah,4708,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1096,3872,0,1052
Multnomah,4709,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,574,1988,0,515
Multnomah,4710,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,973,3611,0,1009
Multnomah,4801,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,415,1471,1,432
Multnomah,4802,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,17,44,0,12
Multnomah,4803,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2540,7386,0,1848
Multnomah,4804,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,549,1661,0,449
Multnomah,4805,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,254,894,0,248
Multnomah,4806,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,456,1610,0,471
Multnomah,4807,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,882,3077,0,897
Multnomah,4901,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,10,52,0,26
Multnomah,4902,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,5,24,0,9
Multnomah,4903,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1275,4889,1,1410
Multnomah,4904,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,2043,8635,0,2560
Multnomah,4905,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,79,319,0,111
Multnomah,4906,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,441,1466,1,399
Multnomah,4907,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,68,274,0,83
Multnomah,4908,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,595,2376,0,693
Multnomah,4909,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1179,4491,2,1229
Multnomah,4910,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1030,3593,1,1051
Multnomah,4911,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1135,4379,0,1210
Multnomah,5001,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1192,4188,0,1047
Multnomah,5002,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1889,7448,1,2149
Multnomah,5003,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,303,1157,0,339
Multnomah,5004,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1631,6510,0,1937
Multnomah,5006,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,943,3784,1,1079
Multnomah,5007,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,959,3733,0,1059
Multnomah,5008,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,787,3573,0,1060
Multnomah,5009,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,280,1105,0,272
Multnomah,5101,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,242,799,0,217
Multnomah,5102,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1344,4780,0,1307
Multnomah,5103,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,764,2742,0,751
Multnomah,5104,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,1009,3914,0,1171
Multnomah,5105,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,92,396,0,132
Multnomah,5106,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,455,1708,0,464
Multnomah,5107,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,278,1296,1,389
Multnomah,5202,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,566,2673,0,927
Multnomah,5203,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,399,2073,0,763
Multnomah,5204,"Judge of the Circuit Court, 4th District, Position 12",,,Rima Ghandour,773,3526,1,1113
Multnomah,2701,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,3,641,0,148
Multnomah,2702,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,4,879,0,278
Multnomah,3101,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,11,1409,0,343
Multnomah,3102,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,13,2007,0,683
Multnomah,3103,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,7,627,0,182
Multnomah,3301,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,51,12981,0,2981
Multnomah,3303,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,23,3865,0,966
Multnomah,3304,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,1,614,0,168
Multnomah,3501,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,11,1019,0,298
Multnomah,3502,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,25,5004,0,1174
Multnomah,3602,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,21,5837,0,1303
Multnomah,3603,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,75,8038,0,1910
Multnomah,3604,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,1,172,0,51
Multnomah,3605,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,11,2477,0,625
Multnomah,3606,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,11,1882,0,378
Multnomah,3607,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,28,5906,0,1381
Multnomah,3608,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,26,5173,0,1202
Multnomah,3609,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,3,535,0,132
Multnomah,3610,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,15,3729,0,904
Multnomah,3611,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,27,5498,0,1322
Multnomah,3612,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,31,5211,0,1216
Multnomah,3801,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,0,66,0,24
Multnomah,3802,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,49,9234,0,2338
Multnomah,3803,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,39,6140,0,1395
Multnomah,3804,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,9,1308,0,308
Multnomah,3805,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,4,830,1,204
Multnomah,3806,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,11,2070,0,571
Multnomah,3807,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,4,1151,0,335
Multnomah,3808,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,0,135,0,25
Multnomah,4101,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,47,9451,0,2158
Multnomah,4102,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,37,5001,0,1332
Multnomah,4103,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,14,3795,0,926
Multnomah,4203,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,48,10532,0,2314
Multnomah,4204,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,36,8637,0,1765
Multnomah,4205,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,29,4313,0,861
Multnomah,4207,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,13,5101,0,1171
Multnomah,4208,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,21,3255,0,714
Multnomah,4209,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,35,7803,0,1686
Multnomah,4210,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,74,10552,0,2436
Multnomah,4301,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,44,9496,0,2029
Multnomah,4302,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,45,10872,0,2273
Multnomah,4304,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,35,7642,0,1452
Multnomah,4305,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,53,9892,2,2219
Multnomah,4306,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,3,1851,0,349
Multnomah,4310,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,36,8431,0,1710
Multnomah,4401,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,80,9797,1,2221
Multnomah,4402,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,94,10062,0,2379
Multnomah,4403,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,34,8039,0,1818
Multnomah,4404,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,54,9503,0,2134
Multnomah,4409,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,21,2183,1,559
Multnomah,4501,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,28,10148,0,2183
Multnomah,4502,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,34,4559,0,1145
Multnomah,4503,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,18,4078,0,807
Multnomah,4505,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,40,7579,0,1733
Multnomah,4506,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,27,3478,0,947
Multnomah,4508,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,35,4311,0,1100
Multnomah,4509,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,50,2787,0,783
Multnomah,4510,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,28,2377,0,651
Multnomah,4511,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,44,2578,0,666
Multnomah,4512,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,8,598,0,147
Multnomah,4601,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,28,9856,0,2239
Multnomah,4602,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,10,3771,0,801
Multnomah,4604,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,68,5994,0,1588
Multnomah,4605,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,19,5130,1,1277
Multnomah,4606,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,92,10570,0,2668
Multnomah,4607,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,37,3700,0,1120
Multnomah,4608,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,15,1472,0,385
Multnomah,4701,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,35,2831,0,772
Multnomah,4702,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,16,818,0,244
Multnomah,4703,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,30,2178,0,616
Multnomah,4704,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,54,4035,0,1164
Multnomah,4705,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,77,5451,0,1404
Multnomah,4706,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,39,3364,0,926
Multnomah,4707,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,32,1762,0,482
Multnomah,4708,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,38,3872,0,1052
Multnomah,4709,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,28,1988,0,515
Multnomah,4710,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,56,3611,0,1009
Multnomah,4801,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,41,1471,0,432
Multnomah,4802,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,1,44,0,12
Multnomah,4803,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,99,7386,0,1848
Multnomah,4804,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,13,1661,0,449
Multnomah,4805,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,21,894,0,248
Multnomah,4806,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,40,1610,0,471
Multnomah,4807,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,59,3077,0,897
Multnomah,4901,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,0,52,0,26
Multnomah,4902,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,0,24,0,9
Multnomah,4903,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,50,4889,0,1410
Multnomah,4904,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,163,8635,0,2560
Multnomah,4905,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,5,319,0,111
Multnomah,4906,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,18,1466,1,399
Multnomah,4907,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,6,274,0,83
Multnomah,4908,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,31,2376,0,693
Multnomah,4909,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,49,4491,0,1229
Multnomah,4910,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,45,3593,0,1051
Multnomah,4911,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,74,4379,0,1210
Multnomah,5001,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,63,4188,0,1047
Multnomah,5002,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,77,7448,0,2149
Multnomah,5003,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,13,1157,0,339
Multnomah,5004,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,96,6510,1,1937
Multnomah,5006,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,52,3784,1,1079
Multnomah,5007,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,47,3733,0,1059
Multnomah,5008,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,74,3573,0,1060
Multnomah,5009,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,18,1105,0,272
Multnomah,5101,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,20,799,0,217
Multnomah,5102,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,103,4780,1,1307
Multnomah,5103,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,63,2742,0,751
Multnomah,5104,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,75,3914,0,1171
Multnomah,5105,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,6,396,0,132
Multnomah,5106,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,22,1708,0,464
Multnomah,5107,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,30,1296,2,389
Multnomah,5202,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,43,2673,0,927
Multnomah,5203,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,25,2073,1,763
Multnomah,5204,"Judge of the Circuit Court, 4th District, Position 12",,,Write-in,61,3526,0,1113
Multnomah,2701,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,338,641,0,300
Multnomah,2702,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,448,879,0,424
Multnomah,3101,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,776,1409,0,619
Multnomah,3102,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,992,2007,0,1000
Multnomah,3103,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,314,627,0,304
Multnomah,3301,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,7755,12981,0,5130
Multnomah,3303,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2281,3865,0,1556
Multnomah,3304,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,323,614,0,287
Multnomah,3501,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,531,1019,0,477
Multnomah,3502,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2844,5004,0,2113
Multnomah,3602,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,3489,5837,0,2304
Multnomah,3603,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,4834,8038,0,3094
Multnomah,3604,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,93,172,0,78
Multnomah,3605,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1411,2477,0,1045
Multnomah,3606,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1088,1882,0,784
Multnomah,3607,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,3363,5906,0,2510
Multnomah,3608,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,3155,5173,0,1968
Multnomah,3609,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,304,535,0,230
Multnomah,3610,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,2106,3729,0,1592
Multnomah,3611,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,3120,5498,0,2340
Multnomah,3612,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,3115,5211,0,2039
Multnomah,3801,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,33,66,0,33
Multnomah,3802,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,5113,9234,0,4046
Multnomah,3803,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,3495,6141,0,2593
Multnomah,3804,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,738,1308,0,554
Multnomah,3805,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,485,830,0,337
Multnomah,3806,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,1240,2070,0,824
Multnomah,3807,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,659,1151,0,485
Multnomah,3808,"Judge of the Circuit Court, 4th District, Position 26",,,Steffan Alexander,85,135,0,49
