county,precinct,office,district,party,candidate,votes,
Jefferson,Kutcher,President,,,Total , 118,
Jefferson,Kutcher,U. S. House,2,Republican,Cliff Bentz, 85,
Jefferson,Kutcher,U. S. House,2,Constitution,Michael Kurt Stettler, 3,
Jefferson,Kutcher,U. S. House,2,Democrat,Dan Ruby, 26,
Jefferson,Kutcher,U. S. House,2,,Write-In , 0,
Jefferson,Kutcher,U. S. House,2,,Total , 118,
Jefferson,Kutcher,Secretary of State,,Pacific Green,Nathalie Paravicini, 1,
Jefferson,Kutcher,Secretary of State,,Republican,Dennis Linthicum, 79,
Jefferson,Kutcher,Secretary of State,,Democrat,Tobias Read, 31,
Jefferson,Kutcher,Secretary of State,,,Write-in, 0,
Jefferson,Kutcher,Secretary of State,,,Total , 118,
Jefferson,Kutcher,State Treasurer,,Working Families,Mary King, 6,
Jefferson,Kutcher,State Treasurer,,Republican,Brian J Boquist, 81,
Jefferson,Kutcher,State Treasurer,,Democrat,Elizabeth Steiner, 25,
Jefferson,Kutcher,State Treasurer,,,Write-in, 0,
Jefferson,Kutcher,State Treasurer,,,Total , 118,
Jefferson,Kutcher,Attorney General,,Republican,Will Lathrop , 85,
Jefferson,Kutcher,Attorney General,,Democrat,Dan Rayfield, 29,
Jefferson,Kutcher,Attorney General,,,Write-in, 0,
Jefferson,Kutcher,Attorney General,,,Total , 118,
Jefferson,Kutcher,State Senator,30,Republican,Mike McLane, 83,
Jefferson,Kutcher,State Senator,30,,Write-in, 3,
Jefferson,Kutcher,State Senator,30,,Total , 118,
Jefferson,Kutcher,State Representative,59,Republican,Vikki Breese-Iverson, 88,
Jefferson,Kutcher,State Representative,59,Democrat,Brian K Samp, 22,
Jefferson,Kutcher,State Representative,59,,Write-in, 0,
Jefferson,Kutcher,State Representative,59,,Total , 118,
Jefferson,Lyle Gap,President,,We The People,Robert F. Kennedy Jr, 1,
Jefferson,Lyle Gap,President,,Progressive,Cornel West, 0,
Jefferson,Lyle Gap,President,,Libertarian,Chase Oliver, 0,
Jefferson,Lyle Gap,President,,Constitution,Randall Terry, 0,
Jefferson,Lyle Gap,President,,Republican,Donald J Trump, 13,
Jefferson,Lyle Gap,President,,Pacific Green,Jill Stein, 1,
Jefferson,Lyle Gap,President,,Democrat,Kamala Harris, 4,
Jefferson,Lyle Gap,President,,,Write-In , 0,
Jefferson,Lyle Gap,President,,,Total , 19,
Jefferson,Lyle Gap,U. S. House,2,Republican,Cliff Bentz, 14,
Jefferson,Lyle Gap,U. S. House,2,Constitution,Michael Kurt Stettler, 1,
Jefferson,Lyle Gap,U. S. House,2,Democrat,Dan Ruby, 4,
Jefferson,Lyle Gap,U. S. House,2,,Write-In , 0,
Jefferson,Lyle Gap,U. S. House,2,,Total , 19,
Jefferson,Lyle Gap,Secretary of State,,Pacific Green,Nathalie Paravicini, 0,
Jefferson,Lyle Gap,Secretary of State,,Republican,Dennis Linthicum, 13,
Jefferson,Lyle Gap,Secretary of State,,Democrat,Tobias Read, 3,
Jefferson,Lyle Gap,Secretary of State,,,Write-in, 0,
Jefferson,Lyle Gap,Secretary of State,,,Total , 17,
Jefferson,Lyle Gap,State Treasurer,,Working Families,Mary King, 5,
Jefferson,Lyle Gap,State Treasurer,,Republican,Brian J Boquist, 10,
Jefferson,Lyle Gap,State Treasurer,,Democrat,Elizabeth Steiner, 1,
Jefferson,Lyle Gap,State Treasurer,,,Write-in, 0,
Jefferson,Lyle Gap,State Treasurer,,,Total , 17,
Jefferson,Lyle Gap,Attorney General,,Republican,Will Lathrop , 12,
Jefferson,Lyle Gap,Attorney General,,Democrat,Dan Rayfield, 4,
Jefferson,Lyle Gap,Attorney General,,,Write-in, 0,
Jefferson,Lyle Gap,Attorney General,,,Total , 17,
Jefferson,Lyle Gap,State Senator,30,Republican,Mike McLane, 14,
Jefferson,Lyle Gap,State Senator,30,,Write-in, 0,
Jefferson,Lyle Gap,State Senator,30,,Total , 17,
Jefferson,Lyle Gap,State Representative,59,Republican,Vikki Breese-Iverson, 12,
Jefferson,Lyle Gap,State Representative,59,Democrat,Brian K Samp, 3,
Jefferson,Lyle Gap,State Representative,59,,Write-in, 0,
Jefferson,Lyle Gap,State Representative,59,,Total , 17,
Jefferson,Metolius,President,,We The People,Robert F. Kennedy Jr, 8,
Jefferson,Metolius,President,,Progressive,Cornel West, 0,
Jefferson,Metolius,President,,Libertarian,Chase Oliver, 1,
Jefferson,Metolius,President,,Constitution,Randall Terry, 0,
Jefferson,Metolius,President,,Republican,Donald J Trump, 264,
Jefferson,Metolius,President,,Pacific Green,Jill Stein, 1,
Jefferson,Metolius,President,,Democrat,Kamala Harris, 141,
Jefferson,Metolius,President,,,Write-In , 1,
Jefferson,Metolius,President,,,Total , 422,
Jefferson,Metolius,U. S. House,2,Republican,Cliff Bentz, 254,
Jefferson,Metolius,U. S. House,2,Constitution,Michael Kurt Stettler, 13,
Jefferson,Metolius,U. S. House,2,Democrat,Dan Ruby, 133,
Jefferson,Metolius,U. S. House,2,,Write-In , 0,
Jefferson,Metolius,U. S. House,2,,Total , 422,
Jefferson,Metolius,Secretary of State,,Pacific Green,Nathalie Paravicini, 6,
Jefferson,Metolius,Secretary of State,,Republican,Dennis Linthicum, 260,
Jefferson,Metolius,Secretary of State,,Democrat,Tobias Read, 141,
Jefferson,Metolius,Secretary of State,,,Write-in, 0,
Jefferson,Metolius,Secretary of State,,,Total , 422,
Jefferson,Metolius,State Treasurer,,Working Families,Mary King, 32,
Jefferson,Metolius,State Treasurer,,Republican,Brian J Boquist, 259,
Jefferson,Metolius,State Treasurer,,Democrat,Elizabeth Steiner, 115,
Jefferson,Metolius,State Treasurer,,,Write-in, 0,
Jefferson,Metolius,State Treasurer,,,Total , 422,
Jefferson,Metolius,Attorney General,,Republican,Will Lathrop , 264,
Jefferson,Metolius,Attorney General,,Democrat,Dan Rayfield, 141,
Jefferson,Metolius,Attorney General,,,Write-in, 1,
Jefferson,Metolius,Attorney General,,,Total , 422,
Jefferson,Metolius,State Senator,30,Republican,Mike McLane, 314,
Jefferson,Metolius,State Senator,30,,Write-in, 12,
Jefferson,Metolius,State Senator,30,,Total , 422,
Jefferson,Metolius,State Representative,59,Republican,Vikki Breese-Iverson, 250,
Jefferson,Metolius,State Representative,59,Democrat,Brian K Samp, 144,
Jefferson,Metolius,State Representative,59,,Write-in, 0,
Jefferson,Metolius,State Representative,59,,Total , 422,
Jefferson,East Madras,President,,We The People,Robert F. Kennedy Jr, 27,
Jefferson,East Madras,President,,Progressive,Cornel West, 1,
Jefferson,East Madras,President,,Libertarian,Chase Oliver, 6,
Jefferson,East Madras,President,,Constitution,Randall Terry, 1,
Jefferson,East Madras,President,,Republican,Donald J Trump, 928,
Jefferson,East Madras,President,,Pacific Green,Jill Stein, 13,
Jefferson,East Madras,President,,Democrat,Kamala Harris, 650,
Jefferson,East Madras,President,,,Write-In , 10,
Jefferson,East Madras,President,,,Total , 1653,
Jefferson,East Madras,U. S. House,2,Republican,Cliff Bentz, 890,
Jefferson,East Madras,U. S. House,2,Constitution,Michael Kurt Stettler, 74,
Jefferson,East Madras,U. S. House,2,Democrat,Dan Ruby, 577,
Jefferson,East Madras,U. S. House,2,,Write-In , 0,
Jefferson,East Madras,U. S. House,2,,Total , 1653,
Jefferson,East Madras,Secretary of State,,Pacific Green,Nathalie Paravicini, 57,
Jefferson,East Madras,Secretary of State,,Republican,Dennis Linthicum, 878,
Jefferson,East Madras,Secretary of State,,Democrat,Tobias Read, 608,
Jefferson,East Madras,Secretary of State,,,Write-in, 1,
Jefferson,East Madras,Secretary of State,,,Total , 1649,
Jefferson,East Madras,State Treasurer,,Working Families,Mary King, 124,
Jefferson,East Madras,State Treasurer,,Republican,Brian J Boquist, 897,
Jefferson,East Madras,State Treasurer,,Democrat,Elizabeth Steiner, 528,
Jefferson,East Madras,State Treasurer,,,Write-in, 1,
Jefferson,East Madras,State Treasurer,,,Total , 1649,
Jefferson,East Madras,Attorney General,,Republican,Will Lathrop , 924,
Jefferson,East Madras,Attorney General,,Democrat,Dan Rayfield, 613,
Jefferson,East Madras,Attorney General,,,Write-in, 2,
Jefferson,East Madras,Attorney General,,,Total , 1649,
Jefferson,East Madras,State Senator,30,Republican,Mike McLane, 1157,
Jefferson,East Madras,State Senator,30,,Write-in, 30,
Jefferson,East Madras,State Senator,30,,Total , 1649,
Jefferson,East Madras,State Representative,59,Republican,Vikki Breese-Iverson, 945,
Jefferson,East Madras,State Representative,59,Democrat,Brian K Samp, 569,
Jefferson,East Madras,State Representative,59,,Write-in, 3,
Jefferson,East Madras,State Representative,59,,Total , 1649,
Jefferson,Warm Springs,President,,We The People,Robert F. Kennedy Jr, 18,
Jefferson,Warm Springs,President,,Progressive,Cornel West, 2,
Jefferson,Warm Springs,President,,Libertarian,Chase Oliver, 3,
Jefferson,Warm Springs,President,,Constitution,Randall Terry, 0,
Jefferson,Warm Springs,President,,Republican,Donald J Trump, 107,
Jefferson,Warm Springs,President,,Pacific Green,Jill Stein, 11,
Jefferson,Warm Springs,President,,Democrat,Kamala Harris, 522,
Jefferson,Warm Springs,President,,,Write-In , 1,
Jefferson,Warm Springs,President,,,Total , 665,
Jefferson,Warm Springs,U. S. House,2,Republican,Cliff Bentz, 126,
Jefferson,Warm Springs,U. S. House,2,Constitution,Michael Kurt Stettler, 33,
Jefferson,Warm Springs,U. S. House,2,Democrat,Dan Ruby, 459,
Jefferson,Warm Springs,U. S. House,2,,Write-In , 2,
Jefferson,Warm Springs,U. S. House,2,,Total , 665,
Jefferson,Warm Springs,Secretary of State,,Pacific Green,Nathalie Paravicini, 36,
Jefferson,Warm Springs,Secretary of State,,Republican,Dennis Linthicum, 103,
Jefferson,Warm Springs,Secretary of State,,Democrat,Tobias Read, 489,
Jefferson,Warm Springs,Secretary of State,,,Write-in, 2,
Jefferson,Warm Springs,Secretary of State,,,Total , 665,
Jefferson,Warm Springs,State Treasurer,,Working Families,Mary King, 87,
Jefferson,Warm Springs,State Treasurer,,Republican,Brian J Boquist, 103,
Jefferson,Warm Springs,State Treasurer,,Democrat,Elizabeth Steiner, 432,
Jefferson,Warm Springs,State Treasurer,,,Write-in, 3,
Jefferson,Warm Springs,State Treasurer,,,Total , 665,
Jefferson,Warm Springs,Attorney General,,Republican,Will Lathrop , 116,
Jefferson,Warm Springs,Attorney General,,Democrat,Dan Rayfield, 507,
Jefferson,Warm Springs,Attorney General,,,Write-in, 1,
Jefferson,Warm Springs,Attorney General,,,Total , 665,
Jefferson,Warm Springs,State Senator,29,Republican,Todd Nash, 275,
Jefferson,Warm Springs,State Senator,29,Dropped Out,Tania Wildbill,304,
Jefferson,Warm Springs,State Senator,29,,Write-in, 3,
Jefferson,Warm Springs,State Senator,29,,Total , 665,
Jefferson,Warm Springs,State Representative,57,Republican,Greg Smith, 472,
Jefferson,Warm Springs,State Representative,57,Democrat,Write-in, 25,
Jefferson,Warm Springs,State Representative,57,,Total , 665,
Jefferson,Suttle Lake,President,,We The People,Robert F. Kennedy Jr, 0,
Jefferson,Suttle Lake,President,,Progressive,Cornel West, 0,
Jefferson,Suttle Lake,President,,Libertarian,Chase Oliver, 0,
Jefferson,Suttle Lake,President,,Constitution,Randall Terry, 0,
Jefferson,Suttle Lake,President,,Republican,Donald J Trump, 11,
Jefferson,Suttle Lake,President,,Pacific Green,Jill Stein, 0,
Jefferson,Suttle Lake,President,,Democrat,Kamala Harris, 4,
Jefferson,Suttle Lake,President,,,Write-In , 0,
Jefferson,Suttle Lake,President,,,Total , 15,
Jefferson,Suttle Lake,U. S. House,5,Democrat,Janelle S Bynum, 4,
Jefferson,Suttle Lake,U. S. House,5,Pacific Green,Andrea Thorn Townsend, 0,
Jefferson,Suttle Lake,U. S. House,5,Republican, Lori Chavez-DeRemer, 9,
Jefferson,Suttle Lake,U. S. House,5,Libertarian,Sonja Feintech, 0,
Jefferson,Suttle Lake,U. S. House,5,Independent,Brett Smith, 2,
Jefferson,Suttle Lake,U. S. House,5,,Write-In , 0,
Jefferson,Suttle Lake,U. S. House,5,,Total , 15,
Jefferson,Suttle Lake,Secretary of State,,Pacific Green,Nathalie Paravicini, 0,
Jefferson,Suttle Lake,Secretary of State,,Republican,Dennis Linthicum, 10,
Jefferson,Suttle Lake,Secretary of State,,Democrat,Tobias Read, 5,
Jefferson,Suttle Lake,Secretary of State,,,Write-in, 0,
Jefferson,Suttle Lake,Secretary of State,,,Total , 15,
Jefferson,Suttle Lake,State Treasurer,,Working Families,Mary King, 0,
Jefferson,Suttle Lake,State Treasurer,,Republican,Brian J Boquist, 11,
Jefferson,Suttle Lake,State Treasurer,,Democrat,Elizabeth Steiner, 4,
Jefferson,Suttle Lake,State Treasurer,,,Write-in, 0,
Jefferson,Suttle Lake,State Treasurer,,,Total , 15,
Jefferson,Suttle Lake,Attorney General,,Republican,Will Lathrop , 11,
Jefferson,Suttle Lake,Attorney General,,Democrat,Dan Rayfield, 4,
Jefferson,Suttle Lake,Attorney General,,,Write-in, 0,
Jefferson,Suttle Lake,Attorney General,,,Total , 15,
Jefferson,Suttle Lake,State Senator,30,Republican,Mike McLane, 8,
Jefferson,Suttle Lake,State Senator,30,,Write-in, 0,
Jefferson,Suttle Lake,State Senator,30,,Total , 15,
Jefferson,Suttle Lake,State Representative,59,Republican,Vikki Breese-Iverson, 10,
Jefferson,Suttle Lake,State Representative,59,Democrat,Brian K Samp, 5,
Jefferson,Suttle Lake,State Representative,59,,Write-in, 0,
Jefferson,Suttle Lake,State Representative,59,,Total , 15,
Jefferson,Camp Sherman,President,,We The People,Robert F. Kennedy Jr, 3,
Jefferson,Camp Sherman,President,,Progressive,Cornel West, 0,
Jefferson,Camp Sherman,President,,Libertarian,Chase Oliver, 0,
Jefferson,Camp Sherman,President,,Constitution,Randall Terry, 0,
Jefferson,Camp Sherman,President,,Republican,Donald J Trump, 73,
Jefferson,Camp Sherman,President,,Pacific Green,Jill Stein, 2,
Jefferson,Camp Sherman,President,,Democrat,Kamala Harris, 152,
Jefferson,Camp Sherman,President,,,Write-In , 1,
Jefferson,Camp Sherman,President,,,Total , 231,
Jefferson,Camp Sherman,U. S. House,2,Republican,Cliff Bentz, 74,
Jefferson,Camp Sherman,U. S. House,2,Constitution,Michael Kurt Stettler, 3,
Jefferson,Camp Sherman,U. S. House,2,Democrat,Dan Ruby, 138,
Jefferson,Camp Sherman,U. S. House,2,,Write-In , 1,
Jefferson,Camp Sherman,U. S. House,2,,Total , 231,
Jefferson,Camp Sherman,Secretary of State,,Pacific Green,Nathalie Paravicini, 1,
Jefferson,Camp Sherman,Secretary of State,,Republican,Dennis Linthicum, 71,
Jefferson,Camp Sherman,Secretary of State,,Democrat,Tobias Read, 148,
Jefferson,Camp Sherman,Secretary of State,,,Write-in, 1,
Jefferson,Camp Sherman,Secretary of State,,,Total , 229,
Jefferson,Camp Sherman,State Treasurer,,Working Families,Mary King, 12,
Jefferson,Camp Sherman,State Treasurer,,Republican,Brian J Boquist, 74,
Jefferson,Camp Sherman,State Treasurer,,Democrat,Elizabeth Steiner, 131,
Jefferson,Camp Sherman,State Treasurer,,,Write-in, 1,
Jefferson,Camp Sherman,State Treasurer,,,Total , 229,
Jefferson,Camp Sherman,Attorney General,,Republican,Will Lathrop , 77,
Jefferson,Camp Sherman,Attorney General,,Democrat,Dan Rayfield, 137,
Jefferson,Camp Sherman,Attorney General,,,Write-in, 1,
Jefferson,Camp Sherman,Attorney General,,,Total , 229,
Jefferson,Camp Sherman,State Senator,30,Republican,Mike McLane, 118,
Jefferson,Camp Sherman,State Senator,30,,Write-in, 11,
Jefferson,Camp Sherman,State Senator,30,,Total , 229,
Jefferson,Camp Sherman,State Representative,59,Republican,Vikki Breese-Iverson, 87,
Jefferson,Camp Sherman,State Representative,59,Democrat,Brian K Samp, 126,
Jefferson,Camp Sherman,State Representative,59,,Write-in, 1,
Jefferson,Camp Sherman,State Representative,59,,Total , 229,
Jefferson,Culver,President,,We The People,Robert F. Kennedy Jr, 10,
Jefferson,Culver,President,,Progressive,Cornel West, 3,
Jefferson,Culver,President,,Libertarian,Chase Oliver, 2,
Jefferson,Culver,President,,Constitution,Randall Terry, 0,
Jefferson,Culver,President,,Republican,Donald J Trump, 507,
Jefferson,Culver,President,,Pacific Green,Jill Stein, 4,
Jefferson,Culver,President,,Democrat,Kamala Harris, 189,
Jefferson,Culver,President,,,Write-In , 3,
Jefferson,Culver,President,,,Total , 726,
Jefferson,Culver,U. S. House,2,Republican,Cliff Bentz, 459,
Jefferson,Culver,U. S. House,2,Constitution,Michael Kurt Stettler, 45,
Jefferson,Culver,U. S. House,2,Democrat,Dan Ruby, 180,
Jefferson,Culver,U. S. House,2,,Write-In , 1,
Jefferson,Culver,U. S. House,2,,Total , 726,
Jefferson,Culver,Secretary of State,,Pacific Green,Nathalie Paravicini, 18,
Jefferson,Culver,Secretary of State,,Republican,Dennis Linthicum, 469,
Jefferson,Culver,Secretary of State,,Democrat,Tobias Read, 195,
Jefferson,Culver,Secretary of State,,,Write-in, 2,
Jefferson,Culver,Secretary of State,,,Total , 726,
Jefferson,Culver,State Treasurer,,Working Families,Mary King, 53,
Jefferson,Culver,State Treasurer,,Republican,Brian J Boquist, 478,
Jefferson,Culver,State Treasurer,,Democrat,Elizabeth Steiner, 150,
Jefferson,Culver,State Treasurer,,,Write-in, 2,
Jefferson,Culver,State Treasurer,,,Total , 726,
Jefferson,Culver,Attorney General,,Republican,Will Lathrop , 484,
Jefferson,Culver,Attorney General,,Democrat,Dan Rayfield, 201,
Jefferson,Culver,Attorney General,,,Write-in, 2,
Jefferson,Culver,Attorney General,,,Total , 726,
Jefferson,Culver,State Senator,30,Republican,Mike McLane, 545,
Jefferson,Culver,State Senator,30,,Write-in, 13,
Jefferson,Culver,State Senator,30,,Total , 726,
Jefferson,Culver,State Representative,59,Republican,Vikki Breese-Iverson, 496,
Jefferson,Culver,State Representative,59,Democrat,Brian K Samp, 173,
Jefferson,Culver,State Representative,59,,Write-in, 6,
Jefferson,Culver,State Representative,59,,Total , 726,
Jefferson,Round Butte,President,,We The People,Robert F. Kennedy Jr, 4,
Jefferson,Round Butte,President,,Progressive,Cornel West, 0,
Jefferson,Round Butte,President,,Libertarian,Chase Oliver, 1,
Jefferson,Round Butte,President,,Constitution,Randall Terry, 0,
Jefferson,Round Butte,President,,Republican,Donald J Trump, 337,
Jefferson,Round Butte,President,,Pacific Green,Jill Stein, 1,
Jefferson,Round Butte,President,,Democrat,Kamala Harris, 99,
Jefferson,Round Butte,President,,,Write-In , 4,
Jefferson,Round Butte,President,,,Total , 451,
Jefferson,Round Butte,U. S. House,2,Republican,Cliff Bentz, 325,
Jefferson,Round Butte,U. S. House,2,Constitution,Michael Kurt Stettler, 13,
Jefferson,Round Butte,U. S. House,2,Democrat,Dan Ruby, 93,
Jefferson,Round Butte,U. S. House,2,,Write-In , 0,
Jefferson,Round Butte,U. S. House,2,,Total , 451,
Jefferson,Round Butte,Secretary of State,,Pacific Green,Nathalie Paravicini, 4,
Jefferson,Round Butte,Secretary of State,,Republican,Dennis Linthicum, 320,
Jefferson,Round Butte,Secretary of State,,Democrat,Tobias Read, 106,
Jefferson,Round Butte,Secretary of State,,,Write-in, 0,
Jefferson,Round Butte,Secretary of State,,,Total , 451,
Jefferson,Round Butte,State Treasurer,,Working Families,Mary King, 23,
Jefferson,Round Butte,State Treasurer,,Republican,Brian J Boquist, 318,
Jefferson,Round Butte,State Treasurer,,Democrat,Elizabeth Steiner, 87,
Jefferson,Round Butte,State Treasurer,,,Write-in, 0,
Jefferson,Round Butte,State Treasurer,,,Total , 451,
Jefferson,Round Butte,Attorney General,,Republican,Will Lathrop , 325,
Jefferson,Round Butte,Attorney General,,Democrat,Dan Rayfield, 102,
Jefferson,Round Butte,Attorney General,,,Write-in, 0,
Jefferson,Round Butte,Attorney General,,,Total , 451,
Jefferson,Round Butte,State Senator,30,Republican,Mike McLane, 349,
Jefferson,Round Butte,State Senator,30,,Write-in, 0,
Jefferson,Round Butte,State Senator,30,,Total , 451,
Jefferson,Round Butte,State Representative,59,Republican,Vikki Breese-Iverson, 340,
