county,precinct,office,district,party,candidate,votes,
Coos, Precinct 03,President,,Republican,Donald J Trump,1624,
Coos, Precinct 04,President,,Republican,Donald J Trump,1031,
Coos, Precinct 05,President,,Republican,Donald J Trump,1803,
Coos, Precinct 06,President,,Republican,Donald J Trump,981,
Coos, Precinct 07,President,,Republican,Donald J Trump,1178,
Coos, Precinct 08,President,,Republican,Donald J Trump,2058,
Coos, Precinct 09,President,,Republican,Donald J Trump,156,
Coos, Precinct 10,President,,Republican,Donald J Trump,1558,
Coos, Precinct 11,President,,Republican,Donald J Trump,1335,
Coos, Precinct 12,President,,Republican,Donald J Trump,1283,
Coos, Precinct 13,President,,Republican,Donald J Trump,854,
Coos, Precinct 14,President,,Republican,Donald J Trump,1296,
Coos, Precinct 15,President,,Republican,Donald J Trump,347, 
Coos, Precinct 16,President,,Republican,Donald J Trump,937,
Coos, Precinct 17,President,,Republican,Donald J Trump,1459,
Coos, Precinct 18,President,,Republican,Donald J Trump,218,
Coos, Precinct 01,President,,Pacific Green,Jill Stein,1,
Coos, Precinct 02,President,,Pacific Green,Jill Stein,10,
Coos, Precinct 03,President,,Pacific Green,Jill Stein,19,
Coos, Precinct 04,President,,Pacific Green,Jill Stein,16,
Coos, Precinct 05,President,,Pacific Green,Jill Stein,17,
Coos, Precinct 06,President,,Pacific Green,Jill Stein,15,
Coos, Precinct 07,President,,Pacific Green,Jill Stein,23,
Coos, Precinct 08,President,,Pacific Green,Jill Stein,21,
Coos, Precinct 09,President,,Pacific Green,Jill Stein,1,
Coos, Precinct 10,President,,Pacific Green,Jill Stein,6,
Coos, Precinct 11,President,,Pacific Green,Jill Stein,6,
Coos, Precinct 12,President,,Pacific Green,Jill Stein,8,
Coos, Precinct 13,President,,Pacific Green,Jill Stein,4,
Coos, Precinct 14,President,,Pacific Green,Jill Stein,3,
Coos, Precinct 15,President,,Pacific Green,Jill Stein,0,
Coos, Precinct 16,President,,Pacific Green,Jill Stein,15,
Coos, Precinct 17,President,,Pacific Green,Jill Stein,18,
Coos, Precinct 18,President,,Pacific Green,Jill Stein,3,
Coos, Precinct 01,President,,Democrat,Kamala Harris,469,
Coos, Precinct 02,President,,Democrat,Kamala Harris,1027,
Coos, Precinct 03,President,,Democrat,Kamala Harris,1227,
Coos, Precinct 04,President,,Democrat,Kamala Harris,1069,
Coos, Precinct 05,President,,Democrat,Kamala Harris,1515,
Coos, Precinct 06,President,,Democrat,Kamala Harris,986,
Coos, Precinct 07,President,,Democrat,Kamala Harris,1078,
Coos, Precinct 08,President,,Democrat,Kamala Harris,1186,
Coos, Precinct 09,President,,Democrat,Kamala Harris,166,
Coos, Precinct 10,President,,Democrat,Kamala Harris,739,
Coos, Precinct 11,President,,Democrat,Kamala Harris,513,
Coos, Precinct 12,President,,Democrat,Kamala Harris,716,
Coos, Precinct 13,President,,Democrat,Kamala Harris,371,
Coos, Precinct 14,President,,Democrat,Kamala Harris,334,
Coos, Precinct 15,President,,Democrat,Kamala Harris,128,
Coos, Precinct 16,President,,Democrat,Kamala Harris,1056,
Coos, Precinct 17,President,,Democrat,Kamala Harris,1023,
Coos, Precinct 18,President,,Democrat,Kamala Harris,128,
Coos, Precinct 01,President,,,Write-In ,0,
Coos, Precinct 02,President,,,Write-In ,11,
Coos, Precinct 03,President,,,Write-In ,15,
Coos, Precinct 04,President,,,Write-In ,10,
Coos, Precinct 05,President,,,Write-In ,15,
Coos, Precinct 06,President,,,Write-In ,9,
Coos, Precinct 07,President,,,Write-In ,12,
Coos, Precinct 08,President,,,Write-In ,11,
Coos, Precinct 09,President,,,Write-In ,0,
Coos, Precinct 10,President,,,Write-In ,18,
Coos, Precinct 11,President,,,Write-In ,11,
Coos, Precinct 12,President,,,Write-In ,5,
Coos, Precinct 13,President,,,Write-In ,9,
Coos, Precinct 14,President,,,Write-In ,5,
Coos, Precinct 15,President,,,Write-In ,1,
Coos, Precinct 16,President,,,Write-In ,14,
Coos, Precinct 17,President,,,Write-In ,6,
Coos, Precinct 18,President,,,Write-In ,2,
Coos, Precinct 01,President,,,Total , 1493,
Coos, Precinct 02,President,,,Total , 2828,
Coos, Precinct 03,President,,,Total , 2977,
Coos, Precinct 04,President,,,Total , 2172,
Coos, Precinct 05,President,,,Total , 3459,
Coos, Precinct 06,President,,,Total , 2030,
Coos, Precinct 07,President,,,Total , 2347,
Coos, Precinct 08,President,,,Total , 3370,
Coos, Precinct 09,President,,,Total , 330,
Coos, Precinct 10,President,,,Total , 2356,
Coos, Precinct 11,President,,,Total , 1908,
Coos, Precinct 12,President,,,Total , 2068,
Coos, Precinct 13,President,,,Total , 1272,
Coos, Precinct 14,President,,,Total , 1657,
Coos, Precinct 15,President,,,Total , 487,
Coos, Precinct 16,President,,,Total , 2065,
Coos, Precinct 17,President,,,Total , 2559,
Coos, Precinct 18,President,,,Total , 357,
Coos, Precinct 01,Secretary of State,,Pacific Green,Nathalie Paravinci, 32,
Coos, Precinct 02,Secretary of State,,Pacific Green,Nathalie Paravinci, 53,
Coos, Precinct 03,Secretary of State,,Pacific Green,Nathalie Paravinci, 71,
Coos, Precinct 04,Secretary of State,,Pacific Green,Nathalie Paravinci, 66,
Coos, Precinct 05,Secretary of State,,Pacific Green,Nathalie Paravinci, 94,
Coos, Precinct 06,Secretary of State,,Pacific Green,Nathalie Paravinci, 69,
Coos, Precinct 07,Secretary of State,,Pacific Green,Nathalie Paravinci, 72,
Coos, Precinct 08,Secretary of State,,Pacific Green,Nathalie Paravinci, 104,
Coos, Precinct 09,Secretary of State,,Pacific Green,Nathalie Paravinci, 5,
Coos, Precinct 10,Secretary of State,,Pacific Green,Nathalie Paravinci, 39,
Coos, Precinct 11,Secretary of State,,Pacific Green,Nathalie Paravinci, 22,
Coos, Precinct 12,Secretary of State,,Pacific Green,Nathalie Paravinci, 58,
Coos, Precinct 13,Secretary of State,,Pacific Green,Nathalie Paravinci, 34,
Coos, Precinct 14,Secretary of State,,Pacific Green,Nathalie Paravinci, 20,
Coos, Precinct 15,Secretary of State,,Pacific Green,Nathalie Paravinci, 6,
Coos, Precinct 16,Secretary of State,,Pacific Green,Nathalie Paravinci, 46,
Coos, Precinct 17,Secretary of State,,Pacific Green,Nathalie Paravinci, 70,
Coos, Precinct 18,Secretary of State,,Pacific Green,Nathalie Paravinci, 10,
Coos, Precinct 01,Secretary of State,,Republican,Dennis Linthicum,940,
Coos, Precinct 02,Secretary of State,,Republican,Dennis Linthicum,1675,
Coos, Precinct 03,Secretary of State,,Republican,Dennis Linthicum,1547,
Coos, Precinct 04,Secretary of State,,Republican,Dennis Linthicum,965,
Coos, Precinct 05,Secretary of State,,Republican,Dennis Linthicum,1713,
Coos, Precinct 06,Secretary of State,,Republican,Dennis Linthicum,932,
Coos, Precinct 07,Secretary of State,,Republican,Dennis Linthicum,1100,
Coos, Precinct 08,Secretary of State,,Republican,Dennis Linthicum,1909,
Coos, Precinct 09,Secretary of State,,Republican,Dennis Linthicum,147,
Coos, Precinct 10,Secretary of State,,Republican,Dennis Linthicum,1477,
Coos, Precinct 11,Secretary of State,,Republican,Dennis Linthicum,1279,
Coos, Precinct 12,Secretary of State,,Republican,Dennis Linthicum,1213,
Coos, Precinct 13,Secretary of State,,Republican,Dennis Linthicum,832,
Coos, Precinct 14,Secretary of State,,Republican,Dennis Linthicum,1237,
Coos, Precinct 15,Secretary of State,,Republican,Dennis Linthicum,334,
Coos, Precinct 16,Secretary of State,,Republican,Dennis Linthicum,904,
Coos, Precinct 17,Secretary of State,,Republican,Dennis Linthicum,1413,
Coos, Precinct 18,Secretary of State,,Republican,Dennis Linthicum,216,
Coos, Precinct 01,Secretary of State,,Democrat,Tobias Read, 468,
Coos, Precinct 02,Secretary of State,,Democrat,Tobias Read, 1010,
Coos, Precinct 03,Secretary of State,,Democrat,Tobias Read, 1241,
Coos, Precinct 04,Secretary of State,,Democrat,Tobias Read, 1030,
Coos, Precinct 05,Secretary of State,,Democrat,Tobias Read, 1486,
Coos, Precinct 06,Secretary of State,,Democrat,Tobias Read, 949,
Coos, Precinct 07,Secretary of State,,Democrat,Tobias Read, 1060,
Coos, Precinct 08,Secretary of State,,Democrat,Tobias Read, 1208,
Coos, Precinct 09,Secretary of State,,Democrat,Tobias Read, 162,
Coos, Precinct 10,Secretary of State,,Democrat,Tobias Read, 755,
Coos, Precinct 11,Secretary of State,,Democrat,Tobias Read, 534,
Coos, Precinct 12,Secretary of State,,Democrat,Tobias Read, 712,
Coos, Precinct 13,Secretary of State,,Democrat,Tobias Read, 374,
Coos, Precinct 14,Secretary of State,,Democrat,Tobias Read, 339,
Coos, Precinct 15,Secretary of State,,Democrat,Tobias Read, 129,
Coos, Precinct 16,Secretary of State,,Democrat,Tobias Read, 1035,
Coos, Precinct 17,Secretary of State,,Democrat,Tobias Read, 977,
Coos, Precinct 18,Secretary of State,,Democrat,Tobias Read, 117,
Coos, Precinct 01,Secretary of State,,,Write-In ,1,
Coos, Precinct 02,Secretary of State,,,Write-In ,1,
Coos, Precinct 03,Secretary of State,,,Write-In ,0,
Coos, Precinct 04,Secretary of State,,,Write-In ,1,
Coos, Precinct 05,Secretary of State,,,Write-In ,1,
Coos, Precinct 06,Secretary of State,,,Write-In ,1,
Coos, Precinct 07,Secretary of State,,,Write-In ,2,
Coos, Precinct 08,Secretary of State,,,Write-In ,1,
Coos, Precinct 09,Secretary of State,,,Write-In ,0,
Coos, Precinct 10,Secretary of State,,,Write-In ,2,
Coos, Precinct 11,Secretary of State,,,Write-In ,1,
Coos, Precinct 12,Secretary of State,,,Write-In ,1,
Coos, Precinct 13,Secretary of State,,,Write-In ,3,
Coos, Precinct 14,Secretary of State,,,Write-In ,2,
Coos, Precinct 15,Secretary of State,,,Write-In ,0,
Coos, Precinct 16,Secretary of State,,,Write-In ,0,
Coos, Precinct 17,Secretary of State,,,Write-In ,0,
Coos, Precinct 18,Secretary of State,,,Write-In ,0,
Coos, Precinct 01,Secretary of State,,,Total , 1441,
Coos, Precinct 02,Secretary of State,,,Total , 2739,
Coos, Precinct 03,Secretary of State,,,Total , 2859,
Coos, Precinct 04,Secretary of State,,,Total , 2062,
Coos, Precinct 05,Secretary of State,,,Total , 3294,
Coos, Precinct 06,Secretary of State,,,Total , 1951,
Coos, Precinct 07,Secretary of State,,,Total , 2234,
Coos, Precinct 08,Secretary of State,,,Total , 3222,
Coos, Precinct 09,Secretary of State,,,Total , 314,
Coos, Precinct 10,Secretary of State,,,Total , 2273,
Coos, Precinct 11,Secretary of State,,,Total , 1836,
Coos, Precinct 12,Secretary of State,,,Total , 1984,
Coos, Precinct 13,Secretary of State,,,Total , 1243,
Coos, Precinct 14,Secretary of State,,,Total , 1598,
Coos, Precinct 15,Secretary of State,,,Total , 469,
Coos, Precinct 16,Secretary of State,,,Total , 1985,
Coos, Precinct 17,Secretary of State,,,Total , 2460,
Coos, Precinct 18,Secretary of State,,,Total , 343,
Coos, Precinct 01,U. S. House,4,Libertarian,Dan Bahlen,24,
Coos, Precinct 02,U. S. House,4,Libertarian,Dan Bahlen,32,
Coos, Precinct 03,U. S. House,4,Libertarian,Dan Bahlen,45,
Coos, Precinct 04,U. S. House,4,Libertarian,Dan Bahlen,28,
Coos, Precinct 05,U. S. House,4,Libertarian,Dan Bahlen,70,
Coos, Precinct 06,U. S. House,4,Libertarian,Dan Bahlen,34,
Coos, Precinct 07,U. S. House,4,Libertarian,Dan Bahlen,38,
Coos, Precinct 08,U. S. House,4,Libertarian,Dan Bahlen,55,
Coos, Precinct 09,U. S. House,4,Libertarian,Dan Bahlen,2,
Coos, Precinct 10,U. S. House,4,Libertarian,Dan Bahlen,25,
Coos, Precinct 11,U. S. House,4,Libertarian,Dan Bahlen,20,
Coos, Precinct 12,U. S. House,4,Libertarian,Dan Bahlen,42,
Coos, Precinct 13,U. S. House,4,Libertarian,Dan Bahlen,8,
Coos, Precinct 14,U. S. House,4,Libertarian,Dan Bahlen,15,
Coos, Precinct 15,U. S. House,4,Libertarian,Dan Bahlen,7,
Coos, Precinct 16,U. S. House,4,Libertarian,Dan Bahlen,31,
Coos, Precinct 17,U. S. House,4,Libertarian,Dan Bahlen,26,
Coos, Precinct 18,U. S. House,4,Libertarian,Dan Bahlen,6,
Coos, Precinct 01,U. S. House,4,Pacific Green,Justin Filip,20,
Coos, Precinct 02,U. S. House,4,Pacific Green,Justin Filip,32,
Coos, Precinct 03,U. S. House,4,Pacific Green,Justin Filip,51,
Coos, Precinct 04,U. S. House,4,Pacific Green,Justin Filip,48,
Coos, Precinct 05,U. S. House,4,Pacific Green,Justin Filip,68,
Coos, Precinct 06,U. S. House,4,Pacific Green,Justin Filip,36,
Coos, Precinct 07,U. S. House,4,Pacific Green,Justin Filip,56,
Coos, Precinct 08,U. S. House,4,Pacific Green,Justin Filip,75,
Coos, Precinct 09,U. S. House,4,Pacific Green,Justin Filip,6,
Coos, Precinct 10,U. S. House,4,Pacific Green,Justin Filip,31,
Coos, Precinct 11,U. S. House,4,Pacific Green,Justin Filip,35,
Coos, Precinct 12,U. S. House,4,Pacific Green,Justin Filip,35,
Coos, Precinct 13,U. S. House,4,Pacific Green,Justin Filip,21,
Coos, Precinct 14,U. S. House,4,Pacific Green,Justin Filip,15,
Coos, Precinct 15,U. S. House,4,Pacific Green,Justin Filip,6,
Coos, Precinct 16,U. S. House,4,Pacific Green,Justin Filip,35,
Coos, Precinct 17,U. S. House,4,Pacific Green,Justin Filip,47,
Coos, Precinct 18,U. S. House,4,Pacific Green,Justin Filip,9,
Coos, Precinct 01,U. S. House,4,Democrat,Val Hoyle,450,
Coos, Precinct 02,U. S. House,4,Democrat,Val Hoyle,965,
Coos, Precinct 03,U. S. House,4,Democrat,Val Hoyle,1163,
Coos, Precinct 04,U. S. House,4,Democrat,Val Hoyle,1018,
Coos, Precinct 05,U. S. House,4,Democrat,Val Hoyle,1433,
Coos, Precinct 06,U. S. House,4,Democrat,Val Hoyle,927,
Coos, Precinct 07,U. S. House,4,Democrat,Val Hoyle,1020,
Coos, Precinct 08,U. S. House,4,Democrat,Val Hoyle,1167,
Coos, Precinct 09,U. S. House,4,Democrat,Val Hoyle,159,
Coos, Precinct 10,U. S. House,4,Democrat,Val Hoyle,710,
Coos, Precinct 11,U. S. House,4,Democrat,Val Hoyle,492,
Coos, Precinct 12,U. S. House,4,Democrat,Val Hoyle,676,
Coos, Precinct 13,U. S. House,4,Democrat,Val Hoyle,362,
Coos, Precinct 14,U. S. House,4,Democrat,Val Hoyle,321,
Coos, Precinct 15,U. S. House,4,Democrat,Val Hoyle,107,
Coos, Precinct 16,U. S. House,4,Democrat,Val Hoyle,1008,
Coos, Precinct 17,U. S. House,4,Democrat,Val Hoyle,950,
Coos, Precinct 18,U. S. House,4,Democrat,Val Hoyle,108,
Coos, Precinct 01,U. S. House,4,Republican,Monique DeSpain,956,
Coos, Precinct 02,U. S. House,4,Republican,Monique DeSpain,1729,
Coos, Precinct 03,U. S. House,4,Republican,Monique DeSpain,1618,
Coos, Precinct 04,U. S. House,4,Republican,Monique DeSpain,982,
Coos, Precinct 05,U. S. House,4,Republican,Monique DeSpain,1741,
Coos, Precinct 06,U. S. House,4,Republican,Monique DeSpain,961,
Coos, Precinct 07,U. S. House,4,Republican,Monique DeSpain,1147,
Coos, Precinct 08,U. S. House,4,Republican,Monique DeSpain,1957,
Coos, Precinct 09,U. S. House,4,Republican,Monique DeSpain,150,
Coos, Precinct 10,U. S. House,4,Republican,Monique DeSpain,1526,
Coos, Precinct 11,U. S. House,4,Republican,Monique DeSpain,1297,
Coos, Precinct 12,U. S. House,4,Republican,Monique DeSpain,1248,
Coos, Precinct 13,U. S. House,4,Republican,Monique DeSpain,849,
Coos, Precinct 14,U. S. House,4,Republican,Monique DeSpain,1252,
Coos, Precinct 15,U. S. House,4,Republican,Monique DeSpain,341,
Coos, Precinct 16,U. S. House,4,Republican,Monique DeSpain,926,
Coos, Precinct 17,U. S. House,4,Republican,Monique DeSpain,1457,
Coos, Precinct 18,U. S. House,4,Republican,Monique DeSpain,218,
Coos, Precinct 01,U. S. House,4,,Write-In ,0,
Coos, Precinct 02,U. S. House,4,,Write-In ,1,
Coos, Precinct 03,U. S. House,4,,Write-In ,0,
Coos, Precinct 04,U. S. House,4,,Write-In ,0,
Coos, Precinct 05,U. S. House,4,,Write-In ,5,
Coos, Precinct 06,U. S. House,4,,Write-In ,2,
Coos, Precinct 07,U. S. House,4,,Write-In ,2,
Coos, Precinct 08,U. S. House,4,,Write-In ,5,
Coos, Precinct 09,U. S. House,4,,Write-In ,0,
Coos, Precinct 10,U. S. House,4,,Write-In ,3,
Coos, Precinct 11,U. S. House,4,,Write-In ,2,
Coos, Precinct 12,U. S. House,4,,Write-In ,1,
Coos, Precinct 13,U. S. House,4,,Write-In ,1,
Coos, Precinct 14,U. S. House,4,,Write-In ,2,
Coos, Precinct 15,U. S. House,4,,Write-In ,0,
Coos, Precinct 16,U. S. House,4,,Write-In ,0,
Coos, Precinct 17,U. S. House,4,,Write-In ,1,
Coos, Precinct 18,U. S. House,4,,Write-In ,2,
Coos, Precinct 01,U. S. House,4,,Total , 1450,
Coos, Precinct 02,U. S. House,4,,Total , 2759,
Coos, Precinct 03,U. S. House,4,,Total , 2877,
Coos, Precinct 04,U. S. House,4,,Total , 2076,
Coos, Precinct 05,U. S. House,4,,Total , 3317,
Coos, Precinct 06,U. S. House,4,,Total , 1960,
Coos, Precinct 07,U. S. House,4,,Total , 2263,
Coos, Precinct 08,U. S. House,4,,Total , 3259,
Coos, Precinct 09,U. S. House,4,,Total , 317,
Coos, Precinct 10,U. S. House,4,,Total , 2295,
Coos, Precinct 11,U. S. House,4,,Total , 1846,
Coos, Precinct 12,U. S. House,4,,Total , 2002,
Coos, Precinct 13,U. S. House,4,,Total , 1241,
Coos, Precinct 14,U. S. House,4,,Total , 1605,
Coos, Precinct 15,U. S. House,4,,Total , 461,
Coos, Precinct 16,U. S. House,4,,Total , 2000,
Coos, Precinct 17,U. S. House,4,,Total , 2481,
Coos, Precinct 18,U. S. House,4,,Total , 343,
Coos, Precinct 01,State Treasurer,,Working Families,Mary King,61,
Coos, Precinct 02,State Treasurer,,Working Families,Mary King,112,
Coos, Precinct 03,State Treasurer,,Working Families,Mary King,175,
Coos, Precinct 04,State Treasurer,,Working Families,Mary King,134,
Coos, Precinct 05,State Treasurer,,Working Families,Mary King,223,
Coos, Precinct 06,State Treasurer,,Working Families,Mary King,111,
Coos, Precinct 07,State Treasurer,,Working Families,Mary King,173,
Coos, Precinct 08,State Treasurer,,Working Families,Mary King,242,
Coos, Precinct 09,State Treasurer,,Working Families,Mary King,22,
Coos, Precinct 10,State Treasurer,,Working Families,Mary King,98,
Coos, Precinct 11,State Treasurer,,Working Families,Mary King,74,
Coos, Precinct 12,State Treasurer,,Working Families,Mary King,128,
Coos, Precinct 13,State Treasurer,,Working Families,Mary King,74,
Coos, Precinct 14,State Treasurer,,Working Families,Mary King,51,
Coos, Precinct 15,State Treasurer,,Working Families,Mary King,20,
Coos, Precinct 16,State Treasurer,,Working Families,Mary King,115,
Coos, Precinct 17,State Treasurer,,Working Families,Mary King,151,
Coos, Precinct 18,State Treasurer,,Working Families,Mary King,20,
Coos, Precinct 01,State Treasurer,,Republican,Brian J Boquist,960,
Coos, Precinct 02,State Treasurer,,Republican,Brian J Boquist,1697,
Coos, Precinct 03,State Treasurer,,Republican,Brian J Boquist,1594,
Coos, Precinct 04,State Treasurer,,Republican,Brian J Boquist,991,
Coos, Precinct 05,State Treasurer,,Republican,Brian J Boquist,1753,
Coos, Precinct 06,State Treasurer,,Republican,Brian J Boquist,952,
Coos, Precinct 07,State Treasurer,,Republican,Brian J Boquist,1134,
Coos, Precinct 08,State Treasurer,,Republican,Brian J Boquist,1933,
Coos, Precinct 09,State Treasurer,,Republican,Brian J Boquist,145,
Coos, Precinct 10,State Treasurer,,Republican,Brian J Boquist,1502,
Coos, Precinct 11,State Treasurer,,Republican,Brian J Boquist,1300,
Coos, Precinct 12,State Treasurer,,Republican,Brian J Boquist,1236,
Coos, Precinct 13,State Treasurer,,Republican,Brian J Boquist,838,
Coos, Precinct 14,State Treasurer,,Republican,Brian J Boquist,1233,
Coos, Precinct 15,State Treasurer,,Republican,Brian J Boquist,330,
Coos, Precinct 16,State Treasurer,,Republican,Brian J Boquist,926,
Coos, Precinct 17,State Treasurer,,Republican,Brian J Boquist,1441,
Coos, Precinct 18,State Treasurer,,Republican,Brian J Boquist,219,
Coos, Precinct 01,State Treasurer,,Democrat,Elizabeth Steiner,407,
Coos, Precinct 02,State Treasurer,,Democrat,Elizabeth Steiner,892,
Coos, Precinct 03,State Treasurer,,Democrat,Elizabeth Steiner,1059,
Coos, Precinct 04,State Treasurer,,Democrat,Elizabeth Steiner,909,
Coos, Precinct 05,State Treasurer,,Democrat,Elizabeth Steiner,1299,
Coos, Precinct 06,State Treasurer,,Democrat,Elizabeth Steiner,868,
Coos, Precinct 07,State Treasurer,,Democrat,Elizabeth Steiner,918,
Coos, Precinct 08,State Treasurer,,Democrat,Elizabeth Steiner,1021,
Coos, Precinct 09,State Treasurer,,Democrat,Elizabeth Steiner,143,
Coos, Precinct 10,State Treasurer,,Democrat,Elizabeth Steiner,650,
Coos, Precinct 11,State Treasurer,,Democrat,Elizabeth Steiner,451,
Coos, Precinct 12,State Treasurer,,Democrat,Elizabeth Steiner,599,
Coos, Precinct 13,State Treasurer,,Democrat,Elizabeth Steiner,314,
Coos, Precinct 14,State Treasurer,,Democrat,Elizabeth Steiner,289,
Coos, Precinct 15,State Treasurer,,Democrat,Elizabeth Steiner,110,
Coos, Precinct 16,State Treasurer,,Democrat,Elizabeth Steiner,925,
Coos, Precinct 17,State Treasurer,,Democrat,Elizabeth Steiner,856,
Coos, Precinct 18,State Treasurer,,Democrat,Elizabeth Steiner,99,
Coos, Precinct 01,State Treasurer,,,Write-In ,0,
Coos, Precinct 02,State Treasurer,,,Write-In ,2,
Coos, Precinct 03,State Treasurer,,,Write-In ,0,
Coos, Precinct 04,State Treasurer,,,Write-In ,1,
Coos, Precinct 05,State Treasurer,,,Write-In ,1,
Coos, Precinct 06,State Treasurer,,,Write-In ,1, 
Coos, Precinct 07,State Treasurer,,,Write-In ,1,
Coos, Precinct 08,State Treasurer,,,Write-In ,1,
Coos, Precinct 09,State Treasurer,,,Write-In ,0,
Coos, Precinct 10,State Treasurer,,,Write-In ,2,
Coos, Precinct 11,State Treasurer,,,Write-In ,1,
Coos, Precinct 12,State Treasurer,,,Write-In ,1,
Coos, Precinct 13,State Treasurer,,,Write-In ,2,
Coos, Precinct 14,State Treasurer,,,Write-In ,2,
Coos, Precinct 15,State Treasurer,,,Write-In ,0,
Coos, Precinct 16,State Treasurer,,,Write-In ,0,
Coos, Precinct 17,State Treasurer,,,Write-In ,1,
Coos, Precinct 18,State Treasurer,,,Write-In ,0,
Coos, Precinct 01,State Treasurer,,,Total , 1428,
Coos, Precinct 02,State Treasurer,,,Total , 2703,
Coos, Precinct 03,State Treasurer,,,Total , 2828,
Coos, Precinct 04,State Treasurer,,,Total , 2035,
Coos, Precinct 05,State Treasurer,,,Total , 3276,
Coos, Precinct 06,State Treasurer,,,Total , 1932,
