county,precinct,office,district,party,candidate,votes,Percent
Benton,PRECINCT 153,Secretary of State,,,Total,105,
Benton,PRECINCT 153,Secretary of State,,,Under Votes,2,1.87%
Benton,PRECINCT 153,Secretary of State,,,Over Votes,0,0.00%
Benton,PRECINCT 153,Secretary of State,,,Total Votes Cast,107,
Benton,PRECINCT 154,Secretary of State,,DEM,BILL BRADBURY,324,45.57%
Benton,PRECINCT 154,Secretary of State,,PG,LLOYD MARBET,32,4.50%
Benton,PRECINCT 154,Secretary of State,,REP,LYNN SNODGRASS,307,43.18%
Benton,PRECINCT 154,Secretary of State,,LIB,"E.J. (ED) POLE, II",10,1.41%
Benton,PRECINCT 154,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 154,Secretary of State,,,Total,673,
Benton,PRECINCT 154,Secretary of State,,,Under Votes,36,5.06%
Benton,PRECINCT 154,Secretary of State,,,Over Votes,2,0.28%
Benton,PRECINCT 154,Secretary of State,,,Total Votes Cast,711,
Benton,PRECINCT 155,Secretary of State,,DEM,BILL BRADBURY,363,41.25%
Benton,PRECINCT 155,Secretary of State,,PG,LLOYD MARBET,35,3.98%
Benton,PRECINCT 155,Secretary of State,,REP,LYNN SNODGRASS,427,48.52%
Benton,PRECINCT 155,Secretary of State,,LIB,"E.J. (ED) POLE, II",10,1.14%
Benton,PRECINCT 155,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 155,Secretary of State,,,Total,835,
Benton,PRECINCT 155,Secretary of State,,,Under Votes,45,5.11%
Benton,PRECINCT 155,Secretary of State,,,Over Votes,0,0.00%
Benton,PRECINCT 155,Secretary of State,,,Total Votes Cast,880,
Benton,PRECINCT 156,Secretary of State,,DEM,BILL BRADBURY,120,52.17%
Benton,PRECINCT 156,Secretary of State,,PG,LLOYD MARBET,18,7.83%
Benton,PRECINCT 156,Secretary of State,,REP,LYNN SNODGRASS,78,33.91%
Benton,PRECINCT 156,Secretary of State,,LIB,"E.J. (ED) POLE, II",5,2.17%
Benton,PRECINCT 156,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 156,Secretary of State,,,Total,221,
Benton,PRECINCT 156,Secretary of State,,,Under Votes,8,3.48%
Benton,PRECINCT 156,Secretary of State,,,Over Votes,1,0.43%
Benton,PRECINCT 156,Secretary of State,,,Total Votes Cast,230,
Benton,PRECINCT 157,Secretary of State,,DEM,BILL BRADBURY,79,49.69%
Benton,PRECINCT 157,Secretary of State,,PG,LLOYD MARBET,11,6.92%
Benton,PRECINCT 157,Secretary of State,,REP,LYNN SNODGRASS,56,35.22%
Benton,PRECINCT 157,Secretary of State,,LIB,"E.J. (ED) POLE, II",5,3.14%
Benton,PRECINCT 157,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 157,Secretary of State,,,Total,151,
Benton,PRECINCT 157,Secretary of State,,,Under Votes,6,3.77%
Benton,PRECINCT 157,Secretary of State,,,Over Votes,2,1.26%
Benton,PRECINCT 157,Secretary of State,,,Total Votes Cast,159,
Benton,PRECINCT 158,Secretary of State,,DEM,BILL BRADBURY,237,41.87%
Benton,PRECINCT 158,Secretary of State,,PG,LLOYD MARBET,33,5.83%
Benton,PRECINCT 158,Secretary of State,,REP,LYNN SNODGRASS,262,46.29%
Benton,PRECINCT 158,Secretary of State,,LIB,"E.J. (ED) POLE, II",14,2.47%
Benton,PRECINCT 158,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 158,Secretary of State,,,Total,546,
Benton,PRECINCT 158,Secretary of State,,,Under Votes,20,3.53%
Benton,PRECINCT 158,Secretary of State,,,Over Votes,0,0.00%
Benton,PRECINCT 158,Secretary of State,,,Total Votes Cast,566,
Benton,PRECINCT 159,Secretary of State,,DEM,BILL BRADBURY,67,54.92%
Benton,PRECINCT 159,Secretary of State,,PG,LLOYD MARBET,9,7.38%
Benton,PRECINCT 159,Secretary of State,,REP,LYNN SNODGRASS,37,30.33%
Benton,PRECINCT 159,Secretary of State,,LIB,"E.J. (ED) POLE, II",3,2.46%
Benton,PRECINCT 159,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 159,Secretary of State,,,Total,116,
Benton,PRECINCT 159,Secretary of State,,,Under Votes,6,4.92%
Benton,PRECINCT 159,Secretary of State,,,Over Votes,0,0.00%
Benton,PRECINCT 159,Secretary of State,,,Total Votes Cast,122,
Benton,PRECINCT 160,Secretary of State,,DEM,BILL BRADBURY,7,20.59%
Benton,PRECINCT 160,Secretary of State,,PG,LLOYD MARBET,1,2.94%
Benton,PRECINCT 160,Secretary of State,,REP,LYNN SNODGRASS,25,73.53%
Benton,PRECINCT 160,Secretary of State,,LIB,"E.J. (ED) POLE, II",0,0.00%
Benton,PRECINCT 160,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 160,Secretary of State,,,Total,33,
Benton,PRECINCT 160,Secretary of State,,,Under Votes,1,2.94%
Benton,PRECINCT 160,Secretary of State,,,Over Votes,0,0.00%
Benton,PRECINCT 160,Secretary of State,,,Total Votes Cast,34,
Benton,PRECINCT 161,Secretary of State,,DEM,BILL BRADBURY,359,39.41%
Benton,PRECINCT 161,Secretary of State,,PG,LLOYD MARBET,40,4.39%
Benton,PRECINCT 161,Secretary of State,,REP,LYNN SNODGRASS,458,50.27%
Benton,PRECINCT 161,Secretary of State,,LIB,"E.J. (ED) POLE, II",11,1.21%
Benton,PRECINCT 161,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 161,Secretary of State,,,Total,868,
Benton,PRECINCT 161,Secretary of State,,,Under Votes,41,4.50%
Benton,PRECINCT 161,Secretary of State,,,Over Votes,2,0.22%
Benton,PRECINCT 161,Secretary of State,,,Total Votes Cast,911,
Benton,PRECINCT 163,Secretary of State,,DEM,BILL BRADBURY,3,75.00%
Benton,PRECINCT 163,Secretary of State,,PG,LLOYD MARBET,0,0.00%
Benton,PRECINCT 163,Secretary of State,,REP,LYNN SNODGRASS,1,25.00%
Benton,PRECINCT 163,Secretary of State,,LIB,"E.J. (ED) POLE, II",0,0.00%
Benton,PRECINCT 163,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 163,Secretary of State,,,Total,4,
Benton,PRECINCT 163,Secretary of State,,,Under Votes,0,0.00%
Benton,PRECINCT 163,Secretary of State,,,Over Votes,0,0.00%
Benton,PRECINCT 163,Secretary of State,,,Total Votes Cast,4,
Benton,PRECINCT 164,Secretary of State,,DEM,BILL BRADBURY,298,42.63%
Benton,PRECINCT 164,Secretary of State,,PG,LLOYD MARBET,9,1.29%
Benton,PRECINCT 164,Secretary of State,,REP,LYNN SNODGRASS,353,50.50%
Benton,PRECINCT 164,Secretary of State,,LIB,"E.J. (ED) POLE, II",8,1.14%
Benton,PRECINCT 164,Secretary of State,,,Write-ins,1,0.14%
Benton,PRECINCT 164,Secretary of State,,,Total,669,
Benton,PRECINCT 164,Secretary of State,,,Under Votes,29,4.15%
Benton,PRECINCT 164,Secretary of State,,,Over Votes,1,0.14%
Benton,PRECINCT 164,Secretary of State,,,Total Votes Cast,699,
Benton,PRECINCT 165,Secretary of State,,DEM,BILL BRADBURY,404,38.77%
Benton,PRECINCT 165,Secretary of State,,PG,LLOYD MARBET,31,2.98%
Benton,PRECINCT 165,Secretary of State,,REP,LYNN SNODGRASS,549,52.69%
Benton,PRECINCT 165,Secretary of State,,LIB,"E.J. (ED) POLE, II",12,1.15%
Benton,PRECINCT 165,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 165,Secretary of State,,,Total,996,
Benton,PRECINCT 165,Secretary of State,,,Under Votes,44,4.22%
Benton,PRECINCT 165,Secretary of State,,,Over Votes,2,0.19%
Benton,PRECINCT 165,Secretary of State,,,Total Votes Cast,"1,042",
Benton,PRECINCT 166,Secretary of State,,DEM,BILL BRADBURY,526,41.32%
Benton,PRECINCT 166,Secretary of State,,PG,LLOYD MARBET,29,2.28%
Benton,PRECINCT 166,Secretary of State,,REP,LYNN SNODGRASS,645,50.67%
Benton,PRECINCT 166,Secretary of State,,LIB,"E.J. (ED) POLE, II",10,0.79%
Benton,PRECINCT 166,Secretary of State,,,Write-ins,1,0.08%
Benton,PRECINCT 166,Secretary of State,,,Total,"1,211",
Benton,PRECINCT 166,Secretary of State,,,Under Votes,62,4.87%
Benton,PRECINCT 166,Secretary of State,,,Over Votes,0,0.00%
Benton,PRECINCT 166,Secretary of State,,,Total Votes Cast,"1,273",
Benton,PRECINCT 167,Secretary of State,,DEM,BILL BRADBURY,150,48.70%
Benton,PRECINCT 167,Secretary of State,,PG,LLOYD MARBET,12,3.90%
Benton,PRECINCT 167,Secretary of State,,REP,LYNN SNODGRASS,127,41.23%
Benton,PRECINCT 167,Secretary of State,,LIB,"E.J. (ED) POLE, II",6,1.95%
Benton,PRECINCT 167,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 167,Secretary of State,,,Total,295,
Benton,PRECINCT 167,Secretary of State,,,Under Votes,12,3.90%
Benton,PRECINCT 167,Secretary of State,,,Over Votes,1,0.32%
Benton,PRECINCT 167,Secretary of State,,,Total Votes Cast,308,
Benton,PRECINCT 168,Secretary of State,,DEM,BILL BRADBURY,294,51.40%
Benton,PRECINCT 168,Secretary of State,,PG,LLOYD MARBET,9,1.57%
Benton,PRECINCT 168,Secretary of State,,REP,LYNN SNODGRASS,240,41.96%
Benton,PRECINCT 168,Secretary of State,,LIB,"E.J. (ED) POLE, II",8,1.40%
Benton,PRECINCT 168,Secretary of State,,,Write-ins,1,0.17%
Benton,PRECINCT 168,Secretary of State,,,Total,552,
Benton,PRECINCT 168,Secretary of State,,,Under Votes,20,3.50%
Benton,PRECINCT 168,Secretary of State,,,Over Votes,0,0.00%
Benton,PRECINCT 168,Secretary of State,,,Total Votes Cast,572,
Benton,PRECINCT 169,Secretary of State,,DEM,BILL BRADBURY,38,44.71%
Benton,PRECINCT 169,Secretary of State,,PG,LLOYD MARBET,3,3.53%
Benton,PRECINCT 169,Secretary of State,,REP,LYNN SNODGRASS,38,44.71%
Benton,PRECINCT 169,Secretary of State,,LIB,"E.J. (ED) POLE, II",1,1.18%
Benton,PRECINCT 169,Secretary of State,,,Write-ins,0,0.00%
Benton,PRECINCT 169,Secretary of State,,,Total,80,
Benton,PRECINCT 169,Secretary of State,,,Under Votes,5,5.88%
Benton,PRECINCT 169,Secretary of State,,,Over Votes,0,0.00%
Benton,PRECINCT 169,Secretary of State,,,Total Votes Cast,85,
Benton,PRECINCT 082,State Treasurer,,REF,LEONARD ZACK,12,3.08%
Benton,PRECINCT 082,State Treasurer,,DEM,RANDALL EDWARDS,203,52.19%
Benton,PRECINCT 082,State Treasurer,,CON,CARLOS F. LUCERO,5,1.29%
Benton,PRECINCT 082,State Treasurer,,REP,JON KVISTAD,125,32.13%
Benton,PRECINCT 082,State Treasurer,,LIB,MITCHELL T. SHULTS,16,4.11%
Benton,PRECINCT 082,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 082,State Treasurer,,,Total,361,
Benton,PRECINCT 082,State Treasurer,,,Under Votes,27,6.94%
Benton,PRECINCT 082,State Treasurer,,,Over Votes,1,0.26%
Benton,PRECINCT 082,State Treasurer,,,Total Votes Cast,389,
Benton,PRECINCT 083,State Treasurer,,REF,LEONARD ZACK,13,3.64%
Benton,PRECINCT 083,State Treasurer,,DEM,RANDALL EDWARDS,174,48.74%
Benton,PRECINCT 083,State Treasurer,,CON,CARLOS F. LUCERO,2,0.56%
Benton,PRECINCT 083,State Treasurer,,REP,JON KVISTAD,94,26.33%
Benton,PRECINCT 083,State Treasurer,,LIB,MITCHELL T. SHULTS,13,3.64%
Benton,PRECINCT 083,State Treasurer,,,Write-ins,1,0.28%
Benton,PRECINCT 083,State Treasurer,,,Total,297,
Benton,PRECINCT 083,State Treasurer,,,Under Votes,59,16.53%
Benton,PRECINCT 083,State Treasurer,,,Over Votes,1,0.28%
Benton,PRECINCT 083,State Treasurer,,,Total Votes Cast,357,
Benton,PRECINCT 084,State Treasurer,,REF,LEONARD ZACK,13,2.10%
Benton,PRECINCT 084,State Treasurer,,DEM,RANDALL EDWARDS,309,49.84%
Benton,PRECINCT 084,State Treasurer,,CON,CARLOS F. LUCERO,9,1.45%
Benton,PRECINCT 084,State Treasurer,,REP,JON KVISTAD,220,35.48%
Benton,PRECINCT 084,State Treasurer,,LIB,MITCHELL T. SHULTS,17,2.74%
Benton,PRECINCT 084,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 084,State Treasurer,,,Total,568,
Benton,PRECINCT 084,State Treasurer,,,Under Votes,51,8.23%
Benton,PRECINCT 084,State Treasurer,,,Over Votes,1,0.16%
Benton,PRECINCT 084,State Treasurer,,,Total Votes Cast,620,
Benton,PRECINCT 085,State Treasurer,,REF,LEONARD ZACK,5,2.43%
Benton,PRECINCT 085,State Treasurer,,DEM,RANDALL EDWARDS,97,47.09%
Benton,PRECINCT 085,State Treasurer,,CON,CARLOS F. LUCERO,2,0.97%
Benton,PRECINCT 085,State Treasurer,,REP,JON KVISTAD,80,38.83%
Benton,PRECINCT 085,State Treasurer,,LIB,MITCHELL T. SHULTS,8,3.88%
Benton,PRECINCT 085,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 085,State Treasurer,,,Total,192,
Benton,PRECINCT 085,State Treasurer,,,Under Votes,14,6.80%
Benton,PRECINCT 085,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 085,State Treasurer,,,Total Votes Cast,206,
Benton,PRECINCT 086,State Treasurer,,REF,LEONARD ZACK,3,0.85%
Benton,PRECINCT 086,State Treasurer,,DEM,RANDALL EDWARDS,223,62.82%
Benton,PRECINCT 086,State Treasurer,,CON,CARLOS F. LUCERO,0,0.00%
Benton,PRECINCT 086,State Treasurer,,REP,JON KVISTAD,99,27.89%
Benton,PRECINCT 086,State Treasurer,,LIB,MITCHELL T. SHULTS,9,2.54%
Benton,PRECINCT 086,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 086,State Treasurer,,,Total,334,
Benton,PRECINCT 086,State Treasurer,,,Under Votes,20,5.63%
Benton,PRECINCT 086,State Treasurer,,,Over Votes,1,0.28%
Benton,PRECINCT 086,State Treasurer,,,Total Votes Cast,355,
Benton,PRECINCT 087,State Treasurer,,REF,LEONARD ZACK,1,0.17%
Benton,PRECINCT 087,State Treasurer,,DEM,RANDALL EDWARDS,325,56.03%
Benton,PRECINCT 087,State Treasurer,,CON,CARLOS F. LUCERO,0,0.00%
Benton,PRECINCT 087,State Treasurer,,REP,JON KVISTAD,217,37.41%
Benton,PRECINCT 087,State Treasurer,,LIB,MITCHELL T. SHULTS,6,1.03%
Benton,PRECINCT 087,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 087,State Treasurer,,,Total,549,
Benton,PRECINCT 087,State Treasurer,,,Under Votes,30,5.17%
Benton,PRECINCT 087,State Treasurer,,,Over Votes,1,0.17%
Benton,PRECINCT 087,State Treasurer,,,Total Votes Cast,580,
Benton,PRECINCT 088,State Treasurer,,REF,LEONARD ZACK,13,1.65%
Benton,PRECINCT 088,State Treasurer,,DEM,RANDALL EDWARDS,403,51.14%
Benton,PRECINCT 088,State Treasurer,,CON,CARLOS F. LUCERO,5,0.63%
Benton,PRECINCT 088,State Treasurer,,REP,JON KVISTAD,281,35.66%
Benton,PRECINCT 088,State Treasurer,,LIB,MITCHELL T. SHULTS,14,1.78%
Benton,PRECINCT 088,State Treasurer,,,Write-ins,1,0.13%
Benton,PRECINCT 088,State Treasurer,,,Total,717,
Benton,PRECINCT 088,State Treasurer,,,Under Votes,70,8.88%
Benton,PRECINCT 088,State Treasurer,,,Over Votes,1,0.13%
Benton,PRECINCT 088,State Treasurer,,,Total Votes Cast,788,
Benton,PRECINCT 089,State Treasurer,,REF,LEONARD ZACK,2,0.72%
Benton,PRECINCT 089,State Treasurer,,DEM,RANDALL EDWARDS,159,57.19%
Benton,PRECINCT 089,State Treasurer,,CON,CARLOS F. LUCERO,6,2.16%
Benton,PRECINCT 089,State Treasurer,,REP,JON KVISTAD,88,31.65%
Benton,PRECINCT 089,State Treasurer,,LIB,MITCHELL T. SHULTS,5,1.80%
Benton,PRECINCT 089,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 089,State Treasurer,,,Total,260,
Benton,PRECINCT 089,State Treasurer,,,Under Votes,16,5.76%
Benton,PRECINCT 089,State Treasurer,,,Over Votes,2,0.72%
Benton,PRECINCT 089,State Treasurer,,,Total Votes Cast,278,
Benton,PRECINCT 091,State Treasurer,,REF,LEONARD ZACK,0,0.00%
Benton,PRECINCT 091,State Treasurer,,DEM,RANDALL EDWARDS,12,32.43%
Benton,PRECINCT 091,State Treasurer,,CON,CARLOS F. LUCERO,1,2.70%
Benton,PRECINCT 091,State Treasurer,,REP,JON KVISTAD,13,35.14%
Benton,PRECINCT 091,State Treasurer,,LIB,MITCHELL T. SHULTS,1,2.70%
Benton,PRECINCT 091,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 091,State Treasurer,,,Total,27,
Benton,PRECINCT 091,State Treasurer,,,Under Votes,10,27.03%
Benton,PRECINCT 091,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 091,State Treasurer,,,Total Votes Cast,37,
Benton,PRECINCT 092,State Treasurer,,REF,LEONARD ZACK,14,1.16%
Benton,PRECINCT 092,State Treasurer,,DEM,RANDALL EDWARDS,602,49.83%
Benton,PRECINCT 092,State Treasurer,,CON,CARLOS F. LUCERO,11,0.91%
Benton,PRECINCT 092,State Treasurer,,REP,JON KVISTAD,451,37.33%
Benton,PRECINCT 092,State Treasurer,,LIB,MITCHELL T. SHULTS,24,1.99%
Benton,PRECINCT 092,State Treasurer,,,Write-ins,2,0.17%
Benton,PRECINCT 092,State Treasurer,,,Total,"1,104",
Benton,PRECINCT 092,State Treasurer,,,Under Votes,103,8.53%
Benton,PRECINCT 092,State Treasurer,,,Over Votes,1,0.08%
Benton,PRECINCT 092,State Treasurer,,,Total Votes Cast,"1,208",
Benton,PRECINCT 093,State Treasurer,,REF,LEONARD ZACK,3,0.81%
Benton,PRECINCT 093,State Treasurer,,DEM,RANDALL EDWARDS,176,47.57%
Benton,PRECINCT 093,State Treasurer,,CON,CARLOS F. LUCERO,1,0.27%
Benton,PRECINCT 093,State Treasurer,,REP,JON KVISTAD,137,37.03%
Benton,PRECINCT 093,State Treasurer,,LIB,MITCHELL T. SHULTS,11,2.97%
Benton,PRECINCT 093,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 093,State Treasurer,,,Total,328,
Benton,PRECINCT 093,State Treasurer,,,Under Votes,41,11.08%
Benton,PRECINCT 093,State Treasurer,,,Over Votes,1,0.27%
Benton,PRECINCT 093,State Treasurer,,,Total Votes Cast,370,
Benton,PRECINCT 094,State Treasurer,,REF,LEONARD ZACK,15,1.52%
Benton,PRECINCT 094,State Treasurer,,DEM,RANDALL EDWARDS,507,51.37%
Benton,PRECINCT 094,State Treasurer,,CON,CARLOS F. LUCERO,4,0.41%
Benton,PRECINCT 094,State Treasurer,,REP,JON KVISTAD,352,35.66%
Benton,PRECINCT 094,State Treasurer,,LIB,MITCHELL T. SHULTS,17,1.72%
Benton,PRECINCT 094,State Treasurer,,,Write-ins,2,0.20%
Benton,PRECINCT 094,State Treasurer,,,Total,897,
Benton,PRECINCT 094,State Treasurer,,,Under Votes,90,9.12%
Benton,PRECINCT 094,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 094,State Treasurer,,,Total Votes Cast,987,
Benton,PRECINCT 095,State Treasurer,,REF,LEONARD ZACK,0,0.00%
Benton,PRECINCT 095,State Treasurer,,DEM,RANDALL EDWARDS,5,71.43%
Benton,PRECINCT 095,State Treasurer,,CON,CARLOS F. LUCERO,0,0.00%
Benton,PRECINCT 095,State Treasurer,,REP,JON KVISTAD,0,0.00%
Benton,PRECINCT 095,State Treasurer,,LIB,MITCHELL T. SHULTS,0,0.00%
Benton,PRECINCT 095,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 095,State Treasurer,,,Total,5,
Benton,PRECINCT 095,State Treasurer,,,Under Votes,2,28.57%
Benton,PRECINCT 095,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 095,State Treasurer,,,Total Votes Cast,7,
Benton,PRECINCT 096,State Treasurer,,REF,LEONARD ZACK,3,0.49%
Benton,PRECINCT 096,State Treasurer,,DEM,RANDALL EDWARDS,342,55.61%
Benton,PRECINCT 096,State Treasurer,,CON,CARLOS F. LUCERO,3,0.49%
Benton,PRECINCT 096,State Treasurer,,REP,JON KVISTAD,191,31.06%
Benton,PRECINCT 096,State Treasurer,,LIB,MITCHELL T. SHULTS,12,1.95%
Benton,PRECINCT 096,State Treasurer,,,Write-ins,1,0.16%
Benton,PRECINCT 096,State Treasurer,,,Total,552,
Benton,PRECINCT 096,State Treasurer,,,Under Votes,61,9.92%
Benton,PRECINCT 096,State Treasurer,,,Over Votes,2,0.33%
Benton,PRECINCT 096,State Treasurer,,,Total Votes Cast,615,
Benton,PRECINCT 097,State Treasurer,,REF,LEONARD ZACK,11,1.64%
Benton,PRECINCT 097,State Treasurer,,DEM,RANDALL EDWARDS,342,50.97%
Benton,PRECINCT 097,State Treasurer,,CON,CARLOS F. LUCERO,3,0.45%
Benton,PRECINCT 097,State Treasurer,,REP,JON KVISTAD,261,38.90%
Benton,PRECINCT 097,State Treasurer,,LIB,MITCHELL T. SHULTS,6,0.89%
Benton,PRECINCT 097,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 097,State Treasurer,,,Total,623,
Benton,PRECINCT 097,State Treasurer,,,Under Votes,48,7.15%
Benton,PRECINCT 097,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 097,State Treasurer,,,Total Votes Cast,671,
Benton,PRECINCT 098,State Treasurer,,REF,LEONARD ZACK,1,0.28%
Benton,PRECINCT 098,State Treasurer,,DEM,RANDALL EDWARDS,207,57.18%
Benton,PRECINCT 098,State Treasurer,,CON,CARLOS F. LUCERO,3,0.83%
Benton,PRECINCT 098,State Treasurer,,REP,JON KVISTAD,115,31.77%
Benton,PRECINCT 098,State Treasurer,,LIB,MITCHELL T. SHULTS,13,3.59%
Benton,PRECINCT 098,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 098,State Treasurer,,,Total,339,
Benton,PRECINCT 098,State Treasurer,,,Under Votes,23,6.35%
Benton,PRECINCT 098,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 098,State Treasurer,,,Total Votes Cast,362,
Benton,PRECINCT 099,State Treasurer,,REF,LEONARD ZACK,18,3.54%
Benton,PRECINCT 099,State Treasurer,,DEM,RANDALL EDWARDS,267,52.46%
Benton,PRECINCT 099,State Treasurer,,CON,CARLOS F. LUCERO,3,0.59%
Benton,PRECINCT 099,State Treasurer,,REP,JON KVISTAD,164,32.22%
Benton,PRECINCT 099,State Treasurer,,LIB,MITCHELL T. SHULTS,16,3.14%
Benton,PRECINCT 099,State Treasurer,,,Write-ins,1,0.20%
Benton,PRECINCT 099,State Treasurer,,,Total,469,
Benton,PRECINCT 099,State Treasurer,,,Under Votes,40,7.86%
Benton,PRECINCT 099,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 099,State Treasurer,,,Total Votes Cast,509,
Benton,PRECINCT 100,State Treasurer,,REF,LEONARD ZACK,27,3.85%
Benton,PRECINCT 100,State Treasurer,,DEM,RANDALL EDWARDS,373,53.21%
Benton,PRECINCT 100,State Treasurer,,CON,CARLOS F. LUCERO,9,1.28%
Benton,PRECINCT 100,State Treasurer,,REP,JON KVISTAD,176,25.11%
Benton,PRECINCT 100,State Treasurer,,LIB,MITCHELL T. SHULTS,40,5.71%
Benton,PRECINCT 100,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 100,State Treasurer,,,Total,625,
Benton,PRECINCT 100,State Treasurer,,,Under Votes,74,10.56%
Benton,PRECINCT 100,State Treasurer,,,Over Votes,2,0.29%
Benton,PRECINCT 100,State Treasurer,,,Total Votes Cast,701,
Benton,PRECINCT 101,State Treasurer,,REF,LEONARD ZACK,21,3.03%
Benton,PRECINCT 101,State Treasurer,,DEM,RANDALL EDWARDS,348,50.29%
Benton,PRECINCT 101,State Treasurer,,CON,CARLOS F. LUCERO,13,1.88%
Benton,PRECINCT 101,State Treasurer,,REP,JON KVISTAD,217,31.36%
Benton,PRECINCT 101,State Treasurer,,LIB,MITCHELL T. SHULTS,34,4.91%
Benton,PRECINCT 101,State Treasurer,,,Write-ins,1,0.14%
Benton,PRECINCT 101,State Treasurer,,,Total,634,
Benton,PRECINCT 101,State Treasurer,,,Under Votes,58,8.38%
Benton,PRECINCT 101,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 101,State Treasurer,,,Total Votes Cast,692,
Benton,PRECINCT 102,State Treasurer,,REF,LEONARD ZACK,0,0.00%
Benton,PRECINCT 102,State Treasurer,,DEM,RANDALL EDWARDS,26,76.47%
Benton,PRECINCT 102,State Treasurer,,CON,CARLOS F. LUCERO,0,0.00%
Benton,PRECINCT 102,State Treasurer,,REP,JON KVISTAD,5,14.71%
Benton,PRECINCT 102,State Treasurer,,LIB,MITCHELL T. SHULTS,1,2.94%
Benton,PRECINCT 102,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 102,State Treasurer,,,Total,32,
Benton,PRECINCT 102,State Treasurer,,,Under Votes,2,5.88%
Benton,PRECINCT 102,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 102,State Treasurer,,,Total Votes Cast,34,
Benton,PRECINCT 103,State Treasurer,,REF,LEONARD ZACK,1,0.92%
Benton,PRECINCT 103,State Treasurer,,DEM,RANDALL EDWARDS,40,36.70%
Benton,PRECINCT 103,State Treasurer,,CON,CARLOS F. LUCERO,1,0.92%
Benton,PRECINCT 103,State Treasurer,,REP,JON KVISTAD,36,33.03%
Benton,PRECINCT 103,State Treasurer,,LIB,MITCHELL T. SHULTS,2,1.83%
Benton,PRECINCT 103,State Treasurer,,,Write-ins,0,0.00%
Benton,PRECINCT 103,State Treasurer,,,Total,80,
Benton,PRECINCT 103,State Treasurer,,,Under Votes,29,26.61%
Benton,PRECINCT 103,State Treasurer,,,Over Votes,0,0.00%
Benton,PRECINCT 103,State Treasurer,,,Total Votes Cast,109,
Benton,PRECINCT 104,State Treasurer,,REF,LEONARD ZACK,7,3.29%
Benton,PRECINCT 104,State Treasurer,,DEM,RANDALL EDWARDS,121,56.81%
Benton,PRECINCT 104,State Treasurer,,CON,CARLOS F. LUCERO,4,1.88%
Benton,PRECINCT 104,State Treasurer,,REP,JON KVISTAD,31,14.55%
Benton,PRECINCT 104,State Treasurer,,LIB,MITCHELL T. SHULTS,11,5.16%
Benton,PRECINCT 104,State Treasurer,,,Write-ins,2,0.94%
Benton,PRECINCT 104,State Treasurer,,,Total,176,
Benton,PRECINCT 104,State Treasurer,,,Under Votes,35,16.43%
Benton,PRECINCT 104,State Treasurer,,,Over Votes,2,0.94%
Benton,PRECINCT 104,State Treasurer,,,Total Votes Cast,213,
Benton,PRECINCT 105,State Treasurer,,REF,LEONARD ZACK,11,2.51%
Benton,PRECINCT 105,State Treasurer,,DEM,RANDALL EDWARDS,233,53.20%
Benton,PRECINCT 105,State Treasurer,,CON,CARLOS F. LUCERO,17,3.88%
Benton,PRECINCT 105,State Treasurer,,REP,JON KVISTAD,99,22.60%
Benton,PRECINCT 105,State Treasurer,,LIB,MITCHELL T. SHULTS,28,6.39%
Benton,PRECINCT 105,State Treasurer,,,Write-ins,1,0.23%
Benton,PRECINCT 105,State Treasurer,,,Total,389,
Benton,PRECINCT 105,State Treasurer,,,Under Votes,47,10.73%
