county,precinct,office,party,district,candidate,votes
Benton,Precinct 149,Secretary of State,D,,Over Votes,0
Benton,Precinct 150,Secretary of State,D,,Bill Bradbury,15
Benton,Precinct 150,Secretary of State,D,,Write-in,0
Benton,Precinct 150,Secretary of State,D,,Under Votes,5
Benton,Precinct 150,Secretary of State,D,,Over Votes,0
Benton,Precinct 151,Secretary of State,D,,Bill Bradbury,82
Benton,Precinct 151,Secretary of State,D,,Write-in,3
Benton,Precinct 151,Secretary of State,D,,Under Votes,32
Benton,Precinct 151,Secretary of State,D,,Over Votes,0
Benton,Precinct 152,Secretary of State,D,,Bill Bradbury,125
Benton,Precinct 152,Secretary of State,D,,Write-in,0
Benton,Precinct 152,Secretary of State,D,,Under Votes,40
Benton,Precinct 152,Secretary of State,D,,Over Votes,0
Benton,Precinct 153,Secretary of State,D,,Bill Bradbury,18
Benton,Precinct 153,Secretary of State,D,,Write-in,1
Benton,Precinct 153,Secretary of State,D,,Under Votes,6
Benton,Precinct 153,Secretary of State,D,,Over Votes,0
Benton,Precinct 154,Secretary of State,D,,Bill Bradbury,138
Benton,Precinct 154,Secretary of State,D,,Write-in,3
Benton,Precinct 154,Secretary of State,D,,Under Votes,41
Benton,Precinct 154,Secretary of State,D,,Over Votes,0
Benton,Precinct 155,Secretary of State,D,,Bill Bradbury,174
Benton,Precinct 155,Secretary of State,D,,Write-in,2
Benton,Precinct 155,Secretary of State,D,,Under Votes,45
Benton,Precinct 155,Secretary of State,D,,Over Votes,0
Benton,Precinct 156,Secretary of State,D,,Bill Bradbury,58
Benton,Precinct 156,Secretary of State,D,,Write-in,0
Benton,Precinct 156,Secretary of State,D,,Under Votes,22
Benton,Precinct 156,Secretary of State,D,,Over Votes,0
Benton,Precinct 157,Secretary of State,D,,Bill Bradbury,27
Benton,Precinct 157,Secretary of State,D,,Write-in,0
Benton,Precinct 157,Secretary of State,D,,Under Votes,11
Benton,Precinct 157,Secretary of State,D,,Over Votes,0
Benton,Precinct 158,Secretary of State,D,,Bill Bradbury,99
Benton,Precinct 158,Secretary of State,D,,Write-in,1
Benton,Precinct 158,Secretary of State,D,,Under Votes,32
Benton,Precinct 158,Secretary of State,D,,Over Votes,1
Benton,Precinct 159,Secretary of State,D,,Bill Bradbury,33
Benton,Precinct 159,Secretary of State,D,,Write-in,0
Benton,Precinct 159,Secretary of State,D,,Under Votes,11
Benton,Precinct 159,Secretary of State,D,,Over Votes,0
Benton,Precinct 160,Secretary of State,D,,Bill Bradbury,6
Benton,Precinct 160,Secretary of State,D,,Write-in,0
Benton,Precinct 160,Secretary of State,D,,Under Votes,1
Benton,Precinct 160,Secretary of State,D,,Over Votes,0
Benton,Precinct 161,Secretary of State,D,,Bill Bradbury,155
Benton,Precinct 161,Secretary of State,D,,Write-in,1
Benton,Precinct 161,Secretary of State,D,,Under Votes,47
Benton,Precinct 161,Secretary of State,D,,Over Votes,0
Benton,Precinct 163,Secretary of State,D,,Bill Bradbury,3
Benton,Precinct 163,Secretary of State,D,,Write-in,0
Benton,Precinct 163,Secretary of State,D,,Under Votes,0
Benton,Precinct 163,Secretary of State,D,,Over Votes,0
Benton,Precinct 164,Secretary of State,D,,Bill Bradbury,112
Benton,Precinct 164,Secretary of State,D,,Write-in,2
Benton,Precinct 164,Secretary of State,D,,Under Votes,17
Benton,Precinct 164,Secretary of State,D,,Over Votes,0
Benton,Precinct 165,Secretary of State,D,,Bill Bradbury,135
Benton,Precinct 165,Secretary of State,D,,Write-in,0
Benton,Precinct 165,Secretary of State,D,,Under Votes,39
Benton,Precinct 165,Secretary of State,D,,Over Votes,0
Benton,Precinct 166,Secretary of State,D,,Bill Bradbury,189
Benton,Precinct 166,Secretary of State,D,,Write-in,3
Benton,Precinct 166,Secretary of State,D,,Under Votes,66
Benton,Precinct 166,Secretary of State,D,,Over Votes,0
Benton,Precinct 167,Secretary of State,D,,Bill Bradbury,66
Benton,Precinct 167,Secretary of State,D,,Write-in,0
Benton,Precinct 167,Secretary of State,D,,Under Votes,22
Benton,Precinct 167,Secretary of State,D,,Over Votes,0
Benton,Precinct 168,Secretary of State,D,,Bill Bradbury,110
Benton,Precinct 168,Secretary of State,D,,Write-in,2
Benton,Precinct 168,Secretary of State,D,,Under Votes,27
Benton,Precinct 168,Secretary of State,D,,Over Votes,0
Benton,Precinct 169,Secretary of State,D,,Bill Bradbury,17
Benton,Precinct 169,Secretary of State,D,,Write-in,0
Benton,Precinct 169,Secretary of State,D,,Under Votes,9
Benton,Precinct 169,Secretary of State,D,,Over Votes,0
Benton,Precinct 082,State Treasurer,D,,Randall Edwards,38
Benton,Precinct 082,State Treasurer,D,,Gary Bruebaker,31
Benton,Precinct 082,State Treasurer,D,,Write-in,0
Benton,Precinct 082,State Treasurer,D,,Under Votes,41
Benton,Precinct 082,State Treasurer,D,,Over Votes,1
Benton,Precinct 083,State Treasurer,D,,Randall Edwards,14
Benton,Precinct 083,State Treasurer,D,,Gary Bruebaker,16
Benton,Precinct 083,State Treasurer,D,,Write-in,0
Benton,Precinct 083,State Treasurer,D,,Under Votes,19
Benton,Precinct 083,State Treasurer,D,,Over Votes,0
Benton,Precinct 084,State Treasurer,D,,Randall Edwards,56
Benton,Precinct 084,State Treasurer,D,,Gary Bruebaker,50
Benton,Precinct 084,State Treasurer,D,,Write-in,0
Benton,Precinct 084,State Treasurer,D,,Under Votes,28
Benton,Precinct 084,State Treasurer,D,,Over Votes,0
Benton,Precinct 085,State Treasurer,D,,Randall Edwards,14
Benton,Precinct 085,State Treasurer,D,,Gary Bruebaker,15
Benton,Precinct 085,State Treasurer,D,,Write-in,0
Benton,Precinct 085,State Treasurer,D,,Under Votes,9
Benton,Precinct 085,State Treasurer,D,,Over Votes,0
Benton,Precinct 086,State Treasurer,D,,Randall Edwards,48
Benton,Precinct 086,State Treasurer,D,,Gary Bruebaker,40
Benton,Precinct 086,State Treasurer,D,,Write-in,0
Benton,Precinct 086,State Treasurer,D,,Under Votes,37
Benton,Precinct 086,State Treasurer,D,,Over Votes,0
Benton,Precinct 087,State Treasurer,D,,Randall Edwards,69
Benton,Precinct 087,State Treasurer,D,,Gary Bruebaker,70
Benton,Precinct 087,State Treasurer,D,,Write-in,1
Benton,Precinct 087,State Treasurer,D,,Under Votes,56
Benton,Precinct 087,State Treasurer,D,,Over Votes,1
Benton,Precinct 088,State Treasurer,D,,Randall Edwards,62
Benton,Precinct 088,State Treasurer,D,,Gary Bruebaker,48
Benton,Precinct 088,State Treasurer,D,,Write-in,3
Benton,Precinct 088,State Treasurer,D,,Under Votes,35
Benton,Precinct 088,State Treasurer,D,,Over Votes,0
Benton,Precinct 089,State Treasurer,D,,Randall Edwards,38
Benton,Precinct 089,State Treasurer,D,,Gary Bruebaker,34
Benton,Precinct 089,State Treasurer,D,,Write-in,0
Benton,Precinct 089,State Treasurer,D,,Under Votes,30
Benton,Precinct 089,State Treasurer,D,,Over Votes,0
Benton,Precinct 091,State Treasurer,D,,Randall Edwards,2
Benton,Precinct 091,State Treasurer,D,,Gary Bruebaker,1
Benton,Precinct 091,State Treasurer,D,,Write-in,0
Benton,Precinct 091,State Treasurer,D,,Under Votes,4
Benton,Precinct 091,State Treasurer,D,,Over Votes,0
Benton,Precinct 092,State Treasurer,D,,Randall Edwards,101
Benton,Precinct 092,State Treasurer,D,,Gary Bruebaker,89
Benton,Precinct 092,State Treasurer,D,,Write-in,2
Benton,Precinct 092,State Treasurer,D,,Under Votes,95
Benton,Precinct 092,State Treasurer,D,,Over Votes,0
Benton,Precinct 093,State Treasurer,D,,Randall Edwards,21
Benton,Precinct 093,State Treasurer,D,,Gary Bruebaker,23
Benton,Precinct 093,State Treasurer,D,,Write-in,0
Benton,Precinct 093,State Treasurer,D,,Under Votes,20
Benton,Precinct 093,State Treasurer,D,,Over Votes,1
Benton,Precinct 094,State Treasurer,D,,Randall Edwards,109
Benton,Precinct 094,State Treasurer,D,,Gary Bruebaker,98
Benton,Precinct 094,State Treasurer,D,,Write-in,0
Benton,Precinct 094,State Treasurer,D,,Under Votes,93
Benton,Precinct 094,State Treasurer,D,,Over Votes,2
Benton,Precinct 095,State Treasurer,D,,Randall Edwards,0
Benton,Precinct 095,State Treasurer,D,,Gary Bruebaker,0
Benton,Precinct 095,State Treasurer,D,,Write-in,0
Benton,Precinct 095,State Treasurer,D,,Under Votes,0
Benton,Precinct 095,State Treasurer,D,,Over Votes,0
Benton,Precinct 096,State Treasurer,D,,Randall Edwards,57
Benton,Precinct 096,State Treasurer,D,,Gary Bruebaker,49
Benton,Precinct 096,State Treasurer,D,,Write-in,2
Benton,Precinct 096,State Treasurer,D,,Under Votes,70
Benton,Precinct 096,State Treasurer,D,,Over Votes,0
Benton,Precinct 097,State Treasurer,D,,Randall Edwards,67
Benton,Precinct 097,State Treasurer,D,,Gary Bruebaker,62
Benton,Precinct 097,State Treasurer,D,,Write-in,0
Benton,Precinct 097,State Treasurer,D,,Under Votes,61
Benton,Precinct 097,State Treasurer,D,,Over Votes,1
Benton,Precinct 098,State Treasurer,D,,Randall Edwards,47
Benton,Precinct 098,State Treasurer,D,,Gary Bruebaker,23
Benton,Precinct 098,State Treasurer,D,,Write-in,0
Benton,Precinct 098,State Treasurer,D,,Under Votes,28
Benton,Precinct 098,State Treasurer,D,,Over Votes,0
Benton,Precinct 099,State Treasurer,D,,Randall Edwards,48
Benton,Precinct 099,State Treasurer,D,,Gary Bruebaker,47
Benton,Precinct 099,State Treasurer,D,,Write-in,0
Benton,Precinct 099,State Treasurer,D,,Under Votes,38
Benton,Precinct 099,State Treasurer,D,,Over Votes,1
Benton,Precinct 100,State Treasurer,D,,Randall Edwards,45
Benton,Precinct 100,State Treasurer,D,,Gary Bruebaker,45
Benton,Precinct 100,State Treasurer,D,,Write-in,2
Benton,Precinct 100,State Treasurer,D,,Under Votes,48
Benton,Precinct 100,State Treasurer,D,,Over Votes,0
Benton,Precinct 101,State Treasurer,D,,Randall Edwards,63
Benton,Precinct 101,State Treasurer,D,,Gary Bruebaker,62
Benton,Precinct 101,State Treasurer,D,,Write-in,1
Benton,Precinct 101,State Treasurer,D,,Under Votes,48
Benton,Precinct 101,State Treasurer,D,,Over Votes,0
Benton,Precinct 102,State Treasurer,D,,Randall Edwards,0
Benton,Precinct 102,State Treasurer,D,,Gary Bruebaker,0
Benton,Precinct 102,State Treasurer,D,,Write-in,0
Benton,Precinct 102,State Treasurer,D,,Under Votes,0
Benton,Precinct 102,State Treasurer,D,,Over Votes,0
Benton,Precinct 103,State Treasurer,D,,Randall Edwards,3
Benton,Precinct 103,State Treasurer,D,,Gary Bruebaker,5
Benton,Precinct 103,State Treasurer,D,,Write-in,1
Benton,Precinct 103,State Treasurer,D,,Under Votes,5
Benton,Precinct 103,State Treasurer,D,,Over Votes,0
Benton,Precinct 104,State Treasurer,D,,Randall Edwards,11
Benton,Precinct 104,State Treasurer,D,,Gary Bruebaker,9
Benton,Precinct 104,State Treasurer,D,,Write-in,0
Benton,Precinct 104,State Treasurer,D,,Under Votes,11
Benton,Precinct 104,State Treasurer,D,,Over Votes,0
Benton,Precinct 105,State Treasurer,D,,Randall Edwards,17
Benton,Precinct 105,State Treasurer,D,,Gary Bruebaker,27
Benton,Precinct 105,State Treasurer,D,,Write-in,0
Benton,Precinct 105,State Treasurer,D,,Under Votes,32
Benton,Precinct 105,State Treasurer,D,,Over Votes,0
Benton,Precinct 106,State Treasurer,D,,Randall Edwards,12
Benton,Precinct 106,State Treasurer,D,,Gary Bruebaker,12
Benton,Precinct 106,State Treasurer,D,,Write-in,0
Benton,Precinct 106,State Treasurer,D,,Under Votes,14
Benton,Precinct 106,State Treasurer,D,,Over Votes,0
Benton,Precinct 107,State Treasurer,D,,Randall Edwards,76
Benton,Precinct 107,State Treasurer,D,,Gary Bruebaker,56
Benton,Precinct 107,State Treasurer,D,,Write-in,4
Benton,Precinct 107,State Treasurer,D,,Under Votes,66
Benton,Precinct 107,State Treasurer,D,,Over Votes,1
Benton,Precinct 108,State Treasurer,D,,Randall Edwards,44
Benton,Precinct 108,State Treasurer,D,,Gary Bruebaker,52
Benton,Precinct 108,State Treasurer,D,,Write-in,0
Benton,Precinct 108,State Treasurer,D,,Under Votes,50
Benton,Precinct 108,State Treasurer,D,,Over Votes,0
Benton,Precinct 109,State Treasurer,D,,Randall Edwards,58
Benton,Precinct 109,State Treasurer,D,,Gary Bruebaker,78
Benton,Precinct 109,State Treasurer,D,,Write-in,0
Benton,Precinct 109,State Treasurer,D,,Under Votes,41
Benton,Precinct 109,State Treasurer,D,,Over Votes,0
Benton,Precinct 110,State Treasurer,D,,Randall Edwards,44
Benton,Precinct 110,State Treasurer,D,,Gary Bruebaker,40
Benton,Precinct 110,State Treasurer,D,,Write-in,0
Benton,Precinct 110,State Treasurer,D,,Under Votes,28
Benton,Precinct 110,State Treasurer,D,,Over Votes,0
Benton,Precinct 111,State Treasurer,D,,Randall Edwards,60
Benton,Precinct 111,State Treasurer,D,,Gary Bruebaker,51
Benton,Precinct 111,State Treasurer,D,,Write-in,0
Benton,Precinct 111,State Treasurer,D,,Under Votes,49
Benton,Precinct 111,State Treasurer,D,,Over Votes,0
Benton,Precinct 112,State Treasurer,D,,Randall Edwards,14
Benton,Precinct 112,State Treasurer,D,,Gary Bruebaker,18
Benton,Precinct 112,State Treasurer,D,,Write-in,0
Benton,Precinct 112,State Treasurer,D,,Under Votes,16
Benton,Precinct 112,State Treasurer,D,,Over Votes,0
Benton,Precinct 113,State Treasurer,D,,Randall Edwards,62
Benton,Precinct 113,State Treasurer,D,,Gary Bruebaker,66
Benton,Precinct 113,State Treasurer,D,,Write-in,0
Benton,Precinct 113,State Treasurer,D,,Under Votes,49
Benton,Precinct 113,State Treasurer,D,,Over Votes,0
Benton,Precinct 114,State Treasurer,D,,Randall Edwards,80
Benton,Precinct 114,State Treasurer,D,,Gary Bruebaker,69
Benton,Precinct 114,State Treasurer,D,,Write-in,2
Benton,Precinct 114,State Treasurer,D,,Under Votes,59
Benton,Precinct 114,State Treasurer,D,,Over Votes,1
Benton,Precinct 115,State Treasurer,D,,Randall Edwards,69
Benton,Precinct 115,State Treasurer,D,,Gary Bruebaker,62
Benton,Precinct 115,State Treasurer,D,,Write-in,1
Benton,Precinct 115,State Treasurer,D,,Under Votes,66
Benton,Precinct 115,State Treasurer,D,,Over Votes,2
Benton,Precinct 116,State Treasurer,D,,Randall Edwards,23
Benton,Precinct 116,State Treasurer,D,,Gary Bruebaker,29
Benton,Precinct 116,State Treasurer,D,,Write-in,0
Benton,Precinct 116,State Treasurer,D,,Under Votes,28
Benton,Precinct 116,State Treasurer,D,,Over Votes,0
Benton,Precinct 117,State Treasurer,D,,Randall Edwards,34
Benton,Precinct 117,State Treasurer,D,,Gary Bruebaker,43
Benton,Precinct 117,State Treasurer,D,,Write-in,0
Benton,Precinct 117,State Treasurer,D,,Under Votes,39
Benton,Precinct 117,State Treasurer,D,,Over Votes,2
Benton,Precinct 118,State Treasurer,D,,Randall Edwards,65
Benton,Precinct 118,State Treasurer,D,,Gary Bruebaker,52
Benton,Precinct 118,State Treasurer,D,,Write-in,0
Benton,Precinct 118,State Treasurer,D,,Under Votes,58
Benton,Precinct 118,State Treasurer,D,,Over Votes,0
Benton,Precinct 119,State Treasurer,D,,Randall Edwards,29
Benton,Precinct 119,State Treasurer,D,,Gary Bruebaker,24
Benton,Precinct 119,State Treasurer,D,,Write-in,0
Benton,Precinct 119,State Treasurer,D,,Under Votes,23
Benton,Precinct 119,State Treasurer,D,,Over Votes,0
Benton,Precinct 120,State Treasurer,D,,Randall Edwards,85
Benton,Precinct 120,State Treasurer,D,,Gary Bruebaker,38
Benton,Precinct 120,State Treasurer,D,,Write-in,0
Benton,Precinct 120,State Treasurer,D,,Under Votes,57
Benton,Precinct 120,State Treasurer,D,,Over Votes,0
Benton,Precinct 121,State Treasurer,D,,Randall Edwards,37
Benton,Precinct 121,State Treasurer,D,,Gary Bruebaker,33
Benton,Precinct 121,State Treasurer,D,,Write-in,0
Benton,Precinct 121,State Treasurer,D,,Under Votes,44
Benton,Precinct 121,State Treasurer,D,,Over Votes,0
Benton,Precinct 122,State Treasurer,D,,Randall Edwards,84
Benton,Precinct 122,State Treasurer,D,,Gary Bruebaker,63
Benton,Precinct 122,State Treasurer,D,,Write-in,1
Benton,Precinct 122,State Treasurer,D,,Under Votes,61
Benton,Precinct 122,State Treasurer,D,,Over Votes,0
Benton,Precinct 123,State Treasurer,D,,Randall Edwards,21
Benton,Precinct 123,State Treasurer,D,,Gary Bruebaker,19
Benton,Precinct 123,State Treasurer,D,,Write-in,0
Benton,Precinct 123,State Treasurer,D,,Under Votes,21
Benton,Precinct 123,State Treasurer,D,,Over Votes,0
Benton,Precinct 124,State Treasurer,D,,Randall Edwards,105
Benton,Precinct 124,State Treasurer,D,,Gary Bruebaker,103
Benton,Precinct 124,State Treasurer,D,,Write-in,1
Benton,Precinct 124,State Treasurer,D,,Under Votes,71
Benton,Precinct 124,State Treasurer,D,,Over Votes,0
Benton,Precinct 125,State Treasurer,D,,Randall Edwards,72
Benton,Precinct 125,State Treasurer,D,,Gary Bruebaker,65
Benton,Precinct 125,State Treasurer,D,,Write-in,0
Benton,Precinct 125,State Treasurer,D,,Under Votes,57
Benton,Precinct 125,State Treasurer,D,,Over Votes,0
Benton,Precinct 126,State Treasurer,D,,Randall Edwards,39
Benton,Precinct 126,State Treasurer,D,,Gary Bruebaker,38
Benton,Precinct 126,State Treasurer,D,,Write-in,2
Benton,Precinct 126,State Treasurer,D,,Under Votes,51
Benton,Precinct 126,State Treasurer,D,,Over Votes,0
Benton,Precinct 127,State Treasurer,D,,Randall Edwards,33
Benton,Precinct 127,State Treasurer,D,,Gary Bruebaker,17
Benton,Precinct 127,State Treasurer,D,,Write-in,0
Benton,Precinct 127,State Treasurer,D,,Under Votes,17
Benton,Precinct 127,State Treasurer,D,,Over Votes,0
Benton,Precinct 128,State Treasurer,D,,Randall Edwards,56
Benton,Precinct 128,State Treasurer,D,,Gary Bruebaker,55
Benton,Precinct 128,State Treasurer,D,,Write-in,1
Benton,Precinct 128,State Treasurer,D,,Under Votes,69
Benton,Precinct 128,State Treasurer,D,,Over Votes,0
Benton,Precinct 130,State Treasurer,D,,Randall Edwards,39
Benton,Precinct 130,State Treasurer,D,,Gary Bruebaker,67
Benton,Precinct 130,State Treasurer,D,,Write-in,0
Benton,Precinct 130,State Treasurer,D,,Under Votes,52
Benton,Precinct 130,State Treasurer,D,,Over Votes,2
Benton,Precinct 131,State Treasurer,D,,Randall Edwards,15
Benton,Precinct 131,State Treasurer,D,,Gary Bruebaker,6
Benton,Precinct 131,State Treasurer,D,,Write-in,0
Benton,Precinct 131,State Treasurer,D,,Under Votes,14
Benton,Precinct 131,State Treasurer,D,,Over Votes,0
Benton,Precinct 132,State Treasurer,D,,Randall Edwards,64
Benton,Precinct 132,State Treasurer,D,,Gary Bruebaker,59
Benton,Precinct 132,State Treasurer,D,,Write-in,1
Benton,Precinct 132,State Treasurer,D,,Under Votes,50
Benton,Precinct 132,State Treasurer,D,,Over Votes,0
Benton,Precinct 133,State Treasurer,D,,Randall Edwards,48
Benton,Precinct 133,State Treasurer,D,,Gary Bruebaker,53
Benton,Precinct 133,State Treasurer,D,,Write-in,1
Benton,Precinct 133,State Treasurer,D,,Under Votes,39
Benton,Precinct 133,State Treasurer,D,,Over Votes,0
Benton,Precinct 134,State Treasurer,D,,Randall Edwards,6
Benton,Precinct 134,State Treasurer,D,,Gary Bruebaker,6
Benton,Precinct 134,State Treasurer,D,,Write-in,0
Benton,Precinct 134,State Treasurer,D,,Under Votes,1
Benton,Precinct 134,State Treasurer,D,,Over Votes,0
Benton,Precinct 135,State Treasurer,D,,Randall Edwards,17
Benton,Precinct 135,State Treasurer,D,,Gary Bruebaker,17
Benton,Precinct 135,State Treasurer,D,,Write-in,0
Benton,Precinct 135,State Treasurer,D,,Under Votes,10
Benton,Precinct 135,State Treasurer,D,,Over Votes,0
Benton,Precinct 136,State Treasurer,D,,Randall Edwards,28
Benton,Precinct 136,State Treasurer,D,,Gary Bruebaker,36
Benton,Precinct 136,State Treasurer,D,,Write-in,0
Benton,Precinct 136,State Treasurer,D,,Under Votes,35
Benton,Precinct 136,State Treasurer,D,,Over Votes,0
Benton,Precinct 137,State Treasurer,D,,Randall Edwards,33
Benton,Precinct 137,State Treasurer,D,,Gary Bruebaker,33
Benton,Precinct 137,State Treasurer,D,,Write-in,1
Benton,Precinct 137,State Treasurer,D,,Under Votes,35
Benton,Precinct 137,State Treasurer,D,,Over Votes,0
Benton,Precinct 138,State Treasurer,D,,Randall Edwards,23
Benton,Precinct 138,State Treasurer,D,,Gary Bruebaker,22
Benton,Precinct 138,State Treasurer,D,,Write-in,1
Benton,Precinct 138,State Treasurer,D,,Under Votes,28
Benton,Precinct 138,State Treasurer,D,,Over Votes,0
Benton,Precinct 139,State Treasurer,D,,Randall Edwards,48
Benton,Precinct 139,State Treasurer,D,,Gary Bruebaker,42
Benton,Precinct 139,State Treasurer,D,,Write-in,0
Benton,Precinct 139,State Treasurer,D,,Under Votes,43
Benton,Precinct 139,State Treasurer,D,,Over Votes,0
Benton,Precinct 140,State Treasurer,D,,Randall Edwards,63
Benton,Precinct 140,State Treasurer,D,,Gary Bruebaker,61
Benton,Precinct 140,State Treasurer,D,,Write-in,3
Benton,Precinct 140,State Treasurer,D,,Under Votes,47
Benton,Precinct 140,State Treasurer,D,,Over Votes,0
Benton,Precinct 141,State Treasurer,D,,Randall Edwards,3
Benton,Precinct 141,State Treasurer,D,,Gary Bruebaker,13
Benton,Precinct 141,State Treasurer,D,,Write-in,0
Benton,Precinct 141,State Treasurer,D,,Under Votes,8
Benton,Precinct 141,State Treasurer,D,,Over Votes,0
Benton,Precinct 142,State Treasurer,D,,Randall Edwards,64
Benton,Precinct 142,State Treasurer,D,,Gary Bruebaker,86
Benton,Precinct 142,State Treasurer,D,,Write-in,2
Benton,Precinct 142,State Treasurer,D,,Under Votes,55
Benton,Precinct 142,State Treasurer,D,,Over Votes,0
Benton,Precinct 143,State Treasurer,D,,Randall Edwards,4
Benton,Precinct 143,State Treasurer,D,,Gary Bruebaker,4
Benton,Precinct 143,State Treasurer,D,,Write-in,1
Benton,Precinct 143,State Treasurer,D,,Under Votes,0
Benton,Precinct 143,State Treasurer,D,,Over Votes,0
Benton,Precinct 144,State Treasurer,D,,Randall Edwards,54
Benton,Precinct 144,State Treasurer,D,,Gary Bruebaker,45
Benton,Precinct 144,State Treasurer,D,,Write-in,2
Benton,Precinct 144,State Treasurer,D,,Under Votes,41
Benton,Precinct 144,State Treasurer,D,,Over Votes,0
Benton,Precinct 145,State Treasurer,D,,Randall Edwards,10
Benton,Precinct 145,State Treasurer,D,,Gary Bruebaker,19
Benton,Precinct 145,State Treasurer,D,,Write-in,1
Benton,Precinct 145,State Treasurer,D,,Under Votes,21
Benton,Precinct 145,State Treasurer,D,,Over Votes,1
Benton,Precinct 146,State Treasurer,D,,Randall Edwards,8
Benton,Precinct 146,State Treasurer,D,,Gary Bruebaker,2
Benton,Precinct 146,State Treasurer,D,,Write-in,0
Benton,Precinct 146,State Treasurer,D,,Under Votes,7
Benton,Precinct 146,State Treasurer,D,,Over Votes,0
Benton,Precinct 147,State Treasurer,D,,Randall Edwards,26
Benton,Precinct 147,State Treasurer,D,,Gary Bruebaker,30
Benton,Precinct 147,State Treasurer,D,,Write-in,0
Benton,Precinct 147,State Treasurer,D,,Under Votes,33
Benton,Precinct 147,State Treasurer,D,,Over Votes,0
Benton,Precinct 148,State Treasurer,D,,Randall Edwards,42
Benton,Precinct 148,State Treasurer,D,,Gary Bruebaker,43
Benton,Precinct 148,State Treasurer,D,,Write-in,1
Benton,Precinct 148,State Treasurer,D,,Under Votes,39
Benton,Precinct 148,State Treasurer,D,,Over Votes,0
Benton,Precinct 149,State Treasurer,D,,Randall Edwards,12
Benton,Precinct 149,State Treasurer,D,,Gary Bruebaker,16
Benton,Precinct 149,State Treasurer,D,,Write-in,0
Benton,Precinct 149,State Treasurer,D,,Under Votes,10
Benton,Precinct 149,State Treasurer,D,,Over Votes,0
Benton,Precinct 150,State Treasurer,D,,Randall Edwards,9
Benton,Precinct 150,State Treasurer,D,,Gary Bruebaker,7
Benton,Precinct 150,State Treasurer,D,,Write-in,1
Benton,Precinct 150,State Treasurer,D,,Under Votes,3
Benton,Precinct 150,State Treasurer,D,,Over Votes,0
Benton,Precinct 151,State Treasurer,D,,Randall Edwards,45
Benton,Precinct 151,State Treasurer,D,,Gary Bruebaker,36
Benton,Precinct 151,State Treasurer,D,,Write-in,1
Benton,Precinct 151,State Treasurer,D,,Under Votes,35
Benton,Precinct 151,State Treasurer,D,,Over Votes,0
Benton,Precinct 152,State Treasurer,D,,Randall Edwards,45
Benton,Precinct 152,State Treasurer,D,,Gary Bruebaker,49
Benton,Precinct 152,State Treasurer,D,,Write-in,0
Benton,Precinct 152,State Treasurer,D,,Under Votes,70
Benton,Precinct 152,State Treasurer,D,,Over Votes,1
Benton,Precinct 153,State Treasurer,D,,Randall Edwards,11
Benton,Precinct 153,State Treasurer,D,,Gary Bruebaker,4
Benton,Precinct 153,State Treasurer,D,,Write-in,1
Benton,Precinct 153,State Treasurer,D,,Under Votes,9
Benton,Precinct 153,State Treasurer,D,,Over Votes,0
Benton,Precinct 154,State Treasurer,D,,Randall Edwards,59
Benton,Precinct 154,State Treasurer,D,,Gary Bruebaker,62
Benton,Precinct 154,State Treasurer,D,,Write-in,1
Benton,Precinct 154,State Treasurer,D,,Under Votes,60
Benton,Precinct 154,State Treasurer,D,,Over Votes,0
Benton,Precinct 155,State Treasurer,D,,Randall Edwards,73
Benton,Precinct 155,State Treasurer,D,,Gary Bruebaker,80
Benton,Precinct 155,State Treasurer,D,,Write-in,1
Benton,Precinct 155,State Treasurer,D,,Under Votes,67
Benton,Precinct 155,State Treasurer,D,,Over Votes,0
Benton,Precinct 156,State Treasurer,D,,Randall Edwards,35
Benton,Precinct 156,State Treasurer,D,,Gary Bruebaker,23
Benton,Precinct 156,State Treasurer,D,,Write-in,0
Benton,Precinct 156,State Treasurer,D,,Under Votes,22
Benton,Precinct 156,State Treasurer,D,,Over Votes,0
Benton,Precinct 157,State Treasurer,D,,Randall Edwards,15
Benton,Precinct 157,State Treasurer,D,,Gary Bruebaker,8
Benton,Precinct 157,State Treasurer,D,,Write-in,0
Benton,Precinct 157,State Treasurer,D,,Under Votes,15
Benton,Precinct 157,State Treasurer,D,,Over Votes,0
Benton,Precinct 158,State Treasurer,D,,Randall Edwards,43
Benton,Precinct 158,State Treasurer,D,,Gary Bruebaker,44
Benton,Precinct 158,State Treasurer,D,,Write-in,0
Benton,Precinct 158,State Treasurer,D,,Under Votes,45
Benton,Precinct 158,State Treasurer,D,,Over Votes,1
Benton,Precinct 159,State Treasurer,D,,Randall Edwards,8
Benton,Precinct 159,State Treasurer,D,,Gary Bruebaker,16
Benton,Precinct 159,State Treasurer,D,,Write-in,0
Benton,Precinct 159,State Treasurer,D,,Under Votes,20
Benton,Precinct 159,State Treasurer,D,,Over Votes,0
Benton,Precinct 160,State Treasurer,D,,Randall Edwards,5
Benton,Precinct 160,State Treasurer,D,,Gary Bruebaker,1
Benton,Precinct 160,State Treasurer,D,,Write-in,0
Benton,Precinct 160,State Treasurer,D,,Under Votes,1
Benton,Precinct 160,State Treasurer,D,,Over Votes,0
Benton,Precinct 161,State Treasurer,D,,Randall Edwards,65
Benton,Precinct 161,State Treasurer,D,,Gary Bruebaker,83
Benton,Precinct 161,State Treasurer,D,,Write-in,0
Benton,Precinct 161,State Treasurer,D,,Under Votes,55
Benton,Precinct 161,State Treasurer,D,,Over Votes,0
