county,precinct,office,party,district,candidate,votes
Washington,436 TUALATIN CITY,U.S. House,D,1,David Wu,57
Washington,437 HAZELBROOK,U.S. House,D,1,David Wu,5
Washington,438 SE COUNTY,U.S. House,D,1,David Wu,80
Washington,301 RURAL NW COUNTY,Secretary of State,D,,Bill Bradbury,171
Washington,302 KINNAMAN,Secretary of State,D,,Bill Bradbury,256
Washington,303 WITCH HAZEL,Secretary of State,D,,Bill Bradbury,55
Washington,304 BUTTERNUT,Secretary of State,D,,Bill Bradbury,287
Washington,305 BANKS,Secretary of State,D,,Bill Bradbury,40
Washington,306 TANASBOURNE,Secretary of State,D,,Bill Bradbury,84
Washington,307 WILLOW CREEK,Secretary of State,D,,Bill Bradbury,275
Washington,308 BLOOMING FERN HILL,Secretary of State,D,,Bill Bradbury,33
Washington,309 HAWTHORNE FARMS,Secretary of State,D,,Bill Bradbury,72
Washington,310 DILLEY,Secretary of State,D,,Bill Bradbury,128
Washington,311 LAURELWOOD,Secretary of State,D,,Bill Bradbury,35
Washington,312 GALES CREEK,Secretary of State,D,,Bill Bradbury,91
Washington,313 HILLSBORO-UNINCORP,Secretary of State,D,,Bill Bradbury,43
Washington,314 GLENCOE,Secretary of State,D,,Bill Bradbury,65
Washington,315 HELVETIA,Secretary of State,D,,Bill Bradbury,64
Washington,316 PUMPKIN RIDGE,Secretary of State,D,,Bill Bradbury,120
Washington,317 VERBOORT,Secretary of State,D,,Bill Bradbury,58
Washington,318 MINTER BRIDGE,Secretary of State,D,,Bill Bradbury,241
Washington,319 QUATAMA STREET,Secretary of State,D,,Bill Bradbury,65
Washington,320 HAZELDALE,Secretary of State,D,,Bill Bradbury,182
Washington,321 GASTON,Secretary of State,D,,Bill Bradbury,23
Washington,322 JACKTOWN,Secretary of State,D,,Bill Bradbury,16
Washington,323 INDIAN HILLS,Secretary of State,D,,Bill Bradbury,222
Washington,324 HAGG LAKE,Secretary of State,D,,Bill Bradbury,57
Washington,325 HILLSBORO-ISLANDS,Secretary of State,D,,Bill Bradbury,0
Washington,326 RURAL BANKS,Secretary of State,D,,Bill Bradbury,127
Washington,327 BROWN MIDDLE SCHOOL,Secretary of State,D,,Bill Bradbury,220
Washington,328 FARMINGTON VIEW,Secretary of State,D,,Bill Bradbury,131
Washington,329 CENTURY SCHOOL,Secretary of State,D,,Bill Bradbury,199
Washington,330 NORTH PLAINS,Secretary of State,D,,Bill Bradbury,79
Washington,331 EVERGREEN,Secretary of State,D,,Bill Bradbury,0
Washington,332 ORENCO STATION,Secretary of State,D,,Bill Bradbury,146
Washington,333 JOHN OLSEN,Secretary of State,D,,Bill Bradbury,200
Washington,334 DIXIE MOUNTAIN,Secretary of State,D,,Bill Bradbury,19
Washington,335 JACKSON SCHOOL,Secretary of State,D,,Bill Bradbury,269
Washington,336 FAIRGROUNDS,Secretary of State,D,,Bill Bradbury,261
Washington,337 WALNUT STREET,Secretary of State,D,,Bill Bradbury,266
Washington,338 CORNELIUS,Secretary of State,D,,Bill Bradbury,380
Washington,339 FOREST GROVE-EAST,Secretary of State,D,,Bill Bradbury,483
Washington,340 FOREST GROVE-WEST,Secretary of State,D,,Bill Bradbury,421
Washington,341 CORNELIUS-SCHEFFLIN,Secretary of State,D,,Bill Bradbury,80
Washington,342 DAVID HILL RD,Secretary of State,D,,Bill Bradbury,34
Washington,343 MOOBERRY,Secretary of State,D,,Bill Bradbury,339
Washington,344 HILLSBORO CENTRAL,Secretary of State,D,,Bill Bradbury,321
Washington,345 W/HILLSBORO-UNINCORP,Secretary of State,D,,Bill Bradbury,12
Washington,346 CORNELIUS/TUAL RIVER,Secretary of State,D,,Bill Bradbury,22
Washington,347 FG/TUALATIN RIVER,Secretary of State,D,,Bill Bradbury,5
Washington,348 BROOKWOOD,Secretary of State,D,,Bill Bradbury,0
Washington,349 DIVISION STREET,Secretary of State,D,,Bill Bradbury,257
Washington,350 FIR GROVE,Secretary of State,D,,Bill Bradbury,535
Washington,351 ALOHA PARK,Secretary of State,D,,Bill Bradbury,228
Washington,352 BEAVERTON-CENTER,Secretary of State,D,,Bill Bradbury,108
Washington,353 WALKER ROAD-SOUTH,Secretary of State,D,,Bill Bradbury,162
Washington,354 CHEHALEM SCHOOL,Secretary of State,D,,Bill Bradbury,458
Washington,355 MEADOW PARK,Secretary of State,D,,Bill Bradbury,473
Washington,356 ALOHA-WEST,Secretary of State,D,,Bill Bradbury,301
Washington,357 HERITAGE PARK,Secretary of State,D,,Bill Bradbury,220
Washington,358 SEMINOLE ESTATES,Secretary of State,D,,Bill Bradbury,164
Washington,359 WATERHOUSE,Secretary of State,D,,Bill Bradbury,360
Washington,360 PHEASANT LANE,Secretary of State,D,,Bill Bradbury,279
Washington,361 MILLIKAN,Secretary of State,D,,Bill Bradbury,75
Washington,362 CEDAR HILLS,Secretary of State,D,,Bill Bradbury,478
Washington,363 BARNES RD,Secretary of State,D,,Bill Bradbury,414
Washington,364 MCDANIEL RD,Secretary of State,D,,Bill Bradbury,379
Washington,365 LEAHY RD,Secretary of State,D,,Bill Bradbury,425
Washington,366 WEST TUALATIN VIEW,Secretary of State,D,,Bill Bradbury,268
Washington,367 THOMPSON RD,Secretary of State,D,,Bill Bradbury,144
Washington,368 SOMERSET,Secretary of State,D,,Bill Bradbury,227
Washington,369 COLUMBIA,Secretary of State,D,,Bill Bradbury,185
Washington,370 ROCK CREEK,Secretary of State,D,,Bill Bradbury,159
Washington,371 OAK HILLS,Secretary of State,D,,Bill Bradbury,216
Washington,372 RIDGEWOOD SCHOOL,Secretary of State,D,,Bill Bradbury,216
Washington,373 PCC,Secretary of State,D,,Bill Bradbury,71
Washington,374 JACOBSON RD,Secretary of State,D,,Bill Bradbury,2
Washington,375 PORTLAND CITY,Secretary of State,D,,Bill Bradbury,27
Washington,376 WESTVIEW,Secretary of State,D,,Bill Bradbury,332
Washington,377 BETHANY,Secretary of State,D,,Bill Bradbury,365
Washington,378 CANYON LN,Secretary of State,D,,Bill Bradbury,109
Washington,379 HALL BLVD,Secretary of State,D,,Bill Bradbury,497
Washington,380 HIGHLAND PARK,Secretary of State,D,,Bill Bradbury,314
Washington,381 BEAVERTON/CENTER ST,Secretary of State,D,,Bill Bradbury,331
Washington,382 GREENWAY,Secretary of State,D,,Bill Bradbury,347
Washington,383 BEAVERTON-HILLSDALE,Secretary of State,D,,Bill Bradbury,184
Washington,384 GARDEN HOME,Secretary of State,D,,Bill Bradbury,430
Washington,385 PORTLAND GOLF CLUB,Secretary of State,D,,Bill Bradbury,348
Washington,386 RALEIGH PARK,Secretary of State,D,,Bill Bradbury,581
Washington,387 CANYON RD,Secretary of State,D,,Bill Bradbury,45
Washington,388 WHITFORD,Secretary of State,D,,Bill Bradbury,111
Washington,389 SEXTON MOUNTAIN,Secretary of State,D,,Bill Bradbury,259
Washington,390 SOUTHRIDGE,Secretary of State,D,,Bill Bradbury,372
Washington,391 PORTLAND CITY COM 3,Secretary of State,D,,Bill Bradbury,14
Washington,392 PORTLAND CITY COM 2,Secretary of State,D,,Bill Bradbury,6
Washington,393 MONTCLAIR,Secretary of State,D,,Bill Bradbury,90
Washington,394 CANBY ST,Secretary of State,D,,Bill Bradbury,9
Washington,395 MURRAYHILL,Secretary of State,D,,Bill Bradbury,181
Washington,396 DURHAM,Secretary of State,D,,Bill Bradbury,88
Washington,397 BULL MOUNTAIN,Secretary of State,D,,Bill Bradbury,191
Washington,398 COOPER MOUNTAIN,Secretary of State,D,,Bill Bradbury,80
Washington,399 METZGER,Secretary of State,D,,Bill Bradbury,256
Washington,400 WASHINGTON SQUARE,Secretary of State,D,,Bill Bradbury,301
Washington,401 MAYO STREET,Secretary of State,D,,Bill Bradbury,248
Washington,402 WALNUT ISLAND,Secretary of State,D,,Bill Bradbury,72
Washington,403 TIGARD/GAARDE ST,Secretary of State,D,,Bill Bradbury,356
Washington,404 FOWLER SCHOOL,Secretary of State,D,,Bill Bradbury,280
Washington,405 TWALITY SCHOOL,Secretary of State,D,,Bill Bradbury,414
Washington,406 TIGARD CITY HALL,Secretary of State,D,,Bill Bradbury,388
Washington,407 DEERCREEK,Secretary of State,D,,Bill Bradbury,78
Washington,408 SUMMERFIELD,Secretary of State,D,,Bill Bradbury,692
Washington,409 SUMMERLAKE-WEST,Secretary of State,D,,Bill Bradbury,206
Washington,410 BEEF BEND RD,Secretary of State,D,,Bill Bradbury,90
Washington,411 SCHOLLS HEIGHTS,Secretary of State,D,,Bill Bradbury,107
Washington,412 COOPER MT SCHOOL,Secretary of State,D,,Bill Bradbury,144
Washington,413 PORTLAND CITY,Secretary of State,D,,Bill Bradbury,38
Washington,414 BARROWS RD,Secretary of State,D,,Bill Bradbury,85
Washington,415 TUALATIN CITY/RIVER,Secretary of State,D,,Bill Bradbury,54
Washington,416 SUMMERLAKE-EAST,Secretary of State,D,,Bill Bradbury,192
Washington,417 ELDORADO,Secretary of State,D,,Bill Bradbury,269
Washington,418 HART ROAD,Secretary of State,D,,Bill Bradbury,15
Washington,419 KING CITY,Secretary of State,D,,Bill Bradbury,406
Washington,420 TUALATIN CITY,Secretary of State,D,,Bill Bradbury,394
Washington,421 TRI-CITIES,Secretary of State,D,,Bill Bradbury,11
Washington,422 TUALATIN-UNINCORP,Secretary of State,D,,Bill Bradbury,9
Washington,423 TUALATIN-NORTH,Secretary of State,D,,Bill Bradbury,292
Washington,424 NW SHERWOOD CITY,Secretary of State,D,,Bill Bradbury,315
Washington,425 SHERWOOD-UNINCORP,Secretary of State,D,,Bill Bradbury,62
Washington,426 GRONER,Secretary of State,D,,Bill Bradbury,58
Washington,427 SCHOLLS,Secretary of State,D,,Bill Bradbury,140
Washington,428 TUALATIN-WEST,Secretary of State,D,,Bill Bradbury,56
Washington,429 MILLER HILL,Secretary of State,D,,Bill Bradbury,205
Washington,430 BALD PEAK,Secretary of State,D,,Bill Bradbury,41
Washington,431 MOUNTAIN HOME,Secretary of State,D,,Bill Bradbury,124
Washington,432 WILSONVILLE,Secretary of State,D,,Bill Bradbury,0
Washington,433 ED BYROM SCHOOL,Secretary of State,D,,Bill Bradbury,239
Washington,434 ERROL HASSELL,Secretary of State,D,,Bill Bradbury,288
Washington,435 SE SHERWOOD CITY,Secretary of State,D,,Bill Bradbury,292
Washington,436 TUALATIN CITY,Secretary of State,D,,Bill Bradbury,58
Washington,437 HAZELBROOK,Secretary of State,D,,Bill Bradbury,5
Washington,438 SE COUNTY,Secretary of State,D,,Bill Bradbury,79
Washington,301 RURAL NW COUNTY,State Treasurer,D,,Edwards Randall,105
Washington,302 KINNAMAN,State Treasurer,D,,Edwards Randall,130
Washington,303 WITCH HAZEL,State Treasurer,D,,Edwards Randall,30
Washington,304 BUTTERNUT,State Treasurer,D,,Edwards Randall,147
Washington,305 BANKS,State Treasurer,D,,Edwards Randall,21
Washington,306 TANASBOURNE,State Treasurer,D,,Edwards Randall,48
Washington,307 WILLOW CREEK,State Treasurer,D,,Edwards Randall,153
Washington,308 BLOOMING FERN HILL,State Treasurer,D,,Edwards Randall,26
Washington,309 HAWTHORNE FARMS,State Treasurer,D,,Edwards Randall,35
Washington,310 DILLEY,State Treasurer,D,,Edwards Randall,79
Washington,311 LAURELWOOD,State Treasurer,D,,Edwards Randall,18
Washington,312 GALES CREEK,State Treasurer,D,,Edwards Randall,49
Washington,313 HILLSBORO-UNINCORP,State Treasurer,D,,Edwards Randall,25
Washington,314 GLENCOE,State Treasurer,D,,Edwards Randall,27
Washington,315 HELVETIA,State Treasurer,D,,Edwards Randall,34
Washington,316 PUMPKIN RIDGE,State Treasurer,D,,Edwards Randall,68
Washington,317 VERBOORT,State Treasurer,D,,Edwards Randall,37
Washington,318 MINTER BRIDGE,State Treasurer,D,,Edwards Randall,142
Washington,319 QUATAMA STREET,State Treasurer,D,,Edwards Randall,39
Washington,320 HAZELDALE,State Treasurer,D,,Edwards Randall,97
Washington,321 GASTON,State Treasurer,D,,Edwards Randall,7
Washington,322 JACKTOWN,State Treasurer,D,,Edwards Randall,10
Washington,323 INDIAN HILLS,State Treasurer,D,,Edwards Randall,116
Washington,324 HAGG LAKE,State Treasurer,D,,Edwards Randall,39
Washington,325 HILLSBORO-ISLANDS,State Treasurer,D,,Edwards Randall,0
Washington,326 RURAL BANKS,State Treasurer,D,,Edwards Randall,62
Washington,327 BROWN MIDDLE SCHOOL,State Treasurer,D,,Edwards Randall,116
Washington,328 FARMINGTON VIEW,State Treasurer,D,,Edwards Randall,82
Washington,329 CENTURY SCHOOL,State Treasurer,D,,Edwards Randall,109
Washington,330 NORTH PLAINS,State Treasurer,D,,Edwards Randall,42
Washington,331 EVERGREEN,State Treasurer,D,,Edwards Randall,0
Washington,332 ORENCO STATION,State Treasurer,D,,Edwards Randall,75
Washington,333 JOHN OLSEN,State Treasurer,D,,Edwards Randall,100
Washington,334 DIXIE MOUNTAIN,State Treasurer,D,,Edwards Randall,11
Washington,335 JACKSON SCHOOL,State Treasurer,D,,Edwards Randall,129
Washington,336 FAIRGROUNDS,State Treasurer,D,,Edwards Randall,150
Washington,337 WALNUT STREET,State Treasurer,D,,Edwards Randall,146
Washington,338 CORNELIUS,State Treasurer,D,,Edwards Randall,193
Washington,339 FOREST GROVE-EAST,State Treasurer,D,,Edwards Randall,273
Washington,340 FOREST GROVE-WEST,State Treasurer,D,,Edwards Randall,259
Washington,341 CORNELIUS-SCHEFFLIN,State Treasurer,D,,Edwards Randall,48
Washington,342 DAVID HILL RD,State Treasurer,D,,Edwards Randall,30
Washington,343 MOOBERRY,State Treasurer,D,,Edwards Randall,202
Washington,344 HILLSBORO CENTRAL,State Treasurer,D,,Edwards Randall,187
Washington,345 W/HILLSBORO-UNINCORP,State Treasurer,D,,Edwards Randall,6
Washington,346 CORNELIUS/TUAL RIVER,State Treasurer,D,,Edwards Randall,13
Washington,347 FG/TUALATIN RIVER,State Treasurer,D,,Edwards Randall,1
Washington,348 BROOKWOOD,State Treasurer,D,,Edwards Randall,0
Washington,349 DIVISION STREET,State Treasurer,D,,Edwards Randall,127
Washington,350 FIR GROVE,State Treasurer,D,,Edwards Randall,315
Washington,351 ALOHA PARK,State Treasurer,D,,Edwards Randall,132
Washington,352 BEAVERTON-CENTER,State Treasurer,D,,Edwards Randall,59
Washington,353 WALKER ROAD-SOUTH,State Treasurer,D,,Edwards Randall,92
Washington,354 CHEHALEM SCHOOL,State Treasurer,D,,Edwards Randall,254
Washington,355 MEADOW PARK,State Treasurer,D,,Edwards Randall,264
Washington,356 ALOHA-WEST,State Treasurer,D,,Edwards Randall,186
Washington,357 HERITAGE PARK,State Treasurer,D,,Edwards Randall,123
Washington,358 SEMINOLE ESTATES,State Treasurer,D,,Edwards Randall,90
Washington,359 WATERHOUSE,State Treasurer,D,,Edwards Randall,204
Washington,360 PHEASANT LANE,State Treasurer,D,,Edwards Randall,147
Washington,361 MILLIKAN,State Treasurer,D,,Edwards Randall,43
Washington,362 CEDAR HILLS,State Treasurer,D,,Edwards Randall,255
Washington,363 BARNES RD,State Treasurer,D,,Edwards Randall,232
Washington,364 MCDANIEL RD,State Treasurer,D,,Edwards Randall,222
Washington,365 LEAHY RD,State Treasurer,D,,Edwards Randall,238
Washington,366 WEST TUALATIN VIEW,State Treasurer,D,,Edwards Randall,137
Washington,367 THOMPSON RD,State Treasurer,D,,Edwards Randall,92
Washington,368 SOMERSET,State Treasurer,D,,Edwards Randall,119
Washington,369 COLUMBIA,State Treasurer,D,,Edwards Randall,106
Washington,370 ROCK CREEK,State Treasurer,D,,Edwards Randall,87
Washington,371 OAK HILLS,State Treasurer,D,,Edwards Randall,130
Washington,372 RIDGEWOOD SCHOOL,State Treasurer,D,,Edwards Randall,131
Washington,373 PCC,State Treasurer,D,,Edwards Randall,41
Washington,374 JACOBSON RD,State Treasurer,D,,Edwards Randall,0
Washington,375 PORTLAND CITY,State Treasurer,D,,Edwards Randall,11
Washington,376 WESTVIEW,State Treasurer,D,,Edwards Randall,181
Washington,377 BETHANY,State Treasurer,D,,Edwards Randall,209
Washington,378 CANYON LN,State Treasurer,D,,Edwards Randall,69
Washington,379 HALL BLVD,State Treasurer,D,,Edwards Randall,301
Washington,380 HIGHLAND PARK,State Treasurer,D,,Edwards Randall,169
Washington,381 BEAVERTON/CENTER ST,State Treasurer,D,,Edwards Randall,166
Washington,382 GREENWAY,State Treasurer,D,,Edwards Randall,177
Washington,383 BEAVERTON-HILLSDALE,State Treasurer,D,,Edwards Randall,125
Washington,384 GARDEN HOME,State Treasurer,D,,Edwards Randall,245
Washington,385 PORTLAND GOLF CLUB,State Treasurer,D,,Edwards Randall,231
Washington,386 RALEIGH PARK,State Treasurer,D,,Edwards Randall,330
Washington,387 CANYON RD,State Treasurer,D,,Edwards Randall,28
Washington,388 WHITFORD,State Treasurer,D,,Edwards Randall,52
Washington,389 SEXTON MOUNTAIN,State Treasurer,D,,Edwards Randall,138
Washington,390 SOUTHRIDGE,State Treasurer,D,,Edwards Randall,215
Washington,391 PORTLAND CITY COM 3,State Treasurer,D,,Edwards Randall,8
Washington,392 PORTLAND CITY COM 2,State Treasurer,D,,Edwards Randall,7
Washington,393 MONTCLAIR,State Treasurer,D,,Edwards Randall,52
Washington,394 CANBY ST,State Treasurer,D,,Edwards Randall,5
Washington,395 MURRAYHILL,State Treasurer,D,,Edwards Randall,107
Washington,396 DURHAM,State Treasurer,D,,Edwards Randall,57
Washington,397 BULL MOUNTAIN,State Treasurer,D,,Edwards Randall,111
Washington,398 COOPER MOUNTAIN,State Treasurer,D,,Edwards Randall,45
Washington,399 METZGER,State Treasurer,D,,Edwards Randall,149
Washington,400 WASHINGTON SQUARE,State Treasurer,D,,Edwards Randall,160
Washington,401 MAYO STREET,State Treasurer,D,,Edwards Randall,159
Washington,402 WALNUT ISLAND,State Treasurer,D,,Edwards Randall,43
Washington,403 TIGARD/GAARDE ST,State Treasurer,D,,Edwards Randall,184
Washington,404 FOWLER SCHOOL,State Treasurer,D,,Edwards Randall,151
Washington,405 TWALITY SCHOOL,State Treasurer,D,,Edwards Randall,227
Washington,406 TIGARD CITY HALL,State Treasurer,D,,Edwards Randall,228
Washington,407 DEERCREEK,State Treasurer,D,,Edwards Randall,56
Washington,408 SUMMERFIELD,State Treasurer,D,,Edwards Randall,420
Washington,409 SUMMERLAKE-WEST,State Treasurer,D,,Edwards Randall,114
Washington,410 BEEF BEND RD,State Treasurer,D,,Edwards Randall,51
Washington,411 SCHOLLS HEIGHTS,State Treasurer,D,,Edwards Randall,52
Washington,412 COOPER MT SCHOOL,State Treasurer,D,,Edwards Randall,83
Washington,413 PORTLAND CITY,State Treasurer,D,,Edwards Randall,18
Washington,414 BARROWS RD,State Treasurer,D,,Edwards Randall,33
Washington,415 TUALATIN CITY/RIVER,State Treasurer,D,,Edwards Randall,28
Washington,416 SUMMERLAKE-EAST,State Treasurer,D,,Edwards Randall,89
Washington,417 ELDORADO,State Treasurer,D,,Edwards Randall,161
Washington,418 HART ROAD,State Treasurer,D,,Edwards Randall,7
Washington,419 KING CITY,State Treasurer,D,,Edwards Randall,258
Washington,420 TUALATIN CITY,State Treasurer,D,,Edwards Randall,201
Washington,421 TRI-CITIES,State Treasurer,D,,Edwards Randall,3
Washington,422 TUALATIN-UNINCORP,State Treasurer,D,,Edwards Randall,5
Washington,423 TUALATIN-NORTH,State Treasurer,D,,Edwards Randall,143
Washington,424 NW SHERWOOD CITY,State Treasurer,D,,Edwards Randall,167
Washington,425 SHERWOOD-UNINCORP,State Treasurer,D,,Edwards Randall,40
Washington,426 GRONER,State Treasurer,D,,Edwards Randall,38
Washington,427 SCHOLLS,State Treasurer,D,,Edwards Randall,91
Washington,428 TUALATIN-WEST,State Treasurer,D,,Edwards Randall,24
Washington,429 MILLER HILL,State Treasurer,D,,Edwards Randall,96
Washington,430 BALD PEAK,State Treasurer,D,,Edwards Randall,18
Washington,431 MOUNTAIN HOME,State Treasurer,D,,Edwards Randall,83
Washington,432 WILSONVILLE,State Treasurer,D,,Edwards Randall,0
Washington,433 ED BYROM SCHOOL,State Treasurer,D,,Edwards Randall,123
Washington,434 ERROL HASSELL,State Treasurer,D,,Edwards Randall,159
Washington,435 SE SHERWOOD CITY,State Treasurer,D,,Edwards Randall,141
Washington,436 TUALATIN CITY,State Treasurer,D,,Edwards Randall,37
Washington,437 HAZELBROOK,State Treasurer,D,,Edwards Randall,0
Washington,438 SE COUNTY,State Treasurer,D,,Edwards Randall,56
Washington,301 RURAL NW COUNTY,State Treasurer,D,,Gary Bruebaker,102
Washington,302 KINNAMAN,State Treasurer,D,,Gary Bruebaker,135
Washington,303 WITCH HAZEL,State Treasurer,D,,Gary Bruebaker,28
Washington,304 BUTTERNUT,State Treasurer,D,,Gary Bruebaker,158
Washington,305 BANKS,State Treasurer,D,,Gary Bruebaker,26
Washington,306 TANASBOURNE,State Treasurer,D,,Gary Bruebaker,36
Washington,307 WILLOW CREEK,State Treasurer,D,,Gary Bruebaker,150
Washington,308 BLOOMING FERN HILL,State Treasurer,D,,Gary Bruebaker,11
Washington,309 HAWTHORNE FARMS,State Treasurer,D,,Gary Bruebaker,36
Washington,310 DILLEY,State Treasurer,D,,Gary Bruebaker,73
Washington,311 LAURELWOOD,State Treasurer,D,,Gary Bruebaker,24
Washington,312 GALES CREEK,State Treasurer,D,,Gary Bruebaker,56
Washington,313 HILLSBORO-UNINCORP,State Treasurer,D,,Gary Bruebaker,22
Washington,314 GLENCOE,State Treasurer,D,,Gary Bruebaker,34
Washington,315 HELVETIA,State Treasurer,D,,Gary Bruebaker,30
Washington,316 PUMPKIN RIDGE,State Treasurer,D,,Gary Bruebaker,63
Washington,317 VERBOORT,State Treasurer,D,,Gary Bruebaker,31
Washington,318 MINTER BRIDGE,State Treasurer,D,,Gary Bruebaker,112
Washington,319 QUATAMA STREET,State Treasurer,D,,Gary Bruebaker,31
Washington,320 HAZELDALE,State Treasurer,D,,Gary Bruebaker,116
Washington,321 GASTON,State Treasurer,D,,Gary Bruebaker,14
Washington,322 JACKTOWN,State Treasurer,D,,Gary Bruebaker,18
Washington,323 INDIAN HILLS,State Treasurer,D,,Gary Bruebaker,135
Washington,324 HAGG LAKE,State Treasurer,D,,Gary Bruebaker,34
Washington,325 HILLSBORO-ISLANDS,State Treasurer,D,,Gary Bruebaker,0
Washington,326 RURAL BANKS,State Treasurer,D,,Gary Bruebaker,74
Washington,327 BROWN MIDDLE SCHOOL,State Treasurer,D,,Gary Bruebaker,115
Washington,328 FARMINGTON VIEW,State Treasurer,D,,Gary Bruebaker,80
Washington,329 CENTURY SCHOOL,State Treasurer,D,,Gary Bruebaker,108
Washington,330 NORTH PLAINS,State Treasurer,D,,Gary Bruebaker,36
Washington,331 EVERGREEN,State Treasurer,D,,Gary Bruebaker,0
Washington,332 ORENCO STATION,State Treasurer,D,,Gary Bruebaker,87
Washington,333 JOHN OLSEN,State Treasurer,D,,Gary Bruebaker,117
Washington,334 DIXIE MOUNTAIN,State Treasurer,D,,Gary Bruebaker,7
Washington,335 JACKSON SCHOOL,State Treasurer,D,,Gary Bruebaker,150
Washington,336 FAIRGROUNDS,State Treasurer,D,,Gary Bruebaker,151
Washington,337 WALNUT STREET,State Treasurer,D,,Gary Bruebaker,145
Washington,338 CORNELIUS,State Treasurer,D,,Gary Bruebaker,222
Washington,339 FOREST GROVE-EAST,State Treasurer,D,,Gary Bruebaker,236
Washington,340 FOREST GROVE-WEST,State Treasurer,D,,Gary Bruebaker,216
Washington,341 CORNELIUS-SCHEFFLIN,State Treasurer,D,,Gary Bruebaker,47
Washington,342 DAVID HILL RD,State Treasurer,D,,Gary Bruebaker,13
Washington,343 MOOBERRY,State Treasurer,D,,Gary Bruebaker,164
Washington,344 HILLSBORO CENTRAL,State Treasurer,D,,Gary Bruebaker,185
Washington,345 W/HILLSBORO-UNINCORP,State Treasurer,D,,Gary Bruebaker,8
Washington,346 CORNELIUS/TUAL RIVER,State Treasurer,D,,Gary Bruebaker,12
Washington,347 FG/TUALATIN RIVER,State Treasurer,D,,Gary Bruebaker,4
Washington,348 BROOKWOOD,State Treasurer,D,,Gary Bruebaker,0
Washington,349 DIVISION STREET,State Treasurer,D,,Gary Bruebaker,144
Washington,350 FIR GROVE,State Treasurer,D,,Gary Bruebaker,231
Washington,351 ALOHA PARK,State Treasurer,D,,Gary Bruebaker,124
Washington,352 BEAVERTON-CENTER,State Treasurer,D,,Gary Bruebaker,52
Washington,353 WALKER ROAD-SOUTH,State Treasurer,D,,Gary Bruebaker,82
Washington,354 CHEHALEM SCHOOL,State Treasurer,D,,Gary Bruebaker,205
Washington,355 MEADOW PARK,State Treasurer,D,,Gary Bruebaker,250
Washington,356 ALOHA-WEST,State Treasurer,D,,Gary Bruebaker,153
Washington,357 HERITAGE PARK,State Treasurer,D,,Gary Bruebaker,118
Washington,358 SEMINOLE ESTATES,State Treasurer,D,,Gary Bruebaker,84
Washington,359 WATERHOUSE,State Treasurer,D,,Gary Bruebaker,148
Washington,360 PHEASANT LANE,State Treasurer,D,,Gary Bruebaker,147
Washington,361 MILLIKAN,State Treasurer,D,,Gary Bruebaker,34
Washington,362 CEDAR HILLS,State Treasurer,D,,Gary Bruebaker,220
Washington,363 BARNES RD,State Treasurer,D,,Gary Bruebaker,190
Washington,364 MCDANIEL RD,State Treasurer,D,,Gary Bruebaker,155
Washington,365 LEAHY RD,State Treasurer,D,,Gary Bruebaker,195
Washington,366 WEST TUALATIN VIEW,State Treasurer,D,,Gary Bruebaker,126
Washington,367 THOMPSON RD,State Treasurer,D,,Gary Bruebaker,55
Washington,368 SOMERSET,State Treasurer,D,,Gary Bruebaker,109
Washington,369 COLUMBIA,State Treasurer,D,,Gary Bruebaker,83
Washington,370 ROCK CREEK,State Treasurer,D,,Gary Bruebaker,79
Washington,371 OAK HILLS,State Treasurer,D,,Gary Bruebaker,96
Washington,372 RIDGEWOOD SCHOOL,State Treasurer,D,,Gary Bruebaker,93
Washington,373 PCC,State Treasurer,D,,Gary Bruebaker,47
Washington,374 JACOBSON RD,State Treasurer,D,,Gary Bruebaker,2
Washington,375 PORTLAND CITY,State Treasurer,D,,Gary Bruebaker,12
Washington,376 WESTVIEW,State Treasurer,D,,Gary Bruebaker,158
Washington,377 BETHANY,State Treasurer,D,,Gary Bruebaker,164
Washington,378 CANYON LN,State Treasurer,D,,Gary Bruebaker,52
Washington,379 HALL BLVD,State Treasurer,D,,Gary Bruebaker,226
Washington,380 HIGHLAND PARK,State Treasurer,D,,Gary Bruebaker,171
Washington,381 BEAVERTON/CENTER ST,State Treasurer,D,,Gary Bruebaker,185
Washington,382 GREENWAY,State Treasurer,D,,Gary Bruebaker,175
Washington,383 BEAVERTON-HILLSDALE,State Treasurer,D,,Gary Bruebaker,85
Washington,384 GARDEN HOME,State Treasurer,D,,Gary Bruebaker,197
Washington,385 PORTLAND GOLF CLUB,State Treasurer,D,,Gary Bruebaker,143
Washington,386 RALEIGH PARK,State Treasurer,D,,Gary Bruebaker,249
Washington,387 CANYON RD,State Treasurer,D,,Gary Bruebaker,19
Washington,388 WHITFORD,State Treasurer,D,,Gary Bruebaker,67
Washington,389 SEXTON MOUNTAIN,State Treasurer,D,,Gary Bruebaker,115
Washington,390 SOUTHRIDGE,State Treasurer,D,,Gary Bruebaker,174
Washington,391 PORTLAND CITY COM 3,State Treasurer,D,,Gary Bruebaker,6
Washington,392 PORTLAND CITY COM 2,State Treasurer,D,,Gary Bruebaker,0
Washington,393 MONTCLAIR,State Treasurer,D,,Gary Bruebaker,50
Washington,394 CANBY ST,State Treasurer,D,,Gary Bruebaker,3
Washington,395 MURRAYHILL,State Treasurer,D,,Gary Bruebaker,79
Washington,396 DURHAM,State Treasurer,D,,Gary Bruebaker,34
