county,precinct,office,district,candidate,party,votes
Washington,0301 301,U.S. Senate,,Mike Montchalin,LBT,49
Washington,0301 301,U.S. Senate,,Jeff Merkley,DEM,552
Washington,0301 301,U.S. Senate,,Christina Jean Lugo,PAC,28
Washington,0301 301,U.S. Senate,,James E. Leuenberger,CON,35
Washington,0301 301,U.S. Senate,,Monica Wehby,REP,587
Washington,0301 301,U.S. Senate,,Write-ins,,6
Washington,0301 301,U.S. Senate,,Over Votes,,0
Washington,0301 301,U.S. Senate,,Under Votes,,51
Washington,0302 302,U.S. Senate,,Mike Montchalin,LBT,59
Washington,0302 302,U.S. Senate,,Jeff Merkley,DEM,730
Washington,0302 302,U.S. Senate,,Christina Jean Lugo,PAC,32
Washington,0302 302,U.S. Senate,,James E. Leuenberger,CON,31
Washington,0302 302,U.S. Senate,,Monica Wehby,REP,469
Washington,0302 302,U.S. Senate,,Write-ins,,5
Washington,0302 302,U.S. Senate,,Over Votes,,1
Washington,0302 302,U.S. Senate,,Under Votes,,78
Washington,0303 303,U.S. Senate,,Mike Montchalin,LBT,20
Washington,0303 303,U.S. Senate,,Jeff Merkley,DEM,270
Washington,0303 303,U.S. Senate,,Christina Jean Lugo,PAC,9
Washington,0303 303,U.S. Senate,,James E. Leuenberger,CON,20
Washington,0303 303,U.S. Senate,,Monica Wehby,REP,253
Washington,0303 303,U.S. Senate,,Write-ins,,2
Washington,0303 303,U.S. Senate,,Over Votes,,0
Washington,0303 303,U.S. Senate,,Under Votes,,32
Washington,0304 304,U.S. Senate,,Mike Montchalin,LBT,77
Washington,0304 304,U.S. Senate,,Jeff Merkley,DEM,970
Washington,0304 304,U.S. Senate,,Christina Jean Lugo,PAC,34
Washington,0304 304,U.S. Senate,,James E. Leuenberger,CON,33
Washington,0304 304,U.S. Senate,,Monica Wehby,REP,660
Washington,0304 304,U.S. Senate,,Write-ins,,7
Washington,0304 304,U.S. Senate,,Over Votes,,0
Washington,0304 304,U.S. Senate,,Under Votes,,88
Washington,0305 305,U.S. Senate,,Mike Montchalin,LBT,16
Washington,0305 305,U.S. Senate,,Jeff Merkley,DEM,220
Washington,0305 305,U.S. Senate,,Christina Jean Lugo,PAC,9
Washington,0305 305,U.S. Senate,,James E. Leuenberger,CON,17
Washington,0305 305,U.S. Senate,,Monica Wehby,REP,282
Washington,0305 305,U.S. Senate,,Write-ins,,2
Washington,0305 305,U.S. Senate,,Over Votes,,0
Washington,0305 305,U.S. Senate,,Under Votes,,43
Washington,0306 306,U.S. Senate,,Mike Montchalin,LBT,16
Washington,0306 306,U.S. Senate,,Jeff Merkley,DEM,245
Washington,0306 306,U.S. Senate,,Christina Jean Lugo,PAC,15
Washington,0306 306,U.S. Senate,,James E. Leuenberger,CON,4
Washington,0306 306,U.S. Senate,,Monica Wehby,REP,117
Washington,0306 306,U.S. Senate,,Write-ins,,1
Washington,0306 306,U.S. Senate,,Over Votes,,0
Washington,0306 306,U.S. Senate,,Under Votes,,22
Washington,0307 307,U.S. Senate,,Mike Montchalin,LBT,36
Washington,0307 307,U.S. Senate,,Jeff Merkley,DEM,567
Washington,0307 307,U.S. Senate,,Christina Jean Lugo,PAC,17
Washington,0307 307,U.S. Senate,,James E. Leuenberger,CON,19
Washington,0307 307,U.S. Senate,,Monica Wehby,REP,459
Washington,0307 307,U.S. Senate,,Write-ins,,6
Washington,0307 307,U.S. Senate,,Over Votes,,0
Washington,0307 307,U.S. Senate,,Under Votes,,60
Washington,0308 308,U.S. Senate,,Mike Montchalin,LBT,4
Washington,0308 308,U.S. Senate,,Jeff Merkley,DEM,49
Washington,0308 308,U.S. Senate,,Christina Jean Lugo,PAC,2
Washington,0308 308,U.S. Senate,,James E. Leuenberger,CON,7
Washington,0308 308,U.S. Senate,,Monica Wehby,REP,49
Washington,0308 308,U.S. Senate,,Write-ins,,4
Washington,0308 308,U.S. Senate,,Over Votes,,0
Washington,0308 308,U.S. Senate,,Under Votes,,8
Washington,0309 309,U.S. Senate,,Mike Montchalin,LBT,120
Washington,0309 309,U.S. Senate,,Jeff Merkley,DEM,1725
Washington,0309 309,U.S. Senate,,Christina Jean Lugo,PAC,57
Washington,0309 309,U.S. Senate,,James E. Leuenberger,CON,32
Washington,0309 309,U.S. Senate,,Monica Wehby,REP,901
Washington,0309 309,U.S. Senate,,Write-ins,,16
Washington,0309 309,U.S. Senate,,Over Votes,,0
Washington,0309 309,U.S. Senate,,Under Votes,,125
Washington,0310 310,U.S. Senate,,Mike Montchalin,LBT,34
Washington,0310 310,U.S. Senate,,Jeff Merkley,DEM,525
Washington,0310 310,U.S. Senate,,Christina Jean Lugo,PAC,22
Washington,0310 310,U.S. Senate,,James E. Leuenberger,CON,14
Washington,0310 310,U.S. Senate,,Monica Wehby,REP,554
Washington,0310 310,U.S. Senate,,Write-ins,,5
Washington,0310 310,U.S. Senate,,Over Votes,,0
Washington,0310 310,U.S. Senate,,Under Votes,,52
Washington,0311 311,U.S. Senate,,Mike Montchalin,LBT,18
Washington,0311 311,U.S. Senate,,Jeff Merkley,DEM,190
Washington,0311 311,U.S. Senate,,Christina Jean Lugo,PAC,8
Washington,0311 311,U.S. Senate,,James E. Leuenberger,CON,7
Washington,0311 311,U.S. Senate,,Monica Wehby,REP,182
Washington,0311 311,U.S. Senate,,Write-ins,,2
Washington,0311 311,U.S. Senate,,Over Votes,,0
Washington,0311 311,U.S. Senate,,Under Votes,,24
Washington,0312 312,U.S. Senate,,Mike Montchalin,LBT,20
Washington,0312 312,U.S. Senate,,Jeff Merkley,DEM,250
Washington,0312 312,U.S. Senate,,Christina Jean Lugo,PAC,8
Washington,0312 312,U.S. Senate,,James E. Leuenberger,CON,9
Washington,0312 312,U.S. Senate,,Monica Wehby,REP,263
Washington,0312 312,U.S. Senate,,Write-ins,,2
Washington,0312 312,U.S. Senate,,Over Votes,,0
Washington,0312 312,U.S. Senate,,Under Votes,,17
Washington,0313 313,U.S. Senate,,Mike Montchalin,LBT,0
Washington,0313 313,U.S. Senate,,Jeff Merkley,DEM,4
Washington,0313 313,U.S. Senate,,Christina Jean Lugo,PAC,0
Washington,0313 313,U.S. Senate,,James E. Leuenberger,CON,0
Washington,0313 313,U.S. Senate,,Monica Wehby,REP,0
Washington,0313 313,U.S. Senate,,Write-ins,,0
Washington,0313 313,U.S. Senate,,Over Votes,,0
Washington,0313 313,U.S. Senate,,Under Votes,,1
Washington,0314 314,U.S. Senate,,Mike Montchalin,LBT,5
Washington,0314 314,U.S. Senate,,Jeff Merkley,DEM,86
Washington,0314 314,U.S. Senate,,Christina Jean Lugo,PAC,2
Washington,0314 314,U.S. Senate,,James E. Leuenberger,CON,9
Washington,0314 314,U.S. Senate,,Monica Wehby,REP,118
Washington,0314 314,U.S. Senate,,Write-ins,,0
Washington,0314 314,U.S. Senate,,Over Votes,,0
Washington,0314 314,U.S. Senate,,Under Votes,,13
Washington,0315 315,U.S. Senate,,Mike Montchalin,LBT,21
Washington,0315 315,U.S. Senate,,Jeff Merkley,DEM,320
Washington,0315 315,U.S. Senate,,Christina Jean Lugo,PAC,6
Washington,0315 315,U.S. Senate,,James E. Leuenberger,CON,13
Washington,0315 315,U.S. Senate,,Monica Wehby,REP,358
Washington,0315 315,U.S. Senate,,Write-ins,,4
Washington,0315 315,U.S. Senate,,Over Votes,,0
Washington,0315 315,U.S. Senate,,Under Votes,,34
Washington,0316 316,U.S. Senate,,Mike Montchalin,LBT,10
