county,district,office,candidate,precinct,votes
Yamhill,,State Treasurer,Tom Cox,PRE012 ,1098
Yamhill,,State Treasurer,Tom Cox,PRE013 ,1124
Yamhill,,State Treasurer,Tom Cox,PRE014 ,666
Yamhill,,State Treasurer,Tom Cox,PRE015 ,671
Yamhill,,State Treasurer,Tom Cox,PRE016 ,494
Yamhill,,State Treasurer,Tom Cox,PRE017 ,659
Yamhill,,State Treasurer,Tom Cox,PRE018 ,1368
Yamhill,,State Treasurer,Tom Cox,PRE019 ,694
Yamhill,,State Treasurer,Tom Cox,PRE020 ,774
Yamhill,,State Treasurer,Tom Cox,PRE021 ,759
Yamhill,,State Treasurer,Tom Cox,PRE022 ,754
Yamhill,,State Treasurer,Tom Cox,PRE026 ,616
Yamhill,,State Treasurer,Tom Cox,PRE027 ,164
Yamhill,,State Treasurer,Tom Cox,PRE028 ,386
Yamhill,,State Treasurer,Write-ins,PRE001 ,4
Yamhill,,State Treasurer,Write-ins,PRE002 ,1
Yamhill,,State Treasurer,Write-ins,PRE003 ,2
Yamhill,,State Treasurer,Write-ins,PRE004 ,4
Yamhill,,State Treasurer,Write-ins,PRE007 ,3
Yamhill,,State Treasurer,Write-ins,PRE009 ,2
Yamhill,,State Treasurer,Write-ins,PRE010 ,2
Yamhill,,State Treasurer,Write-ins,PRE012 ,5
Yamhill,,State Treasurer,Write-ins,PRE013 ,4
Yamhill,,State Treasurer,Write-ins,PRE014 ,2
Yamhill,,State Treasurer,Write-ins,PRE015 ,1
Yamhill,,State Treasurer,Write-ins,PRE016 ,2
Yamhill,,State Treasurer,Write-ins,PRE017 ,4
Yamhill,,State Treasurer,Write-ins,PRE018 ,2
Yamhill,,State Treasurer,Write-ins,PRE019 ,2
Yamhill,,State Treasurer,Write-ins,PRE020 ,0
Yamhill,,State Treasurer,Write-ins,PRE021 ,3
Yamhill,,State Treasurer,Write-ins,PRE022 ,0
Yamhill,,State Treasurer,Write-ins,PRE026 ,0
Yamhill,,State Treasurer,Write-ins,PRE027 ,0
Yamhill,,State Treasurer,Write-ins,PRE028 ,1
Yamhill,,Attorney General,Chris Henry,PRE001 ,16
Yamhill,,Attorney General,Chris Henry,PRE002 ,37
Yamhill,,Attorney General,Chris Henry,PRE003 ,41
Yamhill,,Attorney General,Chris Henry,PRE004 ,43
Yamhill,,Attorney General,Chris Henry,PRE007 ,22
Yamhill,,Attorney General,Chris Henry,PRE009 ,33
Yamhill,,Attorney General,Chris Henry,PRE010 ,25
Yamhill,,Attorney General,Chris Henry,PRE012 ,49
Yamhill,,Attorney General,Chris Henry,PRE013 ,27
Yamhill,,Attorney General,Chris Henry,PRE014 ,25
Yamhill,,Attorney General,Chris Henry,PRE015 ,22
Yamhill,,Attorney General,Chris Henry,PRE016 ,18
Yamhill,,Attorney General,Chris Henry,PRE017 ,30
Yamhill,,Attorney General,Chris Henry,PRE018 ,35
Yamhill,,Attorney General,Chris Henry,PRE019 ,42
Yamhill,,Attorney General,Chris Henry,PRE020 ,13
Yamhill,,Attorney General,Chris Henry,PRE021 ,28
Yamhill,,Attorney General,Chris Henry,PRE022 ,33
Yamhill,,Attorney General,Chris Henry,PRE026 ,28
Yamhill,,Attorney General,Chris Henry,PRE027 ,10
Yamhill,,Attorney General,Chris Henry,PRE028 ,21
Yamhill,,Attorney General,James L. Buchal,PRE001 ,1044
Yamhill,,Attorney General,James L. Buchal,PRE002 ,1334
Yamhill,,Attorney General,James L. Buchal,PRE003 ,1685
Yamhill,,Attorney General,James L. Buchal,PRE004 ,1200
Yamhill,,Attorney General,James L. Buchal,PRE007 ,703
Yamhill,,Attorney General,James L. Buchal,PRE009 ,1348
Yamhill,,Attorney General,James L. Buchal,PRE010 ,870
Yamhill,,Attorney General,James L. Buchal,PRE012 ,1162
Yamhill,,Attorney General,James L. Buchal,PRE013 ,1198
Yamhill,,Attorney General,James L. Buchal,PRE014 ,725
Yamhill,,Attorney General,James L. Buchal,PRE015 ,722
Yamhill,,Attorney General,James L. Buchal,PRE016 ,543
Yamhill,,Attorney General,James L. Buchal,PRE017 ,719
Yamhill,,Attorney General,James L. Buchal,PRE018 ,1451
Yamhill,,Attorney General,James L. Buchal,PRE019 ,741
Yamhill,,Attorney General,James L. Buchal,PRE020 ,845
Yamhill,,Attorney General,James L. Buchal,PRE021 ,778
Yamhill,,Attorney General,James L. Buchal,PRE022 ,784
Yamhill,,Attorney General,James L. Buchal,PRE026 ,637
Yamhill,,Attorney General,James L. Buchal,PRE027 ,175
Yamhill,,Attorney General,James L. Buchal,PRE028 ,394
Yamhill,,Attorney General,James E. Leuenberger,PRE001 ,38
Yamhill,,Attorney General,James E. Leuenberger,PRE002 ,108
Yamhill,,Attorney General,James E. Leuenberger,PRE003 ,83
Yamhill,,Attorney General,James E. Leuenberger,PRE004 ,82
Yamhill,,Attorney General,James E. Leuenberger,PRE007 ,44
Yamhill,,Attorney General,James E. Leuenberger,PRE009 ,58
Yamhill,,Attorney General,James E. Leuenberger,PRE010 ,68
Yamhill,,Attorney General,James E. Leuenberger,PRE012 ,93
Yamhill,,Attorney General,James E. Leuenberger,PRE013 ,80
Yamhill,,Attorney General,James E. Leuenberger,PRE014 ,61
Yamhill,,Attorney General,James E. Leuenberger,PRE015 ,37
Yamhill,,Attorney General,James E. Leuenberger,PRE016 ,42
Yamhill,,Attorney General,James E. Leuenberger,PRE017 ,45
Yamhill,,Attorney General,James E. Leuenberger,PRE018 ,51
Yamhill,,Attorney General,James E. Leuenberger,PRE019 ,69
Yamhill,,Attorney General,James E. Leuenberger,PRE020 ,38
Yamhill,,Attorney General,James E. Leuenberger,PRE021 ,57
Yamhill,,Attorney General,James E. Leuenberger,PRE022 ,75
Yamhill,,Attorney General,James E. Leuenberger,PRE026 ,39
Yamhill,,Attorney General,James E. Leuenberger,PRE027 ,27
Yamhill,,Attorney General,James E. Leuenberger,PRE028 ,47
Yamhill,,Attorney General,Ellen Rosenblum,PRE001 ,760
Yamhill,,Attorney General,Ellen Rosenblum,PRE002 ,1206
Yamhill,,Attorney General,Ellen Rosenblum,PRE003 ,1483
Yamhill,,Attorney General,Ellen Rosenblum,PRE004 ,1080
Yamhill,,Attorney General,Ellen Rosenblum,PRE007 ,701
Yamhill,,Attorney General,Ellen Rosenblum,PRE009 ,1149
Yamhill,,Attorney General,Ellen Rosenblum,PRE010 ,827
Yamhill,,Attorney General,Ellen Rosenblum,PRE012 ,952
Yamhill,,Attorney General,Ellen Rosenblum,PRE013 ,977
Yamhill,,Attorney General,Ellen Rosenblum,PRE014 ,930
Yamhill,,Attorney General,Ellen Rosenblum,PRE015 ,960
Yamhill,,Attorney General,Ellen Rosenblum,PRE016 ,713
Yamhill,,Attorney General,Ellen Rosenblum,PRE017 ,938
Yamhill,,Attorney General,Ellen Rosenblum,PRE018 ,1591
Yamhill,,Attorney General,Ellen Rosenblum,PRE019 ,1245
Yamhill,,Attorney General,Ellen Rosenblum,PRE020 ,714
Yamhill,,Attorney General,Ellen Rosenblum,PRE021 ,743
Yamhill,,Attorney General,Ellen Rosenblum,PRE022 ,754
Yamhill,,Attorney General,Ellen Rosenblum,PRE026 ,643
Yamhill,,Attorney General,Ellen Rosenblum,PRE027 ,175
Yamhill,,Attorney General,Ellen Rosenblum,PRE028 ,316
Yamhill,,Attorney General,Write-ins,PRE001 ,4
Yamhill,,Attorney General,Write-ins,PRE002 ,2
Yamhill,,Attorney General,Write-ins,PRE003 ,5
Yamhill,,Attorney General,Write-ins,PRE004 ,4
Yamhill,,Attorney General,Write-ins,PRE007 ,2
Yamhill,,Attorney General,Write-ins,PRE009 ,1
Yamhill,,Attorney General,Write-ins,PRE010 ,5
Yamhill,,Attorney General,Write-ins,PRE012 ,5
Yamhill,,Attorney General,Write-ins,PRE013 ,2
Yamhill,,Attorney General,Write-ins,PRE014 ,4
Yamhill,,Attorney General,Write-ins,PRE015 ,3
Yamhill,,Attorney General,Write-ins,PRE016 ,2
Yamhill,,Attorney General,Write-ins,PRE017 ,5
Yamhill,,Attorney General,Write-ins,PRE018 ,4
Yamhill,,Attorney General,Write-ins,PRE019 ,4
Yamhill,,Attorney General,Write-ins,PRE020 ,0
Yamhill,,Attorney General,Write-ins,PRE021 ,3
Yamhill,,Attorney General,Write-ins,PRE022 ,2
Yamhill,,Attorney General,Write-ins,PRE026 ,2
Yamhill,,Attorney General,Write-ins,PRE027 ,1
Yamhill,,Attorney General,Write-ins,PRE028 ,4
Yamhill,5,State Senate,Scott Roberts,PRE026 ,749
Yamhill,5,State Senate,Scott Roberts,PRE028 ,464
Yamhill,5,State Senate,Arnie Roblan,PRE026 ,602
Yamhill,5,State Senate,Arnie Roblan,PRE028 ,321
Yamhill,5,State Senate,Write-ins,PRE026 ,3
Yamhill,5,State Senate,Write-ins,PRE028 ,3
Yamhill,12,State Senate,Annette Frank,PRE007 ,608
Yamhill,12,State Senate,Annette Frank,PRE009 ,956
Yamhill,12,State Senate,Annette Frank,PRE010 ,789
Yamhill,12,State Senate,Annette Frank,PRE012 ,791
Yamhill,12,State Senate,Annette Frank,PRE013 ,833
Yamhill,12,State Senate,Annette Frank,PRE014 ,815
Yamhill,12,State Senate,Annette Frank,PRE015 ,800
Yamhill,12,State Senate,Annette Frank,PRE016 ,608
Yamhill,12,State Senate,Annette Frank,PRE017 ,763
Yamhill,12,State Senate,Annette Frank,PRE018 ,1273
Yamhill,12,State Senate,Annette Frank,PRE019 ,1068
Yamhill,12,State Senate,Annette Frank,PRE020 ,600
Yamhill,12,State Senate,Annette Frank,PRE021 ,638
Yamhill,12,State Senate,Annette Frank,PRE022 ,638
Yamhill,12,State Senate,Annette Frank,PRE027 ,145
Yamhill,12,State Senate,Brian J. Boquist,PRE007 ,859
Yamhill,12,State Senate,Brian J. Boquist,PRE009 ,1604
Yamhill,12,State Senate,Brian J. Boquist,PRE010 ,1019
Yamhill,12,State Senate,Brian J. Boquist,PRE012 ,1452
Yamhill,12,State Senate,Brian J. Boquist,PRE013 ,1438
Yamhill,12,State Senate,Brian J. Boquist,PRE014 ,894
Yamhill,12,State Senate,Brian J. Boquist,PRE015 ,916
Yamhill,12,State Senate,Brian J. Boquist,PRE016 ,693
Yamhill,12,State Senate,Brian J. Boquist,PRE017 ,956
Yamhill,12,State Senate,Brian J. Boquist,PRE018 ,1823
Yamhill,12,State Senate,Brian J. Boquist,PRE019 ,994
Yamhill,12,State Senate,Brian J. Boquist,PRE020 ,986
Yamhill,12,State Senate,Brian J. Boquist,PRE021 ,961
Yamhill,12,State Senate,Brian J. Boquist,PRE022 ,996
Yamhill,12,State Senate,Brian J. Boquist,PRE027 ,240
Yamhill,12,State Senate,Write-ins,PRE007 ,2
Yamhill,12,State Senate,Write-ins,PRE009 ,1
Yamhill,12,State Senate,Write-ins,PRE010 ,3
Yamhill,12,State Senate,Write-ins,PRE012 ,3
Yamhill,12,State Senate,Write-ins,PRE013 ,2
Yamhill,12,State Senate,Write-ins,PRE014 ,4
Yamhill,12,State Senate,Write-ins,PRE015 ,8
Yamhill,12,State Senate,Write-ins,PRE016 ,4
Yamhill,12,State Senate,Write-ins,PRE017 ,4
Yamhill,12,State Senate,Write-ins,PRE018 ,6
Yamhill,12,State Senate,Write-ins,PRE019 ,9
Yamhill,12,State Senate,Write-ins,PRE020 ,0
Yamhill,12,State Senate,Write-ins,PRE021 ,7
Yamhill,12,State Senate,Write-ins,PRE022 ,1
Yamhill,12,State Senate,Write-ins,PRE027 ,1
Yamhill,10,State House,David Gomberg,PRE026 ,652
Yamhill,10,State House,David Gomberg,PRE028 ,321
Yamhill,10,State House,Jerome Grant,PRE026 ,675
Yamhill,10,State House,Jerome Grant,PRE028 ,445
Yamhill,10,State House,Write-ins,PRE026 ,1
Yamhill,10,State House,Write-ins,PRE028 ,3
Yamhill,23,State House,Ross Swartzendruber,PRE010 ,633
Yamhill,23,State House,Ross Swartzendruber,PRE012 ,774
Yamhill,23,State House,Ross Swartzendruber,PRE020 ,541
Yamhill,23,State House,Ross Swartzendruber,PRE027 ,134
Yamhill,23,State House,Alex Polikoff,PRE010 ,161
Yamhill,23,State House,Alex Polikoff,PRE012 ,182
Yamhill,23,State House,Alex Polikoff,PRE020 ,96
Yamhill,23,State House,Alex Polikoff,PRE027 ,51
Yamhill,23,State House,Jim Thompson,PRE010 ,985
Yamhill,23,State House,Jim Thompson,PRE012 ,1283
Yamhill,23,State House,Jim Thompson,PRE020 ,942
Yamhill,23,State House,Jim Thompson,PRE027 ,199
Yamhill,23,State House,Write-ins,PRE010 ,5
Yamhill,23,State House,Write-ins,PRE012 ,5
Yamhill,23,State House,Write-ins,PRE020 ,2
Yamhill,23,State House,Write-ins,PRE027 ,0
Yamhill,24,State House,Jim Weidner,PRE007 ,833
Yamhill,24,State House,Jim Weidner,PRE009 ,1559
Yamhill,24,State House,Jim Weidner,PRE013 ,1464
Yamhill,24,State House,Jim Weidner,PRE014 ,890
Yamhill,24,State House,Jim Weidner,PRE015 ,887
Yamhill,24,State House,Jim Weidner,PRE016 ,671
Yamhill,24,State House,Jim Weidner,PRE017 ,918
Yamhill,24,State House,Jim Weidner,PRE018 ,1737
Yamhill,24,State House,Jim Weidner,PRE019 ,935
Yamhill,24,State House,Jim Weidner,PRE021 ,987
Yamhill,24,State House,Jim Weidner,PRE022 ,987
Yamhill,24,State House,Kohler Johnson,PRE007 ,38
Yamhill,24,State House,Kohler Johnson,PRE009 ,41
Yamhill,24,State House,Kohler Johnson,PRE013 ,53
Yamhill,24,State House,Kohler Johnson,PRE014 ,46
Yamhill,24,State House,Kohler Johnson,PRE015 ,39
Yamhill,24,State House,Kohler Johnson,PRE016 ,26
Yamhill,24,State House,Kohler Johnson,PRE017 ,38
Yamhill,24,State House,Kohler Johnson,PRE018 ,46
Yamhill,24,State House,Kohler Johnson,PRE019 ,56
Yamhill,24,State House,Kohler Johnson,PRE021 ,39
Yamhill,24,State House,Kohler Johnson,PRE022 ,41
Yamhill,24,State House,Kathy Campbell,PRE007 ,615
Yamhill,24,State House,Kathy Campbell,PRE009 ,983
Yamhill,24,State House,Kathy Campbell,PRE013 ,817
Yamhill,24,State House,Kathy Campbell,PRE014 ,830
Yamhill,24,State House,Kathy Campbell,PRE015 ,839
Yamhill,24,State House,Kathy Campbell,PRE016 ,634
Yamhill,24,State House,Kathy Campbell,PRE017 ,833
Yamhill,24,State House,Kathy Campbell,PRE018 ,1386
Yamhill,24,State House,Kathy Campbell,PRE019 ,1138
Yamhill,24,State House,Kathy Campbell,PRE021 ,641
Yamhill,24,State House,Kathy Campbell,PRE022 ,646
Yamhill,24,State House,Write-ins,PRE007 ,2
Yamhill,24,State House,Write-ins,PRE009 ,1
Yamhill,24,State House,Write-ins,PRE004 ,1
Yamhill,24,State House,Write-ins,PRE014 ,1
Yamhill,24,State House,Write-ins,PRE015 ,3
Yamhill,24,State House,Write-ins,PRE016 ,3
Yamhill,24,State House,Write-ins,PRE017 ,2
Yamhill,24,State House,Write-ins,PRE018 ,3
Yamhill,24,State House,Write-ins,PRE019 ,3
Yamhill,24,State House,Write-ins,PRE021 ,2
Yamhill,24,State House,Write-ins,PRE022 ,2
Yamhill,25,State House,Paul Holman,PRE001 ,603
Yamhill,25,State House,Paul Holman,PRE002 ,952
Yamhill,25,State House,Paul Holman,PRE003 ,1143
Yamhill,25,State House,Paul Holman,PRE004 ,856
Yamhill,25,State House,Ryan Haffner,PRE001 ,50
Yamhill,25,State House,Ryan Haffner,PRE002 ,90
Yamhill,25,State House,Ryan Haffner,PRE003 ,101
Yamhill,25,State House,Ryan Haffner,PRE004 ,77
Yamhill,25,State House,Kim Thatcher,PRE001 ,1204
Yamhill,25,State House,Kim Thatcher,PRE002 ,1632
Yamhill,25,State House,Kim Thatcher,PRE003 ,2091
Yamhill,25,State House,Kim Thatcher,PRE004 ,1476
Yamhill,25,State House,Write-ins,PRE001 ,4
Yamhill,25,State House,Write-ins,PRE002 ,5
Yamhill,25,State House,Write-ins,PRE003 ,7
Yamhill,25,State House,Write-ins,PRE004 ,2
Yamhill,32,State House,Jim Welsh,PRE013,0
Yamhill,32,State House,Deborah Boone,PRE013,1
Yamhill,32,State House,Perry Roll,PRE013,0
