county,precinct,office,district,party,candidate,votes,,,
Lake,COGSWELL CREEK P-11,President,,REP,Newt Gingrich,8,,,
Lake,THOM. CRK. WESTSIDE P-12,President,,REP,Newt Gingrich,11,,,
Lake,CHRISTMAS VALLEY P-13,President,,REP,Newt Gingrich,21,,,
Lake,FORT ROCK P-14,President,,REP,Newt Gingrich,3,,,
Lake,WEST LAKEVIEW P-15,President,,REP,Newt Gingrich,3,,,
Lake,NEW PINE CREEK P-16,President,,REP,Newt Gingrich,3,,,
Lake,VALLEY FALLS P-18,President,,REP,Newt Gingrich,5,,,
Lake,NO. CENTRAL LKVW. P-20,President,,REP,Newt Gingrich,5,,,
Lake,SO. CENTRAL LKVW. P-21,President,,REP,Newt Gingrich,17,,,
Lake,SILVER LAKE P-1,President,,REP,Mitt Romney,30,,,
Lake,SUMMER LAKE P-2,President,,REP,Mitt Romney,10,,,
Lake,PAISLEY P-3,President,,REP,Mitt Romney,59,,,
Lake,CROOKED CREEK P-4,President,,REP,Mitt Romney,86,,,
Lake,NORTH WARNER P-5,President,,REP,Mitt Romney,15,,,
Lake,SOUTH WARNER P-6,President,,REP,Mitt Romney,22,,,
Lake,NORTH LAKEVIEW P-7,President,,REP,Mitt Romney,54,,,
Lake,SOUTH LAKEVIEW P-8,President,,REP,Mitt Romney,79,,,
Lake,FREMONT P-9,President,,REP,Mitt Romney,75,,,
Lake,GOOSE LAKE P-10,President,,REP,Mitt Romney,81,,,
Lake,COGSWELL CREEK P-11,President,,REP,Mitt Romney,93,,,
Lake,THOM. CRK. WESTSIDE P-12,President,,REP,Mitt Romney,172,,,
Lake,CHRISTMAS VALLEY P-13,President,,REP,Mitt Romney,106,,,
Lake,FORT ROCK P-14,President,,REP,Mitt Romney,31,,,
Lake,WEST LAKEVIEW P-15,President,,REP,Mitt Romney,43,,,
Lake,NEW PINE CREEK P-16,President,,REP,Mitt Romney,18,,,
Lake,VALLEY FALLS P-18,President,,REP,Mitt Romney,9,,,
Lake,NO. CENTRAL LKVW. P-20,President,,REP,Mitt Romney,60,,,
Lake,SO. CENTRAL LKVW. P-21,President,,REP,Mitt Romney,61,,,
Lake,SILVER LAKE P-1,President,,REP,Write-ins,2,,,
Lake,SUMMER LAKE P-2,President,,REP,Write-ins,0,,,
Lake,PAISLEY P-3,President,,REP,Write-ins,1,,,
Lake,CROOKED CREEK P-4,President,,REP,Write-ins,2,,,
Lake,NORTH WARNER P-5,President,,REP,Write-ins,2,,,
Lake,SOUTH WARNER P-6,President,,REP,Write-ins,1,,,
Lake,NORTH LAKEVIEW P-7,President,,REP,Write-ins,3,,,
Lake,SOUTH LAKEVIEW P-8,President,,REP,Write-ins,1,,,
Lake,FREMONT P-9,President,,REP,Write-ins,0,,,
Lake,GOOSE LAKE P-10,President,,REP,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,President,,REP,Write-ins,2,,,
Lake,THOM. CRK. WESTSIDE P-12,President,,REP,Write-ins,2,,,
Lake,CHRISTMAS VALLEY P-13,President,,REP,Write-ins,0,,,
Lake,FORT ROCK P-14,President,,REP,Write-ins,0,,,
Lake,WEST LAKEVIEW P-15,President,,REP,Write-ins,1,,,
Lake,NEW PINE CREEK P-16,President,,REP,Write-ins,1,,,
Lake,VALLEY FALLS P-18,President,,REP,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,President,,REP,Write-ins,0,,,
Lake,SO. CENTRAL LKVW. P-21,President,,REP,Write-ins,3,,,
Lake,SILVER LAKE P-1,President,,REP,Over Votes,1,,,
Lake,SUMMER LAKE P-2,President,,REP,Over Votes,0,,,
Lake,PAISLEY P-3,President,,REP,Over Votes,1,,,
Lake,CROOKED CREEK P-4,President,,REP,Over Votes,0,,,
Lake,NORTH WARNER P-5,President,,REP,Over Votes,0,,,
Lake,SOUTH WARNER P-6,President,,REP,Over Votes,0,,,
Lake,NORTH LAKEVIEW P-7,President,,REP,Over Votes,1,,,
Lake,SOUTH LAKEVIEW P-8,President,,REP,Over Votes,0,,,
Lake,FREMONT P-9,President,,REP,Over Votes,0,,,
Lake,GOOSE LAKE P-10,President,,REP,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,President,,REP,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,President,,REP,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,President,,REP,Over Votes,3,,,
Lake,FORT ROCK P-14,President,,REP,Over Votes,1,,,
Lake,WEST LAKEVIEW P-15,President,,REP,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,President,,REP,Over Votes,0,,,
Lake,VALLEY FALLS P-18,President,,REP,Over Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,President,,REP,Over Votes,1,,,
Lake,SO. CENTRAL LKVW. P-21,President,,REP,Over Votes,0,,,
Lake,SILVER LAKE P-1,President,,REP,Under Votes,2,,,
Lake,SUMMER LAKE P-2,President,,REP,Under Votes,1,,,
Lake,PAISLEY P-3,President,,REP,Under Votes,4,,,
Lake,CROOKED CREEK P-4,President,,REP,Under Votes,6,,,
Lake,NORTH WARNER P-5,President,,REP,Under Votes,5,,,
Lake,SOUTH WARNER P-6,President,,REP,Under Votes,0,,,
Lake,NORTH LAKEVIEW P-7,President,,REP,Under Votes,2,,,
Lake,SOUTH LAKEVIEW P-8,President,,REP,Under Votes,9,,,
Lake,FREMONT P-9,President,,REP,Under Votes,6,,,
Lake,GOOSE LAKE P-10,President,,REP,Under Votes,7,,,
Lake,COGSWELL CREEK P-11,President,,REP,Under Votes,9,,,
Lake,THOM. CRK. WESTSIDE P-12,President,,REP,Under Votes,15,,,
Lake,CHRISTMAS VALLEY P-13,President,,REP,Under Votes,10,,,
Lake,FORT ROCK P-14,President,,REP,Under Votes,1,,,
Lake,WEST LAKEVIEW P-15,President,,REP,Under Votes,6,,,
Lake,NEW PINE CREEK P-16,President,,REP,Under Votes,3,,,
Lake,VALLEY FALLS P-18,President,,REP,Under Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,President,,REP,Under Votes,7,,,
Lake,SO. CENTRAL LKVW. P-21,President,,REP,Under Votes,3,,,
Lake,SILVER LAKE P-1,U.S. House,2,REP,Greg Walden,41,,,
Lake,SUMMER LAKE P-2,U.S. House,2,REP,Greg Walden,17,,,
Lake,PAISLEY P-3,U.S. House,2,REP,Greg Walden,75,,,
Lake,CROOKED CREEK P-4,U.S. House,2,REP,Greg Walden,104,,,
Lake,NORTH WARNER P-5,U.S. House,2,REP,Greg Walden,21,,,
Lake,SOUTH WARNER P-6,U.S. House,2,REP,Greg Walden,27,,,
Lake,NORTH LAKEVIEW P-7,U.S. House,2,REP,Greg Walden,68,,,
Lake,SOUTH LAKEVIEW P-8,U.S. House,2,REP,Greg Walden,86,,,
Lake,FREMONT P-9,U.S. House,2,REP,Greg Walden,108,,,
Lake,GOOSE LAKE P-10,U.S. House,2,REP,Greg Walden,94,,,
Lake,COGSWELL CREEK P-11,U.S. House,2,REP,Greg Walden,114,,,
Lake,THOM. CRK. WESTSIDE P-12,U.S. House,2,REP,Greg Walden,205,,,
Lake,CHRISTMAS VALLEY P-13,U.S. House,2,REP,Greg Walden,153,,,
Lake,FORT ROCK P-14,U.S. House,2,REP,Greg Walden,35,,,
Lake,WEST LAKEVIEW P-15,U.S. House,2,REP,Greg Walden,54,,,
Lake,NEW PINE CREEK P-16,U.S. House,2,REP,Greg Walden,28,,,
Lake,VALLEY FALLS P-18,U.S. House,2,REP,Greg Walden,11,,,
Lake,NO. CENTRAL LKVW. P-20,U.S. House,2,REP,Greg Walden,69,,,
Lake,SO. CENTRAL LKVW. P-21,U.S. House,2,REP,Greg Walden,82,,,
Lake,SILVER LAKE P-1,U.S. House,2,REP,Write-ins,0,,,
Lake,SUMMER LAKE P-2,U.S. House,2,REP,Write-ins,0,,,
Lake,PAISLEY P-3,U.S. House,2,REP,Write-ins,0,,,
Lake,CROOKED CREEK P-4,U.S. House,2,REP,Write-ins,0,,,
Lake,NORTH WARNER P-5,U.S. House,2,REP,Write-ins,0,,,
Lake,SOUTH WARNER P-6,U.S. House,2,REP,Write-ins,0,,,
Lake,NORTH LAKEVIEW P-7,U.S. House,2,REP,Write-ins,0,,,
Lake,SOUTH LAKEVIEW P-8,U.S. House,2,REP,Write-ins,0,,,
Lake,FREMONT P-9,U.S. House,2,REP,Write-ins,0,,,
Lake,GOOSE LAKE P-10,U.S. House,2,REP,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,U.S. House,2,REP,Write-ins,1,,,
Lake,THOM. CRK. WESTSIDE P-12,U.S. House,2,REP,Write-ins,0,,,
Lake,CHRISTMAS VALLEY P-13,U.S. House,2,REP,Write-ins,0,,,
Lake,FORT ROCK P-14,U.S. House,2,REP,Write-ins,0,,,
Lake,WEST LAKEVIEW P-15,U.S. House,2,REP,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,U.S. House,2,REP,Write-ins,0,,,
Lake,VALLEY FALLS P-18,U.S. House,2,REP,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,U.S. House,2,REP,Write-ins,1,,,
Lake,SO. CENTRAL LKVW. P-21,U.S. House,2,REP,Write-ins,0,,,
Lake,SILVER LAKE P-1,U.S. House,2,REP,Over Votes,0,,,
Lake,SUMMER LAKE P-2,U.S. House,2,REP,Over Votes,0,,,
Lake,PAISLEY P-3,U.S. House,2,REP,Over Votes,0,,,
Lake,CROOKED CREEK P-4,U.S. House,2,REP,Over Votes,0,,,
Lake,NORTH WARNER P-5,U.S. House,2,REP,Over Votes,0,,,
Lake,SOUTH WARNER P-6,U.S. House,2,REP,Over Votes,0,,,
Lake,NORTH LAKEVIEW P-7,U.S. House,2,REP,Over Votes,0,,,
Lake,SOUTH LAKEVIEW P-8,U.S. House,2,REP,Over Votes,0,,,
Lake,FREMONT P-9,U.S. House,2,REP,Over Votes,0,,,
Lake,GOOSE LAKE P-10,U.S. House,2,REP,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,U.S. House,2,REP,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,U.S. House,2,REP,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,U.S. House,2,REP,Over Votes,0,,,
Lake,FORT ROCK P-14,U.S. House,2,REP,Over Votes,0,,,
Lake,WEST LAKEVIEW P-15,U.S. House,2,REP,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,U.S. House,2,REP,Over Votes,0,,,
Lake,VALLEY FALLS P-18,U.S. House,2,REP,Over Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,U.S. House,2,REP,Over Votes,0,,,
Lake,SO. CENTRAL LKVW. P-21,U.S. House,2,REP,Over Votes,0,,,
Lake,SILVER LAKE P-1,U.S. House,2,REP,Under Votes,4,,,
Lake,SUMMER LAKE P-2,U.S. House,2,REP,Under Votes,3,,,
Lake,PAISLEY P-3,U.S. House,2,REP,Under Votes,10,,,
Lake,CROOKED CREEK P-4,U.S. House,2,REP,Under Votes,23,,,
Lake,NORTH WARNER P-5,U.S. House,2,REP,Under Votes,4,,,
Lake,SOUTH WARNER P-6,U.S. House,2,REP,Under Votes,2,,,
Lake,NORTH LAKEVIEW P-7,U.S. House,2,REP,Under Votes,14,,,
Lake,SOUTH LAKEVIEW P-8,U.S. House,2,REP,Under Votes,26,,,
Lake,FREMONT P-9,U.S. House,2,REP,Under Votes,13,,,
Lake,GOOSE LAKE P-10,U.S. House,2,REP,Under Votes,16,,,
Lake,COGSWELL CREEK P-11,U.S. House,2,REP,Under Votes,13,,,
Lake,THOM. CRK. WESTSIDE P-12,U.S. House,2,REP,Under Votes,27,,,
Lake,CHRISTMAS VALLEY P-13,U.S. House,2,REP,Under Votes,19,,,
Lake,FORT ROCK P-14,U.S. House,2,REP,Under Votes,8,,,
Lake,WEST LAKEVIEW P-15,U.S. House,2,REP,Under Votes,11,,,
Lake,NEW PINE CREEK P-16,U.S. House,2,REP,Under Votes,8,,,
Lake,VALLEY FALLS P-18,U.S. House,2,REP,Under Votes,3,,,
Lake,NO. CENTRAL LKVW. P-20,U.S. House,2,REP,Under Votes,15,,,
Lake,SO. CENTRAL LKVW. P-21,U.S. House,2,REP,Under Votes,17,,,
Lake,SILVER LAKE P-1,Secretary of State,,REP,Knute Buehler,36,,,
Lake,SUMMER LAKE P-2,Secretary of State,,REP,Knute Buehler,11,,,
Lake,PAISLEY P-3,Secretary of State,,REP,Knute Buehler,51,,,
Lake,CROOKED CREEK P-4,Secretary of State,,REP,Knute Buehler,76,,,
Lake,NORTH WARNER P-5,Secretary of State,,REP,Knute Buehler,14,,,
Lake,SOUTH WARNER P-6,Secretary of State,,REP,Knute Buehler,17,,,
Lake,NORTH LAKEVIEW P-7,Secretary of State,,REP,Knute Buehler,51,,,
Lake,SOUTH LAKEVIEW P-8,Secretary of State,,REP,Knute Buehler,57,,,
Lake,FREMONT P-9,Secretary of State,,REP,Knute Buehler,80,,,
Lake,GOOSE LAKE P-10,Secretary of State,,REP,Knute Buehler,67,,,
Lake,COGSWELL CREEK P-11,Secretary of State,,REP,Knute Buehler,90,,,
Lake,THOM. CRK. WESTSIDE P-12,Secretary of State,,REP,Knute Buehler,136,,,
Lake,CHRISTMAS VALLEY P-13,Secretary of State,,REP,Knute Buehler,1.28,,,
Lake,FORT ROCK P-14,Secretary of State,,REP,Knute Buehler,24,,,
Lake,WEST LAKEVIEW P-15,Secretary of State,,REP,Knute Buehler,48,,,
Lake,NEW PINE CREEK P-16,Secretary of State,,REP,Knute Buehler,23,,,
Lake,VALLEY FALLS P-18,Secretary of State,,REP,Knute Buehler,7,,,
Lake,NO. CENTRAL LKVW. P-20,Secretary of State,,REP,Knute Buehler,47,,,
Lake,SO. CENTRAL LKVW. P-21,Secretary of State,,REP,Knute Buehler,66,,,
Lake,SILVER LAKE P-1,Secretary of State,,REP,Write-ins,1,,,
Lake,SUMMER LAKE P-2,Secretary of State,,REP,Write-ins,1,,,
Lake,PAISLEY P-3,Secretary of State,,REP,Write-ins,0,,,
Lake,CROOKED CREEK P-4,Secretary of State,,REP,Write-ins,0,,,
Lake,NORTH WARNER P-5,Secretary of State,,REP,Write-ins,0,,,
Lake,SOUTH WARNER P-6,Secretary of State,,REP,Write-ins,0,,,
Lake,NORTH LAKEVIEW P-7,Secretary of State,,REP,Write-ins,1,,,
Lake,SOUTH LAKEVIEW P-8,Secretary of State,,REP,Write-ins,0,,,
Lake,FREMONT P-9,Secretary of State,,REP,Write-ins,0,,,
Lake,GOOSE LAKE P-10,Secretary of State,,REP,Write-ins,0,,,
Lake,COGSWELL CREEK P-11,Secretary of State,,REP,Write-ins,0,,,
Lake,THOM. CRK. WESTSIDE P-12,Secretary of State,,REP,Write-ins,3,,,
Lake,CHRISTMAS VALLEY P-13,Secretary of State,,REP,Write-ins,2,,,
Lake,FORT ROCK P-14,Secretary of State,,REP,Write-ins,0,,,
Lake,WEST LAKEVIEW P-15,Secretary of State,,REP,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,Secretary of State,,REP,Write-ins,0,,,
Lake,VALLEY FALLS P-18,Secretary of State,,REP,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,Secretary of State,,REP,Write-ins,1,,,
Lake,SO. CENTRAL LKVW. P-21,Secretary of State,,REP,Write-ins,0,,,
Lake,SILVER LAKE P-1,Secretary of State,,REP,Over Votes,0,,,
Lake,SUMMER LAKE P-2,Secretary of State,,REP,Over Votes,0,,,
Lake,PAISLEY P-3,Secretary of State,,REP,Over Votes,0,,,
Lake,CROOKED CREEK P-4,Secretary of State,,REP,Over Votes,0,,,
Lake,NORTH WARNER P-5,Secretary of State,,REP,Over Votes,0,,,
Lake,SOUTH WARNER P-6,Secretary of State,,REP,Over Votes,0,,,
Lake,NORTH LAKEVIEW P-7,Secretary of State,,REP,Over Votes,0,,,
Lake,SOUTH LAKEVIEW P-8,Secretary of State,,REP,Over Votes,0,,,
Lake,FREMONT P-9,Secretary of State,,REP,Over Votes,0,,,
Lake,GOOSE LAKE P-10,Secretary of State,,REP,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,Secretary of State,,REP,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,Secretary of State,,REP,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,Secretary of State,,REP,Over Votes,0,,,
Lake,FORT ROCK P-14,Secretary of State,,REP,Over Votes,0,,,
Lake,WEST LAKEVIEW P-15,Secretary of State,,REP,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,Secretary of State,,REP,Over Votes,0,,,
Lake,VALLEY FALLS P-18,Secretary of State,,REP,Over Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,Secretary of State,,REP,Over Votes,0,,,
Lake,SO. CENTRAL LKVW. P-21,Secretary of State,,REP,Over Votes,0,,,
Lake,SILVER LAKE P-1,Secretary of State,,REP,Under Votes,10,,,
Lake,SUMMER LAKE P-2,Secretary of State,,REP,Under Votes,9,,,
Lake,PAISLEY P-3,Secretary of State,,REP,Under Votes,35,,,
Lake,CROOKED CREEK P-4,Secretary of State,,REP,Under Votes,52,,,
Lake,NORTH WARNER P-5,Secretary of State,,REP,Under Votes,11,,,
Lake,SOUTH WARNER P-6,Secretary of State,,REP,Under Votes,12,,,
Lake,NORTH LAKEVIEW P-7,Secretary of State,,REP,Under Votes,30,,,
Lake,SOUTH LAKEVIEW P-8,Secretary of State,,REP,Under Votes,56,,,
Lake,FREMONT P-9,Secretary of State,,REP,Under Votes,42,,,
Lake,GOOSE LAKE P-10,Secretary of State,,REP,Under Votes,44,,,
Lake,COGSWELL CREEK P-11,Secretary of State,,REP,Under Votes,39,,,
Lake,THOM. CRK. WESTSIDE P-12,Secretary of State,,REP,Under Votes,93,,,
Lake,CHRISTMAS VALLEY P-13,Secretary of State,,REP,Under Votes,43,,,
Lake,FORT ROCK P-14,Secretary of State,,REP,Under Votes,19,,,
Lake,WEST LAKEVIEW P-15,Secretary of State,,REP,Under Votes,17,,,
Lake,NEW PINE CREEK P-16,Secretary of State,,REP,Under Votes,13,,,
Lake,VALLEY FALLS P-18,Secretary of State,,REP,Under Votes,7,,,
Lake,NO. CENTRAL LKVW. P-20,Secretary of State,,REP,Under Votes,37,,,
Lake,SO. CENTRAL LKVW. P-21,Secretary of State,,REP,Under Votes,34,,,
Lake,SILVER LAKE P-1,State Treasurer,,REP,Ted Wheeler,1,,,
Lake,SUMMER LAKE P-2,State Treasurer,,REP,Ted Wheeler,1,,,
Lake,PAISLEY P-3,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,CROOKED CREEK P-4,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,NORTH WARNER P-5,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,SOUTH WARNER P-6,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,NORTH LAKEVIEW P-7,State Treasurer,,REP,Ted Wheeler,1,,,
Lake,SOUTH LAKEVIEW P-8,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,FREMONT P-9,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,GOOSE LAKE P-10,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,COGSWELL CREEK P-11,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State Treasurer,,REP,Ted Wheeler,2,,,
Lake,CHRISTMAS VALLEY P-13,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,FORT ROCK P-14,State Treasurer,,REP,Ted Wheeler,1,,,
Lake,WEST LAKEVIEW P-15,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,NEW PINE CREEK P-16,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,VALLEY FALLS P-18,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,SO. CENTRAL LKVW. P-21,State Treasurer,,REP,Ted Wheeler,0,,,
Lake,SILVER LAKE P-1,State Treasurer,,REP,Thomas Cox,0,,,
Lake,SUMMER LAKE P-2,State Treasurer,,REP,Thomas Cox,0,,,
Lake,PAISLEY P-3,State Treasurer,,REP,Thomas Cox,4,,,
Lake,CROOKED CREEK P-4,State Treasurer,,REP,Thomas Cox,4,,,
Lake,NORTH WARNER P-5,State Treasurer,,REP,Thomas Cox,0,,,
Lake,SOUTH WARNER P-6,State Treasurer,,REP,Thomas Cox,0,,,
Lake,NORTH LAKEVIEW P-7,State Treasurer,,REP,Thomas Cox,0,,,
Lake,SOUTH LAKEVIEW P-8,State Treasurer,,REP,Thomas Cox,0,,,
Lake,FREMONT P-9,State Treasurer,,REP,Thomas Cox,0,,,
Lake,GOOSE LAKE P-10,State Treasurer,,REP,Thomas Cox,1,,,
Lake,COGSWELL CREEK P-11,State Treasurer,,REP,Thomas Cox,4,,,
Lake,THOM. CRK. WESTSIDE P-12,State Treasurer,,REP,Thomas Cox,0,,,
Lake,CHRISTMAS VALLEY P-13,State Treasurer,,REP,Thomas Cox,1,,,
Lake,FORT ROCK P-14,State Treasurer,,REP,Thomas Cox,0,,,
Lake,WEST LAKEVIEW P-15,State Treasurer,,REP,Thomas Cox,2,,,
Lake,NEW PINE CREEK P-16,State Treasurer,,REP,Thomas Cox,0,,,
Lake,VALLEY FALLS P-18,State Treasurer,,REP,Thomas Cox,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Treasurer,,REP,Thomas Cox,2,,,
Lake,SO. CENTRAL LKVW. P-21,State Treasurer,,REP,Thomas Cox,3,,,
Lake,SILVER LAKE P-1,State Treasurer,,REP,Write-ins,0,,,
Lake,SUMMER LAKE P-2,State Treasurer,,REP,Write-ins,0,,,
Lake,PAISLEY P-3,State Treasurer,,REP,Write-ins,1,,,
Lake,CROOKED CREEK P-4,State Treasurer,,REP,Write-ins,1,,,
Lake,NORTH WARNER P-5,State Treasurer,,REP,Write-ins,0,,,
Lake,SOUTH WARNER P-6,State Treasurer,,REP,Write-ins,0,,,
Lake,NORTH LAKEVIEW P-7,State Treasurer,,REP,Write-ins,1,,,
Lake,SOUTH LAKEVIEW P-8,State Treasurer,,REP,Write-ins,2,,,
Lake,FREMONT P-9,State Treasurer,,REP,Write-ins,0,,,
Lake,GOOSE LAKE P-10,State Treasurer,,REP,Write-ins,1,,,
Lake,COGSWELL CREEK P-11,State Treasurer,,REP,Write-ins,1,,,
Lake,THOM. CRK. WESTSIDE P-12,State Treasurer,,REP,Write-ins,2,,,
Lake,CHRISTMAS VALLEY P-13,State Treasurer,,REP,Write-ins,2,,,
Lake,FORT ROCK P-14,State Treasurer,,REP,Write-ins,0,,,
Lake,WEST LAKEVIEW P-15,State Treasurer,,REP,Write-ins,0,,,
Lake,NEW PINE CREEK P-16,State Treasurer,,REP,Write-ins,2,,,
Lake,VALLEY FALLS P-18,State Treasurer,,REP,Write-ins,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Treasurer,,REP,Write-ins,1,,,
Lake,SO. CENTRAL LKVW. P-21,State Treasurer,,REP,Write-ins,0,,,
Lake,SILVER LAKE P-1,State Treasurer,,REP,Over Votes,0,,,
Lake,SUMMER LAKE P-2,State Treasurer,,REP,Over Votes,0,,,
Lake,PAISLEY P-3,State Treasurer,,REP,Over Votes,0,,,
Lake,CROOKED CREEK P-4,State Treasurer,,REP,Over Votes,0,,,
Lake,NORTH WARNER P-5,State Treasurer,,REP,Over Votes,0,,,
Lake,SOUTH WARNER P-6,State Treasurer,,REP,Over Votes,0,,,
Lake,NORTH LAKEVIEW P-7,State Treasurer,,REP,Over Votes,0,,,
Lake,SOUTH LAKEVIEW P-8,State Treasurer,,REP,Over Votes,0,,,
Lake,FREMONT P-9,State Treasurer,,REP,Over Votes,0,,,
Lake,GOOSE LAKE P-10,State Treasurer,,REP,Over Votes,0,,,
Lake,COGSWELL CREEK P-11,State Treasurer,,REP,Over Votes,0,,,
Lake,THOM. CRK. WESTSIDE P-12,State Treasurer,,REP,Over Votes,0,,,
Lake,CHRISTMAS VALLEY P-13,State Treasurer,,REP,Over Votes,0,,,
Lake,FORT ROCK P-14,State Treasurer,,REP,Over Votes,0,,,
Lake,WEST LAKEVIEW P-15,State Treasurer,,REP,Over Votes,0,,,
Lake,NEW PINE CREEK P-16,State Treasurer,,REP,Over Votes,0,,,
Lake,VALLEY FALLS P-18,State Treasurer,,REP,Over Votes,0,,,
Lake,NO. CENTRAL LKVW. P-20,State Treasurer,,REP,Over Votes,0,,,
Lake,SO. CENTRAL LKVW. P-21,State Treasurer,,REP,Over Votes,0,,,
Lake,SILVER LAKE P-1,State Treasurer,,REP,Under Votes,44,,,
Lake,SUMMER LAKE P-2,State Treasurer,,REP,Under Votes,19,,,
Lake,PAISLEY P-3,State Treasurer,,REP,Under Votes,80,,,
Lake,CROOKED CREEK P-4,State Treasurer,,REP,Under Votes,122,,,
Lake,NORTH WARNER P-5,State Treasurer,,REP,Under Votes,25,,,
Lake,SOUTH WARNER P-6,State Treasurer,,REP,Under Votes,29,,,
Lake,NORTH LAKEVIEW P-7,State Treasurer,,REP,Under Votes,80,,,
Lake,SOUTH LAKEVIEW P-8,State Treasurer,,REP,Under Votes,110,,,
Lake,FREMONT P-9,State Treasurer,,REP,Under Votes,121,,,
Lake,GOOSE LAKE P-10,State Treasurer,,REP,Under Votes,108,,,
Lake,COGSWELL CREEK P-11,State Treasurer,,REP,Under Votes,123,,,
Lake,THOM. CRK. WESTSIDE P-12,State Treasurer,,REP,Under Votes,228,,,
Lake,CHRISTMAS VALLEY P-13,State Treasurer,,REP,Under Votes,169,,,
Lake,FORT ROCK P-14,State Treasurer,,REP,Under Votes,42,,,
Lake,WEST LAKEVIEW P-15,State Treasurer,,REP,Under Votes,63,,,
Lake,NEW PINE CREEK P-16,State Treasurer,,REP,Under Votes,34,,,
Lake,VALLEY FALLS P-18,State Treasurer,,REP,Under Votes,14,,,
Lake,NO. CENTRAL LKVW. P-20,State Treasurer,,REP,Under Votes,82,,,
Lake,SO. CENTRAL LKVW. P-21,State Treasurer,,REP,Under Votes,96,,,
Lake,SILVER LAKE P-1,Attorney General,,REP,Dwight Holton,1,,,
Lake,SUMMER LAKE P-2,Attorney General,,REP,Dwight Holton,1,,,
Lake,PAISLEY P-3,Attorney General,,REP,Dwight Holton,0,,,
Lake,CROOKED CREEK P-4,Attorney General,,REP,Dwight Holton,0,,,
Lake,NORTH WARNER P-5,Attorney General,,REP,Dwight Holton,0,,,
Lake,SOUTH WARNER P-6,Attorney General,,REP,Dwight Holton,0,,,
Lake,NORTH LAKEVIEW P-7,Attorney General,,REP,Dwight Holton,1,,,
Lake,SOUTH LAKEVIEW P-8,Attorney General,,REP,Dwight Holton,0,,,
Lake,FREMONT P-9,Attorney General,,REP,Dwight Holton,0,,,
Lake,GOOSE LAKE P-10,Attorney General,,REP,Dwight Holton,0,,,
Lake,COGSWELL CREEK P-11,Attorney General,,REP,Dwight Holton,0,,,
Lake,THOM. CRK. WESTSIDE P-12,Attorney General,,REP,Dwight Holton,0,,,
Lake,CHRISTMAS VALLEY P-13,Attorney General,,REP,Dwight Holton,0,,,
Lake,FORT ROCK P-14,Attorney General,,REP,Dwight Holton,0,,,
Lake,WEST LAKEVIEW P-15,Attorney General,,REP,Dwight Holton,0,,,
Lake,NEW PINE CREEK P-16,Attorney General,,REP,Dwight Holton,0,,,
Lake,VALLEY FALLS P-18,Attorney General,,REP,Dwight Holton,0,,,
Lake,NO. CENTRAL LKVW. P-20,Attorney General,,REP,Dwight Holton,1,,,
Lake,SO. CENTRAL LKVW. P-21,Attorney General,,REP,Dwight Holton,0,,,
Lake,SILVER LAKE P-1,Attorney General,,REP,James Buchal,0,,,
Lake,SUMMER LAKE P-2,Attorney General,,REP,James Buchal,0,,,
