precinct,office,district,party,candidate,votes
0004 4,State House,55,D,John Huddle,61
0005 5,State House,55,D,John Huddle,28
0006 6,State House,55,D,John Huddle,33
0001 1,State House,55,D,Write-ins,2
0002 2,State House,55,D,Write-ins,0
0003 3,State House,55,D,Write-ins,3
0004 4,State House,55,D,Write-ins,6
0005 5,State House,55,D,Write-ins,0
0006 6,State House,55,D,Write-ins,4
0007 7,State House,56,D,Write-ins,11
0008 8,State House,56,D,Write-ins,5
0009 9,State House,56,D,Write-ins,3
0010 10,State House,56,D,Write-ins,3
0011 11,State House,56,D,Write-ins,12
0012 12,State House,56,D,Write-ins,2
0013 13,State House,56,D,Write-ins,20
0014 14,State House,56,D,Write-ins,0
0015 15,State House,56,D,Write-ins,8
0016 16,State House,56,D,Write-ins,0
0017 17,State House,56,D,Write-ins,3
0018 18,State House,56,D,Write-ins,8
0019 19,State House,56,D,Write-ins,2
0020 20,State House,56,D,Write-ins,5
0021 21,State House,56,D,Write-ins,14
0022 22,State House,56,D,Write-ins,2
0023 23,State House,56,D,Write-ins,20
0024 24,State House,56,D,Write-ins,3
0025 25,State House,56,D,Write-ins,3
0026 26,State House,56,D,Write-ins,11
0027 27,State House,56,D,Write-ins,22
0028 28,State House,56,D,Write-ins,4
0029 29,State House,56,D,Write-ins,8
0030 30,State House,56,D,Write-ins,8
0031 31,State House,56,D,Write-ins,8
0032 32,State House,56,D,Write-ins,2
0033 33,State House,56,D,Write-ins,2
0034 34,State House,56,D,Write-ins,10
0035 35,State House,56,D,Write-ins,1
0036 36,State House,56,D,Write-ins,5
0037 37,State House,56,D,Write-ins,5
0038 38,State House,56,D,Write-ins,5
0039 39,State House,56,D,Write-ins,1
0040 40,State House,56,D,Write-ins,2
0041 41,State House,56,D,Write-ins,7
0042 42,State House,56,D,Write-ins,2
0043 43,State House,56,D,Write-ins,3
0001 1,President,,R,Rick Santorum,22
0002 2,President,,R,Rick Santorum,0
0003 3,President,,R,Rick Santorum,27
0004 4,President,,R,Rick Santorum,26
0005 5,President,,R,Rick Santorum,2
0006 6,President,,R,Rick Santorum,13
0007 7,President,,R,Rick Santorum,39
0008 8,President,,R,Rick Santorum,15
0009 9,President,,R,Rick Santorum,18
0010 10,President,,R,Rick Santorum,18
0011 11,President,,R,Rick Santorum,38
0012 12,President,,R,Rick Santorum,28
0013 13,President,,R,Rick Santorum,85
0014 14,President,,R,Rick Santorum,4
0015 15,President,,R,Rick Santorum,48
0016 16,President,,R,Rick Santorum,13
0017 17,President,,R,Rick Santorum,8
0018 18,President,,R,Rick Santorum,44
0019 19,President,,R,Rick Santorum,1
0020 20,President,,R,Rick Santorum,18
0021 21,President,,R,Rick Santorum,50
0022 22,President,,R,Rick Santorum,11
0023 23,President,,R,Rick Santorum,35
0024 24,President,,R,Rick Santorum,15
0025 25,President,,R,Rick Santorum,24
0026 26,President,,R,Rick Santorum,30
0027 27,President,,R,Rick Santorum,43
0028 28,President,,R,Rick Santorum,12
0029 29,President,,R,Rick Santorum,29
0030 30,President,,R,Rick Santorum,17
0031 31,President,,R,Rick Santorum,20
0032 32,President,,R,Rick Santorum,13
0033 33,President,,R,Rick Santorum,3
0034 34,President,,R,Rick Santorum,20
0035 35,President,,R,Rick Santorum,6
0036 36,President,,R,Rick Santorum,21
0037 37,President,,R,Rick Santorum,13
0038 38,President,,R,Rick Santorum,4
0039 39,President,,R,Rick Santorum,2
0040 40,President,,R,Rick Santorum,13
0041 41,President,,R,Rick Santorum,26
0042 42,President,,R,Rick Santorum,5
0043 43,President,,R,Rick Santorum,7
0001 1,President,,R,Ron Paul,20
0002 2,President,,R,Ron Paul,2
0003 3,President,,R,Ron Paul,41
0004 4,President,,R,Ron Paul,35
0005 5,President,,R,Ron Paul,5
0006 6,President,,R,Ron Paul,10
0007 7,President,,R,Ron Paul,44
0008 8,President,,R,Ron Paul,19
0009 9,President,,R,Ron Paul,28
0010 10,President,,R,Ron Paul,20
0011 11,President,,R,Ron Paul,40
0012 12,President,,R,Ron Paul,19
0013 13,President,,R,Ron Paul,63
0014 14,President,,R,Ron Paul,3
0015 15,President,,R,Ron Paul,33
0016 16,President,,R,Ron Paul,10
0017 17,President,,R,Ron Paul,9
0018 18,President,,R,Ron Paul,37
0019 19,President,,R,Ron Paul,4
0020 20,President,,R,Ron Paul,13
0021 21,President,,R,Ron Paul,49
0022 22,President,,R,Ron Paul,11
0023 23,President,,R,Ron Paul,37
0024 24,President,,R,Ron Paul,17
0025 25,President,,R,Ron Paul,24
0026 26,President,,R,Ron Paul,36
0027 27,President,,R,Ron Paul,42
0028 28,President,,R,Ron Paul,3
0029 29,President,,R,Ron Paul,13
0030 30,President,,R,Ron Paul,32
0031 31,President,,R,Ron Paul,47
0032 32,President,,R,Ron Paul,9
0033 33,President,,R,Ron Paul,8
0034 34,President,,R,Ron Paul,19
0035 35,President,,R,Ron Paul,10
0036 36,President,,R,Ron Paul,11
0037 37,President,,R,Ron Paul,25
0038 38,President,,R,Ron Paul,11
0039 39,President,,R,Ron Paul,1
0040 40,President,,R,Ron Paul,9
0041 41,President,,R,Ron Paul,20
0042 42,President,,R,Ron Paul,9
0043 43,President,,R,Ron Paul,13
0001 1,President,,R,Newt Gingrich,19
0002 2,President,,R,Newt Gingrich,2
0003 3,President,,R,Newt Gingrich,29
0004 4,President,,R,Newt Gingrich,24
0005 5,President,,R,Newt Gingrich,1
0006 6,President,,R,Newt Gingrich,4
0007 7,President,,R,Newt Gingrich,43
0008 8,President,,R,Newt Gingrich,11
0009 9,President,,R,Newt Gingrich,14
0010 10,President,,R,Newt Gingrich,7
0011 11,President,,R,Newt Gingrich,30
0012 12,President,,R,Newt Gingrich,15
0013 13,President,,R,Newt Gingrich,47
0014 14,President,,R,Newt Gingrich,2
0015 15,President,,R,Newt Gingrich,23
0016 16,President,,R,Newt Gingrich,7
0017 17,President,,R,Newt Gingrich,8
0018 18,President,,R,Newt Gingrich,15
0019 19,President,,R,Newt Gingrich,2
0020 20,President,,R,Newt Gingrich,16
0021 21,President,,R,Newt Gingrich,41
0022 22,President,,R,Newt Gingrich,9
0023 23,President,,R,Newt Gingrich,30
0024 24,President,,R,Newt Gingrich,11
0025 25,President,,R,Newt Gingrich,17
0026 26,President,,R,Newt Gingrich,21
0027 27,President,,R,Newt Gingrich,22
0028 28,President,,R,Newt Gingrich,8
0029 29,President,,R,Newt Gingrich,21
0030 30,President,,R,Newt Gingrich,20
0031 31,President,,R,Newt Gingrich,15
0032 32,President,,R,Newt Gingrich,13
0033 33,President,,R,Newt Gingrich,5
0034 34,President,,R,Newt Gingrich,9
0035 35,President,,R,Newt Gingrich,1
0036 36,President,,R,Newt Gingrich,15
0037 37,President,,R,Newt Gingrich,14
0038 38,President,,R,Newt Gingrich,5
0039 39,President,,R,Newt Gingrich,2
0040 40,President,,R,Newt Gingrich,9
0041 41,President,,R,Newt Gingrich,14
0042 42,President,,R,Newt Gingrich,12
0043 43,President,,R,Newt Gingrich,6
0001 1,President,,R,Mitt Romney,193
0002 2,President,,R,Mitt Romney,14
0003 3,President,,R,Mitt Romney,231
0004 4,President,,R,Mitt Romney,192
0005 5,President,,R,Mitt Romney,30
0006 6,President,,R,Mitt Romney,71
0007 7,President,,R,Mitt Romney,349
0008 8,President,,R,Mitt Romney,133
0009 9,President,,R,Mitt Romney,165
0010 10,President,,R,Mitt Romney,204
0011 11,President,,R,Mitt Romney,280
0012 12,President,,R,Mitt Romney,272
0013 13,President,,R,Mitt Romney,611
0014 14,President,,R,Mitt Romney,45
0015 15,President,,R,Mitt Romney,265
0016 16,President,,R,Mitt Romney,41
0017 17,President,,R,Mitt Romney,61
0018 18,President,,R,Mitt Romney,273
0019 19,President,,R,Mitt Romney,28
0020 20,President,,R,Mitt Romney,127
0021 21,President,,R,Mitt Romney,420
0022 22,President,,R,Mitt Romney,72
0023 23,President,,R,Mitt Romney,357
0024 24,President,,R,Mitt Romney,113
0025 25,President,,R,Mitt Romney,194
0026 26,President,,R,Mitt Romney,281
0027 27,President,,R,Mitt Romney,401
0028 28,President,,R,Mitt Romney,59
0029 29,President,,R,Mitt Romney,229
0030 30,President,,R,Mitt Romney,196
0031 31,President,,R,Mitt Romney,259
0032 32,President,,R,Mitt Romney,62
0033 33,President,,R,Mitt Romney,27
0034 34,President,,R,Mitt Romney,105
0035 35,President,,R,Mitt Romney,26
0036 36,President,,R,Mitt Romney,71
0037 37,President,,R,Mitt Romney,151
0038 38,President,,R,Mitt Romney,39
0039 39,President,,R,Mitt Romney,10
0040 40,President,,R,Mitt Romney,61
0041 41,President,,R,Mitt Romney,155
0042 42,President,,R,Mitt Romney,66
0043 43,President,,R,Mitt Romney,63
0001 1,President,,R,Write-ins,5
0002 2,President,,R,Write-ins,0
0003 3,President,,R,Write-ins,1
0004 4,President,,R,Write-ins,2
0005 5,President,,R,Write-ins,0
0006 6,President,,R,Write-ins,1
0007 7,President,,R,Write-ins,6
0008 8,President,,R,Write-ins,0
0009 9,President,,R,Write-ins,1
0010 10,President,,R,Write-ins,0
0011 11,President,,R,Write-ins,8
0012 12,President,,R,Write-ins,2
0013 13,President,,R,Write-ins,5
0014 14,President,,R,Write-ins,0
0015 15,President,,R,Write-ins,3
0016 16,President,,R,Write-ins,0
0017 17,President,,R,Write-ins,1
0018 18,President,,R,Write-ins,3
0019 19,President,,R,Write-ins,0
0020 20,President,,R,Write-ins,1
0021 21,President,,R,Write-ins,6
0022 22,President,,R,Write-ins,3
0023 23,President,,R,Write-ins,8
0024 24,President,,R,Write-ins,2
0025 25,President,,R,Write-ins,2
0026 26,President,,R,Write-ins,6
0027 27,President,,R,Write-ins,5
0028 28,President,,R,Write-ins,0
0029 29,President,,R,Write-ins,3
0030 30,President,,R,Write-ins,4
0031 31,President,,R,Write-ins,7
0032 32,President,,R,Write-ins,3
0033 33,President,,R,Write-ins,0
0034 34,President,,R,Write-ins,2
0035 35,President,,R,Write-ins,2
0036 36,President,,R,Write-ins,4
0037 37,President,,R,Write-ins,2
0038 38,President,,R,Write-ins,1
0039 39,President,,R,Write-ins,1
0040 40,President,,R,Write-ins,2
0041 41,President,,R,Write-ins,3
0042 42,President,,R,Write-ins,0
0043 43,President,,R,Write-ins,2
0001 1,U.S. House,2,R,Greg Walden,234
0002 2,U.S. House,2,R,Greg Walden,14
0003 3,U.S. House,2,R,Greg Walden,284
0004 4,U.S. House,2,R,Greg Walden,251
0005 5,U.S. House,2,R,Greg Walden,27
0006 6,U.S. House,2,R,Greg Walden,83
0007 7,U.S. House,2,R,Greg Walden,419
0008 8,U.S. House,2,R,Greg Walden,157
0009 9,U.S. House,2,R,Greg Walden,201
0010 10,U.S. House,2,R,Greg Walden,235
0011 11,U.S. House,2,R,Greg Walden,361
0012 12,U.S. House,2,R,Greg Walden,310
0013 13,U.S. House,2,R,Greg Walden,718
0014 14,U.S. House,2,R,Greg Walden,41
0015 15,U.S. House,2,R,Greg Walden,325
0016 16,U.S. House,2,R,Greg Walden,71
0017 17,U.S. House,2,R,Greg Walden,75
0018 18,U.S. House,2,R,Greg Walden,340
0019 19,U.S. House,2,R,Greg Walden,33
0020 20,U.S. House,2,R,Greg Walden,156
0021 21,U.S. House,2,R,Greg Walden,514
0022 22,U.S. House,2,R,Greg Walden,95
0023 23,U.S. House,2,R,Greg Walden,417
0024 24,U.S. House,2,R,Greg Walden,148
0025 25,U.S. House,2,R,Greg Walden,231
0026 26,U.S. House,2,R,Greg Walden,332
0027 27,U.S. House,2,R,Greg Walden,456
0028 28,U.S. House,2,R,Greg Walden,71
0029 29,U.S. House,2,R,Greg Walden,282
0030 30,U.S. House,2,R,Greg Walden,229
0031 31,U.S. House,2,R,Greg Walden,314
0032 32,U.S. House,2,R,Greg Walden,89
0033 33,U.S. House,2,R,Greg Walden,35
0034 34,U.S. House,2,R,Greg Walden,134
0035 35,U.S. House,2,R,Greg Walden,38
0036 36,U.S. House,2,R,Greg Walden,113
0037 37,U.S. House,2,R,Greg Walden,182
0038 38,U.S. House,2,R,Greg Walden,49
0039 39,U.S. House,2,R,Greg Walden,12
0040 40,U.S. House,2,R,Greg Walden,85
0041 41,U.S. House,2,R,Greg Walden,193
0042 42,U.S. House,2,R,Greg Walden,80
0043 43,U.S. House,2,R,Greg Walden,71
0001 1,U.S. House,2,R,Write-ins,1
0002 2,U.S. House,2,R,Write-ins,0
0003 3,U.S. House,2,R,Write-ins,2
0004 4,U.S. House,2,R,Write-ins,3
0005 5,U.S. House,2,R,Write-ins,0
0006 6,U.S. House,2,R,Write-ins,1
0007 7,U.S. House,2,R,Write-ins,3
0008 8,U.S. House,2,R,Write-ins,0
0009 9,U.S. House,2,R,Write-ins,1
0010 10,U.S. House,2,R,Write-ins,1
0011 11,U.S. House,2,R,Write-ins,3
0012 12,U.S. House,2,R,Write-ins,2
0013 13,U.S. House,2,R,Write-ins,5
0014 14,U.S. House,2,R,Write-ins,0
0015 15,U.S. House,2,R,Write-ins,0
0016 16,U.S. House,2,R,Write-ins,0
0017 17,U.S. House,2,R,Write-ins,1
0018 18,U.S. House,2,R,Write-ins,3
0019 19,U.S. House,2,R,Write-ins,0
0020 20,U.S. House,2,R,Write-ins,1
0021 21,U.S. House,2,R,Write-ins,1
0022 22,U.S. House,2,R,Write-ins,1
0023 23,U.S. House,2,R,Write-ins,4
0024 24,U.S. House,2,R,Write-ins,3
0025 25,U.S. House,2,R,Write-ins,2
0026 26,U.S. House,2,R,Write-ins,3
0027 27,U.S. House,2,R,Write-ins,4
0028 28,U.S. House,2,R,Write-ins,0
0029 29,U.S. House,2,R,Write-ins,0
0030 30,U.S. House,2,R,Write-ins,2
0031 31,U.S. House,2,R,Write-ins,1
0032 32,U.S. House,2,R,Write-ins,0
0033 33,U.S. House,2,R,Write-ins,0
0034 34,U.S. House,2,R,Write-ins,1
0035 35,U.S. House,2,R,Write-ins,0
0036 36,U.S. House,2,R,Write-ins,3
0037 37,U.S. House,2,R,Write-ins,1
0038 38,U.S. House,2,R,Write-ins,0
0039 39,U.S. House,2,R,Write-ins,0
0040 40,U.S. House,2,R,Write-ins,2
0041 41,U.S. House,2,R,Write-ins,0
0042 42,U.S. House,2,R,Write-ins,1
0043 43,U.S. House,2,R,Write-ins,2
0001 1,Secretary of State,,R,Knute Buehler,196
0002 2,Secretary of State,,R,Knute Buehler,15
0003 3,Secretary of State,,R,Knute Buehler,227
0004 4,Secretary of State,,R,Knute Buehler,199
0005 5,Secretary of State,,R,Knute Buehler,22
0006 6,Secretary of State,,R,Knute Buehler,66
0007 7,Secretary of State,,R,Knute Buehler,330
0008 8,Secretary of State,,R,Knute Buehler,116
0009 9,Secretary of State,,R,Knute Buehler,167
0010 10,Secretary of State,,R,Knute Buehler,170
0011 11,Secretary of State,,R,Knute Buehler,268
0012 12,Secretary of State,,R,Knute Buehler,250
0013 13,Secretary of State,,R,Knute Buehler,504
0014 14,Secretary of State,,R,Knute Buehler,32
0015 15,Secretary of State,,R,Knute Buehler,236
0016 16,Secretary of State,,R,Knute Buehler,52
0017 17,Secretary of State,,R,Knute Buehler,60
0018 18,Secretary of State,,R,Knute Buehler,241
0019 19,Secretary of State,,R,Knute Buehler,25
0020 20,Secretary of State,,R,Knute Buehler,124
0021 21,Secretary of State,,R,Knute Buehler,402
0022 22,Secretary of State,,R,Knute Buehler,72
0023 23,Secretary of State,,R,Knute Buehler,338
0024 24,Secretary of State,,R,Knute Buehler,113
0025 25,Secretary of State,,R,Knute Buehler,188
0026 26,Secretary of State,,R,Knute Buehler,279
0027 27,Secretary of State,,R,Knute Buehler,354
0028 28,Secretary of State,,R,Knute Buehler,58
0029 29,Secretary of State,,R,Knute Buehler,213
0030 30,Secretary of State,,R,Knute Buehler,184
0031 31,Secretary of State,,R,Knute Buehler,224
0032 32,Secretary of State,,R,Knute Buehler,71
0033 33,Secretary of State,,R,Knute Buehler,22
0034 34,Secretary of State,,R,Knute Buehler,103
0035 35,Secretary of State,,R,Knute Buehler,30
0036 36,Secretary of State,,R,Knute Buehler,98
0037 37,Secretary of State,,R,Knute Buehler,132
0038 38,Secretary of State,,R,Knute Buehler,36
0039 39,Secretary of State,,R,Knute Buehler,12
0040 40,Secretary of State,,R,Knute Buehler,67
0041 41,Secretary of State,,R,Knute Buehler,150
0042 42,Secretary of State,,R,Knute Buehler,69
0043 43,Secretary of State,,R,Knute Buehler,57
0001 1,Secretary of State,,R,Write-ins,3
0002 2,Secretary of State,,R,Write-ins,0
0003 3,Secretary of State,,R,Write-ins,3
0004 4,Secretary of State,,R,Write-ins,3
0005 5,Secretary of State,,R,Write-ins,0
0006 6,Secretary of State,,R,Write-ins,1
0007 7,Secretary of State,,R,Write-ins,3
0008 8,Secretary of State,,R,Write-ins,0
0009 9,Secretary of State,,R,Write-ins,2
0010 10,Secretary of State,,R,Write-ins,0
0011 11,Secretary of State,,R,Write-ins,4
0012 12,Secretary of State,,R,Write-ins,1
0013 13,Secretary of State,,R,Write-ins,6
0014 14,Secretary of State,,R,Write-ins,0
0015 15,Secretary of State,,R,Write-ins,1
0016 16,Secretary of State,,R,Write-ins,0
0017 17,Secretary of State,,R,Write-ins,4
0018 18,Secretary of State,,R,Write-ins,3
0019 19,Secretary of State,,R,Write-ins,1
0020 20,Secretary of State,,R,Write-ins,1
0021 21,Secretary of State,,R,Write-ins,9
0022 22,Secretary of State,,R,Write-ins,4
0023 23,Secretary of State,,R,Write-ins,2
0024 24,Secretary of State,,R,Write-ins,0
0025 25,Secretary of State,,R,Write-ins,2
0026 26,Secretary of State,,R,Write-ins,3
0027 27,Secretary of State,,R,Write-ins,3
0028 28,Secretary of State,,R,Write-ins,0
0029 29,Secretary of State,,R,Write-ins,0
0030 30,Secretary of State,,R,Write-ins,1
0031 31,Secretary of State,,R,Write-ins,1
0032 32,Secretary of State,,R,Write-ins,1
0033 33,Secretary of State,,R,Write-ins,0
0034 34,Secretary of State,,R,Write-ins,2
0035 35,Secretary of State,,R,Write-ins,0
0036 36,Secretary of State,,R,Write-ins,1
0037 37,Secretary of State,,R,Write-ins,1
0038 38,Secretary of State,,R,Write-ins,0
0039 39,Secretary of State,,R,Write-ins,0
0040 40,Secretary of State,,R,Write-ins,2
0041 41,Secretary of State,,R,Write-ins,0
0042 42,Secretary of State,,R,Write-ins,0
0043 43,Secretary of State,,R,Write-ins,2
0001 1,State Treasurer,,R,Write-ins,8
0002 2,State Treasurer,,R,Write-ins,0
0003 3,State Treasurer,,R,Write-ins,17
0004 4,State Treasurer,,R,Write-ins,17
0005 5,State Treasurer,,R,Write-ins,0
0006 6,State Treasurer,,R,Write-ins,14
0007 7,State Treasurer,,R,Write-ins,33
0008 8,State Treasurer,,R,Write-ins,7
0009 9,State Treasurer,,R,Write-ins,28
0010 10,State Treasurer,,R,Write-ins,10
0011 11,State Treasurer,,R,Write-ins,27
0012 12,State Treasurer,,R,Write-ins,18
0013 13,State Treasurer,,R,Write-ins,55
0014 14,State Treasurer,,R,Write-ins,9
0015 15,State Treasurer,,R,Write-ins,36
0016 16,State Treasurer,,R,Write-ins,1
0017 17,State Treasurer,,R,Write-ins,6
0018 18,State Treasurer,,R,Write-ins,19
0019 19,State Treasurer,,R,Write-ins,3
0020 20,State Treasurer,,R,Write-ins,9
0021 21,State Treasurer,,R,Write-ins,29
0022 22,State Treasurer,,R,Write-ins,7
0023 23,State Treasurer,,R,Write-ins,30
0024 24,State Treasurer,,R,Write-ins,10
0025 25,State Treasurer,,R,Write-ins,15
0026 26,State Treasurer,,R,Write-ins,15
0027 27,State Treasurer,,R,Write-ins,40
0028 28,State Treasurer,,R,Write-ins,6
0029 29,State Treasurer,,R,Write-ins,11
0030 30,State Treasurer,,R,Write-ins,8
0031 31,State Treasurer,,R,Write-ins,7
0032 32,State Treasurer,,R,Write-ins,7
0033 33,State Treasurer,,R,Write-ins,1
0034 34,State Treasurer,,R,Write-ins,4
0035 35,State Treasurer,,R,Write-ins,1
0036 36,State Treasurer,,R,Write-ins,16
0037 37,State Treasurer,,R,Write-ins,7
0038 38,State Treasurer,,R,Write-ins,0
0039 39,State Treasurer,,R,Write-ins,1
0040 40,State Treasurer,,R,Write-ins,1
0041 41,State Treasurer,,R,Write-ins,6
0042 42,State Treasurer,,R,Write-ins,5
0043 43,State Treasurer,,R,Write-ins,6
0001 1,Attorney General,,R,Write-ins,7
0002 2,Attorney General,,R,Write-ins,0
0003 3,Attorney General,,R,Write-ins,19
0004 4,Attorney General,,R,Write-ins,17
0005 5,Attorney General,,R,Write-ins,0
0006 6,Attorney General,,R,Write-ins,14
0007 7,Attorney General,,R,Write-ins,29
0008 8,Attorney General,,R,Write-ins,8
0009 9,Attorney General,,R,Write-ins,28
0010 10,Attorney General,,R,Write-ins,7
0011 11,Attorney General,,R,Write-ins,29
0012 12,Attorney General,,R,Write-ins,16
0013 13,Attorney General,,R,Write-ins,49
0014 14,Attorney General,,R,Write-ins,9
0015 15,Attorney General,,R,Write-ins,42
0016 16,Attorney General,,R,Write-ins,1
0017 17,Attorney General,,R,Write-ins,6
0018 18,Attorney General,,R,Write-ins,20
0019 19,Attorney General,,R,Write-ins,3
0020 20,Attorney General,,R,Write-ins,11
0021 21,Attorney General,,R,Write-ins,32
0022 22,Attorney General,,R,Write-ins,8
0023 23,Attorney General,,R,Write-ins,33
0024 24,Attorney General,,R,Write-ins,9
0025 25,Attorney General,,R,Write-ins,14
0026 26,Attorney General,,R,Write-ins,16
0027 27,Attorney General,,R,Write-ins,38
0028 28,Attorney General,,R,Write-ins,7
0029 29,Attorney General,,R,Write-ins,10
0030 30,Attorney General,,R,Write-ins,4
0031 31,Attorney General,,R,Write-ins,9
0032 32,Attorney General,,R,Write-ins,7
0033 33,Attorney General,,R,Write-ins,0
0034 34,Attorney General,,R,Write-ins,7
0035 35,Attorney General,,R,Write-ins,2
0036 36,Attorney General,,R,Write-ins,11
0037 37,Attorney General,,R,Write-ins,7
0038 38,Attorney General,,R,Write-ins,0
0039 39,Attorney General,,R,Write-ins,1
0040 40,Attorney General,,R,Write-ins,2
0041 41,Attorney General,,R,Write-ins,5
0042 42,Attorney General,,R,Write-ins,6
0043 43,Attorney General,,R,Write-ins,4
0001 1,State Senate,28,R,Karl Scronce,60
0002 2,State Senate,28,R,Karl Scronce,2
0003 3,State Senate,28,R,Karl Scronce,59
0004 4,State Senate,28,R,Karl Scronce,54
0005 5,State Senate,28,R,Karl Scronce,9
0006 6,State Senate,28,R,Karl Scronce,21
0007 7,State Senate,28,R,Karl Scronce,120
0008 8,State Senate,28,R,Karl Scronce,44
0009 9,State Senate,28,R,Karl Scronce,42
0010 10,State Senate,28,R,Karl Scronce,68
0011 11,State Senate,28,R,Karl Scronce,97
0012 12,State Senate,28,R,Karl Scronce,95
0013 13,State Senate,28,R,Karl Scronce,170
0014 14,State Senate,28,R,Karl Scronce,8
0015 15,State Senate,28,R,Karl Scronce,153
0016 16,State Senate,28,R,Karl Scronce,33
0017 17,State Senate,28,R,Karl Scronce,53
0018 18,State Senate,28,R,Karl Scronce,101
0019 19,State Senate,28,R,Karl Scronce,11
0020 20,State Senate,28,R,Karl Scronce,39
0021 21,State Senate,28,R,Karl Scronce,155
0022 22,State Senate,28,R,Karl Scronce,23
0023 23,State Senate,28,R,Karl Scronce,117
0024 24,State Senate,28,R,Karl Scronce,37
0025 25,State Senate,28,R,Karl Scronce,72
0026 26,State Senate,28,R,Karl Scronce,105
0027 27,State Senate,28,R,Karl Scronce,146
0028 28,State Senate,28,R,Karl Scronce,12
0029 29,State Senate,28,R,Karl Scronce,101
0030 30,State Senate,28,R,Karl Scronce,100
0031 31,State Senate,28,R,Karl Scronce,128
0032 32,State Senate,28,R,Karl Scronce,37
0033 33,State Senate,28,R,Karl Scronce,17
0034 34,State Senate,28,R,Karl Scronce,40
0035 35,State Senate,28,R,Karl Scronce,8
0036 36,State Senate,28,R,Karl Scronce,42
0037 37,State Senate,28,R,Karl Scronce,67
0038 38,State Senate,28,R,Karl Scronce,14
0039 39,State Senate,28,R,Karl Scronce,5
0040 40,State Senate,28,R,Karl Scronce,27
0041 41,State Senate,28,R,Karl Scronce,77
0042 42,State Senate,28,R,Karl Scronce,27
0043 43,State Senate,28,R,Karl Scronce,34
0001 1,State Senate,28,R,Douglas K. Whitsett,172
0002 2,State Senate,28,R,Douglas K. Whitsett,13
0003 3,State Senate,28,R,Douglas K. Whitsett,260
0004 4,State Senate,28,R,Douglas K. Whitsett,218
0005 5,State Senate,28,R,Douglas K. Whitsett,20
0006 6,State Senate,28,R,Douglas K. Whitsett,70
0007 7,State Senate,28,R,Douglas K. Whitsett,346
0008 8,State Senate,28,R,Douglas K. Whitsett,132
0009 9,State Senate,28,R,Douglas K. Whitsett,187
0010 10,State Senate,28,R,Douglas K. Whitsett,178
0011 11,State Senate,28,R,Douglas K. Whitsett,301
0012 12,State Senate,28,R,Douglas K. Whitsett,233
0013 13,State Senate,28,R,Douglas K. Whitsett,639
0014 14,State Senate,28,R,Douglas K. Whitsett,46
0015 15,State Senate,28,R,Douglas K. Whitsett,221
0016 16,State Senate,28,R,Douglas K. Whitsett,36
0017 17,State Senate,28,R,Douglas K. Whitsett,35
0018 18,State Senate,28,R,Douglas K. Whitsett,276
0019 19,State Senate,28,R,Douglas K. Whitsett,18
0020 20,State Senate,28,R,Douglas K. Whitsett,128
0021 21,State Senate,28,R,Douglas K. Whitsett,400
0022 22,State Senate,28,R,Douglas K. Whitsett,85
0023 23,State Senate,28,R,Douglas K. Whitsett,322
0024 24,State Senate,28,R,Douglas K. Whitsett,120
0025 25,State Senate,28,R,Douglas K. Whitsett,183
0026 26,State Senate,28,R,Douglas K. Whitsett,262
0027 27,State Senate,28,R,Douglas K. Whitsett,352
0028 28,State Senate,28,R,Douglas K. Whitsett,73
0029 29,State Senate,28,R,Douglas K. Whitsett,197
0030 30,State Senate,28,R,Douglas K. Whitsett,166
0031 31,State Senate,28,R,Douglas K. Whitsett,212
0032 32,State Senate,28,R,Douglas K. Whitsett,59
0033 33,State Senate,28,R,Douglas K. Whitsett,25
0034 34,State Senate,28,R,Douglas K. Whitsett,107
0035 35,State Senate,28,R,Douglas K. Whitsett,37
0036 36,State Senate,28,R,Douglas K. Whitsett,82
0037 37,State Senate,28,R,Douglas K. Whitsett,132
0038 38,State Senate,28,R,Douglas K. Whitsett,45
0039 39,State Senate,28,R,Douglas K. Whitsett,11
0040 40,State Senate,28,R,Douglas K. Whitsett,60
0041 41,State Senate,28,R,Douglas K. Whitsett,136
0042 42,State Senate,28,R,Douglas K. Whitsett,63
0043 43,State Senate,28,R,Douglas K. Whitsett,58
0001 1,State Senate,28,R,Write-ins,0
0002 2,State Senate,28,R,Write-ins,0
0003 3,State Senate,28,R,Write-ins,0
0004 4,State Senate,28,R,Write-ins,1
0005 5,State Senate,28,R,Write-ins,0
0006 6,State Senate,28,R,Write-ins,1
0007 7,State Senate,28,R,Write-ins,0
0008 8,State Senate,28,R,Write-ins,0
0009 9,State Senate,28,R,Write-ins,1
0010 10,State Senate,28,R,Write-ins,0
0011 11,State Senate,28,R,Write-ins,0
0012 12,State Senate,28,R,Write-ins,0
0013 13,State Senate,28,R,Write-ins,0
0014 14,State Senate,28,R,Write-ins,0
0015 15,State Senate,28,R,Write-ins,0
0016 16,State Senate,28,R,Write-ins,0
0017 17,State Senate,28,R,Write-ins,0
0018 18,State Senate,28,R,Write-ins,0
0019 19,State Senate,28,R,Write-ins,1
0020 20,State Senate,28,R,Write-ins,0
0021 21,State Senate,28,R,Write-ins,0
0022 22,State Senate,28,R,Write-ins,0
0023 23,State Senate,28,R,Write-ins,1
0024 24,State Senate,28,R,Write-ins,0
0025 25,State Senate,28,R,Write-ins,0
0026 26,State Senate,28,R,Write-ins,0
