precinct,office,district,party,candidate,votes
364,President,,D,Write In,8
365,President,,D,Write In,10
366,President,,D,Write In,5
367,President,,D,Write In,3
368,President,,D,Write In,13
369,President,,D,Write In,5
370,President,,D,Write In,5
371,President,,D,Write In,10
372,President,,D,Write In,9
373,President,,D,Write In,2
374,President,,D,Write In,1
375,President,,D,Write In,3
376,President,,D,Write In,5
377,President,,D,Write In,5
378,President,,D,Write In,3
379,President,,D,Write In,17
380,President,,D,Write In,8
381,President,,D,Write In,4
382,President,,D,Write In,13
383,President,,D,Write In,6
384,President,,D,Write In,6
385,President,,D,Write In,13
386,President,,D,Write In,6
387,President,,D,Write In,0
388,President,,D,Write In,1
389,President,,D,Write In,4
390,President,,D,Write In,14
391,President,,D,Write In,2
392,President,,D,Write In,1
393,President,,D,Write In,2
394,President,,D,Write In,0
395,President,,D,Write In,8
396,President,,D,Write In,4
397,President,,D,Write In,3
398,President,,D,Write In,2
399,President,,D,Write In,8
400,President,,D,Write In,16
401,President,,D,Write In,7
402,President,,D,Write In,5
403,President,,D,Write In,10
404,President,,D,Write In,4
405,President,,D,Write In,21
406,President,,D,Write In,17
407,President,,D,Write In,4
408,President,,D,Write In,23
409,President,,D,Write In,9
410,President,,D,Write In,12
411,President,,D,Write In,0
412,President,,D,Write In,5
413,President,,D,Write In,1
414,President,,D,Write In,3
415,President,,D,Write In,4
416,President,,D,Write In,1
417,President,,D,Write In,6
418,President,,D,Write In,3
419,President,,D,Write In,7
420,President,,D,Write In,7
421,President,,D,Write In,0
422,President,,D,Write In,1
423,President,,D,Write In,7
424,President,,D,Write In,12
425,President,,D,Write In,0
426,President,,D,Write In,1
427,President,,D,Write In,0
428,President,,D,Write In,3
429,President,,D,Write In,13
430,President,,D,Write In,18
431,President,,D,Write In,12
432,President,,D,Write In,0
433,President,,D,Write In,11
434,President,,D,Write In,8
435,President,,D,Write In,15
436,President,,D,Write In,2
437,President,,D,Write In,0
438,President,,D,Write In,0
439,President,,D,Write In,4
440,President,,D,Write In,6
441,President,,D,Write In,0
442,President,,D,Write In,1
443,President,,D,Write In,0
444,President,,D,Write In,3
445,President,,D,Write In,2
446,President,,D,Write In,21
447,President,,D,Write In,11
448,President,,D,Write In,0
449,President,,D,Write In,0
451,President,,D,Write In,1
452,President,,D,Write In,8
453,President,,D,Write In,0
454,President,,D,Write In,1
457,President,,D,Write In,4
458,President,,D,Write In,16
459,President,,D,Write In,19
460,President,,D,Write In,3
461,President,,D,Write In,4
301,President,,D,Over Votes,0
302,President,,D,Over Votes,0
303,President,,D,Over Votes,0
304,President,,D,Over Votes,0
305,President,,D,Over Votes,0
306,President,,D,Over Votes,0
307,President,,D,Over Votes,0
308,President,,D,Over Votes,0
309,President,,D,Over Votes,0
310,President,,D,Over Votes,0
311,President,,D,Over Votes,0
312,President,,D,Over Votes,0
313,President,,D,Over Votes,0
314,President,,D,Over Votes,0
315,President,,D,Over Votes,0
316,President,,D,Over Votes,0
317,President,,D,Over Votes,0
318,President,,D,Over Votes,0
319,President,,D,Over Votes,0
320,President,,D,Over Votes,0
321,President,,D,Over Votes,0
322,President,,D,Over Votes,0
323,President,,D,Over Votes,0
324,President,,D,Over Votes,0
325,President,,D,Over Votes,0
326,President,,D,Over Votes,0
327,President,,D,Over Votes,0
328,President,,D,Over Votes,0
329,President,,D,Over Votes,0
330,President,,D,Over Votes,0
331,President,,D,Over Votes,0
332,President,,D,Over Votes,0
333,President,,D,Over Votes,0
334,President,,D,Over Votes,0
335,President,,D,Over Votes,0
336,President,,D,Over Votes,0
337,President,,D,Over Votes,0
338,President,,D,Over Votes,0
339,President,,D,Over Votes,0
340,President,,D,Over Votes,0
341,President,,D,Over Votes,0
342,President,,D,Over Votes,0
343,President,,D,Over Votes,0
344,President,,D,Over Votes,0
345,President,,D,Over Votes,0
346,President,,D,Over Votes,0
347,President,,D,Over Votes,0
348,President,,D,Over Votes,0
349,President,,D,Over Votes,0
350,President,,D,Over Votes,0
351,President,,D,Over Votes,1
352,President,,D,Over Votes,0
353,President,,D,Over Votes,0
354,President,,D,Over Votes,0
355,President,,D,Over Votes,0
356,President,,D,Over Votes,0
357,President,,D,Over Votes,0
358,President,,D,Over Votes,0
359,President,,D,Over Votes,0
360,President,,D,Over Votes,0
361,President,,D,Over Votes,0
362,President,,D,Over Votes,0
363,President,,D,Over Votes,0
364,President,,D,Over Votes,0
365,President,,D,Over Votes,0
366,President,,D,Over Votes,0
367,President,,D,Over Votes,0
368,President,,D,Over Votes,0
369,President,,D,Over Votes,0
370,President,,D,Over Votes,0
371,President,,D,Over Votes,0
372,President,,D,Over Votes,0
373,President,,D,Over Votes,0
374,President,,D,Over Votes,0
375,President,,D,Over Votes,0
376,President,,D,Over Votes,0
377,President,,D,Over Votes,0
378,President,,D,Over Votes,0
379,President,,D,Over Votes,0
380,President,,D,Over Votes,0
381,President,,D,Over Votes,0
382,President,,D,Over Votes,0
383,President,,D,Over Votes,0
384,President,,D,Over Votes,0
385,President,,D,Over Votes,0
386,President,,D,Over Votes,0
387,President,,D,Over Votes,0
388,President,,D,Over Votes,0
389,President,,D,Over Votes,0
390,President,,D,Over Votes,0
391,President,,D,Over Votes,0
392,President,,D,Over Votes,0
393,President,,D,Over Votes,0
394,President,,D,Over Votes,0
395,President,,D,Over Votes,0
396,President,,D,Over Votes,0
397,President,,D,Over Votes,0
398,President,,D,Over Votes,0
399,President,,D,Over Votes,0
400,President,,D,Over Votes,0
401,President,,D,Over Votes,0
402,President,,D,Over Votes,0
403,President,,D,Over Votes,0
404,President,,D,Over Votes,0
405,President,,D,Over Votes,0
406,President,,D,Over Votes,0
407,President,,D,Over Votes,0
408,President,,D,Over Votes,0
409,President,,D,Over Votes,0
410,President,,D,Over Votes,0
411,President,,D,Over Votes,0
412,President,,D,Over Votes,0
413,President,,D,Over Votes,0
414,President,,D,Over Votes,0
415,President,,D,Over Votes,0
416,President,,D,Over Votes,0
417,President,,D,Over Votes,0
418,President,,D,Over Votes,0
419,President,,D,Over Votes,0
420,President,,D,Over Votes,0
421,President,,D,Over Votes,0
422,President,,D,Over Votes,0
423,President,,D,Over Votes,0
424,President,,D,Over Votes,0
425,President,,D,Over Votes,0
426,President,,D,Over Votes,0
427,President,,D,Over Votes,0
428,President,,D,Over Votes,0
429,President,,D,Over Votes,0
430,President,,D,Over Votes,0
431,President,,D,Over Votes,0
432,President,,D,Over Votes,0
433,President,,D,Over Votes,0
434,President,,D,Over Votes,0
435,President,,D,Over Votes,0
436,President,,D,Over Votes,0
437,President,,D,Over Votes,0
438,President,,D,Over Votes,0
439,President,,D,Over Votes,0
440,President,,D,Over Votes,0
441,President,,D,Over Votes,0
442,President,,D,Over Votes,0
443,President,,D,Over Votes,0
444,President,,D,Over Votes,0
445,President,,D,Over Votes,0
446,President,,D,Over Votes,0
447,President,,D,Over Votes,0
448,President,,D,Over Votes,0
449,President,,D,Over Votes,0
451,President,,D,Over Votes,0
452,President,,D,Over Votes,0
453,President,,D,Over Votes,0
454,President,,D,Over Votes,0
457,President,,D,Over Votes,0
458,President,,D,Over Votes,0
459,President,,D,Over Votes,0
460,President,,D,Over Votes,0
461,President,,D,Over Votes,0
301,President,,D,Under Votes,34
302,President,,D,Under Votes,18
303,President,,D,Under Votes,9
304,President,,D,Under Votes,19
305,President,,D,Under Votes,16
306,President,,D,Under Votes,3
307,President,,D,Under Votes,26
308,President,,D,Under Votes,1
309,President,,D,Under Votes,30
310,President,,D,Under Votes,27
311,President,,D,Under Votes,2
312,President,,D,Under Votes,20
313,President,,D,Under Votes,0
314,President,,D,Under Votes,11
315,President,,D,Under Votes,11
316,President,,D,Under Votes,12
317,President,,D,Under Votes,32
318,President,,D,Under Votes,41
319,President,,D,Under Votes,10
320,President,,D,Under Votes,18
321,President,,D,Under Votes,5
322,President,,D,Under Votes,11
323,President,,D,Under Votes,12
324,President,,D,Under Votes,4
325,President,,D,Under Votes,0
326,President,,D,Under Votes,51
327,President,,D,Under Votes,32
328,President,,D,Under Votes,13
329,President,,D,Under Votes,35
330,President,,D,Under Votes,13
331,President,,D,Under Votes,5
332,President,,D,Under Votes,28
333,President,,D,Under Votes,17
334,President,,D,Under Votes,4
335,President,,D,Under Votes,51
336,President,,D,Under Votes,67
337,President,,D,Under Votes,69
338,President,,D,Under Votes,86
339,President,,D,Under Votes,33
340,President,,D,Under Votes,49
341,President,,D,Under Votes,15
342,President,,D,Under Votes,3
343,President,,D,Under Votes,65
344,President,,D,Under Votes,65
345,President,,D,Under Votes,1
346,President,,D,Under Votes,8
347,President,,D,Under Votes,5
348,President,,D,Under Votes,0
349,President,,D,Under Votes,19
350,President,,D,Under Votes,48
351,President,,D,Under Votes,22
352,President,,D,Under Votes,4
353,President,,D,Under Votes,14
354,President,,D,Under Votes,39
355,President,,D,Under Votes,30
356,President,,D,Under Votes,13
357,President,,D,Under Votes,8
358,President,,D,Under Votes,14
359,President,,D,Under Votes,11
360,President,,D,Under Votes,12
361,President,,D,Under Votes,4
362,President,,D,Under Votes,29
363,President,,D,Under Votes,27
364,President,,D,Under Votes,31
365,President,,D,Under Votes,26
366,President,,D,Under Votes,16
367,President,,D,Under Votes,8
368,President,,D,Under Votes,18
369,President,,D,Under Votes,17
370,President,,D,Under Votes,9
371,President,,D,Under Votes,19
372,President,,D,Under Votes,23
373,President,,D,Under Votes,5
374,President,,D,Under Votes,0
375,President,,D,Under Votes,1
376,President,,D,Under Votes,7
377,President,,D,Under Votes,16
378,President,,D,Under Votes,19
379,President,,D,Under Votes,45
380,President,,D,Under Votes,29
381,President,,D,Under Votes,2
382,President,,D,Under Votes,20
383,President,,D,Under Votes,15
384,President,,D,Under Votes,21
385,President,,D,Under Votes,30
386,President,,D,Under Votes,30
387,President,,D,Under Votes,4
388,President,,D,Under Votes,1
389,President,,D,Under Votes,10
390,President,,D,Under Votes,36
391,President,,D,Under Votes,1
392,President,,D,Under Votes,1
393,President,,D,Under Votes,9
394,President,,D,Under Votes,0
395,President,,D,Under Votes,14
396,President,,D,Under Votes,4
397,President,,D,Under Votes,21
398,President,,D,Under Votes,9
399,President,,D,Under Votes,19
400,President,,D,Under Votes,19
401,President,,D,Under Votes,13
402,President,,D,Under Votes,9
403,President,,D,Under Votes,25
404,President,,D,Under Votes,12
405,President,,D,Under Votes,34
406,President,,D,Under Votes,28
407,President,,D,Under Votes,23
408,President,,D,Under Votes,29
409,President,,D,Under Votes,14
410,President,,D,Under Votes,13
411,President,,D,Under Votes,11
412,President,,D,Under Votes,15
413,President,,D,Under Votes,2
414,President,,D,Under Votes,2
415,President,,D,Under Votes,3
416,President,,D,Under Votes,9
417,President,,D,Under Votes,12
418,President,,D,Under Votes,10
419,President,,D,Under Votes,37
420,President,,D,Under Votes,19
421,President,,D,Under Votes,0
422,President,,D,Under Votes,3
423,President,,D,Under Votes,20
424,President,,D,Under Votes,17
425,President,,D,Under Votes,11
426,President,,D,Under Votes,6
427,President,,D,Under Votes,0
428,President,,D,Under Votes,12
429,President,,D,Under Votes,16
430,President,,D,Under Votes,23
431,President,,D,Under Votes,12
432,President,,D,Under Votes,1
433,President,,D,Under Votes,11
434,President,,D,Under Votes,29
435,President,,D,Under Votes,23
436,President,,D,Under Votes,2
437,President,,D,Under Votes,0
438,President,,D,Under Votes,2
439,President,,D,Under Votes,2
440,President,,D,Under Votes,11
441,President,,D,Under Votes,1
442,President,,D,Under Votes,7
443,President,,D,Under Votes,0
444,President,,D,Under Votes,10
445,President,,D,Under Votes,3
446,President,,D,Under Votes,56
447,President,,D,Under Votes,10
448,President,,D,Under Votes,1
449,President,,D,Under Votes,1
451,President,,D,Under Votes,2
452,President,,D,Under Votes,17
453,President,,D,Under Votes,0
454,President,,D,Under Votes,2
457,President,,D,Under Votes,5
458,President,,D,Under Votes,58
459,President,,D,Under Votes,60
460,President,,D,Under Votes,9
461,President,,D,Under Votes,17
301,President,,R,Rick Santorum,33
302,President,,R,Rick Santorum,24
303,President,,R,Rick Santorum,15
304,President,,R,Rick Santorum,41
305,President,,R,Rick Santorum,5
306,President,,R,Rick Santorum,2
307,President,,R,Rick Santorum,20
308,President,,R,Rick Santorum,4
309,President,,R,Rick Santorum,27
310,President,,R,Rick Santorum,35
311,President,,R,Rick Santorum,3
312,President,,R,Rick Santorum,10
313,President,,R,Rick Santorum,1
314,President,,R,Rick Santorum,18
315,President,,R,Rick Santorum,17
316,President,,R,Rick Santorum,12
317,President,,R,Rick Santorum,19
318,President,,R,Rick Santorum,40
319,President,,R,Rick Santorum,5
320,President,,R,Rick Santorum,23
321,President,,R,Rick Santorum,3
322,President,,R,Rick Santorum,8
323,President,,R,Rick Santorum,20
324,President,,R,Rick Santorum,8
325,President,,R,Rick Santorum,0
326,President,,R,Rick Santorum,41
327,President,,R,Rick Santorum,46
328,President,,R,Rick Santorum,14
329,President,,R,Rick Santorum,53
330,President,,R,Rick Santorum,7
331,President,,R,Rick Santorum,15
332,President,,R,Rick Santorum,17
333,President,,R,Rick Santorum,13
334,President,,R,Rick Santorum,4
335,President,,R,Rick Santorum,68
336,President,,R,Rick Santorum,49
337,President,,R,Rick Santorum,36
338,President,,R,Rick Santorum,55
339,President,,R,Rick Santorum,17
340,President,,R,Rick Santorum,48
341,President,,R,Rick Santorum,3
342,President,,R,Rick Santorum,2
343,President,,R,Rick Santorum,54
344,President,,R,Rick Santorum,37
345,President,,R,Rick Santorum,0
346,President,,R,Rick Santorum,13
347,President,,R,Rick Santorum,2
348,President,,R,Rick Santorum,1
349,President,,R,Rick Santorum,15
350,President,,R,Rick Santorum,35
351,President,,R,Rick Santorum,17
352,President,,R,Rick Santorum,1
353,President,,R,Rick Santorum,13
354,President,,R,Rick Santorum,36
355,President,,R,Rick Santorum,27
356,President,,R,Rick Santorum,18
357,President,,R,Rick Santorum,27
358,President,,R,Rick Santorum,18
359,President,,R,Rick Santorum,23
360,President,,R,Rick Santorum,12
361,President,,R,Rick Santorum,4
362,President,,R,Rick Santorum,33
363,President,,R,Rick Santorum,22
364,President,,R,Rick Santorum,21
365,President,,R,Rick Santorum,25
366,President,,R,Rick Santorum,7
367,President,,R,Rick Santorum,22
368,President,,R,Rick Santorum,39
369,President,,R,Rick Santorum,16
370,President,,R,Rick Santorum,23
371,President,,R,Rick Santorum,9
372,President,,R,Rick Santorum,6
373,President,,R,Rick Santorum,3
374,President,,R,Rick Santorum,2
375,President,,R,Rick Santorum,3
376,President,,R,Rick Santorum,11
377,President,,R,Rick Santorum,25
378,President,,R,Rick Santorum,10
379,President,,R,Rick Santorum,29
380,President,,R,Rick Santorum,34
381,President,,R,Rick Santorum,9
382,President,,R,Rick Santorum,25
383,President,,R,Rick Santorum,16
384,President,,R,Rick Santorum,15
385,President,,R,Rick Santorum,19
386,President,,R,Rick Santorum,26
387,President,,R,Rick Santorum,2
388,President,,R,Rick Santorum,2
389,President,,R,Rick Santorum,9
390,President,,R,Rick Santorum,53
391,President,,R,Rick Santorum,0
392,President,,R,Rick Santorum,0
393,President,,R,Rick Santorum,6
394,President,,R,Rick Santorum,1
395,President,,R,Rick Santorum,9
396,President,,R,Rick Santorum,4
397,President,,R,Rick Santorum,27
398,President,,R,Rick Santorum,4
399,President,,R,Rick Santorum,18
400,President,,R,Rick Santorum,16
401,President,,R,Rick Santorum,3
402,President,,R,Rick Santorum,8
403,President,,R,Rick Santorum,45
404,President,,R,Rick Santorum,38
405,President,,R,Rick Santorum,40
406,President,,R,Rick Santorum,23
407,President,,R,Rick Santorum,13
408,President,,R,Rick Santorum,53
409,President,,R,Rick Santorum,19
410,President,,R,Rick Santorum,25
411,President,,R,Rick Santorum,10
412,President,,R,Rick Santorum,19
413,President,,R,Rick Santorum,8
414,President,,R,Rick Santorum,4
415,President,,R,Rick Santorum,2
416,President,,R,Rick Santorum,14
417,President,,R,Rick Santorum,7
418,President,,R,Rick Santorum,18
419,President,,R,Rick Santorum,25
420,President,,R,Rick Santorum,35
421,President,,R,Rick Santorum,2
422,President,,R,Rick Santorum,1
423,President,,R,Rick Santorum,36
424,President,,R,Rick Santorum,47
425,President,,R,Rick Santorum,10
426,President,,R,Rick Santorum,3
427,President,,R,Rick Santorum,0
428,President,,R,Rick Santorum,9
429,President,,R,Rick Santorum,11
430,President,,R,Rick Santorum,34
431,President,,R,Rick Santorum,16
432,President,,R,Rick Santorum,1
433,President,,R,Rick Santorum,18
434,President,,R,Rick Santorum,27
435,President,,R,Rick Santorum,46
436,President,,R,Rick Santorum,18
437,President,,R,Rick Santorum,1
438,President,,R,Rick Santorum,4
439,President,,R,Rick Santorum,5
440,President,,R,Rick Santorum,10
441,President,,R,Rick Santorum,0
442,President,,R,Rick Santorum,8
443,President,,R,Rick Santorum,0
444,President,,R,Rick Santorum,12
445,President,,R,Rick Santorum,5
446,President,,R,Rick Santorum,39
447,President,,R,Rick Santorum,12
448,President,,R,Rick Santorum,4
449,President,,R,Rick Santorum,1
451,President,,R,Rick Santorum,4
452,President,,R,Rick Santorum,15
453,President,,R,Rick Santorum,0
454,President,,R,Rick Santorum,1
457,President,,R,Rick Santorum,21
458,President,,R,Rick Santorum,44
459,President,,R,Rick Santorum,45
460,President,,R,Rick Santorum,13
461,President,,R,Rick Santorum,14
301,President,,R,Ron Paul,43
302,President,,R,Ron Paul,28
303,President,,R,Ron Paul,14
304,President,,R,Ron Paul,38
305,President,,R,Ron Paul,18
306,President,,R,Ron Paul,5
307,President,,R,Ron Paul,37
308,President,,R,Ron Paul,7
309,President,,R,Ron Paul,59
310,President,,R,Ron Paul,33
311,President,,R,Ron Paul,13
312,President,,R,Ron Paul,16
313,President,,R,Ron Paul,0
314,President,,R,Ron Paul,8
315,President,,R,Ron Paul,13
316,President,,R,Ron Paul,8
317,President,,R,Ron Paul,25
318,President,,R,Ron Paul,52
319,President,,R,Ron Paul,15
320,President,,R,Ron Paul,27
321,President,,R,Ron Paul,0
322,President,,R,Ron Paul,12
323,President,,R,Ron Paul,35
324,President,,R,Ron Paul,10
325,President,,R,Ron Paul,0
326,President,,R,Ron Paul,50
327,President,,R,Ron Paul,45
328,President,,R,Ron Paul,18
329,President,,R,Ron Paul,55
330,President,,R,Ron Paul,24
331,President,,R,Ron Paul,9
332,President,,R,Ron Paul,28
333,President,,R,Ron Paul,27
334,President,,R,Ron Paul,2
335,President,,R,Ron Paul,60
336,President,,R,Ron Paul,54
337,President,,R,Ron Paul,68
338,President,,R,Ron Paul,75
339,President,,R,Ron Paul,25
340,President,,R,Ron Paul,58
341,President,,R,Ron Paul,4
342,President,,R,Ron Paul,2
343,President,,R,Ron Paul,71
344,President,,R,Ron Paul,75
345,President,,R,Ron Paul,0
346,President,,R,Ron Paul,5
347,President,,R,Ron Paul,1
348,President,,R,Ron Paul,0
349,President,,R,Ron Paul,30
350,President,,R,Ron Paul,44
351,President,,R,Ron Paul,22
352,President,,R,Ron Paul,4
353,President,,R,Ron Paul,27
354,President,,R,Ron Paul,58
355,President,,R,Ron Paul,37
356,President,,R,Ron Paul,22
357,President,,R,Ron Paul,24
358,President,,R,Ron Paul,21
359,President,,R,Ron Paul,18
360,President,,R,Ron Paul,37
361,President,,R,Ron Paul,14
362,President,,R,Ron Paul,44
363,President,,R,Ron Paul,40
364,President,,R,Ron Paul,31
365,President,,R,Ron Paul,39
366,President,,R,Ron Paul,20
367,President,,R,Ron Paul,28
368,President,,R,Ron Paul,48
369,President,,R,Ron Paul,17
370,President,,R,Ron Paul,35
371,President,,R,Ron Paul,31
372,President,,R,Ron Paul,22
373,President,,R,Ron Paul,4
374,President,,R,Ron Paul,0
375,President,,R,Ron Paul,2
376,President,,R,Ron Paul,33
377,President,,R,Ron Paul,18
378,President,,R,Ron Paul,18
379,President,,R,Ron Paul,56
380,President,,R,Ron Paul,27
381,President,,R,Ron Paul,10
382,President,,R,Ron Paul,44
383,President,,R,Ron Paul,8
384,President,,R,Ron Paul,21
385,President,,R,Ron Paul,38
386,President,,R,Ron Paul,38
387,President,,R,Ron Paul,8
388,President,,R,Ron Paul,5
389,President,,R,Ron Paul,21
390,President,,R,Ron Paul,49
391,President,,R,Ron Paul,5
392,President,,R,Ron Paul,0
393,President,,R,Ron Paul,10
394,President,,R,Ron Paul,8
395,President,,R,Ron Paul,40
396,President,,R,Ron Paul,11
397,President,,R,Ron Paul,39
398,President,,R,Ron Paul,19
399,President,,R,Ron Paul,31
400,President,,R,Ron Paul,49
401,President,,R,Ron Paul,26
402,President,,R,Ron Paul,16
403,President,,R,Ron Paul,64
404,President,,R,Ron Paul,52
405,President,,R,Ron Paul,63
406,President,,R,Ron Paul,44
407,President,,R,Ron Paul,21
408,President,,R,Ron Paul,53
409,President,,R,Ron Paul,47
410,President,,R,Ron Paul,28
411,President,,R,Ron Paul,33
412,President,,R,Ron Paul,18
413,President,,R,Ron Paul,7
414,President,,R,Ron Paul,13
415,President,,R,Ron Paul,10
416,President,,R,Ron Paul,20
417,President,,R,Ron Paul,16
418,President,,R,Ron Paul,33
419,President,,R,Ron Paul,22
420,President,,R,Ron Paul,45
421,President,,R,Ron Paul,5
422,President,,R,Ron Paul,1
423,President,,R,Ron Paul,40
424,President,,R,Ron Paul,32
425,President,,R,Ron Paul,20
426,President,,R,Ron Paul,15
427,President,,R,Ron Paul,0
428,President,,R,Ron Paul,16
429,President,,R,Ron Paul,21
430,President,,R,Ron Paul,24
431,President,,R,Ron Paul,18
432,President,,R,Ron Paul,8
433,President,,R,Ron Paul,30
434,President,,R,Ron Paul,50
435,President,,R,Ron Paul,56
436,President,,R,Ron Paul,20
