county,office,district,party,candidate,votes
Clatsop ,U.S. House,1,L,James Foster,358
Columbia ,U.S. House,1,L,James Foster,553
Multnomah ,U.S. House,1,L,James Foster,627
Washington ,U.S. House,1,L,James Foster,4167
Yamhill ,U.S. House,1,L,James Foster,913
Clatsop ,U.S. House,1,R,Rob Cornilles,4355
Columbia ,U.S. House,1,R,Rob Cornilles,5834
Multnomah ,U.S. House,1,R,Rob Cornilles,5491
Washington ,U.S. House,1,R,Rob Cornilles,55137
Yamhill ,U.S. House,1,R,Rob Cornilles,12579
Clatsop ,U.S. House,1,D,Suzanne Bonamici,6105
Columbia ,U.S. House,1,D,Suzanne Bonamici,6949
Multnomah ,U.S. House,1,D,Suzanne Bonamici,20735
Washington ,U.S. House,1,D,Suzanne Bonamici,68890
Yamhill ,U.S. House,1,D,Suzanne Bonamici,10725
Clatsop ,U.S. House,1,PRO,Steve Reynolds,458
Columbia ,U.S. House,1,PRO,Steve Reynolds,704
Multnomah ,U.S. House,1,PRO,Steve Reynolds,634
Washington ,U.S. House,1,PRO,Steve Reynolds,3942
Yamhill ,U.S. House,1,PRO,Steve Reynolds,1060
Clatsop ,U.S. House,1,,Misc.,45
Columbia ,U.S. House,1,,Misc.,57
Multnomah ,U.S. House,1,,Misc.,81
Washington ,U.S. House,1,,Misc.,307
Yamhill ,U.S. House,1,,Misc.,57
