county,precinct,office,district,party,candidate,votes,,,,,,,
Linn,15,President,,CON,Will Christensen,0,,,,,,,
Linn,16,President,,CON,Will Christensen,1,,,,,,,
Linn,18,President,,CON,Will Christensen,7,,,,,,,
Linn,19,President,,CON,Will Christensen,6,,,,,,,
Linn,20,President,,CON,Will Christensen,1,,,,,,,
Linn,21,President,,CON,Will Christensen,2,,,,,,,
Linn,22,President,,CON,Will Christensen,4,,,,,,,
Linn,23,President,,CON,Will Christensen,2,,,,,,,
Linn,25,President,,CON,Will Christensen,3,,,,,,,
Linn,26,President,,CON,Will Christensen,0,,,,,,,
Linn,27,President,,CON,Will Christensen,1,,,,,,,
Linn,28,President,,CON,Will Christensen,0,,,,,,,
Linn,29,President,,CON,Will Christensen,3,,,,,,,
Linn,30,President,,CON,Will Christensen,0,,,,,,,
Linn,31,President,,CON,Will Christensen,3,,,,,,,
Linn,32,President,,CON,Will Christensen,0,,,,,,,
Linn,33,President,,CON,Will Christensen,1,,,,,,,
Linn,34,President,,CON,Will Christensen,1,,,,,,,
Linn,35,President,,CON,Will Christensen,18,,,,,,,
Linn,36,President,,CON,Will Christensen,1,,,,,,,
Linn,37,President,,CON,Will Christensen,5,,,,,,,
Linn,38,President,,CON,Will Christensen,4,,,,,,,
Linn,39,President,,CON,Will Christensen,2,,,,,,,
Linn,41,President,,CON,Will Christensen,5,,,,,,,
Linn,42,President,,CON,Will Christensen,2,,,,,,,
Linn,43,President,,CON,Will Christensen,1,,,,,,,
Linn,44,President,,CON,Will Christensen,3,,,,,,,
Linn,45,President,,CON,Will Christensen,2,,,,,,,
Linn,46,President,,CON,Will Christensen,1,,,,,,,
Linn,47,President,,CON,Will Christensen,0,,,,,,,
Linn,48,President,,CON,Will Christensen,3,,,,,,,
Linn,49,President,,CON,Will Christensen,0,,,,,,,
Linn,50,President,,CON,Will Christensen,2,,,,,,,
Linn,51,President,,CON,Will Christensen,1,,,,,,,
Linn,52,President,,CON,Will Christensen,1,,,,,,,
Linn,53,President,,CON,Will Christensen,6,,,,,,,
Linn,54,President,,CON,Will Christensen,0,,,,,,,
Linn,55,President,,CON,Will Christensen,1,,,,,,,
Linn,56,President,,CON,Will Christensen,4,,,,,,,
Linn,57,President,,CON,Will Christensen,0,,,,,,,
Linn,58,President,,CON,Will Christensen,0,,,,,,,
Linn,59,President,,CON,Will Christensen,2,,,,,,,
Linn,60,President,,CON,Will Christensen,3,,,,,,,
Linn,61,President,,CON,Will Christensen,0,,,,,,,
Linn,62,President,,CON,Will Christensen,4,,,,,,,
Linn,63,President,,CON,Will Christensen,3,,,,,,,
Linn,65,President,,CON,Will Christensen,0,,,,,,,
Linn,66,President,,CON,Will Christensen,0,,,,,,,
Linn,67,President,,CON,Will Christensen,0,,,,,,,
Linn,68,President,,CON,Will Christensen,0,,,,,,,
Linn,70,President,,CON,Will Christensen,3,,,,,,,
Linn,71,President,,CON,Will Christensen,0,,,,,,,
Linn,73,President,,CON,Will Christensen,4,,,,,,,
Linn,74,President,,CON,Will Christensen,0,,,,,,,
Linn,75,President,,CON,Will Christensen,3,,,,,,,
Linn,76,President,,CON,Will Christensen,3,,,,,,,
Linn,77,President,,CON,Will Christensen,3,,,,,,,
Linn,78,President,,CON,Will Christensen,2,,,,,,,
Linn,79,President,,CON,Will Christensen,10,,,,,,,
Linn,80,President,,CON,Will Christensen,2,,,,,,,
Linn,82,President,,CON,Will Christensen,3,,,,,,,
Linn,83,President,,CON,Will Christensen,0,,,,,,,
Linn,84,President,,CON,Will Christensen,3,,,,,,,
Linn,86,President,,CON,Will Christensen,8,,,,,,,
Linn,87,President,,CON,Will Christensen,2,,,,,,,
Linn,88,President,,CON,Will Christensen,2,,,,,,,
Linn,89,President,,CON,Will Christensen,1,,,,,,,
Linn,91,President,,CON,Will Christensen,2,,,,,,,
Linn,92,President,,CON,Will Christensen,7,,,,,,,
Linn,93,President,,CON,Will Christensen,3,,,,,,,
Linn,94,President,,CON,Will Christensen,6,,,,,,,
Linn,95,President,,CON,Will Christensen,3,,,,,,,
Linn,96,President,,CON,Will Christensen,0,,,,,,,
Linn,97,President,,CON,Will Christensen,1,,,,,,,
Linn,99,President,,CON,Will Christensen,0,,,,,,,
Linn,100,President,,CON,Will Christensen,2,,,,,,,
Linn,101,President,,CON,Will Christensen,2,,,,,,,
Linn,102,President,,CON,Will Christensen,1,,,,,,,
Linn,103,President,,CON,Will Christensen,2,,,,,,,
Linn,104,President,,CON,Will Christensen,1,,,,,,,
Linn,105,President,,CON,Will Christensen,4,,,,,,,
Linn,106,President,,CON,Will Christensen,3,,,,,,,
Linn,107,President,,CON,Will Christensen,3,,,,,,,
Linn,108,President,,CON,Will Christensen,8,,,,,,,
Linn,1,President,,,Write-ins,2,,,,,,,
Linn,3,President,,,Write-ins,3,,,,,,,
Linn,5,President,,,Write-ins,5,,,,,,,
Linn,8,President,,,Write-ins,10,,,,,,,
Linn,11,President,,,Write-ins,7,,,,,,,
Linn,14,President,,,Write-ins,8,,,,,,,
Linn,15,President,,,Write-ins,5,,,,,,,
Linn,16,President,,,Write-ins,10,,,,,,,
Linn,18,President,,,Write-ins,22,,,,,,,
Linn,19,President,,,Write-ins,6,,,,,,,
Linn,20,President,,,Write-ins,3,,,,,,,
Linn,21,President,,,Write-ins,0,,,,,,,
Linn,22,President,,,Write-ins,0,,,,,,,
Linn,23,President,,,Write-ins,4,,,,,,,
Linn,25,President,,,Write-ins,2,,,,,,,
Linn,26,President,,,Write-ins,2,,,,,,,
Linn,27,President,,,Write-ins,5,,,,,,,
Linn,28,President,,,Write-ins,2,,,,,,,
Linn,29,President,,,Write-ins,12,,,,,,,
Linn,30,President,,,Write-ins,0,,,,,,,
Linn,31,President,,,Write-ins,3,,,,,,,
Linn,32,President,,,Write-ins,3,,,,,,,
Linn,33,President,,,Write-ins,1,,,,,,,
Linn,34,President,,,Write-ins,3,,,,,,,
Linn,35,President,,,Write-ins,10,,,,,,,
Linn,36,President,,,Write-ins,3,,,,,,,
Linn,37,President,,,Write-ins,3,,,,,,,
Linn,38,President,,,Write-ins,7,,,,,,,
Linn,39,President,,,Write-ins,7,,,,,,,
Linn,41,President,,,Write-ins,4,,,,,,,
Linn,42,President,,,Write-ins,7,,,,,,,
Linn,43,President,,,Write-ins,2,,,,,,,
Linn,44,President,,,Write-ins,7,,,,,,,
Linn,45,President,,,Write-ins,3,,,,,,,
Linn,46,President,,,Write-ins,4,,,,,,,
Linn,47,President,,,Write-ins,1,,,,,,,
Linn,48,President,,,Write-ins,6,,,,,,,
Linn,49,President,,,Write-ins,0,,,,,,,
Linn,50,President,,,Write-ins,5,,,,,,,
Linn,51,President,,,Write-ins,0,,,,,,,
Linn,52,President,,,Write-ins,1,,,,,,,
Linn,53,President,,,Write-ins,5,,,,,,,
Linn,54,President,,,Write-ins,2,,,,,,,
Linn,55,President,,,Write-ins,3,,,,,,,
Linn,56,President,,,Write-ins,0,,,,,,,
Linn,57,President,,,Write-ins,0,,,,,,,
Linn,58,President,,,Write-ins,0,,,,,,,
Linn,59,President,,,Write-ins,1,,,,,,,
Linn,60,President,,,Write-ins,3,,,,,,,
Linn,61,President,,,Write-ins,4,,,,,,,
Linn,62,President,,,Write-ins,5,,,,,,,
Linn,63,President,,,Write-ins,6,,,,,,,
Linn,65,President,,,Write-ins,0,,,,,,,
Linn,66,President,,,Write-ins,1,,,,,,,
Linn,67,President,,,Write-ins,3,,,,,,,
Linn,68,President,,,Write-ins,1,,,,,,,
Linn,70,President,,,Write-ins,1,,,,,,,
Linn,71,President,,,Write-ins,0,,,,,,,
Linn,73,President,,,Write-ins,2,,,,,,,
Linn,74,President,,,Write-ins,11,,,,,,,
Linn,75,President,,,Write-ins,4,,,,,,,
Linn,76,President,,,Write-ins,3,,,,,,,
Linn,77,President,,,Write-ins,6,,,,,,,
Linn,78,President,,,Write-ins,4,,,,,,,
Linn,79,President,,,Write-ins,14,,,,,,,
Linn,80,President,,,Write-ins,14,,,,,,,
Linn,82,President,,,Write-ins,4,,,,,,,
Linn,83,President,,,Write-ins,0,,,,,,,
Linn,84,President,,,Write-ins,5,,,,,,,
Linn,86,President,,,Write-ins,4,,,,,,,
Linn,87,President,,,Write-ins,3,,,,,,,
Linn,88,President,,,Write-ins,9,,,,,,,
Linn,89,President,,,Write-ins,9,,,,,,,
Linn,91,President,,,Write-ins,5,,,,,,,
Linn,92,President,,,Write-ins,6,,,,,,,
Linn,93,President,,,Write-ins,14,,,,,,,
Linn,94,President,,,Write-ins,11,,,,,,,
Linn,95,President,,,Write-ins,13,,,,,,,
Linn,96,President,,,Write-ins,5,,,,,,,
Linn,97,President,,,Write-ins,2,,,,,,,
Linn,99,President,,,Write-ins,2,,,,,,,
Linn,100,President,,,Write-ins,9,,,,,,,
Linn,101,President,,,Write-ins,2,,,,,,,
Linn,102,President,,,Write-ins,10,,,,,,,
Linn,103,President,,,Write-ins,2,,,,,,,
Linn,104,President,,,Write-ins,9,,,,,,,
Linn,105,President,,,Write-ins,5,,,,,,,
Linn,106,President,,,Write-ins,0,,,,,,,
Linn,107,President,,,Write-ins,7,,,,,,,
Linn,108,President,,,Write-ins,14,,,,,,,
Linn,1,President,,,Over Votes,0,,,,,,,
Linn,3,President,,,Over Votes,0,,,,,,,
Linn,5,President,,,Over Votes,1,,,,,,,
Linn,8,President,,,Over Votes,0,,,,,,,
Linn,11,President,,,Over Votes,0,,,,,,,
Linn,14,President,,,Over Votes,1,,,,,,,
Linn,15,President,,,Over Votes,0,,,,,,,
Linn,16,President,,,Over Votes,1,,,,,,,
Linn,18,President,,,Over Votes,4,,,,,,,
Linn,19,President,,,Over Votes,0,,,,,,,
Linn,20,President,,,Over Votes,0,,,,,,,
Linn,21,President,,,Over Votes,0,,,,,,,
Linn,22,President,,,Over Votes,0,,,,,,,
Linn,23,President,,,Over Votes,0,,,,,,,
Linn,25,President,,,Over Votes,2,,,,,,,
Linn,26,President,,,Over Votes,2,,,,,,,
Linn,27,President,,,Over Votes,1,,,,,,,
Linn,28,President,,,Over Votes,0,,,,,,,
Linn,29,President,,,Over Votes,0,,,,,,,
Linn,30,President,,,Over Votes,0,,,,,,,
Linn,31,President,,,Over Votes,1,,,,,,,
Linn,32,President,,,Over Votes,1,,,,,,,
Linn,33,President,,,Over Votes,0,,,,,,,
Linn,34,President,,,Over Votes,0,,,,,,,
Linn,35,President,,,Over Votes,1,,,,,,,
Linn,36,President,,,Over Votes,0,,,,,,,
Linn,37,President,,,Over Votes,0,,,,,,,
Linn,38,President,,,Over Votes,0,,,,,,,
Linn,39,President,,,Over Votes,0,,,,,,,
Linn,41,President,,,Over Votes,1,,,,,,,
Linn,42,President,,,Over Votes,2,,,,,,,
Linn,43,President,,,Over Votes,0,,,,,,,
Linn,44,President,,,Over Votes,1,,,,,,,
Linn,45,President,,,Over Votes,0,,,,,,,
Linn,46,President,,,Over Votes,0,,,,,,,
Linn,47,President,,,Over Votes,0,,,,,,,
Linn,48,President,,,Over Votes,1,,,,,,,
Linn,49,President,,,Over Votes,0,,,,,,,
Linn,50,President,,,Over Votes,0,,,,,,,
Linn,51,President,,,Over Votes,0,,,,,,,
Linn,52,President,,,Over Votes,1,,,,,,,
Linn,53,President,,,Over Votes,0,,,,,,,
Linn,54,President,,,Over Votes,1,,,,,,,
Linn,55,President,,,Over Votes,1,,,,,,,
Linn,56,President,,,Over Votes,0,,,,,,,
Linn,57,President,,,Over Votes,0,,,,,,,
Linn,58,President,,,Over Votes,0,,,,,,,
Linn,59,President,,,Over Votes,0,,,,,,,
Linn,60,President,,,Over Votes,1,,,,,,,
Linn,61,President,,,Over Votes,0,,,,,,,
Linn,62,President,,,Over Votes,1,,,,,,,
Linn,63,President,,,Over Votes,2,,,,,,,
Linn,65,President,,,Over Votes,0,,,,,,,
Linn,66,President,,,Over Votes,1,,,,,,,
Linn,67,President,,,Over Votes,0,,,,,,,
Linn,68,President,,,Over Votes,0,,,,,,,
Linn,70,President,,,Over Votes,0,,,,,,,
Linn,71,President,,,Over Votes,0,,,,,,,
Linn,73,President,,,Over Votes,1,,,,,,,
Linn,74,President,,,Over Votes,1,,,,,,,
Linn,75,President,,,Over Votes,0,,,,,,,
Linn,76,President,,,Over Votes,1,,,,,,,
Linn,77,President,,,Over Votes,0,,,,,,,
Linn,78,President,,,Over Votes,1,,,,,,,
Linn,79,President,,,Over Votes,1,,,,,,,
Linn,80,President,,,Over Votes,1,,,,,,,
Linn,82,President,,,Over Votes,0,,,,,,,
Linn,83,President,,,Over Votes,0,,,,,,,
Linn,84,President,,,Over Votes,0,,,,,,,
Linn,86,President,,,Over Votes,0,,,,,,,
Linn,87,President,,,Over Votes,0,,,,,,,
Linn,88,President,,,Over Votes,0,,,,,,,
Linn,89,President,,,Over Votes,2,,,,,,,
Linn,91,President,,,Over Votes,1,,,,,,,
Linn,92,President,,,Over Votes,1,,,,,,,
Linn,93,President,,,Over Votes,2,,,,,,,
Linn,94,President,,,Over Votes,0,,,,,,,
Linn,95,President,,,Over Votes,2,,,,,,,
Linn,96,President,,,Over Votes,0,,,,,,,
Linn,97,President,,,Over Votes,0,,,,,,,
Linn,99,President,,,Over Votes,1,,,,,,,
Linn,100,President,,,Over Votes,1,,,,,,,
Linn,101,President,,,Over Votes,0,,,,,,,
Linn,102,President,,,Over Votes,2,,,,,,,
Linn,103,President,,,Over Votes,0,,,,,,,
Linn,104,President,,,Over Votes,1,,,,,,,
Linn,105,President,,,Over Votes,0,,,,,,,
Linn,106,President,,,Over Votes,0,,,,,,,
Linn,107,President,,,Over Votes,0,,,,,,,
Linn,108,President,,,Over Votes,3,,,,,,,
Linn,1,President,,,Under Votes,4,,,,,,,
Linn,3,President,,,Under Votes,3,,,,,,,
Linn,5,President,,,Under Votes,7,,,,,,,
Linn,8,President,,,Under Votes,11,,,,,,,
Linn,11,President,,,Under Votes,4,,,,,,,
Linn,14,President,,,Under Votes,8,,,,,,,
Linn,15,President,,,Under Votes,5,,,,,,,
Linn,16,President,,,Under Votes,6,,,,,,,
Linn,18,President,,,Under Votes,22,,,,,,,
Linn,19,President,,,Under Votes,8,,,,,,,
Linn,20,President,,,Under Votes,1,,,,,,,
Linn,21,President,,,Under Votes,1,,,,,,,
Linn,22,President,,,Under Votes,0,,,,,,,
Linn,23,President,,,Under Votes,5,,,,,,,
Linn,25,President,,,Under Votes,5,,,,,,,
Linn,26,President,,,Under Votes,5,,,,,,,
Linn,27,President,,,Under Votes,1,,,,,,,
Linn,28,President,,,Under Votes,2,,,,,,,
Linn,29,President,,,Under Votes,15,,,,,,,
Linn,30,President,,,Under Votes,1,,,,,,,
Linn,31,President,,,Under Votes,4,,,,,,,
Linn,32,President,,,Under Votes,4,,,,,,,
Linn,33,President,,,Under Votes,1,,,,,,,
Linn,34,President,,,Under Votes,2,,,,,,,
Linn,35,President,,,Under Votes,15,,,,,,,
Linn,36,President,,,Under Votes,11,,,,,,,
Linn,37,President,,,Under Votes,6,,,,,,,
Linn,38,President,,,Under Votes,6,,,,,,,
Linn,39,President,,,Under Votes,5,,,,,,,
Linn,41,President,,,Under Votes,5,,,,,,,
Linn,42,President,,,Under Votes,8,,,,,,,
Linn,43,President,,,Under Votes,14,,,,,,,
Linn,44,President,,,Under Votes,5,,,,,,,
Linn,45,President,,,Under Votes,5,,,,,,,
Linn,46,President,,,Under Votes,10,,,,,,,
Linn,47,President,,,Under Votes,1,,,,,,,
Linn,48,President,,,Under Votes,12,,,,,,,
Linn,49,President,,,Under Votes,0,,,,,,,
Linn,50,President,,,Under Votes,8,,,,,,,
Linn,51,President,,,Under Votes,2,,,,,,,
Linn,52,President,,,Under Votes,5,,,,,,,
Linn,53,President,,,Under Votes,10,,,,,,,
Linn,54,President,,,Under Votes,2,,,,,,,
Linn,55,President,,,Under Votes,7,,,,,,,
Linn,56,President,,,Under Votes,5,,,,,,,
Linn,57,President,,,Under Votes,1,,,,,,,
Linn,58,President,,,Under Votes,1,,,,,,,
Linn,59,President,,,Under Votes,7,,,,,,,
Linn,60,President,,,Under Votes,6,,,,,,,
Linn,61,President,,,Under Votes,6,,,,,,,
Linn,62,President,,,Under Votes,3,,,,,,,
Linn,63,President,,,Under Votes,7,,,,,,,
Linn,65,President,,,Under Votes,1,,,,,,,
Linn,66,President,,,Under Votes,6,,,,,,,
Linn,67,President,,,Under Votes,6,,,,,,,
Linn,68,President,,,Under Votes,1,,,,,,,
Linn,70,President,,,Under Votes,7,,,,,,,
Linn,71,President,,,Under Votes,1,,,,,,,
Linn,73,President,,,Under Votes,6,,,,,,,
Linn,74,President,,,Under Votes,7,,,,,,,
Linn,75,President,,,Under Votes,4,,,,,,,
Linn,76,President,,,Under Votes,6,,,,,,,
Linn,77,President,,,Under Votes,6,,,,,,,
Linn,78,President,,,Under Votes,7,,,,,,,
Linn,79,President,,,Under Votes,12,,,,,,,
Linn,80,President,,,Under Votes,14,,,,,,,
Linn,82,President,,,Under Votes,3,,,,,,,
Linn,83,President,,,Under Votes,0,,,,,,,
Linn,84,President,,,Under Votes,11,,,,,,,
Linn,86,President,,,Under Votes,10,,,,,,,
Linn,87,President,,,Under Votes,6,,,,,,,
Linn,88,President,,,Under Votes,6,,,,,,,
Linn,89,President,,,Under Votes,8,,,,,,,
Linn,91,President,,,Under Votes,9,,,,,,,
Linn,92,President,,,Under Votes,9,,,,,,,
Linn,93,President,,,Under Votes,12,,,,,,,
Linn,94,President,,,Under Votes,9,,,,,,,
Linn,95,President,,,Under Votes,15,,,,,,,
Linn,96,President,,,Under Votes,5,,,,,,,
Linn,97,President,,,Under Votes,10,,,,,,,
Linn,99,President,,,Under Votes,3,,,,,,,
Linn,100,President,,,Under Votes,13,,,,,,,
Linn,101,President,,,Under Votes,5,,,,,,,
Linn,102,President,,,Under Votes,9,,,,,,,
Linn,103,President,,,Under Votes,2,,,,,,,
Linn,104,President,,,Under Votes,8,,,,,,,
Linn,105,President,,,Under Votes,4,,,,,,,
Linn,106,President,,,Under Votes,4,,,,,,,
Linn,107,President,,,Under Votes,12,,,,,,,
Linn,108,President,,,Under Votes,22,,,,,,,
Linn,1,U.S. House,4,DEM,Peter A DeFazio,345,,,,,,,
Linn,3,U.S. House,4,DEM,Peter A DeFazio,318,,,,,,,
Linn,5,U.S. House,4,DEM,Peter A DeFazio,349,,,,,,,
Linn,8,U.S. House,4,DEM,Peter A DeFazio,404,,,,,,,
Linn,11,U.S. House,4,DEM,Peter A DeFazio,265,,,,,,,
Linn,14,U.S. House,4,DEM,Peter A DeFazio,318,,,,,,,
Linn,15,U.S. House,4,DEM,Peter A DeFazio,107,,,,,,,
Linn,16,U.S. House,4,DEM,Peter A DeFazio,352,,,,,,,
Linn,18,U.S. House,4,DEM,Peter A DeFazio,922,,,,,,,
Linn,19,U.S. House,4,DEM,Peter A DeFazio,368,,,,,,,
Linn,20,U.S. House,4,DEM,Peter A DeFazio,175,,,,,,,
Linn,21,U.S. House,4,DEM,Peter A DeFazio,90,,,,,,,
Linn,22,U.S. House,4,DEM,Peter A DeFazio,34,,,,,,,
Linn,23,U.S. House,4,DEM,Peter A DeFazio,242,,,,,,,
Linn,25,U.S. House,4,DEM,Peter A DeFazio,260,,,,,,,
Linn,26,U.S. House,4,DEM,Peter A DeFazio,84,,,,,,,
Linn,27,U.S. House,4,DEM,Peter A DeFazio,179,,,,,,,
Linn,28,U.S. House,4,DEM,Peter A DeFazio,54,,,,,,,
Linn,29,U.S. House,4,DEM,Peter A DeFazio,593,,,,,,,
Linn,30,U.S. House,4,DEM,Peter A DeFazio,48,,,,,,,
Linn,31,U.S. House,4,DEM,Peter A DeFazio,144,,,,,,,
Linn,32,U.S. House,4,DEM,Peter A DeFazio,202,,,,,,,
Linn,33,U.S. House,4,DEM,Peter A DeFazio,16,,,,,,,
Linn,34,U.S. House,4,DEM,Peter A DeFazio,111,,,,,,,
Linn,35,U.S. House,4,DEM,Peter A DeFazio,475,,,,,,,
Linn,36,U.S. House,4,DEM,Peter A DeFazio,369,,,,,,,
Linn,37,U.S. House,4,DEM,Peter A DeFazio,358,,,,,,,
Linn,38,U.S. House,4,DEM,Peter A DeFazio,310,,,,,,,
Linn,39,U.S. House,4,DEM,Peter A DeFazio,243,,,,,,,
Linn,41,U.S. House,4,DEM,Peter A DeFazio,198,,,,,,,
Linn,42,U.S. House,4,DEM,Peter A DeFazio,231,,,,,,,
Linn,43,U.S. House,4,DEM,Peter A DeFazio,247,,,,,,,
Linn,44,U.S. House,4,DEM,Peter A DeFazio,430,,,,,,,
Linn,45,U.S. House,4,DEM,Peter A DeFazio,242,,,,,,,
Linn,46,U.S. House,4,DEM,Peter A DeFazio,316,,,,,,,
Linn,47,U.S. House,4,DEM,Peter A DeFazio,123,,,,,,,
Linn,48,U.S. House,4,DEM,Peter A DeFazio,430,,,,,,,
Linn,49,U.S. House,4,DEM,Peter A DeFazio,5,,,,,,,
Linn,50,U.S. House,4,DEM,Peter A DeFazio,160,,,,,,,
Linn,51,U.S. House,4,DEM,Peter A DeFazio,49,,,,,,,
Linn,52,U.S. House,4,DEM,Peter A DeFazio,128,,,,,,,
Linn,53,U.S. House,4,DEM,Peter A DeFazio,222,,,,,,,
Linn,54,U.S. House,4,DEM,Peter A DeFazio,109,,,,,,,
Linn,55,U.S. House,4,DEM,Peter A DeFazio,175,,,,,,,
Linn,56,U.S. House,4,DEM,Peter A DeFazio,240,,,,,,,
Linn,57,U.S. House,4,DEM,Peter A DeFazio,16,,,,,,,
Linn,58,U.S. House,4,DEM,Peter A DeFazio,16,,,,,,,
Linn,59,U.S. House,4,DEM,Peter A DeFazio,149,,,,,,,
Linn,60,U.S. House,4,DEM,Peter A DeFazio,241,,,,,,,
Linn,61,U.S. House,4,DEM,Peter A DeFazio,124,,,,,,,
Linn,62,U.S. House,4,DEM,Peter A DeFazio,321,,,,,,,
Linn,63,U.S. House,4,DEM,Peter A DeFazio,477,,,,,,,
Linn,65,U.S. House,4,DEM,Peter A DeFazio,10,,,,,,,
Linn,66,U.S. House,4,DEM,Peter A DeFazio,98,,,,,,,
Linn,67,U.S. House,4,DEM,Peter A DeFazio,174,,,,,,,
Linn,68,U.S. House,4,DEM,Peter A DeFazio,62,,,,,,,
Linn,70,U.S. House,4,DEM,Peter A DeFazio,188,,,,,,,
Linn,71,U.S. House,4,DEM,Peter A DeFazio,43,,,,,,,
Linn,73,U.S. House,4,DEM,Peter A DeFazio,324,,,,,,,
Linn,74,U.S. House,4,DEM,Peter A DeFazio,296,,,,,,,
Linn,75,U.S. House,4,DEM,Peter A DeFazio,290,,,,,,,
Linn,76,U.S. House,4,DEM,Peter A DeFazio,340,,,,,,,
Linn,77,U.S. House,4,DEM,Peter A DeFazio,149,,,,,,,
Linn,78,U.S. House,4,DEM,Peter A DeFazio,271,,,,,,,
Linn,79,U.S. House,4,DEM,Peter A DeFazio,503,,,,,,,
Linn,80,U.S. House,4,DEM,Peter A DeFazio,360,,,,,,,
Linn,82,U.S. House,4,DEM,Peter A DeFazio,146,,,,,,,
Linn,83,U.S. House,4,DEM,Peter A DeFazio,6,,,,,,,
Linn,84,U.S. House,4,DEM,Peter A DeFazio,381,,,,,,,
Linn,86,U.S. House,4,DEM,Peter A DeFazio,396,,,,,,,
Linn,87,U.S. House,4,DEM,Peter A DeFazio,133,,,,,,,
Linn,88,U.S. House,4,DEM,Peter A DeFazio,339,,,,,,,
Linn,89,U.S. House,4,DEM,Peter A DeFazio,289,,,,,,,
Linn,91,U.S. House,4,DEM,Peter A DeFazio,410,,,,,,,
Linn,92,U.S. House,4,DEM,Peter A DeFazio,682,,,,,,,
Linn,93,U.S. House,4,DEM,Peter A DeFazio,634,,,,,,,
Linn,94,U.S. House,4,DEM,Peter A DeFazio,248,,,,,,,
Linn,95,U.S. House,4,DEM,Peter A DeFazio,414,,,,,,,
Linn,96,U.S. House,4,DEM,Peter A DeFazio,392,,,,,,,
Linn,97,U.S. House,4,DEM,Peter A DeFazio,304,,,,,,,
Linn,99,U.S. House,4,DEM,Peter A DeFazio,110,,,,,,,
Linn,100,U.S. House,4,DEM,Peter A DeFazio,577,,,,,,,
Linn,101,U.S. House,4,DEM,Peter A DeFazio,156,,,,,,,
Linn,102,U.S. House,4,DEM,Peter A DeFazio,532,,,,,,,
Linn,103,U.S. House,4,DEM,Peter A DeFazio,134,,,,,,,
Linn,104,U.S. House,4,DEM,Peter A DeFazio,215,,,,,,,
Linn,105,U.S. House,4,DEM,Peter A DeFazio,275,,,,,,,
Linn,106,U.S. House,4,DEM,Peter A DeFazio,297,,,,,,,
Linn,107,U.S. House,4,DEM,Peter A DeFazio,512,,,,,,,
Linn,108,U.S. House,4,DEM,Peter A DeFazio,673,,,,,,,
Linn,1,U.S. House,4,LBT,Chuck Huntting,7,,,,,,,
Linn,3,U.S. House,4,LBT,Chuck Huntting,5,,,,,,,
Linn,5,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,8,U.S. House,4,LBT,Chuck Huntting,25,,,,,,,
Linn,11,U.S. House,4,LBT,Chuck Huntting,9,,,,,,,
Linn,14,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,15,U.S. House,4,LBT,Chuck Huntting,5,,,,,,,
Linn,16,U.S. House,4,LBT,Chuck Huntting,12,,,,,,,
Linn,18,U.S. House,4,LBT,Chuck Huntting,49,,,,,,,
Linn,19,U.S. House,4,LBT,Chuck Huntting,11,,,,,,,
Linn,20,U.S. House,4,LBT,Chuck Huntting,11,,,,,,,
Linn,21,U.S. House,4,LBT,Chuck Huntting,8,,,,,,,
Linn,22,U.S. House,4,LBT,Chuck Huntting,0,,,,,,,
Linn,23,U.S. House,4,LBT,Chuck Huntting,9,,,,,,,
Linn,25,U.S. House,4,LBT,Chuck Huntting,11,,,,,,,
Linn,26,U.S. House,4,LBT,Chuck Huntting,1,,,,,,,
Linn,27,U.S. House,4,LBT,Chuck Huntting,7,,,,,,,
Linn,28,U.S. House,4,LBT,Chuck Huntting,3,,,,,,,
Linn,29,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,30,U.S. House,4,LBT,Chuck Huntting,1,,,,,,,
Linn,31,U.S. House,4,LBT,Chuck Huntting,4,,,,,,,
Linn,32,U.S. House,4,LBT,Chuck Huntting,11,,,,,,,
Linn,33,U.S. House,4,LBT,Chuck Huntting,4,,,,,,,
Linn,34,U.S. House,4,LBT,Chuck Huntting,5,,,,,,,
Linn,35,U.S. House,4,LBT,Chuck Huntting,18,,,,,,,
Linn,36,U.S. House,4,LBT,Chuck Huntting,15,,,,,,,
Linn,37,U.S. House,4,LBT,Chuck Huntting,19,,,,,,,
Linn,38,U.S. House,4,LBT,Chuck Huntting,23,,,,,,,
Linn,39,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,41,U.S. House,4,LBT,Chuck Huntting,8,,,,,,,
Linn,42,U.S. House,4,LBT,Chuck Huntting,8,,,,,,,
Linn,43,U.S. House,4,LBT,Chuck Huntting,13,,,,,,,
Linn,44,U.S. House,4,LBT,Chuck Huntting,14,,,,,,,
Linn,45,U.S. House,4,LBT,Chuck Huntting,11,,,,,,,
Linn,46,U.S. House,4,LBT,Chuck Huntting,15,,,,,,,
Linn,47,U.S. House,4,LBT,Chuck Huntting,3,,,,,,,
Linn,48,U.S. House,4,LBT,Chuck Huntting,15,,,,,,,
Linn,49,U.S. House,4,LBT,Chuck Huntting,0,,,,,,,
Linn,50,U.S. House,4,LBT,Chuck Huntting,7,,,,,,,
Linn,51,U.S. House,4,LBT,Chuck Huntting,3,,,,,,,
Linn,52,U.S. House,4,LBT,Chuck Huntting,4,,,,,,,
Linn,53,U.S. House,4,LBT,Chuck Huntting,16,,,,,,,
