county,precinct,office,district,candidate,party,votes,election_day,mail,absentee,military,provisional,emergency
Lane,0015 100091 Grovedale,U.S. House,4,Mike Beilstein,PGP,12,,,,,,
Lane,0016 100095 Gateway,U.S. House,4,Mike Beilstein,PGP,6,,,,,,
Lane,0017 100097 Latham,U.S. House,4,Mike Beilstein,PGP,22,,,,,,
Lane,0018 100100 Lorane,U.S. House,4,Mike Beilstein,PGP,8,,,,,,
Lane,0019 100102 Lowell,U.S. House,4,Mike Beilstein,PGP,23,,,,,,
Lane,0020 100103 Mapleton,U.S. House,4,Mike Beilstein,PGP,13,,,,,,
Lane,0021 100105 Marcola,U.S. House,4,Mike Beilstein,PGP,10,,,,,,
Lane,0022 100107 Mosby,U.S. House,4,Mike Beilstein,PGP,41,,,,,,
Lane,0023 100111 Pleasant Hill 1,U.S. House,4,Mike Beilstein,PGP,29,,,,,,
Lane,0024 100112 Pleasant Hill 2,U.S. House,4,Mike Beilstein,PGP,2,,,,,,
Lane,0025 100116 River Road,U.S. House,4,Mike Beilstein,PGP,39,,,,,,
Lane,0026 100119 Salmon Creek,U.S. House,4,Mike Beilstein,PGP,11,,,,,,
Lane,0027 100121 Santa Clara 1,U.S. House,4,Mike Beilstein,PGP,9,,,,,,
Lane,0028 100124 Santa Clara 4,U.S. House,4,Mike Beilstein,PGP,36,,,,,,
Lane,0029 100128 Santa Clara 8,U.S. House,4,Mike Beilstein,PGP,23,,,,,,
Lane,0030 100130 Siuslaw,U.S. House,4,Mike Beilstein,PGP,20,,,,,,
Lane,0031 100152 Walterville,U.S. House,4,Mike Beilstein,PGP,25,,,,,,
Lane,0032 100153 Wilkins,U.S. House,4,Mike Beilstein,PGP,20,,,,,,
Lane,0033 100155 McKenzie,U.S. House,4,Mike Beilstein,PGP,25,,,,,,
Lane,0034 100200 Coburg,U.S. House,4,Mike Beilstein,PGP,3,,,,,,
Lane,0035 100300 Cottage Grove,U.S. House,4,Mike Beilstein,PGP,57,,,,,,
Lane,0036 100400 Creswell,U.S. House,4,Mike Beilstein,PGP,22,,,,,,
Lane,0037 100500 Dunes City,U.S. House,4,Mike Beilstein,PGP,15,,,,,,
Lane,0038 100601 Florence 1,U.S. House,4,Mike Beilstein,PGP,33,,,,,,
Lane,0039 100602 Florence 2,U.S. House,4,Mike Beilstein,PGP,21,,,,,,
Lane,0040 100700 Junction City,U.S. House,4,Mike Beilstein,PGP,24,,,,,,
Lane,0041 100800 Oakridge,U.S. House,4,Mike Beilstein,PGP,23,,,,,,
Lane,0042 100900 Veneta,U.S. House,4,Mike Beilstein,PGP,27,,,,,,
Lane,0043 101101 Eugene 101,U.S. House,4,Mike Beilstein,PGP,44,,,,,,
Lane,0044 101103 Eugene 103,U.S. House,4,Mike Beilstein,PGP,54,,,,,,
Lane,0045 101105 Eugene 105,U.S. House,4,Mike Beilstein,PGP,14,,,,,,
Lane,0046 101107 Eugene 107,U.S. House,4,Mike Beilstein,PGP,8,,,,,,
Lane,0047 101109 Eugene 109,U.S. House,4,Mike Beilstein,PGP,3,,,,,,
Lane,0048 101117 Eugene 117,U.S. House,4,Mike Beilstein,PGP,24,,,,,,
Lane,0049 101215 Eugene 215,U.S. House,4,Mike Beilstein,PGP,35,,,,,,
Lane,0050 101223 Eugene 223,U.S. House,4,Mike Beilstein,PGP,35,,,,,,
Lane,0051 101235 Eugene 235,U.S. House,4,Mike Beilstein,PGP,20,,,,,,
Lane,0052 101237 Eugene 237,U.S. House,4,Mike Beilstein,PGP,18,,,,,,
Lane,0053 101313 Eugene 313,U.S. House,4,Mike Beilstein,PGP,83,,,,,,
Lane,0054 101315 Eugene 315,U.S. House,4,Mike Beilstein,PGP,45,,,,,,
Lane,0055 101317 Eugene 317,U.S. House,4,Mike Beilstein,PGP,28,,,,,,
Lane,0056 101431 Eugene 431,U.S. House,4,Mike Beilstein,PGP,19,,,,,,
Lane,0057 101433 Eugene 433,U.S. House,4,Mike Beilstein,PGP,17,,,,,,
Lane,0058 101435 Eugene 435,U.S. House,4,Mike Beilstein,PGP,27,,,,,,
Lane,0059 101439 Eugene 439,U.S. House,4,Mike Beilstein,PGP,26,,,,,,
Lane,0060 101505 Eugene 505,U.S. House,4,Mike Beilstein,PGP,7,,,,,,
Lane,0061 101507 Eugene 507,U.S. House,4,Mike Beilstein,PGP,25,,,,,,
Lane,0062 101511 Eugene 511,U.S. House,4,Mike Beilstein,PGP,36,,,,,,
Lane,0063 101523 Eugene 523,U.S. House,4,Mike Beilstein,PGP,24,,,,,,
Lane,0064 101613 Eugene 613,U.S. House,4,Mike Beilstein,PGP,39,,,,,,
Lane,0065 101617 Eugene 617,U.S. House,4,Mike Beilstein,PGP,32,,,,,,
Lane,0066 101623 Eugene 623,U.S. House,4,Mike Beilstein,PGP,31,,,,,,
Lane,0067 101711 Eugene 711,U.S. House,4,Mike Beilstein,PGP,11,,,,,,
Lane,0068 101713 Eugene 713,U.S. House,4,Mike Beilstein,PGP,18,,,,,,
Lane,0069 101715 Eugene 715,U.S. House,4,Mike Beilstein,PGP,1,,,,,,
Lane,0070 101717 Eugene 717,U.S. House,4,Mike Beilstein,PGP,7,,,,,,
Lane,0071 101719 Eugene 719,U.S. House,4,Mike Beilstein,PGP,6,,,,,,
Lane,0072 101723 Eugene 723,U.S. House,4,Mike Beilstein,PGP,68,,,,,,
Lane,0073 101803 Eugene 803,U.S. House,4,Mike Beilstein,PGP,20,,,,,,
Lane,0074 101805 Eugene 805,U.S. House,4,Mike Beilstein,PGP,21,,,,,,
Lane,0075 101807 Eugene 807,U.S. House,4,Mike Beilstein,PGP,34,,,,,,
Lane,0076 101809 Eugene 809,U.S. House,4,Mike Beilstein,PGP,15,,,,,,
Lane,0077 102102 Springfield 102,U.S. House,4,Mike Beilstein,PGP,34,,,,,,
Lane,0078 102206 Springfield 206,U.S. House,4,Mike Beilstein,PGP,53,,,,,,
Lane,0079 102304 Springfield 304,U.S. House,4,Mike Beilstein,PGP,53,,,,,,
Lane,0080 102402 Springfield 402,U.S. House,4,Mike Beilstein,PGP,67,,,,,,
Lane,0081 102504 Springfield 504,U.S. House,4,Mike Beilstein,PGP,58,,,,,,
Lane,0082 102606 Springfield 606,U.S. House,4,Mike Beilstein,PGP,42,,,,,,
Lane,0083 102608 Springfield 608,U.S. House,4,Mike Beilstein,PGP,12,,,,,,
Lane,0001 100001 Alvadore,U.S. House,4,Art Robinson,REP,649,,,,,,
Lane,0002 100003 Armitage,U.S. House,4,Art Robinson,REP,298,,,,,,
Lane,0003 100004 Bailey,U.S. House,4,Art Robinson,REP,549,,,,,,
Lane,0004 100005 Blachly,U.S. House,4,Art Robinson,REP,394,,,,,,
Lane,0005 100007 Blue River,U.S. House,4,Art Robinson,REP,437,,,,,,
Lane,0006 100008 Coast Fork,U.S. House,4,Art Robinson,REP,721,,,,,,
Lane,0007 100009 Camas,U.S. House,4,Art Robinson,REP,191,,,,,,
Lane,0008 100012 Cheshire,U.S. House,4,Art Robinson,REP,1364,,,,,,
Lane,0009 100080 Elmira,U.S. House,4,Art Robinson,REP,894,,,,,,
Lane,0010 100082 Fernridge,U.S. House,4,Art Robinson,REP,853,,,,,,
Lane,0011 100084 Fox Hollow,U.S. House,4,Art Robinson,REP,352,,,,,,
Lane,0012 100086 Garden Way,U.S. House,4,Art Robinson,REP,65,,,,,,
Lane,0013 100087 Glenada,U.S. House,4,Art Robinson,REP,418,,,,,,
Lane,0014 100090 Goshen,U.S. House,4,Art Robinson,REP,668,,,,,,
Lane,0015 100091 Grovedale,U.S. House,4,Art Robinson,REP,257,,,,,,
Lane,0016 100095 Gateway,U.S. House,4,Art Robinson,REP,242,,,,,,
Lane,0017 100097 Latham,U.S. House,4,Art Robinson,REP,850,,,,,,
Lane,0018 100100 Lorane,U.S. House,4,Art Robinson,REP,513,,,,,,
Lane,0019 100102 Lowell,U.S. House,4,Art Robinson,REP,501,,,,,,
Lane,0020 100103 Mapleton,U.S. House,4,Art Robinson,REP,302,,,,,,
Lane,0021 100105 Marcola,U.S. House,4,Art Robinson,REP,375,,,,,,
Lane,0022 100107 Mosby,U.S. House,4,Art Robinson,REP,1310,,,,,,
Lane,0023 100111 Pleasant Hill 1,U.S. House,4,Art Robinson,REP,1403,,,,,,
Lane,0024 100112 Pleasant Hill 2,U.S. House,4,Art Robinson,REP,158,,,,,,
Lane,0025 100116 River Road,U.S. House,4,Art Robinson,REP,809,,,,,,
Lane,0026 100119 Salmon Creek,U.S. House,4,Art Robinson,REP,273,,,,,,
Lane,0027 100121 Santa Clara 1,U.S. House,4,Art Robinson,REP,370,,,,,,
Lane,0028 100124 Santa Clara 4,U.S. House,4,Art Robinson,REP,1137,,,,,,
Lane,0029 100128 Santa Clara 8,U.S. House,4,Art Robinson,REP,616,,,,,,
Lane,0030 100130 Siuslaw,U.S. House,4,Art Robinson,REP,723,,,,,,
Lane,0031 100152 Walterville,U.S. House,4,Art Robinson,REP,914,,,,,,
Lane,0032 100153 Wilkins,U.S. House,4,Art Robinson,REP,573,,,,,,
Lane,0033 100155 McKenzie,U.S. House,4,Art Robinson,REP,1310,,,,,,
Lane,0034 100200 Coburg,U.S. House,4,Art Robinson,REP,205,,,,,,
Lane,0035 100300 Cottage Grove,U.S. House,4,Art Robinson,REP,1473,,,,,,
Lane,0036 100400 Creswell,U.S. House,4,Art Robinson,REP,839,,,,,,
Lane,0037 100500 Dunes City,U.S. House,4,Art Robinson,REP,421,,,,,,
Lane,0038 100601 Florence 1,U.S. House,4,Art Robinson,REP,751,,,,,,
Lane,0039 100602 Florence 2,U.S. House,4,Art Robinson,REP,940,,,,,,
Lane,0040 100700 Junction City,U.S. House,4,Art Robinson,REP,952,,,,,,
Lane,0041 100800 Oakridge,U.S. House,4,Art Robinson,REP,489,,,,,,
Lane,0042 100900 Veneta,U.S. House,4,Art Robinson,REP,826,,,,,,
Lane,0043 101101 Eugene 101,U.S. House,4,Art Robinson,REP,548,,,,,,
Lane,0044 101103 Eugene 103,U.S. House,4,Art Robinson,REP,228,,,,,,
Lane,0045 101105 Eugene 105,U.S. House,4,Art Robinson,REP,67,,,,,,
Lane,0046 101107 Eugene 107,U.S. House,4,Art Robinson,REP,46,,,,,,
Lane,0047 101109 Eugene 109,U.S. House,4,Art Robinson,REP,10,,,,,,
Lane,0048 101117 Eugene 117,U.S. House,4,Art Robinson,REP,64,,,,,,
Lane,0049 101215 Eugene 215,U.S. House,4,Art Robinson,REP,455,,,,,,
Lane,0050 101223 Eugene 223,U.S. House,4,Art Robinson,REP,432,,,,,,
Lane,0051 101235 Eugene 235,U.S. House,4,Art Robinson,REP,233,,,,,,
Lane,0052 101237 Eugene 237,U.S. House,4,Art Robinson,REP,449,,,,,,
Lane,0053 101313 Eugene 313,U.S. House,4,Art Robinson,REP,248,,,,,,
Lane,0054 101315 Eugene 315,U.S. House,4,Art Robinson,REP,221,,,,,,
Lane,0055 101317 Eugene 317,U.S. House,4,Art Robinson,REP,293,,,,,,
Lane,0056 101431 Eugene 431,U.S. House,4,Art Robinson,REP,231,,,,,,
Lane,0057 101433 Eugene 433,U.S. House,4,Art Robinson,REP,488,,,,,,
Lane,0058 101435 Eugene 435,U.S. House,4,Art Robinson,REP,827,,,,,,
Lane,0059 101439 Eugene 439,U.S. House,4,Art Robinson,REP,1189,,,,,,
Lane,0060 101505 Eugene 505,U.S. House,4,Art Robinson,REP,277,,,,,,
Lane,0061 101507 Eugene 507,U.S. House,4,Art Robinson,REP,671,,,,,,
Lane,0062 101511 Eugene 511,U.S. House,4,Art Robinson,REP,1217,,,,,,
Lane,0063 101523 Eugene 523,U.S. House,4,Art Robinson,REP,1310,,,,,,
Lane,0064 101613 Eugene 613,U.S. House,4,Art Robinson,REP,839,,,,,,
Lane,0065 101617 Eugene 617,U.S. House,4,Art Robinson,REP,1315,,,,,,
Lane,0066 101623 Eugene 623,U.S. House,4,Art Robinson,REP,842,,,,,,
Lane,0067 101711 Eugene 711,U.S. House,4,Art Robinson,REP,149,,,,,,
Lane,0068 101713 Eugene 713,U.S. House,4,Art Robinson,REP,1053,,,,,,
Lane,0069 101715 Eugene 715,U.S. House,4,Art Robinson,REP,25,,,,,,
Lane,0070 101717 Eugene 717,U.S. House,4,Art Robinson,REP,22,,,,,,
Lane,0071 101719 Eugene 719,U.S. House,4,Art Robinson,REP,116,,,,,,
Lane,0072 101723 Eugene 723,U.S. House,4,Art Robinson,REP,516,,,,,,
Lane,0073 101803 Eugene 803,U.S. House,4,Art Robinson,REP,241,,,,,,
Lane,0074 101805 Eugene 805,U.S. House,4,Art Robinson,REP,488,,,,,,
Lane,0075 101807 Eugene 807,U.S. House,4,Art Robinson,REP,1215,,,,,,
Lane,0076 101809 Eugene 809,U.S. House,4,Art Robinson,REP,286,,,,,,
Lane,0077 102102 Springfield 102,U.S. House,4,Art Robinson,REP,929,,,,,,
Lane,0078 102206 Springfield 206,U.S. House,4,Art Robinson,REP,867,,,,,,
Lane,0079 102304 Springfield 304,U.S. House,4,Art Robinson,REP,874,,,,,,
Lane,0080 102402 Springfield 402,U.S. House,4,Art Robinson,REP,1298,,,,,,
Lane,0081 102504 Springfield 504,U.S. House,4,Art Robinson,REP,1141,,,,,,
Lane,0082 102606 Springfield 606,U.S. House,4,Art Robinson,REP,1058,,,,,,
Lane,0083 102608 Springfield 608,U.S. House,4,Art Robinson,REP,663,,,,,,
Lane,0001 100001 Alvadore,U.S. House,4,Peter A DeFazio,DEM,681,,,,,,
Lane,0002 100003 Armitage,U.S. House,4,Peter A DeFazio,DEM,442,,,,,,
Lane,0003 100004 Bailey,U.S. House,4,Peter A DeFazio,DEM,694,,,,,,
Lane,0004 100005 Blachly,U.S. House,4,Peter A DeFazio,DEM,547,,,,,,
Lane,0005 100007 Blue River,U.S. House,4,Peter A DeFazio,DEM,685,,,,,,
Lane,0006 100008 Coast Fork,U.S. House,4,Peter A DeFazio,DEM,684,,,,,,
Lane,0007 100009 Camas,U.S. House,4,Peter A DeFazio,DEM,201,,,,,,
Lane,0008 100012 Cheshire,U.S. House,4,Peter A DeFazio,DEM,1123,,,,,,
Lane,0009 100080 Elmira,U.S. House,4,Peter A DeFazio,DEM,928,,,,,,
Lane,0010 100082 Fernridge,U.S. House,4,Peter A DeFazio,DEM,831,,,,,,
Lane,0011 100084 Fox Hollow,U.S. House,4,Peter A DeFazio,DEM,813,,,,,,
Lane,0012 100086 Garden Way,U.S. House,4,Peter A DeFazio,DEM,173,,,,,,
Lane,0013 100087 Glenada,U.S. House,4,Peter A DeFazio,DEM,520,,,,,,
Lane,0014 100090 Goshen,U.S. House,4,Peter A DeFazio,DEM,1007,,,,,,
Lane,0015 100091 Grovedale,U.S. House,4,Peter A DeFazio,DEM,469,,,,,,
Lane,0016 100095 Gateway,U.S. House,4,Peter A DeFazio,DEM,409,,,,,,
Lane,0017 100097 Latham,U.S. House,4,Peter A DeFazio,DEM,742,,,,,,
Lane,0018 100100 Lorane,U.S. House,4,Peter A DeFazio,DEM,595,,,,,,
Lane,0019 100102 Lowell,U.S. House,4,Peter A DeFazio,DEM,556,,,,,,
Lane,0020 100103 Mapleton,U.S. House,4,Peter A DeFazio,DEM,398,,,,,,
Lane,0021 100105 Marcola,U.S. House,4,Peter A DeFazio,DEM,508,,,,,,
Lane,0022 100107 Mosby,U.S. House,4,Peter A DeFazio,DEM,1295,,,,,,
Lane,0023 100111 Pleasant Hill 1,U.S. House,4,Peter A DeFazio,DEM,1420,,,,,,
Lane,0024 100112 Pleasant Hill 2,U.S. House,4,Peter A DeFazio,DEM,260,,,,,,
Lane,0025 100116 River Road,U.S. House,4,Peter A DeFazio,DEM,2632,,,,,,
Lane,0026 100119 Salmon Creek,U.S. House,4,Peter A DeFazio,DEM,297,,,,,,
Lane,0027 100121 Santa Clara 1,U.S. House,4,Peter A DeFazio,DEM,629,,,,,,
Lane,0028 100124 Santa Clara 4,U.S. House,4,Peter A DeFazio,DEM,1739,,,,,,
Lane,0029 100128 Santa Clara 8,U.S. House,4,Peter A DeFazio,DEM,1094,,,,,,
Lane,0030 100130 Siuslaw,U.S. House,4,Peter A DeFazio,DEM,923,,,,,,
Lane,0031 100152 Walterville,U.S. House,4,Peter A DeFazio,DEM,853,,,,,,
Lane,0032 100153 Wilkins,U.S. House,4,Peter A DeFazio,DEM,703,,,,,,
Lane,0033 100155 McKenzie,U.S. House,4,Peter A DeFazio,DEM,1278,,,,,,
Lane,0034 100200 Coburg,U.S. House,4,Peter A DeFazio,DEM,279,,,,,,
Lane,0035 100300 Cottage Grove,U.S. House,4,Peter A DeFazio,DEM,1702,,,,,,
Lane,0036 100400 Creswell,U.S. House,4,Peter A DeFazio,DEM,812,,,,,,
Lane,0037 100500 Dunes City,U.S. House,4,Peter A DeFazio,DEM,376,,,,,,
Lane,0038 100601 Florence 1,U.S. House,4,Peter A DeFazio,DEM,1059,,,,,,
Lane,0039 100602 Florence 2,U.S. House,4,Peter A DeFazio,DEM,1094,,,,,,
Lane,0040 100700 Junction City,U.S. House,4,Peter A DeFazio,DEM,864,,,,,,
Lane,0041 100800 Oakridge,U.S. House,4,Peter A DeFazio,DEM,614,,,,,,
Lane,0042 100900 Veneta,U.S. House,4,Peter A DeFazio,DEM,715,,,,,,
Lane,0043 101101 Eugene 101,U.S. House,4,Peter A DeFazio,DEM,2540,,,,,,
Lane,0044 101103 Eugene 103,U.S. House,4,Peter A DeFazio,DEM,2868,,,,,,
Lane,0045 101105 Eugene 105,U.S. House,4,Peter A DeFazio,DEM,460,,,,,,
Lane,0046 101107 Eugene 107,U.S. House,4,Peter A DeFazio,DEM,470,,,,,,
Lane,0047 101109 Eugene 109,U.S. House,4,Peter A DeFazio,DEM,50,,,,,,
Lane,0048 101117 Eugene 117,U.S. House,4,Peter A DeFazio,DEM,643,,,,,,
Lane,0049 101215 Eugene 215,U.S. House,4,Peter A DeFazio,DEM,2522,,,,,,
Lane,0050 101223 Eugene 223,U.S. House,4,Peter A DeFazio,DEM,2217,,,,,,
Lane,0051 101235 Eugene 235,U.S. House,4,Peter A DeFazio,DEM,1898,,,,,,
Lane,0052 101237 Eugene 237,U.S. House,4,Peter A DeFazio,DEM,1900,,,,,,
Lane,0053 101313 Eugene 313,U.S. House,4,Peter A DeFazio,DEM,1242,,,,,,
Lane,0054 101315 Eugene 315,U.S. House,4,Peter A DeFazio,DEM,1883,,,,,,
Lane,0055 101317 Eugene 317,U.S. House,4,Peter A DeFazio,DEM,2209,,,,,,
Lane,0056 101431 Eugene 431,U.S. House,4,Peter A DeFazio,DEM,613,,,,,,
Lane,0057 101433 Eugene 433,U.S. House,4,Peter A DeFazio,DEM,1216,,,,,,
Lane,0058 101435 Eugene 435,U.S. House,4,Peter A DeFazio,DEM,1417,,,,,,
Lane,0059 101439 Eugene 439,U.S. House,4,Peter A DeFazio,DEM,1744,,,,,,
Lane,0060 101505 Eugene 505,U.S. House,4,Peter A DeFazio,DEM,360,,,,,,
Lane,0061 101507 Eugene 507,U.S. House,4,Peter A DeFazio,DEM,1163,,,,,,
Lane,0062 101511 Eugene 511,U.S. House,4,Peter A DeFazio,DEM,2236,,,,,,
Lane,0063 101523 Eugene 523,U.S. House,4,Peter A DeFazio,DEM,1611,,,,,,
Lane,0064 101613 Eugene 613,U.S. House,4,Peter A DeFazio,DEM,1604,,,,,,
Lane,0065 101617 Eugene 617,U.S. House,4,Peter A DeFazio,DEM,1783,,,,,,
Lane,0066 101623 Eugene 623,U.S. House,4,Peter A DeFazio,DEM,1358,,,,,,
Lane,0067 101711 Eugene 711,U.S. House,4,Peter A DeFazio,DEM,491,,,,,,
Lane,0068 101713 Eugene 713,U.S. House,4,Peter A DeFazio,DEM,1176,,,,,,
Lane,0069 101715 Eugene 715,U.S. House,4,Peter A DeFazio,DEM,133,,,,,,
Lane,0070 101717 Eugene 717,U.S. House,4,Peter A DeFazio,DEM,185,,,,,,
Lane,0071 101719 Eugene 719,U.S. House,4,Peter A DeFazio,DEM,154,,,,,,
Lane,0072 101723 Eugene 723,U.S. House,4,Peter A DeFazio,DEM,2673,,,,,,
Lane,0073 101803 Eugene 803,U.S. House,4,Peter A DeFazio,DEM,1036,,,,,,
Lane,0074 101805 Eugene 805,U.S. House,4,Peter A DeFazio,DEM,883,,,,,,
Lane,0075 101807 Eugene 807,U.S. House,4,Peter A DeFazio,DEM,2447,,,,,,
Lane,0076 101809 Eugene 809,U.S. House,4,Peter A DeFazio,DEM,633,,,,,,
Lane,0077 102102 Springfield 102,U.S. House,4,Peter A DeFazio,DEM,1666,,,,,,
Lane,0078 102206 Springfield 206,U.S. House,4,Peter A DeFazio,DEM,2017,,,,,,
Lane,0079 102304 Springfield 304,U.S. House,4,Peter A DeFazio,DEM,1828,,,,,,
Lane,0080 102402 Springfield 402,U.S. House,4,Peter A DeFazio,DEM,1738,,,,,,
Lane,0081 102504 Springfield 504,U.S. House,4,Peter A DeFazio,DEM,1711,,,,,,
Lane,0082 102606 Springfield 606,U.S. House,4,Peter A DeFazio,DEM,1379,,,,,,
Lane,0083 102608 Springfield 608,U.S. House,4,Peter A DeFazio,DEM,624,,,,,,
Lane,0001 100001 Alvadore,U.S. House,4,Write-ins,,1,,,,,,
Lane,0002 100003 Armitage,U.S. House,4,Write-ins,,1,,,,,,
Lane,0003 100004 Bailey,U.S. House,4,Write-ins,,3,,,,,,
Lane,0004 100005 Blachly,U.S. House,4,Write-ins,,1,,,,,,
Lane,0005 100007 Blue River,U.S. House,4,Write-ins,,0,,,,,,
Lane,0006 100008 Coast Fork,U.S. House,4,Write-ins,,3,,,,,,
Lane,0007 100009 Camas,U.S. House,4,Write-ins,,0,,,,,,
Lane,0008 100012 Cheshire,U.S. House,4,Write-ins,,4,,,,,,
Lane,0009 100080 Elmira,U.S. House,4,Write-ins,,3,,,,,,
Lane,0010 100082 Fernridge,U.S. House,4,Write-ins,,3,,,,,,
Lane,0011 100084 Fox Hollow,U.S. House,4,Write-ins,,0,,,,,,
Lane,0012 100086 Garden Way,U.S. House,4,Write-ins,,0,,,,,,
Lane,0013 100087 Glenada,U.S. House,4,Write-ins,,4,,,,,,
Lane,0014 100090 Goshen,U.S. House,4,Write-ins,,3,,,,,,
Lane,0015 100091 Grovedale,U.S. House,4,Write-ins,,1,,,,,,
Lane,0016 100095 Gateway,U.S. House,4,Write-ins,,2,,,,,,
Lane,0017 100097 Latham,U.S. House,4,Write-ins,,3,,,,,,
Lane,0018 100100 Lorane,U.S. House,4,Write-ins,,3,,,,,,
Lane,0019 100102 Lowell,U.S. House,4,Write-ins,,3,,,,,,
Lane,0020 100103 Mapleton,U.S. House,4,Write-ins,,0,,,,,,
Lane,0021 100105 Marcola,U.S. House,4,Write-ins,,1,,,,,,
Lane,0022 100107 Mosby,U.S. House,4,Write-ins,,4,,,,,,
Lane,0023 100111 Pleasant Hill 1,U.S. House,4,Write-ins,,4,,,,,,
Lane,0024 100112 Pleasant Hill 2,U.S. House,4,Write-ins,,1,,,,,,
Lane,0025 100116 River Road,U.S. House,4,Write-ins,,17,,,,,,
Lane,0026 100119 Salmon Creek,U.S. House,4,Write-ins,,3,,,,,,
Lane,0027 100121 Santa Clara 1,U.S. House,4,Write-ins,,1,,,,,,
Lane,0028 100124 Santa Clara 4,U.S. House,4,Write-ins,,6,,,,,,
Lane,0029 100128 Santa Clara 8,U.S. House,4,Write-ins,,1,,,,,,
Lane,0030 100130 Siuslaw,U.S. House,4,Write-ins,,0,,,,,,
Lane,0031 100152 Walterville,U.S. House,4,Write-ins,,4,,,,,,
Lane,0032 100153 Wilkins,U.S. House,4,Write-ins,,3,,,,,,
Lane,0033 100155 McKenzie,U.S. House,4,Write-ins,,2,,,,,,
Lane,0034 100200 Coburg,U.S. House,4,Write-ins,,2,,,,,,
Lane,0035 100300 Cottage Grove,U.S. House,4,Write-ins,,3,,,,,,
Lane,0036 100400 Creswell,U.S. House,4,Write-ins,,3,,,,,,
Lane,0037 100500 Dunes City,U.S. House,4,Write-ins,,2,,,,,,
Lane,0038 100601 Florence 1,U.S. House,4,Write-ins,,4,,,,,,
Lane,0039 100602 Florence 2,U.S. House,4,Write-ins,,1,,,,,,
Lane,0040 100700 Junction City,U.S. House,4,Write-ins,,4,,,,,,
Lane,0041 100800 Oakridge,U.S. House,4,Write-ins,,3,,,,,,
Lane,0042 100900 Veneta,U.S. House,4,Write-ins,,6,,,,,,
Lane,0043 101101 Eugene 101,U.S. House,4,Write-ins,,16,,,,,,
Lane,0044 101103 Eugene 103,U.S. House,4,Write-ins,,5,,,,,,
Lane,0045 101105 Eugene 105,U.S. House,4,Write-ins,,1,,,,,,
Lane,0046 101107 Eugene 107,U.S. House,4,Write-ins,,1,,,,,,
Lane,0047 101109 Eugene 109,U.S. House,4,Write-ins,,0,,,,,,
Lane,0048 101117 Eugene 117,U.S. House,4,Write-ins,,3,,,,,,
Lane,0049 101215 Eugene 215,U.S. House,4,Write-ins,,7,,,,,,
Lane,0050 101223 Eugene 223,U.S. House,4,Write-ins,,5,,,,,,
Lane,0051 101235 Eugene 235,U.S. House,4,Write-ins,,5,,,,,,
Lane,0052 101237 Eugene 237,U.S. House,4,Write-ins,,3,,,,,,
Lane,0053 101313 Eugene 313,U.S. House,4,Write-ins,,11,,,,,,
Lane,0054 101315 Eugene 315,U.S. House,4,Write-ins,,9,,,,,,
Lane,0055 101317 Eugene 317,U.S. House,4,Write-ins,,8,,,,,,
Lane,0056 101431 Eugene 431,U.S. House,4,Write-ins,,2,,,,,,
Lane,0057 101433 Eugene 433,U.S. House,4,Write-ins,,3,,,,,,
Lane,0058 101435 Eugene 435,U.S. House,4,Write-ins,,2,,,,,,
Lane,0059 101439 Eugene 439,U.S. House,4,Write-ins,,6,,,,,,
Lane,0060 101505 Eugene 505,U.S. House,4,Write-ins,,1,,,,,,
Lane,0061 101507 Eugene 507,U.S. House,4,Write-ins,,6,,,,,,
Lane,0062 101511 Eugene 511,U.S. House,4,Write-ins,,6,,,,,,
Lane,0063 101523 Eugene 523,U.S. House,4,Write-ins,,2,,,,,,
Lane,0064 101613 Eugene 613,U.S. House,4,Write-ins,,7,,,,,,
Lane,0065 101617 Eugene 617,U.S. House,4,Write-ins,,13,,,,,,
Lane,0066 101623 Eugene 623,U.S. House,4,Write-ins,,3,,,,,,
Lane,0067 101711 Eugene 711,U.S. House,4,Write-ins,,0,,,,,,
Lane,0068 101713 Eugene 713,U.S. House,4,Write-ins,,2,,,,,,
Lane,0069 101715 Eugene 715,U.S. House,4,Write-ins,,0,,,,,,
Lane,0070 101717 Eugene 717,U.S. House,4,Write-ins,,2,,,,,,
Lane,0071 101719 Eugene 719,U.S. House,4,Write-ins,,0,,,,,,
Lane,0072 101723 Eugene 723,U.S. House,4,Write-ins,,15,,,,,,
Lane,0073 101803 Eugene 803,U.S. House,4,Write-ins,,3,,,,,,
Lane,0074 101805 Eugene 805,U.S. House,4,Write-ins,,2,,,,,,
Lane,0075 101807 Eugene 807,U.S. House,4,Write-ins,,5,,,,,,
Lane,0076 101809 Eugene 809,U.S. House,4,Write-ins,,2,,,,,,
Lane,0077 102102 Springfield 102,U.S. House,4,Write-ins,,6,,,,,,
Lane,0078 102206 Springfield 206,U.S. House,4,Write-ins,,9,,,,,,
Lane,0079 102304 Springfield 304,U.S. House,4,Write-ins,,10,,,,,,
Lane,0080 102402 Springfield 402,U.S. House,4,Write-ins,,14,,,,,,
Lane,0081 102504 Springfield 504,U.S. House,4,Write-ins,,9,,,,,,
Lane,0082 102606 Springfield 606,U.S. House,4,Write-ins,,6,,,,,,
Lane,0083 102608 Springfield 608,U.S. House,4,Write-ins,,3,,,,,,
Lane,0001 100001 Alvadore,U.S. House,4,Over Votes,,0,,,,,,
