county,precinct,office,district,party,candidate,votes,,
Jefferson,No. 1 Haystack,State Treasurer,,PRO,Walter F. (Walt) Brown,13,,
Jefferson,No. 2 Crooked River Ranch,State Treasurer,,PRO,Walter F. (Walt) Brown,28,,
Jefferson,No. 5 Ashwood,State Treasurer,,PRO,Walter F. (Walt) Brown,0,,
Jefferson,No. 6 Kutcher,State Treasurer,,PRO,Walter F. (Walt) Brown,2,,
Jefferson,No. 8 Lyle Gap,State Treasurer,,PRO,Walter F. (Walt) Brown,4,,
Jefferson,No. 11 Metolius,State Treasurer,,PRO,Walter F. (Walt) Brown,6,,
Jefferson,No. 13 East Madras,State Treasurer,,PRO,Walter F. (Walt) Brown,19,,
Jefferson,No. 14 Warm Springs,State Treasurer,,PRO,Walter F. (Walt) Brown,10,,
Jefferson,No. 16 Camp Sherman,State Treasurer,,PRO,Walter F. (Walt) Brown,1,,
Jefferson,No.  17 Culver,State Treasurer,,PRO,Walter F. (Walt) Brown,14,,
Jefferson,No. 18 Round Butte,State Treasurer,,PRO,Walter F. (Walt) Brown,7,,
Jefferson,No. 19 West Madras,State Treasurer,,PRO,Walter F. (Walt) Brown,16,,
Jefferson,No. 20 Circle M,State Treasurer,,PRO,Walter F. (Walt) Brown,5,,
Jefferson,No. 21 Central,State Treasurer,,PRO,Walter F. (Walt) Brown,16,,
Jefferson,No. 22 Sunset,State Treasurer,,PRO,Walter F. (Walt) Brown,6,,
Jefferson,No. 1 Haystack,State Treasurer,,REP,Chris Telfer,507,,
Jefferson,No. 2 Crooked River Ranch,State Treasurer,,REP,Chris Telfer,1096,,
Jefferson,No. 5 Ashwood,State Treasurer,,REP,Chris Telfer,25,,
Jefferson,No. 6 Kutcher,State Treasurer,,REP,Chris Telfer,169,,
Jefferson,No. 8 Lyle Gap,State Treasurer,,REP,Chris Telfer,60,,
Jefferson,No. 11 Metolius,State Treasurer,,REP,Chris Telfer,129,,
Jefferson,No. 13 East Madras,State Treasurer,,REP,Chris Telfer,371,,
Jefferson,No. 14 Warm Springs,State Treasurer,,REP,Chris Telfer,75,,
Jefferson,No. 16 Camp Sherman,State Treasurer,,REP,Chris Telfer,69,,
Jefferson,No.  17 Culver,State Treasurer,,REP,Chris Telfer,154,,
Jefferson,No. 18 Round Butte,State Treasurer,,REP,Chris Telfer,191,,
Jefferson,No. 19 West Madras,State Treasurer,,REP,Chris Telfer,253,,
Jefferson,No. 20 Circle M,State Treasurer,,REP,Chris Telfer,132,,
Jefferson,No. 21 Central,State Treasurer,,REP,Chris Telfer,355,,
Jefferson,No. 22 Sunset,State Treasurer,,REP,Chris Telfer,310,,
Jefferson,No. 1 Haystack,State Treasurer,,DEM,Ted Wheeler,180,,
Jefferson,No. 2 Crooked River Ranch,State Treasurer,,DEM,Ted Wheeler,576,,
Jefferson,No. 5 Ashwood,State Treasurer,,DEM,Ted Wheeler,6,,
Jefferson,No. 6 Kutcher,State Treasurer,,DEM,Ted Wheeler,66,,
Jefferson,No. 8 Lyle Gap,State Treasurer,,DEM,Ted Wheeler,20,,
Jefferson,No. 11 Metolius,State Treasurer,,DEM,Ted Wheeler,58,,
Jefferson,No. 13 East Madras,State Treasurer,,DEM,Ted Wheeler,244,,
Jefferson,No. 14 Warm Springs,State Treasurer,,DEM,Ted Wheeler,189,,
Jefferson,No. 16 Camp Sherman,State Treasurer,,DEM,Ted Wheeler,86,,
Jefferson,No.  17 Culver,State Treasurer,,DEM,Ted Wheeler,99,,
Jefferson,No. 18 Round Butte,State Treasurer,,DEM,Ted Wheeler,66,,
Jefferson,No. 19 West Madras,State Treasurer,,DEM,Ted Wheeler,164,,
Jefferson,No. 20 Circle M,State Treasurer,,DEM,Ted Wheeler,60,,
Jefferson,No. 21 Central,State Treasurer,,DEM,Ted Wheeler,214,,
Jefferson,No. 22 Sunset,State Treasurer,,DEM,Ted Wheeler,116,,
Jefferson,No. 1 Haystack,State Treasurer,,CON,Michael Marsh,24,,
Jefferson,No. 2 Crooked River Ranch,State Treasurer,,CON,Michael Marsh,40,,
Jefferson,No. 5 Ashwood,State Treasurer,,CON,Michael Marsh,0,,
Jefferson,No. 6 Kutcher,State Treasurer,,CON,Michael Marsh,3,,
Jefferson,No. 8 Lyle Gap,State Treasurer,,CON,Michael Marsh,1,,
Jefferson,No. 11 Metolius,State Treasurer,,CON,Michael Marsh,6,,
Jefferson,No. 13 East Madras,State Treasurer,,CON,Michael Marsh,14,,
Jefferson,No. 14 Warm Springs,State Treasurer,,CON,Michael Marsh,7,,
Jefferson,No. 16 Camp Sherman,State Treasurer,,CON,Michael Marsh,1,,
Jefferson,No.  17 Culver,State Treasurer,,CON,Michael Marsh,14,,
Jefferson,No. 18 Round Butte,State Treasurer,,CON,Michael Marsh,10,,
Jefferson,No. 19 West Madras,State Treasurer,,CON,Michael Marsh,9,,
Jefferson,No. 20 Circle M,State Treasurer,,CON,Michael Marsh,3,,
Jefferson,No. 21 Central,State Treasurer,,CON,Michael Marsh,8,,
Jefferson,No. 22 Sunset,State Treasurer,,CON,Michael Marsh,4,,
Jefferson,No. 1 Haystack,State Treasurer,,,Write-ins,0,,
Jefferson,No. 2 Crooked River Ranch,State Treasurer,,,Write-ins,0,,
Jefferson,No. 5 Ashwood,State Treasurer,,,Write-ins,0,,
Jefferson,No. 6 Kutcher,State Treasurer,,,Write-ins,0,,
Jefferson,No. 8 Lyle Gap,State Treasurer,,,Write-ins,0,,
Jefferson,No. 11 Metolius,State Treasurer,,,Write-ins,0,,
Jefferson,No. 13 East Madras,State Treasurer,,,Write-ins,0,,
Jefferson,No. 14 Warm Springs,State Treasurer,,,Write-ins,1,,
Jefferson,No. 16 Camp Sherman,State Treasurer,,,Write-ins,0,,
Jefferson,No.  17 Culver,State Treasurer,,,Write-ins,0,,
Jefferson,No. 18 Round Butte,State Treasurer,,,Write-ins,0,,
Jefferson,No. 19 West Madras,State Treasurer,,,Write-ins,0,,
Jefferson,No. 20 Circle M,State Treasurer,,,Write-ins,0,,
Jefferson,No. 21 Central,State Treasurer,,,Write-ins,0,,
Jefferson,No. 22 Sunset,State Treasurer,,,Write-ins,1,,
Jefferson,No. 1 Haystack,State Treasurer,,,Over Votes,1,,
Jefferson,No. 2 Crooked River Ranch,State Treasurer,,,Over Votes,1,,
Jefferson,No. 5 Ashwood,State Treasurer,,,Over Votes,0,,
Jefferson,No. 6 Kutcher,State Treasurer,,,Over Votes,0,,
Jefferson,No. 8 Lyle Gap,State Treasurer,,,Over Votes,0,,
Jefferson,No. 11 Metolius,State Treasurer,,,Over Votes,2,,
Jefferson,No. 13 East Madras,State Treasurer,,,Over Votes,0,,
Jefferson,No. 14 Warm Springs,State Treasurer,,,Over Votes,0,,
Jefferson,No. 16 Camp Sherman,State Treasurer,,,Over Votes,0,,
Jefferson,No.  17 Culver,State Treasurer,,,Over Votes,0,,
Jefferson,No. 18 Round Butte,State Treasurer,,,Over Votes,0,,
Jefferson,No. 19 West Madras,State Treasurer,,,Over Votes,0,,
Jefferson,No. 20 Circle M,State Treasurer,,,Over Votes,1,,
Jefferson,No. 21 Central,State Treasurer,,,Over Votes,0,,
Jefferson,No. 22 Sunset,State Treasurer,,,Over Votes,1,,
Jefferson,No. 1 Haystack,State Treasurer,,,Under Votes,33,,
Jefferson,No. 2 Crooked River Ranch,State Treasurer,,,Under Votes,77,,
Jefferson,No. 5 Ashwood,State Treasurer,,,Under Votes,4,,
Jefferson,No. 6 Kutcher,State Treasurer,,,Under Votes,26,,
Jefferson,No. 8 Lyle Gap,State Treasurer,,,Under Votes,4,,
Jefferson,No. 11 Metolius,State Treasurer,,,Under Votes,9,,
Jefferson,No. 13 East Madras,State Treasurer,,,Under Votes,48,,
Jefferson,No. 14 Warm Springs,State Treasurer,,,Under Votes,19,,
Jefferson,No. 16 Camp Sherman,State Treasurer,,,Under Votes,4,,
Jefferson,No.  17 Culver,State Treasurer,,,Under Votes,16,,
Jefferson,No. 18 Round Butte,State Treasurer,,,Under Votes,24,,
Jefferson,No. 19 West Madras,State Treasurer,,,Under Votes,36,,
Jefferson,No. 20 Circle M,State Treasurer,,,Under Votes,11,,
Jefferson,No. 21 Central,State Treasurer,,,Under Votes,37,,
Jefferson,No. 22 Sunset,State Treasurer,,,Under Votes,28,,
