county,office,district,party,candidate,votes
Baker ,President,,P,Ralph Nader,106
Benton ,President,,P,Ralph Nader,427
Clackamas ,President,,P,Ralph Nader,1750
Clatsop ,President,,P,Ralph Nader,249
Columbia ,President,,P,Ralph Nader,307
Coos ,President,,P,Ralph Nader,422
Crook ,President,,P,Ralph Nader,157
Curry ,President,,P,Ralph Nader,174
Deschutes ,President,,P,Ralph Nader,702
Douglas ,President,,P,Ralph Nader,561
Gilliam ,President,,P,Ralph Nader,16
Grant ,President,,P,Ralph Nader,30
Harney ,President,,P,Ralph Nader,51
Hood River ,President,,P,Ralph Nader,112
Jackson ,President,,P,Ralph Nader,844
Jefferson ,President,,P,Ralph Nader,100
Josephine ,President,,P,Ralph Nader,492
Klamath ,President,,P,Ralph Nader,300
Lake ,President,,P,Ralph Nader,38
Lane ,President,,P,Ralph Nader,1836
Lincoln ,President,,P,Ralph Nader,334
Linn ,President,,P,Ralph Nader,625
Malheur ,President,,P,Ralph Nader,85
Marion ,President,,P,Ralph Nader,1257
Morrow ,President,,P,Ralph Nader,43
Multnomah ,President,,P,Ralph Nader,4166
Polk ,President,,P,Ralph Nader,320
Sherman ,President,,P,Ralph Nader,8
Tillamook ,President,,P,Ralph Nader,197
Umatilla ,President,,P,Ralph Nader,245
Union ,President,,P,Ralph Nader,119
Wallowa ,President,,P,Ralph Nader,35
Wasco ,President,,P,Ralph Nader,140
Washington ,President,,P,Ralph Nader,1892
Wheeler ,President,,P,Ralph Nader,11
Yamhill ,President,,P,Ralph Nader,463
Baker ,President,,PG,Cynthia McKinney,23
Benton ,President,,PG,Cynthia McKinney,169
Clackamas ,President,,PG,Cynthia McKinney,284
Clatsop ,President,,PG,Cynthia McKinney,68
Columbia ,President,,PG,Cynthia McKinney,74
Coos ,President,,PG,Cynthia McKinney,103
Crook ,President,,PG,Cynthia McKinney,24
Curry ,President,,PG,Cynthia McKinney,26
Deschutes ,President,,PG,Cynthia McKinney,129
Douglas ,President,,PG,Cynthia McKinney,128
Gilliam ,President,,PG,Cynthia McKinney,2
Grant ,President,,PG,Cynthia McKinney,2
Harney ,President,,PG,Cynthia McKinney,10
Hood River ,President,,PG,Cynthia McKinney,21
Jackson ,President,,PG,Cynthia McKinney,224
Jefferson ,President,,PG,Cynthia McKinney,21
Josephine ,President,,PG,Cynthia McKinney,135
Klamath ,President,,PG,Cynthia McKinney,68
Lake ,President,,PG,Cynthia McKinney,11
Lane ,President,,PG,Cynthia McKinney,534
Lincoln ,President,,PG,Cynthia McKinney,73
Linn ,President,,PG,Cynthia McKinney,134
Malheur ,President,,PG,Cynthia McKinney,28
Marion ,President,,PG,Cynthia McKinney,328
Morrow ,President,,PG,Cynthia McKinney,9
Multnomah ,President,,PG,Cynthia McKinney,1207
Polk ,President,,PG,Cynthia McKinney,79
Sherman ,President,,PG,Cynthia McKinney,1
Tillamook ,President,,PG,Cynthia McKinney,42
Umatilla ,President,,PG,Cynthia McKinney,56
Union ,President,,PG,Cynthia McKinney,23
Wallowa ,President,,PG,Cynthia McKinney,6
Wasco ,President,,PG,Cynthia McKinney,31
Washington ,President,,PG,Cynthia McKinney,379
Wheeler ,President,,PG,Cynthia McKinney,1
Yamhill ,President,,PG,Cynthia McKinney,90
Baker ,President,,R,John McCain,5650
Benton ,President,,R,John McCain,15264
Clackamas ,President,,R,John McCain,83595
Clatsop ,President,,R,John McCain,7192
Columbia ,President,,R,John McCain,10413
Coos ,President,,R,John McCain,15354
Crook ,President,,R,John McCain,6371
Curry ,President,,R,John McCain,6646
Deschutes ,President,,R,John McCain,39064
Douglas ,President,,R,John McCain,30919
Gilliam ,President,,R,John McCain,648
Grant ,President,,R,John McCain,2785
Harney ,President,,R,John McCain,2595
Hood River ,President,,R,John McCain,3265
Jackson ,President,,R,John McCain,49043
Jefferson ,President,,R,John McCain,4402
Josephine ,President,,R,John McCain,22973
Klamath ,President,,R,John McCain,19113
Lake ,President,,R,John McCain,2638
Lane ,President,,R,John McCain,63835
Lincoln ,President,,R,John McCain,8791
Linn ,President,,R,John McCain,28071
Malheur ,President,,R,John McCain,7157
Marion ,President,,R,John McCain,59059
Morrow ,President,,R,John McCain,2509
Multnomah ,President,,R,John McCain,75171
Polk ,President,,R,John McCain,17714
Sherman ,President,,R,John McCain,634
Tillamook ,President,,R,John McCain,5757
Umatilla ,President,,R,John McCain,15254
Union ,President,,R,John McCain,7581
Wallowa ,President,,R,John McCain,2836
Wasco ,President,,R,John McCain,5103
Washington ,President,,R,John McCain,89185
Wheeler ,President,,R,John McCain,498
Yamhill ,President,,R,John McCain,21390
Baker ,President,,L,Bob Barr,51
Benton ,President,,L,Bob Barr,214
Clackamas ,President,,L,Bob Barr,717
Clatsop ,President,,L,Bob Barr,101
Columbia ,President,,L,Bob Barr,123
Coos ,President,,L,Bob Barr,163
Crook ,President,,L,Bob Barr,55
Curry ,President,,L,Bob Barr,57
Deschutes ,President,,L,Bob Barr,305
Douglas ,President,,L,Bob Barr,217
Gilliam ,President,,L,Bob Barr,2
Grant ,President,,L,Bob Barr,15
Harney ,President,,L,Bob Barr,29
Hood River ,President,,L,Bob Barr,31
Jackson ,President,,L,Bob Barr,425
Jefferson ,President,,L,Bob Barr,22
Josephine ,President,,L,Bob Barr,234
Klamath ,President,,L,Bob Barr,174
Lake ,President,,L,Bob Barr,11
Lane ,President,,L,Bob Barr,754
Lincoln ,President,,L,Bob Barr,127
Linn ,President,,L,Bob Barr,237
Malheur ,President,,L,Bob Barr,57
Marion ,President,,L,Bob Barr,528
Morrow ,President,,L,Bob Barr,23
Multnomah ,President,,L,Bob Barr,1195
Polk ,President,,L,Bob Barr,116
Sherman ,President,,L,Bob Barr,5
Tillamook ,President,,L,Bob Barr,58
Umatilla ,President,,L,Bob Barr,113
Union ,President,,L,Bob Barr,63
Wallowa ,President,,L,Bob Barr,24
Wasco ,President,,L,Bob Barr,46
Washington ,President,,L,Bob Barr,1148
Wheeler ,President,,L,Bob Barr,9
Yamhill ,President,,L,Bob Barr,186
Baker ,President,,C,Chuck Baldwin,55
Benton ,President,,C,Chuck Baldwin,169
Clackamas ,President,,C,Chuck Baldwin,692
Clatsop ,President,,C,Chuck Baldwin,70
Columbia ,President,,C,Chuck Baldwin,202
Coos ,President,,C,Chuck Baldwin,204
Crook ,President,,C,Chuck Baldwin,37
Curry ,President,,C,Chuck Baldwin,83
Deschutes ,President,,C,Chuck Baldwin,259
Douglas ,President,,C,Chuck Baldwin,320
Gilliam ,President,,C,Chuck Baldwin,6
Grant ,President,,C,Chuck Baldwin,39
Harney ,President,,C,Chuck Baldwin,21
Hood River ,President,,C,Chuck Baldwin,44
Jackson ,President,,C,Chuck Baldwin,601
Jefferson ,President,,C,Chuck Baldwin,37
Josephine ,President,,C,Chuck Baldwin,379
Klamath ,President,,C,Chuck Baldwin,178
Lake ,President,,C,Chuck Baldwin,19
Lane ,President,,C,Chuck Baldwin,590
Lincoln ,President,,C,Chuck Baldwin,83
Linn ,President,,C,Chuck Baldwin,287
Malheur ,President,,C,Chuck Baldwin,81
Marion ,President,,C,Chuck Baldwin,551
Morrow ,President,,C,Chuck Baldwin,33
Multnomah ,President,,C,Chuck Baldwin,904
Polk ,President,,C,Chuck Baldwin,184
Sherman ,President,,C,Chuck Baldwin,6
Tillamook ,President,,C,Chuck Baldwin,59
Umatilla ,President,,C,Chuck Baldwin,166
Union ,President,,C,Chuck Baldwin,85
Wallowa ,President,,C,Chuck Baldwin,30
Wasco ,President,,C,Chuck Baldwin,61
Washington ,President,,C,Chuck Baldwin,895
Wheeler ,President,,C,Chuck Baldwin,5
Yamhill ,President,,C,Chuck Baldwin,258
Baker ,President,,D,Barack Obama,2805
Benton ,President,,D,Barack Obama,29901
Clackamas ,President,,D,Barack Obama,103476
Clatsop ,President,,D,Barack Obama,10701
Columbia ,President,,D,Barack Obama,13390
Coos ,President,,D,Barack Obama,14401
Crook ,President,,D,Barack Obama,3632
Curry ,President,,D,Barack Obama,5230
Deschutes ,President,,D,Barack Obama,38819
Douglas ,President,,D,Barack Obama,20298
Gilliam ,President,,D,Barack Obama,430
Grant ,President,,D,Barack Obama,1006
Harney ,President,,D,Barack Obama,950
Hood River ,President,,D,Barack Obama,6302
Jackson ,President,,D,Barack Obama,49090
Jefferson ,President,,D,Barack Obama,3682
Josephine ,President,,D,Barack Obama,17412
Klamath ,President,,D,Barack Obama,9370
Lake ,President,,D,Barack Obama,957
Lane ,President,,D,Barack Obama,114037
Lincoln ,President,,D,Barack Obama,14258
Linn ,President,,D,Barack Obama,22163
Malheur ,President,,D,Barack Obama,2949
Marion ,President,,D,Barack Obama,61816
Morrow ,President,,D,Barack Obama,1410
Multnomah ,President,,D,Barack Obama,279696
Polk ,President,,D,Barack Obama,17536
Sherman ,President,,D,Barack Obama,385
Tillamook ,President,,D,Barack Obama,7072
Umatilla ,President,,D,Barack Obama,9484
Union ,President,,D,Barack Obama,4613
Wallowa ,President,,D,Barack Obama,1492
Wasco ,President,,D,Barack Obama,5906
Washington ,President,,D,Barack Obama,141544
Wheeler ,President,,D,Barack Obama,281
Yamhill ,President,,D,Barack Obama,20797
Baker ,President,,,Misc.,87
Benton ,President,,,Misc.,334
Clackamas ,President,,,Misc.,1364
Clatsop ,President,,,Misc.,167
Columbia ,President,,,Misc.,259
Coos ,President,,,Misc.,304
Crook ,President,,,Misc.,76
Curry ,President,,,Misc.,116
Deschutes ,President,,,Misc.,504
Douglas ,President,,,Misc.,494
Gilliam ,President,,,Misc.,6
Grant ,President,,,Misc.,32
Harney ,President,,,Misc.,27
Hood River ,President,,,Misc.,55
Jackson ,President,,,Misc.,820
Jefferson ,President,,,Misc.,54
Josephine ,President,,,Misc.,424
Klamath ,President,,,Misc.,196
Lake ,President,,,Misc.,14
Lane ,President,,,Misc.,1324
Lincoln ,President,,,Misc.,223
Linn ,President,,,Misc.,465
Malheur ,President,,,Misc.,76
Marion ,President,,,Misc.,1024
