county,precinct,office,district,party,candidate,votes,overs,unders
Multnomah,4305,President,,REP,Donald J Trump,713,1,74
Multnomah,4306,President,,REP,Donald J Trump,94,1,15
Multnomah,4310,President,,REP,Donald J Trump,264,0,40
Multnomah,4401,President,,REP,Donald J Trump,901,1,89
Multnomah,4402,President,,REP,Donald J Trump,1170,2,76
Multnomah,4403,President,,REP,Donald J Trump,527,1,56
Multnomah,4404,President,,REP,Donald J Trump,817,1,78
Multnomah,4409,President,,REP,Donald J Trump,314,0,22
Multnomah,4501,President,,REP,Donald J Trump,722,1,78
Multnomah,4502,President,,REP,Donald J Trump,466,0,40
Multnomah,4503,President,,REP,Donald J Trump,241,0,43
Multnomah,4505,President,,REP,Donald J Trump,671,1,78
Multnomah,4506,President,,REP,Donald J Trump,562,1,43
Multnomah,4508,President,,REP,Donald J Trump,482,0,51
Multnomah,4509,President,,REP,Donald J Trump,596,0,35
Multnomah,4510,President,,REP,Donald J Trump,587,0,35
Multnomah,4511,President,,REP,Donald J Trump,532,1,25
Multnomah,4512,President,,REP,Donald J Trump,97,0,9
Multnomah,4601,President,,REP,Donald J Trump,768,0,73
Multnomah,4602,President,,REP,Donald J Trump,258,0,37
Multnomah,4604,President,,REP,Donald J Trump,914,4,67
Multnomah,4605,President,,REP,Donald J Trump,515,1,51
Multnomah,4606,President,,REP,Donald J Trump,1074,1,83
Multnomah,4607,President,,REP,Donald J Trump,753,1,64
Multnomah,4608,President,,REP,Donald J Trump,186,0,15
Multnomah,4701,President,,REP,Donald J Trump,631,0,40
Multnomah,4702,President,,REP,Donald J Trump,193,0,8
Multnomah,4703,President,,REP,Donald J Trump,556,0,33
Multnomah,4704,President,,REP,Donald J Trump,1030,0,59
Multnomah,4705,President,,REP,Donald J Trump,1032,0,86
Multnomah,4706,President,,REP,Donald J Trump,927,1,33
Multnomah,4707,President,,REP,Donald J Trump,330,0,19
Multnomah,4708,President,,REP,Donald J Trump,833,0,48
Multnomah,4709,President,,REP,Donald J Trump,460,0,19
Multnomah,4710,President,,REP,Donald J Trump,930,2,52
Multnomah,4801,President,,REP,Donald J Trump,410,0,18
Multnomah,4802,President,,REP,Donald J Trump,3,0,1
Multnomah,4803,President,,REP,Donald J Trump,1197,2,63
Multnomah,4804,President,,REP,Donald J Trump,260,4,10
Multnomah,4805,President,,REP,Donald J Trump,201,0,7
Multnomah,4806,President,,REP,Donald J Trump,436,0,23
Multnomah,4807,President,,REP,Donald J Trump,675,1,24
Multnomah,4901,President,,REP,Donald J Trump,29,0,0
Multnomah,4902,President,,REP,Donald J Trump,13,0,0
Multnomah,4903,President,,REP,Donald J Trump,1486,1,40
Multnomah,4904,President,,REP,Donald J Trump,3083,3,116
Multnomah,4905,President,,REP,Donald J Trump,134,1,5
Multnomah,4906,President,,REP,Donald J Trump,405,0,19
Multnomah,4907,President,,REP,Donald J Trump,94,0,3
Multnomah,4908,President,,REP,Donald J Trump,779,0,29
Multnomah,4909,President,,REP,Donald J Trump,1397,2,55
Multnomah,4910,President,,REP,Donald J Trump,961,2,40
Multnomah,4911,President,,REP,Donald J Trump,1316,1,47
Multnomah,5001,President,,REP,Donald J Trump,1007,2,38
Multnomah,5002,President,,REP,Donald J Trump,2482,0,89
Multnomah,5003,President,,REP,Donald J Trump,380,1,26
Multnomah,5004,President,,REP,Donald J Trump,2177,3,92
Multnomah,5006,President,,REP,Donald J Trump,1398,0,56
Multnomah,5007,President,,REP,Donald J Trump,1218,1,54
Multnomah,5008,President,,REP,Donald J Trump,1230,0,60
Multnomah,5009,President,,REP,Donald J Trump,325,0,11
Multnomah,5101,President,,REP,Donald J Trump,211,0,5
Multnomah,5102,President,,REP,Donald J Trump,1288,1,58
Multnomah,5103,President,,REP,Donald J Trump,705,0,28
Multnomah,5104,President,,REP,Donald J Trump,1164,3,54
Multnomah,5105,President,,REP,Donald J Trump,179,0,9
Multnomah,5106,President,,REP,Donald J Trump,534,0,23
Multnomah,5107,President,,REP,Donald J Trump,352,0,19
Multnomah,5202,President,,REP,Donald J Trump,1133,0,35
Multnomah,5203,President,,REP,Donald J Trump,965,1,32
Multnomah,5204,President,,REP,Donald J Trump,1307,0,46
Multnomah,2701,President,,DEM,Hillary Clinton,441,0,10
Multnomah,2702,President,,DEM,Hillary Clinton,544,2,15
Multnomah,3101,President,,DEM,Hillary Clinton,853,0,11
Multnomah,3102,President,,DEM,Hillary Clinton,1099,1,27
Multnomah,3103,President,,DEM,Hillary Clinton,334,0,5
Multnomah,3301,President,,DEM,Hillary Clinton,8116,2,94
Multnomah,3303,President,,DEM,Hillary Clinton,2486,2,51
Multnomah,3304,President,,DEM,Hillary Clinton,431,0,6
Multnomah,3501,President,,DEM,Hillary Clinton,613,0,14
Multnomah,3502,President,,DEM,Hillary Clinton,3458,1,74
Multnomah,3602,President,,DEM,Hillary Clinton,4530,1,53
Multnomah,3603,President,,DEM,Hillary Clinton,5742,6,82
Multnomah,3604,President,,DEM,Hillary Clinton,101,0,3
Multnomah,3605,President,,DEM,Hillary Clinton,1783,0,39
Multnomah,3606,President,,DEM,Hillary Clinton,1356,0,15
Multnomah,3607,President,,DEM,Hillary Clinton,4430,2,78
Multnomah,3608,President,,DEM,Hillary Clinton,3263,2,67
Multnomah,3609,President,,DEM,Hillary Clinton,363,1,11
Multnomah,3610,President,,DEM,Hillary Clinton,2715,1,54
Multnomah,3611,President,,DEM,Hillary Clinton,3927,2,48
Multnomah,3612,President,,DEM,Hillary Clinton,4062,4,65
Multnomah,3801,President,,DEM,Hillary Clinton,59,0,0
Multnomah,3802,President,,DEM,Hillary Clinton,6519,1,96
Multnomah,3803,President,,DEM,Hillary Clinton,4455,1,61
Multnomah,3804,President,,DEM,Hillary Clinton,932,0,12
Multnomah,3805,President,,DEM,Hillary Clinton,596,0,5
Multnomah,3806,President,,DEM,Hillary Clinton,1271,0,33
Multnomah,3807,President,,DEM,Hillary Clinton,690,0,17
Multnomah,3808,President,,DEM,Hillary Clinton,197,0,9
Multnomah,4101,President,,DEM,Hillary Clinton,6628,1,71
Multnomah,4102,President,,DEM,Hillary Clinton,3205,2,39
Multnomah,4103,President,,DEM,Hillary Clinton,2925,1,46
Multnomah,4203,President,,DEM,Hillary Clinton,7055,2,53
Multnomah,4204,President,,DEM,Hillary Clinton,6810,2,68
Multnomah,4205,President,,DEM,Hillary Clinton,3419,0,26
Multnomah,4207,President,,DEM,Hillary Clinton,4287,2,52
Multnomah,4208,President,,DEM,Hillary Clinton,2364,0,26
Multnomah,4209,President,,DEM,Hillary Clinton,5486,1,63
Multnomah,4210,President,,DEM,Hillary Clinton,7466,1,88
Multnomah,4301,President,,DEM,Hillary Clinton,7484,11,70
Multnomah,4302,President,,DEM,Hillary Clinton,7840,6,84
Multnomah,4304,President,,DEM,Hillary Clinton,6186,4,49
Multnomah,4305,President,,DEM,Hillary Clinton,7202,5,74
Multnomah,4306,President,,DEM,Hillary Clinton,1519,0,15
Multnomah,4310,President,,DEM,Hillary Clinton,6694,2,40
Multnomah,4401,President,,DEM,Hillary Clinton,6404,6,89
Multnomah,4402,President,,DEM,Hillary Clinton,6611,9,76
Multnomah,4403,President,,DEM,Hillary Clinton,5803,4,56
Multnomah,4404,President,,DEM,Hillary Clinton,6679,3,78
Multnomah,4409,President,,DEM,Hillary Clinton,1192,3,22
Multnomah,4501,President,,DEM,Hillary Clinton,8074,4,78
Multnomah,4502,President,,DEM,Hillary Clinton,3370,2,40
Multnomah,4503,President,,DEM,Hillary Clinton,3013,1,43
Multnomah,4505,President,,DEM,Hillary Clinton,5666,3,78
Multnomah,4506,President,,DEM,Hillary Clinton,2057,2,43
Multnomah,4508,President,,DEM,Hillary Clinton,2865,4,51
Multnomah,4509,President,,DEM,Hillary Clinton,1395,2,35
Multnomah,4510,President,,DEM,Hillary Clinton,1278,0,35
Multnomah,4511,President,,DEM,Hillary Clinton,1332,4,25
Multnomah,4512,President,,DEM,Hillary Clinton,354,0,9
Multnomah,4601,President,,DEM,Hillary Clinton,7476,2,73
Multnomah,4602,President,,DEM,Hillary Clinton,2955,0,37
Multnomah,4604,President,,DEM,Hillary Clinton,3552,5,67
Multnomah,4605,President,,DEM,Hillary Clinton,3531,0,51
Multnomah,4606,President,,DEM,Hillary Clinton,6931,4,83
Multnomah,4607,President,,DEM,Hillary Clinton,2057,1,64
Multnomah,4608,President,,DEM,Hillary Clinton,811,0,15
Multnomah,4701,President,,DEM,Hillary Clinton,1410,3,40
Multnomah,4702,President,,DEM,Hillary Clinton,427,0,8
Multnomah,4703,President,,DEM,Hillary Clinton,1125,0,33
Multnomah,4704,President,,DEM,Hillary Clinton,1994,3,59
Multnomah,4705,President,,DEM,Hillary Clinton,2997,4,86
Multnomah,4706,President,,DEM,Hillary Clinton,1550,7,33
Multnomah,4707,President,,DEM,Hillary Clinton,950,0,19
Multnomah,4708,President,,DEM,Hillary Clinton,2006,3,48
Multnomah,4709,President,,DEM,Hillary Clinton,958,0,19
Multnomah,4710,President,,DEM,Hillary Clinton,1678,3,52
Multnomah,4801,President,,DEM,Hillary Clinton,683,0,18
Multnomah,4802,President,,DEM,Hillary Clinton,29,0,1
Multnomah,4803,President,,DEM,Hillary Clinton,3697,7,63
Multnomah,4804,President,,DEM,Hillary Clinton,808,2,10
Multnomah,4805,President,,DEM,Hillary Clinton,413,0,7
Multnomah,4806,President,,DEM,Hillary Clinton,733,2,23
Multnomah,4807,President,,DEM,Hillary Clinton,1400,2,24
Multnomah,4901,President,,DEM,Hillary Clinton,15,0,0
Multnomah,4902,President,,DEM,Hillary Clinton,14,1,0
Multnomah,4903,President,,DEM,Hillary Clinton,2065,0,40
Multnomah,4904,President,,DEM,Hillary Clinton,3181,1,116
Multnomah,4905,President,,DEM,Hillary Clinton,93,1,5
Multnomah,4906,President,,DEM,Hillary Clinton,541,2,19
Multnomah,4907,President,,DEM,Hillary Clinton,134,0,3
Multnomah,4908,President,,DEM,Hillary Clinton,864,0,29
Multnomah,4909,President,,DEM,Hillary Clinton,1897,1,55
Multnomah,4910,President,,DEM,Hillary Clinton,1733,1,40
Multnomah,4911,President,,DEM,Hillary Clinton,1812,3,47
Multnomah,5001,President,,DEM,Hillary Clinton,1786,1,38
Multnomah,5002,President,,DEM,Hillary Clinton,2831,2,89
Multnomah,5003,President,,DEM,Hillary Clinton,482,0,26
Multnomah,5004,President,,DEM,Hillary Clinton,2807,2,92
Multnomah,5006,President,,DEM,Hillary Clinton,1323,2,56
Multnomah,5007,President,,DEM,Hillary Clinton,1580,0,54
Multnomah,5008,President,,DEM,Hillary Clinton,1483,0,60
Multnomah,5009,President,,DEM,Hillary Clinton,448,2,11
Multnomah,5101,President,,DEM,Hillary Clinton,392,4,5
Multnomah,5102,President,,DEM,Hillary Clinton,2024,5,58
Multnomah,5103,President,,DEM,Hillary Clinton,1148,3,28
Multnomah,5104,President,,DEM,Hillary Clinton,1720,2,54
Multnomah,5105,President,,DEM,Hillary Clinton,123,0,9
Multnomah,5106,President,,DEM,Hillary Clinton,719,0,23
Multnomah,5107,President,,DEM,Hillary Clinton,329,0,19
Multnomah,5202,President,,DEM,Hillary Clinton,1000,1,35
Multnomah,5203,President,,DEM,Hillary Clinton,616,0,32
Multnomah,5204,President,,DEM,Hillary Clinton,1201,2,46
Multnomah,2701,President,,PGP,Jill Stein,11,0,10
Multnomah,2702,President,,PGP,Jill Stein,5,0,15
Multnomah,3101,President,,PGP,Jill Stein,29,0,11
Multnomah,3102,President,,PGP,Jill Stein,61,1,27
Multnomah,3103,President,,PGP,Jill Stein,9,0,5
Multnomah,3301,President,,PGP,Jill Stein,216,2,94
Multnomah,3303,President,,PGP,Jill Stein,48,1,51
Multnomah,3304,President,,PGP,Jill Stein,12,0,6
Multnomah,3501,President,,PGP,Jill Stein,29,0,14
Multnomah,3502,President,,PGP,Jill Stein,131,1,74
Multnomah,3602,President,,PGP,Jill Stein,165,1,53
Multnomah,3603,President,,PGP,Jill Stein,267,7,82
Multnomah,3604,President,,PGP,Jill Stein,2,0,3
Multnomah,3605,President,,PGP,Jill Stein,54,0,39
Multnomah,3606,President,,PGP,Jill Stein,39,0,15
Multnomah,3607,President,,PGP,Jill Stein,121,2,78
Multnomah,3608,President,,PGP,Jill Stein,98,2,67
Multnomah,3609,President,,PGP,Jill Stein,4,0,11
Multnomah,3610,President,,PGP,Jill Stein,88,1,54
Multnomah,3611,President,,PGP,Jill Stein,137,0,48
Multnomah,3612,President,,PGP,Jill Stein,206,2,65
Multnomah,3801,President,,PGP,Jill Stein,2,0,0
Multnomah,3802,President,,PGP,Jill Stein,194,0,96
Multnomah,3803,President,,PGP,Jill Stein,185,2,61
Multnomah,3804,President,,PGP,Jill Stein,30,0,12
Multnomah,3805,President,,PGP,Jill Stein,19,0,5
Multnomah,3806,President,,PGP,Jill Stein,34,0,33
Multnomah,3807,President,,PGP,Jill Stein,13,0,17
Multnomah,3808,President,,PGP,Jill Stein,3,0,9
Multnomah,4101,President,,PGP,Jill Stein,247,1,71
Multnomah,4102,President,,PGP,Jill Stein,174,0,39
Multnomah,4103,President,,PGP,Jill Stein,71,1,46
Multnomah,4203,President,,PGP,Jill Stein,423,3,53
Multnomah,4204,President,,PGP,Jill Stein,359,0,68
Multnomah,4205,President,,PGP,Jill Stein,144,0,26
Multnomah,4207,President,,PGP,Jill Stein,203,2,52
Multnomah,4208,President,,PGP,Jill Stein,118,0,26
Multnomah,4209,President,,PGP,Jill Stein,345,1,63
Multnomah,4210,President,,PGP,Jill Stein,386,1,88
Multnomah,4301,President,,PGP,Jill Stein,345,3,70
Multnomah,4302,President,,PGP,Jill Stein,318,4,84
Multnomah,4304,President,,PGP,Jill Stein,227,4,49
Multnomah,4305,President,,PGP,Jill Stein,358,4,74
Multnomah,4306,President,,PGP,Jill Stein,43,1,15
Multnomah,4310,President,,PGP,Jill Stein,241,1,40
Multnomah,4401,President,,PGP,Jill Stein,364,4,89
Multnomah,4402,President,,PGP,Jill Stein,313,6,76
Multnomah,4403,President,,PGP,Jill Stein,253,2,56
Multnomah,4404,President,,PGP,Jill Stein,274,2,78
Multnomah,4409,President,,PGP,Jill Stein,78,1,22
Multnomah,4501,President,,PGP,Jill Stein,210,0,78
Multnomah,4502,President,,PGP,Jill Stein,111,1,40
Multnomah,4503,President,,PGP,Jill Stein,88,1,43
Multnomah,4505,President,,PGP,Jill Stein,194,1,78
Multnomah,4506,President,,PGP,Jill Stein,130,2,43
Multnomah,4508,President,,PGP,Jill Stein,180,2,51
Multnomah,4509,President,,PGP,Jill Stein,63,1,35
Multnomah,4510,President,,PGP,Jill Stein,47,0,35
Multnomah,4511,President,,PGP,Jill Stein,85,3,25
Multnomah,4512,President,,PGP,Jill Stein,12,0,9
Multnomah,4601,President,,PGP,Jill Stein,319,2,73
Multnomah,4602,President,,PGP,Jill Stein,81,0,37
Multnomah,4604,President,,PGP,Jill Stein,198,4,67
Multnomah,4605,President,,PGP,Jill Stein,196,0,51
Multnomah,4606,President,,PGP,Jill Stein,434,3,83
Multnomah,4607,President,,PGP,Jill Stein,85,1,64
Multnomah,4608,President,,PGP,Jill Stein,61,0,15
Multnomah,4701,President,,PGP,Jill Stein,43,3,40
Multnomah,4702,President,,PGP,Jill Stein,17,0,8
Multnomah,4703,President,,PGP,Jill Stein,43,0,33
Multnomah,4704,President,,PGP,Jill Stein,69,2,59
Multnomah,4705,President,,PGP,Jill Stein,156,2,86
Multnomah,4706,President,,PGP,Jill Stein,95,3,33
Multnomah,4707,President,,PGP,Jill Stein,45,0,19
Multnomah,4708,President,,PGP,Jill Stein,101,2,48
Multnomah,4709,President,,PGP,Jill Stein,59,0,19
Multnomah,4710,President,,PGP,Jill Stein,93,3,52
Multnomah,4801,President,,PGP,Jill Stein,36,0,18
Multnomah,4802,President,,PGP,Jill Stein,1,0,1
Multnomah,4803,President,,PGP,Jill Stein,292,4,63
Multnomah,4804,President,,PGP,Jill Stein,57,0,10
Multnomah,4805,President,,PGP,Jill Stein,26,0,7
Multnomah,4806,President,,PGP,Jill Stein,35,0,23
Multnomah,4807,President,,PGP,Jill Stein,58,1,24
Multnomah,4901,President,,PGP,Jill Stein,4,0,0
Multnomah,4902,President,,PGP,Jill Stein,0,1,0
Multnomah,4903,President,,PGP,Jill Stein,93,0,40
Multnomah,4904,President,,PGP,Jill Stein,185,4,116
Multnomah,4905,President,,PGP,Jill Stein,1,1,5
Multnomah,4906,President,,PGP,Jill Stein,36,1,19
Multnomah,4907,President,,PGP,Jill Stein,6,0,3
Multnomah,4908,President,,PGP,Jill Stein,41,0,29
Multnomah,4909,President,,PGP,Jill Stein,104,1,55
Multnomah,4910,President,,PGP,Jill Stein,82,1,40
Multnomah,4911,President,,PGP,Jill Stein,96,2,47
Multnomah,5001,President,,PGP,Jill Stein,118,0,38
Multnomah,5002,President,,PGP,Jill Stein,133,1,89
Multnomah,5003,President,,PGP,Jill Stein,27,0,26
Multnomah,5004,President,,PGP,Jill Stein,125,1,92
Multnomah,5006,President,,PGP,Jill Stein,80,0,56
Multnomah,5007,President,,PGP,Jill Stein,89,1,54
Multnomah,5008,President,,PGP,Jill Stein,40,0,60
Multnomah,5009,President,,PGP,Jill Stein,14,1,11
Multnomah,5101,President,,PGP,Jill Stein,19,3,5
Multnomah,5102,President,,PGP,Jill Stein,114,2,58
Multnomah,5103,President,,PGP,Jill Stein,62,1,28
Multnomah,5104,President,,PGP,Jill Stein,80,2,54
Multnomah,5105,President,,PGP,Jill Stein,4,0,9
Multnomah,5106,President,,PGP,Jill Stein,51,0,23
Multnomah,5107,President,,PGP,Jill Stein,9,0,19
Multnomah,5202,President,,PGP,Jill Stein,50,0,35
Multnomah,5203,President,,PGP,Jill Stein,27,0,32
Multnomah,5204,President,,PGP,Jill Stein,63,1,46
Multnomah,2701,President,,LBT,Gary Johnson,15,0,10
Multnomah,2702,President,,LBT,Gary Johnson,33,3,15
Multnomah,3101,President,,LBT,Gary Johnson,50,0,11
Multnomah,3102,President,,LBT,Gary Johnson,71,1,27
Multnomah,3103,President,,LBT,Gary Johnson,27,0,5
Multnomah,3301,President,,LBT,Gary Johnson,288,0,94
Multnomah,3303,President,,LBT,Gary Johnson,104,0,51
Multnomah,3304,President,,LBT,Gary Johnson,18,0,6
Multnomah,3501,President,,LBT,Gary Johnson,29,0,14
Multnomah,3502,President,,LBT,Gary Johnson,150,1,74
Multnomah,3602,President,,LBT,Gary Johnson,151,0,53
Multnomah,3603,President,,LBT,Gary Johnson,215,2,82
Multnomah,3604,President,,LBT,Gary Johnson,4,0,3
Multnomah,3605,President,,LBT,Gary Johnson,78,0,39
Multnomah,3606,President,,LBT,Gary Johnson,38,0,15
Multnomah,3607,President,,LBT,Gary Johnson,158,1,78
Multnomah,3608,President,,LBT,Gary Johnson,153,0,67
Multnomah,3609,President,,LBT,Gary Johnson,16,0,11
Multnomah,3610,President,,LBT,Gary Johnson,92,0,54
Multnomah,3611,President,,LBT,Gary Johnson,175,0,48
Multnomah,3612,President,,LBT,Gary Johnson,148,3,65
Multnomah,3801,President,,LBT,Gary Johnson,3,0,0
Multnomah,3802,President,,LBT,Gary Johnson,299,0,96
Multnomah,3803,President,,LBT,Gary Johnson,183,1,61
Multnomah,3804,President,,LBT,Gary Johnson,58,0,12
Multnomah,3805,President,,LBT,Gary Johnson,28,0,5
Multnomah,3806,President,,LBT,Gary Johnson,57,0,33
Multnomah,3807,President,,LBT,Gary Johnson,52,0,17
Multnomah,3808,President,,LBT,Gary Johnson,2,0,9
Multnomah,4101,President,,LBT,Gary Johnson,200,0,71
Multnomah,4102,President,,LBT,Gary Johnson,143,2,39
Multnomah,4103,President,,LBT,Gary Johnson,122,1,46
Multnomah,4203,President,,LBT,Gary Johnson,152,2,53
Multnomah,4204,President,,LBT,Gary Johnson,149,1,68
Multnomah,4205,President,,LBT,Gary Johnson,60,0,26
Multnomah,4207,President,,LBT,Gary Johnson,74,1,52
Multnomah,4208,President,,LBT,Gary Johnson,73,0,26
Multnomah,4209,President,,LBT,Gary Johnson,170,1,63
Multnomah,4210,President,,LBT,Gary Johnson,231,0,88
Multnomah,4301,President,,LBT,Gary Johnson,122,10,70
Multnomah,4302,President,,LBT,Gary Johnson,196,2,84
Multnomah,4304,President,,LBT,Gary Johnson,119,2,49
Multnomah,4305,President,,LBT,Gary Johnson,167,3,74
Multnomah,4306,President,,LBT,Gary Johnson,56,0,15
Multnomah,4310,President,,LBT,Gary Johnson,131,0,40
Multnomah,4401,President,,LBT,Gary Johnson,262,2,89
Multnomah,4402,President,,LBT,Gary Johnson,243,7,76
Multnomah,4403,President,,LBT,Gary Johnson,169,2,56
Multnomah,4404,President,,LBT,Gary Johnson,255,2,78
Multnomah,4409,President,,LBT,Gary Johnson,56,2,22
Multnomah,4501,President,,LBT,Gary Johnson,214,3,78
Multnomah,4502,President,,LBT,Gary Johnson,124,1,40
Multnomah,4503,President,,LBT,Gary Johnson,78,0,43
Multnomah,4505,President,,LBT,Gary Johnson,175,3,78
Multnomah,4506,President,,LBT,Gary Johnson,98,1,43
Multnomah,4508,President,,LBT,Gary Johnson,122,1,51
Multnomah,4509,President,,LBT,Gary Johnson,84,1,35
Multnomah,4510,President,,LBT,Gary Johnson,71,0,35
Multnomah,4511,President,,LBT,Gary Johnson,89,3,25
Multnomah,4512,President,,LBT,Gary Johnson,29,0,9
Multnomah,4601,President,,LBT,Gary Johnson,197,0,73
Multnomah,4602,President,,LBT,Gary Johnson,80,0,37
Multnomah,4604,President,,LBT,Gary Johnson,164,6,67
Multnomah,4605,President,,LBT,Gary Johnson,131,0,51
Multnomah,4606,President,,LBT,Gary Johnson,235,2,83
Multnomah,4607,President,,LBT,Gary Johnson,118,0,64
Multnomah,4608,President,,LBT,Gary Johnson,34,0,15
Multnomah,4701,President,,LBT,Gary Johnson,73,0,40
Multnomah,4702,President,,LBT,Gary Johnson,31,0,8
Multnomah,4703,President,,LBT,Gary Johnson,93,0,33
Multnomah,4704,President,,LBT,Gary Johnson,137,1,59
Multnomah,4705,President,,LBT,Gary Johnson,173,2,86
Multnomah,4706,President,,LBT,Gary Johnson,116,3,33
Multnomah,4707,President,,LBT,Gary Johnson,70,0,19
Multnomah,4708,President,,LBT,Gary Johnson,112,1,48
Multnomah,4709,President,,LBT,Gary Johnson,80,0,19
Multnomah,4710,President,,LBT,Gary Johnson,122,2,52
Multnomah,4801,President,,LBT,Gary Johnson,47,0,18
Multnomah,4802,President,,LBT,Gary Johnson,1,0,1
Multnomah,4803,President,,LBT,Gary Johnson,237,7,63
Multnomah,4804,President,,LBT,Gary Johnson,50,2,10
Multnomah,4805,President,,LBT,Gary Johnson,24,0,7
Multnomah,4806,President,,LBT,Gary Johnson,60,2,23
Multnomah,4807,President,,LBT,Gary Johnson,98,3,24
Multnomah,4901,President,,LBT,Gary Johnson,0,0,0
Multnomah,4902,President,,LBT,Gary Johnson,2,0,0
Multnomah,4903,President,,LBT,Gary Johnson,160,1,40
Multnomah,4904,President,,LBT,Gary Johnson,417,0,116
Multnomah,4905,President,,LBT,Gary Johnson,8,1,5
Multnomah,4906,President,,LBT,Gary Johnson,60,1,19
Multnomah,4907,President,,LBT,Gary Johnson,6,0,3
Multnomah,4908,President,,LBT,Gary Johnson,100,0,29
Multnomah,4909,President,,LBT,Gary Johnson,196,1,55
Multnomah,4910,President,,LBT,Gary Johnson,125,2,40
Multnomah,4911,President,,LBT,Gary Johnson,179,1,47
Multnomah,5001,President,,LBT,Gary Johnson,165,2,38
Multnomah,5002,President,,LBT,Gary Johnson,327,1,89
Multnomah,5003,President,,LBT,Gary Johnson,43,1,26
Multnomah,5004,President,,LBT,Gary Johnson,241,2,92
Multnomah,5006,President,,LBT,Gary Johnson,167,2,56
Multnomah,5007,President,,LBT,Gary Johnson,166,1,54
Multnomah,5008,President,,LBT,Gary Johnson,122,0,60
Multnomah,5009,President,,LBT,Gary Johnson,34,1,11
Multnomah,5101,President,,LBT,Gary Johnson,27,3,5
Multnomah,5102,President,,LBT,Gary Johnson,182,4,58
Multnomah,5103,President,,LBT,Gary Johnson,97,2,28
Multnomah,5104,President,,LBT,Gary Johnson,145,2,54
Multnomah,5105,President,,LBT,Gary Johnson,16,0,9
Multnomah,5106,President,,LBT,Gary Johnson,60,0,23
Multnomah,5107,President,,LBT,Gary Johnson,32,0,19
Multnomah,5202,President,,LBT,Gary Johnson,117,1,35
Multnomah,5203,President,,LBT,Gary Johnson,77,1,32
Multnomah,5204,President,,LBT,Gary Johnson,179,1,46
Multnomah,2701,President,,,Write-ins,20,0,10
Multnomah,2702,President,,,Write-ins,35,0,15
Multnomah,3101,President,,,Write-ins,45,0,11
Multnomah,3102,President,,,Write-ins,48,1,27
Multnomah,3103,President,,,Write-ins,18,0,5
Multnomah,3301,President,,,Write-ins,210,0,94
Multnomah,3303,President,,,Write-ins,106,0,51
Multnomah,3304,President,,,Write-ins,17,0,6
Multnomah,3501,President,,,Write-ins,26,0,14
Multnomah,3502,President,,,Write-ins,119,1,74
Multnomah,3602,President,,,Write-ins,142,0,53
Multnomah,3603,President,,,Write-ins,223,3,82
Multnomah,3604,President,,,Write-ins,4,0,3
Multnomah,3605,President,,,Write-ins,55,0,39
Multnomah,3606,President,,,Write-ins,37,0,15
Multnomah,3607,President,,,Write-ins,153,0,78
