county,precinct,office,district,party,candidate,votes,overs,unders
Multnomah,2702,U.S. House,3,PRO,David Delk,21,0,72
Multnomah,3501,U.S. House,3,PRO,David Delk,0,0,1
Multnomah,3502,U.S. House,3,PRO,David Delk,52,0,63
Multnomah,3603,U.S. House,3,PRO,David Delk,645,2,739
Multnomah,3604,U.S. House,3,PRO,David Delk,6,0,8
Multnomah,3605,U.S. House,3,PRO,David Delk,89,0,183
Multnomah,3606,U.S. House,3,PRO,David Delk,97,0,116
Multnomah,3607,U.S. House,3,PRO,David Delk,273,0,462
Multnomah,3608,U.S. House,3,PRO,David Delk,249,1,360
Multnomah,3609,U.S. House,3,PRO,David Delk,7,0,56
Multnomah,3612,U.S. House,3,PRO,David Delk,516,0,544
Multnomah,3801,U.S. House,3,PRO,David Delk,1,0,5
Multnomah,3802,U.S. House,3,PRO,David Delk,407,0,622
Multnomah,3803,U.S. House,3,PRO,David Delk,370,0,440
Multnomah,3804,U.S. House,3,PRO,David Delk,66,0,87
Multnomah,3806,U.S. House,3,PRO,David Delk,12,0,18
Multnomah,3807,U.S. House,3,PRO,David Delk,24,0,82
Multnomah,3808,U.S. House,3,PRO,David Delk,12,0,34
Multnomah,4101,U.S. House,3,PRO,David Delk,530,0,536
Multnomah,4102,U.S. House,3,PRO,David Delk,335,0,307
Multnomah,4103,U.S. House,3,PRO,David Delk,142,0,270
Multnomah,4203,U.S. House,3,PRO,David Delk,878,1,726
Multnomah,4204,U.S. House,3,PRO,David Delk,727,0,567
Multnomah,4205,U.S. House,3,PRO,David Delk,322,0,275
Multnomah,4207,U.S. House,3,PRO,David Delk,427,0,340
Multnomah,4208,U.S. House,3,PRO,David Delk,276,0,182
Multnomah,4209,U.S. House,3,PRO,David Delk,789,0,535
Multnomah,4210,U.S. House,3,PRO,David Delk,795,1,721
Multnomah,4301,U.S. House,3,PRO,David Delk,696,1,672
Multnomah,4302,U.S. House,3,PRO,David Delk,818,0,748
Multnomah,4304,U.S. House,3,PRO,David Delk,470,0,483
Multnomah,4305,U.S. House,3,PRO,David Delk,704,0,602
Multnomah,4306,U.S. House,3,PRO,David Delk,118,0,113
Multnomah,4310,U.S. House,3,PRO,David Delk,572,0,542
Multnomah,4401,U.S. House,3,PRO,David Delk,755,0,671
Multnomah,4402,U.S. House,3,PRO,David Delk,709,1,668
Multnomah,4403,U.S. House,3,PRO,David Delk,511,0,496
Multnomah,4404,U.S. House,3,PRO,David Delk,632,2,641
Multnomah,4409,U.S. House,3,PRO,David Delk,142,0,157
Multnomah,4501,U.S. House,3,PRO,David Delk,392,0,555
Multnomah,4502,U.S. House,3,PRO,David Delk,304,0,325
Multnomah,4503,U.S. House,3,PRO,David Delk,212,0,250
Multnomah,4505,U.S. House,3,PRO,David Delk,422,0,580
Multnomah,4506,U.S. House,3,PRO,David Delk,247,0,280
Multnomah,4508,U.S. House,3,PRO,David Delk,364,0,373
Multnomah,4509,U.S. House,3,PRO,David Delk,119,0,238
Multnomah,4510,U.S. House,3,PRO,David Delk,128,0,193
Multnomah,4511,U.S. House,3,PRO,David Delk,163,0,207
Multnomah,4512,U.S. House,3,PRO,David Delk,30,0,40
Multnomah,4601,U.S. House,3,PRO,David Delk,644,0,663
Multnomah,4602,U.S. House,3,PRO,David Delk,136,1,200
Multnomah,4604,U.S. House,3,PRO,David Delk,467,3,506
Multnomah,4605,U.S. House,3,PRO,David Delk,370,0,364
Multnomah,4606,U.S. House,3,PRO,David Delk,849,1,781
Multnomah,4607,U.S. House,3,PRO,David Delk,209,0,343
Multnomah,4608,U.S. House,3,PRO,David Delk,117,0,97
Multnomah,4701,U.S. House,3,PRO,David Delk,116,0,194
Multnomah,4702,U.S. House,3,PRO,David Delk,33,0,78
Multnomah,4703,U.S. House,3,PRO,David Delk,94,0,149
Multnomah,4704,U.S. House,3,PRO,David Delk,189,1,295
Multnomah,4705,U.S. House,3,PRO,David Delk,320,0,408
Multnomah,4706,U.S. House,3,PRO,David Delk,204,0,255
Multnomah,4707,U.S. House,3,PRO,David Delk,101,0,146
Multnomah,4708,U.S. House,3,PRO,David Delk,257,0,294
Multnomah,4709,U.S. House,3,PRO,David Delk,108,0,143
Multnomah,4710,U.S. House,3,PRO,David Delk,253,1,308
Multnomah,4802,U.S. House,3,PRO,David Delk,4,0,5
Multnomah,4803,U.S. House,3,PRO,David Delk,550,1,585
Multnomah,4804,U.S. House,3,PRO,David Delk,110,0,102
Multnomah,4805,U.S. House,3,PRO,David Delk,56,0,70
Multnomah,4806,U.S. House,3,PRO,David Delk,82,0,126
Multnomah,4807,U.S. House,3,PRO,David Delk,176,0,243
Multnomah,4901,U.S. House,3,PRO,David Delk,0,0,3
Multnomah,4902,U.S. House,3,PRO,David Delk,0,0,2
Multnomah,4903,U.S. House,3,PRO,David Delk,202,0,386
Multnomah,4904,U.S. House,3,PRO,David Delk,403,0,733
Multnomah,4905,U.S. House,3,PRO,David Delk,15,0,35
Multnomah,4906,U.S. House,3,PRO,David Delk,52,0,128
Multnomah,4907,U.S. House,3,PRO,David Delk,10,0,19
Multnomah,4908,U.S. House,3,PRO,David Delk,93,0,179
Multnomah,4909,U.S. House,3,PRO,David Delk,236,0,402
Multnomah,4910,U.S. House,3,PRO,David Delk,176,1,346
Multnomah,4911,U.S. House,3,PRO,David Delk,247,0,369
Multnomah,5001,U.S. House,3,PRO,David Delk,225,0,304
Multnomah,5002,U.S. House,3,PRO,David Delk,368,0,677
Multnomah,5003,U.S. House,3,PRO,David Delk,44,0,105
Multnomah,5004,U.S. House,3,PRO,David Delk,273,0,550
Multnomah,5006,U.S. House,3,PRO,David Delk,155,0,352
Multnomah,5007,U.S. House,3,PRO,David Delk,169,0,345
Multnomah,5008,U.S. House,3,PRO,David Delk,112,0,271
Multnomah,5009,U.S. House,3,PRO,David Delk,56,0,86
Multnomah,5101,U.S. House,3,PRO,David Delk,42,0,57
Multnomah,5102,U.S. House,3,PRO,David Delk,239,0,389
Multnomah,5103,U.S. House,3,PRO,David Delk,128,0,206
Multnomah,5104,U.S. House,3,PRO,David Delk,192,0,318
Multnomah,5105,U.S. House,3,PRO,David Delk,14,0,33
Multnomah,5106,U.S. House,3,PRO,David Delk,80,0,145
Multnomah,5107,U.S. House,3,PRO,David Delk,24,0,66
Multnomah,5202,U.S. House,3,PRO,David Delk,105,0,233
Multnomah,5203,U.S. House,3,PRO,David Delk,55,1,208
Multnomah,5204,U.S. House,3,PRO,David Delk,128,0,309
Multnomah,2701,U.S. House,3,IND,David W Walker,97,0,52
Multnomah,2702,U.S. House,3,IND,David W Walker,186,0,72
Multnomah,3501,U.S. House,3,IND,David W Walker,0,0,1
Multnomah,3502,U.S. House,3,IND,David W Walker,70,0,63
Multnomah,3603,U.S. House,3,IND,David W Walker,770,2,739
Multnomah,3604,U.S. House,3,IND,David W Walker,40,0,8
Multnomah,3605,U.S. House,3,IND,David W Walker,330,0,183
Multnomah,3606,U.S. House,3,IND,David W Walker,158,0,116
Multnomah,3607,U.S. House,3,IND,David W Walker,626,1,462
Multnomah,3608,U.S. House,3,IND,David W Walker,586,1,360
Multnomah,3609,U.S. House,3,IND,David W Walker,74,0,56
Multnomah,3612,U.S. House,3,IND,David W Walker,479,0,544
Multnomah,3801,U.S. House,3,IND,David W Walker,14,0,5
Multnomah,3802,U.S. House,3,IND,David W Walker,1175,0,622
Multnomah,3803,U.S. House,3,IND,David W Walker,639,0,440
Multnomah,3804,U.S. House,3,IND,David W Walker,180,0,87
Multnomah,3806,U.S. House,3,IND,David W Walker,65,0,18
Multnomah,3807,U.S. House,3,IND,David W Walker,285,0,82
Multnomah,3808,U.S. House,3,IND,David W Walker,17,0,34
Multnomah,4101,U.S. House,3,IND,David W Walker,732,0,536
Multnomah,4102,U.S. House,3,IND,David W Walker,544,0,307
Multnomah,4103,U.S. House,3,IND,David W Walker,383,0,270
Multnomah,4203,U.S. House,3,IND,David W Walker,396,1,726
Multnomah,4204,U.S. House,3,IND,David W Walker,381,1,567
Multnomah,4205,U.S. House,3,IND,David W Walker,227,0,275
Multnomah,4207,U.S. House,3,IND,David W Walker,178,0,340
Multnomah,4208,U.S. House,3,IND,David W Walker,160,0,182
Multnomah,4209,U.S. House,3,IND,David W Walker,425,0,535
Multnomah,4210,U.S. House,3,IND,David W Walker,744,0,721
Multnomah,4301,U.S. House,3,IND,David W Walker,353,0,672
Multnomah,4302,U.S. House,3,IND,David W Walker,525,0,748
Multnomah,4304,U.S. House,3,IND,David W Walker,344,0,483
Multnomah,4305,U.S. House,3,IND,David W Walker,715,0,602
Multnomah,4306,U.S. House,3,IND,David W Walker,107,0,113
Multnomah,4310,U.S. House,3,IND,David W Walker,325,1,542
Multnomah,4401,U.S. House,3,IND,David W Walker,782,0,671
Multnomah,4402,U.S. House,3,IND,David W Walker,999,1,668
Multnomah,4403,U.S. House,3,IND,David W Walker,477,0,496
Multnomah,4404,U.S. House,3,IND,David W Walker,773,1,641
Multnomah,4409,U.S. House,3,IND,David W Walker,217,0,157
Multnomah,4501,U.S. House,3,IND,David W Walker,772,0,555
Multnomah,4502,U.S. House,3,IND,David W Walker,429,0,325
Multnomah,4503,U.S. House,3,IND,David W Walker,252,0,250
Multnomah,4505,U.S. House,3,IND,David W Walker,607,0,580
Multnomah,4506,U.S. House,3,IND,David W Walker,475,0,280
Multnomah,4508,U.S. House,3,IND,David W Walker,457,0,373
Multnomah,4509,U.S. House,3,IND,David W Walker,480,0,238
Multnomah,4510,U.S. House,3,IND,David W Walker,469,0,193
Multnomah,4511,U.S. House,3,IND,David W Walker,424,1,207
Multnomah,4512,U.S. House,3,IND,David W Walker,106,0,40
Multnomah,4601,U.S. House,3,IND,David W Walker,725,0,663
Multnomah,4602,U.S. House,3,IND,David W Walker,296,1,200
Multnomah,4604,U.S. House,3,IND,David W Walker,763,3,506
Multnomah,4605,U.S. House,3,IND,David W Walker,467,0,364
Multnomah,4606,U.S. House,3,IND,David W Walker,891,1,781
Multnomah,4607,U.S. House,3,IND,David W Walker,636,0,343
Multnomah,4608,U.S. House,3,IND,David W Walker,154,0,97
Multnomah,4701,U.S. House,3,IND,David W Walker,509,0,194
Multnomah,4702,U.S. House,3,IND,David W Walker,150,0,78
Multnomah,4703,U.S. House,3,IND,David W Walker,517,0,149
Multnomah,4704,U.S. House,3,IND,David W Walker,865,2,295
Multnomah,4705,U.S. House,3,IND,David W Walker,871,0,408
Multnomah,4706,U.S. House,3,IND,David W Walker,723,0,255
Multnomah,4707,U.S. House,3,IND,David W Walker,276,0,146
Multnomah,4708,U.S. House,3,IND,David W Walker,695,0,294
Multnomah,4709,U.S. House,3,IND,David W Walker,397,0,143
Multnomah,4710,U.S. House,3,IND,David W Walker,734,2,308
Multnomah,4802,U.S. House,3,IND,David W Walker,1,0,5
Multnomah,4803,U.S. House,3,IND,David W Walker,957,1,585
Multnomah,4804,U.S. House,3,IND,David W Walker,218,0,102
Multnomah,4805,U.S. House,3,IND,David W Walker,159,0,70
Multnomah,4806,U.S. House,3,IND,David W Walker,378,0,126
Multnomah,4807,U.S. House,3,IND,David W Walker,496,0,243
Multnomah,4901,U.S. House,3,IND,David W Walker,26,0,3
Multnomah,4902,U.S. House,3,IND,David W Walker,13,0,2
Multnomah,4903,U.S. House,3,IND,David W Walker,1164,0,386
Multnomah,4904,U.S. House,3,IND,David W Walker,2655,0,733
Multnomah,4905,U.S. House,3,IND,David W Walker,106,0,35
Multnomah,4906,U.S. House,3,IND,David W Walker,324,0,128
Multnomah,4907,U.S. House,3,IND,David W Walker,94,0,19
Multnomah,4908,U.S. House,3,IND,David W Walker,603,0,179
Multnomah,4909,U.S. House,3,IND,David W Walker,1104,0,402
Multnomah,4910,U.S. House,3,IND,David W Walker,763,0,346
Multnomah,4911,U.S. House,3,IND,David W Walker,969,0,369
Multnomah,5001,U.S. House,3,IND,David W Walker,819,0,304
Multnomah,5002,U.S. House,3,IND,David W Walker,2064,1,677
Multnomah,5003,U.S. House,3,IND,David W Walker,318,0,105
Multnomah,5004,U.S. House,3,IND,David W Walker,1832,0,550
Multnomah,5006,U.S. House,3,IND,David W Walker,1169,0,352
Multnomah,5007,U.S. House,3,IND,David W Walker,1013,1,345
Multnomah,5008,U.S. House,3,IND,David W Walker,1016,0,271
Multnomah,5009,U.S. House,3,IND,David W Walker,217,0,86
Multnomah,5101,U.S. House,3,IND,David W Walker,166,0,57
Multnomah,5102,U.S. House,3,IND,David W Walker,1022,0,389
Multnomah,5103,U.S. House,3,IND,David W Walker,582,0,206
Multnomah,5104,U.S. House,3,IND,David W Walker,939,0,318
Multnomah,5105,U.S. House,3,IND,David W Walker,153,0,33
Multnomah,5106,U.S. House,3,IND,David W Walker,443,0,145
Multnomah,5107,U.S. House,3,IND,David W Walker,303,0,66
Multnomah,5202,U.S. House,3,IND,David W Walker,957,0,233
Multnomah,5203,U.S. House,3,IND,David W Walker,828,0,208
Multnomah,5204,U.S. House,3,IND,David W Walker,1089,0,309
Multnomah,2701,U.S. House,3,DEM,Earl Blumenauer,392,0,52
Multnomah,2702,U.S. House,3,DEM,Earl Blumenauer,517,0,72
Multnomah,3501,U.S. House,3,DEM,Earl Blumenauer,1,0,1
Multnomah,3502,U.S. House,3,DEM,Earl Blumenauer,549,0,63
Multnomah,3603,U.S. House,3,DEM,Earl Blumenauer,5117,2,739
Multnomah,3604,U.S. House,3,DEM,Earl Blumenauer,101,0,8
Multnomah,3605,U.S. House,3,DEM,Earl Blumenauer,1677,0,183
Multnomah,3606,U.S. House,3,DEM,Earl Blumenauer,1275,0,116
Multnomah,3607,U.S. House,3,DEM,Earl Blumenauer,4110,1,462
Multnomah,3608,U.S. House,3,DEM,Earl Blumenauer,3010,2,360
Multnomah,3609,U.S. House,3,DEM,Earl Blumenauer,353,0,56
Multnomah,3612,U.S. House,3,DEM,Earl Blumenauer,3580,0,544
Multnomah,3801,U.S. House,3,DEM,Earl Blumenauer,57,0,5
Multnomah,3802,U.S. House,3,DEM,Earl Blumenauer,6290,0,622
Multnomah,3803,U.S. House,3,DEM,Earl Blumenauer,4181,0,440
Multnomah,3804,U.S. House,3,DEM,Earl Blumenauer,877,0,87
Multnomah,3806,U.S. House,3,DEM,Earl Blumenauer,201,0,18
Multnomah,3807,U.S. House,3,DEM,Earl Blumenauer,649,0,82
Multnomah,3808,U.S. House,3,DEM,Earl Blumenauer,163,0,34
Multnomah,4101,U.S. House,3,DEM,Earl Blumenauer,6226,0,536
Multnomah,4102,U.S. House,3,DEM,Earl Blumenauer,3103,0,307
Multnomah,4103,U.S. House,3,DEM,Earl Blumenauer,2791,0,270
Multnomah,4203,U.S. House,3,DEM,Earl Blumenauer,6252,0,726
Multnomah,4204,U.S. House,3,DEM,Earl Blumenauer,6267,1,567
Multnomah,4205,U.S. House,3,DEM,Earl Blumenauer,3139,0,275
Multnomah,4207,U.S. House,3,DEM,Earl Blumenauer,3958,0,340
Multnomah,4208,U.S. House,3,DEM,Earl Blumenauer,2178,0,182
Multnomah,4209,U.S. House,3,DEM,Earl Blumenauer,4971,0,535
Multnomah,4210,U.S. House,3,DEM,Earl Blumenauer,7028,1,721
Multnomah,4301,U.S. House,3,DEM,Earl Blumenauer,6890,1,672
Multnomah,4302,U.S. House,3,DEM,Earl Blumenauer,7036,0,748
Multnomah,4304,U.S. House,3,DEM,Earl Blumenauer,5743,0,483
Multnomah,4305,U.S. House,3,DEM,Earl Blumenauer,6751,0,602
Multnomah,4306,U.S. House,3,DEM,Earl Blumenauer,1422,0,113
Multnomah,4310,U.S. House,3,DEM,Earl Blumenauer,6076,1,542
Multnomah,4401,U.S. House,3,DEM,Earl Blumenauer,6089,0,671
Multnomah,4402,U.S. House,3,DEM,Earl Blumenauer,6264,1,668
Multnomah,4403,U.S. House,3,DEM,Earl Blumenauer,5481,0,496
Multnomah,4404,U.S. House,3,DEM,Earl Blumenauer,6318,2,641
Multnomah,4409,U.S. House,3,DEM,Earl Blumenauer,1201,0,157
Multnomah,4501,U.S. House,3,DEM,Earl Blumenauer,7760,0,555
Multnomah,4502,U.S. House,3,DEM,Earl Blumenauer,3137,0,325
Multnomah,4503,U.S. House,3,DEM,Earl Blumenauer,2824,0,250
Multnomah,4505,U.S. House,3,DEM,Earl Blumenauer,5354,0,580
Multnomah,4506,U.S. House,3,DEM,Earl Blumenauer,1967,0,280
Multnomah,4508,U.S. House,3,DEM,Earl Blumenauer,2679,0,373
Multnomah,4509,U.S. House,3,DEM,Earl Blumenauer,1407,0,238
Multnomah,4510,U.S. House,3,DEM,Earl Blumenauer,1279,0,193
Multnomah,4511,U.S. House,3,DEM,Earl Blumenauer,1335,1,207
Multnomah,4512,U.S. House,3,DEM,Earl Blumenauer,336,0,40
Multnomah,4601,U.S. House,3,DEM,Earl Blumenauer,7015,0,663
Multnomah,4602,U.S. House,3,DEM,Earl Blumenauer,2841,0,200
Multnomah,4604,U.S. House,3,DEM,Earl Blumenauer,3344,2,506
Multnomah,4605,U.S. House,3,DEM,Earl Blumenauer,3353,0,364
Multnomah,4606,U.S. House,3,DEM,Earl Blumenauer,6533,0,781
Multnomah,4607,U.S. House,3,DEM,Earl Blumenauer,2002,0,343
Multnomah,4608,U.S. House,3,DEM,Earl Blumenauer,777,0,97
Multnomah,4701,U.S. House,3,DEM,Earl Blumenauer,1436,0,194
Multnomah,4702,U.S. House,3,DEM,Earl Blumenauer,429,0,78
Multnomah,4703,U.S. House,3,DEM,Earl Blumenauer,1165,0,149
Multnomah,4704,U.S. House,3,DEM,Earl Blumenauer,2051,1,295
Multnomah,4705,U.S. House,3,DEM,Earl Blumenauer,3004,0,408
Multnomah,4706,U.S. House,3,DEM,Earl Blumenauer,1650,1,255
Multnomah,4707,U.S. House,3,DEM,Earl Blumenauer,951,0,146
Multnomah,4708,U.S. House,3,DEM,Earl Blumenauer,1956,0,294
Multnomah,4709,U.S. House,3,DEM,Earl Blumenauer,984,0,143
Multnomah,4710,U.S. House,3,DEM,Earl Blumenauer,1704,2,308
Multnomah,4802,U.S. House,3,DEM,Earl Blumenauer,25,0,5
Multnomah,4803,U.S. House,3,DEM,Earl Blumenauer,3621,2,585
Multnomah,4804,U.S. House,3,DEM,Earl Blumenauer,810,0,102
Multnomah,4805,U.S. House,3,DEM,Earl Blumenauer,415,0,70
Multnomah,4806,U.S. House,3,DEM,Earl Blumenauer,744,0,126
Multnomah,4807,U.S. House,3,DEM,Earl Blumenauer,1428,0,243
Multnomah,4901,U.S. House,3,DEM,Earl Blumenauer,19,0,3
Multnomah,4902,U.S. House,3,DEM,Earl Blumenauer,15,0,2
Multnomah,4903,U.S. House,3,DEM,Earl Blumenauer,2216,0,386
Multnomah,4904,U.S. House,3,DEM,Earl Blumenauer,3485,0,733
Multnomah,4905,U.S. House,3,DEM,Earl Blumenauer,102,0,35
Multnomah,4906,U.S. House,3,DEM,Earl Blumenauer,602,0,128
Multnomah,4907,U.S. House,3,DEM,Earl Blumenauer,129,0,19
Multnomah,4908,U.S. House,3,DEM,Earl Blumenauer,991,0,179
Multnomah,4909,U.S. House,3,DEM,Earl Blumenauer,2074,0,402
Multnomah,4910,U.S. House,3,DEM,Earl Blumenauer,1771,1,346
Multnomah,4911,U.S. House,3,DEM,Earl Blumenauer,1969,0,369
Multnomah,5001,U.S. House,3,DEM,Earl Blumenauer,1887,0,304
Multnomah,5002,U.S. House,3,DEM,Earl Blumenauer,3020,1,677
Multnomah,5003,U.S. House,3,DEM,Earl Blumenauer,523,0,105
Multnomah,5004,U.S. House,3,DEM,Earl Blumenauer,3006,0,550
Multnomah,5006,U.S. House,3,DEM,Earl Blumenauer,1497,0,352
Multnomah,5007,U.S. House,3,DEM,Earl Blumenauer,1704,1,345
Multnomah,5008,U.S. House,3,DEM,Earl Blumenauer,1631,0,271
Multnomah,5009,U.S. House,3,DEM,Earl Blumenauer,491,0,86
Multnomah,5101,U.S. House,3,DEM,Earl Blumenauer,421,0,57
Multnomah,5102,U.S. House,3,DEM,Earl Blumenauer,2150,0,389
Multnomah,5103,U.S. House,3,DEM,Earl Blumenauer,1171,0,206
Multnomah,5104,U.S. House,3,DEM,Earl Blumenauer,1826,0,318
Multnomah,5105,U.S. House,3,DEM,Earl Blumenauer,145,0,33
Multnomah,5106,U.S. House,3,DEM,Earl Blumenauer,780,0,145
Multnomah,5107,U.S. House,3,DEM,Earl Blumenauer,372,0,66
Multnomah,5202,U.S. House,3,DEM,Earl Blumenauer,1113,0,233
Multnomah,5203,U.S. House,3,DEM,Earl Blumenauer,688,1,208
Multnomah,5204,U.S. House,3,DEM,Earl Blumenauer,1376,0,309
Multnomah,2701,U.S. House,3,,Write-ins,0,0,52
Multnomah,2702,U.S. House,3,,Write-ins,5,0,72
Multnomah,3501,U.S. House,3,,Write-ins,0,0,1
Multnomah,3502,U.S. House,3,,Write-ins,2,0,63
Multnomah,3603,U.S. House,3,,Write-ins,25,0,739
Multnomah,3604,U.S. House,3,,Write-ins,0,0,8
Multnomah,3605,U.S. House,3,,Write-ins,8,0,183
Multnomah,3606,U.S. House,3,,Write-ins,5,0,116
Multnomah,3607,U.S. House,3,,Write-ins,9,0,462
Multnomah,3608,U.S. House,3,,Write-ins,11,0,360
Multnomah,3609,U.S. House,3,,Write-ins,2,0,56
Multnomah,3612,U.S. House,3,,Write-ins,21,0,544
Multnomah,3801,U.S. House,3,,Write-ins,0,0,5
Multnomah,3802,U.S. House,3,,Write-ins,19,0,622
Multnomah,3803,U.S. House,3,,Write-ins,14,0,440
Multnomah,3804,U.S. House,3,,Write-ins,3,0,87
Multnomah,3806,U.S. House,3,,Write-ins,0,0,18
Multnomah,3807,U.S. House,3,,Write-ins,2,0,82
Multnomah,3808,U.S. House,3,,Write-ins,1,0,34
Multnomah,4101,U.S. House,3,,Write-ins,12,0,536
Multnomah,4102,U.S. House,3,,Write-ins,9,0,307
Multnomah,4103,U.S. House,3,,Write-ins,10,0,270
Multnomah,4203,U.S. House,3,,Write-ins,23,0,726
Multnomah,4204,U.S. House,3,,Write-ins,24,0,567
Multnomah,4205,U.S. House,3,,Write-ins,4,0,275
Multnomah,4207,U.S. House,3,,Write-ins,13,0,340
Multnomah,4208,U.S. House,3,,Write-ins,7,0,182
Multnomah,4209,U.S. House,3,,Write-ins,18,0,535
Multnomah,4210,U.S. House,3,,Write-ins,19,0,721
Multnomah,4301,U.S. House,3,,Write-ins,23,0,672
Multnomah,4302,U.S. House,3,,Write-ins,22,0,748
Multnomah,4304,U.S. House,3,,Write-ins,19,0,483
Multnomah,4305,U.S. House,3,,Write-ins,20,0,602
Multnomah,4306,U.S. House,3,,Write-ins,5,0,113
Multnomah,4310,U.S. House,3,,Write-ins,19,0,542
Multnomah,4401,U.S. House,3,,Write-ins,22,0,671
Multnomah,4402,U.S. House,3,,Write-ins,31,1,668
Multnomah,4403,U.S. House,3,,Write-ins,10,0,496
Multnomah,4404,U.S. House,3,,Write-ins,24,0,641
Multnomah,4409,U.S. House,3,,Write-ins,6,0,157
Multnomah,4501,U.S. House,3,,Write-ins,19,0,555
Multnomah,4502,U.S. House,3,,Write-ins,16,0,325
Multnomah,4503,U.S. House,3,,Write-ins,11,0,250
Multnomah,4505,U.S. House,3,,Write-ins,19,0,580
Multnomah,4506,U.S. House,3,,Write-ins,8,0,280
Multnomah,4508,U.S. House,3,,Write-ins,11,0,373
Multnomah,4509,U.S. House,3,,Write-ins,15,0,238
Multnomah,4510,U.S. House,3,,Write-ins,5,0,193
Multnomah,4511,U.S. House,3,,Write-ins,8,0,207
Multnomah,4512,U.S. House,3,,Write-ins,8,0,40
Multnomah,4601,U.S. House,3,,Write-ins,27,0,663
Multnomah,4602,U.S. House,3,,Write-ins,5,0,200
Multnomah,4604,U.S. House,3,,Write-ins,33,0,506
Multnomah,4605,U.S. House,3,,Write-ins,10,0,364
Multnomah,4606,U.S. House,3,,Write-ins,27,0,781
Multnomah,4607,U.S. House,3,,Write-ins,15,0,343
Multnomah,4608,U.S. House,3,,Write-ins,5,0,97
Multnomah,4701,U.S. House,3,,Write-ins,9,0,194
Multnomah,4702,U.S. House,3,,Write-ins,4,0,78
Multnomah,4703,U.S. House,3,,Write-ins,3,0,149
Multnomah,4704,U.S. House,3,,Write-ins,14,0,295
Multnomah,4705,U.S. House,3,,Write-ins,20,0,408
Multnomah,4706,U.S. House,3,,Write-ins,16,1,255
Multnomah,4707,U.S. House,3,,Write-ins,9,0,146
Multnomah,4708,U.S. House,3,,Write-ins,18,0,294
Multnomah,4709,U.S. House,3,,Write-ins,6,0,143
Multnomah,4710,U.S. House,3,,Write-ins,13,1,308
Multnomah,4802,U.S. House,3,,Write-ins,0,0,5
Multnomah,4803,U.S. House,3,,Write-ins,30,0,585
Multnomah,4804,U.S. House,3,,Write-ins,7,0,102
Multnomah,4805,U.S. House,3,,Write-ins,4,0,70
Multnomah,4806,U.S. House,3,,Write-ins,4,0,126
Multnomah,4807,U.S. House,3,,Write-ins,10,0,243
Multnomah,4901,U.S. House,3,,Write-ins,1,0,3
Multnomah,4902,U.S. House,3,,Write-ins,0,0,2
Multnomah,4903,U.S. House,3,,Write-ins,25,0,386
Multnomah,4904,U.S. House,3,,Write-ins,41,0,733
Multnomah,4905,U.S. House,3,,Write-ins,0,0,35
Multnomah,4906,U.S. House,3,,Write-ins,5,0,128
Multnomah,4907,U.S. House,3,,Write-ins,0,0,19
Multnomah,4908,U.S. House,3,,Write-ins,11,0,179
Multnomah,4909,U.S. House,3,,Write-ins,11,0,402
Multnomah,4910,U.S. House,3,,Write-ins,10,0,346
Multnomah,4911,U.S. House,3,,Write-ins,22,0,369
Multnomah,5001,U.S. House,3,,Write-ins,10,0,304
Multnomah,5002,U.S. House,3,,Write-ins,31,0,677
Multnomah,5003,U.S. House,3,,Write-ins,8,0,105
Multnomah,5004,U.S. House,3,,Write-ins,20,0,550
Multnomah,5006,U.S. House,3,,Write-ins,14,0,352
Multnomah,5007,U.S. House,3,,Write-ins,8,0,345
Multnomah,5008,U.S. House,3,,Write-ins,11,0,271
Multnomah,5009,U.S. House,3,,Write-ins,11,0,86
Multnomah,5101,U.S. House,3,,Write-ins,4,0,57
Multnomah,5102,U.S. House,3,,Write-ins,20,0,389
Multnomah,5103,U.S. House,3,,Write-ins,13,0,206
Multnomah,5104,U.S. House,3,,Write-ins,10,0,318
Multnomah,5105,U.S. House,3,,Write-ins,1,0,33
Multnomah,5106,U.S. House,3,,Write-ins,12,0,145
Multnomah,5107,U.S. House,3,,Write-ins,4,0,66
Multnomah,5202,U.S. House,3,,Write-ins,12,0,233
Multnomah,5203,U.S. House,3,,Write-ins,8,0,208
Multnomah,5204,U.S. House,3,,Write-ins,19,0,309
Multnomah,3501,U.S. House,5,REP,Colm Willis,207,0,76
Multnomah,3805,U.S. House,5,REP,Colm Willis,109,1,50
Multnomah,3806,U.S. House,5,REP,Colm Willis,370,0,115
Multnomah,4801,U.S. House,5,REP,Colm Willis,415,0,116
Multnomah,3501,U.S. House,5,DEM,Kurt Schrader,575,0,76
Multnomah,3805,U.S. House,5,DEM,Kurt Schrader,572,1,50
Multnomah,3806,U.S. House,5,DEM,Kurt Schrader,1064,0,115
Multnomah,4801,U.S. House,5,DEM,Kurt Schrader,666,0,116
Multnomah,3501,U.S. House,5,PGP,Marvin Sandnes,37,0,76
Multnomah,3805,U.S. House,5,PGP,Marvin Sandnes,34,0,50
Multnomah,3806,U.S. House,5,PGP,Marvin Sandnes,53,0,115
Multnomah,4801,U.S. House,5,PGP,Marvin Sandnes,54,0,116
Multnomah,3501,U.S. House,5,,Write-ins,1,0,76
Multnomah,3805,U.S. House,5,,Write-ins,0,0,50
Multnomah,3806,U.S. House,5,,Write-ins,1,0,115
Multnomah,4801,U.S. House,5,,Write-ins,1,0,116
