county,precinct,office,district,party,candidate,votes,
Hood River,2,President,,R,Write-ins,9,
Hood River,2,U.S. Senate,,R,Sam Carpenter,54,
Hood River,2,U.S. Senate,,R,Mark Callahan,70,
Hood River,2,U.S. Senate,,R,Faye Stewart,28,
Hood River,2,U.S. Senate,,R,Dan Laschober,17,
Hood River,2,U.S. Senate,,R,Write-ins,1,
Hood River,2,U.S. House,2,R,Paul Romero,21,
Hood River,2,U.S. House,2,R,Greg Walden,212,
Hood River,2,U.S. House,2,R,Write-ins,0,
Hood River,2,Governor,,R,Bruce Cuff,15,
Hood River,2,Governor,,R,Bob Niemeyer,28,
Hood River,2,Governor,,R,Bob Fortham,3,
Hood River,2,Governor,,R,Bud Pierce,86,
Hood River,2,Governor,,R,Allen Alley,81,
Hood River,2,Governor,,R,Write-ins,1,
Hood River,2,Secretary of State,,R,Dennis Richardson,181,
Hood River,2,Secretary of State,,R,Sid Leiken,21,
Hood River,2,Secretary of State,,R,Write-ins,2,
Hood River,2,State Treasurer,,R,Jeff Gudman,163,
Hood River,2,State Treasurer,,R,Write-ins,2,
Hood River,2,Attorney General,,R,Daniel Crowe,150,
Hood River,2,Attorney General,,R,Write-ins,3,
Hood River,2,State House,52,R,Mark Johnson,215,
Hood River,2,State House,52,R,Write-ins,1,
Hood River,2,President,,Ind,Write-ins,27,
Hood River,2,U.S. Senate,,Ind,Steven Reynolds,18,
Hood River,2,U.S. Senate,,Ind,Marvin Sandnes,6,
Hood River,2,U.S. Senate,,Ind,Write-ins,12,
Hood River,2,U.S. House,2,Ind,Write-ins,8,
Hood River,2,Governor,,Ind,Patrick Barney,11,
Hood River,2,Governor,,Ind,Cliff Thomason,11,
Hood River,2,Governor,,Ind,Write-ins,12,
Hood River,2,Secretary of State,,Ind,Paul Wells,26,
Hood River,2,Secretary of State,,Ind,Write-ins,6,
Hood River,2,State Treasurer,,Ind,Chris Telfer,27,
Hood River,2,State Treasurer,,Ind,Write-ins,4,
Hood River,2,Attorney General,,Ind,Write-ins,12,
Hood River,2,State House,52,Ind,Write-ins,13,
Hood River,3,Voters,,,Registered,793,
Hood River,3,Voters,,D,Registered,417,
Hood River,3,Voters,,R,Registered,131,
Hood River,3,Voters,,I,Registered,45,
Hood River,3,Voters,,NP,Registered,200,
Hood River,3,Voters,,,Ballots,516,
Hood River,3,Voters,,D,Ballots,320,
Hood River,3,Voters,,R,Ballots,93,
Hood River,3,Voters,,I,Ballots,19,
Hood River,3,Voters,,NP,Ballots,84,
Hood River,3,President,,D,Hillary Clinton,110,
Hood River,3,President,,D,Bernie Sanders,208,
Hood River,3,President,,D,Write-ins,0,
Hood River,3,U.S. Senate,,D,Ron Wyden,235,
Hood River,3,U.S. Senate,,D,Paul Weaver,6,
Hood River,3,U.S. Senate,,D,Kevin Stine,39,
Hood River,3,U.S. Senate,,D,Write-ins,0,
Hood River,3,U.S. House,2,D,James Crary,175,
Hood River,3,U.S. House,2,D,Write-ins,1,
Hood River,3,Governor,,D,Kate Brown,244,
Hood River,3,Governor,,D,Julian Bell,25,
Hood River,3,Governor,,D,Chet Chance,1,
Hood River,3,Governor,,D,Kevin Forsythe,2,
Hood River,3,Governor,,D,Dave Stauffer,7,
Hood River,3,Governor,,D,Steve Johnson,0,
Hood River,3,Governor,,D,Write-ins,0,
Hood River,3,Secretary of State,,D,Richard Devlin,53,
Hood River,3,Secretary of State,,D,Brad Avakian,105,
Hood River,3,Secretary of State,,D,Val Hoyle,69,
Hood River,3,Secretary of State,,D,Write-ins,0,
Hood River,3,State Treasurer,,D,Tobias Read,190,
Hood River,3,State Treasurer,,D,Write-ins,1,
Hood River,3,Attorney General,,D,Ellen Rosenblum,195,
Hood River,3,Attorney General,,D,Write-ins,0,
Hood River,3,State House,52,D,Mark Reynolds,195,
Hood River,3,State House,52,D,Walt Trandum,33,
Hood River,3,State House,52,D,Write-ins,0,
Hood River,3,President,,R,Ted Cruz,14,
Hood River,3,President,,R,John Kasich,30,
Hood River,3,President,,R,Donald Trump,37,
Hood River,3,President,,R,Write-ins,5,
Hood River,3,U.S. Senate,,R,Sam Carpenter,24,
Hood River,3,U.S. Senate,,R,Mark Callahan,28,
Hood River,3,U.S. Senate,,R,Faye Stewart,11,
Hood River,3,U.S. Senate,,R,Dan Laschober,5,
Hood River,3,U.S. Senate,,R,Write-ins,0,
Hood River,3,U.S. House,2,R,Paul Romero,8,
Hood River,3,U.S. House,2,R,Greg Walden,79,
Hood River,3,U.S. House,2,R,Write-ins,0,
Hood River,3,Governor,,R,Bruce Cuff,5,
Hood River,3,Governor,,R,Bob Niemeyer,6,
Hood River,3,Governor,,R,Bob Fortham,2,
Hood River,3,Governor,,R,Bud Pierce,34,
Hood River,3,Governor,,R,Allen Alley,30,
Hood River,3,Governor,,R,Write-ins,0,
Hood River,3,Secretary of State,,R,Dennis Richardson,57,
Hood River,3,Secretary of State,,R,Sid Leiken,12,
Hood River,3,Secretary of State,,R,Write-ins,0,
Hood River,3,State Treasurer,,R,Jeff Gudman,62,
Hood River,3,State Treasurer,,R,Write-ins,0,
Hood River,3,Attorney General,,R,Daniel Crowe,52,
Hood River,3,Attorney General,,R,Write-ins,0,
Hood River,3,State House,52,R,Mark Johnson,76,
Hood River,3,State House,52,R,Write-ins,0,
Hood River,3,President,,Ind,Write-ins,6,
Hood River,3,U.S. Senate,,Ind,Steven Reynolds,2,
Hood River,3,U.S. Senate,,Ind,Marvin Sandnes,1,
Hood River,3,U.S. Senate,,Ind,Write-ins,4,
Hood River,3,U.S. House,2,Ind,Write-ins,4,
Hood River,3,Governor,,Ind,Patrick Barney,1,
Hood River,3,Governor,,Ind,Cliff Thomason,1,
Hood River,3,Governor,,Ind,Write-ins,5,
Hood River,3,Secretary of State,,Ind,Paul Wells,6,
Hood River,3,Secretary of State,,Ind,Write-ins,2,
Hood River,3,State Treasurer,,Ind,Chris Telfer,6,
Hood River,3,State Treasurer,,Ind,Write-ins,0,
Hood River,3,Attorney General,,Ind,Write-ins,4,
Hood River,3,State House,52,Ind,Write-ins,5,
Hood River,4,Voters,,,Registered,1689,
Hood River,4,Voters,,D,Registered,794,
Hood River,4,Voters,,R,Registered,429,
Hood River,4,Voters,,I,Registered,93,
Hood River,4,Voters,,NP,Registered,373,
Hood River,4,Voters,,,Ballots,1238,
Hood River,4,Voters,,D,Ballots,660,
Hood River,4,Voters,,R,Ballots,321,
Hood River,4,Voters,,I,Ballots,60,
Hood River,4,Voters,,NP,Ballots,197,
Hood River,4,President,,D,Hillary Clinton,258,
Hood River,4,President,,D,Bernie Sanders,385,
Hood River,4,President,,D,Write-ins,5,
Hood River,4,U.S. Senate,,D,Ron Wyden,534,
Hood River,4,U.S. Senate,,D,Paul Weaver,17,
Hood River,4,U.S. Senate,,D,Kevin Stine,50,
Hood River,4,U.S. Senate,,D,Write-ins,1,
Hood River,4,U.S. House,2,D,James Crary,349,
Hood River,4,U.S. House,2,D,Write-ins,4,
Hood River,4,Governor,,D,Kate Brown,524,
Hood River,4,Governor,,D,Julian Bell,23,
Hood River,4,Governor,,D,Chet Chance,2,
Hood River,4,Governor,,D,Kevin Forsythe,5,
Hood River,4,Governor,,D,Dave Stauffer,12,
Hood River,4,Governor,,D,Steve Johnson,10,
Hood River,4,Governor,,D,Write-ins,3,
Hood River,4,Secretary of State,,D,Richard Devlin,118,
Hood River,4,Secretary of State,,D,Brad Avakian,189,
Hood River,4,Secretary of State,,D,Val Hoyle,153,
Hood River,4,Secretary of State,,D,Write-ins,2,
Hood River,4,State Treasurer,,D,Tobias Read,369,
Hood River,4,State Treasurer,,D,Write-ins,5,
Hood River,4,Attorney General,,D,Ellen Rosenblum,404,
Hood River,4,Attorney General,,D,Write-ins,1,
Hood River,4,State House,52,D,Mark Reynolds,414,
Hood River,4,State House,52,D,Walt Trandum,51,
Hood River,4,State House,52,D,Write-ins,4,
Hood River,4,President,,R,Ted Cruz,45,
Hood River,4,President,,R,John Kasich,88,
Hood River,4,President,,R,Donald Trump,145,
Hood River,4,President,,R,Write-ins,3,
Hood River,4,U.S. Senate,,R,Sam Carpenter,70,
Hood River,4,U.S. Senate,,R,Mark Callahan,74,
Hood River,4,U.S. Senate,,R,Faye Stewart,28,
Hood River,4,U.S. Senate,,R,Dan Laschober,25,
Hood River,4,U.S. Senate,,R,Write-ins,2,
Hood River,4,U.S. House,2,R,Paul Romero,39,
Hood River,4,U.S. House,2,R,Greg Walden,260,
Hood River,4,U.S. House,2,R,Write-ins,0,
Hood River,4,Governor,,R,Bruce Cuff,17,
Hood River,4,Governor,,R,Bob Niemeyer,30,
Hood River,4,Governor,,R,Bob Fortham,1,
Hood River,4,Governor,,R,Bud Pierce,97,
Hood River,4,Governor,,R,Allen Alley,108,
Hood River,4,Governor,,R,Write-ins,1,
Hood River,4,Secretary of State,,R,Dennis Richardson,202,
Hood River,4,Secretary of State,,R,Sid Leiken,32,
Hood River,4,Secretary of State,,R,Write-ins,1,
Hood River,4,State Treasurer,,R,Jeff Gudman,189,
Hood River,4,State Treasurer,,R,Write-ins,2,
Hood River,4,Attorney General,,R,Daniel Crowe,175,
Hood River,4,Attorney General,,R,Write-ins,1,
Hood River,4,State House,52,R,Mark Johnson,262,
Hood River,4,State House,52,R,Write-ins,3,
Hood River,4,President,,Ind,Write-ins,29,
Hood River,4,U.S. Senate,,Ind,Steven Reynolds,7,
Hood River,4,U.S. Senate,,Ind,Marvin Sandnes,6,
Hood River,4,U.S. Senate,,Ind,Write-ins,13,
Hood River,4,U.S. House,2,Ind,Write-ins,13,
Hood River,4,Governor,,Ind,Patrick Barney,2,
Hood River,4,Governor,,Ind,Cliff Thomason,14,
Hood River,4,Governor,,Ind,Write-ins,10,
Hood River,4,Secretary of State,,Ind,Paul Wells,18,
Hood River,4,Secretary of State,,Ind,Write-ins,6,
Hood River,4,State Treasurer,,Ind,Chris Telfer,20,
Hood River,4,State Treasurer,,Ind,Write-ins,4,
Hood River,4,Attorney General,,Ind,Write-ins,6,
Hood River,4,State House,52,Ind,Write-ins,16,
Hood River,5,Voters,,,Registered,976,
Hood River,5,Voters,,D,Registered,391,
Hood River,5,Voters,,R,Registered,318,
Hood River,5,Voters,,I,Registered,53,
Hood River,5,Voters,,NP,Registered,214,
Hood River,5,Voters,,,Ballots,649,
Hood River,5,Voters,,D,Ballots,301,
Hood River,5,Voters,,R,Ballots,230,
Hood River,5,Voters,,I,Ballots,30,
Hood River,5,Voters,,NP,Ballots,88,
Hood River,5,President,,D,Hillary Clinton,117,
Hood River,5,President,,D,Bernie Sanders,169,
Hood River,5,President,,D,Write-ins,7,
Hood River,5,U.S. Senate,,D,Ron Wyden,240,
Hood River,5,U.S. Senate,,D,Paul Weaver,7,
Hood River,5,U.S. Senate,,D,Kevin Stine,36,
Hood River,5,U.S. Senate,,D,Write-ins,1,
Hood River,5,U.S. House,2,D,James Crary,172,
Hood River,5,U.S. House,2,D,Write-ins,6,
Hood River,5,Governor,,D,Kate Brown,241,
Hood River,5,Governor,,D,Julian Bell,13,
Hood River,5,Governor,,D,Chet Chance,1,
Hood River,5,Governor,,D,Kevin Forsythe,3,
Hood River,5,Governor,,D,Dave Stauffer,8,
Hood River,5,Governor,,D,Steve Johnson,4,
Hood River,5,Governor,,D,Write-ins,4,
Hood River,5,Secretary of State,,D,Richard Devlin,55,
Hood River,5,Secretary of State,,D,Brad Avakian,107,
Hood River,5,Secretary of State,,D,Val Hoyle,69,
Hood River,5,Secretary of State,,D,Write-ins,1,
Hood River,5,State Treasurer,,D,Tobias Read,194,
Hood River,5,State Treasurer,,D,Write-ins,1,
Hood River,5,Attorney General,,D,Ellen Rosenblum,210,
Hood River,5,Attorney General,,D,Write-ins,0,
Hood River,5,State House,52,D,Mark Reynolds,195,
Hood River,5,State House,52,D,Walt Trandum,37,
Hood River,5,State House,52,D,Write-ins,3,
Hood River,5,President,,R,Ted Cruz,31,
Hood River,5,President,,R,John Kasich,43,
Hood River,5,President,,R,Donald Trump,136,
Hood River,5,President,,R,Write-ins,5,
Hood River,5,U.S. Senate,,R,Sam Carpenter,53,
Hood River,5,U.S. Senate,,R,Mark Callahan,75,
Hood River,5,U.S. Senate,,R,Faye Stewart,16,
Hood River,5,U.S. Senate,,R,Dan Laschober,11,
Hood River,5,U.S. Senate,,R,Write-ins,2,
Hood River,5,U.S. House,2,R,Paul Romero,23,
Hood River,5,U.S. House,2,R,Greg Walden,190,
Hood River,5,U.S. House,2,R,Write-ins,2,
Hood River,5,Governor,,R,Bruce Cuff,27,
Hood River,5,Governor,,R,Bob Niemeyer,19,
Hood River,5,Governor,,R,Bob Fortham,2,
Hood River,5,Governor,,R,Bud Pierce,73,
Hood River,5,Governor,,R,Allen Alley,61,
Hood River,5,Governor,,R,Write-ins,1,
Hood River,5,Secretary of State,,R,Dennis Richardson,144,
Hood River,5,Secretary of State,,R,Sid Leiken,21,
Hood River,5,Secretary of State,,R,Write-ins,7,
Hood River,5,State Treasurer,,R,Jeff Gudman,130,
Hood River,5,State Treasurer,,R,Write-ins,6,
Hood River,5,Attorney General,,R,Daniel Crowe,119,
Hood River,5,Attorney General,,R,Write-ins,2,
Hood River,5,State House,52,R,Mark Johnson,178,
Hood River,5,State House,52,R,Write-ins,8,
Hood River,5,President,,Ind,Write-ins,12,
Hood River,5,U.S. Senate,,Ind,Steven Reynolds,6,
Hood River,5,U.S. Senate,,Ind,Marvin Sandnes,3,
Hood River,5,U.S. Senate,,Ind,Write-ins,4,
Hood River,5,U.S. House,2,Ind,Write-ins,7,
Hood River,5,Governor,,Ind,Patrick Barney,6,
Hood River,5,Governor,,Ind,Cliff Thomason,3,
Hood River,5,Governor,,Ind,Write-ins,5,
Hood River,5,Secretary of State,,Ind,Paul Wells,8,
Hood River,5,Secretary of State,,Ind,Write-ins,4,
Hood River,5,State Treasurer,,Ind,Chris Telfer,9,
Hood River,5,State Treasurer,,Ind,Write-ins,4,
Hood River,5,Attorney General,,Ind,Write-ins,2,
Hood River,5,State House,52,Ind,Write-ins,4,
Hood River,6,Voters,,,Registered,900,
Hood River,6,Voters,,D,Registered,412,
Hood River,6,Voters,,R,Registered,240,
Hood River,6,Voters,,I,Registered,52,
Hood River,6,Voters,,NP,Registered,196,
Hood River,6,Voters,,,Ballots,614,
Hood River,6,Voters,,D,Ballots,319,
Hood River,6,Voters,,R,Ballots,168,
Hood River,6,Voters,,I,Ballots,29,
Hood River,6,Voters,,NP,Ballots,98,
Hood River,6,President,,D,Hillary Clinton,134,
Hood River,6,President,,D,Bernie Sanders,172,
Hood River,6,President,,D,Write-ins,4,
Hood River,6,U.S. Senate,,D,Ron Wyden,245,
Hood River,6,U.S. Senate,,D,Paul Weaver,6,
Hood River,6,U.S. Senate,,D,Kevin Stine,38,
Hood River,6,U.S. Senate,,D,Write-ins,1,
Hood River,6,U.S. House,2,D,James Crary,172,
Hood River,6,U.S. House,2,D,Write-ins,3,
Hood River,6,Governor,,D,Kate Brown,243,
Hood River,6,Governor,,D,Julian Bell,13,
Hood River,6,Governor,,D,Chet Chance,3,
Hood River,6,Governor,,D,Kevin Forsythe,2,
Hood River,6,Governor,,D,Dave Stauffer,2,
Hood River,6,Governor,,D,Steve Johnson,11,
Hood River,6,Governor,,D,Write-ins,1,
Hood River,6,Secretary of State,,D,Richard Devlin,51,
Hood River,6,Secretary of State,,D,Brad Avakian,102,
Hood River,6,Secretary of State,,D,Val Hoyle,83,
Hood River,6,Secretary of State,,D,Write-ins,1,
Hood River,6,State Treasurer,,D,Tobias Read,183,
Hood River,6,State Treasurer,,D,Write-ins,1,
Hood River,6,Attorney General,,D,Ellen Rosenblum,191,
Hood River,6,Attorney General,,D,Write-ins,0,
Hood River,6,State House,52,D,Mark Reynolds,199,
Hood River,6,State House,52,D,Walt Trandum,31,
Hood River,6,State House,52,D,Write-ins,3,
Hood River,6,President,,R,Ted Cruz,24,
Hood River,6,President,,R,John Kasich,48,
Hood River,6,President,,R,Donald Trump,78,
Hood River,6,President,,R,Write-ins,3,
Hood River,6,U.S. Senate,,R,Sam Carpenter,41,
Hood River,6,U.S. Senate,,R,Mark Callahan,51,
Hood River,6,U.S. Senate,,R,Faye Stewart,16,
Hood River,6,U.S. Senate,,R,Dan Laschober,3,
Hood River,6,U.S. Senate,,R,Write-ins,0,
Hood River,6,U.S. House,2,R,Paul Romero,22,
Hood River,6,U.S. House,2,R,Greg Walden,141,
Hood River,6,U.S. House,2,R,Write-ins,0,
Hood River,6,Governor,,R,Bruce Cuff,12,
Hood River,6,Governor,,R,Bob Niemeyer,12,
Hood River,6,Governor,,R,Bob Fortham,1,
Hood River,6,Governor,,R,Bud Pierce,59,
Hood River,6,Governor,,R,Allen Alley,53,
Hood River,6,Governor,,R,Write-ins,1,
Hood River,6,Secretary of State,,R,Dennis Richardson,101,
Hood River,6,Secretary of State,,R,Sid Leiken,17,
Hood River,6,Secretary of State,,R,Write-ins,1,
Hood River,6,State Treasurer,,R,Jeff Gudman,94,
Hood River,6,State Treasurer,,R,Write-ins,2,
Hood River,6,Attorney General,,R,Daniel Crowe,88,
Hood River,6,Attorney General,,R,Write-ins,1,
Hood River,6,State House,52,R,Mark Johnson,125,
Hood River,6,State House,52,R,Write-ins,2,
Hood River,6,President,,Ind,Write-ins,6,
Hood River,6,U.S. Senate,,Ind,Steven Reynolds,3,
Hood River,6,U.S. Senate,,Ind,Marvin Sandnes,2,
Hood River,6,U.S. Senate,,Ind,Write-ins,7,
Hood River,6,U.S. House,2,Ind,Write-ins,5,
Hood River,6,Governor,,Ind,Patrick Barney,2,
Hood River,6,Governor,,Ind,Cliff Thomason,4,
Hood River,6,Governor,,Ind,Write-ins,8,
Hood River,6,Secretary of State,,Ind,Paul Wells,10,
Hood River,6,Secretary of State,,Ind,Write-ins,2,
Hood River,6,State Treasurer,,Ind,Chris Telfer,11,
Hood River,6,State Treasurer,,Ind,Write-ins,1,
Hood River,6,Attorney General,,Ind,Write-ins,5,
Hood River,6,State House,52,Ind,Write-ins,6,
Hood River,7,Voters,,,Registered,667,
Hood River,7,Voters,,D,Registered,285,
Hood River,7,Voters,,R,Registered,181,
Hood River,7,Voters,,I,Registered,33,
Hood River,7,Voters,,NP,Registered,168,
Hood River,7,Voters,,,Ballots,423,
Hood River,7,Voters,,D,Ballots,217,
Hood River,7,Voters,,R,Ballots,130,
Hood River,7,Voters,,I,Ballots,16,
Hood River,7,Voters,,NP,Ballots,60,
Hood River,7,President,,D,Hillary Clinton,88,
Hood River,7,President,,D,Bernie Sanders,122,
Hood River,7,President,,D,Write-ins,3,
Hood River,7,U.S. Senate,,D,Ron Wyden,160,
Hood River,7,U.S. Senate,,D,Paul Weaver,10,
Hood River,7,U.S. Senate,,D,Kevin Stine,30,
Hood River,7,U.S. Senate,,D,Write-ins,0,
Hood River,7,U.S. House,2,D,James Crary,127,
Hood River,7,U.S. House,2,D,Write-ins,3,
Hood River,7,Governor,,D,Kate Brown,167,
Hood River,7,Governor,,D,Julian Bell,12,
Hood River,7,Governor,,D,Chet Chance,2,
Hood River,7,Governor,,D,Kevin Forsythe,1,
Hood River,7,Governor,,D,Dave Stauffer,4,
Hood River,7,Governor,,D,Steve Johnson,9,
Hood River,7,Governor,,D,Write-ins,1,
Hood River,7,Secretary of State,,D,Richard Devlin,38,
Hood River,7,Secretary of State,,D,Brad Avakian,79,
Hood River,7,Secretary of State,,D,Val Hoyle,47,
Hood River,7,Secretary of State,,D,Write-ins,1,
Hood River,7,State Treasurer,,D,Tobias Read,141,
Hood River,7,State Treasurer,,D,Write-ins,0,
Hood River,7,Attorney General,,D,Ellen Rosenblum,142,
Hood River,7,Attorney General,,D,Write-ins,0,
Hood River,7,State House,52,D,Mark Reynolds,160,
Hood River,7,State House,52,D,Walt Trandum,12,
Hood River,7,State House,52,D,Write-ins,1,
Hood River,7,President,,R,Ted Cruz,15,
Hood River,7,President,,R,John Kasich,14,
Hood River,7,President,,R,Donald Trump,82,
Hood River,7,President,,R,Write-ins,5,
Hood River,7,U.S. Senate,,R,Sam Carpenter,24,
Hood River,7,U.S. Senate,,R,Mark Callahan,41,
Hood River,7,U.S. Senate,,R,Faye Stewart,13,
Hood River,7,U.S. Senate,,R,Dan Laschober,5,
Hood River,7,U.S. Senate,,R,Write-ins,2,
Hood River,7,U.S. House,2,R,Paul Romero,20,
Hood River,7,U.S. House,2,R,Greg Walden,105,
Hood River,7,U.S. House,2,R,Write-ins,0,
Hood River,7,Governor,,R,Bruce Cuff,12,
Hood River,7,Governor,,R,Bob Niemeyer,23,
Hood River,7,Governor,,R,Bob Fortham,0,
Hood River,7,Governor,,R,Bud Pierce,32,
Hood River,7,Governor,,R,Allen Alley,32,
Hood River,7,Governor,,R,Write-ins,2,
Hood River,7,Secretary of State,,R,Dennis Richardson,71,
Hood River,7,Secretary of State,,R,Sid Leiken,18,
Hood River,7,Secretary of State,,R,Write-ins,0,
Hood River,7,State Treasurer,,R,Jeff Gudman,63,
Hood River,7,State Treasurer,,R,Write-ins,0,
Hood River,7,Attorney General,,R,Daniel Crowe,58,
Hood River,7,Attorney General,,R,Write-ins,0,
Hood River,7,State House,52,R,Mark Johnson,99,
Hood River,7,State House,52,R,Write-ins,0,
Hood River,7,President,,Ind,Write-ins,7,
Hood River,7,U.S. Senate,,Ind,Steven Reynolds,4,
Hood River,7,U.S. Senate,,Ind,Marvin Sandnes,2,
Hood River,7,U.S. Senate,,Ind,Write-ins,3,
Hood River,7,U.S. House,2,Ind,Write-ins,5,
Hood River,7,Governor,,Ind,Patrick Barney,2,
Hood River,7,Governor,,Ind,Cliff Thomason,2,
Hood River,7,Governor,,Ind,Write-ins,2,
Hood River,7,Secretary of State,,Ind,Paul Wells,4,
Hood River,7,Secretary of State,,Ind,Write-ins,4,
