county,precinct,office,district,party,candidate,total_ballots,votes,over_votes_with_candidate,under_votes_without_candidate,votes_for_others
Multnomah,4705,Governor,,REP,Bruce Cuff,527,43,0,65,419
Multnomah,4706,Governor,,REP,Bruce Cuff,371,37,0,43,291
Multnomah,4707,Governor,,REP,Bruce Cuff,205,21,0,34,150
Multnomah,4708,Governor,,REP,Bruce Cuff,375,30,0,48,297
Multnomah,4709,Governor,,REP,Bruce Cuff,230,19,0,24,187
Multnomah,4710,Governor,,REP,Bruce Cuff,395,35,0,71,289
Multnomah,4801,Governor,,REP,Bruce Cuff,183,22,0,18,143
Multnomah,4802,Governor,,REP,Bruce Cuff,1,0,0,0,1
Multnomah,4803,Governor,,REP,Bruce Cuff,371,33,0,44,294
Multnomah,4804,Governor,,REP,Bruce Cuff,91,12,0,11,68
Multnomah,4805,Governor,,REP,Bruce Cuff,69,7,0,5,57
Multnomah,4806,Governor,,REP,Bruce Cuff,235,18,0,25,192
Multnomah,4807,Governor,,REP,Bruce Cuff,254,31,0,41,182
Multnomah,4901,Governor,,REP,Bruce Cuff,14,2,0,0,12
Multnomah,4902,Governor,,REP,Bruce Cuff,6,0,0,1,5
Multnomah,4903,Governor,,REP,Bruce Cuff,658,65,0,92,501
Multnomah,4904,Governor,,REP,Bruce Cuff,1358,123,1,181,1053
Multnomah,4905,Governor,,REP,Bruce Cuff,67,4,0,8,55
Multnomah,4906,Governor,,REP,Bruce Cuff,153,18,0,15,120
Multnomah,4907,Governor,,REP,Bruce Cuff,60,0,0,17,43
Multnomah,4908,Governor,,REP,Bruce Cuff,377,20,0,49,308
Multnomah,4909,Governor,,REP,Bruce Cuff,593,57,0,80,456
Multnomah,4910,Governor,,REP,Bruce Cuff,449,32,1,53,363
Multnomah,4911,Governor,,REP,Bruce Cuff,535,55,0,77,403
Multnomah,5001,Governor,,REP,Bruce Cuff,410,43,0,63,304
Multnomah,5002,Governor,,REP,Bruce Cuff,1052,98,0,139,815
Multnomah,5003,Governor,,REP,Bruce Cuff,180,17,0,21,142
Multnomah,5004,Governor,,REP,Bruce Cuff,1141,88,0,156,897
Multnomah,5006,Governor,,REP,Bruce Cuff,686,63,0,83,540
Multnomah,5007,Governor,,REP,Bruce Cuff,518,35,0,68,415
Multnomah,5008,Governor,,REP,Bruce Cuff,707,53,0,114,540
Multnomah,5009,Governor,,REP,Bruce Cuff,104,6,0,15,83
Multnomah,5101,Governor,,REP,Bruce Cuff,73,8,0,11,54
Multnomah,5102,Governor,,REP,Bruce Cuff,512,45,0,72,395
Multnomah,5103,Governor,,REP,Bruce Cuff,291,40,0,31,220
Multnomah,5104,Governor,,REP,Bruce Cuff,516,46,1,71,398
Multnomah,5105,Governor,,REP,Bruce Cuff,88,7,0,10,71
Multnomah,5106,Governor,,REP,Bruce Cuff,254,35,0,33,186
Multnomah,5107,Governor,,REP,Bruce Cuff,178,13,0,29,136
Multnomah,5202,Governor,,REP,Bruce Cuff,744,76,0,149,519
Multnomah,5203,Governor,,REP,Bruce Cuff,478,39,0,58,381
Multnomah,5204,Governor,,REP,Bruce Cuff,597,53,0,86,458
Multnomah,2701,Governor,,REP,Bob Niemeyer,124,5,0,20,99
Multnomah,2702,Governor,,REP,Bob Niemeyer,173,7,0,19,147
Multnomah,3101,Governor,,REP,Bob Niemeyer,143,10,0,24,109
Multnomah,3102,Governor,,REP,Bob Niemeyer,278,20,0,38,220
Multnomah,3103,Governor,,REP,Bob Niemeyer,103,7,0,13,83
Multnomah,3301,Governor,,REP,Bob Niemeyer,486,40,0,106,340
Multnomah,3303,Governor,,REP,Bob Niemeyer,434,26,0,77,331
Multnomah,3304,Governor,,REP,Bob Niemeyer,71,5,0,11,55
Multnomah,3501,Governor,,REP,Bob Niemeyer,122,15,0,19,88
Multnomah,3502,Governor,,REP,Bob Niemeyer,519,28,0,68,423
Multnomah,3602,Governor,,REP,Bob Niemeyer,284,15,0,54,215
Multnomah,3603,Governor,,REP,Bob Niemeyer,474,26,0,72,376
Multnomah,3604,Governor,,REP,Bob Niemeyer,42,0,0,9,33
Multnomah,3605,Governor,,REP,Bob Niemeyer,320,12,0,53,255
Multnomah,3606,Governor,,REP,Bob Niemeyer,121,6,0,15,100
Multnomah,3607,Governor,,REP,Bob Niemeyer,488,28,0,89,371
Multnomah,3608,Governor,,REP,Bob Niemeyer,413,27,0,76,310
Multnomah,3609,Governor,,REP,Bob Niemeyer,97,4,0,16,77
Multnomah,3610,Governor,,REP,Bob Niemeyer,332,20,0,58,254
Multnomah,3611,Governor,,REP,Bob Niemeyer,468,35,1,82,350
Multnomah,3612,Governor,,REP,Bob Niemeyer,295,23,0,52,220
Multnomah,3801,Governor,,REP,Bob Niemeyer,8,0,0,0,8
Multnomah,3802,Governor,,REP,Bob Niemeyer,898,57,0,127,714
Multnomah,3803,Governor,,REP,Bob Niemeyer,409,37,0,52,320
Multnomah,3804,Governor,,REP,Bob Niemeyer,103,3,1,18,81
Multnomah,3805,Governor,,REP,Bob Niemeyer,81,1,0,13,67
Multnomah,3806,Governor,,REP,Bob Niemeyer,273,17,0,36,220
Multnomah,3807,Governor,,REP,Bob Niemeyer,226,3,0,33,190
Multnomah,3808,Governor,,REP,Bob Niemeyer,11,0,0,1,10
Multnomah,4101,Governor,,REP,Bob Niemeyer,492,37,0,71,384
Multnomah,4102,Governor,,REP,Bob Niemeyer,313,34,0,45,234
Multnomah,4103,Governor,,REP,Bob Niemeyer,373,24,0,46,303
Multnomah,4203,Governor,,REP,Bob Niemeyer,176,8,0,39,129
Multnomah,4204,Governor,,REP,Bob Niemeyer,242,22,0,48,172
Multnomah,4205,Governor,,REP,Bob Niemeyer,139,14,0,23,102
Multnomah,4207,Governor,,REP,Bob Niemeyer,112,4,0,20,88
Multnomah,4208,Governor,,REP,Bob Niemeyer,84,10,0,12,62
Multnomah,4209,Governor,,REP,Bob Niemeyer,245,14,0,33,198
Multnomah,4210,Governor,,REP,Bob Niemeyer,478,37,0,78,363
Multnomah,4301,Governor,,REP,Bob Niemeyer,180,11,0,28,141
Multnomah,4302,Governor,,REP,Bob Niemeyer,287,24,0,42,221
Multnomah,4304,Governor,,REP,Bob Niemeyer,229,17,0,41,171
Multnomah,4305,Governor,,REP,Bob Niemeyer,399,22,0,67,310
Multnomah,4306,Governor,,REP,Bob Niemeyer,73,1,0,20,52
Multnomah,4310,Governor,,REP,Bob Niemeyer,166,13,0,38,115
Multnomah,4401,Governor,,REP,Bob Niemeyer,405,41,0,46,318
Multnomah,4402,Governor,,REP,Bob Niemeyer,576,47,0,89,440
Multnomah,4403,Governor,,REP,Bob Niemeyer,284,23,0,36,225
Multnomah,4404,Governor,,REP,Bob Niemeyer,445,42,0,59,344
Multnomah,4409,Governor,,REP,Bob Niemeyer,125,16,0,22,87
Multnomah,4501,Governor,,REP,Bob Niemeyer,653,43,0,98,512
Multnomah,4502,Governor,,REP,Bob Niemeyer,258,15,0,28,215
Multnomah,4503,Governor,,REP,Bob Niemeyer,200,9,0,36,155
Multnomah,4505,Governor,,REP,Bob Niemeyer,442,36,0,76,330
Multnomah,4506,Governor,,REP,Bob Niemeyer,298,19,0,39,240
Multnomah,4508,Governor,,REP,Bob Niemeyer,228,16,0,34,178
Multnomah,4509,Governor,,REP,Bob Niemeyer,313,25,0,51,237
Multnomah,4510,Governor,,REP,Bob Niemeyer,345,20,0,50,275
Multnomah,4511,Governor,,REP,Bob Niemeyer,233,29,0,31,173
Multnomah,4512,Governor,,REP,Bob Niemeyer,64,10,0,8,46
Multnomah,4601,Governor,,REP,Bob Niemeyer,558,42,0,70,446
Multnomah,4602,Governor,,REP,Bob Niemeyer,283,13,0,49,221
Multnomah,4604,Governor,,REP,Bob Niemeyer,383,31,0,48,304
Multnomah,4605,Governor,,REP,Bob Niemeyer,282,23,0,49,210
Multnomah,4606,Governor,,REP,Bob Niemeyer,507,38,0,76,393
Multnomah,4607,Governor,,REP,Bob Niemeyer,445,42,0,57,346
Multnomah,4608,Governor,,REP,Bob Niemeyer,74,5,0,10,59
Multnomah,4701,Governor,,REP,Bob Niemeyer,388,28,0,50,310
Multnomah,4702,Governor,,REP,Bob Niemeyer,86,2,0,12,72
Multnomah,4703,Governor,,REP,Bob Niemeyer,346,20,0,57,269
Multnomah,4704,Governor,,REP,Bob Niemeyer,621,50,0,72,499
Multnomah,4705,Governor,,REP,Bob Niemeyer,527,39,0,65,423
Multnomah,4706,Governor,,REP,Bob Niemeyer,371,35,0,43,293
Multnomah,4707,Governor,,REP,Bob Niemeyer,205,18,0,34,153
Multnomah,4708,Governor,,REP,Bob Niemeyer,375,36,0,48,291
Multnomah,4709,Governor,,REP,Bob Niemeyer,230,15,0,24,191
Multnomah,4710,Governor,,REP,Bob Niemeyer,395,26,0,71,298
Multnomah,4801,Governor,,REP,Bob Niemeyer,183,14,0,18,151
Multnomah,4802,Governor,,REP,Bob Niemeyer,1,0,0,0,1
Multnomah,4803,Governor,,REP,Bob Niemeyer,371,39,0,44,288
Multnomah,4804,Governor,,REP,Bob Niemeyer,91,9,0,11,71
Multnomah,4805,Governor,,REP,Bob Niemeyer,69,9,0,5,55
Multnomah,4806,Governor,,REP,Bob Niemeyer,235,20,0,25,190
Multnomah,4807,Governor,,REP,Bob Niemeyer,254,32,0,41,181
Multnomah,4901,Governor,,REP,Bob Niemeyer,14,0,0,0,14
Multnomah,4902,Governor,,REP,Bob Niemeyer,6,0,0,1,5
Multnomah,4903,Governor,,REP,Bob Niemeyer,658,56,0,92,510
Multnomah,4904,Governor,,REP,Bob Niemeyer,1358,109,1,181,1067
Multnomah,4905,Governor,,REP,Bob Niemeyer,67,4,0,8,55
Multnomah,4906,Governor,,REP,Bob Niemeyer,153,13,0,15,125
Multnomah,4907,Governor,,REP,Bob Niemeyer,60,5,0,17,38
Multnomah,4908,Governor,,REP,Bob Niemeyer,377,41,0,49,287
Multnomah,4909,Governor,,REP,Bob Niemeyer,593,45,0,80,468
Multnomah,4910,Governor,,REP,Bob Niemeyer,449,38,1,53,357
Multnomah,4911,Governor,,REP,Bob Niemeyer,535,52,0,77,406
Multnomah,5001,Governor,,REP,Bob Niemeyer,410,36,0,63,311
Multnomah,5002,Governor,,REP,Bob Niemeyer,1052,77,0,139,836
Multnomah,5003,Governor,,REP,Bob Niemeyer,180,15,0,21,144
Multnomah,5004,Governor,,REP,Bob Niemeyer,1141,92,0,156,893
Multnomah,5006,Governor,,REP,Bob Niemeyer,686,56,0,83,547
Multnomah,5007,Governor,,REP,Bob Niemeyer,518,40,0,68,410
Multnomah,5008,Governor,,REP,Bob Niemeyer,707,59,0,114,534
Multnomah,5009,Governor,,REP,Bob Niemeyer,104,11,0,15,78
Multnomah,5101,Governor,,REP,Bob Niemeyer,73,6,0,11,56
Multnomah,5102,Governor,,REP,Bob Niemeyer,512,41,0,72,399
Multnomah,5103,Governor,,REP,Bob Niemeyer,291,23,0,31,237
Multnomah,5104,Governor,,REP,Bob Niemeyer,516,25,0,71,420
Multnomah,5105,Governor,,REP,Bob Niemeyer,88,6,0,10,72
Multnomah,5106,Governor,,REP,Bob Niemeyer,254,21,0,33,200
Multnomah,5107,Governor,,REP,Bob Niemeyer,178,13,0,29,136
Multnomah,5202,Governor,,REP,Bob Niemeyer,744,40,0,149,555
Multnomah,5203,Governor,,REP,Bob Niemeyer,478,30,0,58,390
Multnomah,5204,Governor,,REP,Bob Niemeyer,597,40,0,86,471
Multnomah,2701,Governor,,REP,Bob Forthan,124,2,0,20,102
Multnomah,2702,Governor,,REP,Bob Forthan,173,1,0,19,153
Multnomah,3101,Governor,,REP,Bob Forthan,143,2,0,24,117
Multnomah,3102,Governor,,REP,Bob Forthan,278,2,0,38,238
Multnomah,3103,Governor,,REP,Bob Forthan,103,2,0,13,88
Multnomah,3301,Governor,,REP,Bob Forthan,486,4,0,106,376
Multnomah,3303,Governor,,REP,Bob Forthan,434,1,0,77,356
Multnomah,3304,Governor,,REP,Bob Forthan,71,1,0,11,59
Multnomah,3501,Governor,,REP,Bob Forthan,122,0,0,19,103
Multnomah,3502,Governor,,REP,Bob Forthan,519,3,0,68,448
Multnomah,3602,Governor,,REP,Bob Forthan,284,1,0,54,229
Multnomah,3603,Governor,,REP,Bob Forthan,474,4,0,72,398
Multnomah,3604,Governor,,REP,Bob Forthan,42,0,0,9,33
Multnomah,3605,Governor,,REP,Bob Forthan,320,1,0,53,266
Multnomah,3606,Governor,,REP,Bob Forthan,121,4,0,15,102
Multnomah,3607,Governor,,REP,Bob Forthan,488,2,0,89,397
Multnomah,3608,Governor,,REP,Bob Forthan,413,3,0,76,334
Multnomah,3609,Governor,,REP,Bob Forthan,97,0,0,16,81
Multnomah,3610,Governor,,REP,Bob Forthan,332,5,0,58,269
Multnomah,3611,Governor,,REP,Bob Forthan,468,5,1,82,380
Multnomah,3612,Governor,,REP,Bob Forthan,295,2,0,52,241
Multnomah,3801,Governor,,REP,Bob Forthan,8,0,0,0,8
Multnomah,3802,Governor,,REP,Bob Forthan,898,6,0,127,765
Multnomah,3803,Governor,,REP,Bob Forthan,409,5,0,52,352
Multnomah,3804,Governor,,REP,Bob Forthan,103,0,0,18,85
Multnomah,3805,Governor,,REP,Bob Forthan,81,0,0,13,68
Multnomah,3806,Governor,,REP,Bob Forthan,273,3,0,36,234
Multnomah,3807,Governor,,REP,Bob Forthan,226,1,0,33,192
Multnomah,3808,Governor,,REP,Bob Forthan,11,0,0,1,10
Multnomah,4101,Governor,,REP,Bob Forthan,492,2,0,71,419
Multnomah,4102,Governor,,REP,Bob Forthan,313,3,0,45,265
Multnomah,4103,Governor,,REP,Bob Forthan,373,1,0,46,326
Multnomah,4203,Governor,,REP,Bob Forthan,176,1,0,39,136
Multnomah,4204,Governor,,REP,Bob Forthan,242,5,0,48,189
Multnomah,4205,Governor,,REP,Bob Forthan,139,5,0,23,111
Multnomah,4207,Governor,,REP,Bob Forthan,112,0,0,20,92
Multnomah,4208,Governor,,REP,Bob Forthan,84,1,0,12,71
Multnomah,4209,Governor,,REP,Bob Forthan,245,0,0,33,212
Multnomah,4210,Governor,,REP,Bob Forthan,478,4,0,78,396
Multnomah,4301,Governor,,REP,Bob Forthan,180,1,0,28,151
Multnomah,4302,Governor,,REP,Bob Forthan,287,4,0,42,241
Multnomah,4304,Governor,,REP,Bob Forthan,229,3,0,41,185
Multnomah,4305,Governor,,REP,Bob Forthan,399,5,0,67,327
Multnomah,4306,Governor,,REP,Bob Forthan,73,0,0,20,53
Multnomah,4310,Governor,,REP,Bob Forthan,166,0,0,38,128
Multnomah,4401,Governor,,REP,Bob Forthan,405,2,0,46,357
Multnomah,4402,Governor,,REP,Bob Forthan,576,11,0,89,476
Multnomah,4403,Governor,,REP,Bob Forthan,284,3,0,36,245
Multnomah,4404,Governor,,REP,Bob Forthan,445,2,0,59,384
Multnomah,4409,Governor,,REP,Bob Forthan,125,3,0,22,100
Multnomah,4501,Governor,,REP,Bob Forthan,653,5,0,98,550
Multnomah,4502,Governor,,REP,Bob Forthan,258,8,0,28,222
Multnomah,4503,Governor,,REP,Bob Forthan,200,2,0,36,162
Multnomah,4505,Governor,,REP,Bob Forthan,442,1,0,76,365
Multnomah,4506,Governor,,REP,Bob Forthan,298,2,0,39,257
Multnomah,4508,Governor,,REP,Bob Forthan,228,2,0,34,192
Multnomah,4509,Governor,,REP,Bob Forthan,313,4,0,51,258
Multnomah,4510,Governor,,REP,Bob Forthan,345,4,0,50,291
Multnomah,4511,Governor,,REP,Bob Forthan,233,1,0,31,201
Multnomah,4512,Governor,,REP,Bob Forthan,64,0,0,8,56
Multnomah,4601,Governor,,REP,Bob Forthan,558,4,0,70,484
Multnomah,4602,Governor,,REP,Bob Forthan,283,2,0,49,232
Multnomah,4604,Governor,,REP,Bob Forthan,383,5,0,48,330
Multnomah,4605,Governor,,REP,Bob Forthan,282,6,0,49,227
Multnomah,4606,Governor,,REP,Bob Forthan,507,3,0,76,428
Multnomah,4607,Governor,,REP,Bob Forthan,445,3,0,57,385
Multnomah,4608,Governor,,REP,Bob Forthan,74,3,0,10,61
Multnomah,4701,Governor,,REP,Bob Forthan,388,0,0,50,338
Multnomah,4702,Governor,,REP,Bob Forthan,86,0,0,12,74
Multnomah,4703,Governor,,REP,Bob Forthan,346,4,0,57,285
Multnomah,4704,Governor,,REP,Bob Forthan,621,7,0,72,542
Multnomah,4705,Governor,,REP,Bob Forthan,527,7,0,65,455
Multnomah,4706,Governor,,REP,Bob Forthan,371,1,0,43,327
Multnomah,4707,Governor,,REP,Bob Forthan,205,2,0,34,169
Multnomah,4708,Governor,,REP,Bob Forthan,375,5,0,48,322
Multnomah,4709,Governor,,REP,Bob Forthan,230,3,0,24,203
Multnomah,4710,Governor,,REP,Bob Forthan,395,9,0,71,315
Multnomah,4801,Governor,,REP,Bob Forthan,183,1,0,18,164
Multnomah,4802,Governor,,REP,Bob Forthan,1,0,0,0,1
Multnomah,4803,Governor,,REP,Bob Forthan,371,7,0,44,320
Multnomah,4804,Governor,,REP,Bob Forthan,91,1,0,11,79
Multnomah,4805,Governor,,REP,Bob Forthan,69,2,0,5,62
Multnomah,4806,Governor,,REP,Bob Forthan,235,1,1,25,208
Multnomah,4807,Governor,,REP,Bob Forthan,254,4,0,41,209
Multnomah,4901,Governor,,REP,Bob Forthan,14,0,0,0,14
Multnomah,4902,Governor,,REP,Bob Forthan,6,0,0,1,5
Multnomah,4903,Governor,,REP,Bob Forthan,658,13,0,92,553
Multnomah,4904,Governor,,REP,Bob Forthan,1358,9,1,181,1167
Multnomah,4905,Governor,,REP,Bob Forthan,67,0,0,8,59
Multnomah,4906,Governor,,REP,Bob Forthan,153,0,0,15,138
Multnomah,4907,Governor,,REP,Bob Forthan,60,0,0,17,43
Multnomah,4908,Governor,,REP,Bob Forthan,377,6,0,49,322
Multnomah,4909,Governor,,REP,Bob Forthan,593,5,0,80,508
Multnomah,4910,Governor,,REP,Bob Forthan,449,8,1,53,387
Multnomah,4911,Governor,,REP,Bob Forthan,535,6,0,77,452
Multnomah,5001,Governor,,REP,Bob Forthan,410,6,0,63,341
Multnomah,5002,Governor,,REP,Bob Forthan,1052,14,0,139,899
Multnomah,5003,Governor,,REP,Bob Forthan,180,1,0,21,158
Multnomah,5004,Governor,,REP,Bob Forthan,1141,7,0,156,978
Multnomah,5006,Governor,,REP,Bob Forthan,686,5,0,83,598
Multnomah,5007,Governor,,REP,Bob Forthan,518,5,0,68,445
Multnomah,5008,Governor,,REP,Bob Forthan,707,5,0,114,588
Multnomah,5009,Governor,,REP,Bob Forthan,104,0,0,15,89
Multnomah,5101,Governor,,REP,Bob Forthan,73,1,0,11,61
Multnomah,5102,Governor,,REP,Bob Forthan,512,4,0,72,436
Multnomah,5103,Governor,,REP,Bob Forthan,291,1,0,31,259
Multnomah,5104,Governor,,REP,Bob Forthan,516,7,0,71,438
Multnomah,5105,Governor,,REP,Bob Forthan,88,2,0,10,76
Multnomah,5106,Governor,,REP,Bob Forthan,254,4,0,33,217
Multnomah,5107,Governor,,REP,Bob Forthan,178,1,1,29,147
Multnomah,5202,Governor,,REP,Bob Forthan,744,4,0,149,591
Multnomah,5203,Governor,,REP,Bob Forthan,478,3,0,58,417
Multnomah,5204,Governor,,REP,Bob Forthan,597,8,0,86,503
Multnomah,2701,Governor,,REP,Bud Pierce,124,31,0,20,73
Multnomah,2702,Governor,,REP,Bud Pierce,173,56,0,19,98
Multnomah,3101,Governor,,REP,Bud Pierce,143,42,0,24,77
Multnomah,3102,Governor,,REP,Bud Pierce,278,85,0,38,155
Multnomah,3103,Governor,,REP,Bud Pierce,103,27,0,13,63
Multnomah,3301,Governor,,REP,Bud Pierce,486,148,0,106,232
Multnomah,3303,Governor,,REP,Bud Pierce,434,134,0,77,223
Multnomah,3304,Governor,,REP,Bud Pierce,71,18,0,11,42
Multnomah,3501,Governor,,REP,Bud Pierce,122,43,0,19,60
Multnomah,3502,Governor,,REP,Bud Pierce,519,210,0,68,241
Multnomah,3602,Governor,,REP,Bud Pierce,284,87,0,54,143
Multnomah,3603,Governor,,REP,Bud Pierce,474,151,0,72,251
Multnomah,3604,Governor,,REP,Bud Pierce,42,19,0,9,14
Multnomah,3605,Governor,,REP,Bud Pierce,320,103,0,53,164
Multnomah,3606,Governor,,REP,Bud Pierce,121,39,0,15,67
Multnomah,3607,Governor,,REP,Bud Pierce,488,147,0,89,252
Multnomah,3608,Governor,,REP,Bud Pierce,413,128,0,76,209
Multnomah,3609,Governor,,REP,Bud Pierce,97,37,0,16,44
Multnomah,3610,Governor,,REP,Bud Pierce,332,105,0,58,169
Multnomah,3611,Governor,,REP,Bud Pierce,468,162,0,82,224
Multnomah,3612,Governor,,REP,Bud Pierce,295,95,0,52,148
Multnomah,3801,Governor,,REP,Bud Pierce,8,5,0,0,3
Multnomah,3802,Governor,,REP,Bud Pierce,898,308,0,127,463
Multnomah,3803,Governor,,REP,Bud Pierce,409,142,0,52,215
Multnomah,3804,Governor,,REP,Bud Pierce,103,44,0,18,41
Multnomah,3805,Governor,,REP,Bud Pierce,81,34,0,13,34
Multnomah,3806,Governor,,REP,Bud Pierce,273,110,0,36,127
Multnomah,3807,Governor,,REP,Bud Pierce,226,53,0,33,140
Multnomah,3808,Governor,,REP,Bud Pierce,11,4,0,1,6
Multnomah,4101,Governor,,REP,Bud Pierce,492,175,0,71,246
Multnomah,4102,Governor,,REP,Bud Pierce,313,116,0,45,152
Multnomah,4103,Governor,,REP,Bud Pierce,373,142,0,46,185
Multnomah,4203,Governor,,REP,Bud Pierce,176,56,0,39,81
Multnomah,4204,Governor,,REP,Bud Pierce,242,79,0,48,115
Multnomah,4205,Governor,,REP,Bud Pierce,139,53,0,23,63
Multnomah,4207,Governor,,REP,Bud Pierce,112,49,0,20,43
Multnomah,4208,Governor,,REP,Bud Pierce,84,36,0,12,36
Multnomah,4209,Governor,,REP,Bud Pierce,245,97,0,33,115
Multnomah,4210,Governor,,REP,Bud Pierce,478,170,0,78,230
Multnomah,4301,Governor,,REP,Bud Pierce,180,67,0,28,85
Multnomah,4302,Governor,,REP,Bud Pierce,287,105,0,42,140
Multnomah,4304,Governor,,REP,Bud Pierce,229,84,0,41,104
Multnomah,4305,Governor,,REP,Bud Pierce,399,165,0,67,167
Multnomah,4306,Governor,,REP,Bud Pierce,73,23,0,20,30
Multnomah,4310,Governor,,REP,Bud Pierce,166,56,0,38,72
Multnomah,4401,Governor,,REP,Bud Pierce,405,159,0,46,200
Multnomah,4402,Governor,,REP,Bud Pierce,576,200,0,89,287
Multnomah,4403,Governor,,REP,Bud Pierce,284,126,0,36,122
Multnomah,4404,Governor,,REP,Bud Pierce,445,174,0,59,212
Multnomah,4409,Governor,,REP,Bud Pierce,125,37,0,22,66
Multnomah,4501,Governor,,REP,Bud Pierce,653,220,0,98,335
Multnomah,4502,Governor,,REP,Bud Pierce,258,118,1,28,111
Multnomah,4503,Governor,,REP,Bud Pierce,200,72,0,36,92
Multnomah,4505,Governor,,REP,Bud Pierce,442,199,0,76,167
Multnomah,4506,Governor,,REP,Bud Pierce,298,129,0,39,130
Multnomah,4508,Governor,,REP,Bud Pierce,228,92,0,34,102
Multnomah,4509,Governor,,REP,Bud Pierce,313,120,0,51,142
Multnomah,4510,Governor,,REP,Bud Pierce,345,154,0,50,141
Multnomah,4511,Governor,,REP,Bud Pierce,233,91,0,31,111
Multnomah,4512,Governor,,REP,Bud Pierce,64,26,0,8,30
Multnomah,4601,Governor,,REP,Bud Pierce,558,236,0,70,252
Multnomah,4602,Governor,,REP,Bud Pierce,283,86,0,49,148
Multnomah,4604,Governor,,REP,Bud Pierce,383,150,0,48,185
Multnomah,4605,Governor,,REP,Bud Pierce,282,129,0,49,104
Multnomah,4606,Governor,,REP,Bud Pierce,507,213,0,76,218
Multnomah,4607,Governor,,REP,Bud Pierce,445,186,0,57,202
Multnomah,4608,Governor,,REP,Bud Pierce,74,25,0,10,39
Multnomah,4701,Governor,,REP,Bud Pierce,388,186,0,50,152
Multnomah,4702,Governor,,REP,Bud Pierce,86,31,1,12,42
Multnomah,4703,Governor,,REP,Bud Pierce,346,143,0,57,146
Multnomah,4704,Governor,,REP,Bud Pierce,621,259,0,72,290
Multnomah,4705,Governor,,REP,Bud Pierce,527,226,0,65,236
Multnomah,4706,Governor,,REP,Bud Pierce,371,165,0,43,163
Multnomah,4707,Governor,,REP,Bud Pierce,205,83,0,34,88
Multnomah,4708,Governor,,REP,Bud Pierce,375,142,0,48,185
Multnomah,4709,Governor,,REP,Bud Pierce,230,105,0,24,101
Multnomah,4710,Governor,,REP,Bud Pierce,395,164,0,71,160
Multnomah,4801,Governor,,REP,Bud Pierce,183,75,0,18,90
Multnomah,4802,Governor,,REP,Bud Pierce,1,0,0,0,1
Multnomah,4803,Governor,,REP,Bud Pierce,371,138,0,44,189
Multnomah,4804,Governor,,REP,Bud Pierce,91,33,0,11,47
Multnomah,4805,Governor,,REP,Bud Pierce,69,21,0,5,43
Multnomah,4806,Governor,,REP,Bud Pierce,235,119,1,25,90
Multnomah,4807,Governor,,REP,Bud Pierce,254,97,0,41,116
Multnomah,4901,Governor,,REP,Bud Pierce,14,11,0,0,3
Multnomah,4902,Governor,,REP,Bud Pierce,6,3,0,1,2
Multnomah,4903,Governor,,REP,Bud Pierce,658,255,0,92,311
Multnomah,4904,Governor,,REP,Bud Pierce,1358,555,1,181,621
Multnomah,4905,Governor,,REP,Bud Pierce,67,32,0,8,27
Multnomah,4906,Governor,,REP,Bud Pierce,153,70,0,15,68
Multnomah,4907,Governor,,REP,Bud Pierce,60,22,0,17,21
Multnomah,4908,Governor,,REP,Bud Pierce,377,165,0,49,163
Multnomah,4909,Governor,,REP,Bud Pierce,593,234,0,80,279
Multnomah,4910,Governor,,REP,Bud Pierce,449,209,1,53,186
Multnomah,4911,Governor,,REP,Bud Pierce,535,204,0,77,254
Multnomah,5001,Governor,,REP,Bud Pierce,410,166,0,63,181
Multnomah,5002,Governor,,REP,Bud Pierce,1052,471,0,139,442
Multnomah,5003,Governor,,REP,Bud Pierce,180,72,0,21,87
Multnomah,5004,Governor,,REP,Bud Pierce,1141,474,0,156,511
Multnomah,5006,Governor,,REP,Bud Pierce,686,326,0,83,277
Multnomah,5007,Governor,,REP,Bud Pierce,518,202,0,68,248
Multnomah,5008,Governor,,REP,Bud Pierce,707,276,0,114,317
Multnomah,5009,Governor,,REP,Bud Pierce,104,42,0,15,47
Multnomah,5101,Governor,,REP,Bud Pierce,73,24,0,11,38
Multnomah,5102,Governor,,REP,Bud Pierce,512,206,0,72,234
Multnomah,5103,Governor,,REP,Bud Pierce,291,128,0,31,132
Multnomah,5104,Governor,,REP,Bud Pierce,516,210,1,71,234
Multnomah,5105,Governor,,REP,Bud Pierce,88,28,0,10,50
Multnomah,5106,Governor,,REP,Bud Pierce,254,113,0,33,108
Multnomah,5107,Governor,,REP,Bud Pierce,178,67,1,29,81
Multnomah,5202,Governor,,REP,Bud Pierce,744,268,0,149,327
Multnomah,5203,Governor,,REP,Bud Pierce,478,194,0,58,226
Multnomah,5204,Governor,,REP,Bud Pierce,597,220,0,86,291
Multnomah,2701,Governor,,REP,Allen Alley,124,59,0,20,45
Multnomah,2702,Governor,,REP,Allen Alley,173,81,0,19,73
Multnomah,3101,Governor,,REP,Allen Alley,143,56,0,24,63
Multnomah,3102,Governor,,REP,Allen Alley,278,110,0,38,130
Multnomah,3103,Governor,,REP,Allen Alley,103,39,0,13,51
Multnomah,3301,Governor,,REP,Allen Alley,486,157,0,106,223
Multnomah,3303,Governor,,REP,Allen Alley,434,182,0,77,175
Multnomah,3304,Governor,,REP,Allen Alley,71,33,0,11,27
Multnomah,3501,Governor,,REP,Allen Alley,122,40,0,19,63
