county,precinct,office,district,party,candidate,votes,,
Washington,Precinct 301,Voters,,,Registered,1896,,
Washington,Precinct 302,Voters,,,Registered,2561,,
Washington,Precinct 303,Voters,,,Registered,1083,,
Washington,Precinct 304,Voters,,,Registered,3286,,
Washington,Precinct 305,Voters,,,Registered,1067,,
Washington,Precinct 306,Voters,,,Registered,777,,
Washington,Precinct 307,Voters,,,Registered,1909,,
Washington,Precinct 308,Voters,,,Registered,168,,
Washington,Precinct 309,Voters,,,Registered,3680,,
Washington,Precinct 310,Voters,,,Registered,1772,,
Washington,Precinct 311,Voters,,,Registered,742,,
Washington,Precinct 312,Voters,,,Registered,839,,
Washington,Precinct 313,Voters,,,Registered,6,,
Washington,Precinct 314,Voters,,,Registered,335,,
Washington,Precinct 315,Voters,,,Registered,1029,,
Washington,Precinct 316,Voters,,,Registered,843,,
Washington,Precinct 317,Voters,,,Registered,1097,,
Washington,Precinct 318,Voters,,,Registered,3192,,
Washington,Precinct 319,Voters,,,Registered,7753,,
Washington,Precinct 320,Voters,,,Registered,3195,,
Washington,Precinct 321,Voters,,,Registered,357,,
Washington,Precinct 322,Voters,,,Registered,281,,
Washington,Precinct 323,Voters,,,Registered,27,,
Washington,Precinct 324,Voters,,,Registered,544,,
Washington,Precinct 325,Voters,,,Registered,4,,
Washington,Precinct 326,Voters,,,Registered,2036,,
Washington,Precinct 327,Voters,,,Registered,4188,,
Washington,Precinct 328,Voters,,,Registered,2178,,
Washington,Precinct 329,Voters,,,Registered,8459,,
Washington,Precinct 330,Voters,,,Registered,1677,,
Washington,Precinct 331,Voters,,,Registered,2791,,
Washington,Precinct 332,Voters,,,Registered,3193,,
Washington,Precinct 333,Voters,,,Registered,4628,,
Washington,Precinct 334,Voters,,,Registered,158,,
Washington,Precinct 335,Voters,,,Registered,4978,,
Washington,Precinct 336,Voters,,,Registered,3229,,
Washington,Precinct 337,Voters,,,Registered,4788,,
Washington,Precinct 338,Voters,,,Registered,5620,,
Washington,Precinct 339,Voters,,,Registered,6358,,
Washington,Precinct 340,Voters,,,Registered,6900,,
Washington,Precinct 341,Voters,,,Registered,374,,
Washington,Precinct 342,Voters,,,Registered,66,,
Washington,Precinct 343,Voters,,,Registered,5122,,
Washington,Precinct 344,Voters,,,Registered,5034,,
Washington,Precinct 345,Voters,,,Registered,30,,
Washington,Precinct 346,Voters,,,Registered,318,,
Washington,Precinct 347,Voters,,,Registered,66,,
Washington,Precinct 348,Voters,,,Registered,32,,
Washington,Precinct 349,Voters,,,Registered,3155,,
