county,precinct,office,district,party,candidate,votes,
Josephine,1 Highland GP,U.S. House,2,REP,Greg Walden,724,
Josephine,1 Highland GP,U.S. House,2,REP,Write-in,3,
Josephine,1 Highland GP,Governor,,DEM,Kate Brown,567,
Josephine,1 Highland GP,Governor,,DEM,Julian Bell,67,
Josephine,1 Highland GP,Governor,,DEM,Chet Chance,8,
Josephine,1 Highland GP,Governor,,DEM,Kevin Forsythe,8,
Josephine,1 Highland GP,Governor,,DEM,Dave Stauffer,20,
Josephine,1 Highland GP,Governor,,DEM,Steve Johnson,8,
Josephine,1 Highland GP,Governor,,DEM,Write-in,9,
Josephine,1 Highland GP,Governor,,IND,Patrick Barney,12,
Josephine,1 Highland GP,Governor,,IND,Cliff Thomason,25,
Josephine,1 Highland GP,Governor,,IND,Write-in,26,
Josephine,1 Highland GP,Governor,,REP,Bruce Cuff,108,
Josephine,1 Highland GP,Governor,,REP,Bob Niemeyer,96,
Josephine,1 Highland GP,Governor,,REP,Bob Fortran,15,
Josephine,1 Highland GP,Governor,,REP,Bud Pierce,426,
Josephine,1 Highland GP,Governor,,REP,Allen Alley,139,
Josephine,1 Highland GP,Governor,,REP,Write-in,14,
Josephine,1 Highland GP,Secretary,,DEM,Richard Devlin,138,
Josephine,1 Highland GP,Secretary,,DEM,Brad Avakian,200,
Josephine,1 Highland GP,Secretary,,DEM,Val Hoyle,220,
Josephine,1 Highland GP,Secretary,,DEM,Write-in,8,
Josephine,1 Highland GP,Secretary,,IND,Paul Wells,32,
Josephine,1 Highland GP,Secretary,,IND,Write-in,32,
Josephine,1 Highland GP,Secretary,,REP,Dennis Richardson,717,
Josephine,1 Highland GP,Secretary,,REP,Sid Leiken,110,
Josephine,1 Highland GP,Secretary,,REP,Write-in,4,
Josephine,1 Highland GP,Treasurer,,DEM,Tobias Read,463,
Josephine,1 Highland GP,Treasurer,,DEM,Write-in,13,
Josephine,1 Highland GP,Treasurer,,IND,Chris Telfer,50,
Josephine,1 Highland GP,Treasurer,,IND,Write-in,11,
Josephine,1 Highland GP,Treasurer,,REP,Jeff Gudman,616,
Josephine,1 Highland GP,Treasurer,,REP,Write-in,3,
Josephine,1 Highland GP,Attorney,,DEM,Ellen Rosenblum,485,
Josephine,1 Highland GP,Attorney,,DEM,Write-in,9,
Josephine,1 Highland GP,Attorney,,IND,Write-in,25,
Josephine,1 Highland GP,Attorney,,REP,Daniel Crowe,573,
Josephine,1 Highland GP,Attorney,,REP,Write-in,4,
Josephine,1 Highland GP,State Senate,2,DEM,Write-in,49,
Josephine,1 Highland GP,State Senate,2,IND,Write-in,19,
Josephine,1 Highland GP,State Senate,2,REP,Herman Baertshiger,644,
Josephine,1 Highland GP,State Senate,2,REP,Write-in,3,
Josephine,1 Highland GP,State House,3,DEM,Tom Johnson,411,
Josephine,1 Highland GP,State House,3,DEM,Write-in,6,
Josephine,1 Highland GP,State House,3,IND,Write-in,23,
Josephine,1 Highland GP,State House,3,REP,Carl Wilson,772,
Josephine,1 Highland GP,State House,3,REP,Write-in,5,
Josephine,2 Greenwood S GP,Voters,,DEM,Registered,1304,
Josephine,2 Greenwood S GP,Voters,,DEM,Ballots,822,
Josephine,2 Greenwood S GP,Voters,,IND,Registered,370,
Josephine,2 Greenwood S GP,Voters,,IND,Ballots,160,
Josephine,2 Greenwood S GP,Voters,,REP,Registered,2140,
Josephine,2 Greenwood S GP,Voters,,REP,Ballots,1334,
Josephine,2 Greenwood S GP,President,,DEM,Hillary Clinton,367,
Josephine,2 Greenwood S GP,President,,DEM,Bernie Sanders,399,
Josephine,2 Greenwood S GP,President,,DEM,Write-in,31,
Josephine,2 Greenwood S GP,President,,IND,Write-in,85,
Josephine,2 Greenwood S GP,President,,REP,Ted Cruz,165,
Josephine,2 Greenwood S GP,President,,REP,John Kasich,139,
Josephine,2 Greenwood S GP,President,,REP,Donald Trump,930,
Josephine,2 Greenwood S GP,President,,REP,Write-in,55,
Josephine,2 Greenwood S GP,U.S. Senate,,DEM,Ron Wyden,582,
Josephine,2 Greenwood S GP,U.S. Senate,,DEM,Paul Weaver,36,
Josephine,2 Greenwood S GP,U.S. Senate,,DEM,Kevin Stine,114,
Josephine,2 Greenwood S GP,U.S. Senate,,DEM,Write-in,4,
Josephine,2 Greenwood S GP,U.S. Senate,,IND,Steven Reynolds,38,
Josephine,2 Greenwood S GP,U.S. Senate,,IND,Marvin Sandnes,17,
Josephine,2 Greenwood S GP,U.S. Senate,,IND,Write-in,31,
Josephine,2 Greenwood S GP,U.S. Senate,,REP,Sam Carpenter,304,
Josephine,2 Greenwood S GP,U.S. Senate,,REP,Mark Callahan,422,
Josephine,2 Greenwood S GP,U.S. Senate,,REP,Faye Stewart,122,
Josephine,2 Greenwood S GP,U.S. Senate,,REP,Dan Laschober,153,
Josephine,2 Greenwood S GP,U.S. Senate,,REP,Write-in,14,
Josephine,2 Greenwood S GP,U.S. House,2,DEM,James Crary,479,
Josephine,2 Greenwood S GP,U.S. House,2,DEM,Write-in,13,
Josephine,2 Greenwood S GP,U.S. House,2,IND,Write-in,33,
Josephine,2 Greenwood S GP,U.S. House,2,REP,Paul Romero,235,
Josephine,2 Greenwood S GP,U.S. House,2,REP,Greg Walden,972,
Josephine,2 Greenwood S GP,U.S. House,2,REP,Write-in,6,
Josephine,2 Greenwood S GP,Governor,,DEM,Kate Brown,582,
Josephine,2 Greenwood S GP,Governor,,DEM,Julian Bell,49,
Josephine,2 Greenwood S GP,Governor,,DEM,Chet Chance,12,
Josephine,2 Greenwood S GP,Governor,,DEM,Kevin Forsythe,21,
Josephine,2 Greenwood S GP,Governor,,DEM,Dave Stauffer,25,
Josephine,2 Greenwood S GP,Governor,,DEM,Steve Johnson,25,
Josephine,2 Greenwood S GP,Governor,,DEM,Write-in,18,
Josephine,2 Greenwood S GP,Governor,,IND,Patrick Barney,31,
Josephine,2 Greenwood S GP,Governor,,IND,Cliff Thomason,29,
Josephine,2 Greenwood S GP,Governor,,IND,Write-in,36,
Josephine,2 Greenwood S GP,Governor,,REP,Bruce Cuff,156,
Josephine,2 Greenwood S GP,Governor,,REP,Bob Niemeyer,144,
Josephine,2 Greenwood S GP,Governor,,REP,Bob Fortran,16,
Josephine,2 Greenwood S GP,Governor,,REP,Bud Pierce,550,
Josephine,2 Greenwood S GP,Governor,,REP,Allen Alley,220,
Josephine,2 Greenwood S GP,Governor,,REP,Write-in,21,
Josephine,2 Greenwood S GP,Secretary,,DEM,Richard Devlin,216,
Josephine,2 Greenwood S GP,Secretary,,DEM,Brad Avakian,167,
Josephine,2 Greenwood S GP,Secretary,,DEM,Val Hoyle,218,
Josephine,2 Greenwood S GP,Secretary,,DEM,Write-in,6,
Josephine,2 Greenwood S GP,Secretary,,IND,Paul Wells,57,
Josephine,2 Greenwood S GP,Secretary,,IND,Write-in,24,
Josephine,2 Greenwood S GP,Secretary,,REP,Dennis Richardson,973,
Josephine,2 Greenwood S GP,Secretary,,REP,Sid Leiken,167,
Josephine,2 Greenwood S GP,Secretary,,REP,Write-in,7,
Josephine,2 Greenwood S GP,Treasurer,,DEM,Tobias Read,529,
Josephine,2 Greenwood S GP,Treasurer,,DEM,Write-in,12,
Josephine,2 Greenwood S GP,Treasurer,,IND,Chris Telfer,69,
Josephine,2 Greenwood S GP,Treasurer,,IND,Write-in,9,
Josephine,2 Greenwood S GP,Treasurer,,REP,Jeff Gudman,806,
Josephine,2 Greenwood S GP,Treasurer,,REP,Write-in,22,
Josephine,2 Greenwood S GP,Attorney,,DEM,Ellen Rosenblum,526,
Josephine,2 Greenwood S GP,Attorney,,DEM,Write-in,8,
Josephine,2 Greenwood S GP,Attorney,,IND,Write-in,24,
Josephine,2 Greenwood S GP,Attorney,,REP,Daniel Crowe,753,
Josephine,2 Greenwood S GP,Attorney,,REP,Write-in,18,
Josephine,2 Greenwood S GP,State Senate,2,DEM,Write-in,52,
Josephine,2 Greenwood S GP,State Senate,2,IND,Write-in,21,
Josephine,2 Greenwood S GP,State Senate,2,REP,Herman Baertshiger,841,
Josephine,2 Greenwood S GP,State Senate,2,REP,Write-in,17,
Josephine,2 Greenwood S GP,State House,3,DEM,Tom Johnson,464,
Josephine,2 Greenwood S GP,State House,3,DEM,Write-in,8,
Josephine,2 Greenwood S GP,State House,3,IND,Write-in,22,
Josephine,2 Greenwood S GP,State House,3,REP,Carl Wilson,1018,
Josephine,2 Greenwood S GP,State House,3,REP,Write-in,11,
Josephine,3 Lincoln GP,Voters,,DEM,Registered,475,
Josephine,3 Lincoln GP,Voters,,DEM,Ballots,323,
Josephine,3 Lincoln GP,Voters,,IND,Registered,111,
Josephine,3 Lincoln GP,Voters,,IND,Ballots,57,
Josephine,3 Lincoln GP,Voters,,REP,Registered,716,
Josephine,3 Lincoln GP,Voters,,REP,Ballots,462,
Josephine,3 Lincoln GP,President,,DEM,Hillary Clinton,136,
Josephine,3 Lincoln GP,President,,DEM,Bernie Sanders,166,
Josephine,3 Lincoln GP,President,,DEM,Write-in,9,
Josephine,3 Lincoln GP,President,,IND,Write-in,23,
Josephine,3 Lincoln GP,President,,REP,Ted Cruz,80,
Josephine,3 Lincoln GP,President,,REP,John Kasich,53,
Josephine,3 Lincoln GP,President,,REP,Donald Trump,294,
Josephine,3 Lincoln GP,President,,REP,Write-in,13,
Josephine,3 Lincoln GP,U.S. Senate,,DEM,Ron Wyden,245,
Josephine,3 Lincoln GP,U.S. Senate,,DEM,Paul Weaver,10,
Josephine,3 Lincoln GP,U.S. Senate,,DEM,Kevin Stine,38,
Josephine,3 Lincoln GP,U.S. Senate,,DEM,Write-in,2,
Josephine,3 Lincoln GP,U.S. Senate,,IND,Steven Reynolds,10,
Josephine,3 Lincoln GP,U.S. Senate,,IND,Marvin Sandnes,3,
Josephine,3 Lincoln GP,U.S. Senate,,IND,Write-in,10,
Josephine,3 Lincoln GP,U.S. Senate,,REP,Sam Carpenter,103,
Josephine,3 Lincoln GP,U.S. Senate,,REP,Mark Callahan,143,
Josephine,3 Lincoln GP,U.S. Senate,,REP,Faye Stewart,55,
Josephine,3 Lincoln GP,U.S. Senate,,REP,Dan Laschober,38,
Josephine,3 Lincoln GP,U.S. Senate,,REP,Write-in,1,
Josephine,3 Lincoln GP,U.S. House,2,DEM,James Crary,180,
Josephine,3 Lincoln GP,U.S. House,2,DEM,Write-in,8,
Josephine,3 Lincoln GP,U.S. House,2,IND,Write-in,14,
Josephine,3 Lincoln GP,U.S. House,2,REP,Paul Romero,87,
Josephine,3 Lincoln GP,U.S. House,2,REP,Greg Walden,327,
Josephine,3 Lincoln GP,U.S. House,2,REP,Write-in,1,
Josephine,3 Lincoln GP,Governor,,DEM,Kate Brown,234,
Josephine,3 Lincoln GP,Governor,,DEM,Julian Bell,18,
Josephine,3 Lincoln GP,Governor,,DEM,Chet Chance,2,
Josephine,3 Lincoln GP,Governor,,DEM,Kevin Forsythe,4,
Josephine,3 Lincoln GP,Governor,,DEM,Dave Stauffer,17,
Josephine,3 Lincoln GP,Governor,,DEM,Steve Johnson,8,
Josephine,3 Lincoln GP,Governor,,DEM,Write-in,8,
Josephine,3 Lincoln GP,Governor,,IND,Patrick Barney,4,
Josephine,3 Lincoln GP,Governor,,IND,Cliff Thomason,14,
Josephine,3 Lincoln GP,Governor,,IND,Write-in,17,
Josephine,3 Lincoln GP,Governor,,REP,Bruce Cuff,56,
Josephine,3 Lincoln GP,Governor,,REP,Bob Niemeyer,47,
Josephine,3 Lincoln GP,Governor,,REP,Bob Fortran,5,
Josephine,3 Lincoln GP,Governor,,REP,Bud Pierce,196,
Josephine,3 Lincoln GP,Governor,,REP,Allen Alley,78,
Josephine,3 Lincoln GP,Governor,,REP,Write-in,2,
Josephine,3 Lincoln GP,Secretary,,DEM,Richard Devlin,69,
Josephine,3 Lincoln GP,Secretary,,DEM,Brad Avakian,70,
Josephine,3 Lincoln GP,Secretary,,DEM,Val Hoyle,109,
Josephine,3 Lincoln GP,Secretary,,DEM,Write-in,5,
Josephine,3 Lincoln GP,Secretary,,IND,Paul Wells,10,
Josephine,3 Lincoln GP,Secretary,,IND,Write-in,12,
Josephine,3 Lincoln GP,Secretary,,REP,Dennis Richardson,333,
Josephine,3 Lincoln GP,Secretary,,REP,Sid Leiken,55,
Josephine,3 Lincoln GP,Secretary,,REP,Write-in,1,
Josephine,3 Lincoln GP,Treasurer,,DEM,Tobias Read,204,
Josephine,3 Lincoln GP,Treasurer,,DEM,Write-in,7,
Josephine,3 Lincoln GP,Treasurer,,IND,Chris Telfer,18,
Josephine,3 Lincoln GP,Treasurer,,IND,Write-in,6,
Josephine,3 Lincoln GP,Treasurer,,REP,Jeff Gudman,267,
Josephine,3 Lincoln GP,Treasurer,,REP,Write-in,2,
Josephine,3 Lincoln GP,Attorney,,DEM,Ellen Rosenblum,203,
Josephine,3 Lincoln GP,Attorney,,DEM,Write-in,5,
Josephine,3 Lincoln GP,Attorney,,IND,Write-in,11,
Josephine,3 Lincoln GP,Attorney,,REP,Daniel Crowe,242,
Josephine,3 Lincoln GP,Attorney,,REP,Write-in,0,
Josephine,3 Lincoln GP,State Senate,2,DEM,Write-in,17,
Josephine,3 Lincoln GP,State Senate,2,IND,Write-in,11,
Josephine,3 Lincoln GP,State Senate,2,REP,Herman Baertshiger,280,
Josephine,3 Lincoln GP,State Senate,2,REP,Write-in,2,
Josephine,3 Lincoln GP,State House,3,DEM,Tom Johnson,173,
Josephine,3 Lincoln GP,State House,3,DEM,Write-in,8,
Josephine,3 Lincoln GP,State House,3,IND,Write-in,9,
Josephine,3 Lincoln GP,State House,3,REP,Carl Wilson,362,
Josephine,3 Lincoln GP,State House,3,REP,Write-in,0,
Josephine,4 Central GP,Voters,,DEM,Registered,485,
Josephine,4 Central GP,Voters,,DEM,Ballots,318,
Josephine,4 Central GP,Voters,,IND,Registered,125,
Josephine,4 Central GP,Voters,,IND,Ballots,52,
Josephine,4 Central GP,Voters,,REP,Registered,559,
Josephine,4 Central GP,Voters,,REP,Ballots,356,
Josephine,4 Central GP,President,,DEM,Hillary Clinton,142,
Josephine,4 Central GP,President,,DEM,Bernie Sanders,162,
Josephine,4 Central GP,President,,DEM,Write-in,10,
Josephine,4 Central GP,President,,IND,Write-in,31,
Josephine,4 Central GP,President,,REP,Ted Cruz,53,
Josephine,4 Central GP,President,,REP,John Kasich,43,
Josephine,4 Central GP,President,,REP,Donald Trump,230,
Josephine,4 Central GP,President,,REP,Write-in,15,
Josephine,4 Central GP,U.S. Senate,,DEM,Ron Wyden,237,
Josephine,4 Central GP,U.S. Senate,,DEM,Paul Weaver,13,
Josephine,4 Central GP,U.S. Senate,,DEM,Kevin Stine,37,
Josephine,4 Central GP,U.S. Senate,,DEM,Write-in,0,
Josephine,4 Central GP,U.S. Senate,,IND,Steven Reynolds,15,
Josephine,4 Central GP,U.S. Senate,,IND,Marvin Sandnes,6,
Josephine,4 Central GP,U.S. Senate,,IND,Write-in,14,
Josephine,4 Central GP,U.S. Senate,,REP,Sam Carpenter,83,
Josephine,4 Central GP,U.S. Senate,,REP,Mark Callahan,116,
Josephine,4 Central GP,U.S. Senate,,REP,Faye Stewart,34,
Josephine,4 Central GP,U.S. Senate,,REP,Dan Laschober,30,
Josephine,4 Central GP,U.S. Senate,,REP,Write-in,4,
Josephine,4 Central GP,U.S. House,2,DEM,James Crary,179,
Josephine,4 Central GP,U.S. House,2,DEM,Write-in,6,
Josephine,4 Central GP,U.S. House,2,IND,Write-in,16,
Josephine,4 Central GP,U.S. House,2,REP,Paul Romero,77,
Josephine,4 Central GP,U.S. House,2,REP,Greg Walden,248,
Josephine,4 Central GP,U.S. House,2,REP,Write-in,2,
Josephine,4 Central GP,Governor,,DEM,Kate Brown,215,
Josephine,4 Central GP,Governor,,DEM,Julian Bell,24,
Josephine,4 Central GP,Governor,,DEM,Chet Chance,5,
Josephine,4 Central GP,Governor,,DEM,Kevin Forsythe,7,
Josephine,4 Central GP,Governor,,DEM,Dave Stauffer,14,
Josephine,4 Central GP,Governor,,DEM,Steve Johnson,5,
Josephine,4 Central GP,Governor,,DEM,Write-in,5,
Josephine,4 Central GP,Governor,,IND,Patrick Barney,11,
Josephine,4 Central GP,Governor,,IND,Cliff Thomason,13,
Josephine,4 Central GP,Governor,,IND,Write-in,13,
Josephine,4 Central GP,Governor,,REP,Bruce Cuff,53,
Josephine,4 Central GP,Governor,,REP,Bob Niemeyer,36,
Josephine,4 Central GP,Governor,,REP,Bob Fortran,14,
Josephine,4 Central GP,Governor,,REP,Bud Pierce,131,
Josephine,4 Central GP,Governor,,REP,Allen Alley,54,
Josephine,4 Central GP,Governor,,REP,Write-in,8,
Josephine,4 Central GP,Secretary,,DEM,Richard Devlin,68,
Josephine,4 Central GP,Secretary,,DEM,Brad Avakian,54,
Josephine,4 Central GP,Secretary,,DEM,Val Hoyle,112,
Josephine,4 Central GP,Secretary,,DEM,Write-in,3,
Josephine,4 Central GP,Secretary,,IND,Paul Wells,26,
Josephine,4 Central GP,Secretary,,IND,Write-in,8,
Josephine,4 Central GP,Secretary,,REP,Dennis Richardson,257,
Josephine,4 Central GP,Secretary,,REP,Sid Leiken,45,
Josephine,4 Central GP,Secretary,,REP,Write-in,3,
Josephine,4 Central GP,Treasurer,,DEM,Tobias Read,198,
Josephine,4 Central GP,Treasurer,,DEM,Write-in,5,
Josephine,4 Central GP,Treasurer,,IND,Chris Telfer,27,
Josephine,4 Central GP,Treasurer,,IND,Write-in,6,
Josephine,4 Central GP,Treasurer,,REP,Jeff Gudman,224,
Josephine,4 Central GP,Treasurer,,REP,Write-in,4,
Josephine,4 Central GP,Attorney,,DEM,Ellen Rosenblum,206,
Josephine,4 Central GP,Attorney,,DEM,Write-in,2,
Josephine,4 Central GP,Attorney,,IND,Write-in,14,
Josephine,4 Central GP,Attorney,,REP,Daniel Crowe,211,
Josephine,4 Central GP,Attorney,,REP,Write-in,6,
Josephine,4 Central GP,State Senate,2,DEM,Write-in,12,
Josephine,4 Central GP,State Senate,2,IND,Write-in,10,
Josephine,4 Central GP,State Senate,2,REP,Herman Baertshiger,227,
Josephine,4 Central GP,State Senate,2,REP,Write-in,2,
Josephine,4 Central GP,State House,3,DEM,Tom Johnson,182,
Josephine,4 Central GP,State House,3,DEM,Write-in,4,
Josephine,4 Central GP,State House,3,IND,Write-in,15,
Josephine,4 Central GP,State House,3,REP,Carl Wilson,278,
Josephine,4 Central GP,State House,3,REP,Write-in,3,
Josephine,5 Riverside GP,Voters,,DEM,Registered,485,
Josephine,5 Riverside GP,Voters,,DEM,Ballots,294,
Josephine,5 Riverside GP,Voters,,IND,Registered,116,
Josephine,5 Riverside GP,Voters,,IND,Ballots,45,
Josephine,5 Riverside GP,Voters,,REP,Registered,591,
Josephine,5 Riverside GP,Voters,,REP,Ballots,352,
Josephine,5 Riverside GP,President,,DEM,Hillary Clinton,120,
Josephine,5 Riverside GP,President,,DEM,Bernie Sanders,157,
Josephine,5 Riverside GP,President,,DEM,Write-in,11,
Josephine,5 Riverside GP,President,,IND,Write-in,25,
Josephine,5 Riverside GP,President,,REP,Ted Cruz,51,
Josephine,5 Riverside GP,President,,REP,John Kasich,39,
Josephine,5 Riverside GP,President,,REP,Donald Trump,229,
Josephine,5 Riverside GP,President,,REP,Write-in,17,
Josephine,5 Riverside GP,U.S. Senate,,DEM,Ron Wyden,199,
Josephine,5 Riverside GP,U.S. Senate,,DEM,Paul Weaver,8,
Josephine,5 Riverside GP,U.S. Senate,,DEM,Kevin Stine,45,
Josephine,5 Riverside GP,U.S. Senate,,DEM,Write-in,5,
Josephine,5 Riverside GP,U.S. Senate,,IND,Steven Reynolds,11,
Josephine,5 Riverside GP,U.S. Senate,,IND,Marvin Sandnes,4,
Josephine,5 Riverside GP,U.S. Senate,,IND,Write-in,11,
Josephine,5 Riverside GP,U.S. Senate,,REP,Sam Carpenter,77,
Josephine,5 Riverside GP,U.S. Senate,,REP,Mark Callahan,132,
Josephine,5 Riverside GP,U.S. Senate,,REP,Faye Stewart,23,
Josephine,5 Riverside GP,U.S. Senate,,REP,Dan Laschober,31,
Josephine,5 Riverside GP,U.S. Senate,,REP,Write-in,5,
Josephine,5 Riverside GP,U.S. House,2,DEM,James Crary,157,
Josephine,5 Riverside GP,U.S. House,2,DEM,Write-in,6,
Josephine,5 Riverside GP,U.S. House,2,IND,Write-in,14,
Josephine,5 Riverside GP,U.S. House,2,REP,Paul Romero,76,
Josephine,5 Riverside GP,U.S. House,2,REP,Greg Walden,238,
Josephine,5 Riverside GP,U.S. House,2,REP,Write-in,1,
Josephine,5 Riverside GP,Governor,,DEM,Kate Brown,198,
Josephine,5 Riverside GP,Governor,,DEM,Julian Bell,24,
Josephine,5 Riverside GP,Governor,,DEM,Chet Chance,4,
Josephine,5 Riverside GP,Governor,,DEM,Kevin Forsythe,5,
Josephine,5 Riverside GP,Governor,,DEM,Dave Stauffer,9,
Josephine,5 Riverside GP,Governor,,DEM,Steve Johnson,6,
Josephine,5 Riverside GP,Governor,,DEM,Write-in,10,
Josephine,5 Riverside GP,Governor,,IND,Patrick Barney,5,
Josephine,5 Riverside GP,Governor,,IND,Cliff Thomason,17,
Josephine,5 Riverside GP,Governor,,IND,Write-in,12,
Josephine,5 Riverside GP,Governor,,REP,Bruce Cuff,34,
Josephine,5 Riverside GP,Governor,,REP,Bob Niemeyer,42,
Josephine,5 Riverside GP,Governor,,REP,Bob Fortran,3,
Josephine,5 Riverside GP,Governor,,REP,Bud Pierce,150,
Josephine,5 Riverside GP,Governor,,REP,Allen Alley,60,
Josephine,5 Riverside GP,Governor,,REP,Write-in,9,
Josephine,5 Riverside GP,Secretary,,DEM,Richard Devlin,59,
Josephine,5 Riverside GP,Secretary,,DEM,Brad Avakian,66,
Josephine,5 Riverside GP,Secretary,,DEM,Val Hoyle,85,
Josephine,5 Riverside GP,Secretary,,DEM,Write-in,8,
Josephine,5 Riverside GP,Secretary,,IND,Paul Wells,18,
Josephine,5 Riverside GP,Secretary,,IND,Write-in,10,
Josephine,5 Riverside GP,Secretary,,REP,Dennis Richardson,250,
Josephine,5 Riverside GP,Secretary,,REP,Sid Leiken,48,
Josephine,5 Riverside GP,Secretary,,REP,Write-in,7,
Josephine,5 Riverside GP,Treasurer,,DEM,Tobias Read,180,
Josephine,5 Riverside GP,Treasurer,,DEM,Write-in,8,
Josephine,5 Riverside GP,Treasurer,,IND,Chris Telfer,21,
Josephine,5 Riverside GP,Treasurer,,IND,Write-in,6,
Josephine,5 Riverside GP,Treasurer,,REP,Jeff Gudman,217,
Josephine,5 Riverside GP,Treasurer,,REP,Write-in,7,
Josephine,5 Riverside GP,Attorney,,DEM,Ellen Rosenblum,182,
Josephine,5 Riverside GP,Attorney,,DEM,Write-in,6,
Josephine,5 Riverside GP,Attorney,,IND,Write-in,10,
Josephine,5 Riverside GP,Attorney,,REP,Daniel Crowe,192,
Josephine,5 Riverside GP,Attorney,,REP,Write-in,4,
Josephine,5 Riverside GP,State Senate,2,DEM,Write-in,24,
Josephine,5 Riverside GP,State Senate,2,IND,Write-in,7,
Josephine,5 Riverside GP,State Senate,2,REP,Herman Baertshiger,237,
Josephine,5 Riverside GP,State Senate,2,REP,Write-in,2,
Josephine,5 Riverside GP,State House,3,DEM,Tom Johnson,159,
Josephine,5 Riverside GP,State House,3,DEM,Write-in,7,
Josephine,5 Riverside GP,State House,3,IND,Write-in,9,
Josephine,5 Riverside GP,State House,3,REP,Carl Wilson,270,
Josephine,5 Riverside GP,State House,3,REP,Write-in,4,
Josephine,6 Webster GP,Voters,,DEM,Registered,281,
Josephine,6 Webster GP,Voters,,DEM,Ballots,191,
Josephine,6 Webster GP,Voters,,IND,Registered,64,
Josephine,6 Webster GP,Voters,,IND,Ballots,29,
Josephine,6 Webster GP,Voters,,REP,Registered,482,
Josephine,6 Webster GP,Voters,,REP,Ballots,337,
Josephine,6 Webster GP,President,,DEM,Hillary Clinton,78,
Josephine,6 Webster GP,President,,DEM,Bernie Sanders,90,
Josephine,6 Webster GP,President,,DEM,Write-in,14,
Josephine,6 Webster GP,President,,IND,Write-in,13,
Josephine,6 Webster GP,President,,REP,Ted Cruz,47,
Josephine,6 Webster GP,President,,REP,John Kasich,44,
Josephine,6 Webster GP,President,,REP,Donald Trump,223,
Josephine,6 Webster GP,President,,REP,Write-in,12,
Josephine,6 Webster GP,U.S. Senate,,DEM,Ron Wyden,141,
Josephine,6 Webster GP,U.S. Senate,,DEM,Paul Weaver,8,
Josephine,6 Webster GP,U.S. Senate,,DEM,Kevin Stine,22,
Josephine,6 Webster GP,U.S. Senate,,DEM,Write-in,0,
Josephine,6 Webster GP,U.S. Senate,,IND,Steven Reynolds,5,
Josephine,6 Webster GP,U.S. Senate,,IND,Marvin Sandnes,2,
Josephine,6 Webster GP,U.S. Senate,,IND,Write-in,9,
Josephine,6 Webster GP,U.S. Senate,,REP,Sam Carpenter,72,
Josephine,6 Webster GP,U.S. Senate,,REP,Mark Callahan,108,
Josephine,6 Webster GP,U.S. Senate,,REP,Faye Stewart,33,
Josephine,6 Webster GP,U.S. Senate,,REP,Dan Laschober,30,
Josephine,6 Webster GP,U.S. Senate,,REP,Write-in,1,
Josephine,6 Webster GP,U.S. House,2,DEM,James Crary,101,
Josephine,6 Webster GP,U.S. House,2,DEM,Write-in,8,
Josephine,6 Webster GP,U.S. House,2,IND,Write-in,8,
Josephine,6 Webster GP,U.S. House,2,REP,Paul Romero,57,
Josephine,6 Webster GP,U.S. House,2,REP,Greg Walden,250,
Josephine,6 Webster GP,U.S. House,2,REP,Write-in,1,
Josephine,6 Webster GP,Governor,,DEM,Kate Brown,130,
Josephine,6 Webster GP,Governor,,DEM,Julian Bell,11,
Josephine,6 Webster GP,Governor,,DEM,Chet Chance,1,
