county,precinct,office,district,candidate,party,votes
Crook,1,U.S. Senate,,Steven C Reynolds,IND,22
Crook,1,President,,Donald J Trump / Mike Pence,REP,309
Crook,1,U.S. House,2,Greg Walden,REP,354
Crook,1,President,,Hillary Clinton / Tim Kaine,DEM,122
Crook,1,U.S. House,2,James (Jim) Crary,DEM,104
Crook,1,U.S. Senate,,Ron Wyden,DEM,214
Crook,1,President,,Jill Stein / Ajamu Baraka,PGP,8
Crook,1,U.S. Senate,,Mark Callahan,REP,210
Crook,1,President,,Gary Johnson / Bill Weld,LBT,17
Crook,1,U.S. Senate,,Eric Navickas,PGP,1
Crook,1,U.S. Senate,,Jim Lindsay,LBT,6
Crook,1,U.S. Senate,,Shanti S Lewallen,WFP,14
Crook,1,U.S. Senate,,Write-ins,,1
Crook,1,U.S. House,2,Write-ins,,2
Crook,1,President,,Write-ins,,22
Crook,2,U.S. Senate,,Steven C Reynolds,IND,16
Crook,2,President,,Donald J Trump / Mike Pence,REP,256
Crook,2,U.S. House,2,Greg Walden,REP,309
Crook,2,President,,Hillary Clinton / Tim Kaine,DEM,102
Crook,2,U.S. House,2,James (Jim) Crary,DEM,76
Crook,2,U.S. Senate,,Ron Wyden,DEM,177
Crook,2,President,,Jill Stein / Ajamu Baraka,PGP,5
Crook,2,U.S. Senate,,Mark Callahan,REP,175
Crook,2,President,,Gary Johnson / Bill Weld,LBT,27
Crook,2,U.S. Senate,,Eric Navickas,PGP,6
Crook,2,U.S. Senate,,Jim Lindsay,LBT,5
Crook,2,U.S. Senate,,Shanti S Lewallen,WFP,15
Crook,2,U.S. Senate,,Write-ins,,1
Crook,2,U.S. House,2,Write-ins,,2
Crook,2,President,,Write-ins,,15
Crook,3,U.S. Senate,,Steven C Reynolds,IND,5
Crook,3,President,,Donald J Trump / Mike Pence,REP,125
Crook,3,U.S. House,2,Greg Walden,REP,151
Crook,3,President,,Hillary Clinton / Tim Kaine,DEM,57
Crook,3,U.S. House,2,James (Jim) Crary,DEM,39
Crook,3,U.S. Senate,,Ron Wyden,DEM,97
Crook,3,President,,Jill Stein / Ajamu Baraka,PGP,4
Crook,3,U.S. Senate,,Mark Callahan,REP,69
