county,precinct,office,party,district,candidate,votes
Wheeler,Fossil #1,Governor,D,,Pete Sorenson,14
Wheeler,Mitchell #3,Governor,D,,Pete Sorenson,7
Wheeler,Spray #4,Governor,D,,Pete Sorenson,4
Wheeler,Fossil #1,Governor,D,,Ted Kulongoski,40
Wheeler,Mitchell #3,Governor,D,,Ted Kulongoski,25
Wheeler,Spray #4,Governor,D,,Ted Kulongoski,17
Wheeler,Fossil #1,Governor,D,,Jim Hill,23
Wheeler,Mitchell #3,Governor,D,,Jim Hill,21
Wheeler,Spray #4,Governor,D,,Jim Hill,13
Wheeler,Fossil #1,Governor,D,,Write-ins,3
Wheeler,Mitchell #3,Governor,D,,Write-ins,2
Wheeler,Spray #4,Governor,D,,Write-ins,1
Wheeler,Fossil #1,Governor,D,,Over Votes,1
Wheeler,Mitchell #3,Governor,D,,Over Votes,0
Wheeler,Spray #4,Governor,D,,Over Votes,0
Wheeler,Fossil #1,Governor,D,,Under Votes,7
Wheeler,Mitchell #3,Governor,D,,Under Votes,3
Wheeler,Spray #4,Governor,D,,Under Votes,4
Wheeler,Fossil #1,U.S. House,D,2,Charles H. Butcher III,6
Wheeler,Mitchell #3,U.S. House,D,2,Charles H. Butcher III,3
Wheeler,Spray #4,U.S. House,D,2,Charles H. Butcher III,1
Wheeler,Fossil #1,U.S. House,D,2,Scott Silver,14
Wheeler,Mitchell #3,U.S. House,D,2,Scott Silver,11
Wheeler,Spray #4,U.S. House,D,2,Scott Silver,11
Wheeler,Fossil #1,U.S. House,D,2,Dan Davis,16
Wheeler,Mitchell #3,U.S. House,D,2,Dan Davis,14
Wheeler,Spray #4,U.S. House,D,2,Dan Davis,9
Wheeler,Fossil #1,U.S. House,D,2,Carol Voisin,27
Wheeler,Mitchell #3,U.S. House,D,2,Carol Voisin,12
Wheeler,Spray #4,U.S. House,D,2,Carol Voisin,7
Wheeler,Fossil #1,U.S. House,D,2,Write-ins,4
Wheeler,Mitchell #3,U.S. House,D,2,Write-ins,1
Wheeler,Spray #4,U.S. House,D,2,Write-ins,2
Wheeler,Fossil #1,U.S. House,D,2,Over Votes,0
Wheeler,Mitchell #3,U.S. House,D,2,Over Votes,0
Wheeler,Spray #4,U.S. House,D,2,Over Votes,0
Wheeler,Fossil #1,U.S. House,D,2,Under Votes,21
Wheeler,Mitchell #3,U.S. House,D,2,Under Votes,17
Wheeler,Spray #4,U.S. House,D,2,Under Votes,9
Wheeler,Fossil #1,State House,D,59,Jim Gilbertson,59
Wheeler,Mitchell #3,State House,D,59,Jim Gilbertson,38
Wheeler,Spray #4,State House,D,59,Jim Gilbertson,24
Wheeler,Fossil #1,State House,D,59,Write-ins,4
Wheeler,Mitchell #3,State House,D,59,Write-ins,0
Wheeler,Spray #4,State House,D,59,Write-ins,0
Wheeler,Fossil #1,State House,D,59,Over Votes,0
Wheeler,Mitchell #3,State House,D,59,Over Votes,0
Wheeler,Spray #4,State House,D,59,Over Votes,0
Wheeler,Fossil #1,State House,D,59,Under Votes,25
Wheeler,Mitchell #3,State House,D,59,Under Votes,20
Wheeler,Spray #4,State House,D,59,Under Votes,15
Wheeler,Fossil #1,U.S. House,R,2,Greg Walden,95
Wheeler,Mitchell #3,U.S. House,R,2,Greg Walden,64
Wheeler,Spray #4,U.S. House,R,2,Greg Walden,50
Wheeler,Fossil #1,U.S. House,R,2,Paul A. Daghlian,2
Wheeler,Mitchell #3,U.S. House,R,2,Paul A. Daghlian,7
Wheeler,Spray #4,U.S. House,R,2,Paul A. Daghlian,10
Wheeler,Fossil #1,U.S. House,R,2,Write-ins,0
Wheeler,Mitchell #3,U.S. House,R,2,Write-ins,0
Wheeler,Spray #4,U.S. House,R,2,Write-ins,0
Wheeler,Fossil #1,U.S. House,R,2,Over Votes,1
Wheeler,Mitchell #3,U.S. House,R,2,Over Votes,0
Wheeler,Spray #4,U.S. House,R,2,Over Votes,1
Wheeler,Fossil #1,U.S. House,R,2,Under Votes,3
Wheeler,Mitchell #3,U.S. House,R,2,Under Votes,1
Wheeler,Spray #4,U.S. House,R,2,Under Votes,8
Wheeler,Fossil #1,Governor,R,,Kevin Mannix,34
Wheeler,Mitchell #3,Governor,R,,Kevin Mannix,17
Wheeler,Spray #4,Governor,R,,Kevin Mannix,10
Wheeler,Fossil #1,Governor,R,,W. Ames Curtwright,1
Wheeler,Mitchell #3,Governor,R,,W. Ames Curtwright,1
Wheeler,Spray #4,Governor,R,,W. Ames Curtwright,5
Wheeler,Fossil #1,Governor,R,,David W. Beem,2
Wheeler,Mitchell #3,Governor,R,,David W. Beem,0
Wheeler,Spray #4,Governor,R,,David W. Beem,0
Wheeler,Fossil #1,Governor,R,,Bob Leonard Fortham,0
Wheeler,Mitchell #3,Governor,R,,Bob Leonard Fortham,2
Wheeler,Spray #4,Governor,R,,Bob Leonard Fortham,0
Wheeler,Fossil #1,Governor,R,,Jason A. Atkinson,17
Wheeler,Mitchell #3,Governor,R,,Jason A. Atkinson,7
Wheeler,Spray #4,Governor,R,,Jason A. Atkinson,11
Wheeler,Fossil #1,Governor,R,,Ron Saxton,32
Wheeler,Mitchell #3,Governor,R,,Ron Saxton,35
Wheeler,Spray #4,Governor,R,,Ron Saxton,34
Wheeler,Fossil #1,Governor,R,,William E. Spidal,0
Wheeler,Mitchell #3,Governor,R,,William E. Spidal,0
Wheeler,Spray #4,Governor,R,,William E. Spidal,0
Wheeler,Fossil #1,Governor,R,,Gordon Leitch,3
Wheeler,Mitchell #3,Governor,R,,Gordon Leitch,0
Wheeler,Spray #4,Governor,R,,Gordon Leitch,0
Wheeler,Fossil #1,Governor,R,,Write-ins,1
Wheeler,Mitchell #3,Governor,R,,Write-ins,1
Wheeler,Spray #4,Governor,R,,Write-ins,1
Wheeler,Fossil #1,Governor,R,,Over Votes,0
Wheeler,Mitchell #3,Governor,R,,Over Votes,0
Wheeler,Spray #4,Governor,R,,Over Votes,1
Wheeler,Fossil #1,Governor,R,,Under Votes,11
Wheeler,Mitchell #3,Governor,R,,Under Votes,9
Wheeler,Spray #4,Governor,R,,Under Votes,7
Wheeler,Fossil #1,State House,R,59,John Dallum,66
Wheeler,Mitchell #3,State House,R,59,John Dallum,53
Wheeler,Spray #4,State House,R,59,John Dallum,46
Wheeler,Fossil #1,State House,R,59,Write-ins,1
Wheeler,Mitchell #3,State House,R,59,Write-ins,0
Wheeler,Spray #4,State House,R,59,Write-ins,0
Wheeler,Fossil #1,State House,R,59,Over Votes,0
Wheeler,Mitchell #3,State House,R,59,Over Votes,0
Wheeler,Spray #4,State House,R,59,Over Votes,0
Wheeler,Fossil #1,State House,R,59,Under Votes,34
Wheeler,Mitchell #3,State House,R,59,Under Votes,19
Wheeler,Spray #4,State House,R,59,Under Votes,23
